S1602_C01_001E,S1602_C01_001M,S1602_C01_002E,S1602_C01_002M,S1602_C01_003E,S1602_C01_003M,S1602_C01_004E,S1602_C01_004M,S1602_C01_005E,S1602_C01_005M,S1602_C02_001E,S1602_C02_001M,S1602_C02_002E,S1602_C02_002M,S1602_C02_003E,S1602_C02_003M,S1602_C02_004E,S1602_C02_004M,S1602_C02_005E,S1602_C02_005M,S1602_C03_001E,S1602_C03_001M,S1602_C03_002E,S1602_C03_002M,S1602_C03_003E,S1602_C03_003M,S1602_C03_004E,S1602_C03_004M,S1602_C03_005E,S1602_C03_005M,S1602_C04_001E,S1602_C04_001M,S1602_C04_002E,S1602_C04_002M,S1602_C04_003E,S1602_C04_003M,S1602_C04_004E,S1602_C04_004M,S1602_C04_005E,S1602_C04_005M,S1602_C01_001M,S1602_C01_001EA,S1602_C01_001MA,S1602_C01_002M,S1602_C01_002EA,S1602_C01_002MA,S1602_C01_003M,S1602_C01_003EA,S1602_C01_003MA,S1602_C01_004M,S1602_C01_004EA,S1602_C01_004MA,S1602_C01_005M,S1602_C01_005EA,S1602_C01_005MA,S1602_C02_001M,S1602_C02_001EA,S1602_C02_001MA,S1602_C02_002M,S1602_C02_002EA,S1602_C02_002MA,S1602_C02_003M,S1602_C02_003EA,S1602_C02_003MA,S1602_C02_004M,S1602_C02_004EA,S1602_C02_004MA,S1602_C02_005M,S1602_C02_005EA,S1602_C02_005MA,S1602_C03_001M,S1602_C03_001EA,S1602_C03_001MA,S1602_C03_002M,S1602_C03_002EA,S1602_C03_002MA,S1602_C03_003M,S1602_C03_003EA,S1602_C03_003MA,S1602_C03_004M,S1602_C03_004EA,S1602_C03_004MA,S1602_C03_005M,S1602_C03_005EA,S1602_C03_005MA,S1602_C04_001M,S1602_C04_001EA,S1602_C04_001MA,S1602_C04_002M,S1602_C04_002EA,S1602_C04_002MA,S1602_C04_003M,S1602_C04_003EA,S1602_C04_003MA,S1602_C04_004M,S1602_C04_004EA,S1602_C04_004MA,S1602_C04_005M,S1602_C04_005EA,S1602_C04_005MA,state
408239,4139,43896,2485,39115,2890,8566,1329,4392,1174,-888888888.0,-888888888.0,10.8,0.6,9.6,0.7,2.1,0.3,1.1,0.3,19314,2549,10838,1800,6060,1222,1923,710,493,330,4.7,0.6,24.7,3.7,15.5,3.0,22.4,7.6,11.2,6.6,4139,null,null,2485,null,null,2890,null,null,1329,null,null,1174,null,null,-888888888.0,(X),(X),0.6,null,null,0.7,null,null,0.3,null,null,0.3,null,null,2549,null,null,1800,null,null,1222,null,null,710,null,null,330,null,null,0.6,null,null,3.7,null,null,3.0,null,null,7.6,null,null,6.6,null,null,44
1877887,10574,78978,3861,34702,3251,19742,2191,6325,1760,-888888888.0,-888888888.0,4.2,0.2,1.8,0.2,1.1,0.1,0.3,0.1,26623,2783,19016,2514,3339,1167,3521,984,747,506,1.4,0.1,24.1,3.0,9.6,3.0,17.8,5.2,11.8,7.9,10574,null,null,3861,null,null,3251,null,null,2191,null,null,1760,null,null,-888888888.0,(X),(X),0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,2783,null,null,2514,null,null,1167,null,null,984,null,null,506,null,null,0.1,null,null,3.0,null,null,3.0,null,null,5.2,null,null,7.9,null,null,45
334003,3659,7482,1170,6690,1023,3232,741,6493,910,-888888888.0,-888888888.0,2.2,0.3,2.0,0.3,1.0,0.2,1.9,0.3,4559,943,1431,448,397,284,1439,642,1292,634,1.4,0.3,19.1,6.4,5.9,4.0,44.5,14.4,19.9,8.8,3659,null,null,1170,null,null,1023,null,null,741,null,null,910,null,null,-888888888.0,(X),(X),0.3,null,null,0.3,null,null,0.2,null,null,0.3,null,null,943,null,null,448,null,null,284,null,null,642,null,null,634,null,null,0.3,null,null,6.4,null,null,4.0,null,null,14.4,null,null,8.8,null,null,46
2556332,11690,103662,4470,37679,2805,29398,2075,15688,2476,-888888888.0,-888888888.0,4.1,0.2,1.5,0.1,1.2,0.1,0.6,0.1,38787,3666,25122,2728,3293,1007,6588,1288,3784,1295,1.5,0.1,24.2,2.3,8.7,2.6,22.4,4.4,24.1,7.3,11690,null,null,4470,null,null,2805,null,null,2075,null,null,2476,null,null,-888888888.0,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,3666,null,null,2728,null,null,1007,null,null,1288,null,null,1295,null,null,0.1,null,null,2.3,null,null,2.6,null,null,4.4,null,null,7.3,null,null,47
9535612,20125,2785842,14554,260747,8944,306492,6841,106505,6013,-888888888.0,-888888888.0,29.2,0.1,2.7,0.1,3.2,0.1,1.1,0.1,772004,14141,655059,13872,28119,3437,71785,4604,17041,2564,8.1,0.1,23.5,0.5,10.8,1.2,23.4,1.4,16.0,2.3,20125,null,null,14554,null,null,8944,null,null,6841,null,null,6013,null,null,-888888888.0,(X),(X),0.1,null,null,0.1,null,null,0.1,null,null,0.1,null,null,14141,null,null,13872,null,null,3437,null,null,4604,null,null,2564,null,null,0.1,null,null,0.5,null,null,1.2,null,null,1.4,null,null,2.3,null,null,48
943147,4975,104398,3747,31693,2346,26733,2472,8376,1292,-888888888.0,-888888888.0,11.1,0.4,3.4,0.2,2.8,0.3,0.9,0.1,22100,2598,15557,2227,2192,742,3304,930,1047,493,2.3,0.3,14.9,2.0,6.9,2.3,12.4,3.3,12.5,6.3,4975,null,null,3747,null,null,2346,null,null,2472,null,null,1292,null,null,-888888888.0,(X),(X),0.4,null,null,0.2,null,null,0.3,null,null,0.1,null,null,2598,null,null,2227,null,null,742,null,null,930,null,null,493,null,null,0.3,null,null,2.0,null,null,2.3,null,null,3.3,null,null,6.3,null,null,49
254851,2815,3222,745,11407,1459,2538,635,1803,627,-888888888.0,-888888888.0,1.3,0.3,4.5,0.6,1.0,0.2,0.7,0.2,2111,671,75,110,845,334,690,440,501,433,0.8,0.3,2.3,3.3,7.4,2.9,27.2,15.4,27.8,20.2,2815,null,null,745,null,null,1459,null,null,635,null,null,627,null,null,-888888888.0,(X),(X),0.3,null,null,0.6,null,null,0.2,null,null,0.2,null,null,671,null,null,110,null,null,334,null,null,440,null,null,433,null,null,0.3,null,null,3.3,null,null,2.9,null,null,15.4,null,null,20.2,null,null,50
3120692,13161,207664,4990,132230,6080,125679,4102,53988,4667,-888888888.0,-888888888.0,6.7,0.2,4.2,0.2,4.0,0.1,1.7,0.1,88383,4633,43758,3338,12664,1760,24014,2302,7947,1515,2.8,0.1,21.1,1.6,9.6,1.3,19.1,1.6,14.7,2.6,13161,null,null,4990,null,null,6080,null,null,4102,null,null,4667,null,null,-888888888.0,(X),(X),0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,4633,null,null,3338,null,null,1760,null,null,2302,null,null,1515,null,null,0.1,null,null,1.6,null,null,1.3,null,null,1.6,null,null,2.6,null,null,51
2768076,8506,208853,4940,125155,5571,176145,5468,37388,3371,-888888888.0,-888888888.0,7.5,0.2,4.5,0.2,6.4,0.2,1.4,0.1,111947,5742,45811,3727,16129,2272,43076,3229,6931,1356,4.0,0.2,21.9,1.8,12.9,1.6,24.5,1.7,18.5,3.5,8506,null,null,4940,null,null,5571,null,null,5468,null,null,3371,null,null,-888888888.0,(X),(X),0.2,null,null,0.2,null,null,0.2,null,null,0.1,null,null,5742,null,null,3727,null,null,2272,null,null,3229,null,null,1356,null,null,0.2,null,null,1.8,null,null,1.6,null,null,1.7,null,null,3.5,null,null,53
722125,5656,9984,1381,7842,1547,4169,1005,2394,791,-888888888.0,-888888888.0,1.4,0.2,1.1,0.2,0.6,0.1,0.3,0.1,2544,810,1319,591,558,439,581,323,86,102,0.4,0.1,13.2,5.6,7.1,5.0,13.9,7.2,3.6,4.5,5656,null,null,1381,null,null,1547,null,null,1005,null,null,791,null,null,-888888888.0,(X),(X),0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,810,null,null,591,null,null,439,null,null,323,null,null,102,null,null,0.1,null,null,5.6,null,null,5.0,null,null,7.2,null,null,4.5,null,null,54
2326998,7745,107809,2941,58168,2908,36637,2332,11258,1398,-888888888.0,-888888888.0,4.6,0.1,2.5,0.1,1.6,0.1,0.5,0.1,39464,2539,21879,2076,6561,1021,9721,1391,1303,558,1.7,0.1,20.3,1.9,11.3,1.7,26.5,3.4,11.6,4.8,7745,null,null,2941,null,null,2908,null,null,2332,null,null,1398,null,null,-888888888.0,(X),(X),0.1,null,null,0.1,null,null,0.1,null,null,0.1,null,null,2539,null,null,2076,null,null,1021,null,null,1391,null,null,558,null,null,0.1,null,null,1.9,null,null,1.7,null,null,3.4,null,null,4.8,null,null,55
223619,4088,12787,1858,5034,1119,1793,626,1582,666,-888888888.0,-888888888.0,5.7,0.8,2.3,0.5,0.8,0.3,0.7,0.3,3296,1088,2259,823,826,627,211,216,0,197,1.5,0.5,17.7,5.4,16.4,10.7,11.8,11.5,0.0,9.6,4088,null,null,1858,null,null,1119,null,null,626,null,null,666,null,null,-888888888.0,(X),(X),0.8,null,null,0.5,null,null,0.3,null,null,0.3,null,null,1088,null,null,823,null,null,627,null,null,216,null,null,197,null,null,0.5,null,null,5.4,null,null,10.7,null,null,11.5,null,null,9.6,null,null,56
1208438,9900,1151547,9534,1819,607,534,323,365,275,-888888888.0,-888888888.0,95.3,0.3,0.2,0.1,0.0,0.1,0.0,0.1,810105,9918,809223,9955,495,278,311,252,76,119,67.0,0.6,70.3,0.7,27.2,13.5,58.2,31.4,20.8,30.7,9900,null,null,9534,null,null,607,null,null,323,null,null,275,null,null,-888888888.0,(X),(X),0.3,null,null,0.1,null,null,0.1,null,null,0.1,null,null,9918,null,null,9955,null,null,278,null,null,252,null,null,119,null,null,0.6,null,null,0.7,null,null,13.5,null,null,31.4,null,null,30.7,null,null,72
