B01001A_001E,B01001A_001EA,B01001A_001M,B01001A_001MA,B01001A_002E,B01001A_002EA,B01001A_002M,B01001A_002MA,B01001A_003E,B01001A_003EA,B01001A_003M,B01001A_003MA,B01001A_004E,B01001A_004EA,B01001A_004M,B01001A_004MA,B01001A_005E,B01001A_005EA,B01001A_005M,B01001A_005MA,B01001A_006E,B01001A_006EA,B01001A_006M,B01001A_006MA,B01001A_007E,B01001A_007EA,B01001A_007M,B01001A_007MA,B01001A_008E,B01001A_008EA,B01001A_008M,B01001A_008MA,B01001A_009E,B01001A_009EA,B01001A_009M,B01001A_009MA,B01001A_010E,B01001A_010EA,B01001A_010M,B01001A_010MA,B01001A_011E,B01001A_011EA,B01001A_011M,B01001A_011MA,B01001A_012E,B01001A_012EA,B01001A_012M,B01001A_012MA,B01001A_013E,B01001A_013EA,B01001A_013M,B01001A_013MA,B01001A_014E,B01001A_014EA,B01001A_014M,B01001A_014MA,B01001A_015E,B01001A_015EA,B01001A_015M,B01001A_015MA,B01001A_016E,B01001A_016EA,B01001A_016M,B01001A_016MA,B01001A_017E,B01001A_017EA,B01001A_017M,B01001A_017MA,B01001A_018E,B01001A_018EA,B01001A_018M,B01001A_018MA,B01001A_019E,B01001A_019EA,B01001A_019M,B01001A_019MA,B01001A_020E,B01001A_020EA,B01001A_020M,B01001A_020MA,B01001A_021E,B01001A_021EA,B01001A_021M,B01001A_021MA,B01001A_022E,B01001A_022EA,B01001A_022M,B01001A_022MA,B01001A_023E,B01001A_023EA,B01001A_023M,B01001A_023MA,B01001A_024E,B01001A_024EA,B01001A_024M,B01001A_024MA,B01001A_025E,B01001A_025EA,B01001A_025M,B01001A_025MA,B01001A_026E,B01001A_026EA,B01001A_026M,B01001A_026MA,B01001A_027E,B01001A_027EA,B01001A_027M,B01001A_027MA,B01001A_028E,B01001A_028EA,B01001A_028M,B01001A_028MA,B01001A_029E,B01001A_029EA,B01001A_029M,B01001A_029MA,B01001A_030E,B01001A_030EA,B01001A_030M,B01001A_030MA,B01001A_031E,B01001A_031EA,B01001A_031M,B01001A_031MA,GEO_ID,NAME,state
3216232,null,10205,null,1588087,null,7124,null,93294,null,1664,null,95807,null,3786,null,97542,null,3909,null,64704,null,1196,null,40867,null,1525,null,102121,null,1728,null,116054,null,1950,null,103799,null,1762,null,219291,null,1850,null,245814,null,1565,null,206613,null,1070,null,110644,null,813,null,71179,null,1774,null,20358,null,1831,null,1628145,null,5445,null,91018,null,1877,null,92264,null,3577,null,89613,null,3463,null,62539,null,1116,null,37203,null,1279,null,99337,null,1555,null,113417,null,1866,null,98498,null,1699,null,214973,null,1855,null,255221,null,1173,null,215238,null,1053,null,123110,null,774,null,90481,null,2868,null,45233,null,2749,null,0400000US41,Oregon,41
10408647,null,10856,null,5067474,null,6339,null,281731,null,1856,null,295319,null,6006,null,317087,null,6117,null,212771,null,1321,null,154819,null,1881,null,338642,null,2465,null,296890,null,1844,null,285005,null,1553,null,721928,null,2582,null,827368,null,1584,null,628699,null,1204,null,368804,null,1167,null,260693,null,2900,null,77718,null,2804,null,5341173,null,7251,null,268188,null,1954,null,276636,null,5733,null,303555,null,5382,null,202711,null,1661,null,151353,null,1521,null,324021,null,2249,null,288398,null,1344,null,282581,null,1384,null,720288,null,2022,null,839358,null,1841,null,663550,null,1404,null,439661,null,1049,null,398855,null,4541,null,182018,null,4493,null,0400000US42,Pennsylvania,42
875512,null,5204,null,422338,null,2925,null,21997,null,817,null,25293,null,2096,null,24299,null,1879,null,17395,null,541,null,14437,null,741,null,30165,null,874,null,25434,null,793,null,24390,null,975,null,62243,null,877,null,69638,null,767,null,52067,null,466,null,28150,null,487,null,20645,null,826,null,6185,null,818,null,453174,null,3387,null,21551,null,825,null,23805,null,2012,null,22324,null,1898,null,15966,null,489,null,14616,null,670,null,29811,null,669,null,24732,null,845,null,24917,null,1006,null,65105,null,888,null,71515,null,633,null,56562,null,757,null,34273,null,497,null,32471,null,1524,null,15526,null,1497,null,0400000US44,Rhode Island,44
2968269,null,5149,null,1460336,null,3401,null,90491,null,1432,null,90104,null,3393,null,92091,null,3641,null,56588,null,1009,null,41555,null,1409,null,102814,null,1841,null,92461,null,1735,null,90145,null,1509,null,212210,null,1792,null,211715,null,1169,null,187897,null,688,null,113303,null,912,null,63467,null,1674,null,15495,null,1589,null,1507933,null,3303,null,86545,null,1539,null,80757,null,3670,null,87769,null,3427,null,55172,null,1022,null,42759,null,2113,null,84776,null,2228,null,95639,null,1570,null,87715,null,1345,null,210388,null,1764,null,221345,null,1252,null,200863,null,657,null,127748,null,882,null,92675,null,2482,null,33782,null,2525,null,0400000US45,South Carolina,45
695699,null,2126,null,346208,null,1621,null,23499,null,1008,null,20210,null,1493,null,22958,null,1507,null,13681,null,795,null,10489,null,1316,null,27229,null,1404,null,22410,null,1270,null,19212,null,896,null,43662,null,915,null,53883,null,753,null,41888,null,379,null,24978,null,596,null,16626,null,880,null,5483,null,768,null,349491,null,1587,null,20571,null,704,null,19974,null,1277,null,21380,null,1393,null,14229,null,719,null,10363,null,997,null,24113,null,1569,null,20521,null,1302,null,18618,null,586,null,43415,null,866,null,53244,null,693,null,40123,null,502,null,26562,null,561,null,23741,null,1252,null,12637,null,1133,null,0400000US46,South Dakota,46
4868752,null,7804,null,2383101,null,5455,null,151186,null,2043,null,148544,null,4779,null,153994,null,4625,null,96509,null,1565,null,61919,null,2085,null,151418,null,2624,null,166305,null,1735,null,154778,null,2117,null,351804,null,1920,null,357183,null,984,null,295784,null,543,null,174395,null,612,null,95680,null,1899,null,23602,null,1917,null,2485651,null,4229,null,143240,null,1721,null,144752,null,4479,null,142736,null,4350,null,94354,null,1430,null,59956,null,2755,null,143911,null,2828,null,166449,null,1740,null,151967,null,1397,null,349468,null,1485,null,371525,null,1339,null,313079,null,766,null,202637,null,671,null,141031,null,3146,null,60546,null,3130,null,0400000US47,Tennessee,47
16804155,null,50932,null,8361891,null,27909,null,651352,null,7588,null,602363,null,10867,null,608932,null,11290,null,370098,null,4526,null,247112,null,5024,null,620915,null,7657,null,619430,null,7222,null,565375,null,6735,null,1195822,null,8769,null,1180616,null,6131,null,857540,null,5160,null,480521,null,3179,null,283744,null,4014,null,78071,null,3551,null,8442264,null,27610,null,634873,null,7031,null,580539,null,8969,null,569032,null,9768,null,351135,null,4323,null,230541,null,4592,null,556593,null,6305,null,582225,null,6218,null,542627,null,6858,null,1175092,null,7320,null,1189829,null,5993,null,902259,null,3715,null,551708,null,3207,null,403261,null,5708,null,172550,null,5458,null,0400000US48,Texas,48
2381687,null,7640,null,1199561,null,4138,null,113631,null,1117,null,99168,null,3417,null,98193,null,3421,null,56363,null,625,null,37275,null,1169,null,117167,null,1490,null,117903,null,1475,null,78071,null,1228,null,143496,null,1411,null,139602,null,1120,null,99049,null,633,null,55339,null,317,null,34022,null,1230,null,10282,null,1233,null,1182126,null,4397,null,107029,null,1282,null,101044,null,3570,null,84396,null,3547,null,54285,null,698,null,40447,null,1191,null,101879,null,1330,null,105121,null,1155,null,81909,null,834,null,139829,null,1612,null,140513,null,1098,null,102240,null,976,null,61557,null,579,null,42648,null,1659,null,19229,null,1515,null,0400000US49,Utah,49
597245,null,893,null,293997,null,785,null,15833,null,194,null,15442,null,1347,null,19521,null,1362,null,12919,null,227,null,9632,null,722,null,20333,null,844,null,17381,null,100,null,16221,null,212,null,41296,null,224,null,49751,null,366,null,40042,null,249,null,20280,null,100,null,12445,null,525,null,2901,null,517,null,303248,null,688,null,14563,null,187,null,16559,null,1167,null,16267,null,1150,null,12387,null,209,null,9655,null,499,null,19102,null,438,null,16442,null,216,null,16238,null,69,null,42710,null,182,null,51853,null,403,null,40104,null,161,null,22539,null,200,null,17464,null,864,null,7365,null,854,null,0400000US50,Vermont,50
5429003,null,11229,null,2677478,null,8168,null,166583,null,3086,null,162677,null,4829,null,167264,null,3887,null,109856,null,2416,null,81464,null,3071,null,193450,null,3442,null,172671,null,2504,null,167607,null,2360,null,407778,null,3163,null,410353,null,2094,null,327571,null,1276,null,182610,null,1353,null,97589,null,2056,null,30005,null,2156,null,2751525,null,5742,null,153655,null,2506,null,153464,null,4401,null,163560,null,4161,null,101754,null,2109,null,75380,null,2828,null,171316,null,3141,null,171730,null,2276,null,164275,null,1996,null,406217,null,2561,null,426528,null,1885,null,343001,null,1378,null,207115,null,1193,null,144984,null,3456,null,68546,null,3383,null,0400000US51,Virginia,51
5219137,null,12474,null,2600338,null,6879,null,159342,null,1789,null,153056,null,4491,null,168668,null,4775,null,110966,null,1025,null,69887,null,1754,null,172376,null,2317,null,182849,null,2596,null,164617,null,1636,null,379251,null,2330,null,414970,null,1649,null,323670,null,1402,null,168527,null,755,null,96145,null,2559,null,36014,null,2453,null,2618799,null,8047,null,145740,null,2147,null,149879,null,4553,null,155608,null,4101,null,104703,null,1226,null,62250,null,1842,null,158159,null,2078,null,181543,null,1735,null,158238,null,1544,null,370467,null,1811,null,419840,null,2009,null,331038,null,1156,null,181276,null,826,null,134595,null,3535,null,65463,null,3573,null,0400000US53,Washington,53
1710622,null,2087,null,834560,null,2455,null,48985,null,1110,null,45939,null,2536,null,55530,null,2761,null,33205,null,1248,null,23448,null,1293,null,52349,null,1394,null,55265,null,1354,null,49503,null,1143,null,116700,null,1164,null,128650,null,555,null,110189,null,372,null,65478,null,501,null,36774,null,1286,null,12545,null,1310,null,876062,null,2204,null,47046,null,1208,null,46512,null,2442,null,48238,null,2498,null,33004,null,1323,null,25283,null,2052,null,48889,null,2082,null,55299,null,1197,null,50836,null,691,null,116985,null,958,null,133545,null,721,null,114485,null,271,null,75445,null,379,null,56321,null,1928,null,24174,null,1851,null,0400000US54,West Virginia,54
4891076,null,6051,null,2425330,null,3367,null,144139,null,1096,null,145859,null,3649,null,152024,null,3649,null,103554,null,859,null,69412,null,1159,null,168822,null,1567,null,159490,null,1195,null,142597,null,1304,null,351196,null,1499,null,398563,null,1093,null,291234,null,900,null,161838,null,414,null,104394,null,1633,null,32208,null,1600,null,2465746,null,3720,null,137589,null,1329,null,138377,null,3035,null,145183,null,3088,null,96013,null,653,null,65784,null,1233,null,163784,null,1461,null,147194,null,1042,null,138732,null,910,null,343712,null,1196,null,392929,null,890,null,291838,null,841,null,180122,null,661,null,149440,null,2904,null,75049,null,2980,null,0400000US55,Wisconsin,55
479076,null,2057,null,243950,null,1646,null,15894,null,1030,null,15254,null,1372,null,15596,null,1433,null,10535,null,668,null,6923,null,1351,null,18935,null,1532,null,17599,null,892,null,14262,null,999,null,30890,null,762,null,39575,null,665,null,30699,null,312,null,16003,null,330,null,9416,null,651,null,2369,null,624,null,235126,null,2019,null,14472,null,1069,null,14438,null,1304,null,13895,null,1282,null,8908,null,531,null,5659,null,818,null,16772,null,903,null,16932,null,570,null,13205,null,950,null,29758,null,892,null,38448,null,378,null,29633,null,402,null,16119,null,267,null,12059,null,838,null,4828,null,772,null,0400000US56,Wyoming,56
3004147,null,21157,null,1427938,null,12301,null,100912,null,2636,null,107168,null,4359,null,118454,null,3977,null,67689,null,2080,null,45697,null,1908,null,101895,null,2765,null,102322,null,3558,null,93089,null,3240,null,186023,null,3827,null,170925,null,3135,null,153163,null,2677,null,104360,null,2493,null,57027,null,1995,null,19214,null,1734,null,1576209,null,12477,null,93712,null,3166,null,103379,null,3819,null,110217,null,4012,null,68358,null,2050,null,42362,null,2097,null,108692,null,3458,null,105576,null,3286,null,100108,null,2862,null,210760,null,3434,null,205292,null,3659,null,186796,null,2737,null,129512,null,2069,null,78323,null,2710,null,33122,null,2241,null,0400000US72,Puerto Rico,72
