B18103_036E,B18103_036M,B18103_037E,B18103_037M,B18103_038E,B18103_038M,B18103_039E,B18103_039M,GEO_ID,B18103_001E,B18103_001M,B18103_002E,B18103_002M,B18103_003E,B18103_003M,B18103_004E,B18103_004M,B18103_005E,B18103_005M,B18103_006E,B18103_006M,B18103_007E,B18103_007M,B18103_008E,B18103_008M,B18103_009E,B18103_009M,B18103_010E,B18103_010M,B18103_011E,B18103_011M,B18103_012E,B18103_012M,B18103_013E,B18103_013M,B18103_014E,B18103_014M,B18103_015E,B18103_015M,B18103_016E,B18103_016M,B18103_017E,B18103_017M,B18103_018E,B18103_018M,B18103_019E,B18103_019M,B18103_020E,B18103_020M,B18103_021E,B18103_021M,B18103_022E,B18103_022M,B18103_023E,B18103_023M,B18103_024E,B18103_024M,B18103_025E,B18103_025M,B18103_026E,B18103_026M,B18103_027E,B18103_027M,B18103_028E,B18103_028M,B18103_029E,B18103_029M,B18103_030E,B18103_030M,B18103_031E,B18103_031M,B18103_032E,B18103_032M,B18103_033E,B18103_033M,B18103_034E,B18103_034M,B18103_035E,B18103_035M,B18103_036MA,B18103_036EA,B18103_037EA,B18103_037MA,B18103_038EA,B18103_038MA,B18103_039EA,B18103_039MA,NAME,B18103_001EA,B18103_001MA,B18103_002MA,B18103_002EA,B18103_003MA,B18103_003EA,B18103_004EA,B18103_004MA,B18103_005EA,B18103_005MA,B18103_006EA,B18103_006MA,B18103_007EA,B18103_007MA,B18103_008MA,B18103_008EA,B18103_009EA,B18103_009MA,B18103_010MA,B18103_010EA,B18103_011EA,B18103_011MA,B18103_012EA,B18103_012MA,B18103_013MA,B18103_013EA,B18103_014MA,B18103_014EA,B18103_015EA,B18103_015MA,B18103_016EA,B18103_016MA,B18103_017EA,B18103_017MA,B18103_018MA,B18103_018EA,B18103_019MA,B18103_019EA,B18103_020EA,B18103_020MA,B18103_021EA,B18103_021MA,B18103_022EA,B18103_022MA,B18103_023EA,B18103_023MA,B18103_024MA,B18103_024EA,B18103_025MA,B18103_025EA,B18103_026EA,B18103_026MA,B18103_027MA,B18103_027EA,B18103_028EA,B18103_028MA,B18103_029EA,B18103_029MA,B18103_030MA,B18103_030EA,B18103_031EA,B18103_031MA,B18103_032EA,B18103_032MA,B18103_033EA,B18103_033MA,B18103_034EA,B18103_034MA,B18103_035MA,B18103_035EA,state
396456,3020,321276,2277,37824,2660,283452,3232,0400000US37,9552529,3461,4596966,6236,310855,3979,1838,643,309017,3998,853784,4674,6691,1400,847093,4796,1028728,5072,10526,1832,1018202,5520,1836197,5593,49965,3773,1786232,7026,358171,2508,17294,1963,340877,2793,209231,2555,18390,1828,190841,2914,4955563,5581,300529,3683,1622,865,298907,3683,816376,4293,6529,1132,809847,4437,1099772,4120,11212,2139,1088560,4324,2001713,3966,54736,3867,1946977,5486,415897,2355,19441,2060,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
25650,552,26283,454,2002,542,24281,571,0400000US38,684776,917,348379,1796,23623,677,94,115,23529,666,55829,1175,254,145,55575,1195,94258,1448,472,331,93786,1463,131953,1506,2927,827,129026,1614,24361,409,408,153,23953,453,18355,454,1547,438,16808,635,336397,1508,21418,587,133,144,21285,578,52835,893,167,176,52668,924,86170,1519,366,265,85804,1528,123660,826,1766,622,121894,1017,26031,477,381,252,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
471102,2587,438065,2885,42321,2442,395744,3911,0400000US39,11371766,1352,5533995,5334,353140,2026,2100,788,351040,2055,1005354,3824,8851,1334,996503,4113,1235489,3648,11396,1808,1224093,3983,2228640,4468,49332,3022,2179308,5215,425284,2041,14403,1793,410881,2835,286088,1876,20782,1875,265306,2587,5837771,5222,336915,1675,1268,446,335647,1704,961291,3362,6500,1154,954791,3517,1262483,3203,11150,1510,1251333,3310,2349871,3398,53320,3174,2296551,4770,489146,2052,18044,1657,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
151476,1585,128394,1408,16100,1338,112294,2000,0400000US40,3733058,1692,1829393,3576,133075,1807,1579,720,131496,1894,345535,2376,3520,661,342015,2400,435821,2803,6450,1087,429371,3044,686055,3171,22128,1936,663927,3518,140182,1138,7281,905,132901,1424,88725,1255,9774,1062,78951,1414,1903665,3529,129071,1839,1925,726,127146,2126,326936,2148,4153,924,322783,2257,437037,2135,7120,1373,429917,2571,722331,2220,24960,1876,697371,2935,159896,1270,8420,896,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
164854,1648,144045,1331,14204,1958,129841,2146,0400000US41,3860452,927,1903608,3625,119963,2296,821,515,119142,2335,323711,1872,1808,639,321903,2012,444326,3241,4053,1318,440273,3411,758381,2764,17879,2668,740502,3928,156021,1184,5497,1112,150524,1540,101206,1219,9157,1394,92049,1813,1956844,3619,112150,1885,1087,625,111063,1998,304022,2370,1928,701,302094,2465,440393,2297,5637,1235,434756,2892,785062,2546,19172,2087,765890,2931,171172,1242,6318,1254,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
543003,2532,553988,2803,55610,3211,498378,4222,0400000US42,12559315,1121,6097029,4061,367124,1634,1411,560,365713,1766,1028667,2612,8725,1424,1019942,3140,1385761,3346,12428,1749,1373333,3699,2472150,4042,50449,3579,2421701,5013,485309,1641,15508,1805,469801,2448,358018,1905,25050,2162,332968,2724,6462286,4014,351192,1816,1428,597,349764,2082,984006,2218,8829,1460,975177,2634,1401908,2940,13073,1648,1388835,3293,2608093,3538,54280,3140,2553813,4316,563099,1822,20096,1965,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
42403,636,43659,747,3907,973,39752,1190,0400000US44,1034895,650,498109,1558,28818,678,0,200,28818,678,81809,942,590,365,81219,1018,120692,1412,1245,607,119447,1529,202370,1196,4150,1199,198220,1604,37501,441,1120,456,36381,661,26919,556,2498,700,24421,830,536786,1493,27329,888,0,200,27329,888,78719,779,786,535,77933,925,125156,1084,1114,565,124042,1084,218482,1160,4181,1102,214301,1693,43441,455,1038,476,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
209126,2070,158655,1612,18067,1929,140588,2449,0400000US45,4623171,2221,2217194,5597,151895,3161,569,452,151326,3145,398007,2541,2838,813,395169,2653,501223,3856,5667,1519,495556,3906,869971,3262,25026,2649,844945,3985,191521,1633,9591,1474,181930,1946,104577,1451,11581,1330,92996,2091,2405977,4849,142642,2963,248,234,142394,2972,385478,2176,4239,1050,381239,2306,537789,2571,7699,1586,530090,3175,959550,3150,26126,2738,933424,4289,221863,1605,12737,1655,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
29805,652,31253,625,2845,651,28408,809,0400000US46,816425,682,407547,1845,29644,1058,516,386,29128,1071,73853,1308,234,108,73619,1297,96912,1367,1239,605,95673,1491,155182,1276,3599,835,151583,1504,29913,437,959,329,28954,576,22043,560,1863,437,20180,663,408878,1895,29039,918,105,101,28934,912,70497,1434,641,395,69856,1403,93152,1480,1023,531,92129,1544,153818,1229,2479,547,151339,1445,31119,318,1314,531,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
268101,2456,219845,1926,25234,2304,194611,2992,0400000US47,6354629,2073,3073054,4730,203801,2590,948,444,202853,2524,556513,3390,5409,1104,551104,3573,698954,3751,7758,1419,691196,4166,1222169,4090,41835,3043,1180334,4978,249779,1589,11050,1222,238729,2138,141838,1264,13681,1382,128157,1787,3281575,4661,196222,2536,1001,568,195221,2583,533713,3540,5181,1189,528532,3575,732454,3064,9102,1588,723352,3322,1317432,3686,44067,2959,1273365,4714,281909,1770,13808,1814,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
816649,4229,667775,3469,80097,4824,587678,5828,0400000US48,25584499,3960,12573459,9930,985806,4526,6834,1806,978972,4940,2574460,5030,29866,3655,2544594,5907,3104687,7047,39883,3790,3064804,8107,4686524,8078,124404,5993,4562120,10802,762433,2893,40713,3016,721720,4112,459549,3564,50531,3101,409018,4428,13011040,9203,947042,3971,6325,1501,940717,4324,2464570,5432,27017,3167,2437553,6221,3122178,5887,35414,3081,3086764,6873,4945085,5303,138358,7290,4806727,8310,864390,3641,47741,2957,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
78401,960,64459,847,6837,1043,57622,1276,0400000US49,2829001,909,1415433,2720,132477,1168,329,269,132148,1186,320686,1600,1417,508,319269,1598,381495,1957,3413,965,378082,2241,457573,2096,6656,1384,450917,2389,73142,754,2618,779,70524,1136,50060,671,4914,841,45146,1050,1413568,2385,125448,1129,295,231,125153,1168,305401,1875,1659,843,303742,2011,380040,1447,3216,995,376824,1654,457960,1373,7292,1255,450668,1849,80260,779,1859,536,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
27343,556,23294,406,2436,637,20858,699,0400000US50,619928,318,306170,1095,16283,737,37,64,16246,742,47829,680,334,231,47495,680,68833,835,715,405,68118,866,129701,935,3015,768,126686,1193,27055,400,376,169,26679,420,16469,399,1475,367,14994,540,313758,993,14728,438,429,315,14299,543,44723,588,278,201,44445,621,67787,782,238,177,67549,795,134754,799,2588,591,132166,995,28472,329,1129,445,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
314382,2776,257441,2501,29169,2119,228272,3411,0400000US51,7973466,4199,3847508,7388,256452,3518,759,436,255693,3448,686642,4345,4071,975,682571,4584,906135,5502,8357,1382,897778,5521,1546425,5028,26249,2300,1520176,5604,284939,2002,10138,1570,274801,2660,166915,1964,13644,1514,153271,2486,4125958,7170,250579,3528,571,347,250008,3510,658172,3869,3550,989,654622,3953,948628,4720,8937,2091,939691,5204,1684273,4538,27839,2366,1656434,4879,326865,2239,12483,1613,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
261980,1832,214930,1504,23513,2116,191417,2618,0400000US53,6793078,2904,3361673,3879,226381,2022,1277,627,225104,2027,586235,2489,3056,874,583179,2661,794360,3490,9545,2182,784815,4009,1352096,3252,25344,2346,1326752,4163,249386,1365,7898,1007,241488,1717,153215,1261,12602,1281,140613,1712,3431405,3078,214592,1709,1370,781,213222,1795,556387,2208,3982,1239,552405,2446,789275,3020,5989,1164,783286,3425,1385924,2889,25154,2362,1360770,3201,270297,1490,8317,1195,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
84620,1080,76885,981,11483,1140,65402,1586,0400000US54,1826512,259,893254,3414,53538,1437,539,312,52999,1435,140798,1699,1875,562,138923,1848,191469,1663,2858,1133,188611,1874,371888,2014,17502,1969,354386,2827,84299,625,5230,992,79069,1080,51262,965,5922,1012,45340,1330,933258,3383,51725,1845,611,441,51114,1927,136919,1913,1611,508,135308,1871,192722,1862,2858,937,189864,2059,384894,2073,14527,1674,370367,2620,90113,624,5493,1005,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
222071,1403,214133,1551,18961,1887,195172,2227,0400000US55,5652085,607,2792797,3791,179576,1777,862,563,178714,1788,494461,2353,3244,842,491217,2358,634308,2919,5897,1182,628411,3177,1131937,3046,19060,1757,1112877,3449,206749,931,4455,850,202294,1184,145766,1148,10899,1192,134867,1537,2859288,3667,171659,2096,230,147,171429,2075,469580,2036,2600,659,466980,2113,632413,2792,5242,995,627171,3060,1143730,2988,17433,1989,1126297,3603,227773,1167,5702,880,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
21312,737,16559,673,1944,682,14615,931,0400000US56,567082,836,286151,2014,19401,935,0,185,19401,935,50544,1535,520,304,50024,1577,69999,1141,495,377,69504,1165,111805,1240,1924,663,109881,1243,21292,585,626,240,20666,587,13110,686,1741,545,11369,839,280931,2040,18615,855,36,66,18579,866,47572,1285,203,173,47369,1278,65059,1278,545,285,64514,1330,111165,1235,2117,626,109048,1396,21961,723,649,301,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
158274,2262,141132,932,31592,2202,109540,2255,0400000US72,3641762,450,1738277,2973,108250,1936,1090,578,107160,1947,328659,2058,5307,1242,323352,2503,407565,1698,9602,1747,397963,2236,643456,1745,40516,2843,602940,3634,151442,1097,19118,2321,132324,2525,98905,1024,22861,1808,76044,2107,1903485,2859,101104,2002,901,469,100203,2026,310717,1963,4967,1103,305750,2155,424692,1800,9233,1907,415459,2545,742502,1902,49412,3373,693090,4038,183338,722,25064,2084,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
203958,2222,172299,1387,24074,2035,148225,2463,0400000US01,4741698,1677,2275730,4364,154902,2562,939,434,153963,2510,418804,3392,3256,818,415548,3390,515285,4113,7482,1413,507803,4418,893904,4010,32026,2735,861878,4888,182829,1529,10441,1271,172388,1936,110006,1552,11631,1376,98375,2048,2465968,4141,146701,2601,181,151,146520,2610,402593,2457,3695,937,398898,2735,552836,3241,6689,1389,546147,3476,975310,3279,36438,2822,938872,4577,216229,1618,12271,1501,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
19018,755,11549,812,2136,708,9413,828,0400000US02,708946,1546,362461,2242,27593,929,51,41,27542,933,69170,1318,310,242,68860,1343,88129,1832,867,579,87262,1919,147966,1871,3766,909,144200,2129,20319,611,1403,475,18916,702,9284,529,1878,531,7406,538,346485,1896,26341,865,166,125,26175,869,63968,1135,137,75,63831,1141,86191,1324,744,335,85447,1303,138660,1169,3353,958,135307,1578,19776,749,758,372,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
284427,1931,226154,1305,22275,2262,203879,2488,0400000US04,6443654,1631,3168921,3160,223705,992,868,407,222837,1103,603830,1819,4311,930,599519,2166,743827,2634,7962,1795,735865,3173,1157439,2616,25572,2858,1131867,3671,262628,1115,10442,1597,252186,2012,177492,988,15417,1757,162075,1796,3274733,2925,213882,1539,1339,696,212543,1671,575963,1635,4373,1098,571590,2128,733330,1785,6641,1312,726689,1994,1232098,1868,24544,3008,1207554,3713,293306,1250,8879,1427,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
124171,1755,103422,1336,12063,1342,91359,1778,0400000US05,2896297,1039,1414591,3837,98987,2389,1076,622,97911,2479,266984,2978,3816,1016,263168,3054,321030,2965,4332,1027,316698,3165,537819,2795,20849,2513,516970,4248,116970,1402,7207,1096,109763,1729,72801,1081,7982,915,64819,1297,1481706,3739,92646,2237,428,275,92218,2284,250790,2483,2149,773,248641,2561,329529,2523,4876,1072,324653,2642,572987,2635,19047,2011,553940,3229,132332,1552,8161,1345,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
