B08126_090M,B08126_091E,B08126_091M,B08126_092E,B08126_092M,B08126_093E,B08126_093M,B08126_094E,B08126_094M,B08126_095E,B08126_095M,B08126_096E,B08126_096M,B08126_097E,B08126_097M,B08126_098E,B08126_098M,B08126_099E,B08126_099M,B08126_100E,B08126_100M,B08126_101E,B08126_101M,B08126_102E,B08126_102M,B08126_103E,B08126_103M,B08126_104E,B08126_104M,B08126_105E,B08126_105M,GEO_ID,B08126_001E,B08126_001M,B08126_002E,B08126_002M,B08126_003E,B08126_003M,B08126_004E,B08126_004M,B08126_005E,B08126_005M,B08126_006E,B08126_006M,B08126_007E,B08126_007M,B08126_008E,B08126_008M,B08126_009E,B08126_009M,B08126_010E,B08126_010M,B08126_011E,B08126_011M,B08126_012E,B08126_012M,B08126_013E,B08126_013M,B08126_014E,B08126_014M,B08126_015E,B08126_015M,B08126_016E,B08126_016M,B08126_017E,B08126_017M,B08126_018E,B08126_018M,B08126_019E,B08126_019M,B08126_020E,B08126_020M,B08126_021E,B08126_021M,B08126_022E,B08126_022M,B08126_023E,B08126_023M,B08126_024E,B08126_024M,B08126_025E,B08126_025M,B08126_026E,B08126_026M,B08126_027E,B08126_027M,B08126_028E,B08126_028M,B08126_029E,B08126_029M,B08126_030E,B08126_030M,B08126_031E,B08126_031M,B08126_032E,B08126_032M,B08126_033E,B08126_033M,B08126_034E,B08126_034M,B08126_035E,B08126_035M,B08126_036E,B08126_036M,B08126_037E,B08126_037M,B08126_038E,B08126_038M,B08126_039E,B08126_039M,B08126_040E,B08126_040M,B08126_041E,B08126_041M,B08126_042E,B08126_042M,B08126_043E,B08126_043M,B08126_044E,B08126_044M,B08126_045E,B08126_045M,B08126_046E,B08126_046M,B08126_047E,B08126_047M,B08126_048E,B08126_048M,B08126_049E,B08126_049M,B08126_050E,B08126_050M,B08126_051E,B08126_051M,B08126_052E,B08126_052M,B08126_053E,B08126_053M,B08126_054E,B08126_054M,B08126_055E,B08126_055M,B08126_056E,B08126_056M,B08126_057E,B08126_057M,B08126_058E,B08126_058M,B08126_059E,B08126_059M,B08126_060E,B08126_060M,B08126_061E,B08126_061M,B08126_062E,B08126_062M,B08126_063E,B08126_063M,B08126_064E,B08126_064M,B08126_065E,B08126_065M,B08126_066E,B08126_066M,B08126_067E,B08126_067M,B08126_068E,B08126_068M,B08126_069E,B08126_069M,B08126_070E,B08126_070M,B08126_071E,B08126_071M,B08126_072E,B08126_072M,B08126_073E,B08126_073M,B08126_074E,B08126_074M,B08126_075E,B08126_075M,B08126_076E,B08126_076M,B08126_077E,B08126_077M,B08126_078E,B08126_078M,B08126_079E,B08126_079M,B08126_080E,B08126_080M,B08126_081E,B08126_081M,B08126_082E,B08126_082M,B08126_083E,B08126_083M,B08126_084E,B08126_084M,B08126_085E,B08126_085M,B08126_086E,B08126_086M,B08126_087E,B08126_087M,B08126_088E,B08126_088M,B08126_089E,B08126_089M,B08126_090E,B08126_090MA,B08126_091EA,B08126_091MA,B08126_092EA,B08126_092MA,B08126_093EA,B08126_093MA,B08126_094EA,B08126_094MA,B08126_095MA,B08126_095EA,B08126_096EA,B08126_096MA,B08126_097EA,B08126_097MA,B08126_098EA,B08126_098MA,B08126_099EA,B08126_099MA,B08126_100EA,B08126_100MA,B08126_101MA,B08126_101EA,B08126_102MA,B08126_102EA,B08126_103MA,B08126_103EA,B08126_104EA,B08126_104MA,B08126_105MA,B08126_105EA,NAME,B08126_001EA,B08126_001MA,B08126_002MA,B08126_002EA,B08126_003MA,B08126_003EA,B08126_004MA,B08126_004EA,B08126_005EA,B08126_005MA,B08126_006MA,B08126_006EA,B08126_007MA,B08126_007EA,B08126_008MA,B08126_008EA,B08126_009MA,B08126_009EA,B08126_010EA,B08126_010MA,B08126_011EA,B08126_011MA,B08126_012EA,B08126_012MA,B08126_013MA,B08126_013EA,B08126_014MA,B08126_014EA,B08126_015MA,B08126_015EA,B08126_016EA,B08126_016MA,B08126_017EA,B08126_017MA,B08126_018MA,B08126_018EA,B08126_019MA,B08126_019EA,B08126_020EA,B08126_020MA,B08126_021EA,B08126_021MA,B08126_022EA,B08126_022MA,B08126_023EA,B08126_023MA,B08126_024MA,B08126_024EA,B08126_025EA,B08126_025MA,B08126_026MA,B08126_026EA,B08126_027EA,B08126_027MA,B08126_028EA,B08126_028MA,B08126_029MA,B08126_029EA,B08126_030EA,B08126_030MA,B08126_031EA,B08126_031MA,B08126_032EA,B08126_032MA,B08126_033EA,B08126_033MA,B08126_034EA,B08126_034MA,B08126_035MA,B08126_035EA,B08126_036EA,B08126_036MA,B08126_037EA,B08126_037MA,B08126_038EA,B08126_038MA,B08126_039EA,B08126_039MA,B08126_040MA,B08126_040EA,B08126_041EA,B08126_041MA,B08126_042EA,B08126_042MA,B08126_043EA,B08126_043MA,B08126_044EA,B08126_044MA,B08126_045EA,B08126_045MA,B08126_046MA,B08126_046EA,B08126_047EA,B08126_047MA,B08126_048EA,B08126_048MA,B08126_049EA,B08126_049MA,B08126_050EA,B08126_050MA,B08126_051MA,B08126_051EA,B08126_052MA,B08126_052EA,B08126_053MA,B08126_053EA,B08126_054EA,B08126_054MA,B08126_055EA,B08126_055MA,B08126_056EA,B08126_056MA,B08126_057MA,B08126_057EA,B08126_058MA,B08126_058EA,B08126_059MA,B08126_059EA,B08126_060EA,B08126_060MA,B08126_061MA,B08126_061EA,B08126_062MA,B08126_062EA,B08126_063MA,B08126_063EA,B08126_064MA,B08126_064EA,B08126_065EA,B08126_065MA,B08126_066EA,B08126_066MA,B08126_067EA,B08126_067MA,B08126_068MA,B08126_068EA,B08126_069MA,B08126_069EA,B08126_070MA,B08126_070EA,B08126_071EA,B08126_071MA,B08126_072EA,B08126_072MA,B08126_073MA,B08126_073EA,B08126_074MA,B08126_074EA,B08126_075EA,B08126_075MA,B08126_076EA,B08126_076MA,B08126_077EA,B08126_077MA,B08126_078EA,B08126_078MA,B08126_079MA,B08126_079EA,B08126_080EA,B08126_080MA,B08126_081MA,B08126_081EA,B08126_082EA,B08126_082MA,B08126_083EA,B08126_083MA,B08126_084MA,B08126_084EA,B08126_085EA,B08126_085MA,B08126_086EA,B08126_086MA,B08126_087EA,B08126_087MA,B08126_088EA,B08126_088MA,B08126_089EA,B08126_089MA,B08126_090EA,state
141,20982,1741,8043,951,1124,440,293,186,170,132,1035,610,379,195,304,182,1404,470,2368,603,3512,736,682,297,902,322,253,133,513,280,0400000US38,376246,4051,34752,2359,26855,2218,25805,2487,11886,1613,48649,3662,19155,1631,5602,849,20623,2090,24067,2557,90464,4413,28856,2530,14645,1670,19741,2210,5146,892,299123,4905,21765,1886,20377,1796,21941,2340,10935,1561,41642,3186,15924,1408,4837,887,17308,2043,19046,2359,71595,4194,21435,2125,11306,1345,17344,2079,3668,792,36676,2928,3073,661,4395,979,2575,623,461,211,3767,1113,2137,654,382,218,1324,528,1778,522,9056,1569,3546,836,1700,505,1794,607,688,332,1430,439,141,171,9,20,7,11,7,13,319,223,0,141,0,141,0,141,40,46,526,346,301,225,0,141,0,141,80,130,14373,1815,1493,432,577,403,792,307,242,142,1691,441,394,147,47,41,471,249,487,335,4666,985,2332,800,646,301,338,179,197,215,3662,915,237,145,373,367,197,155,71,79,195,132,321,236,32,51,116,111,348,236,1109,415,560,430,91,80,12,19,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
313,178626,7286,8745,1434,9188,1515,16595,1896,7982,1354,15537,2172,5216,1252,5387,1231,15838,1513,41199,3940,31452,2631,7137,1132,10941,1664,3295,767,114,134,0400000US39,5183203,19932,55964,3537,265666,7713,802426,12386,139668,5500,602683,12787,248463,8214,84783,4580,334840,8646,488597,9308,1236857,14541,465074,11344,241485,7067,209196,7070,7501,1237,4316260,22387,36726,2601,210903,5949,685384,10762,120906,5186,510089,11605,217636,7982,70721,4090,286576,8089,375693,8994,1054692,13453,357815,9948,201445,6479,181601,6153,6073,1167,422150,11650,5616,1372,37040,3109,72406,4754,7542,1537,43865,3152,13845,2031,5265,1227,21090,1945,46771,3704,86886,4627,49922,3934,16359,2292,15016,2228,527,326,80916,4180,86,99,999,424,6956,1063,1280,513,10595,1505,2608,790,926,357,5458,1115,10139,1621,19020,1658,15229,2100,3078,897,4387,978,155,152,123591,5627,3753,1080,4035,935,10576,1706,955,442,16469,1952,2484,811,1780,573,4351,1086,8033,1335,35080,2848,26354,2870,7145,1080,2352,722,224,203,61660,3800,1038,472,3501,944,10509,1638,1003,498,6128,1231,6674,1466,704,393,1527,567,6762,1412,9727,1379,8617,1288,2517,830,2545,788,408,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
236,55872,2764,5621,819,4259,1039,2863,736,1313,395,4031,863,1720,548,1628,582,4082,833,12007,1407,9724,1387,2638,523,3314,499,824,341,1848,642,0400000US40,1682277,9700,86461,3776,117391,4617,161886,4563,40413,2794,189703,5944,86430,4010,29212,2266,97308,4601,137281,5112,376025,7237,151448,5582,87155,3748,102954,4747,18610,1843,1384248,10120,68594,3388,87420,3387,134737,4535,35009,2625,160091,5247,75188,3655,23861,2027,84933,4351,105426,4204,315452,6359,118530,5277,70905,3565,92489,4219,11613,1686,174714,6183,8405,1465,21876,2179,18794,1748,3219,759,17802,2097,5978,881,2579,614,6119,1048,14549,1788,35930,2555,20037,2353,9740,1348,8097,1500,1589,520,7298,1131,435,274,225,150,398,209,98,105,805,422,135,110,324,256,367,205,441,247,1904,648,1556,656,289,215,161,175,160,185,34486,2675,2005,669,1097,480,1622,491,595,284,4007,1075,871,446,621,334,1476,522,2766,1178,8715,1303,5044,986,2104,578,535,295,3028,701,25659,2110,1401,455,2514,752,3472,840,179,153,2967,788,2538,611,199,165,331,229,2092,611,4300,998,3643,843,803,351,848,289,372,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
141,104688,4946,4963,1111,4484,1073,6479,1255,3614,1044,7687,1415,2046,666,4344,1023,9611,1388,25123,2406,20182,2173,6254,1276,7454,1240,2269,754,178,193,0400000US41,1700679,12171,54389,4395,90025,4619,197306,7382,48764,2888,202545,6478,71823,3859,33169,2720,97566,5360,181366,6300,391272,8696,168907,7650,87092,5575,74105,4818,2350,864,1211498,13724,30669,2913,67843,4228,151681,6664,37327,2800,150005,5290,56738,3720,21521,2523,69303,4344,114866,5155,286295,7877,107528,5780,61387,4637,54643,3700,1692,791,177288,7441,12003,2600,14527,2318,26776,3285,3523,1078,16715,2397,6388,1361,2352,732,7638,1432,16964,2033,35126,3220,17611,2718,9487,2003,8069,1149,109,145,70405,4798,603,447,672,411,3092,803,1273,1144,10077,1821,1422,512,2174,813,5657,1143,9841,1471,15601,2269,12769,2468,2437,815,4696,1036,91,110,77731,6505,4535,2199,1451,554,3981,1184,1496,751,11241,2415,1556,931,1155,593,3601,911,6438,1605,19822,2630,16164,2858,3529,1025,2617,773,145,168,59069,3824,1616,571,1048,546,5297,1100,1531,711,6820,1369,3673,852,1623,783,1756,618,8134,1597,14246,2017,8581,1518,2798,973,1811,626,135,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
208,226703,6524,14237,2092,12957,1873,17942,1676,8165,1645,15507,1844,4383,926,7729,1065,22168,2302,51259,3243,42032,3438,10306,1600,15651,1689,4330,800,37,46,0400000US42,5810858,19883,84224,4388,324262,8168,715961,11753,162210,6684,687526,12226,291743,7417,99297,4344,368340,8935,566650,11375,1508862,14781,483204,11054,271116,6704,241107,7148,6356,1122,4448025,23720,50983,2990,250446,7565,587012,9596,130397,5791,534199,11070,243779,6843,72965,3949,277860,8093,396458,9104,1183321,13694,327434,9142,198009,5582,189756,5842,5406,1022,519724,13636,9559,1642,45380,3102,72032,4767,15344,1802,64050,4465,20441,2399,5513,1128,24211,2398,49754,3693,111673,5194,54304,3985,25115,2802,22118,2195,230,189,314681,9457,327,211,5720,1383,15748,2007,3353,1346,34128,3739,11730,1807,8015,1582,32204,2800,42699,2699,88190,4903,42538,3881,12031,1905,17913,2275,85,119,223141,7711,7542,1873,5015,977,13998,2233,3274,908,30364,2883,5944,1497,3673,865,9595,1457,18293,2539,68374,4389,35918,2909,15795,1926,4975,939,381,194,78584,4650,1576,510,4744,1035,9229,1363,1677,590,9278,1417,5466,1094,1402,647,2302,608,8187,1441,15272,1640,12704,1812,4515,1005,2015,569,217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
44,18165,2160,109,131,781,515,1302,665,385,260,1475,452,245,206,1195,562,1932,699,4035,978,3854,1034,1251,566,786,466,513,415,302,153,0400000US44,503788,7580,2041,760,25033,2584,57688,3481,10616,1477,60052,3575,19906,2249,8768,1399,34283,2473,47552,3603,135151,5040,53803,4534,23560,2435,22773,2480,2562,664,397042,6751,1438,604,19584,2255,43747,2710,8554,1443,47778,3036,17502,2227,6734,1129,27580,2269,36123,2887,109442,4359,38544,3667,18841,2203,19402,2255,1773,549,45042,4230,383,353,3766,1123,7970,1870,1177,594,4972,1116,1230,793,252,209,2161,740,3758,1225,9285,1405,6446,1449,2105,780,1198,530,339,301,15401,2619,73,136,167,186,2062,1085,86,105,1880,732,305,245,378,331,1558,591,1597,656,3423,961,2248,723,606,469,1018,621,0,200,18339,1755,0,200,184,176,1403,570,86,114,2355,782,99,111,166,192,579,366,775,331,7863,1234,3769,1154,755,348,177,174,128,181,9799,1959,38,64,551,346,1204,643,328,376,1592,728,525,313,43,71,473,435,1264,770,1284,742,1545,930,467,428,465,426,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
550,68210,4616,1173,498,5036,1259,4811,925,3874,1060,5842,1216,2846,975,1368,466,8193,1479,15880,2099,9688,1419,1908,677,4614,1380,949,468,2028,1359,0400000US45,1999706,15224,19940,2828,123024,6380,273086,7916,52233,3544,237123,7912,87919,4268,32842,3020,119308,5932,190466,7327,417074,10133,213778,8078,100878,5424,98530,4651,33505,2415,1657435,17155,11925,1703,93402,5504,233834,7462,42772,3272,206095,7574,76456,4159,27806,2927,102745,5631,146993,6275,359532,8830,167778,7982,83359,5357,88767,4527,15971,2070,186295,8893,3707,1589,20259,2784,27781,3540,4673,1160,16764,2170,5597,1047,2894,877,5817,1109,21047,2987,34447,3063,25943,2906,9065,1633,6959,1435,1342,758,10356,1852,787,706,505,373,1503,1019,40,47,800,489,240,193,0,197,332,358,749,448,2034,704,2486,735,414,354,296,259,170,153,43028,2866,1110,565,1311,606,1186,474,484,229,4313,1026,65,72,306,238,1261,667,2337,741,7829,1177,7474,1575,2033,694,498,262,12821,1384,34382,3342,1238,794,2511,929,3971,1280,390,301,3309,1013,2715,843,468,312,960,570,3460,1235,3544,1003,8189,1848,1393,697,1061,583,1173,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
189,24290,1628,9836,1029,1436,573,635,340,359,273,890,356,827,436,273,198,1660,595,2308,580,3429,705,753,322,1662,510,181,156,41,71,0400000US46,421018,5664,30676,1727,27806,2542,39934,2976,13592,1773,47235,3259,17808,1888,7438,1347,28763,2382,25607,2296,101590,4059,38334,3139,19339,2137,20895,1874,2001,775,331520,5337,16094,1356,21890,2237,32345,2681,11741,1498,40434,3071,14765,1722,6254,1196,23870,1984,20394,2113,82402,3347,28575,2747,13925,1698,17329,1545,1502,631,38511,2804,2391,631,3378,834,5107,1147,1010,494,3346,830,837,278,431,243,2254,778,1687,610,9214,1306,4852,1387,1800,548,1971,511,233,219,2033,712,93,120,54,92,810,561,72,92,24,33,143,134,0,147,125,157,40,69,227,163,169,150,0,147,276,215,0,147,16612,1580,2070,532,472,220,207,119,305,228,1873,572,275,106,417,321,785,388,583,274,5136,835,2799,658,1122,407,568,247,0,147,8052,1393,192,127,576,398,830,415,105,126,668,302,961,424,63,107,69,84,595,500,1182,596,1186,573,830,645,570,402,225,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
335,101618,5144,3555,928,7662,1349,6564,1337,5372,1360,7963,1401,2297,715,3815,1193,9357,1828,23114,2204,17140,2041,5291,1133,8268,1461,1062,412,158,248,0400000US47,2777627,15261,30692,3023,178389,7726,352972,10124,73993,4254,336453,10817,175842,6839,54836,4221,158805,6706,253306,7924,638010,11500,254840,9532,131942,5269,120369,4877,17178,2041,2322135,17652,20999,2479,135565,7168,305258,9596,61071,4151,295052,10238,152188,6678,43634,3445,136967,6157,197348,7883,542585,10949,204932,8859,104474,4874,108015,4458,14047,1936,262229,8583,4427,1159,30541,2870,33233,3180,6194,1196,23234,2741,13129,1919,5836,1259,9243,1716,24326,2926,59315,4275,29782,2994,12978,1915,8233,1610,1758,644,20847,2205,46,86,1040,628,1713,757,221,214,2734,790,1417,487,336,299,437,271,2391,803,3812,914,4390,1039,817,381,1448,559,45,76,36184,3105,869,433,1300,518,2030,650,290,232,4539,1304,1200,511,979,605,2273,882,2591,758,9443,1541,5540,1315,3749,1168,682,358,699,358,34614,3881,796,485,2281,926,4174,895,845,399,2931,1030,5611,1459,236,178,528,416,3536,1180,5715,1308,4905,1328,1656,690,929,469,471,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
661,455654,11353,17356,1945,31041,3760,26703,3022,16065,2172,32651,3262,17037,2302,14385,1862,50522,4135,115593,5842,66467,4686,22833,3061,31450,3230,5867,953,7684,1700,0400000US48,11608001,31148,388874,10865,905536,16052,1071552,19571,327983,11191,1348204,21113,631554,14144,201075,9064,765608,16336,1256611,19387,2471238,27634,1019545,19198,615409,15234,510575,13104,94237,4058,9292439,32347,302758,9373,659815,13458,888540,16888,274980,10546,1115122,19658,534885,12869,163235,7837,632034,15741,936955,15562,2031490,24009,765843,16627,477027,13681,446974,12429,62781,4255,1280750,20942,47838,3961,177235,8271,120745,5474,26579,2553,131582,7246,48597,3741,13751,1893,54328,4644,139213,8180,260517,10010,141529,8835,71921,5554,39272,3365,7643,1793,189285,8723,3946,1017,8149,2101,11323,1584,4151,1278,23366,2954,10042,1567,4028,1288,8172,1511,26053,2970,39736,3489,32404,3742,10858,1920,6924,1408,133,163,187514,8710,6754,1565,8596,2112,6287,1545,2560,888,23266,2929,3270,1022,2233,862,15227,2335,15629,2181,40863,3124,29767,3830,14247,2219,4977,1301,13838,2016,202359,9294,10222,2093,20700,3372,17954,2637,3648,929,22217,3006,17723,2416,3443,975,5325,1036,23168,3430,32165,3596,27169,3187,9906,1633,6561,1247,2158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
