C08412_005E,C08412_005M,C08412_006E,C08412_006M,C08412_007E,C08412_007M,C08412_008E,C08412_008M,C08412_009E,C08412_009M,C08412_010E,C08412_010M,C08412_011E,C08412_011M,C08412_012E,C08412_012M,C08412_013E,C08412_013M,C08412_014E,C08412_014M,C08412_015E,C08412_015M,C08412_016E,C08412_016M,C08412_017E,C08412_017M,C08412_018E,C08412_018M,C08412_019E,C08412_019M,C08412_020E,C08412_020M,C08412_021E,C08412_021M,C08412_022E,C08412_022M,C08412_023E,C08412_023M,C08412_024E,C08412_024M,C08412_025E,C08412_025M,C08412_026E,C08412_026M,C08412_027E,C08412_027M,C08412_028E,C08412_028M,C08412_029E,C08412_029M,C08412_030E,C08412_030M,GEO_ID,C08412_001E,C08412_001M,C08412_002E,C08412_002M,C08412_003E,C08412_003M,C08412_004E,C08412_004M,C08412_005EA,C08412_005MA,C08412_006MA,C08412_006EA,C08412_007MA,C08412_007EA,C08412_008EA,C08412_008MA,C08412_009EA,C08412_009MA,C08412_010EA,C08412_010MA,C08412_011EA,C08412_011MA,C08412_012EA,C08412_012MA,C08412_013MA,C08412_013EA,C08412_014EA,C08412_014MA,C08412_015EA,C08412_015MA,C08412_016EA,C08412_016MA,C08412_017EA,C08412_017MA,C08412_018MA,C08412_018EA,C08412_019MA,C08412_019EA,C08412_020EA,C08412_020MA,C08412_021EA,C08412_021MA,C08412_022MA,C08412_022EA,C08412_023EA,C08412_023MA,C08412_024MA,C08412_024EA,C08412_025EA,C08412_025MA,C08412_026EA,C08412_026MA,C08412_027MA,C08412_027EA,C08412_028EA,C08412_028MA,C08412_029MA,C08412_029EA,C08412_030MA,C08412_030EA,NAME,C08412_001MA,C08412_001EA,C08412_002MA,C08412_002EA,C08412_003EA,C08412_003MA,C08412_004EA,C08412_004MA,state
441018,11045,180515,7233,400286,11232,175615,6358,198048,6608,152493,6347,1419525,12594,155836,6081,192138,7177,224485,6768,230063,8319,94421,5433,217835,8569,94711,4304,113027,5631,97009,4576,1289072,11208,165063,6659,200454,7796,222646,7416,210955,6822,86094,4633,182451,6380,80904,4391,85021,4569,55484,3892,0400000US47,2708597,16570,320899,9537,392592,10447,447131,9919,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,47
1638379,23851,636030,14991,1693283,20364,697664,15366,859769,15797,815972,16840,6164054,24415,717076,14985,815662,15764,929647,18697,896063,16031,356272,11677,999559,16371,410866,12664,499844,10809,539065,13366,4985051,23652,732312,15034,773573,15148,839738,17022,742316,15466,279758,8892,693724,12722,286798,9006,359925,10035,276907,9501,0400000US48,11149105,30573,1449388,21786,1589235,23151,1769385,25913,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,48
202831,5961,71854,3899,149737,5920,58543,3200,66819,4868,61799,3723,694955,6446,101291,4425,108892,4274,113549,4797,114758,4648,42045,2884,89838,4495,37451,2311,43287,3550,43844,3000,538539,7139,107374,3962,95849,4021,94956,5240,88073,4294,29809,2408,59899,3894,21092,1967,23532,2614,17955,2052,0400000US49,1233494,8932,208665,5947,204741,5842,208505,6674,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,49
39158,2613,18453,2185,34920,2614,17300,1627,19328,1886,18661,1890,152881,3374,28453,2244,22476,1698,21399,1739,19631,1638,8712,1536,19424,1940,9480,1051,11098,1382,12208,1498,140745,3162,28733,2193,23368,1796,21377,1664,19527,1746,9741,1355,15496,1485,7820,962,8230,1052,6453,861,0400000US50,293626,5372,57186,3479,45844,2498,42776,2636,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,50
562872,11267,235979,8307,533424,11547,258370,9186,315906,8327,346636,10417,1934368,15631,183926,6489,235909,7469,273800,8339,287402,7694,122156,5981,296490,8177,140774,5994,176884,5921,217027,7479,1751713,14150,202654,5971,247743,6542,288862,9035,275470,7996,113823,5476,236934,7323,117596,5270,139022,6479,129609,5404,0400000US51,3686081,21554,386580,9044,483652,9514,562662,13297,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,51
432719,9607,192621,7225,409691,10255,208626,7086,224286,7761,233599,7427,1601363,13946,185179,6818,209290,7591,244499,8377,229072,7633,106869,5883,229278,8196,119207,5773,132856,5742,145113,6087,1358274,10458,188375,6645,202425,5919,228327,7685,203647,7162,85752,4670,180413,5971,89419,4710,91430,4585,88486,4551,0400000US53,2959637,17211,373554,10575,411715,10399,472826,12059,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,53
100226,3960,43568,3721,71439,4386,40645,3029,45976,3036,50443,3354,362558,7076,55184,3317,50700,3027,56547,3500,51477,2865,21642,2518,37634,2814,24009,2358,28250,2303,37115,2980,334249,6717,63378,3511,58478,3509,60223,3675,48749,2765,21926,2225,33805,2872,16636,1869,17726,1990,13328,1515,0400000US54,696807,10744,118562,5309,109178,4857,116770,5401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,54
389849,8332,173996,5721,274419,6364,141433,5066,130928,4862,118371,4441,1365375,8047,244296,5897,226967,6006,225205,6085,201313,6312,89863,4195,150148,5482,77867,3777,75566,3189,74150,3532,1272416,7850,251332,6231,236767,6457,224228,5999,188536,5452,84133,3574,124271,3851,63566,2911,55362,3284,44221,2630,0400000US55,2637791,11862,495628,8788,463734,8908,449433,8740,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,55
25456,2478,6235,1127,17333,2180,6235,1044,11356,1779,17489,2437,154203,3620,43701,3045,28204,2545,26451,2882,14893,1624,3871,850,10691,1924,4815,967,8098,1369,13479,1931,123048,3421,45221,3715,31757,2582,17813,1786,10563,1653,2364,721,6642,1169,1420,452,3258,868,4010,1070,0400000US56,277251,5170,88922,5096,59961,3702,44264,3308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,56
147202,5856,47217,4131,171963,7488,70274,3827,91993,4983,147089,5996,550642,8847,50201,3372,60732,3708,77967,4419,76718,4291,27055,2979,91106,5040,37081,3041,50036,4007,79746,4145,483175,7991,39759,2757,56712,4395,72708,4266,70484,4236,20162,2359,80857,5031,33193,2853,41957,3185,67343,4348,0400000US72,1033817,12305,89960,4349,117444,6015,150675,6476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,72
298904,8738,117437,5634,261836,8848,101855,4466,135006,6291,121215,5885,999043,10205,117240,5338,139273,5983,162632,6552,158166,6904,62472,3942,141507,5959,55993,3662,80803,4351,80957,4637,880541,11723,121792,5373,149211,6591,153183,6065,140738,5586,54965,3908,120329,5868,45862,3305,54203,4110,40258,2960,0400000US01,1879584,17494,239032,7639,288484,9125,315815,8812,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,01
47941,3407,12024,2108,26482,2783,8093,1371,12252,1876,20399,2618,191271,5001,49149,3342,36330,3128,31991,2676,26765,2405,5326,989,15237,1989,4828,1079,6543,1482,15102,2124,154234,3494,39311,2705,30393,2441,31140,2737,21176,2142,6698,1690,11245,1668,3265,933,5709,1224,5297,1137,0400000US02,345505,5982,88460,4345,66723,4005,63131,3927,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,02
392568,10033,171184,7127,400775,11830,178965,7008,194443,8103,146190,6187,1376693,11349,156867,6908,184185,8939,208116,8140,205416,7636,92467,5071,226109,8801,105044,5637,108885,6030,89604,5112,1180721,11921,160137,6470,179887,6921,184097,7086,187152,7063,78717,4368,174666,6688,73921,4608,85558,4429,56586,4111,0400000US04,2557414,15838,317004,10083,364072,11196,392213,12124,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,04
166779,6749,63877,4176,139246,6811,53147,3528,70751,3611,56726,3467,629636,8113,117756,4728,101033,4436,104141,5163,89759,4782,30204,2611,76752,4028,30111,3030,41041,3131,38839,3020,561095,7713,115160,5382,98588,4880,103527,5164,77020,4498,33673,2919,62494,5013,23036,1947,29710,2643,17887,1859,0400000US05,1190731,11273,232916,8229,199621,6595,207668,7488,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,05
