B18135_007E,B18135_007M,B18135_008E,B18135_008M,B18135_009E,B18135_009M,B18135_010E,B18135_010M,B18135_011E,B18135_011M,B18135_012E,B18135_012M,B18135_013E,B18135_013M,B18135_014E,B18135_014M,B18135_015E,B18135_015M,B18135_016E,B18135_016M,B18135_017E,B18135_017M,B18135_018E,B18135_018M,B18135_019E,B18135_019M,B18135_020E,B18135_020M,B18135_021E,B18135_021M,B18135_022E,B18135_022M,B18135_023E,B18135_023M,B18135_024E,B18135_024M,B18135_025E,B18135_025M,B18135_026E,B18135_026M,B18135_027E,B18135_027M,B18135_028E,B18135_028M,B18135_029E,B18135_029M,B18135_030E,B18135_030M,B18135_031E,B18135_031M,B18135_032E,B18135_032M,B18135_033E,B18135_033M,B18135_034E,B18135_034M,GEO_ID,B18135_001E,B18135_001M,B18135_002E,B18135_002M,B18135_003E,B18135_003M,B18135_004E,B18135_004M,B18135_005E,B18135_005M,B18135_006E,B18135_006M,B18135_007EA,B18135_007MA,B18135_008EA,B18135_008MA,B18135_009MA,B18135_009EA,B18135_010MA,B18135_010EA,B18135_011MA,B18135_011EA,B18135_012EA,B18135_012MA,B18135_013EA,B18135_013MA,B18135_014MA,B18135_014EA,B18135_015MA,B18135_015EA,B18135_016MA,B18135_016EA,B18135_017MA,B18135_017EA,B18135_018MA,B18135_018EA,B18135_019EA,B18135_019MA,B18135_020EA,B18135_020MA,B18135_021EA,B18135_021MA,B18135_022MA,B18135_022EA,B18135_023MA,B18135_023EA,B18135_024MA,B18135_024EA,B18135_025EA,B18135_025MA,B18135_026EA,B18135_026MA,B18135_027MA,B18135_027EA,B18135_028MA,B18135_028EA,B18135_029MA,B18135_029EA,B18135_030EA,B18135_030MA,B18135_031EA,B18135_031MA,B18135_032EA,B18135_032MA,B18135_033MA,B18135_033EA,B18135_034MA,B18135_034EA,NAME,B18135_001MA,B18135_001EA,B18135_002EA,B18135_002MA,B18135_003EA,B18135_003MA,B18135_004MA,B18135_004EA,B18135_005MA,B18135_005EA,B18135_006MA,B18135_006EA,state
1622,645,821264,3812,768256,6318,494271,9438,310245,10292,53008,5944,2428162,2487,284068,7824,229206,7038,123940,5089,138055,5437,54862,3801,2144094,8141,1680404,15186,1518304,15330,216108,8282,463690,13280,572444,1872,214393,4847,213043,4915,137184,5361,212018,4845,1350,582,358051,4647,356574,4645,246645,4914,348462,4996,1477,594,0400000US41,3860452,927,859846,1439,38582,3814,36960,3602,15973,2143,23872,2785,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
3192,868,2592532,5913,2456770,8981,1690712,14212,875865,15134,135762,7657,7867912,3600,861195,14341,760668,13487,393185,10119,484649,10121,100527,4558,7006717,14835,6031813,20860,5515077,21942,674229,14445,974904,16331,1960414,2769,678256,7831,675639,7833,453630,7340,667401,7830,2617,727,1282158,7667,1274511,7766,944191,9372,1235075,7765,7647,1382,0400000US42,12559315,1121,2730989,1603,138457,5745,135265,5658,59401,3765,101005,5083,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
69,88,208657,1694,198936,2541,139863,4752,68840,4284,9721,1901,666700,1152,70691,4621,61006,4115,27988,2816,41699,3447,9685,1611,596009,4619,501952,6825,453790,7751,60038,4654,94057,5068,151520,740,50677,2319,50429,2319,31936,2189,49724,2324,248,232,100843,2325,99758,2361,69029,2573,96521,2426,1085,546,0400000US44,1034895,650,216675,507,8018,1635,7949,1626,3869,1088,4875,1255,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
2827,979,1034538,4069,948251,7939,554282,11184,423411,11683,86287,7450,2868533,3204,354289,10433,281002,9171,140414,6151,187755,7032,73287,4811,2514244,10758,1904307,15764,1722125,17592,251522,9436,609937,14355,676616,1909,251180,5831,249485,5756,147811,4981,248244,5744,1695,709,425436,5469,421288,5581,287837,6467,411722,5620,4148,1296,0400000US45,4623171,2221,1078022,2060,43484,3392,40657,3365,13808,1834,30710,3061,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
538,419,195708,1766,184411,2634,130786,3440,61878,3801,11297,1913,499064,1443,51001,3146,40982,2711,25008,2337,22613,2176,10019,1478,448063,3205,376271,4882,352290,5102,36246,2775,71792,3868,114328,761,39870,1803,39649,1794,25792,1537,39400,1794,221,233,74458,1917,74192,1921,51124,2042,73397,1901,266,194,0400000US46,816425,682,203033,1016,7325,1324,6787,1243,3471,817,4232,1017,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
2619,971,1421578,5170,1339667,8564,844930,14661,544642,15143,81911,6804,3971009,3622,537176,10216,435632,8654,207672,6109,292348,7859,101544,5008,3433833,10565,2741761,18842,2451141,19885,375731,10161,692072,16642,893371,2925,355178,7445,353760,7405,212408,6134,350913,7417,1418,841,538193,6876,535637,7035,355820,7807,521965,6980,2556,836,0400000US47,6354629,2073,1490249,2924,68671,4550,66052,4480,29787,2799,43334,3843,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
23333,3147,6673670,10926,5833713,25386,3296328,32710,2687011,31214,839957,23991,15858474,6769,1590079,20867,1213413,18093,632153,14691,732085,13072,376666,10904,14268395,20905,9801568,42415,9038268,42559,1017919,19202,4466827,37818,2754147,4459,1077152,10772,1061199,10591,552709,9578,1051162,10764,15953,2369,1676995,11296,1637373,10947,1032514,12187,1572315,11973,39622,4008,0400000US48,25584499,3960,6971878,4231,298208,10131,274875,9912,105930,5322,188338,8234,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
2708,1007,855576,3315,768593,7462,624630,10318,169519,8757,86983,7036,1677068,1823,137854,5885,115585,5531,71815,3932,59868,4236,22269,2117,1539214,6250,1243804,10432,1183822,11589,89025,4937,295410,8915,267921,1231,92755,3677,91880,3659,59830,2873,90777,3643,875,508,175166,3701,174240,3709,120554,3709,167779,3535,926,372,0400000US49,2829001,909,884012,1115,28436,3117,25728,3144,15680,2695,12029,2124,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
27,47,116743,1318,113279,1631,68533,3123,51595,2959,3464,978,401075,969,46401,2794,42857,2627,19721,1853,28988,2409,3544,838,354674,2954,321821,3511,271920,4475,59029,3500,32853,2500,95290,650,29927,1783,29927,1783,18000,1377,29813,1786,0,143,65363,1832,65198,1836,45190,1747,63543,1832,165,140,0400000US50,619928,318,123563,830,6820,1123,6793,1126,2297,625,5404,1066,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
2825,970,1785519,4545,1684406,8051,1275969,12663,451881,12987,101113,6853,5085461,6124,444154,10700,364927,9239,213980,6817,205878,7157,79227,5044,4641307,12175,3835139,20844,3653762,21151,278222,8855,806168,18835,1036160,3070,348608,7835,346546,7689,228058,6419,341580,7599,2062,718,687552,7882,679212,7824,505904,8619,652097,7623,8340,1816,0400000US51,7973466,4199,1851845,2479,66326,3819,63501,3818,34534,2578,35077,3161,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
2100,757,1525788,4325,1436809,9050,959639,14847,544168,13751,88979,7527,4321655,3824,441951,10659,363102,10152,199231,7256,216398,7908,78849,5459,3879704,11103,3112762,18817,2896828,19601,309093,8812,766942,15648,887828,2080,312548,6692,311061,6692,202292,5917,308421,6655,1487,496,575280,6919,568866,6892,404844,7283,548006,7031,6414,1330,0400000US53,6793078,2904,1583595,1522,57807,4223,55707,4166,25565,2657,35094,3476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
738,399,361510,2611,347225,3651,213653,6530,146935,6771,14285,2310,1140973,1666,193943,6530,160870,6114,70799,4416,115352,5362,33073,2616,947030,6486,732368,10552,661783,10984,96236,4940,214662,8320,302559,1429,131295,4195,131016,4153,81299,3657,130620,4157,279,293,171264,4247,170492,4122,119036,4548,167621,4097,772,486,0400000US54,1826512,259,382980,1261,21470,2347,20732,2309,5988,1173,16379,2115,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
1883,998,1262187,3491,1202513,5308,851300,9708,405378,8884,59674,4957,3542388,2363,331686,7780,291219,7419,147837,4556,185281,6037,40467,2937,3210702,8200,2809460,12827,2525906,13740,358435,9648,401242,10025,794421,1726,254992,4720,254237,4717,165512,4796,252034,4655,755,374,539429,5037,537452,4989,377348,5800,525237,4802,1977,673,0400000US55,5652085,607,1315276,1869,53089,3347,51206,3256,24511,2284,34773,2992,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
395,244,131028,1385,118708,2161,82435,3769,40237,3766,12320,1985,358028,1462,34620,3134,27519,2782,15982,1855,15567,2098,7101,1391,323408,3627,256678,5868,240282,6372,25649,2669,66730,4392,72922,1087,26702,1709,26684,1712,17694,1405,26469,1731,18,29,46220,1868,45700,1959,32790,1901,44940,1905,520,500,0400000US56,567082,836,136132,999,5104,1044,4709,980,2196,715,2849,897,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
1932,864,778679,4328,745172,6580,312005,10237,450125,9311,33507,4372,2218215,716,400613,8567,373412,9118,117330,5264,278463,8849,27201,3027,1817602,8752,1621945,11777,868463,15995,787009,15198,195657,8439,574817,537,294179,4931,292080,4913,67673,3888,287279,5074,2099,710,280638,4970,277923,5099,90135,3478,268217,5325,2715,835,0400000US72,3641762,450,848730,140,70051,4327,68119,4268,22965,2410,48031,3445,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
1293,631,1072959,3785,1028642,6179,603300,11587,465720,12522,44317,4709,2937335,3488,436803,10025,359412,9585,188315,6909,233908,8052,77391,5048,2500532,10830,1992832,17851,1829751,18975,240991,8542,507700,14495,681363,2142,291199,6578,290798,6551,181277,5109,288272,6700,401,256,390164,6397,388767,6430,267448,6142,378271,6033,1397,587,0400000US01,4741698,1677,1123000,2032,50041,3095,48748,3091,18013,2288,34548,2623,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
442,258,182434,1000,156919,3617,105672,4137,59458,4056,25515,3404,460946,1786,48882,3637,37105,3423,19729,2403,22927,2653,11777,1311,412064,4075,305023,6239,281242,6264,37500,3141,107041,5433,60928,1056,24444,1591,24251,1577,11624,1288,23959,1592,193,217,36484,1523,36164,1488,25368,1774,34871,1452,320,207,0400000US02,708946,1546,187072,303,4638,964,4196,976,1948,722,2980,780,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
4980,1270,1559864,4969,1350882,11243,816867,15929,575818,11792,208982,10337,3866694,2443,374420,11585,314696,10795,152945,6514,202303,7844,59724,4062,3492274,11852,2646678,22454,2264279,21685,461214,12570,845596,19217,959580,1636,324061,7127,321028,7077,179950,6186,317463,7185,3033,845,635519,7011,626875,7120,385063,8471,607857,7241,8644,1567,0400000US04,6443654,1631,1617380,1187,57516,5018,52536,4673,22428,2782,34686,3707,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
1651,522,669599,4559,629100,6146,320242,8698,326390,8085,40499,4595,1761365,2610,258318,7275,206406,6726,97421,5039,136739,5240,51912,3424,1503047,7539,1122510,9690,1016493,10144,144692,6996,380537,9632,425525,2379,176316,4748,175260,4687,96642,3910,174117,4609,1056,610,249209,4409,248554,4421,157660,4645,243636,4515,655,442,0400000US05,2896297,1039,709407,1850,39808,3927,38157,3845,10903,1957,29523,3060,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
