B25073_012E,B25073_012M,B25073_013E,B25073_013M,B25073_014E,B25073_014M,B25073_015E,B25073_015M,B25073_016E,B25073_016M,B25073_017E,B25073_017M,B25073_018E,B25073_018M,B25073_019E,B25073_019M,B25073_020E,B25073_020M,B25073_021E,B25073_021M,B25073_022E,B25073_022M,B25073_023E,B25073_023M,B25073_024E,B25073_024M,B25073_025E,B25073_025M,B25073_026E,B25073_026M,B25073_027E,B25073_027M,B25073_028E,B25073_028M,B25073_029E,B25073_029M,B25073_030E,B25073_030M,B25073_031E,B25073_031M,B25073_032E,B25073_032M,B25073_033E,B25073_033M,B25073_034E,B25073_034M,B25073_035E,B25073_035M,B25073_036E,B25073_036M,B25073_037E,B25073_037M,B25073_038E,B25073_038M,B25073_039E,B25073_039M,B25073_040E,B25073_040M,B25073_041E,B25073_041M,B25073_042E,B25073_042M,B25073_043E,B25073_043M,B25073_044E,B25073_044M,B25073_045E,B25073_045M,B25073_046E,B25073_046M,B25073_047E,B25073_047M,B25073_048E,B25073_048M,B25073_049E,B25073_049M,B25073_050E,B25073_050M,GEO_ID,B25073_001E,B25073_001M,B25073_002E,B25073_002M,B25073_003E,B25073_003M,B25073_004E,B25073_004M,B25073_005E,B25073_005M,B25073_006E,B25073_006M,B25073_007E,B25073_007M,B25073_008E,B25073_008M,B25073_009E,B25073_009M,B25073_010E,B25073_010M,B25073_011E,B25073_011M,B25073_012EA,B25073_012MA,B25073_013MA,B25073_013EA,B25073_014MA,B25073_014EA,B25073_015MA,B25073_015EA,B25073_016MA,B25073_016EA,B25073_017EA,B25073_017MA,B25073_018EA,B25073_018MA,B25073_019MA,B25073_019EA,B25073_020MA,B25073_020EA,B25073_021EA,B25073_021MA,B25073_022EA,B25073_022MA,B25073_023EA,B25073_023MA,B25073_024MA,B25073_024EA,B25073_025MA,B25073_025EA,B25073_026EA,B25073_026MA,B25073_027EA,B25073_027MA,B25073_028EA,B25073_028MA,B25073_029EA,B25073_029MA,B25073_030MA,B25073_030EA,B25073_031MA,B25073_031EA,B25073_032EA,B25073_032MA,B25073_033EA,B25073_033MA,B25073_034EA,B25073_034MA,B25073_035MA,B25073_035EA,B25073_036MA,B25073_036EA,B25073_037MA,B25073_037EA,B25073_038EA,B25073_038MA,B25073_039EA,B25073_039MA,B25073_040EA,B25073_040MA,B25073_041EA,B25073_041MA,B25073_042MA,B25073_042EA,B25073_043EA,B25073_043MA,B25073_044EA,B25073_044MA,B25073_045EA,B25073_045MA,B25073_046EA,B25073_046MA,B25073_047MA,B25073_047EA,B25073_048EA,B25073_048MA,B25073_049MA,B25073_049EA,B25073_050EA,B25073_050MA,NAME,B25073_001MA,B25073_001EA,B25073_002EA,B25073_002MA,B25073_003MA,B25073_003EA,B25073_004EA,B25073_004MA,B25073_005MA,B25073_005EA,B25073_006EA,B25073_006MA,B25073_007EA,B25073_007MA,B25073_008MA,B25073_008EA,B25073_009MA,B25073_009EA,B25073_010MA,B25073_010EA,B25073_011MA,B25073_011EA,state
15414,2265,11041,1767,68368,4267,7830,1293,273778,6835,63409,4678,31436,2934,28264,2704,23359,2585,116062,4997,11248,2120,74514,3753,17383,2029,8534,1560,8460,1324,6447,1308,30604,2666,3086,928,109065,3788,17823,1690,8837,1426,17657,2102,12585,1479,47849,2823,4314,1034,38160,2717,8924,1703,2522,815,2734,711,2681,801,16867,1759,4432,734,230,173,0,167,0,167,9,15,0,167,155,159,66,71,0400000US26,1066153,10655,420075,8393,78432,4845,40475,3365,37322,2907,26822,2482,180569,5490,56455,3453,150331,6019,31919,2412,15759,1788,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
7247,1300,5991,1121,28796,2753,1651,627,106820,4842,24251,2490,13945,1699,13574,1629,9493,1516,43804,3304,1753,536,95122,4700,21802,2082,11733,1841,10974,1328,8264,1577,40167,3484,2182,739,121083,4326,22632,2455,14355,1820,18980,2485,13254,1742,48894,3012,2968,865,10738,1422,2564,787,617,286,907,476,375,219,4008,1089,2267,643,588,424,18,32,124,205,0,143,0,143,338,365,108,111,0400000US27,571028,8946,165051,5677,37652,3043,19070,1843,17220,2158,13432,1897,53102,3599,24575,1985,71626,4124,18139,2056,9802,1557,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
4747,992,5310,1188,22750,2420,4411,1375,61322,4164,13967,1955,8670,1911,5718,1343,5117,1171,24620,3077,3230,895,10799,1686,2161,699,512,290,1456,645,649,373,5124,1338,897,557,10453,1686,2225,868,490,352,1732,638,887,554,4752,1278,367,215,35324,2912,7394,1805,1656,652,2123,749,1714,738,10632,1751,11805,1839,121,143,0,206,58,98,0,206,0,206,0,206,63,108,0400000US28,326328,6852,155944,5815,25862,3050,15169,1966,11281,1762,10878,1922,58575,4173,34179,2616,52365,3602,8713,1803,6434,1484,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
20616,2318,14632,2194,63356,4463,5411,1145,143588,5052,38284,3461,18462,2628,16559,2200,11249,1711,51380,3484,7654,1280,42775,3256,10283,1693,3950,1189,5751,1229,3375,1022,17499,2214,1917,665,49203,3394,10071,1740,4934,961,5946,1104,4723,986,21620,2329,1909,595,40133,3504,9462,2009,3900,1135,4054,882,2035,633,13907,1755,6775,1511,577,474,0,184,68,115,167,242,0,184,264,371,78,107,0400000US29,748043,11337,310810,8597,71334,5162,33738,2777,28058,3063,23966,2493,111283,5704,42431,3067,160957,6517,34396,3329,22546,2534,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
2030,703,3027,1012,10936,1822,956,543,18891,2316,4576,1188,1726,761,2391,809,2251,959,7244,1502,703,405,6376,1495,1546,683,810,616,1102,643,547,331,2247,797,124,149,6900,1338,1399,617,740,475,1104,480,214,168,3443,1014,0,165,11996,1791,3419,892,1100,583,1516,704,725,336,2982,829,2254,673,434,352,414,350,0,165,20,34,0,165,0,165,0,165,0400000US30,129680,4780,56543,3385,14810,1720,6237,1153,5288,1274,4249,1054,16033,2353,9926,1349,28540,2786,7889,1448,3702,1184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
3274,1029,2587,593,9068,1208,527,254,62480,3422,14761,1728,9746,1636,7213,1590,6568,1227,22772,2403,1420,639,27324,2709,9159,1469,3658,1021,2473,721,1833,657,9616,1536,585,360,17185,1675,4414,936,1499,481,2063,534,1402,557,7167,1024,640,380,6258,1055,1297,554,707,329,575,416,134,129,2491,720,1054,369,24,41,0,155,0,155,0,155,0,155,0,155,24,41,0400000US31,239492,5819,98244,4430,30835,2513,11942,1799,8725,1505,6700,1359,26130,2283,13912,1194,27977,2045,9158,1112,3363,767,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
7069,1676,5463,1438,26711,2582,2202,946,126052,6072,30328,4279,12874,2177,16416,2867,12193,2066,50233,4335,4008,1443,22192,2664,3517,1140,2070,861,2397,904,2240,712,10254,1907,1714,862,39604,2743,7591,1747,4685,1276,4734,1192,3464,935,17835,1847,1295,649,16783,2216,3978,1387,2074,886,2015,801,1197,799,5868,1304,1651,692,266,216,151,161,0,234,0,234,0,234,115,138,0,234,0400000US32,429361,9097,162263,8127,34158,4253,21331,3080,17279,2786,15452,3326,60845,5122,13198,2321,62201,4192,12640,2207,8116,1721,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
5254,1244,4359,1182,17187,1909,1956,807,34649,2826,5850,1220,5062,1342,4102,1104,3218,871,15141,1954,1276,726,20648,2412,4407,1235,3305,1168,3043,903,2071,804,7353,1386,469,280,8801,1433,1707,583,1093,679,1895,678,949,414,2781,903,376,350,4302,922,1261,616,389,237,327,251,534,406,1238,474,553,271,65,89,50,87,0,184,0,184,0,184,0,184,15,26,0400000US33,147384,4801,35069,2942,7916,1676,5155,1356,2680,820,2439,822,12063,1869,4816,1023,43850,3152,9826,1586,5268,1104,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
31610,2825,27835,2645,161870,6576,18259,2297,239370,7504,54262,3561,34467,3602,24927,2881,21354,2342,97351,5283,7009,1385,108378,5537,24984,2837,11135,1730,13529,2220,8704,1709,46073,4147,3953,1349,163859,5775,33816,3153,17248,2172,24422,2447,20326,2325,61072,3763,6975,1435,4996,1335,975,677,345,311,471,358,142,159,2838,1032,225,246,679,426,133,220,0,198,68,114,0,198,416,312,62,104,0400000US34,1107149,14128,234121,7755,41136,3455,20766,2499,22803,2747,14544,2193,106272,4924,28600,3208,355746,9242,73156,4542,43016,3611,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
3356,889,3681,894,16456,2060,1826,798,42434,3333,9175,1760,3868,1257,4916,1561,2903,908,19523,2542,2049,754,10380,1649,1678,661,1017,536,1475,548,1167,663,4186,1094,857,488,19112,1918,3280,851,1757,763,2760,1115,2507,912,8054,1595,754,346,31136,2686,7285,1508,3394,1086,2027,722,1935,678,11938,2025,4557,1031,450,334,0,198,0,198,147,224,0,198,25,44,278,277,0400000US35,244281,6805,100945,5052,22191,2617,11358,1776,7821,1673,7064,1510,36768,3342,15743,2032,39824,3436,10074,1867,4431,1254,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
82604,4256,67669,3560,419432,10292,45831,3233,590312,11422,134159,5745,64205,4302,65051,3757,47877,4312,255535,8272,23485,3003,493184,10145,103051,5598,52947,3438,48809,3466,48902,3984,220715,6714,18760,2438,889657,10992,211830,7622,94975,6032,105756,5393,85767,5455,353524,9623,37805,4484,39227,2925,7779,1476,4223,1079,2848,868,2115,647,16361,2012,5901,1201,2892,1469,512,405,494,676,701,764,260,436,911,829,14,23,0400000US36,3336251,18987,410546,10595,79915,4801,42863,3528,36678,3360,25005,2999,167712,5794,58373,3338,910433,15070,195389,5649,99508,6005,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
16566,2320,14747,2506,73041,5677,8578,1512,273624,8443,63648,4755,33970,3447,31751,3284,25199,3121,107780,6268,11276,1990,75650,4969,19335,3123,8029,1721,7941,1976,5143,1628,32570,3070,2632,1053,51400,3837,11545,1551,6668,1479,7788,1587,3810,836,19277,1898,2312,763,172022,7802,35107,3826,17481,2551,11752,2144,15085,2690,65266,4549,27331,3392,635,448,109,177,0,220,73,121,258,421,39,65,156,218,0400000US37,1233462,17570,493828,12225,102231,5837,54111,4513,39168,3637,35051,3883,192948,7599,70319,4213,166303,8103,34535,3531,18836,2747,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
876,387,1388,697,4131,1095,621,371,22598,2043,7735,1498,2997,800,2823,813,1639,550,7138,1239,266,204,21345,2307,6200,1084,2303,924,1891,642,1530,651,8775,1572,646,482,8047,1207,1748,586,687,474,1071,496,372,263,3826,1095,343,283,3607,861,769,326,312,251,379,342,161,175,1269,632,717,315,12,23,0,143,0,143,0,143,0,143,0,143,12,23,0400000US38,97186,3186,26734,2246,7590,1005,2709,797,1825,476,1647,976,5031,958,7932,877,14843,1869,6567,1277,1260,519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
34854,2963,24268,2462,130403,5882,13264,1868,345293,8996,89972,5479,40528,3322,35391,3234,28134,2960,136852,6240,14416,1638,88798,3782,19525,2083,11047,1751,11494,1764,7816,1371,35114,2438,3802,1006,137576,5812,29917,2231,13263,1751,22198,2271,14733,2026,49349,3583,8116,1495,41482,3260,9571,1611,2863,908,2970,838,1650,633,16907,2384,7521,1409,1170,642,554,376,142,206,0,187,228,333,181,182,65,99,0400000US39,1498842,14730,580294,10900,122257,4754,63959,3504,52458,3793,41852,3261,224127,8400,75641,4328,304229,7893,68149,3943,33291,2710,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
7221,1405,4516,898,21862,2573,2574,647,94180,4169,22280,2885,10746,1789,11685,1812,9253,1364,34935,3027,5281,1285,22659,2563,5438,1226,2684,944,1436,530,2516,696,9484,1732,1101,479,25770,2210,5437,1092,1968,588,3664,699,2605,722,10879,1556,1217,444,35511,2515,9097,1330,3693,950,2562,609,1951,611,11043,1540,7165,1079,539,317,214,279,66,79,39,65,0,163,122,105,98,78,0400000US40,475733,8920,239812,7353,61299,3548,25458,2688,23006,2215,16179,1733,79064,4016,34806,2779,57262,3574,14764,1954,6325,1346,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
10813,2108,10373,1880,42433,3540,2990,970,117747,5340,23363,2444,13745,2424,13242,1908,11963,1997,51949,4608,3485,974,45526,3464,7571,1612,4273,1126,5957,1372,4149,1181,21092,2521,2484,904,70798,4455,10615,2260,6889,1528,8920,1745,5109,1092,36013,3045,3252,882,30458,3019,6617,1425,2901,981,2974,954,2076,819,10447,1783,5443,1179,2146,776,626,497,0,203,114,144,0,203,622,374,784,529,0400000US41,594967,11145,232706,8452,47002,4489,27946,3099,25065,2793,18782,2746,93473,5108,20438,2470,95586,4685,19082,2409,9895,1785,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
37779,3410,27206,2931,147010,7039,11829,1713,273735,6920,69718,4176,34124,3710,28788,2881,23826,2494,106491,4716,10788,1960,89832,4464,17498,2127,13034,1881,11601,1619,7774,1377,37452,2919,2473,715,168430,5499,28088,2554,19673,1944,28958,2861,16241,1824,67447,3621,8023,1724,42543,2402,9684,1473,4250,929,3799,904,2584,590,14207,1634,8019,1384,500,308,114,131,108,130,39,64,134,215,44,72,61,62,0400000US42,1506310,15295,579463,9894,123329,4983,61311,3700,51670,3249,39491,3015,220177,7416,83485,3477,351807,11757,86483,5010,41500,3148,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
7484,1468,4879,1312,30168,2761,3034,840,29685,2683,5793,1114,3298,1255,3685,959,3486,889,12027,2064,1396,632,10887,2044,2569,884,1082,607,2297,942,1017,495,3452,1030,470,417,20739,1993,4596,1050,2336,616,4655,1009,3412,860,5345,1052,395,290,398,240,69,108,53,90,37,62,0,207,165,166,74,129,26,44,0,207,0,207,0,207,26,44,0,207,0,207,0400000US44,162505,5344,29239,2555,5901,1168,2742,847,3202,1023,1522,573,12289,1757,3583,866,71531,4018,17201,2214,8765,1661,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
8041,1751,7089,1454,33046,3105,6502,1694,109283,6365,25075,3390,11478,1999,12763,2263,8137,1649,44986,3780,6844,1421,37991,3548,8106,1808,5414,1754,4572,1371,2770,1165,15178,2133,1951,925,20104,2095,3458,927,2052,627,2539,741,1106,473,9883,1667,1066,467,92420,6126,15733,2394,9969,1944,6888,1443,4743,1333,40212,4013,14875,2293,478,551,0,217,62,106,0,217,0,217,0,217,416,540,0400000US45,545360,11328,209387,7295,38412,3749,23271,3003,18871,2588,15195,2148,75766,5184,37872,3168,75697,4716,13506,2004,7513,1392,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1783,590,538,284,4599,1048,308,232,24554,3129,6677,1323,3698,931,3373,1098,1015,412,8720,1825,1071,568,12222,1436,3381,1003,1714,520,1492,582,835,405,4643,1028,157,170,7193,1472,2360,904,540,416,1357,666,550,338,2136,727,250,267,5087,1200,1346,450,640,308,388,306,314,335,1742,722,657,265,222,308,0,155,0,155,0,155,0,155,222,308,0,155,0400000US46,101833,4336,38034,2541,12626,1449,3416,937,2981,819,2693,710,8254,1353,8064,1049,14521,1775,5450,1180,1843,757,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
17189,2456,12765,2230,51312,4302,6890,1496,182243,8055,38059,3762,25184,3352,23248,3117,17823,2800,71049,5318,6880,1324,44823,4302,8735,1683,6532,1911,5878,1576,3453,1041,19129,2774,1096,644,45193,3359,8283,1456,4224,1006,7842,1256,3741,962,18816,2409,2287,756,78467,5332,13654,2305,7270,1630,5417,1089,5508,1291,32836,3398,13782,2316,565,520,0,208,287,465,0,208,0,208,259,241,19,32,0400000US47,807352,12867,325031,11280,63156,4671,32582,2978,27987,3417,27272,3661,115448,6094,58586,4820,131030,6256,26238,3076,16636,2430,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
46817,4395,38159,3789,174267,8010,18411,2486,881152,17061,214116,9923,119291,5706,95503,6649,74694,5932,344973,11471,32575,3917,298153,12361,70247,5399,35561,3701,36426,4925,26522,3448,117262,7725,12135,2415,379016,10530,94173,5430,48230,3986,41332,3424,32423,2682,149538,6894,13320,2193,170848,7909,36989,3622,18873,2466,12953,2433,9191,1677,63347,4889,29495,2970,5599,1356,1017,684,276,277,362,407,278,274,2046,860,1620,789,0400000US48,3282070,27556,1129874,18164,258638,8492,135086,6643,109741,6465,86468,5025,392397,12056,147544,6250,417428,10506,94061,5569,45713,3339,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
5677,1452,5229,1363,23282,2605,2195,848,57112,4048,12184,1865,8244,1579,7070,1315,5710,1504,22079,2891,1825,728,24407,2751,5519,1602,2491,921,2864,1020,2112,860,10173,1468,1248,645,19687,1945,4013,832,1810,551,2235,797,1541,736,9538,1484,550,346,7319,1519,2386,833,705,454,874,437,449,343,2144,732,761,397,0,192,0,192,0,192,0,192,0,192,0,192,0,192,0400000US49,270754,7097,102865,4712,22639,2466,11219,1656,10461,1836,7880,1495,39305,3516,11361,1777,59364,4332,14737,2174,8244,1710,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
3106,927,2458,750,12057,1820,1455,506,14513,1764,2701,838,1515,567,1521,585,1962,698,6530,1154,284,309,4422,954,709,478,544,329,562,277,487,285,1941,700,179,176,3297,729,304,236,587,452,492,266,441,305,1473,452,0,145,4253,840,1192,527,332,229,341,242,233,175,1860,510,295,176,12,19,0,145,0,145,0,145,0,145,0,145,12,19,0400000US50,73906,2835,20096,2292,4175,980,3260,985,2219,662,1000,340,5932,1013,3510,573,27313,2165,4988,1002,3249,796,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
11454,1866,11170,1946,46757,3352,3998,965,261098,8317,54908,4397,35567,4035,31877,3747,26726,3165,103464,5251,8556,1500,55950,5079,14312,2365,6495,1516,6631,1577,4490,1305,22114,2881,1908,1021,114114,5418,28025,3326,15016,2171,15796,2531,11130,2356,40738,3517,3409,963,42615,3563,9014,1736,3617,973,2737,994,3580,1251,14726,2350,8941,1639,310,260,0,210,0,210,0,210,35,59,236,251,39,75,0400000US51,977055,13943,394482,10696,84129,5034,50051,4176,45281,4001,32778,3122,136630,6140,45613,3231,108486,5077,24114,3178,10993,1879,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
