B27014_020E,B27014_020M,B27014_021E,B27014_021M,B27014_022E,B27014_022M,B27014_023E,B27014_023M,B27014_024E,B27014_024M,B27014_025E,B27014_025M,B27014_026E,B27014_026M,B27014_027E,B27014_027M,B27014_028E,B27014_028M,B27014_029E,B27014_029M,B27014_030E,B27014_030M,B27014_031E,B27014_031M,B27014_032E,B27014_032M,B27014_033E,B27014_033M,B27014_034E,B27014_034M,B27014_035E,B27014_035M,B27014_036E,B27014_036M,B27014_037E,B27014_037M,B27014_038E,B27014_038M,B27014_039E,B27014_039M,B27014_040E,B27014_040M,B27014_041E,B27014_041M,B27014_042E,B27014_042M,B27014_043E,B27014_043M,B27014_044E,B27014_044M,B27014_045E,B27014_045M,B27014_046E,B27014_046M,GEO_ID,B27014_001E,B27014_001M,B27014_002E,B27014_002M,B27014_003E,B27014_003M,B27014_004E,B27014_004M,B27014_005E,B27014_005M,B27014_006E,B27014_006M,B27014_007E,B27014_007M,B27014_008E,B27014_008M,B27014_009E,B27014_009M,B27014_010E,B27014_010M,B27014_011E,B27014_011M,B27014_012E,B27014_012M,B27014_013E,B27014_013M,B27014_014E,B27014_014M,B27014_015E,B27014_015M,B27014_016E,B27014_016M,B27014_017E,B27014_017M,B27014_018E,B27014_018M,B27014_019E,B27014_019M,B27014_020EA,B27014_020MA,B27014_021EA,B27014_021MA,B27014_022EA,B27014_022MA,B27014_023EA,B27014_023MA,B27014_024EA,B27014_024MA,B27014_025EA,B27014_025MA,B27014_026EA,B27014_026MA,B27014_027EA,B27014_027MA,B27014_028EA,B27014_028MA,B27014_029EA,B27014_029MA,B27014_030MA,B27014_030EA,B27014_031EA,B27014_031MA,B27014_032EA,B27014_032MA,B27014_033EA,B27014_033MA,B27014_034EA,B27014_034MA,B27014_035MA,B27014_035EA,B27014_036EA,B27014_036MA,B27014_037EA,B27014_037MA,B27014_038EA,B27014_038MA,B27014_039MA,B27014_039EA,B27014_040MA,B27014_040EA,B27014_041MA,B27014_041EA,B27014_042EA,B27014_042MA,B27014_043EA,B27014_043MA,B27014_044MA,B27014_044EA,B27014_045MA,B27014_045EA,B27014_046MA,B27014_046EA,NAME,B27014_001MA,B27014_001EA,B27014_002MA,B27014_002EA,B27014_003MA,B27014_003EA,B27014_004EA,B27014_004MA,B27014_005EA,B27014_005MA,B27014_006EA,B27014_006MA,B27014_007MA,B27014_007EA,B27014_008MA,B27014_008EA,B27014_009EA,B27014_009MA,B27014_010EA,B27014_010MA,B27014_011EA,B27014_011MA,B27014_012MA,B27014_012EA,B27014_013MA,B27014_013EA,B27014_014EA,B27014_014MA,B27014_015EA,B27014_015MA,B27014_016EA,B27014_016MA,B27014_017EA,B27014_017MA,B27014_018MA,B27014_018EA,B27014_019MA,B27014_019EA,state
80473,3648,389793,7556,54264,2559,53107,2577,1157,432,662770,8984,612950,8833,104237,4743,508713,7777,49820,2236,48528,2259,1292,375,1028281,10346,422739,6311,206105,5635,93689,4310,112416,4517,216634,2999,214469,3017,2165,588,605542,8083,299208,7606,110514,4898,188694,5632,306334,2623,303902,2633,2432,538,0400000US27,4010693,2685,1795112,13342,1022079,10021,995410,9767,46185,2722,949225,9577,26669,1612,23432,1637,3237,695,773033,7865,756394,7955,32516,2504,723878,8079,16639,1423,13722,1218,2917,695,1187300,11613,524530,8384,470266,7912,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
21130,3718,175193,7171,17260,1796,16695,1754,565,470,254112,7864,239464,7947,29316,3130,210148,6893,14648,1593,14250,1591,398,263,850999,10132,339329,7582,214015,7353,100144,4905,113871,5856,125314,2605,124378,2679,936,474,511670,7924,322857,7981,126474,5694,196383,7332,188813,1952,187136,2075,1677,654,0400000US28,2162239,2496,843545,11747,459281,8230,442346,8168,23971,2852,418375,8599,16935,1890,15117,1744,1818,735,384264,7697,373207,7685,12740,1869,360467,8052,11057,1366,9778,1277,1279,556,467695,10697,213583,6947,196323,7052,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
45464,3241,420864,8838,49739,2821,48449,2772,1290,605,628740,9617,579004,9402,62624,3806,516380,9282,49736,3318,48685,3257,1051,462,1450381,13980,592104,8967,317961,8315,133524,5671,184437,6857,274143,3391,271241,3430,2902,808,858277,10295,469009,9345,166102,6643,302907,7989,389268,4435,384548,4465,4720,1143,0400000US29,4489713,3943,1894525,15384,1041553,9475,1007266,9442,40809,3193,966457,9843,34287,2022,30376,1943,3911,817,852972,10946,831507,10988,20913,2393,810594,10983,21465,2147,17351,1713,4114,962,1144807,12594,516067,8452,466328,8573,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
11270,1499,80177,4229,11567,1196,11093,1170,474,270,130702,4488,120573,4428,10371,1501,110202,4123,10129,1120,9961,1120,168,120,222352,5145,95537,4075,45642,3351,18994,2263,26648,2577,49895,1676,49553,1744,342,278,126815,3309,63407,3321,18648,2134,44759,2840,63408,1474,63042,1447,366,221,0400000US30,761112,1535,305044,6638,177459,4890,170029,4857,9864,1663,160165,4682,7430,1082,6517,934,913,484,127585,4369,123708,4338,3753,815,119955,4435,3877,714,3377,669,500,276,233716,6591,103014,4736,91447,4504,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
12987,1770,121515,5245,19910,1455,19311,1493,599,342,213227,5255,192443,5422,19053,2550,173390,5240,20784,1827,20567,1804,217,154,323258,6250,120779,4062,53729,3211,24590,2001,29139,2528,67050,1921,66714,1873,336,215,202479,4855,98900,4640,31378,2953,67522,3474,103579,1992,102971,2064,608,254,0400000US31,1355197,1879,664300,8783,385330,6231,368172,5958,15093,1764,353079,6018,17158,1466,15607,1437,1551,545,278970,6006,269554,5857,8978,1532,260576,5846,9416,995,8320,989,1096,304,367639,8054,154412,5867,134502,5601,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
20140,2406,211674,8422,20209,2359,18571,2306,1638,846,257076,9347,239027,9109,22321,3994,216706,8545,18049,2353,16981,2293,1068,453,684606,13723,288029,9031,167385,8686,49446,5199,117939,7123,120644,2954,117376,2993,3268,1151,396577,10355,248393,10176,54167,4477,194226,9339,148184,2854,141444,2991,6740,2377,0400000US32,2024630,2204,830925,14748,465280,9691,447111,9711,20687,3573,426424,9725,18169,2404,14052,2192,4117,1689,365645,11169,354736,11242,9377,2088,345359,10813,10909,1625,9197,1584,1712,648,509099,12906,252023,8726,231814,8508,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
8648,1449,96057,4280,13357,1229,13100,1215,257,206,161014,4505,145885,4399,11233,1784,134652,4108,15129,1696,14504,1781,625,344,279261,5814,112400,3743,54630,3632,23792,2610,30838,2493,57770,1449,57655,1451,115,124,166861,4847,89326,4504,25615,2729,63711,3980,77535,1648,76143,1711,1392,669,0400000US33,1024658,983,466321,7668,269172,5650,260528,5554,7546,1117,252982,5636,8644,1024,6241,918,2403,716,197149,5207,192660,5056,3443,902,189217,5146,4489,843,3754,784,735,317,279076,7311,118062,4894,104705,4749,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
50331,3500,566074,11938,70789,3279,67946,3220,2843,714,908239,14915,836336,14305,88434,4813,747902,13464,71903,3882,67637,3423,4266,1161,2146786,16461,818668,9826,461656,9368,147699,6281,313957,8951,357012,3818,348516,4063,8496,1444,1328118,13164,767950,11870,197742,6137,570208,10986,560168,5489,544883,5551,15285,2079,0400000US34,6674815,1935,2932596,20784,1680480,12880,1614197,12680,50669,3727,1563528,13022,66283,2900,50313,2429,15970,1938,1252116,13738,1210394,13361,49078,3528,1161316,14021,41722,2694,32712,2290,9010,1621,1595433,19719,687194,12065,616405,11586,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
22944,2617,134498,5499,16071,1517,15369,1487,702,402,203274,7196,185566,6395,35362,3312,150204,6245,17708,1892,17156,1838,552,345,558135,8215,234020,5710,136334,5623,58712,4640,77622,4872,97686,2225,95906,2335,1780,675,324115,6166,198302,5386,68534,3705,129768,5659,125813,2355,122213,2429,3600,1018,0400000US35,1530455,2337,595533,9840,331567,7258,319462,6983,23968,3063,295494,6673,12105,1469,10080,1345,2025,783,263966,6486,255143,6441,17845,2390,237298,5833,8823,1635,7813,1592,1010,525,376787,9382,173513,5832,157442,5850,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
265154,8864,1169276,15407,141514,4893,134111,4638,7403,1446,1989165,21141,1844057,21097,387809,10656,1456248,17821,145108,4450,137697,4632,7411,1419,5089776,24440,2010954,15984,1202314,15326,563190,10917,639124,12870,808640,6383,793909,6533,14731,2169,3078822,19378,1816306,17924,763591,12329,1052715,16178,1262516,6586,1233949,7305,28567,3139,0400000US36,14938309,3561,6283424,30850,3497912,20089,3373997,19639,238524,8051,3135473,20975,123915,4461,95690,4221,28225,2742,2785512,20683,2703470,20772,194748,8034,2508722,19565,82042,3824,59562,3849,22480,2382,3565109,27200,1575944,16570,1434430,16492,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
70928,5288,642343,13755,77515,4486,75445,4436,2070,1127,1007518,18744,937757,17769,110938,7334,826819,16946,69761,3772,68429,3775,1332,651,2491372,25512,988413,14512,584541,12711,235874,7719,348667,10273,403872,5660,401803,5449,2069,911,1502959,18032,902686,17485,294803,10629,607883,13356,600273,5165,594679,5275,5594,1256,0400000US37,7174146,5811,2884470,24960,1604739,16541,1553264,15606,65462,4646,1487802,16285,51475,3695,46628,3895,4847,1112,1279731,16255,1247969,16391,42270,3505,1205699,16492,31762,3139,27800,2625,3962,1171,1798304,27139,790786,14596,713271,13618,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
6081,1031,46536,2799,9092,884,9018,881,74,79,86246,3313,79201,3108,8021,1240,71180,3283,7045,903,7020,898,25,31,116561,3671,45737,2104,18880,1956,8334,1376,10546,1413,26857,950,26588,982,269,161,70824,2375,30211,2209,8560,1180,21651,1836,40613,1177,40199,1193,414,250,0400000US38,518572,1273,254056,4753,152581,3335,146741,3113,6760,1101,139981,3282,5840,876,5213,886,627,327,101475,3141,98515,2965,3448,868,95067,2926,2960,807,2335,632,625,594,147955,4843,61709,3116,52617,2816,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
111820,4976,770486,11640,97787,3778,95533,3675,2254,786,1248864,14740,1157914,13987,187860,7345,970054,13240,90950,3934,87528,3959,3422,983,2908553,21494,1179298,13370,654848,12372,266231,7006,388617,10588,524450,5061,518896,5044,5554,1205,1729255,14711,959194,13671,342472,7470,616722,11070,770061,4957,756565,4941,13496,1729,0400000US39,8680762,2980,3543252,23199,1997337,15474,1938967,14799,83637,4594,1855330,14154,58370,3262,50266,2967,8104,1245,1545915,15695,1507857,15457,59715,4059,1448142,15464,38058,2577,31656,2381,6402,1194,2228957,22326,980093,14079,882306,12873,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
27004,2253,234871,6167,30373,2354,29458,2231,915,487,355985,7920,325793,7379,39629,3082,286164,6888,30192,2145,29487,2069,705,457,927242,10505,358897,6297,196016,5453,84303,3831,111713,4162,162881,2697,161708,2629,1173,397,568345,7541,336509,6735,102613,4100,233896,5370,231836,2823,228880,2819,2956,664,0400000US40,2776475,1792,1201000,12137,688392,8145,661566,8138,34822,2928,626744,8742,26826,2037,23912,1910,2914,786,512608,8145,495977,8164,16268,2046,479709,8338,16631,1555,14771,1481,1860,566,648233,9922,292248,6965,261875,6244,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
46553,3760,326959,8125,31755,2421,30912,2412,843,353,491816,9580,458340,9444,52880,3983,405460,9039,33476,2450,32354,2424,1122,411,1008190,12580,418785,8135,228923,7419,95262,5029,133661,5528,189862,2832,188225,2885,1637,490,589405,8780,335345,8776,106674,5379,228671,7587,254060,3067,250976,2972,3084,861,0400000US41,2971581,2069,1066308,14045,618969,9800,598008,9770,26041,2723,571967,10117,20961,2069,18472,2007,2489,852,447339,8554,434252,8363,11103,1616,423149,8280,13087,1669,10937,1518,2150,790,897083,12804,405267,8477,373512,8212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
113683,4972,860740,13244,113851,3970,111105,4110,2746,847,1396963,14563,1282953,13957,182677,6082,1100276,13617,114010,3998,109709,3867,4301,815,3286428,20717,1324806,13578,701252,12235,327303,9274,373949,8700,623554,5316,616259,5426,7295,1185,1961622,14047,1036367,12736,403476,10365,632891,10287,925255,4963,914126,5098,11129,1403,0400000US42,9785016,2272,4013351,20658,2260026,14078,2185157,14280,79785,3784,2105372,14120,74869,3713,62620,3318,12249,1702,1753325,13137,1703214,12975,63320,3856,1639894,12965,50111,2772,39795,2476,10316,1444,2485237,22401,1088274,14719,974423,14487,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
8566,1581,75243,3880,8631,1200,8266,1190,365,270,131931,4460,123196,4322,16204,2075,106992,4264,8735,1262,8412,1229,323,231,252832,6147,101480,3458,55174,3130,23731,1965,31443,2712,46306,1688,46141,1703,165,154,151352,4613,79784,4306,33093,3279,46691,3484,71568,1438,70645,1533,923,445,0400000US44,816493,956,339290,6966,193151,4764,186468,4749,9748,1533,176720,4880,6683,1081,5501,974,1182,440,146139,5165,142003,5033,8498,1538,133505,4868,4136,891,3816,858,320,213,224371,5525,92440,4096,83809,4040,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
34308,3492,298998,11087,39179,3084,37547,2639,1632,1193,461822,10738,427554,10399,53590,4079,373964,9587,34268,2311,33659,2184,609,442,1297584,16977,526137,10182,311077,9592,126285,6360,184792,7611,215060,3747,213554,3787,1506,745,771447,11759,463307,10874,153404,6655,309903,9056,308140,3487,305832,3262,2308,848,0400000US45,3499755,3852,1367864,14556,750784,12211,725379,11334,37897,4338,687482,10985,25405,2819,22535,2688,2870,879,617080,9429,601953,9310,22830,3031,579123,8830,15127,1906,13179,1675,1948,860,834307,15482,372485,12348,333306,11910,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
8446,1287,50233,3505,9824,1082,9650,1093,174,161,89149,4471,79308,3979,9199,1806,70109,3831,9841,1702,9770,1703,71,54,147610,4863,59636,2630,27095,2246,11607,1556,15488,1809,32541,1540,32407,1523,134,143,87974,3919,39279,3099,12895,1686,26384,2495,48695,2021,48188,1966,507,347,0400000US46,604801,1404,299539,6327,169874,4269,161619,4260,8708,1463,152911,4291,8255,1156,7684,1020,571,306,129665,4364,125534,4233,4189,1068,121345,4250,4131,707,3860,711,271,194,157652,6188,68503,3708,58679,3654,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
59153,4384,411955,9206,45841,3234,45161,3286,680,375,629427,10765,584635,10638,90868,5961,493767,8848,44792,2902,43986,2884,806,399,1721318,16550,693712,10070,401271,9209,182541,5666,218730,7585,292441,4317,289331,4362,3110,1093,1027606,13401,613321,12801,230543,8715,382778,11047,414285,4059,409659,4024,4626,1393,0400000US47,4814572,4378,1946878,18255,1080072,12904,1046975,12114,49701,3993,997274,11099,33097,2578,29023,2370,4074,1004,866806,13782,845545,13554,45731,4048,799814,13997,21261,2333,18878,2244,2383,719,1146376,14743,516949,11198,471108,10434,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
149548,6710,1650669,21089,154220,5309,147698,5287,6522,1501,2282154,23779,2142566,23323,211707,8172,1930859,21399,139588,5102,134073,4990,5515,1156,5693350,38563,2065003,22310,1216653,20365,445127,11486,771526,16244,848350,8127,826411,8260,21939,3014,3628347,28815,2394328,27843,562701,15208,1831627,24141,1234019,7423,1195869,8385,38150,3691,0400000US48,18250484,5763,8320543,38659,4798477,23101,4641098,22472,178202,7062,4462896,23454,157379,6069,134597,5802,22782,2559,3522066,28252,3429041,27928,111964,6260,3317077,27897,93025,5171,78737,4550,14288,2143,4236591,36547,1954437,22392,1800217,22512,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
18876,2117,213442,6498,17582,1581,17244,1577,338,266,326979,7787,313678,7483,27441,3065,286237,8151,13301,1526,12424,1520,877,558,528395,9003,184970,5675,98956,5611,33357,3713,65599,4270,86014,2072,84502,2140,1512,675,343425,7111,226059,6742,44531,3664,181528,5714,117366,2189,115865,2184,1501,621,0400000US49,1911836,2050,806562,10631,511138,7646,498114,7727,16660,1978,481454,7602,13024,1587,10008,1436,3016,716,295424,7168,288619,7319,6871,1527,281748,7453,6805,992,5460,920,1345,539,576879,9596,249900,7001,232318,6912,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
15722,1590,45754,2503,8706,915,8481,891,225,190,85337,3133,77510,3026,19553,1798,57957,2664,7827,999,7664,997,163,128,126493,4016,54161,2446,26111,2078,15642,1748,10469,1289,28050,1165,27858,1164,192,182,72332,2709,33324,2315,18042,1611,15282,1508,39008,1170,38738,1182,270,139,0400000US50,494560,892,212548,4411,116470,2603,112281,2389,12138,1291,100143,2642,4189,570,3808,517,381,172,96078,2986,93461,2833,9911,1348,83550,2917,2617,578,2252,504,365,222,155519,4287,70182,2714,61476,2658,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
44108,3281,517114,9961,61380,3031,58869,2977,2511,849,815953,12585,757318,12798,64294,4480,693024,12534,58635,3238,56756,3071,1879,709,1801862,18158,681542,11108,372097,10079,128766,5346,243331,8257,309445,5003,305331,4874,4114,956,1120320,13114,660842,12840,164646,6583,496196,11494,459478,4263,449571,4223,9907,1910,0400000US51,6038083,5536,2797666,20203,1560410,14572,1502510,13504,55942,3627,1446568,14500,57900,4104,47731,3064,10169,2024,1237256,14575,1201973,14159,26960,3010,1175013,14020,35283,2790,28556,2525,6727,1421,1438555,16543,622602,10865,561222,10346,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
61236,4288,529500,10819,52361,2831,50797,2692,1564,559,797610,9963,751915,9195,79256,4564,672659,9740,45695,2790,43692,2723,2003,790,1640791,13789,661894,10473,372288,9371,143374,6653,228914,7826,289606,3844,285313,3956,4293,987,978897,10094,583197,9443,168675,6415,414522,9954,395700,3913,389342,3889,6358,1267,0400000US53,5138643,3783,2057145,14911,1207618,11981,1170906,11756,56115,4464,1114791,11852,36712,2648,31262,2614,5450,1085,849527,10738,828857,10414,25384,3088,803473,10618,20670,2143,16446,1938,4224,862,1440707,15887,643097,12206,590736,11540,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
15046,2108,109801,4336,13137,1800,12931,1760,206,257,171993,5635,158527,5587,20561,2412,137966,5255,13466,1359,13370,1367,96,94,596353,6962,254703,6089,148018,5594,85574,4514,62444,3374,106685,2288,105994,2306,691,301,341650,5681,199405,5656,80462,4498,118943,4678,142245,2022,140845,2105,1400,452,0400000US54,1441183,2043,534853,8488,304450,5964,295226,5677,17455,2359,277771,5275,9224,1337,8409,1250,815,333,230403,6532,222531,6556,8546,1322,213985,6689,7872,1169,7084,1153,788,323,309977,7550,137984,4802,124847,4655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
