B27017_050M,B27017_051E,B27017_051M,B27017_052E,B27017_052M,B27017_053E,B27017_053M,B27017_054E,B27017_054M,B27017_055E,B27017_055M,B27017_056E,B27017_056M,B27017_057E,B27017_057M,B27017_058E,B27017_058M,B27017_059E,B27017_059M,B27017_060E,B27017_060M,B27017_061E,B27017_061M,B27017_062E,B27017_062M,B27017_063E,B27017_063M,B27017_064E,B27017_064M,B27017_065E,B27017_065M,B27017_066E,B27017_066M,B27017_067E,B27017_067M,B27017_068E,B27017_068M,B27017_069E,B27017_069M,B27017_070E,B27017_070M,B27017_071E,B27017_071M,B27017_072E,B27017_072M,B27017_073E,B27017_073M,B27017_074E,B27017_074M,B27017_075E,B27017_075M,B27017_076E,B27017_076M,B27017_077E,B27017_077M,B27017_078E,B27017_078M,B27017_079E,B27017_079M,B27017_080E,B27017_080M,B27017_081E,B27017_081M,B27017_082E,B27017_082M,B27017_083E,B27017_083M,B27017_084E,B27017_084M,B27017_085E,B27017_085M,B27017_086E,B27017_086M,B27017_087E,B27017_087M,B27017_088E,B27017_088M,B27017_089E,B27017_089M,B27017_090E,B27017_090M,B27017_091E,B27017_091M,GEO_ID,B27017_001E,B27017_001M,B27017_002E,B27017_002M,B27017_003E,B27017_003M,B27017_004E,B27017_004M,B27017_005E,B27017_005M,B27017_006E,B27017_006M,B27017_007E,B27017_007M,B27017_008E,B27017_008M,B27017_009E,B27017_009M,B27017_010E,B27017_010M,B27017_011E,B27017_011M,B27017_012E,B27017_012M,B27017_013E,B27017_013M,B27017_014E,B27017_014M,B27017_015E,B27017_015M,B27017_016E,B27017_016M,B27017_017E,B27017_017M,B27017_018E,B27017_018M,B27017_019E,B27017_019M,B27017_020E,B27017_020M,B27017_021E,B27017_021M,B27017_022E,B27017_022M,B27017_023E,B27017_023M,B27017_024E,B27017_024M,B27017_025E,B27017_025M,B27017_026E,B27017_026M,B27017_027E,B27017_027M,B27017_028E,B27017_028M,B27017_029E,B27017_029M,B27017_030E,B27017_030M,B27017_031E,B27017_031M,B27017_032E,B27017_032M,B27017_033E,B27017_033M,B27017_034E,B27017_034M,B27017_035E,B27017_035M,B27017_036E,B27017_036M,B27017_037E,B27017_037M,B27017_038E,B27017_038M,B27017_039E,B27017_039M,B27017_040E,B27017_040M,B27017_041E,B27017_041M,B27017_042E,B27017_042M,B27017_043E,B27017_043M,B27017_044E,B27017_044M,B27017_045E,B27017_045M,B27017_046E,B27017_046M,B27017_047E,B27017_047M,B27017_048E,B27017_048M,B27017_049E,B27017_049M,B27017_050E,B27017_050MA,B27017_051EA,B27017_051MA,B27017_052EA,B27017_052MA,B27017_053MA,B27017_053EA,B27017_054MA,B27017_054EA,B27017_055MA,B27017_055EA,B27017_056MA,B27017_056EA,B27017_057EA,B27017_057MA,B27017_058EA,B27017_058MA,B27017_059EA,B27017_059MA,B27017_060MA,B27017_060EA,B27017_061MA,B27017_061EA,B27017_062MA,B27017_062EA,B27017_063EA,B27017_063MA,B27017_064EA,B27017_064MA,B27017_065EA,B27017_065MA,B27017_066MA,B27017_066EA,B27017_067MA,B27017_067EA,B27017_068EA,B27017_068MA,B27017_069EA,B27017_069MA,B27017_070EA,B27017_070MA,B27017_071MA,B27017_071EA,B27017_072MA,B27017_072EA,B27017_073EA,B27017_073MA,B27017_074EA,B27017_074MA,B27017_075EA,B27017_075MA,B27017_076EA,B27017_076MA,B27017_077MA,B27017_077EA,B27017_078MA,B27017_078EA,B27017_079EA,B27017_079MA,B27017_080EA,B27017_080MA,B27017_081EA,B27017_081MA,B27017_082MA,B27017_082EA,B27017_083MA,B27017_083EA,B27017_084EA,B27017_084MA,B27017_085EA,B27017_085MA,B27017_086EA,B27017_086MA,B27017_087EA,B27017_087MA,B27017_088MA,B27017_088EA,B27017_089MA,B27017_089EA,B27017_090EA,B27017_090MA,B27017_091EA,B27017_091MA,NAME,B27017_001MA,B27017_001EA,B27017_002MA,B27017_002EA,B27017_003MA,B27017_003EA,B27017_004MA,B27017_004EA,B27017_005EA,B27017_005MA,B27017_006EA,B27017_006MA,B27017_007MA,B27017_007EA,B27017_008MA,B27017_008EA,B27017_009EA,B27017_009MA,B27017_010EA,B27017_010MA,B27017_011EA,B27017_011MA,B27017_012MA,B27017_012EA,B27017_013MA,B27017_013EA,B27017_014EA,B27017_014MA,B27017_015EA,B27017_015MA,B27017_016EA,B27017_016MA,B27017_017EA,B27017_017MA,B27017_018MA,B27017_018EA,B27017_019EA,B27017_019MA,B27017_020EA,B27017_020MA,B27017_021EA,B27017_021MA,B27017_022EA,B27017_022MA,B27017_023MA,B27017_023EA,B27017_024EA,B27017_024MA,B27017_025EA,B27017_025MA,B27017_026EA,B27017_026MA,B27017_027EA,B27017_027MA,B27017_028EA,B27017_028MA,B27017_029EA,B27017_029MA,B27017_030EA,B27017_030MA,B27017_031EA,B27017_031MA,B27017_032EA,B27017_032MA,B27017_033EA,B27017_033MA,B27017_034MA,B27017_034EA,B27017_035EA,B27017_035MA,B27017_036EA,B27017_036MA,B27017_037EA,B27017_037MA,B27017_038EA,B27017_038MA,B27017_039MA,B27017_039EA,B27017_040EA,B27017_040MA,B27017_041EA,B27017_041MA,B27017_042EA,B27017_042MA,B27017_043MA,B27017_043EA,B27017_044MA,B27017_044EA,B27017_045MA,B27017_045EA,B27017_046EA,B27017_046MA,B27017_047EA,B27017_047MA,B27017_048MA,B27017_048EA,B27017_049MA,B27017_049EA,B27017_050EA,state
4872,45722,3291,854627,22152,199548,9759,143997,8238,55551,4917,488791,12854,336692,9676,152099,7353,166288,5766,127072,4397,39216,3056,814552,20050,185416,9670,153321,8755,32095,3868,485701,11289,375450,9457,110251,7387,143435,5304,115873,4770,27562,2669,1394239,29561,297896,11238,265795,10221,32101,3612,873277,19538,730497,16817,142780,8535,223066,6569,186999,6106,36067,2809,3101057,29280,543546,11616,522067,11521,21479,3487,2152465,22626,2007274,22091,145191,6077,405046,8346,345862,7814,59184,3703,0400000US26,9652460,2990,777977,20146,264452,11525,31425,3561,233027,10263,484257,11704,127901,6974,356356,10477,29268,2386,15750,1669,13518,1693,914885,25866,295657,13965,55952,6854,239705,12871,537455,13342,126080,6268,411375,11665,81773,3700,35639,2069,46134,3103,700261,22544,194552,11019,69059,5651,125493,8217,399236,13469,139405,6751,259831,11515,106473,4541,62943,3570,43530,2745,214983,11201,54418,4830,22324,2734,32094,3641,125488,7235,52119,5180,73369,4792,35077,2332,23105,1936,11972,1232,879879,24053,220120,9823,129732,7335,90388,6325,500163,14957,278273,9889,221890,10469,159596,5760,113874,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
3203,23126,2090,416990,13813,111993,6731,82350,5909,29643,3253,237241,8345,166338,6615,70903,4517,67756,3521,49960,2778,17796,1927,424597,13660,107966,5790,91592,5266,16374,2503,252071,8838,197379,6957,54692,4401,64560,3293,49492,3036,15068,1685,798603,18827,195694,8431,175757,8391,19937,2851,500626,12339,433577,10895,67049,4834,102283,3742,80199,3487,22084,2112,2137542,22327,414655,9511,401866,9434,12789,1768,1483938,14682,1406217,13922,77721,4468,238949,6486,196015,5876,42934,2894,0400000US27,5220730,2281,270011,12432,81165,6557,13565,2304,67600,6151,175380,8007,55464,4712,119916,6242,13466,1514,7840,1095,5626,1071,351959,12257,113095,6995,22725,3124,90370,6736,198725,7328,58402,3759,140323,6391,40139,2403,18233,1715,21906,1906,310969,12429,87325,5336,32094,3286,55231,4965,171886,7780,64623,3977,107263,6333,51758,3054,30790,2262,20968,1797,90425,7294,25488,3319,14012,2565,11476,2111,47970,4407,22041,2665,25929,2993,16967,1836,10814,1343,6153,1261,419634,14702,122976,6709,75847,4924,47129,4530,222176,9307,126675,5892,95501,6780,74482,3212,51356,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
2503,24027,2639,282583,13896,70404,6507,45102,5182,25302,3868,169645,8716,105510,6521,64135,5365,42534,3463,25085,2320,17449,2443,237676,14772,57752,6082,43215,5261,14537,2891,147644,9631,111009,7548,36635,4659,32280,3483,20933,2487,11347,2112,352224,19389,74300,7457,60421,6198,13879,3598,232118,12410,187712,10324,44406,4510,45806,3858,29568,2881,16238,1978,661547,21453,104990,7534,95873,7468,9117,2177,464907,15539,416796,15490,48111,4958,91650,4921,69766,4289,21884,2755,0400000US28,2876586,2741,282627,14807,112589,8599,10607,2740,101982,7963,159962,8178,35191,3952,124771,8209,10076,1754,4583,1165,5493,1159,367839,18269,123138,9611,12887,2695,110251,8949,204396,9688,45791,4470,158605,7768,40305,3315,11105,1757,29200,2907,287328,16658,85200,8354,22567,3613,62633,6445,154884,8980,53747,5234,101137,7037,47244,3841,17090,2267,30154,2878,78650,8171,23303,3424,5632,1798,17671,3051,42284,4719,16155,2546,26129,3598,13063,2076,5468,1102,7595,1635,326112,15278,88846,6991,39412,4718,49434,4958,186197,9459,99521,7544,86676,5497,51069,3510,27042,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
4045,41418,2991,557652,23003,137479,9015,105648,8126,31831,3498,326547,14836,231830,11312,94717,6024,93626,4832,60360,3813,33266,2919,499333,19141,112211,7481,94730,6947,17481,2621,305641,12515,237933,10259,67708,5071,81481,4405,54588,3260,26893,2728,868420,22704,196766,8959,171597,8413,25169,4009,546586,14647,460075,13184,86511,6125,125068,6256,91545,5114,33523,2534,1821386,29387,316667,10937,303432,10935,13235,2027,1258817,20074,1176483,19656,82334,5646,245902,6217,185652,5834,60250,3540,0400000US29,5823193,3488,410314,16893,143983,9359,20761,4134,123222,8768,250105,9730,72681,4518,177424,8473,16226,1815,8226,1324,8000,1413,509785,19020,162055,10816,31511,4575,130544,8711,296690,9957,73683,5058,223007,8737,51040,2973,21785,2203,29255,2356,454513,17161,129927,7967,43946,5492,85981,5866,246446,10452,92132,5677,154314,7903,78140,4006,39106,2913,39034,2987,123757,9032,32010,4374,13641,3125,18369,3278,67638,5056,31773,3157,35865,3946,24109,2476,13766,1810,10343,1279,578033,18809,154453,9482,94237,8156,60216,5980,320534,10241,183886,8724,136648,6617,103046,4440,61628,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1868,5734,1141,101662,8396,25067,3617,17175,3213,7892,1600,59713,5301,35147,3328,24566,3652,16882,2275,11794,1669,5088,1264,80605,5923,18769,2352,15060,2125,3709,1296,50146,3913,35788,2997,14358,2352,11690,1602,8945,1539,2745,605,146943,8406,33392,3601,28709,3359,4683,1648,89412,5380,72886,4926,16526,2037,24139,2371,18033,1922,6106,1305,285186,9829,41329,3741,37761,3701,3568,1213,199301,7123,178379,6611,20922,2569,44556,3077,33740,2941,10816,1425,0400000US30,971647,1520,56744,4416,18584,2560,3360,1204,15224,2392,35050,3116,12250,2202,22800,2676,3110,953,1607,740,1503,570,87310,7510,24526,3328,2723,1034,21803,3170,54060,5117,15178,2287,38882,3927,8724,1232,4271,789,4453,962,83297,7073,21888,3316,8221,2582,13667,2051,46754,4494,17273,2458,29481,3436,14655,1654,7410,1281,7245,1291,27632,4949,7784,2249,3002,1457,4782,1492,14489,2854,6130,1861,8359,1805,5359,1105,3044,868,2315,566,102268,6577,27528,3137,14638,2512,12890,2420,57549,4277,30235,3250,27314,3481,17191,2121,11457,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1762,8361,1189,165160,8952,45394,4768,36157,4477,9237,1722,94386,5062,71002,4906,23384,2965,25380,2430,17755,2110,7625,1259,162338,8676,45288,3877,39338,3790,5950,1599,95841,5353,78739,4801,17102,2120,21209,1882,14748,1614,6461,953,272148,9449,66004,4372,61044,4302,4960,1312,169520,6229,147586,6021,21934,2529,36624,2415,27025,1937,9599,1280,617714,12393,111453,5811,106000,5568,5453,1557,423435,8513,399993,8210,23442,2921,82826,3402,65959,3168,16867,1687,0400000US31,1785098,2034,99703,8866,37940,5037,6494,2243,31446,4353,58010,4408,21359,2715,36651,3282,3753,743,2163,533,1590,485,134968,8691,44003,4666,7424,1525,36579,4225,76088,5235,24224,2698,51864,4389,14877,1513,8150,1116,6727,951,127603,9101,38145,4724,13249,2698,24896,3604,69269,5103,29859,2772,39410,3765,20189,1745,12396,1296,7793,1140,42579,5910,15209,3118,7643,2478,7566,1853,19681,3020,11274,2208,8407,1815,7689,1274,4429,898,3260,895,162885,9230,48453,4140,29160,3626,19293,2679,89082,5747,55824,4065,33258,3764,25350,2280,16989,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
2303,19384,2695,251451,19066,60873,9667,42994,7784,17879,3975,155222,11178,95068,7210,60154,6716,35356,3483,17568,2618,17788,2767,231867,19449,54074,6495,41758,6026,12316,2950,148081,13122,100505,10251,47576,6644,29712,3551,16718,2582,12994,2114,379660,24305,80079,9453,69506,9319,10573,2651,246407,16029,191071,13460,55336,7530,53174,4439,31555,2930,21619,3435,802465,25417,130985,9075,122624,8813,8361,2197,550808,18149,485510,16001,65298,7200,120672,6350,90698,5927,29974,3158,0400000US32,2675060,3969,194328,14553,62523,7255,11930,2980,50593,6810,121294,8841,27164,3816,94130,7413,10511,2153,3829,1151,6682,1639,232217,16203,81917,8645,19476,4057,62441,7574,129195,9646,35014,4407,94181,7800,21105,3341,8312,2339,12793,2442,218271,16547,74363,8756,37523,7763,36840,4806,120424,8839,48230,6315,72194,6231,23484,2517,8387,1546,15097,2121,74811,11682,24329,5224,11125,3581,13204,3908,41434,6680,16219,3190,25215,5449,9048,1801,3023,887,6025,1512,289990,21349,84623,9447,52036,7058,32587,5547,172265,13404,90961,8657,81304,8408,33102,3681,13718,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
2050,5938,1131,93936,6710,20056,2927,14752,2857,5304,1085,53981,4166,34236,3256,19745,2470,19899,2601,12380,2028,7519,1723,100286,7971,23101,3376,18267,2739,4834,2061,58213,5111,45783,4254,12430,2144,18972,2354,14005,2179,4967,1128,193988,10688,44519,4031,39856,3950,4663,1298,121263,7067,99245,6223,22018,2734,28206,2927,22282,2767,5924,1216,597787,13216,109761,5134,104192,5063,5569,1731,424483,9397,398998,9074,25485,3289,63543,3424,51333,3399,12210,1570,0400000US33,1278359,1183,56141,5697,17326,3191,3867,1300,13459,3090,35395,3607,11503,2195,23892,2568,3420,900,1517,560,1903,774,56574,6295,15705,3223,3103,1203,12602,2756,33390,3683,9346,1860,24044,2997,7479,1569,3394,767,4085,1377,65996,7036,17328,3325,4022,1326,13306,2849,34458,4068,12108,1979,22350,3175,14210,1772,7198,1419,7012,1053,16249,2894,3439,1154,842,611,2597,935,9226,1880,2790,957,6436,1689,3584,822,1982,601,1602,575,97402,8583,24951,3882,9674,2580,15277,2918,54840,5475,27200,3297,27640,4016,17611,2213,11673,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
3710,50997,3738,603534,23610,152493,10373,100036,8293,52457,6044,346665,13518,199694,8439,146971,9987,104376,5522,62819,4605,41557,3727,578265,19625,134076,8457,102086,6487,31990,4432,347666,12738,232611,9982,115055,7321,96523,4569,64367,3938,32156,3011,1079990,29270,246273,10694,211503,10490,34770,3620,678901,19610,525571,17219,153330,8876,154816,6733,105662,5399,49154,4275,4243854,34943,856313,14179,816947,14118,39366,4769,2881611,24918,2641626,24860,239985,10369,505930,7993,386668,7924,119262,6059,0400000US34,8639940,3211,413568,20260,141122,12035,20635,3444,120487,11275,245096,11344,60384,5334,184712,9298,27350,2776,11792,1653,15558,2120,483776,21735,155076,12191,25809,3945,129267,10658,265456,11389,60589,5174,204867,9790,63244,4070,18442,2094,44802,3670,469101,18412,136449,8488,34945,4517,101504,7760,254930,11439,73037,6193,181893,10612,77722,4443,33017,3025,44705,3342,144111,11553,39094,5457,10678,2720,28416,4247,75547,6255,24437,3603,51110,5327,29470,3149,14593,1771,14877,2382,623741,24375,159049,9622,77206,6820,81843,7039,356246,14557,158669,9929,197577,9379,108446,5425,57449,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
2124,17866,2377,176807,10824,41650,4616,19830,2933,21820,3505,108685,7622,57406,5198,51279,5708,26472,3038,14776,1774,11696,2144,151686,11672,38102,5426,25208,3939,12894,3501,90915,7470,56041,4889,34874,4500,22669,2724,13428,2221,9241,1787,250542,14988,54562,6230,42982,5293,11580,2537,157032,9371,116926,7594,40106,4320,38948,3362,27265,2842,11683,1808,553860,17163,84355,7406,73576,6705,10779,2714,378946,11048,332636,10599,46310,4885,90559,4137,66630,3790,23929,2714,0400000US35,2034603,2314,191938,13652,72883,7874,4521,1578,68362,7583,111603,7341,23702,3544,87901,6516,7452,1360,2052,653,5400,1226,247796,15344,84500,7843,8047,2014,76453,7743,137878,8830,27060,2913,110818,8359,25418,2632,5454,1055,19964,2437,189252,12124,61287,7216,13487,3709,47800,6119,102758,6781,32426,4435,70332,5693,25207,2404,10044,1504,15163,1987,51866,8398,14459,3673,3431,1520,11028,3206,30214,5277,11523,2270,18691,4082,7193,1330,2273,685,4920,1071,220856,14270,60662,5618,19756,3176,40906,4588,125906,8656,54953,5091,70953,6773,34288,3476,16422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
5643,133912,6202,1454142,40825,334040,14347,215211,11375,118829,8799,881796,28465,515633,19075,366163,18220,238306,8156,136897,5513,101409,5826,1366881,36368,297854,14209,222233,13562,75621,7398,861951,23539,582768,17230,279183,14538,207076,7132,132809,5925,74267,4580,2418830,37077,495468,14103,409752,14032,85716,6997,1591272,29045,1220012,24721,371260,14822,332090,10939,220255,7864,111835,6863,7417108,56643,1289086,16830,1218063,16397,71023,6338,5195020,41455,4699436,39172,495584,15528,933002,14855,703829,12548,229173,7848,0400000US36,18936163,5168,1352595,32194,433319,16932,77016,6719,356303,15765,845299,19727,228826,10459,616473,17555,73977,4095,23133,2272,50844,3598,1674262,39995,517602,19363,106079,9498,411523,15600,930115,22231,206147,9959,723968,19201,226545,8789,59037,3458,167508,8241,1321452,33979,360351,14484,102754,7606,257597,12741,749183,21780,222894,9617,526289,17857,211918,6425,79862,3584,132056,6129,387531,21756,106682,10152,39693,5319,66989,7672,215247,13524,78683,8089,136564,9994,65602,4297,27707,2263,37895,3453,1543362,39619,379018,14793,192141,9243,186877,10249,889125,24553,421654,13914,467471,17746,275219,8399,141307,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
4783,67393,4913,841436,32864,209439,15020,139995,10708,69444,9321,507507,21125,327128,14793,180379,13160,124490,6174,76760,5203,47730,3661,779973,29384,181681,11419,138775,10462,42906,5129,487228,18759,358015,15801,129213,9698,111064,6359,75280,5730,35784,3164,1205431,34729,247717,13262,216096,12395,31621,3744,782369,24010,643634,21232,138735,9270,175345,7209,130864,6259,44481,4101,2839042,42633,503344,16421,476457,16130,26887,3885,1943880,29626,1794327,29601,149553,8384,391818,10586,312156,9990,79662,5655,0400000US37,9350326,5493,737059,26285,259877,13761,31491,4985,228386,13843,450766,15424,123689,8063,327077,12870,26416,2602,13366,1976,13050,1863,942215,26970,319848,13714,51273,7119,268575,12553,529591,15064,128654,8676,400937,12413,92776,5037,33839,3001,58937,4231,811991,28781,233932,12429,60070,7810,173862,11586,456785,17741,152176,8677,304609,14090,121274,5986,57661,3410,63613,4698,239899,15976,66528,7767,24889,5380,41639,7116,131997,9169,60396,5466,71601,6745,41374,4081,21717,3094,19657,2293,953280,33963,242947,14214,114997,11322,127950,8870,560232,21094,284901,15267,275331,12906,150101,6469,82708,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
