B08124_012M,B08124_013E,B08124_013M,B08124_014E,B08124_014M,B08124_015E,B08124_015M,B08124_016E,B08124_016M,B08124_017E,B08124_017M,B08124_018E,B08124_018M,B08124_019E,B08124_019M,B08124_020E,B08124_020M,B08124_021E,B08124_021M,B08124_022E,B08124_022M,B08124_023E,B08124_023M,B08124_024E,B08124_024M,B08124_025E,B08124_025M,B08124_026E,B08124_026M,B08124_027E,B08124_027M,B08124_028E,B08124_028M,B08124_029E,B08124_029M,B08124_030E,B08124_030M,B08124_031E,B08124_031M,B08124_032E,B08124_032M,B08124_033E,B08124_033M,B08124_034E,B08124_034M,B08124_035E,B08124_035M,B08124_036E,B08124_036M,B08124_037E,B08124_037M,B08124_038E,B08124_038M,B08124_039E,B08124_039M,B08124_040E,B08124_040M,B08124_041E,B08124_041M,B08124_042E,B08124_042M,B08124_043E,B08124_043M,B08124_044E,B08124_044M,B08124_045E,B08124_045M,B08124_046E,B08124_046M,B08124_047E,B08124_047M,B08124_048E,B08124_048M,B08124_049E,B08124_049M,GEO_ID,B08124_001E,B08124_001M,B08124_002E,B08124_002M,B08124_003E,B08124_003M,B08124_004E,B08124_004M,B08124_005E,B08124_005M,B08124_006E,B08124_006M,B08124_007E,B08124_007M,B08124_008E,B08124_008M,B08124_009E,B08124_009M,B08124_010E,B08124_010M,B08124_011E,B08124_011M,B08124_012E,B08124_012MA,B08124_013EA,B08124_013MA,B08124_014MA,B08124_014EA,B08124_015MA,B08124_015EA,B08124_016MA,B08124_016EA,B08124_017EA,B08124_017MA,B08124_018EA,B08124_018MA,B08124_019MA,B08124_019EA,B08124_020MA,B08124_020EA,B08124_021MA,B08124_021EA,B08124_022MA,B08124_022EA,B08124_023EA,B08124_023MA,B08124_024EA,B08124_024MA,B08124_025EA,B08124_025MA,B08124_026EA,B08124_026MA,B08124_027MA,B08124_027EA,B08124_028MA,B08124_028EA,B08124_029EA,B08124_029MA,B08124_030EA,B08124_030MA,B08124_031EA,B08124_031MA,B08124_032MA,B08124_032EA,B08124_033MA,B08124_033EA,B08124_034MA,B08124_034EA,B08124_035EA,B08124_035MA,B08124_036EA,B08124_036MA,B08124_037EA,B08124_037MA,B08124_038MA,B08124_038EA,B08124_039EA,B08124_039MA,B08124_040MA,B08124_040EA,B08124_041EA,B08124_041MA,B08124_042EA,B08124_042MA,B08124_043MA,B08124_043EA,B08124_044MA,B08124_044EA,B08124_045MA,B08124_045EA,B08124_046EA,B08124_046MA,B08124_047EA,B08124_047MA,B08124_048EA,B08124_048MA,B08124_049MA,B08124_049EA,NAME,B08124_001MA,B08124_001EA,B08124_002EA,B08124_002MA,B08124_003EA,B08124_003MA,B08124_004MA,B08124_004EA,B08124_005MA,B08124_005EA,B08124_006EA,B08124_006MA,B08124_007MA,B08124_007EA,B08124_008EA,B08124_008MA,B08124_009MA,B08124_009EA,B08124_010MA,B08124_010EA,B08124_011MA,B08124_011EA,B08124_012EA,state
6774,506616,9155,1824,558,368327,8610,102026,4947,78759,4090,74393,4267,40672,3040,72295,4536,182,149,58663,3513,13184,1773,19746,2255,13682,1921,2193,996,9858,1586,0,167,89744,4897,25282,2606,27904,2871,21375,2165,6624,1121,8518,1310,41,74,49881,3317,12074,1738,15225,1940,8203,1543,3620,802,10504,1415,255,173,144120,4998,64371,3414,29508,2384,33582,2660,9336,1556,7320,1138,3,12,0400000US26,4094528,19662,1415952,17089,754040,13931,989915,13859,317205,8075,615111,10242,2305,550,3383793,16160,1199015,14439,582898,12122,838680,12998,254760,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
6004,270743,6363,627,451,249855,8165,83660,4372,44057,2951,50356,3180,27612,2643,44089,3155,81,76,92526,5102,36074,2693,22530,2461,25359,2424,1490,595,7073,1289,0,143,73367,3698,23362,1906,21467,2379,17596,1853,4282,848,6621,1165,39,58,42490,2960,14107,1505,8819,1262,7343,1465,3644,885,8515,1228,62,64,139664,4396,68319,3529,28634,2328,27902,2030,7700,1155,7098,947,11,18,0400000US27,2684968,14138,1040229,11090,450676,7975,633988,9963,215116,7247,344139,7204,820,465,2087066,14542,814707,10037,325169,7524,505432,9161,170388,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
5266,151851,7216,2867,1078,123660,6659,31604,2888,21888,2386,21652,3159,25157,3007,23251,3135,108,158,4980,1241,698,351,1417,700,667,415,306,247,1798,653,94,100,19646,2563,5124,1350,5153,1371,3694,948,1230,449,2127,744,2318,943,14711,2619,2085,776,3330,1171,2264,776,3687,1351,3299,1097,46,74,26321,2757,11247,1985,4767,1236,5977,1172,2303,1011,2027,785,0,206,0400000US28,1163676,10758,363225,8932,202646,8599,269184,8160,138835,5867,184353,8347,5433,1475,974358,10925,312467,8211,166091,8039,234930,7762,106152,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
7316,282977,8656,3427,1031,263107,9419,75014,4930,54597,4305,54913,4269,33081,2824,45339,4177,163,151,38478,3789,8341,1778,14721,2273,9639,1685,1178,622,4599,1208,0,184,55127,3593,15614,1793,18114,2171,12426,1568,4088,945,4639,1097,246,200,32857,3086,8127,1583,8012,1767,4789,1081,2492,750,9349,1576,88,128,113846,5023,49759,3642,18788,2429,28690,2499,6878,1352,5566,1454,4165,1375,0400000US29,2705455,16165,929599,14991,504492,11756,664215,12311,246591,8420,352469,9785,8089,1746,2202040,17443,772744,14175,390260,11457,553758,11236,198874,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
3191,35616,2574,1148,565,48941,4188,15179,2200,10056,1863,10864,2058,7764,1446,5078,1176,0,165,4126,1023,1185,491,1064,525,472,368,391,266,1014,596,0,165,22377,2668,7415,1428,5326,992,5325,1335,2105,701,2151,1320,55,81,11346,1964,4392,1398,2579,782,2003,816,739,367,1600,802,33,60,27076,2304,13254,1607,3409,807,5884,1054,3404,754,1125,393,0,165,0400000US30,470715,6872,161138,5369,94708,3835,112221,5009,54828,3360,46584,2885,1236,588,356849,7478,119713,4962,72274,3416,87673,5089,40425,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
2875,102154,4346,1454,519,87024,5447,24769,2337,11729,1732,18456,1957,13769,2136,18022,2269,279,212,6589,1366,1891,665,1323,572,2086,730,237,180,1052,536,0,155,25907,2219,8277,1165,5896,1038,6417,920,2282,568,3022,872,13,23,11659,1819,2807,867,2126,588,2078,763,1831,688,2771,1108,46,67,43461,3037,21062,1929,8655,1168,7973,1144,3174,819,2597,626,0,155,0400000US31,931481,8453,316439,6964,153762,5406,229402,6106,100468,3597,129618,5340,1792,572,756841,8846,257633,5877,124033,4807,192392,5674,79175,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
6742,82198,6403,3183,1375,132460,8271,28255,3504,40544,4363,28908,3788,16645,3620,17834,3078,274,320,41407,4741,4107,1033,19764,3468,9580,1811,3031,959,4925,1315,0,234,24503,2939,4948,1569,8540,1644,6094,1539,2135,1118,2348,907,438,363,24072,3127,6855,1988,6054,1692,5794,1567,2325,1052,2859,865,185,186,32812,3536,16319,2454,4325,1051,9207,1855,1091,489,1769,805,101,163,0400000US32,1191557,12624,323951,11988,335163,13413,307547,10404,108782,7758,111933,7633,4181,1438,936303,15507,263467,11523,255936,12587,247964,9289,83555,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
3192,62820,4318,279,200,57884,4453,18111,2026,11508,1730,12781,2071,7510,1286,7974,1358,0,184,5015,1160,2528,673,631,518,1171,460,354,349,331,226,0,184,18854,2355,6270,1342,5378,1178,4542,1037,1184,618,1410,701,70,225,8666,1487,3290,984,1486,557,1226,611,1033,594,1631,648,0,184,39774,2855,21289,1956,4906,1355,8875,1389,2493,942,1944,684,267,195,0400000US33,671055,8454,265467,8311,101867,4428,165757,6383,61238,3478,76110,4672,616,212,540862,8378,213979,7187,77958,3988,137162,5707,48664,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
7101,284956,9545,2435,691,344286,10302,98850,4731,71774,4395,82660,5449,39277,3759,51428,3733,297,257,448002,10761,200893,6770,83753,6047,101329,5048,21484,3229,40543,3325,0,198,126204,6295,30595,2603,40400,3428,31352,2687,7702,1852,15860,2801,295,186,68651,5396,14138,2076,20057,3204,13536,2223,8110,2014,12810,2297,0,198,155958,7186,83852,4621,16444,2057,41799,3428,7018,1623,6687,1597,158,142,0400000US34,4060148,17821,1638457,17068,682934,13326,1028292,15138,294996,8925,412284,10701,3185,807,2917047,20281,1210129,16395,450506,11267,757616,11170,211405,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
4541,63246,3903,3696,1298,86387,6014,27166,3147,17677,2327,16966,2701,16330,2370,8007,2005,241,239,9232,1905,3234,1143,2158,953,2150,580,884,618,806,514,0,198,21081,2450,6738,1593,6320,1609,4280,1160,2823,819,920,477,0,198,18381,2299,7334,1355,4974,1164,2627,936,1467,669,1979,623,0,198,43413,3993,21641,2455,8635,1721,6805,1397,2694,1002,3638,1188,0,198,0400000US35,862821,9390,304258,8002,178901,7806,196527,6780,100602,5123,78596,4518,3937,1286,684327,9049,238145,7223,139137,6928,163699,5922,76404,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
7966,502745,10925,7506,1351,588090,11951,188175,6977,120899,5740,132739,5671,67669,4632,76652,4605,1956,951,2373132,27095,879937,17300,610799,14054,581515,13823,132373,6500,168364,7253,144,110,575553,13946,212464,8206,146601,6969,146279,7165,25995,2535,41613,3548,2601,790,165588,6632,60327,4770,38691,3273,30762,2759,11955,2047,23273,3160,580,397,342221,9658,171430,6925,60424,4166,75342,4359,19330,2645,13922,2187,1773,586,0400000US36,8774815,30933,3333404,26064,1795754,24244,2144470,23779,660058,11352,826569,14563,14560,1713,4730231,24946,1821071,16858,818340,15157,1177833,18009,402736,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
10062,447524,11166,32623,3035,415821,13997,110343,6836,79954,6485,69913,5628,80928,7052,70984,5401,3699,1195,49068,4657,12657,2243,15655,2798,9858,1757,3809,1036,6624,1597,465,370,71929,5212,21880,2467,17856,2892,11809,1792,6647,1600,8817,2229,4920,1351,59502,6092,14313,2056,14410,3270,9511,2052,8829,2019,10728,2287,1711,1066,197184,9085,95256,6403,26602,3109,46876,4123,15151,2688,9725,2182,3574,949,0400000US37,4183841,28155,1476741,20987,724449,16117,979326,17472,401931,11947,554402,13896,46992,3813,3390337,26025,1222292,19369,569972,14875,831359,17041,286567,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
2830,34115,2754,899,394,35122,2959,8899,1137,6791,1338,7133,1327,6836,1219,5362,1119,101,105,1456,603,275,207,263,226,267,286,233,282,418,254,0,143,14477,2044,5433,869,4120,1368,2640,745,1118,398,1166,357,0,143,4935,1164,1695,698,1044,416,1277,695,319,184,600,289,0,143,21193,1801,10736,1202,3902,896,4155,1002,1281,458,1031,385,88,125,0400000US38,369454,4874,125988,4578,63486,3317,86297,3282,49903,2862,42692,2890,1088,454,292271,5199,98950,4015,47366,2676,70825,3269,40116,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
8090,653418,10274,3218,843,418378,9654,110154,5401,87808,5273,84354,4937,50017,3214,85830,5078,215,152,84582,4913,16890,2101,27390,2774,20786,2613,3682,982,15834,1969,0,187,117776,5604,33117,2586,35790,3120,29127,2701,5691,1132,14051,1850,0,187,59111,3792,14557,2206,12969,1986,9315,1516,5477,1269,16459,2104,334,221,174825,6103,82471,4500,25314,2795,47813,3304,9318,1738,9846,1573,63,102,0400000US39,5114314,23154,1751250,18836,917732,16239,1248404,17135,397660,9442,795438,11674,3830,899,4259642,25014,1494061,18268,728461,13430,1057009,17034,323475,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
5841,172324,6322,6694,1183,180635,6177,45633,3814,33040,2974,36646,3133,33734,2943,30198,2947,1384,740,8434,1516,1880,718,2453,781,1798,637,722,416,1404,604,177,189,30992,2544,7714,1198,8538,1355,7962,1385,2782,681,2667,836,1329,367,23304,2464,5224,1203,4183,998,3773,1067,3724,854,6102,1188,298,217,57193,3749,23993,2254,9913,1553,13554,1464,4943,1011,2690,619,2100,894,0400000US40,1663962,11405,542408,9508,290801,8312,404853,10085,198533,6594,215385,7855,11982,1403,1363404,12569,457964,9008,232674,7686,341120,9261,152628,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
5581,150645,6602,808,510,171310,9117,49981,3866,33309,3582,33247,3217,24854,3654,29919,3982,0,203,72478,4785,25563,2746,17253,2582,18028,2610,4139,1061,7495,1669,0,203,64600,3726,19437,1893,16340,2288,17028,1999,4925,1235,6813,1512,57,52,56256,4312,22815,2749,11301,1947,10434,1810,3135,929,8307,1839,264,382,107180,5646,51068,3892,18716,2854,24236,2752,7698,1609,5462,1354,0,203,0400000US41,1674840,15115,603186,10198,309303,10398,404669,11859,147912,7309,208641,7272,1129,650,1203016,16453,434322,10067,212384,8089,301696,10169,103161,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
9147,607453,9929,1664,551,519843,13329,142677,6002,104414,5676,113424,4992,67071,3916,92175,4942,82,95,303838,9045,110495,6119,75217,5197,82010,5092,8754,1625,27296,2355,66,112,223525,7767,71760,4840,63324,3472,55920,3141,11726,1695,20309,2658,486,255,75115,4978,21192,2287,15924,2376,12930,1830,7035,1522,18015,2136,19,45,220246,7712,104434,5697,34353,3196,56163,3353,13391,1900,11855,1524,50,81,0400000US42,5728043,23035,2045840,19826,1005976,16681,1410919,18110,485838,10340,777103,11106,2367,646,4385476,22682,1595282,18987,712744,13435,1090472,16671,377861,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
2757,41196,3144,1056,587,42984,4358,11711,1950,11984,2476,9001,1505,2926,731,7306,1491,56,59,15625,2287,4524,1115,3933,912,4679,1302,421,306,2068,828,0,207,16084,1817,5897,1662,4027,736,4394,939,478,333,1090,423,198,166,5445,1221,1689,746,1369,579,1028,647,218,196,1141,571,0,207,18530,2682,8615,1555,3468,1203,4219,1152,791,425,1203,838,234,213,0400000US44,501044,6794,185599,6195,99582,4503,128331,5913,31984,3022,54004,3769,1544,681,402376,7608,153163,5875,74801,4571,105010,5475,27150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
8421,240953,8146,7481,1743,182292,10369,40895,3951,39898,4247,37651,4875,31251,4125,31789,3026,808,553,12877,1990,2812,877,3869,1065,2231,755,1285,443,2656,1067,24,47,45156,4758,8574,1544,10731,2178,8791,2158,2288,948,3605,1213,11167,1917,31522,3802,4448,1112,10187,2462,5971,1486,4305,1262,5739,1527,872,652,73778,5689,33609,3603,10707,2029,18036,2760,6618,2223,3500,1057,1308,684,0400000US45,1957707,18666,613981,15942,359323,12787,487376,12328,187125,9053,288242,9413,21660,2546,1612082,19075,523643,14757,283931,10559,414696,11779,141378,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
3107,38996,2724,885,422,40838,3334,14002,1849,6827,1105,8077,1282,5859,1210,5996,1307,77,107,2902,949,220,167,738,406,431,277,630,443,883,504,0,155,17498,1837,6367,1063,4784,1180,2851,683,2088,669,1408,604,0,155,6259,1323,2019,829,1334,504,1557,687,440,256,909,446,0,155,22698,2338,11157,1539,3143,729,4397,793,2774,813,1227,429,0,155,0400000US46,410028,6222,141785,5350,73712,4126,98748,4637,45402,3468,49419,2877,962,458,319833,5761,108020,4423,56886,3742,81435,4424,33611,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
8139,355572,10365,8657,1906,258280,9808,67354,4560,53007,4328,54142,4331,37016,4123,46574,4318,187,179,25985,3337,4754,1046,9795,2207,6018,1404,1355,559,4063,1127,0,208,38271,3608,11549,1753,11108,1968,8119,1690,2527,866,3994,1014,974,402,26374,2902,6805,1614,5501,1379,4694,1346,2632,913,6742,1388,0,208,89596,6540,41395,4043,11899,2009,24366,3146,6801,1638,5135,1401,0,208,0400000US47,2738221,19603,908217,16875,462205,13433,691113,15947,244788,9527,422080,11251,9818,1920,2299715,21018,776360,15378,370895,12425,593774,14886,194457,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
18881,1069081,20397,29787,3241,1252849,26327,327140,11960,269076,14281,252286,12183,232837,10559,167270,7640,4240,1337,176090,8971,50310,4185,53350,3896,43077,4180,10168,1924,18986,2620,199,193,191128,7589,49001,4201,54239,4750,44244,3941,15823,2579,15550,2049,12271,1835,196031,10822,48279,4740,48642,4951,32050,4174,31256,3919,33402,3635,2402,847,474951,16361,215786,9556,70373,5934,116722,6613,40028,4341,25341,3744,6701,2045,0400000US48,11336474,45960,3926437,36000,2007157,27488,2787993,35401,1229657,19758,1329630,21838,55600,3397,9045425,43621,3235921,33609,1511477,23875,2299614,34404,899545,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
4680,123524,5456,1292,469,150189,6107,45287,3627,24545,2507,34363,3158,21489,2544,23792,3130,713,521,30513,3353,11355,1942,7976,1885,7512,1451,1140,458,2530,836,0,192,29964,3291,10856,1681,8776,1583,6617,1281,1292,522,1900,659,523,472,23867,2660,8820,1586,4362,1254,4780,1003,1767,856,3920,1066,218,234,57879,4483,26325,2427,8999,2512,16799,2366,2841,1013,2912,893,3,6,0400000US49,1246396,10729,447734,9975,201695,7240,324737,9289,110903,5427,158578,6255,2749,890,953984,13513,345091,9183,147037,5585,254666,8263,82374,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1924,25163,1907,236,200,31532,2822,10729,1108,5328,957,6631,1279,4985,1152,3859,837,0,145,4376,1115,1497,559,949,423,771,390,103,97,1056,790,0,145,19991,2174,7674,1145,5365,1046,3945,746,1404,595,1603,781,0,145,5932,1107,2366,789,1457,619,741,309,524,267,829,354,15,26,19640,1638,9753,1255,4088,736,3502,662,1699,488,593,197,5,145,0400000US50,317383,4656,128089,3160,56189,2799,65675,3144,34071,2090,33103,2363,256,201,235912,4798,96070,2828,39002,2652,50085,2659,25356,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
9537,293578,9822,33286,3593,355426,12596,119756,6982,65268,5321,72706,4562,54923,4695,37494,3964,5279,1750,174888,9793,96875,7178,31352,4004,28586,3383,6933,2004,8436,1683,2706,916,90716,6364,29791,2842,26647,3809,18212,2198,5892,1724,5772,1655,4402,1528,53111,3561,17979,2179,10486,1873,8548,1628,7070,1635,8029,1420,999,386,176921,8360,86460,4871,26942,2917,38831,3660,9743,1858,8790,1817,6155,3150,0400000US51,3883249,20139,1621696,19188,642408,13624,871818,13988,332401,10425,362099,10775,52827,4330,3032187,23173,1270835,17660,481713,12089,704935,13572,247840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
