B14002_006E,B14002_006M,B14002_007E,B14002_007M,B14002_008E,B14002_008M,B14002_009E,B14002_009M,B14002_010E,B14002_010M,B14002_011E,B14002_011M,B14002_012E,B14002_012M,B14002_013E,B14002_013M,B14002_014E,B14002_014M,B14002_015E,B14002_015M,B14002_016E,B14002_016M,B14002_017E,B14002_017M,B14002_018E,B14002_018M,B14002_019E,B14002_019M,B14002_020E,B14002_020M,B14002_021E,B14002_021M,B14002_022E,B14002_022M,B14002_023E,B14002_023M,B14002_024E,B14002_024M,B14002_025E,B14002_025M,B14002_026E,B14002_026M,B14002_027E,B14002_027M,B14002_028E,B14002_028M,B14002_029E,B14002_029M,B14002_030E,B14002_030M,B14002_031E,B14002_031M,B14002_032E,B14002_032M,B14002_033E,B14002_033M,B14002_034E,B14002_034M,B14002_035E,B14002_035M,B14002_036E,B14002_036M,B14002_037E,B14002_037M,B14002_038E,B14002_038M,B14002_039E,B14002_039M,B14002_040E,B14002_040M,B14002_041E,B14002_041M,B14002_042E,B14002_042M,B14002_043E,B14002_043M,B14002_044E,B14002_044M,B14002_045E,B14002_045M,B14002_046E,B14002_046M,B14002_047E,B14002_047M,B14002_048E,B14002_048M,B14002_049E,B14002_049M,GEO_ID,B14002_001E,B14002_001M,B14002_002E,B14002_002M,B14002_003E,B14002_003M,B14002_004E,B14002_004M,B14002_005E,B14002_005M,B14002_006MA,B14002_006EA,B14002_007MA,B14002_007EA,B14002_008EA,B14002_008MA,B14002_009EA,B14002_009MA,B14002_010EA,B14002_010MA,B14002_011EA,B14002_011MA,B14002_012MA,B14002_012EA,B14002_013MA,B14002_013EA,B14002_014EA,B14002_014MA,B14002_015EA,B14002_015MA,B14002_016EA,B14002_016MA,B14002_017MA,B14002_017EA,B14002_018MA,B14002_018EA,B14002_019MA,B14002_019EA,B14002_020EA,B14002_020MA,B14002_021EA,B14002_021MA,B14002_022EA,B14002_022MA,B14002_023MA,B14002_023EA,B14002_024MA,B14002_024EA,B14002_025EA,B14002_025MA,B14002_026EA,B14002_026MA,B14002_027EA,B14002_027MA,B14002_028MA,B14002_028EA,B14002_029EA,B14002_029MA,B14002_030MA,B14002_030EA,B14002_031EA,B14002_031MA,B14002_032EA,B14002_032MA,B14002_033MA,B14002_033EA,B14002_034EA,B14002_034MA,B14002_035MA,B14002_035EA,B14002_036EA,B14002_036MA,B14002_037EA,B14002_037MA,B14002_038MA,B14002_038EA,B14002_039EA,B14002_039MA,B14002_040EA,B14002_040MA,B14002_041MA,B14002_041EA,B14002_042EA,B14002_042MA,B14002_043MA,B14002_043EA,B14002_044MA,B14002_044EA,B14002_045MA,B14002_045EA,B14002_046MA,B14002_046EA,B14002_047EA,B14002_047MA,B14002_048EA,B14002_048MA,B14002_049MA,B14002_049EA,NAME,B14002_001MA,B14002_001EA,B14002_002MA,B14002_002EA,B14002_003EA,B14002_003MA,B14002_004EA,B14002_004MA,B14002_005EA,B14002_005MA,state
33200,2980,42847,3178,37171,3262,5676,1056,154449,4916,140804,4694,13645,2277,168758,5237,151943,5039,16815,1851,179124,4161,156897,4410,22227,2278,201704,6248,109716,5799,91988,4869,59770,4441,16620,1976,43150,3932,2211967,7407,3295998,4400,896398,8210,53740,3831,24483,2983,29257,2408,38376,3095,32512,2766,5864,1434,147240,4438,131788,4647,15452,2116,158686,4995,142648,5059,16038,2127,167076,4236,148735,4168,18341,2165,253607,6229,135972,6190,117635,5332,77673,4063,27124,2419,50549,3338,2399600,7529,0400000US25,6376038,4508,3080040,3485,868073,8253,61421,3380,28221,2325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
24794,2339,67919,3770,59915,3573,8004,1409,262245,5818,234313,5087,27932,2528,268029,6470,243968,6327,24061,1992,291530,4847,266461,5031,25069,2065,305176,6704,260155,6421,45021,3493,54640,3856,39703,3021,14937,2044,3349663,11133,4859970,4939,1369559,10950,68747,3617,46083,3014,22664,2303,61779,3590,55243,3387,6536,1126,242965,5938,213300,5796,29665,2659,256831,6019,230504,5909,26327,2568,274589,4141,250758,4686,23831,2271,388708,9259,326343,8622,62365,3375,75940,3981,57803,3595,18137,1939,3490411,10452,0400000US26,9535715,5970,4675745,5351,1326082,9825,76543,3750,51749,3170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,26
18494,2026,36793,2548,31645,2386,5148,907,145862,3552,129474,4073,16388,2177,144062,4109,127791,4419,16271,1714,150283,2979,140471,3012,9812,1205,151275,5768,116491,4994,34784,3057,27731,2637,15101,1614,12630,1625,1849025,7240,2584294,4262,719329,5741,45621,2974,27269,2305,18352,1828,35655,2258,31605,2288,4050,972,138819,3654,122286,3576,16533,1840,134045,3463,120651,3341,13394,1568,144842,3294,135249,3214,9593,1091,180165,4507,135208,4887,44957,3496,40182,2669,21750,1806,18432,1810,1864965,5939,0400000US27,5137489,3526,2553195,4024,704170,7286,48164,2978,29670,2430,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,27
9172,1650,22931,2653,20651,2619,2280,784,85531,4955,76847,4905,8684,1449,90077,3866,80629,3652,9448,1453,87396,4819,77758,4934,9638,2051,70421,4436,60970,4351,9451,1617,11916,2270,8437,1864,3479,1189,989897,7037,1476938,4837,434846,7696,27603,2669,19447,2538,8156,1312,21283,2419,18272,2367,3011,923,77693,3699,69695,3778,7998,1259,84920,4460,77631,4419,7289,1454,87443,4219,78193,4191,9250,1698,116573,5915,100931,5490,15642,2021,19331,2323,14610,1934,4721,1296,1042092,6859,0400000US28,2862804,4160,1385866,4964,395969,7274,27697,3400,18525,2599,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,28
24122,2417,42045,3127,35698,2856,6347,1375,153391,4717,132928,4635,20463,2424,160784,4984,138793,4948,21991,2747,168994,4966,146517,4921,22477,2055,156014,6151,114435,5298,41579,3537,33764,3395,18230,2435,15534,2071,2064344,9900,2954024,5018,798831,8076,49505,3770,28803,2939,20702,2177,39090,3760,32099,3074,6991,1564,153182,5469,134031,5562,19151,2138,147346,5136,124956,5014,22390,2593,154650,4005,136721,4103,17929,2178,206301,6477,150673,6020,55628,3574,48757,3599,26699,2839,22058,2167,2155193,8668,0400000US29,5789094,4166,2835070,5513,770726,9329,55734,3341,31612,2475,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,29
5651,1050,7424,1447,6671,1441,753,376,23605,1797,21009,1784,2596,704,23224,1787,20771,1691,2453,1023,24595,1496,22921,1575,1674,588,23924,2175,19975,2164,3949,1166,6570,1665,4474,1374,2096,946,363562,3519,480847,2197,123594,3374,7476,1337,3078,801,4398,1063,6339,1327,5695,1278,644,432,24800,1607,22730,1735,2070,800,22872,2069,21001,2033,1871,614,25513,1579,22814,1610,2699,842,29651,2804,25938,2601,3713,804,6943,1609,5974,1559,969,368,357253,3279,0400000US30,963796,1739,482949,1886,119387,3373,10045,1352,4394,916,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,30
7335,1075,14162,1656,11712,1499,2450,941,53981,2229,47558,2361,6423,1093,48283,2617,42650,2549,5633,1110,52878,2183,46451,2341,6427,1132,56729,3352,46078,2932,10651,1874,9015,1357,6386,1190,2629,686,619674,4033,892028,2865,261477,3960,14370,1579,8536,1269,5834,953,12605,1315,11011,1253,1594,523,50114,2599,44018,2443,6096,1128,49592,2701,43145,2623,6447,1017,49994,2174,43884,2096,6110,1072,68668,3380,53217,3276,15451,1986,16134,1698,11987,1612,4147,982,630551,4410,0400000US31,1765872,2539,873844,2908,254170,4651,19122,1966,11787,1855,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,31
8061,2158,18722,2500,17551,2513,1171,637,78177,4610,73145,4309,5032,1420,68086,4512,64368,4319,3718,1075,81421,4179,77477,4091,3944,1253,62165,5286,53936,4777,8229,2220,10802,2036,7180,1709,3622,1121,982307,8517,1297372,3817,347591,6403,15081,2567,7494,1880,7587,1780,18335,2889,16626,2692,1709,1087,74888,5333,68725,4972,6163,2029,66547,4612,62547,4649,4000,1122,73040,3499,69757,3298,3283,1146,83282,4822,66312,4716,16970,3233,16418,2197,10710,2231,5708,1389,949781,6184,0400000US32,2616097,3930,1318725,3803,336418,8143,17045,2670,8984,1821,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,32
5522,1127,7931,1295,6631,1292,1300,474,30773,2247,28043,2301,2730,897,33864,2348,30964,2376,2900,679,37087,1458,33046,1686,4041,984,31574,2217,21080,1828,10494,1621,7663,1488,2913,1016,4750,1139,471216,3281,649806,2260,166629,3365,8942,1289,2837,786,6105,1004,7043,1530,6140,1372,903,470,31865,2491,28819,2499,3046,877,30757,2176,29034,2152,1723,628,33616,1433,30485,1517,3131,978,43579,2836,28629,2603,14950,1778,10827,1512,4604,933,6223,1267,483177,3218,0400000US33,1278979,2217,629173,2022,157957,3225,9065,1378,3543,871,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
42839,3078,57075,3694,47891,3621,9184,1315,228920,5165,206742,5421,22178,2203,239024,6499,214717,6907,24307,2421,252348,4884,222127,4764,30221,2593,222959,7080,163600,6030,59359,3914,45911,3112,20798,2173,25113,2326,3007665,8009,4370647,4641,1154626,10435,85582,4677,43864,3852,41718,2925,60238,3765,50909,3705,9329,1645,214868,6537,193433,6224,21435,2320,219062,6285,196500,6069,22562,2373,238592,4853,211454,5153,27138,2708,269553,8003,197442,6316,72111,4294,66731,3974,33220,2672,33511,3109,3216021,9509,0400000US34,8513085,5753,4142438,4535,1134773,8520,88536,4551,45697,3823,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,34
4799,1141,14734,2131,13193,1981,1541,783,59162,3550,54796,3798,4366,1278,59873,3659,55708,3653,4165,927,60228,2857,56600,2802,3628,871,65113,3834,56377,3670,8736,1843,9057,1594,7278,1450,1779,648,708440,5185,1003994,3336,285883,5704,12654,1724,8543,1511,4111,1006,14149,2082,13379,2010,770,414,54036,3801,50333,3713,3703,1027,59812,3760,55970,3720,3842,917,52846,2735,49549,2909,3297,866,78413,4734,70571,4440,7842,1365,13973,1752,11421,1618,2552,741,718111,5595,0400000US35,1997708,3571,993714,3695,285274,5523,17107,2336,12308,2163,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,35
75223,4649,125245,5709,105966,4880,19279,2045,475169,8216,409905,9163,65264,5141,490581,7815,425477,7391,65104,3979,548328,7183,476875,7481,71453,3954,552058,11436,359488,9200,192570,8189,127084,5896,46714,3902,80370,5104,6613640,13517,9691785,6319,2548863,13688,137502,6084,71621,4605,65881,4445,121016,5878,99997,5504,21019,2107,445505,9712,385711,9565,59794,3646,467256,9713,406881,9320,60375,3402,505861,7057,442113,7079,63748,3367,678236,11103,432476,10229,245760,7593,193487,6864,77361,4463,116126,5736,7142922,12429,0400000US36,18777502,7486,9085717,7183,2472077,13381,153612,6039,78389,4359,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,36
34613,3678,66475,4927,60728,4924,5747,1280,258044,7636,235672,7723,22372,2769,272115,7668,248941,7475,23174,3450,262137,7554,242359,7480,19778,2300,254805,7208,211506,7580,43299,3977,45796,3799,28639,3457,17157,2402,3275140,10841,4781793,8899,1323105,14371,69699,5326,36339,3741,33360,3768,65347,4844,59317,4788,6030,1423,241915,8619,221775,8518,20140,2183,256721,8860,231301,8548,25420,2930,249625,6367,227662,6418,21963,2760,370373,11112,304452,11174,65921,4504,69425,5277,48300,4031,21125,3197,3458688,14425,0400000US37,9291132,7227,4509339,8701,1234199,11235,74827,4835,40214,4165,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,37
1222,494,4533,875,4348,877,185,150,16562,1329,15357,1558,1205,617,14903,1181,14055,1188,848,390,17372,1136,16503,1243,869,458,25208,2104,22487,1986,2721,879,2329,632,1980,581,349,231,244441,2938,325805,1717,87683,2707,4919,1170,3371,1038,1548,528,4389,872,3804,816,585,272,16024,1448,13615,1515,2409,1008,13753,1193,13082,1213,671,345,15249,1123,14070,1164,1179,492,28529,2386,24811,2230,3718,885,4820,1202,3453,841,1367,948,238122,2967,0400000US38,655499,1392,329694,1972,85253,2617,4346,819,3124,718,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,38
42222,3312,79901,4692,70346,4254,9555,1661,305032,7369,265993,7450,39039,3221,307967,6718,266932,6396,41035,2839,328120,5329,294970,5889,33150,2938,322017,8785,251874,8656,70143,3997,60009,4587,39286,3666,20723,2425,3922655,12107,5708026,6495,1571739,11226,89825,5213,51860,4065,37965,3171,70653,3926,58878,3969,11775,1590,292174,7137,249879,6644,42295,3359,295416,7910,253002,7146,42414,3221,309407,5929,271777,5977,37630,2669,423066,8467,326228,8627,96838,4465,91198,5453,60911,4166,30287,3029,4136287,10740,0400000US39,11136156,6385,5428130,6311,1505475,11554,102429,4919,60207,4078,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,39
7954,1166,29929,2836,27626,2523,2303,840,106654,3976,99059,4030,7595,1253,107221,3246,99068,3488,8153,1464,102475,3088,95568,3166,6907,1123,94553,3983,76936,4032,17617,2663,18127,1946,13810,1712,4317,1221,1305447,5117,1837585,4203,502460,6497,31164,2565,25695,2416,5469,923,27563,2812,25412,2666,2151,659,101089,4206,93955,4350,7134,1239,100559,4133,92875,4303,7684,1279,99510,3155,91041,3161,8469,1371,120046,5111,101206,4582,18840,2300,22529,2343,17423,2030,5106,1139,1335125,6847,0400000US40,3635095,3670,1797510,3930,492063,5891,33104,2381,25150,2326,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
14463,2002,24019,2353,20235,2319,3784,938,95121,3686,87105,4141,8016,1541,99629,4447,92318,4322,7311,1484,101922,3494,94560,3635,7362,1393,114176,4562,98415,4518,15761,2177,19950,2479,12653,1812,7297,1615,1362036,6233,1891133,4323,490835,7590,22801,2129,9770,1749,13031,1732,20872,2133,18281,2152,2591,909,93925,3819,83056,3340,10869,2152,96521,4731,87680,4772,8841,1450,91169,3374,83888,3154,7281,1477,135286,5641,112884,5295,22402,2563,30261,3161,18094,2542,12167,2134,1400298,7951,0400000US41,3735547,4652,1844414,3575,482378,5545,27561,2662,13098,2010,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,41
55178,3298,74966,3673,63122,3837,11844,1417,303115,6884,261924,6286,41191,3221,322242,7280,280614,7078,41628,3195,348156,4961,305020,5057,43136,2988,338699,8280,207969,6877,130730,6116,68248,4123,28916,2830,39332,3074,4445803,11366,6324225,5340,1618831,11619,92694,3855,41791,3158,50903,2911,70803,3677,59094,3609,11709,1673,292479,6761,250855,6231,41624,3417,303756,6855,261220,6684,42536,3165,324611,5794,281388,5409,43223,3082,426289,8405,269944,7392,156345,5378,108199,4977,48438,3385,59761,3921,4705394,11459,0400000US42,12329010,5777,6004785,6277,1558982,11192,103556,4927,48378,3590,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
4025,883,5126,1051,4413,1051,713,319,25871,2069,22454,1899,3417,1028,24833,2020,23071,2067,1762,692,27890,2034,24810,2027,3080,845,37282,2980,20168,2241,17114,2104,7694,1821,2945,1037,4749,1605,354358,3385,527630,1657,140422,3931,8083,1550,3795,974,4288,1330,4726,980,4116,890,610,354,22626,2014,20348,2006,2278,711,22958,1779,20321,1894,2637,741,27255,1934,22615,1705,4640,1089,45855,2782,28652,2522,17203,1904,8919,1403,3955,967,4964,1118,387208,3873,0400000US44,1019489,1801,491859,1702,137501,3662,8805,1431,4780,1037,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
14473,2211,38057,3636,33305,3544,4752,1242,119322,5545,110550,5628,8772,1673,123056,5228,112151,4652,10905,1954,134399,4742,125546,4729,8853,1627,114194,6110,90979,5176,23215,2696,19856,3046,12398,2183,7458,1902,1607280,8331,2321153,4890,618438,9134,32633,3219,18981,2447,13652,2076,37259,3794,31705,3322,5554,1416,120032,5357,110295,5375,9737,1881,116594,5911,107293,5971,9301,1642,116516,3706,108419,3951,8097,1693,166225,6562,128438,5400,37787,3769,29179,3309,20910,2663,8269,2082,1702715,8291,0400000US45,4509457,5878,2188304,5326,581024,9055,32140,3365,17667,2400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,45
2673,760,5002,991,4686,997,316,331,23183,1829,20710,1695,2473,936,21416,1998,20456,2017,960,423,23116,1333,21612,1275,1504,460,23602,2178,21133,2025,2469,732,4164,1195,2788,917,1376,728,285109,2952,397401,2442,110549,3070,6469,988,4435,874,2034,782,6412,1166,5664,1076,748,383,21264,1599,19271,1559,1993,666,21355,1451,20012,1547,1343,559,21987,1449,21229,1478,758,242,28316,2073,22974,1926,5342,1056,4746,977,3978,937,768,359,286852,2895,0400000US46,790983,1999,393582,2381,108473,2976,7990,1029,5317,911,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,46
17581,2499,36225,2980,33171,2943,3054,803,166081,5673,149390,5665,16691,2358,182788,5316,161288,5328,21500,2855,170934,4491,149840,4282,21094,2881,148622,5584,114408,5617,34214,3005,26812,3068,16057,2199,10755,2024,2223843,8441,3173904,5876,817602,9248,44483,3509,24054,2942,20429,2320,39186,3454,35457,3321,3729,933,162930,5193,147661,5002,15269,2793,167632,4665,146335,4845,21297,2911,162667,4648,142977,4935,19690,2002,197845,6515,152101,6524,45744,3603,42859,3915,26799,3756,16060,2161,2356302,8905,0400000US47,6174799,6530,3000895,6516,777052,8223,45590,3489,28009,2699,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,47
83307,5182,215827,9508,197260,9347,18567,3187,812811,13236,764959,14031,47852,4033,778497,13255,734619,13167,43878,3809,786617,13727,740028,14183,46589,3540,682035,16176,580814,14252,101221,7237,120338,6471,83613,6050,36725,3648,8535858,21741,12378453,11510,3691006,21036,219172,8015,137157,7224,82015,5153,203210,8976,184444,9194,18766,2726,772100,11870,720656,12733,51444,4789,751432,12822,704166,12569,47266,4545,718815,11590,675998,11351,42817,4041,864087,16170,730035,15903,134052,7514,162190,7731,120234,6779,41956,3924,8687447,21369,0400000US48,24543360,13557,12164907,12220,3629049,20786,232924,7774,149617,6219,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,48
15811,2359,29166,2659,27264,2579,1902,708,100674,3901,95097,3996,5577,1549,93880,3878,88566,3501,5314,1542,89944,2797,85068,2711,4876,1357,114959,5001,87277,4694,27682,2824,17751,2243,12850,1945,4901,1030,861924,6340,1325868,3990,447885,6129,27072,2243,13236,1653,13836,1843,22176,2191,20648,2064,1528,608,92580,4285,87193,4502,5387,1330,95401,4500,89805,4532,5596,1540,84333,3278,80095,3660,4238,1429,111067,5741,80078,5047,30989,2914,15256,1645,11829,1619,3427,965,877983,6142,0400000US49,2666272,4088,1340404,3847,478480,6382,32106,3762,16295,2558,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,49
