B17014_002M,B17014_003E,B17014_003M,B17014_004E,B17014_004M,B17014_005E,B17014_005M,B17014_006E,B17014_006M,B17014_007E,B17014_007M,B17014_008E,B17014_008M,B17014_009E,B17014_009M,B17014_010E,B17014_010M,B17014_011E,B17014_011M,B17014_012E,B17014_012M,B17014_013E,B17014_013M,B17014_014E,B17014_014M,B17014_015E,B17014_015M,B17014_016E,B17014_016M,B17014_017E,B17014_017M,B17014_018E,B17014_018M,B17014_019E,B17014_019M,B17014_020E,B17014_020M,B17014_021E,B17014_021M,B17014_022E,B17014_022M,B17014_023E,B17014_023M,B17014_024E,B17014_024M,B17014_025E,B17014_025M,B17014_026E,B17014_026M,B17014_027E,B17014_027M,B17014_028E,B17014_028M,B17014_029E,B17014_029M,B17014_030E,B17014_030M,B17014_031E,B17014_031M,B17014_032E,B17014_032M,B17014_033E,B17014_033M,B17014_034E,B17014_034M,B17014_035E,B17014_035M,GEO_ID,B17014_001E,B17014_001M,B17014_002E,B17014_002MA,B17014_003EA,B17014_003MA,B17014_004MA,B17014_004EA,B17014_005MA,B17014_005EA,B17014_006MA,B17014_006EA,B17014_007MA,B17014_007EA,B17014_008EA,B17014_008MA,B17014_009MA,B17014_009EA,B17014_010MA,B17014_010EA,B17014_011MA,B17014_011EA,B17014_012MA,B17014_012EA,B17014_013MA,B17014_013EA,B17014_014EA,B17014_014MA,B17014_015EA,B17014_015MA,B17014_016EA,B17014_016MA,B17014_017MA,B17014_017EA,B17014_018MA,B17014_018EA,B17014_019EA,B17014_019MA,B17014_020MA,B17014_020EA,B17014_021MA,B17014_021EA,B17014_022MA,B17014_022EA,B17014_023MA,B17014_023EA,B17014_024EA,B17014_024MA,B17014_025EA,B17014_025MA,B17014_026EA,B17014_026MA,B17014_027MA,B17014_027EA,B17014_028MA,B17014_028EA,B17014_029MA,B17014_029EA,B17014_030EA,B17014_030MA,B17014_031MA,B17014_031EA,B17014_032MA,B17014_032EA,B17014_033MA,B17014_033EA,B17014_034EA,B17014_034MA,B17014_035EA,B17014_035MA,NAME,B17014_001MA,B17014_001EA,B17014_002EA,state
5425,35611,3355,15408,1727,12258,2188,6815,1320,1130,477,71295,4014,9689,1938,3657,1120,5003,1386,992,576,37,60,61606,3992,26070,2376,31929,2869,3117,947,490,300,1537299,12862,1189633,13298,134406,4399,240080,7407,619128,9734,196019,5591,347666,9006,99598,4913,5735,959,49374,4153,31527,2825,12962,1835,248068,7958,15881,1832,123386,6364,82122,4978,26679,2585,0400000US25,1644205,12629,106906,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,25
2006,1755,536,634,320,758,440,312,237,51,85,12006,1895,1584,783,502,370,822,669,260,364,0,213,10422,1779,5794,1451,3977,1289,497,365,154,252,107768,3941,71254,3023,5521,953,12448,1736,48825,2761,4460,1052,36514,3017,8584,1455,246,234,4921,1040,2657,880,760,558,27930,2674,2364,790,14783,2117,8279,1516,2504,762,0400000US11,121529,3987,13761,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,11
3522,22058,2806,5956,1313,8906,1767,6461,1402,735,447,23535,2681,3151,986,544,302,2118,890,400,337,89,105,20384,2524,6716,1371,11026,2029,2322,848,320,218,698174,8382,586349,7535,61981,2601,138313,5343,277059,6656,108996,3917,111825,5698,41684,3275,2193,787,21403,2610,13538,2145,4550,933,70141,4366,4329,1069,31631,2958,25677,2431,8504,1419,0400000US49,743767,8138,45593,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,49
12311,177681,8479,62950,4838,75792,5239,32743,2752,6196,1212,287661,9948,43511,3721,18237,2432,20704,2675,4170,1307,400,358,244150,9135,107330,5257,116391,6256,18238,1913,2191,759,4167594,21693,3065832,21310,390259,8510,689613,10558,1504716,17971,481244,9872,1101762,15179,317254,9412,21597,1992,155648,6439,98577,5890,41432,3413,784508,12102,59368,3934,400909,11408,237204,8493,87027,5245,0400000US36,4632936,21570,465342,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,36
6289,55682,4821,19984,2476,24269,3265,10588,1921,841,448,99212,5453,14999,2387,4510,1128,8418,1964,1513,629,558,618,84213,4661,29146,3105,46812,3511,7288,1560,967,515,2076742,16581,1608112,15838,183729,5847,364266,8106,779795,13659,280322,7256,468630,11074,143452,6170,7210,1369,69684,4322,50038,3797,16520,2578,325178,9177,21087,2251,155029,7547,113205,6008,35857,2969,0400000US34,2231636,16928,154894,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,34
8789,80024,4113,32736,2419,29871,2868,14754,1906,2663,1153,203797,7926,31589,2905,11149,1825,18520,2022,1695,634,225,243,172208,8087,55639,4200,102457,6113,12905,1701,1207,613,2640423,18155,2032543,17860,310917,5622,467104,9744,985241,14164,269281,7109,607880,11599,196031,7393,14207,1813,112590,5450,58855,3925,10379,1900,411849,8909,33228,2575,223922,7334,126201,5819,28498,2513,0400000US39,2924244,16447,283821,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,39
5874,53421,4133,19449,2338,21957,2391,10810,1598,1205,566,86465,4380,14625,1876,5013,1097,7714,1542,1701,797,197,251,71840,3776,23686,2563,40726,3012,6328,1368,1100,651,1410990,14568,1106081,12858,175866,4908,243016,7069,550395,10955,136804,5507,304909,9794,95042,6018,6942,1486,56497,4490,26696,2920,4907,1193,209867,7185,17905,1856,116804,5692,58585,3597,16573,2172,0400000US29,1550876,14411,139886,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,29
8044,84281,3938,33347,2630,29850,2916,18298,2255,2786,1073,178794,7266,32802,3080,12621,1955,17785,2033,1784,671,612,716,145992,6077,51238,4532,81688,4571,11784,2063,1282,547,2972182,17693,2326988,17024,351613,6522,504206,9871,1133666,14302,337503,6928,645194,12617,203530,6860,14044,1458,112426,4770,62415,4508,14645,1931,441664,10539,36149,2810,233164,7654,134081,6337,38270,3068,0400000US42,3235257,16951,263075,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,42
7742,81866,3764,32171,2242,31769,2585,15487,1937,2439,828,156535,6131,28507,2626,11064,1678,15358,1744,1977,636,108,118,128028,5774,45570,3744,74022,4599,7215,1152,1221,555,2281600,14297,1767604,11952,298550,5635,411476,7096,816931,8345,240647,5982,513996,10312,167031,5712,14267,1736,91587,4354,50421,2995,10756,1516,346965,8107,33740,2716,181819,5427,106465,5051,24941,2365,0400000US26,2520001,12884,238401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,26
2440,13109,1548,3579,899,5063,969,3916,913,551,388,21508,2136,4069,988,1315,639,2050,715,704,432,0,161,17439,1820,3871,1066,11278,1593,1912,648,378,296,451011,5547,366692,5695,42506,1869,72595,3313,205018,5341,46573,2444,84319,3673,30335,2222,1152,514,15310,1690,11411,1593,2462,772,53984,2869,2762,697,30438,2570,15897,1577,4887,923,0400000US31,485628,5777,34617,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,31
3490,16447,2232,5765,1338,6497,1404,3316,851,869,501,19475,3006,3586,1451,1613,1120,1648,690,233,169,92,112,15889,2562,4404,1236,8931,1855,2202,985,352,311,401843,8117,332367,8163,51616,2729,82485,4437,156295,6257,41971,3689,69476,5714,25064,3245,1562,660,14470,2500,7264,1646,1768,750,44412,4941,2806,781,24425,3705,12960,2152,4221,1500,0400000US16,437765,8417,35922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,16
4183,30209,3367,12514,2125,11281,2061,5992,1455,422,254,44456,3421,8812,1483,4314,1229,3791,945,707,386,0,201,35644,3144,13432,1928,18875,2198,3031,797,306,229,420713,8572,314043,6793,61866,3519,87775,4528,135567,5680,28835,2660,106670,5344,36306,3241,2494,917,22272,2540,8787,1576,2753,953,70364,4053,7858,1596,37571,3212,21183,2434,3752,872,0400000US35,495378,8167,74665,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,35
2129,6252,1215,2411,785,2446,751,1395,619,0,189,11668,1859,1710,598,335,233,1216,543,152,129,7,12,9958,1710,3960,1022,5173,1208,772,337,53,72,298929,5142,228910,5124,28555,2044,48957,2801,107795,3982,43603,2419,70019,3865,21442,2053,1534,565,9195,1402,6381,1328,4332,1006,48577,3022,3867,967,22658,2422,13522,1898,8530,1246,0400000US15,316849,5403,17920,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,15
1790,5315,1244,2126,951,1413,483,1347,507,429,279,12256,1605,2320,687,815,441,1398,582,107,113,0,163,9936,1509,3327,652,5742,1215,773,450,94,121,202136,5094,166624,4895,21322,1973,31490,2279,96653,3627,17159,1750,35512,2902,12509,1695,521,222,7479,1239,3870,1023,639,308,23003,2385,1093,410,13682,1739,6675,1213,1553,530,0400000US46,219707,5207,17571,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,46
5731,45676,3505,16848,1958,18275,2424,9351,1724,1202,588,73570,4855,10976,1814,3349,911,6638,1451,984,492,5,13,62594,4857,22271,2532,34545,4131,5096,1433,682,442,1760391,15008,1409215,14984,201288,4867,340107,7868,701143,11465,166677,6596,351176,10191,124943,6684,8458,1515,70952,5070,35480,3144,10053,1816,226233,8180,17829,1926,121516,6380,69117,4194,17771,2453,0400000US53,1879637,15187,119246,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,53
2460,7028,1563,2859,819,2736,1141,1245,709,188,166,15514,2303,3391,1004,1247,702,1917,721,227,244,0,220,12123,2034,5811,1542,5623,1336,585,424,104,181,224934,4489,167685,5095,22301,1805,38998,2763,81982,3944,24404,2071,57249,4131,16341,2329,1527,610,8748,1633,5253,1181,813,530,40908,3369,3717,1094,19879,2270,13783,2208,3529,1152,0400000US44,247476,4287,22542,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,44
6517,73049,4238,23068,2081,33612,3079,13614,1943,2755,952,97157,5129,19304,2569,6950,1396,9677,1834,2040,928,637,452,77853,4735,28519,3053,41241,3320,7043,1443,1050,589,1542800,14601,1174221,13242,238314,5604,288442,7892,501434,10861,146031,6028,368579,10680,132390,6574,7693,1335,75977,5423,38310,3456,10410,1582,236189,8416,17935,2213,121434,5944,74160,4671,22660,2834,0400000US04,1713006,14051,170206,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,04
7696,66388,4815,27028,2750,25401,2530,13409,2411,550,327,126923,6204,22787,2635,8094,1502,12739,1914,1724,711,230,244,104136,5537,37773,3572,58516,4414,7142,1583,705,441,1514857,14083,1179350,14316,185394,5459,301360,7896,561487,10347,131109,5594,335507,9726,104360,4746,9967,1536,58495,3597,30012,2896,5886,1515,231147,8097,22506,2489,121602,5556,68779,4968,18260,2611,0400000US47,1708168,14564,193311,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,47
3428,21067,2019,7190,1239,7814,1094,5316,1016,747,364,37123,3191,8302,1819,3097,1188,4283,1317,922,631,0,177,28821,2802,7973,1319,18572,2197,2138,782,138,148,668558,8388,549673,7417,69991,3097,122561,4105,286377,6472,70744,3473,118885,5314,38498,3088,1942,520,22278,2199,11225,1634,3053,921,80387,4010,5324,1130,43228,2982,25545,2573,6290,1120,0400000US20,726748,8743,58190,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,20
