B24022_023M,B24022_024E,B24022_024M,B24022_025E,B24022_025M,B24022_026E,B24022_026M,B24022_027E,B24022_027M,B24022_028E,B24022_028M,B24022_029E,B24022_029M,B24022_030E,B24022_030M,B24022_031E,B24022_031M,B24022_032E,B24022_032M,B24022_033E,B24022_033M,B24022_034E,B24022_034M,B24022_035E,B24022_035M,B24022_036E,B24022_036M,B24022_037E,B24022_037M,B24022_038E,B24022_038M,B24022_039E,B24022_039M,B24022_040E,B24022_040M,B24022_041E,B24022_041M,B24022_042E,B24022_042M,B24022_043E,B24022_043M,B24022_044E,B24022_044M,B24022_045E,B24022_045M,B24022_046E,B24022_046M,B24022_047E,B24022_047M,B24022_048E,B24022_048M,B24022_049E,B24022_049M,B24022_050E,B24022_050M,B24022_051E,B24022_051M,B24022_052E,B24022_052M,B24022_053E,B24022_053M,B24022_054E,B24022_054M,B24022_055E,B24022_055M,B24022_056E,B24022_056M,B24022_057E,B24022_057M,B24022_058E,B24022_058M,B24022_059E,B24022_059M,B24022_060E,B24022_060M,B24022_061E,B24022_061M,B24022_062E,B24022_062M,B24022_063E,B24022_063M,B24022_064E,B24022_064M,B24022_065E,B24022_065M,B24022_066E,B24022_066M,B24022_067E,B24022_067M,B24022_068E,B24022_068M,B24022_069E,B24022_069M,B24022_070E,B24022_070M,B24022_071E,B24022_071M,B24022_072E,B24022_072M,B24022_073E,B24022_073M,GEO_ID,B24022_001E,B24022_001M,B24022_002E,B24022_002M,B24022_003E,B24022_003M,B24022_004E,B24022_004M,B24022_005E,B24022_005M,B24022_006E,B24022_006M,B24022_007E,B24022_007M,B24022_008E,B24022_008M,B24022_009E,B24022_009M,B24022_010E,B24022_010M,B24022_011E,B24022_011M,B24022_012E,B24022_012M,B24022_013E,B24022_013M,B24022_014E,B24022_014M,B24022_015E,B24022_015M,B24022_016E,B24022_016M,B24022_017E,B24022_017M,B24022_018E,B24022_018M,B24022_019E,B24022_019M,B24022_020E,B24022_020M,B24022_021E,B24022_021M,B24022_022E,B24022_022M,B24022_023E,B24022_023MA,B24022_024MA,B24022_024EA,B24022_025MA,B24022_025EA,B24022_026MA,B24022_026EA,B24022_027MA,B24022_027EA,B24022_028EA,B24022_028MA,B24022_029EA,B24022_029MA,B24022_030EA,B24022_030MA,B24022_031MA,B24022_031EA,B24022_032EA,B24022_032MA,B24022_033EA,B24022_033MA,B24022_034EA,B24022_034MA,B24022_035EA,B24022_035MA,B24022_036MA,B24022_036EA,B24022_037MA,B24022_037EA,B24022_038EA,B24022_038MA,B24022_039EA,B24022_039MA,B24022_040EA,B24022_040MA,B24022_041MA,B24022_041EA,B24022_042MA,B24022_042EA,B24022_043EA,B24022_043MA,B24022_044EA,B24022_044MA,B24022_045EA,B24022_045MA,B24022_046MA,B24022_046EA,B24022_047MA,B24022_047EA,B24022_048EA,B24022_048MA,B24022_049EA,B24022_049MA,B24022_050EA,B24022_050MA,B24022_051EA,B24022_051MA,B24022_052EA,B24022_052MA,B24022_053MA,B24022_053EA,B24022_054EA,B24022_054MA,B24022_055MA,B24022_055EA,B24022_056EA,B24022_056MA,B24022_057EA,B24022_057MA,B24022_058MA,B24022_058EA,B24022_059MA,B24022_059EA,B24022_060MA,B24022_060EA,B24022_061EA,B24022_061MA,B24022_062EA,B24022_062MA,B24022_063MA,B24022_063EA,B24022_064MA,B24022_064EA,B24022_065EA,B24022_065MA,B24022_066EA,B24022_066MA,B24022_067EA,B24022_067MA,B24022_068MA,B24022_068EA,B24022_069MA,B24022_069EA,B24022_070MA,B24022_070EA,B24022_071EA,B24022_071MA,B24022_072EA,B24022_072MA,B24022_073MA,B24022_073EA,NAME,B24022_001EA,B24022_001MA,B24022_002EA,B24022_002MA,B24022_003MA,B24022_003EA,B24022_004MA,B24022_004EA,B24022_005MA,B24022_005EA,B24022_006EA,B24022_006MA,B24022_007EA,B24022_007MA,B24022_008MA,B24022_008EA,B24022_009MA,B24022_009EA,B24022_010EA,B24022_010MA,B24022_011EA,B24022_011MA,B24022_012EA,B24022_012MA,B24022_013MA,B24022_013EA,B24022_014MA,B24022_014EA,B24022_015MA,B24022_015EA,B24022_016EA,B24022_016MA,B24022_017EA,B24022_017MA,B24022_018MA,B24022_018EA,B24022_019MA,B24022_019EA,B24022_020MA,B24022_020EA,B24022_021EA,B24022_021MA,B24022_022EA,B24022_022MA,B24022_023EA,state
3145,26609,2636,32760,3678,30640,14227,50229,1796,52188,3906,44467,3029,42463,1839,37218,1971,41606,1295,48746,2476,41557,814,41627,1336,48586,3546,35398,1972,40164,753,52142,805,53474,2738,55111,3491,52527,2357,60092,4278,61027,3767,59190,5312,55629,13772,46909,1688,41672,2381,73583,27665,47419,2123,46389,12135,56486,1308,62382,4337,38384,2954,24610,904,27349,1560,37405,5000,35983,2635,39482,6633,20286,1620,23082,1458,23566,1930,35736,598,36869,1637,35412,617,36658,7408,24460,5228,32271,47322,50561,14984,31350,1698,33516,3113,36215,17431,26216,1156,0400000US31,45614,513,50315,473,65566,1402,64503,4046,64328,3918,65048,6585,71694,2600,76794,2444,68541,3313,52284,10794,55775,1562,47143,7900,98066,4271,57135,3533,48542,4158,84931,8584,92122,10822,51852,2959,36497,1544,39795,3741,55679,9011,46469,4867,60340,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
6180,28943,4915,30424,3150,21918,10780,50759,1169,52278,4551,41991,3024,40716,671,34186,3409,41182,822,44487,5560,40717,1014,40829,1322,46009,2406,32971,2545,36799,877,49273,2820,50764,3958,51730,6383,49417,6317,61895,3866,61114,11785,62949,7869,62440,30121,42277,2230,41460,3010,42152,20134,42134,3300,52296,13528,55446,5966,65354,4091,36410,2862,25043,1119,27129,2376,41372,10492,40353,25817,42468,17782,21897,2007,20432,2786,25952,1093,33151,1948,40037,4757,31697,954,24480,2479,19988,5702,25390,15030,27462,37778,28788,3395,28716,2403,31567,5447,23656,5199,0400000US16,41973,433,47358,1238,65649,2902,62135,3843,62181,4549,61971,6576,71694,5612,67369,9718,76597,5708,76907,12618,55122,7450,45205,10377,126083,27033,57317,6282,45586,5889,76793,11612,91747,46994,53503,11571,33061,2397,35435,6584,50355,3029,53259,6827,49160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
6272,21999,1389,26012,1442,31019,2054,38926,1271,39415,1558,38304,1799,36321,1938,26817,3213,36828,3912,40285,3960,38573,4245,35606,4907,45638,8926,27537,5171,35759,688,51220,998,51373,1646,50122,3844,53989,3237,72642,7660,66743,7651,96410,5373,61505,15877,42612,2024,41913,1886,61005,13585,40631,2750,49865,5589,60380,3111,73134,6582,35315,4429,21313,682,22458,2266,42097,6911,41236,1603,52931,8517,15870,2416,21473,2595,20615,2192,30424,937,27720,3049,30842,943,41187,4800,40934,6318,28209,15950,50785,10397,25412,4985,23918,5742,30010,8761,27953,10362,0400000US35,40172,584,42879,1662,66320,2445,65751,5709,66818,5108,61257,6886,75256,6750,75605,10551,71904,11595,75921,4058,53990,4486,39746,7572,102193,33995,51235,4731,51036,12600,72272,16961,100784,13307,34672,9308,30614,1308,33192,10013,51047,2763,47129,3754,55152,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
7864,35761,4137,35373,2282,37018,7665,50823,2032,52260,9126,44507,4996,52355,5000,22480,6841,52342,4866,62224,4569,41395,1557,54492,13475,42081,3377,33867,2475,42526,1108,59024,2451,59632,3216,60557,4219,57934,3990,57371,14687,74830,5485,54407,21865,50417,4627,51537,1301,53299,3847,76308,19383,51036,1442,39916,8740,81078,7803,100314,4570,50617,4585,33324,1615,34093,2244,54344,19986,38902,18040,89513,15191,31099,908,33986,2995,34272,2919,37081,1201,33858,4392,39150,2712,50893,21764,26285,1425,60669,9511,64518,2773,32420,3661,27136,5724,50829,7998,30067,3563,0400000US15,47862,1331,52028,795,74488,3382,75544,4129,80396,7199,66349,4803,78144,7245,78518,11109,76701,7227,81987,20203,61560,2113,50266,15470,110660,33147,66667,6066,60096,4985,90474,8885,105632,8858,69341,14799,39069,2645,35959,13651,50974,2126,43381,3742,67326,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
8344,22807,4783,31752,2672,19996,15975,48002,4342,51964,7557,45431,5514,43675,2791,36315,4462,42730,2984,48061,3509,40982,1385,41638,1310,45843,2235,30909,1663,36530,562,46589,1082,46072,2106,45068,3057,47172,4102,51761,3976,55268,11002,52252,32705,50220,10296,42018,956,38844,3644,47015,5973,44237,2487,27348,16588,51744,1168,57182,3989,45336,5036,25465,1962,26488,5804,35658,3172,30449,21807,35956,1855,25580,1939,25898,3103,21241,3742,32456,1189,28034,4209,33221,1529,30650,4904,28233,8328,27269,6815,40637,12310,29554,2186,29498,2913,55938,8179,27614,6986,0400000US46,41628,454,46848,852,60620,1330,59255,3496,59508,4515,58764,5280,66248,4773,65983,4197,64876,13767,70926,7483,51871,3369,45518,6752,72215,35413,54207,3086,49567,5137,70836,18289,105798,36830,56341,5170,32448,3316,44028,12282,41711,2868,38098,4790,50685,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
5472,33013,1363,37161,1332,35825,4105,57261,2747,62322,3022,50397,2412,50633,845,34293,3298,51882,1224,56348,1074,46161,1245,50830,946,51569,1224,34930,1330,48955,885,66596,838,70866,1151,70669,1535,71183,1582,80097,2224,92861,6798,75419,5816,62342,3330,53791,1770,50962,1713,82619,12203,51674,885,61394,6384,70984,1297,80803,1454,47382,3803,30994,504,32234,1204,46294,8139,37669,4079,57685,8380,28611,1863,26955,1345,31154,1119,41371,573,41330,1101,41389,680,36813,3003,24014,2287,60682,10773,53030,13848,32407,1077,33805,2922,41853,4122,28667,2448,0400000US53,56182,414,62107,339,90848,833,91555,1274,97199,3439,82042,2460,101560,798,111899,2788,91997,2644,74570,5895,65556,2540,52366,5767,116106,16303,65455,4978,58594,5823,90294,7265,104917,15054,52355,3466,39513,1445,34396,2876,71452,2149,61993,7371,80334,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
3967,25551,4192,40488,5701,31954,11438,58278,3353,61783,2655,45774,5096,53112,2931,120606,15449,55873,6227,51008,1271,42963,3922,45117,3434,51224,5507,34996,1979,47324,2096,62175,1762,63678,4080,65236,6630,62601,4391,61917,6068,65792,11610,69226,9253,54466,7694,59881,4460,49580,5733,68495,12480,64049,6566,60141,14169,67124,6600,77170,6017,48163,8912,31287,1207,33085,3797,65519,22318,51417,13792,82145,20241,25118,1438,31234,3555,32836,7095,42254,1674,50212,3400,41611,886,50681,10536,50405,6074,26729,24579,-666666666,-222222222,32901,4135,36032,8753,32232,25557,32024,2127,0400000US44,52034,532,57337,2313,75932,2103,78012,6135,80282,7994,76681,5793,81208,4080,82056,14158,85054,10500,50076,37473,63460,7630,45579,10400,121064,29878,70361,9780,63146,20534,74497,14143,91768,13108,55420,13643,39786,3221,40247,11411,74456,8699,67327,23182,81194,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
3173,25949,1071,28058,1467,35420,5443,45105,1545,51161,1123,39441,2263,40699,705,34623,2798,37673,1283,47136,2083,37043,657,39546,3287,45758,1991,30601,670,40407,324,54158,1474,57863,2050,60075,2540,55844,2328,71080,2953,71275,5383,74605,9520,68568,5702,43150,1350,44050,1976,66081,8079,41114,770,41984,5159,61735,1200,73923,3321,41917,2843,26709,592,29589,1314,38433,2484,32141,4285,46750,8911,24044,2036,22027,555,27999,2138,36382,514,37912,1995,36072,521,35416,4085,27389,15223,31008,5436,44218,10757,27893,2058,28824,2459,31197,1597,25032,2486,0400000US04,44478,609,48392,946,73982,2351,76190,1130,80415,3472,66687,2041,81077,1495,81352,3765,84595,4082,60431,3668,51402,1454,47809,3897,92319,18769,50241,2391,48361,4618,82112,9594,111451,20297,50331,3644,31744,694,30424,3079,55465,2760,45336,5562,65913,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
2159,25038,2307,27112,1204,29157,2268,45386,1637,51108,1487,40390,1188,40441,653,31108,2845,36816,755,47359,2616,37574,1248,39811,1290,47023,2890,30734,1022,37211,371,50467,436,53692,1908,54655,2209,52312,2215,60029,5107,69614,9729,56242,10543,52239,2426,43512,1515,40163,1733,52377,5365,43722,1514,44892,5153,51759,913,61803,1380,37614,1712,22894,799,25907,754,37486,5407,37905,5549,37375,6973,19652,1058,21179,732,23653,2943,33477,980,31899,1567,33919,962,26946,3349,23528,4272,28417,9559,31683,8401,29696,1143,31051,635,27688,1987,24860,2061,0400000US47,41648,227,46462,461,70214,1270,75953,1582,80012,3356,69123,3702,74436,3721,74820,4135,76405,4063,68400,5579,52310,1808,45205,6194,111639,11431,51655,1170,50147,3755,71071,5884,99849,13140,42735,4643,30747,625,25995,2939,42460,2267,39086,4016,45710,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
5432,21449,2833,31681,2437,33819,7209,50774,1429,56541,2845,42465,3500,41869,683,36709,3039,39654,2269,47701,3055,41855,971,43366,2784,50608,1363,32066,712,40121,509,50565,505,56518,2939,60147,5161,53918,2927,60665,5208,62480,11626,66494,15371,50442,7693,43107,1287,42442,2737,54923,11505,42651,1107,42978,4311,52103,1019,59371,4458,40869,2580,23736,1329,26713,1207,40250,9170,40983,22338,37475,8675,20763,1085,21816,924,22498,4313,35025,863,35976,2107,34733,998,31219,2366,25716,5471,57368,15113,32131,14767,30391,1325,31969,1192,27257,11772,27509,2228,0400000US20,45712,476,51190,437,71821,1169,76012,1626,76512,1843,74213,3828,75006,2874,73838,2982,76778,3186,65691,11624,53397,2239,49995,5254,135865,30860,51437,1440,52692,3558,91392,25334,118212,26453,45656,7386,35238,1452,26378,6467,49292,3503,49644,4304,48378,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
