B07009_008M,B07009_009E,B07009_009M,B07009_010E,B07009_010M,B07009_011E,B07009_011M,B07009_012E,B07009_012M,B07009_013E,B07009_013M,B07009_014E,B07009_014M,B07009_015E,B07009_015M,B07009_016E,B07009_016M,B07009_017E,B07009_017M,B07009_018E,B07009_018M,B07009_019E,B07009_019M,B07009_020E,B07009_020M,B07009_021E,B07009_021M,B07009_022E,B07009_022M,B07009_023E,B07009_023M,B07009_024E,B07009_024M,B07009_025E,B07009_025M,B07009_026E,B07009_026M,B07009_027E,B07009_027M,B07009_028E,B07009_028M,B07009_029E,B07009_029M,B07009_030E,B07009_030M,B07009_031E,B07009_031M,B07009_032E,B07009_032M,B07009_033E,B07009_033M,B07009_034E,B07009_034M,B07009_035E,B07009_035M,B07009_036E,B07009_036M,GEO_ID,B07009_001E,B07009_001M,B07009_002E,B07009_002M,B07009_003E,B07009_003M,B07009_004E,B07009_004M,B07009_005E,B07009_005M,B07009_006E,B07009_006M,B07009_007E,B07009_007M,B07009_008E,B07009_008MA,B07009_009MA,B07009_009EA,B07009_010MA,B07009_010EA,B07009_011EA,B07009_011MA,B07009_012MA,B07009_012EA,B07009_013EA,B07009_013MA,B07009_014MA,B07009_014EA,B07009_015MA,B07009_015EA,B07009_016MA,B07009_016EA,B07009_017MA,B07009_017EA,B07009_018MA,B07009_018EA,B07009_019MA,B07009_019EA,B07009_020MA,B07009_020EA,B07009_021EA,B07009_021MA,B07009_022EA,B07009_022MA,B07009_023MA,B07009_023EA,B07009_024MA,B07009_024EA,B07009_025MA,B07009_025EA,B07009_026MA,B07009_026EA,B07009_027MA,B07009_027EA,B07009_028MA,B07009_028EA,B07009_029MA,B07009_029EA,B07009_030MA,B07009_030EA,B07009_031EA,B07009_031MA,B07009_032EA,B07009_032MA,B07009_033EA,B07009_033MA,B07009_034MA,B07009_034EA,B07009_035EA,B07009_035MA,B07009_036MA,B07009_036EA,NAME,B07009_001MA,B07009_001EA,B07009_002MA,B07009_002EA,B07009_003MA,B07009_003EA,B07009_004MA,B07009_004EA,B07009_005MA,B07009_005EA,B07009_006MA,B07009_006EA,B07009_007MA,B07009_007EA,B07009_008EA,state
21264,3811960,38409,3875883,32609,2462721,33286,1480471,20562,1145101,26467,126099,7694,321865,14452,343359,13127,237261,9765,116517,6488,429872,14176,50756,4727,121633,7327,131298,7927,83953,5852,42232,4232,416083,15040,29573,3887,96965,6107,125325,6917,100517,6370,63703,4733,147318,8879,22588,3595,35531,4751,29344,4776,36007,4296,23848,3087,0400000US12,15302125,8947,1761732,22063,4387954,38632,4505209,33370,2920459,33508,1726771,21247,13163751,36997,1532716,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
12094,1017330,19455,994882,15010,1025431,15144,848054,13799,299625,12556,31068,3685,67665,5645,68529,5579,76452,4890,55911,4409,125308,7662,6835,1551,23752,3320,25273,3071,39825,3774,29623,3074,84454,5379,3036,1014,11132,2028,15001,2206,25676,2649,29609,2937,37830,3946,5551,1761,6304,1459,4546,1187,11484,1897,9945,1598,0400000US25,4832728,3148,446304,12246,1126183,19962,1108231,16831,1178868,15996,973142,14583,4285511,16812,399814,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
3351,73278,4980,67326,4097,104502,4985,140712,5634,45479,3126,3393,1085,7562,1645,5134,1199,13184,2135,16206,2260,0,213,0,213,0,213,0,213,0,213,0,213,27668,2886,245,245,1444,629,2593,846,10667,1616,12719,2151,5726,1311,505,655,616,388,425,316,1429,719,2751,869,0400000US11,500176,606,39628,3569,82900,5152,75478,4303,129782,5128,172388,5243,421303,4286,35485,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
6335,363910,9998,563786,12000,363581,8209,192367,6288,154951,9045,15042,2427,36332,3764,52131,4214,34174,3638,17272,2521,50395,4447,3790,1143,12304,2080,19539,2702,11197,1842,3565,885,54391,4371,2764,1172,10042,2056,15670,2121,15768,1950,10147,1884,9171,2494,1136,558,819,354,2842,1309,2841,967,1533,935,0400000US49,1871902,2744,142082,8084,423407,10772,653968,11875,427561,9394,224884,7009,1602994,10932,119350,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
21465,3270167,30357,3012957,28380,2528394,26859,2005261,22758,717129,18124,90837,8156,163296,8041,163036,6046,175383,8260,124577,6274,315477,11268,41481,3819,73969,4981,63980,3779,77277,4995,58770,4412,140899,6727,9096,1860,23153,2986,25502,2538,45746,4514,37402,3652,81000,6196,14891,2898,16204,2305,11249,2113,19970,2648,18686,2837,0400000US36,13672343,5323,1757364,21718,3546789,29600,3276724,29295,2846770,26540,2244696,24066,12417838,23086,1601059,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
14039,1480642,18138,1291518,17261,1370630,18015,881804,15767,316910,12340,37820,4425,85609,6381,75172,5623,73813,6085,44496,3125,159912,8595,14089,2405,35948,4277,34817,3531,47121,4061,27937,2542,106136,7344,6689,1457,19346,2667,20946,2916,31781,3227,27374,3101,39055,3957,6262,1639,7853,1864,4904,1412,11976,2085,8060,1396,0400000US34,6189243,3000,607496,14689,1629398,19999,1427357,18403,1535321,19376,989671,15798,5567230,18183,542636,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
12801,2334155,22122,2048045,21166,1254867,16619,792757,14710,597822,15942,69937,5289,197453,9237,179945,9365,100963,6110,49524,4090,217537,8972,23503,2167,64758,4586,64542,4525,40133,3323,24601,2677,118062,7326,8743,1899,25240,3000,31034,3123,29917,2997,23128,3080,23223,3069,3650,1458,4365,1137,5488,1334,5134,1220,4586,1193,0400000US39,8027035,6123,746400,12961,2625971,22337,2329054,21941,1431014,18320,894596,15609,7070391,19327,640567,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
9415,1126416,13546,1119281,15658,657030,12881,424201,10035,269320,9653,28469,2996,79996,5159,88159,5045,46804,3321,25892,2855,140686,7403,17902,2289,43856,3418,42874,4178,22816,2571,13238,1859,88918,6299,5034,1200,18207,2520,26243,2751,24150,3216,15284,2386,11136,2288,1173,715,1772,705,1712,592,4106,1561,2373,1141,0400000US29,4182787,5593,398377,10347,1270247,14208,1278269,14611,754906,12690,480988,9887,3672727,14233,345799,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
13004,2833696,21542,1976385,17829,1525403,16069,1011788,15063,540511,14652,55108,3952,174904,7631,137757,7303,110643,5369,62099,3879,206131,9181,21639,2609,68064,4800,51184,4417,41138,3505,24106,2281,146640,8007,11928,1999,31083,3536,35371,3799,35494,3824,32764,3264,36526,3770,5876,1447,6251,1381,5352,1464,10548,2268,8499,1828,0400000US42,8994627,4700,812098,14084,3113998,21184,2206049,19641,1723226,17394,1139256,17095,8064819,18974,717547,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
11546,1761944,16258,2016584,20100,1095700,16406,705369,11764,449878,13573,52309,4116,131594,6712,145883,7550,79230,4657,40862,2664,192933,7498,16246,1875,54723,3350,61585,4205,37868,2740,22511,1938,86409,5865,5760,1243,19683,2355,24591,2799,19093,2068,17282,2248,26035,2791,3115,1112,4911,1232,4031,869,7360,1298,6618,1162,0400000US26,6869846,4618,612424,13029,1972855,16902,2252674,20608,1239251,15860,792642,12507,6114591,17891,534994,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
4524,285569,6267,368083,8380,234513,6175,122473,4372,88795,5061,7923,1458,24116,2621,28850,2674,18200,2114,9706,1624,38952,3313,4337,1112,10824,1552,12127,1923,9129,1345,2535,635,30750,3399,2572,1009,5421,1093,10800,1910,6595,1384,5362,1250,4732,1359,941,549,470,324,1104,507,1238,489,979,534,0400000US31,1266440,2568,108346,4533,326400,6713,420964,8166,269675,6477,141055,5068,1103211,7415,92573,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
5548,271836,10628,347185,8340,181941,6909,88437,5799,83343,5415,6844,1411,23925,3546,29396,3172,16399,2241,6779,1413,32015,3477,3916,1460,10483,1710,11564,1981,4478,1213,1574,672,47369,4856,3946,1135,11367,2121,16913,2665,9534,1766,5609,1644,2719,1074,260,273,607,459,341,312,1110,667,401,359,0400000US16,1143747,3457,103868,5849,318218,11104,405399,9679,213462,7584,102800,6195,978301,8621,88902,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
8237,333786,8730,395388,9958,194963,6182,149053,6106,87555,6471,13762,2607,21618,3469,31011,3908,11681,2033,9483,1659,29094,3642,4822,1160,7148,1473,9275,2009,5099,1578,2750,856,37274,3884,3543,1063,6009,1329,10821,1883,9231,1809,7670,1964,5891,1572,1084,500,1462,828,1563,666,761,431,1021,704,0400000US35,1416481,3727,206688,7608,370023,8953,448058,10496,221735,6481,169977,6780,1256667,9114,183477,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
4571,237828,7602,274119,8145,188872,6753,99064,4350,77835,5401,6242,1586,19250,2820,26724,3164,17870,2405,7749,1510,5495,1500,381,316,1972,851,1537,600,1469,772,136,140,32367,3247,899,472,5819,1478,11504,1824,7870,1674,6275,1422,9042,2052,1590,853,1859,1114,1325,555,2747,913,1521,876,0400000US15,995589,1657,80079,5156,266728,8453,315209,8266,218828,6969,114745,4755,870850,6701,70967,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
3133,156910,5707,165333,4772,105266,4672,45568,3563,34558,3646,2987,944,13411,2464,10066,1897,5527,1388,2567,812,20361,2506,1922,539,6240,1352,6593,1250,3705,886,1901,699,14723,2283,1295,712,3813,950,4287,1139,3021,971,2307,880,1422,671,244,185,137,144,505,384,424,364,112,133,0400000US46,582850,2487,45157,3445,180511,5959,186784,5271,117943,4944,52455,3729,511786,5532,38709,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
11676,970303,16263,1472159,16084,977706,16134,596227,13705,478838,14402,46139,4887,102330,5463,151267,9131,113062,5445,66040,4545,154774,6761,16324,2522,35072,3022,52132,3943,33650,3615,17596,2017,166372,9358,10192,2403,21749,2931,49464,4794,50287,4898,34680,3302,38678,4593,4823,1486,4368,1074,5631,1118,12803,1872,11053,2506,0400000US53,5215063,4902,437484,12067,1133822,15927,1730653,19124,1187508,17071,725596,13552,4376401,18745,360006,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
4937,192800,7984,175680,6641,131752,5501,95264,5811,39654,4742,4942,1316,11557,2176,11306,2380,7433,1603,4416,1382,12401,1860,1514,659,1985,514,3494,1045,2951,853,2457,890,16729,2463,858,383,3214,1089,3426,1221,4774,1088,4457,1094,4235,1455,1092,660,1050,724,936,809,597,398,560,339,0400000US44,740695,1717,80586,5001,210606,7975,194842,6594,147507,5576,107154,6105,667676,6054,72180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
11476,992505,16169,1381071,17471,748155,11517,459530,10892,458182,12481,60996,5154,112368,7244,157230,6619,85858,5155,41730,3897,68840,5161,8126,1224,16369,2094,28864,3322,9707,1977,5774,1201,184119,9962,11696,2025,33135,3266,63084,4573,46514,4536,29690,3502,27606,3721,4820,1368,4920,1195,6331,1413,7798,2082,3737,1002,0400000US04,4840304,2472,605934,12812,1159297,16051,1636580,16782,898032,13525,540461,12378,4101557,16459,520296,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
14415,1303668,16766,1147860,16391,685740,12644,413937,12245,308525,12274,40436,4193,97014,6636,91351,6402,53917,4843,25807,3189,133885,7788,15683,2240,40073,3810,41961,4587,23447,2379,12721,2314,132137,7685,7256,1671,32399,3341,39463,4419,34264,3528,18755,2673,16859,2754,3362,889,3978,1091,2682,1114,4248,1323,2589,1187,0400000US47,4640823,6486,564949,14915,1477132,18588,1323317,16597,801616,13331,473809,14127,4049417,17004,498212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
5834,418853,8615,522707,8899,350057,8197,210076,7229,144020,8651,13543,2006,38933,4139,47725,3902,28062,2986,15757,2194,54402,3619,6038,1331,14720,1872,17637,2430,9431,1625,6576,1608,54981,4593,4076,1243,11491,2071,16675,2005,13460,2147,9279,1724,8615,1899,661,486,1756,793,2753,1069,1358,535,2087,834,0400000US20,1911426,4027,172033,5821,485753,8867,607497,9427,402368,8632,243775,7806,1649408,10009,147715,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
