B27018_046E,B27018_046M,B27018_047E,B27018_047M,B27018_048E,B27018_048M,B27018_049E,B27018_049M,B27018_050E,B27018_050M,B27018_051E,B27018_051M,B27018_052E,B27018_052M,B27018_053E,B27018_053M,B27018_054E,B27018_054M,B27018_055E,B27018_055M,B27018_056E,B27018_056M,B27018_057E,B27018_057M,B27018_058E,B27018_058M,B27018_059E,B27018_059M,B27018_060E,B27018_060M,B27018_061E,B27018_061M,B27018_062E,B27018_062M,B27018_063E,B27018_063M,B27018_064E,B27018_064M,B27018_065E,B27018_065M,B27018_066E,B27018_066M,B27018_067E,B27018_067M,B27018_068E,B27018_068M,B27018_069E,B27018_069M,B27018_070E,B27018_070M,B27018_071E,B27018_071M,B27018_072E,B27018_072M,B27018_073E,B27018_073M,B27018_074E,B27018_074M,B27018_075E,B27018_075M,B27018_076E,B27018_076M,B27018_077E,B27018_077M,B27018_078E,B27018_078M,B27018_079E,B27018_079M,B27018_080E,B27018_080M,B27018_081E,B27018_081M,B27018_082E,B27018_082M,B27018_083E,B27018_083M,B27018_084E,B27018_084M,B27018_085E,B27018_085M,B27018_086E,B27018_086M,B27018_087E,B27018_087M,B27018_088E,B27018_088M,B27018_089E,B27018_089M,B27018_090E,B27018_090M,B27018_091E,B27018_091M,GEO_ID,B27018_001E,B27018_001M,B27018_002E,B27018_002M,B27018_003E,B27018_003M,B27018_004E,B27018_004M,B27018_005E,B27018_005M,B27018_006E,B27018_006M,B27018_007E,B27018_007M,B27018_008E,B27018_008M,B27018_009E,B27018_009M,B27018_010E,B27018_010M,B27018_011E,B27018_011M,B27018_012E,B27018_012M,B27018_013E,B27018_013M,B27018_014E,B27018_014M,B27018_015E,B27018_015M,B27018_016E,B27018_016M,B27018_017E,B27018_017M,B27018_018E,B27018_018M,B27018_019E,B27018_019M,B27018_020E,B27018_020M,B27018_021E,B27018_021M,B27018_022E,B27018_022M,B27018_023E,B27018_023M,B27018_024E,B27018_024M,B27018_025E,B27018_025M,B27018_026E,B27018_026M,B27018_027E,B27018_027M,B27018_028E,B27018_028M,B27018_029E,B27018_029M,B27018_030E,B27018_030M,B27018_031E,B27018_031M,B27018_032E,B27018_032M,B27018_033E,B27018_033M,B27018_034E,B27018_034M,B27018_035E,B27018_035M,B27018_036E,B27018_036M,B27018_037E,B27018_037M,B27018_038E,B27018_038M,B27018_039E,B27018_039M,B27018_040E,B27018_040M,B27018_041E,B27018_041M,B27018_042E,B27018_042M,B27018_043E,B27018_043M,B27018_044E,B27018_044M,B27018_045E,B27018_045M,B27018_046MA,B27018_046EA,B27018_047MA,B27018_047EA,B27018_048MA,B27018_048EA,B27018_049MA,B27018_049EA,B27018_050MA,B27018_050EA,B27018_051MA,B27018_051EA,B27018_052MA,B27018_052EA,B27018_053MA,B27018_053EA,B27018_054MA,B27018_054EA,B27018_055MA,B27018_055EA,B27018_056EA,B27018_056MA,B27018_057EA,B27018_057MA,B27018_058MA,B27018_058EA,B27018_059MA,B27018_059EA,B27018_060MA,B27018_060EA,B27018_061MA,B27018_061EA,B27018_062MA,B27018_062EA,B27018_063MA,B27018_063EA,B27018_064MA,B27018_064EA,B27018_065MA,B27018_065EA,B27018_066MA,B27018_066EA,B27018_067EA,B27018_067MA,B27018_068MA,B27018_068EA,B27018_069MA,B27018_069EA,B27018_070MA,B27018_070EA,B27018_071MA,B27018_071EA,B27018_072MA,B27018_072EA,B27018_073MA,B27018_073EA,B27018_074MA,B27018_074EA,B27018_075MA,B27018_075EA,B27018_076MA,B27018_076EA,B27018_077MA,B27018_077EA,B27018_078EA,B27018_078MA,B27018_079EA,B27018_079MA,B27018_080EA,B27018_080MA,B27018_081MA,B27018_081EA,B27018_082MA,B27018_082EA,B27018_083MA,B27018_083EA,B27018_084MA,B27018_084EA,B27018_085MA,B27018_085EA,B27018_086MA,B27018_086EA,B27018_087MA,B27018_087EA,B27018_088MA,B27018_088EA,B27018_089EA,B27018_089MA,B27018_090EA,B27018_090MA,B27018_091MA,B27018_091EA,NAME,B27018_001EA,B27018_001MA,B27018_002EA,B27018_002MA,B27018_003MA,B27018_003EA,B27018_004MA,B27018_004EA,B27018_005MA,B27018_005EA,B27018_006MA,B27018_006EA,B27018_007MA,B27018_007EA,B27018_008MA,B27018_008EA,B27018_009MA,B27018_009EA,B27018_010MA,B27018_010EA,B27018_011MA,B27018_011EA,B27018_012EA,B27018_012MA,B27018_013MA,B27018_013EA,B27018_014MA,B27018_014EA,B27018_015MA,B27018_015EA,B27018_016MA,B27018_016EA,B27018_017MA,B27018_017EA,B27018_018MA,B27018_018EA,B27018_019MA,B27018_019EA,B27018_020MA,B27018_020EA,B27018_021EA,B27018_021MA,B27018_022MA,B27018_022EA,B27018_023MA,B27018_023EA,B27018_024MA,B27018_024EA,B27018_025MA,B27018_025EA,B27018_026MA,B27018_026EA,B27018_027MA,B27018_027EA,B27018_028MA,B27018_028EA,B27018_029MA,B27018_029EA,B27018_030MA,B27018_030EA,B27018_031MA,B27018_031EA,B27018_032MA,B27018_032EA,B27018_033MA,B27018_033EA,B27018_034EA,B27018_034MA,B27018_035EA,B27018_035MA,B27018_036MA,B27018_036EA,B27018_037MA,B27018_037EA,B27018_038MA,B27018_038EA,B27018_039MA,B27018_039EA,B27018_040MA,B27018_040EA,B27018_041MA,B27018_041EA,B27018_042MA,B27018_042EA,B27018_043EA,B27018_043MA,B27018_044MA,B27018_044EA,B27018_045EA,B27018_045MA,state
359268,12984,66137,5179,293131,12019,95767,5863,92782,5695,2985,1015,630109,23716,173484,10607,52838,6689,120646,8835,350483,13719,42476,4399,308007,12336,106142,5515,103950,5561,2192,675,550826,20816,140991,9703,26165,4593,114826,8186,318871,11627,36137,4118,282734,10829,90964,5234,87519,5062,3445,934,1063255,26859,250534,11042,30298,3953,220236,10571,647229,17714,51848,4103,595381,16584,165492,8324,157807,7547,7685,1930,3885475,36572,769828,13785,36346,4295,733482,13998,2497924,24421,127283,5724,2370641,24784,617723,10780,583763,10269,33960,3096,0400000US51,8185187,6123,423229,20588,131663,10775,103548,10111,28115,3360,255028,11528,79344,6443,175684,9838,36538,3493,32373,3405,4165,1080,460642,18180,135593,9910,105555,8668,30038,5087,253247,9975,106609,5706,146638,8010,71802,4670,70382,4616,1420,608,403926,17987,121365,9676,81276,8704,40089,4834,198935,9257,60377,4686,138558,7696,83626,5491,81118,5198,2508,1130,138308,13461,38653,6378,24487,5014,14166,3083,75321,7185,15560,1896,59761,6902,24334,2828,23519,2731,815,527,629417,19219,174382,9674,74688,7362,99694,7608,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
27979,3175,5099,1140,22880,2990,10157,1863,10076,1864,81,102,56776,5410,15330,2736,2302,1061,13028,2350,31965,3382,3702,1083,28263,3032,9481,1342,8981,1337,500,326,49919,5171,14110,2616,1319,527,12791,2542,29194,2899,2254,745,26940,2857,6615,898,6452,872,163,163,115444,7653,28428,3881,2312,860,26116,3849,70371,5139,4178,1290,66193,5228,16645,1776,16296,1791,349,273,320482,10250,69684,4357,3149,1077,66535,4229,204099,6403,8835,1476,195264,6199,46699,2559,44968,2500,1731,520,0400000US38,731791,1231,39586,4192,8621,1887,6201,1562,2420,800,27542,3083,9271,1911,18271,2173,3423,788,3270,737,153,145,39076,5048,9707,2543,7209,2376,2498,1020,21454,3059,8810,2192,12644,1907,7915,1225,7769,1230,146,155,41948,5714,13444,3203,6669,2106,6775,2386,21180,2969,6491,1420,14689,2605,7324,1175,7146,1159,178,196,13770,2910,4083,1549,2674,1382,1409,766,7692,1571,2544,906,5148,1385,1995,672,1995,672,0,161,54790,6225,16654,3094,5448,1591,11206,2381,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
282507,14145,59010,5375,223497,12163,90625,5080,89720,5051,905,484,450413,18849,100409,7773,39165,4720,61244,5320,262720,11249,42332,5080,220388,9557,87284,6191,86252,6086,1032,507,410593,18065,99004,7933,30226,5519,68778,5978,233959,12144,32333,4680,201626,10160,77630,4997,75423,4973,2207,1258,709105,22010,152484,8612,22203,3493,130281,7992,430887,15169,40969,4159,389918,14436,125734,5452,122712,5240,3022,1068,1622585,28712,268776,10726,21627,3369,247149,10084,1030246,18489,65213,4977,965033,17382,323563,8707,314693,8173,8870,1590,0400000US45,4929117,3176,334103,17001,111012,9512,97701,8766,13311,2836,199018,9850,77129,5533,121889,7234,24073,2946,23130,2871,943,519,420624,19129,147337,10769,124942,10086,22395,3773,213820,10507,99448,7147,114372,7131,59467,4247,59109,4251,358,357,354870,23265,104930,11736,79753,10384,25177,4901,178834,11570,63983,6224,114851,7805,71106,4764,70252,4669,854,547,131778,12671,42125,6773,30180,5628,11945,3679,67479,7105,21533,3157,45946,6011,22174,2811,21924,2772,250,250,495046,22533,121914,9670,63106,7456,58808,6512,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
200030,10481,60755,5337,139275,8796,69066,4634,67536,4547,1530,930,346115,15759,79287,7117,39576,5573,39711,4765,198625,10486,48662,5440,149963,8740,68203,4714,66417,4499,1786,823,324643,16777,75522,7160,25041,4053,50481,5292,187112,10273,35652,3909,151460,9143,62009,4027,60101,3899,1908,714,583962,21880,125467,8884,23873,3319,101594,8531,356196,14451,49158,4569,307038,13068,102299,4919,100182,4806,2117,693,1629866,28440,288668,10757,22300,3084,266368,10129,1040338,18209,70672,5572,969666,16905,300860,8077,288296,7741,12564,2154,0400000US41,4110691,3264,229855,12868,63547,7526,54216,7427,9331,1826,149214,7876,78635,5656,70579,5373,17094,2203,14964,2178,2130,698,286504,17470,79294,9919,67713,9182,11581,2549,166715,9417,107305,7502,59410,5465,40495,3996,40037,3921,458,430,273639,12926,82016,7220,66981,7147,15035,4405,139386,7258,73023,5486,66363,5206,52237,3725,51695,3635,542,477,85954,8232,25603,4109,18400,3565,7203,2464,44183,4997,20295,2964,23888,3087,16168,2225,16077,2217,91,113,350153,16542,81057,7555,47149,5211,33908,5684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
25604,3214,2858,1144,22746,2781,8083,1543,8022,1530,61,100,58677,5537,16525,3253,2586,1057,13939,3118,31198,3314,2991,990,28207,3156,10954,1812,10680,1781,274,286,47828,5990,14486,3309,788,489,13698,3327,24408,3385,2285,779,22123,3205,8934,1781,8858,1792,76,94,79381,7762,19118,3490,1431,684,17687,3486,45863,4732,3652,1096,42211,4520,14400,1647,13965,1680,435,373,223317,8695,41816,4219,3123,1390,38693,4161,143846,5657,8191,1686,135655,5460,37655,2583,35857,2490,1798,691,0400000US56,560333,1211,28721,3603,8357,2176,4862,1573,3495,1713,17295,2096,3747,959,13548,1854,3069,976,2785,880,284,298,33580,5017,11036,2619,5927,1974,5109,2043,18762,2999,4885,1272,13877,2741,3782,1059,3782,1059,0,203,29352,4546,7983,2352,4408,1686,3575,1657,16195,2591,4361,1364,11834,2007,5174,1260,5066,1251,108,145,10718,2836,3778,1528,1497,968,2281,1201,4789,1491,720,538,4069,1318,2151,1108,2151,1108,0,203,48759,5881,15072,2898,4283,1245,10789,2543,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
1945564,37458,735050,21051,1210514,26300,460014,11599,441727,11552,18287,2214,3112634,62416,827881,26044,420083,18866,407798,16419,1856978,38236,547073,17049,1309905,31271,427775,13375,409868,13053,17907,2657,2737413,57135,673768,24028,271492,15411,402276,16161,1666398,35624,419730,16803,1246668,28737,397247,12788,381355,12256,15892,2108,4854815,67377,1078330,25541,277670,15045,800660,23766,3098848,45066,556849,16601,2541999,40649,677637,16211,644340,15717,33297,3647,16419975,91112,3111853,31623,281081,11972,2830772,28728,10779251,62361,844992,21351,9934259,57448,2528871,20499,2348326,20416,180545,6974,0400000US06,38742419,9313,2274864,40864,703992,22016,573862,20849,130130,10795,1367966,25147,686137,19493,681829,17989,202906,7916,181966,7454,20940,2359,2693410,51466,918833,24820,799649,23742,119184,9906,1390954,27519,867219,20777,523735,16058,383623,11249,372935,10866,10688,2034,2489024,50740,812779,24340,643669,22687,169110,11222,1285458,27730,702200,21035,583258,19092,390787,13191,382488,12748,8299,1546,811330,30364,260500,13050,190495,13357,70005,7996,447382,17559,216110,10912,231272,13439,103448,6228,99416,6143,4032,1235,3348954,59348,943376,25438,597507,22461,345869,14959,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
162245,10517,32406,3780,129839,8790,53763,4084,53479,4047,284,222,284202,16552,73621,7163,30631,4684,42990,4841,164047,10826,27407,4637,136640,9693,46534,4626,46117,4639,417,320,235428,13885,59658,5994,14350,3050,45308,5267,138546,8436,15589,2389,122957,7681,37224,4183,36735,4197,489,344,387728,15232,90248,6863,12944,2455,77304,6339,234708,9983,21471,3410,213237,9101,62772,4846,61425,4786,1347,659,778611,19905,134118,9604,15882,2792,118236,8580,501129,13124,34565,4126,466564,12883,143364,6343,138275,6225,5089,1539,0400000US28,2879805,2294,264729,16824,105669,9575,94015,9165,11654,2584,142086,9586,50463,4523,91623,7848,16974,2471,16068,2411,906,452,302324,16028,98638,7868,84932,7132,13706,3125,163623,9887,71249,5223,92374,7701,40063,3369,39602,3295,461,386,252859,16429,74576,7219,57763,5956,16813,3496,131287,9695,42775,5839,88512,7015,46996,4005,46837,3975,159,155,84211,8795,28037,4371,18752,3650,9285,2583,42839,4947,9328,1892,33511,4391,13335,1994,13271,1972,64,124,289713,17312,73705,7244,40882,5381,32823,4629,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
126069,8876,54104,6458,71965,6085,47451,3916,46432,3839,1019,538,220192,12384,51819,5378,26654,4108,25165,3908,123578,7844,35833,4165,87745,6881,44795,3101,43392,3032,1403,700,218299,14055,55302,5284,21211,4148,34091,4489,121707,9230,27045,4687,94662,7200,41290,3519,39874,3437,1416,619,398257,13815,79578,5893,14986,3062,64592,5182,242348,9890,35491,3603,206857,8843,76331,5035,73746,4988,2585,917,1818157,22736,350014,9019,24749,3566,325265,8340,1169530,15704,73510,5796,1096020,15530,298613,6526,279026,6292,19587,1944,0400000US09,3464592,1685,157621,10739,45866,5658,39511,5492,6355,1632,96471,6226,56835,5068,39636,3920,15284,1855,14079,1749,1205,437,203756,10318,61884,5933,52612,5993,9272,2411,110078,6614,72461,5540,37617,4089,31794,3380,30594,3150,1200,793,161052,11867,49884,6182,41405,5768,8479,1981,82736,6973,45844,4698,36892,4474,28432,2637,27974,2610,458,306,58009,6868,19657,3607,14779,3185,4878,2370,30141,3766,14905,2810,15236,2785,8211,1567,8086,1541,125,146,229249,13748,55729,5468,38813,4774,16916,2626,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
1528877,35156,211104,12076,1317773,30583,320557,10056,308220,9509,12337,2487,2405703,53296,667527,20808,222855,11461,444672,16906,1417154,34502,155040,11057,1262114,31130,321022,11464,308525,11181,12497,1817,2151343,46622,578644,23528,138195,9561,440449,20825,1286562,29114,124745,7389,1161817,26606,286137,8695,270395,8366,15742,2732,3763680,61701,928109,27715,141798,10091,786311,23171,2357051,41778,178658,9734,2178393,38356,478520,13181,456039,12362,22481,3512,10061158,77540,2063696,33170,137444,9467,1926252,31363,6630992,49109,321979,11807,6309013,49379,1366470,17945,1275428,17033,91042,5496,0400000US48,28025558,8822,1815741,46039,698447,27354,540189,25828,158258,9585,993966,25297,220645,7817,773321,22568,123328,6812,103828,6320,19500,2890,2364086,55207,923173,29964,716494,25864,206679,13542,1173054,29410,327609,15224,845445,23389,267859,9603,254981,9092,12878,2881,2078164,45463,755903,24461,525484,20480,230419,13104,1047637,23718,217811,9787,829826,23167,274624,9749,264628,9503,9996,2132,667756,31640,224153,15095,142398,11362,81755,8366,367492,18335,66693,6388,300799,16381,76111,6513,74211,6390,1900,795,2717927,58164,868493,28016,436566,22245,431927,17835,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
200364,11915,67181,6030,133183,8818,63459,4065,60951,3956,2508,726,371222,20337,101320,9290,51261,7200,50059,6587,208428,12355,52959,5269,155469,10281,61474,3857,58843,3581,2631,899,377619,20462,96744,7905,37981,4147,58763,6036,217959,12760,43320,4184,174639,12351,62916,4509,60585,4422,2331,585,743914,21550,176178,9013,40733,4916,135445,8340,457223,13791,66753,5012,390470,12372,110513,5124,106963,5087,3550,826,3127806,31317,616918,13158,48868,4693,568050,11939,2026078,20880,144891,6949,1881187,20121,484810,7408,447103,6893,37707,3356,0400000US24,5874057,4012,259682,14525,83195,8332,66333,7946,16862,3343,152526,8480,81260,6054,71266,5564,23961,2730,20266,2366,3695,1134,268193,16102,77652,8461,65064,8003,12588,3189,148070,9454,89824,6224,58246,5813,42471,3122,39915,2853,2556,1033,255739,14933,88985,8442,71811,8006,17174,3868,121970,6685,62964,5362,59006,4301,44784,3628,43897,3597,887,468,90630,10488,28450,5446,22858,5256,5592,1978,48426,5948,20464,3489,27962,4322,13754,1972,13441,1938,313,274,379252,19449,115429,8982,72944,7387,42485,5990,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
1205023,28152,208659,9214,996364,25513,421479,15776,408891,15702,12588,2549,1951518,42683,436792,17260,164822,10209,271970,13296,1114190,26585,161764,9561,952426,24276,400536,14437,387250,14089,13286,2512,1755887,44898,368508,16427,111980,9025,256528,14164,1028521,31170,119796,6656,908725,29890,358858,11496,345989,11391,12869,2347,2960663,53394,552770,22169,119322,7569,433448,19286,1812506,33404,175980,9804,1636526,32007,595387,16016,572459,15330,22928,2935,7202901,67307,1101384,22775,102089,8159,999295,23245,4472565,44152,286485,11798,4186080,42330,1628952,22346,1559910,21525,69042,4182,0400000US12,20844860,7164,1229747,33697,359121,19882,277405,18377,81716,7286,712421,20009,222864,8962,489557,16641,158205,7409,131239,6772,26966,3360,1610521,37288,501824,19932,400654,19814,101170,10689,812797,20328,317504,12960,495293,17157,295900,10555,287647,10113,8253,2438,1486055,44139,430198,21056,313790,16684,116408,10246,725252,23823,215850,10046,509402,20700,330605,11652,320137,11585,10468,2344,504132,25079,134558,11941,88871,10687,45687,5927,268080,14063,71733,7382,196347,11367,101494,8244,97037,7730,4457,2009,2143436,44436,516934,20046,279972,15123,236962,14267,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
240057,13763,120796,9084,119261,9585,89008,4843,87027,4772,1981,829,389105,18007,85766,7241,43122,5669,42644,5764,216401,12275,82054,7880,134347,8408,86938,5127,85160,5106,1778,647,396770,20507,91154,7563,40946,5116,50208,6326,232742,13421,73265,6663,159477,9875,72874,5096,70959,5057,1915,624,800279,28733,164611,9963,45308,4783,119303,8946,490440,18325,102646,7346,387794,15968,145228,6420,139780,6140,5448,1465,3585775,34175,694944,13442,49842,4740,645102,12995,2372612,21391,181666,8735,2190946,21455,518219,9487,475099,9391,43120,3605,0400000US25,6661385,2790,309113,12277,78622,6611,66521,6469,12101,2325,196648,8423,106842,6232,89806,6261,33843,3344,30612,3027,3231,997,354663,15691,94526,8675,83967,8250,10559,2414,193829,8119,140530,7391,53299,4724,66308,4369,64891,4332,1417,574,302339,18266,81785,9406,72092,8998,9693,2191,150895,9893,106713,8262,44182,4727,69659,4801,69104,4742,555,340,91472,8071,24319,3914,19603,3966,4716,1532,45893,4565,27583,3815,18310,2364,21260,2824,21060,2814,200,168,431869,21283,102804,8863,70657,7609,32147,4891,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
