C08513_022M,C08513_023E,C08513_023M,C08513_024E,C08513_024M,C08513_025E,C08513_025M,C08513_026E,C08513_026M,C08513_027E,C08513_027M,C08513_028E,C08513_028M,C08513_029E,C08513_029M,C08513_030E,C08513_030M,GEO_ID,C08513_001E,C08513_001M,C08513_002E,C08513_002M,C08513_003E,C08513_003M,C08513_004E,C08513_004M,C08513_005E,C08513_005M,C08513_006E,C08513_006M,C08513_007E,C08513_007M,C08513_008E,C08513_008M,C08513_009E,C08513_009M,C08513_010E,C08513_010M,C08513_011E,C08513_011M,C08513_012E,C08513_012M,C08513_013E,C08513_013M,C08513_014E,C08513_014M,C08513_015E,C08513_015M,C08513_016E,C08513_016M,C08513_017E,C08513_017M,C08513_018E,C08513_018M,C08513_019E,C08513_019M,C08513_020E,C08513_020M,C08513_021E,C08513_021M,C08513_022E,C08513_022MA,C08513_023EA,C08513_023MA,C08513_024EA,C08513_024MA,C08513_025EA,C08513_025MA,C08513_026EA,C08513_026MA,C08513_027EA,C08513_027MA,C08513_028EA,C08513_028MA,C08513_029EA,C08513_029MA,C08513_030EA,C08513_030MA,NAME,C08513_001EA,C08513_001MA,C08513_002EA,C08513_002MA,C08513_003EA,C08513_003MA,C08513_004EA,C08513_004MA,C08513_005EA,C08513_005MA,C08513_006EA,C08513_006MA,C08513_007EA,C08513_007MA,C08513_008EA,C08513_008MA,C08513_009EA,C08513_009MA,C08513_010MA,C08513_010EA,C08513_011EA,C08513_011MA,C08513_012EA,C08513_012MA,C08513_013EA,C08513_013MA,C08513_014EA,C08513_014MA,C08513_015EA,C08513_015MA,C08513_016EA,C08513_016MA,C08513_017EA,C08513_017MA,C08513_018EA,C08513_018MA,C08513_019EA,C08513_019MA,C08513_020EA,C08513_020MA,C08513_021EA,C08513_021MA,C08513_022EA,state
5458,11683,1944,8771,1518,2912,1015,138342,5340,130460,4992,7882,1721,5143,1127,2739,1085,0400000US29,2934860,16889,2733951,18204,200909,8112,128680,6746,72229,5683,2415704,17561,2264009,18528,151695,7223,99310,6103,52385,4577,247660,8413,220775,8097,26885,3063,14394,2244,12491,2389,39842,3890,37078,3808,2764,771,1062,423,1702,699,93312,5564,81629,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
8504,59878,5442,36198,3731,23680,3515,315322,8926,279389,8947,35933,3847,26798,3319,9135,1678,0400000US42,6088412,21942,5361530,22549,726882,16355,463350,12155,263532,11217,4589431,23966,4130163,24008,459268,14278,301716,11258,157552,7178,513877,11838,404097,10386,109780,8360,59120,5252,50660,5647,360202,10649,298179,9537,62023,4994,39518,3654,22505,3157,309580,9563,249702,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
5848,19801,2674,13585,2165,6216,1651,189655,6517,174221,6220,15434,2256,11262,1965,4172,1134,0400000US26,4581345,18254,4125158,19279,456187,10050,316538,8857,139649,5649,3754947,20156,3415141,19566,339806,9170,245758,7781,94048,4832,408991,10941,336712,9942,72279,4847,40488,3503,31791,3239,62459,4370,53592,4385,8867,1618,5445,1133,3422,1159,165293,6631,145492,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
2481,4964,1074,2761,739,2203,830,50265,3065,46803,3086,3462,995,1857,709,1605,644,0400000US31,1006300,8731,896643,8597,109657,4748,58472,3438,51185,3766,826379,9242,743622,9267,82757,4368,45425,3058,37332,3256,87572,4774,70095,4349,17477,2365,7700,1398,9777,2037,5503,1271,4506,1211,997,452,729,394,268,205,36581,2826,31617,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
2813,5226,1488,3024,965,2202,1035,49341,3993,47583,3873,1758,817,1418,706,340,267,0400000US16,777032,9849,679910,9328,97122,6008,59372,5320,37750,3255,620087,9768,543806,8982,76281,6259,47629,5096,28652,3280,69229,5851,55818,4401,13411,2786,7060,1687,6351,1918,5949,1114,5503,1112,446,323,241,253,205,218,32426,3204,27200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
2471,8585,1676,5729,1331,2856,1046,44623,3803,30987,2782,13636,2703,10136,1912,3500,1351,0400000US35,869347,9777,581769,10062,287578,9755,203505,8045,84073,5801,688169,11727,464873,10972,223296,8960,162306,7024,60990,5372,97886,6477,58730,4302,39156,4799,23491,3319,15665,2626,9404,2329,6499,1584,2905,1492,1843,989,1062,767,29265,2926,20680,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
3007,18479,2446,9063,1528,9416,2074,37933,3530,28528,3003,9405,1841,5571,1424,3834,1204,0400000US15,707007,7495,500002,8144,207005,8403,121632,6770,85373,6085,476008,8631,355485,8802,120523,6028,77105,5024,43418,4032,104435,6137,65901,4822,38534,3707,21037,2536,17497,2466,40300,3645,20236,2494,20064,2479,8856,1891,11208,1571,48331,3708,29852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
1878,1490,518,895,413,595,367,27597,2410,26753,2357,844,424,748,424,96,108,0400000US46,453580,6464,422144,6041,31436,3434,20318,2988,11118,1492,368040,6967,345051,6446,22989,2754,14496,2283,8493,1450,39803,3854,33697,3376,6106,1978,4179,1810,1927,860,1133,611,1126,612,7,14,0,198,7,14,17007,1949,15517,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
8518,43622,4111,30536,3238,13086,2363,238682,9226,203962,8817,34720,3107,25647,2927,9073,1942,0400000US53,3621504,20913,2866586,22822,754918,13229,475226,12071,279692,10366,2568699,20929,2073958,20821,494741,12142,309309,10547,185432,8890,353354,12547,236899,10035,116455,6376,62870,4777,53585,4690,252354,9198,186974,8606,65380,4935,46864,3783,18516,2833,208415,8868,164793,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2468,6403,1459,4320,1039,2083,1047,19221,2267,17227,2083,1994,858,1618,819,376,275,0400000US44,491994,8376,398051,7735,93943,4998,59863,4179,34080,3574,402643,7601,332949,6978,69694,4531,45335,4084,24359,3406,36790,4102,23744,3158,13046,2621,6360,1898,6686,2039,9159,2466,6353,1796,2806,1304,2230,1230,576,393,24181,2807,17778,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
5253,36284,4137,24453,3345,11831,2533,214693,9934,176732,8210,37961,4106,26664,3735,11297,2541,0400000US04,3139126,20369,2246733,21157,892393,16636,612627,14520,279766,10806,2393124,21773,1732160,19819,660964,15998,463937,13016,197027,8500,343817,10867,201307,8096,142510,8340,88670,6511,53840,4965,53198,5078,38524,4313,14674,2342,8903,1694,5771,1609,134294,6820,98010,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
5035,10219,1861,6501,1529,3718,1067,146837,7186,139719,6879,7118,1660,4701,1257,2417,997,0400000US47,3136180,19068,2889111,20583,247069,10999,138018,7273,109051,8330,2609326,20319,2424704,20228,184622,9259,106788,6609,77834,6223,280862,11403,237786,10586,43076,5322,19262,3031,23814,4094,19035,2480,17001,2330,2034,681,766,351,1268,666,80120,5413,69901,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
3387,6183,1357,3900,1050,2283,898,68255,3491,64520,3473,3735,1014,2842,951,893,434,0400000US20,1448751,12635,1278876,11272,169875,7051,97265,6332,72610,4579,1190925,14450,1063162,12598,127763,6595,75377,5377,52386,3693,134759,6181,104005,5198,30754,3528,14334,3026,16420,2394,5892,1623,4452,1295,1440,746,812,631,628,671,48920,3711,42737,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
