B17010A_005E,B17010A_005M,B17010A_006E,B17010A_006M,B17010A_007E,B17010A_007M,B17010A_008E,B17010A_008M,B17010A_009E,B17010A_009M,B17010A_010E,B17010A_010M,B17010A_011E,B17010A_011M,B17010A_012E,B17010A_012M,B17010A_013E,B17010A_013M,B17010A_014E,B17010A_014M,B17010A_015E,B17010A_015M,B17010A_016E,B17010A_016M,B17010A_017E,B17010A_017M,B17010A_018E,B17010A_018M,B17010A_019E,B17010A_019M,B17010A_020E,B17010A_020M,B17010A_021E,B17010A_021M,B17010A_022E,B17010A_022M,B17010A_023E,B17010A_023M,B17010A_024E,B17010A_024M,B17010A_025E,B17010A_025M,B17010A_026E,B17010A_026M,B17010A_027E,B17010A_027M,B17010A_028E,B17010A_028M,B17010A_029E,B17010A_029M,B17010A_030E,B17010A_030M,B17010A_031E,B17010A_031M,B17010A_032E,B17010A_032M,B17010A_033E,B17010A_033M,B17010A_034E,B17010A_034M,B17010A_035E,B17010A_035M,B17010A_036E,B17010A_036M,B17010A_037E,B17010A_037M,B17010A_038E,B17010A_038M,B17010A_039E,B17010A_039M,B17010A_040E,B17010A_040M,B17010A_041E,B17010A_041M,GEO_ID,B17010A_001E,B17010A_001M,B17010A_002E,B17010A_002M,B17010A_003E,B17010A_003M,B17010A_004E,B17010A_004M,B17010A_005EA,B17010A_005MA,B17010A_006MA,B17010A_006EA,B17010A_007EA,B17010A_007MA,B17010A_008MA,B17010A_008EA,B17010A_009EA,B17010A_009MA,B17010A_010MA,B17010A_010EA,B17010A_011MA,B17010A_011EA,B17010A_012MA,B17010A_012EA,B17010A_013MA,B17010A_013EA,B17010A_014EA,B17010A_014MA,B17010A_015EA,B17010A_015MA,B17010A_016EA,B17010A_016MA,B17010A_017MA,B17010A_017EA,B17010A_018MA,B17010A_018EA,B17010A_019MA,B17010A_019EA,B17010A_020EA,B17010A_020MA,B17010A_021MA,B17010A_021EA,B17010A_022MA,B17010A_022EA,B17010A_023MA,B17010A_023EA,B17010A_024MA,B17010A_024EA,B17010A_025MA,B17010A_025EA,B17010A_026EA,B17010A_026MA,B17010A_027EA,B17010A_027MA,B17010A_028MA,B17010A_028EA,B17010A_029EA,B17010A_029MA,B17010A_030MA,B17010A_030EA,B17010A_031EA,B17010A_031MA,B17010A_032EA,B17010A_032MA,B17010A_033MA,B17010A_033EA,B17010A_034EA,B17010A_034MA,B17010A_035MA,B17010A_035EA,B17010A_036EA,B17010A_036MA,B17010A_037EA,B17010A_037MA,B17010A_038EA,B17010A_038MA,B17010A_039MA,B17010A_039EA,B17010A_040EA,B17010A_040MA,B17010A_041MA,B17010A_041EA,NAME,B17010A_001MA,B17010A_001EA,B17010A_002EA,B17010A_002MA,B17010A_003MA,B17010A_003EA,B17010A_004EA,B17010A_004MA,state
1662,558,3818,1123,3217,830,5586,898,18391,2062,2612,783,2219,749,345,210,502,372,1372,613,393,159,15779,1806,14269,1676,4795,1013,4264,1071,5210,864,1510,590,399380,4556,334425,4657,132343,3678,25232,2007,30935,2178,76176,2985,202082,4126,64955,3197,23350,2021,13515,1759,2619,660,1693,693,9203,1448,9835,1248,41605,2504,25767,1962,3754,804,2977,820,19036,1789,15838,1732,0400000US31,432054,4591,32674,2521,14283,1730,8697,1482,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,31
1185,531,4363,1028,5982,1400,7497,1430,22983,2681,4965,1121,4210,1010,1279,634,1033,458,1898,649,755,350,18018,2400,16171,2150,2674,926,4480,1118,9017,1812,1847,689,420386,7543,326566,6666,125823,5304,23412,2583,26303,2932,76108,3971,200743,5068,93820,4273,32564,2986,17030,2455,3895,1141,2145,809,10990,1911,15534,2006,61256,3435,35140,3010,4031,1229,4454,1065,26655,2584,26116,2193,0400000US32,462396,7598,42010,3033,19027,2225,11530,1784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,32
620,401,465,293,1379,607,3484,840,10467,1799,1605,790,1240,789,288,560,213,342,739,402,365,244,8862,1543,7980,1501,1800,668,1946,787,4234,1068,882,403,313105,6266,252793,5766,96093,4742,15925,2035,14073,1659,66095,3631,156700,4701,60312,3785,19858,2483,11856,1854,3341,952,1402,886,7113,1563,8002,1470,40454,2787,23417,2397,3892,1316,2615,821,16910,1942,17037,1955,0400000US33,329520,6474,16415,2070,5948,1192,2464,795,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,33
3903,1031,7178,1377,12972,1915,17603,2203,52976,3935,9741,1852,7508,1618,1257,618,2022,590,4229,1235,2233,777,43235,3457,36225,2973,5614,1321,8720,1443,21891,2408,7010,1291,1469823,11556,1180150,12207,490373,8524,88161,3847,76352,4228,325860,7237,689777,10280,289673,7838,87162,5242,35712,3504,7507,1687,4402,1220,23803,2700,51450,3602,202511,5667,91976,4532,12305,1677,11536,1744,68135,3958,110535,4329,0400000US34,1564455,12253,94632,5316,41656,3431,24053,2644,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,34
1392,469,5676,1360,6847,1497,7990,1399,33159,2722,5252,1153,4162,1121,885,483,1166,604,2111,778,1090,440,27907,2457,24902,2257,3745,1010,6543,1298,14614,1894,3005,804,328251,6112,256358,6718,94018,4314,16370,1988,22714,2425,54934,3339,162340,4803,71893,3662,22592,2246,13717,1764,3037,891,1447,606,9233,1422,8875,1513,49301,3247,29145,2637,3790,1053,4228,1027,21127,2189,20156,2196,0400000US35,383315,6926,55064,3424,21905,2582,13915,2077,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,35
13127,1899,23116,2032,28774,2663,41608,2844,135683,6310,22722,2499,16376,2179,3485,913,3364,997,9527,1687,6346,1176,112961,6145,93494,5760,17456,2198,22402,2529,53636,3966,19467,1791,2859506,18315,2279186,17137,895641,12509,183837,6738,151652,5535,560152,9482,1383545,12305,580320,13343,189832,7823,85363,5355,15763,2215,11213,2106,58387,4206,104469,5162,390488,9182,181651,6050,27986,2684,20889,2441,132776,5669,208837,6726,0400000US36,3101814,18739,242308,7648,106625,5180,65017,3850,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,36
6337,1379,14352,1866,21349,2778,31759,2585,93395,4260,18649,2473,13642,2174,2271,839,3490,1436,7881,1356,5007,1123,74746,3851,62098,3630,12331,1985,13925,2053,35842,3257,12648,1895,1639584,12374,1370392,13160,503789,9808,99364,5145,85262,4209,319163,6908,866603,10699,269192,7694,87311,4783,45258,3547,7368,1682,5930,1679,31960,3060,42053,3308,181881,6519,98902,5203,13561,2118,9561,1468,75780,4254,82979,4359,0400000US37,1806776,12010,167192,6010,73797,4234,42038,3585,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,37
437,469,453,242,405,229,1826,518,4627,1298,923,486,655,444,114,111,7,13,534,435,268,208,3704,1133,3198,1144,1317,874,576,451,1305,465,506,296,157302,3742,133422,3510,52439,2711,10485,1355,12190,1654,29764,2084,80983,2753,23880,2340,10147,1692,7132,1527,1165,515,1031,604,4936,1347,3015,868,13733,1636,8573,1393,1694,599,995,529,5884,1218,5160,975,0400000US38,165050,3990,7748,1481,3121,802,1295,562,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,38
7307,1455,15680,1901,26677,2809,34354,2628,146855,5749,27510,2620,21162,2333,4708,993,3693,986,12761,2031,6348,1185,119345,4831,104123,4501,22835,2302,25153,3096,56135,3417,15222,1716,2264800,15926,1841363,15936,695056,11509,128924,5359,121709,5034,444423,9373,1146307,12996,423437,8534,143757,5716,74723,3887,15178,1956,8257,1464,51288,3213,69034,4318,279680,6569,147694,5386,21400,2511,18070,2507,108224,4390,131986,4107,0400000US39,2495673,15709,230873,7088,84018,4678,49664,3546,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,39
3167,877,5991,918,7990,1003,12261,1155,44971,3143,6735,956,5037,775,1273,460,1495,435,2269,581,1698,582,38236,2932,33669,2778,7285,1372,9076,1390,17308,2075,4567,792,667317,7049,546984,7152,210433,5462,40404,2479,42174,2533,127855,4207,336551,5267,120333,4275,44343,2435,24190,2031,4125,957,2806,735,17259,1745,20153,1666,75990,3466,42207,2703,7745,1014,4636,866,29826,2211,33783,2341,0400000US40,741697,7891,74380,3860,29409,1821,17148,1596,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,40
4164,1270,7529,1746,9326,1645,15980,2302,49932,4059,8828,2004,6448,1775,2133,1041,1712,933,2603,894,2380,632,41104,3408,34218,3303,7841,1698,7359,1873,19018,2258,6886,1535,766619,8391,623045,8422,229865,6193,44291,3478,46455,3500,139119,4296,393180,6717,143574,5849,44751,3496,23723,2608,4280,883,2373,1021,17070,2159,21028,2324,98823,4832,55785,3693,7666,1751,5294,1228,42825,3368,43038,3194,0400000US41,853550,8578,86931,4634,36999,3168,21019,2615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,41
5848,1193,12311,1733,17690,1874,34931,2564,118278,5013,18137,2441,13081,2026,2821,853,3029,908,7231,1497,5056,1093,100141,4652,85276,4389,17830,1872,21703,2433,45743,3488,14865,1656,2507771,14974,2061103,13789,745937,11057,142568,5259,127014,4251,476355,9348,1315166,10297,446668,8955,143763,5893,70690,3804,15529,1847,7070,1137,48091,3370,73073,4188,302905,7247,146774,6050,21481,2377,13121,1635,112172,5358,156131,4559,0400000US42,2696829,14507,189058,6675,70780,4347,35849,3104,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,42
407,370,1257,718,1471,549,2238,650,10821,1607,1962,742,1760,729,739,528,382,416,639,437,202,171,8859,1358,7376,1266,1714,749,1624,731,4038,967,1483,611,201542,5143,155270,4637,57228,3075,11065,1538,8076,1422,38087,2741,98042,3658,46272,3376,13654,1864,6302,1343,2239,1012,464,207,3599,1076,7352,1469,32618,2892,16570,2203,3189,1032,1223,557,12158,1941,16048,2078,0400000US44,217736,5088,16194,1989,5373,1208,3135,1064,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,44
3393,945,7625,1892,9829,1597,14147,1697,42596,3538,7287,1544,5234,1496,1400,643,2234,991,1600,684,2053,639,35309,3202,29552,2905,6157,1302,5631,1365,17764,2202,5757,1223,769422,9556,640218,9899,229282,5959,42557,3278,37904,3286,148821,4854,410936,7756,129204,5871,41738,3405,21871,2789,5104,1331,2647,1096,14120,2075,19867,2024,87466,5087,47459,3791,8044,1320,4364,1291,35051,3160,40007,2900,0400000US45,847012,9333,77590,4590,34994,3015,20847,2308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,45
313,220,1009,413,1025,501,1950,496,7025,1309,1244,559,1037,549,209,195,64,90,764,484,207,159,5781,1260,5488,1225,1498,567,1353,586,2637,906,293,254,179315,3890,151952,3679,57301,2473,12396,1390,12901,1447,32004,2014,94651,3067,27363,2440,10174,1546,6038,1114,2659,842,535,320,2844,758,4136,972,17189,1950,11996,1629,2396,888,1469,531,8131,1317,5193,1060,0400000US46,190637,4314,11322,1611,4297,830,2347,688,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,46
6287,1380,12346,1968,19714,2266,26108,2863,81080,4712,15708,2098,11558,1881,3344,883,1662,688,6552,1502,4150,980,65372,4229,55629,3990,11720,1799,12500,1952,31409,2942,9743,1510,1202184,12057,992252,11027,366813,9581,70713,4602,60766,3948,235334,7517,625439,8213,209932,7433,73088,4255,40314,3434,8416,1406,4910,1383,26988,2697,32774,3081,136844,5809,68622,4670,10052,1478,7430,1447,51140,3908,68222,3585,0400000US47,1347719,11711,145535,5929,64455,4505,38347,3098,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,47
25865,2885,72820,5405,90620,5179,78476,4631,320612,9543,48167,4024,35877,3360,5585,1312,8698,1704,21594,2923,12290,1948,272445,8830,242216,8560,39374,3622,70450,4713,132392,7034,30229,2966,4288218,22454,3420384,20623,1546272,16465,279389,7551,327105,10385,939778,13862,1874112,14554,867834,16974,280213,9679,150117,6850,30072,3190,25050,2964,94995,5665,130096,6248,587621,14563,347507,12197,47751,3681,56526,4244,243230,9626,240114,6629,0400000US48,4876611,22235,588393,13143,267781,8965,189305,7881,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,48
4291,1069,7009,1332,5599,1168,8687,1418,23047,2848,4176,1135,2919,989,573,336,1221,663,1125,529,1257,505,18871,2402,16505,2253,2256,733,4443,1189,9806,1548,2366,804,565467,6576,482867,5951,251323,5714,48849,3202,74503,4021,127971,4756,231544,4440,82600,4380,27558,2822,15898,2220,3385,937,1826,703,10687,1914,11660,1783,55042,3451,31723,3198,4258,985,3818,949,23647,2752,23319,2080,0400000US49,614100,6678,48633,3922,25586,2600,16899,2032,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,49
271,226,363,212,670,298,1825,535,8491,1319,1476,593,1369,574,235,171,475,417,659,329,107,131,7015,1155,6114,1211,1564,656,1160,434,3390,954,901,446,139125,3347,116724,3302,39833,2248,7856,1213,6877,1180,25100,1724,76891,2653,22401,1640,7778,925,4778,784,871,339,354,263,3553,679,3000,609,14623,1269,8304,951,1084,421,412,214,6808,876,6319,814,0400000US50,150745,3525,11620,1519,3129,688,1304,441,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,50
5167,1403,6436,1405,8877,1504,17982,2072,55916,4520,10838,1799,8295,1457,2770,1018,1776,842,3749,974,2543,749,45078,3856,38686,3386,8427,1592,8421,1603,21838,2339,6392,1148,1401817,11673,1161946,12084,467182,8817,95589,4459,84408,4566,287185,6376,694764,9258,239871,7739,75648,4011,36590,2916,8288,1560,3355,995,24947,2240,39058,2854,164223,6413,90279,5892,15312,1862,9080,1904,65887,4488,73944,4189,0400000US51,1496195,11043,94378,5794,38462,3523,20480,2769,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,51
4993,1351,9077,1795,12864,1855,19225,2154,65510,4092,11320,1564,8514,1401,2976,970,1370,617,4168,1017,2806,800,54190,3720,47251,3429,8036,1509,11333,1889,27882,2592,6939,1395,1289789,12076,1059649,12620,412383,9257,81240,3531,79202,4259,251941,7562,647266,10203,230140,7519,80781,4581,47813,3656,9592,1704,5624,1452,32597,3082,32968,3106,149359,5709,82454,4215,12855,2320,10075,1810,59524,3652,66905,3795,0400000US53,1401458,12930,111669,5439,46159,3497,26934,2673,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,53
2220,627,4171,1067,6769,1281,11328,1880,35401,2932,7149,1462,5673,1231,1394,714,852,449,3427,976,1476,678,28252,2812,24154,2516,5445,1058,5826,1317,12883,1775,4098,904,399266,7178,319840,6948,106123,4831,17944,1803,17742,2038,70437,3866,213717,5099,79426,4267,28437,2837,15049,2246,3245,959,2071,824,9733,1672,13388,1608,50989,3073,23952,2259,3344,927,2628,838,17980,2152,27037,2079,0400000US54,459155,7154,59889,3822,24488,2804,13160,1740,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,54
3038,683,6381,1024,8657,1347,16383,1401,56357,3390,10967,1469,8346,1398,1952,628,2151,781,4243,1028,2621,742,45390,3259,39932,3264,9342,1398,9120,1593,21470,2206,5458,842,1214878,10304,1016402,10204,378242,7097,70128,3215,68954,3417,239160,5807,638160,7353,198476,6058,72907,3400,40151,2712,9220,1441,3045,818,27886,1930,32756,2704,125569,5134,70828,4085,10356,1290,8465,1432,52007,3415,54741,3138,0400000US55,1305694,9892,90816,4117,34459,2306,18076,1778,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,55
353,248,711,433,582,351,2379,691,5860,1228,555,459,452,432,42,73,0,193,410,424,103,162,5305,1124,4356,1010,1208,550,1051,597,2097,808,949,410,127973,3806,107061,3917,43108,2680,8990,1564,8235,1278,25883,2551,63953,2812,20912,2227,8676,1556,5442,1168,846,554,777,432,3819,1022,3234,889,12236,1802,8292,1673,1282,526,1074,519,5936,1392,3944,951,0400000US56,137858,3996,9885,1475,4025,950,1646,609,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,56
6594,1355,9164,1405,31928,3285,63970,4117,146200,5649,27298,2718,15343,1804,4409,1136,2568,770,8366,1422,11955,1748,118902,5383,80994,4567,14432,1980,16988,2116,49574,3581,37908,2836,382624,8237,267473,7339,94773,4605,13935,2128,13903,2254,66935,4045,172700,5709,115151,5090,26573,2501,9485,1679,2530,855,1470,659,5485,1340,17088,2040,88578,4421,36998,3409,4021,973,3294,943,29683,3036,51580,3280,0400000US72,640480,9324,257856,7180,111656,4601,47686,3554,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,72
