B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,GEO_ID,B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046MA,B06001_047MA,B06001_047EA,B06001_048MA,B06001_048EA,B06001_049EA,B06001_049MA,B06001_050EA,B06001_050MA,B06001_051EA,B06001_051MA,B06001_052MA,B06001_052EA,B06001_053EA,B06001_053MA,B06001_054MA,B06001_054EA,B06001_055EA,B06001_055MA,B06001_056EA,B06001_056MA,B06001_057EA,B06001_057MA,B06001_058MA,B06001_058EA,B06001_059MA,B06001_059EA,B06001_060EA,B06001_060MA,NAME,B06001_001MA,B06001_001EA,B06001_002EA,B06001_002MA,B06001_003EA,B06001_003MA,B06001_004MA,B06001_004EA,B06001_005EA,B06001_005MA,B06001_006EA,B06001_006MA,B06001_007EA,B06001_007MA,B06001_008EA,B06001_008MA,B06001_009EA,B06001_009MA,B06001_010EA,B06001_010MA,B06001_011EA,B06001_011MA,B06001_012EA,B06001_012MA,B06001_013EA,B06001_013MA,B06001_014MA,B06001_014EA,B06001_015EA,B06001_015MA,B06001_016EA,B06001_016MA,B06001_017EA,B06001_017MA,B06001_018MA,B06001_018EA,B06001_019EA,B06001_019MA,B06001_020MA,B06001_020EA,B06001_021EA,B06001_021MA,B06001_022EA,B06001_022MA,B06001_023MA,B06001_023EA,B06001_024EA,B06001_024MA,B06001_025MA,B06001_025EA,B06001_026MA,B06001_026EA,B06001_027MA,B06001_027EA,B06001_028EA,B06001_028MA,B06001_029MA,B06001_029EA,B06001_030MA,B06001_030EA,B06001_031MA,B06001_031EA,B06001_032MA,B06001_032EA,B06001_033EA,B06001_033MA,B06001_034EA,B06001_034MA,B06001_035EA,B06001_035MA,B06001_036MA,B06001_036EA,B06001_037EA,B06001_037MA,B06001_038MA,B06001_038EA,B06001_039EA,B06001_039MA,B06001_040EA,B06001_040MA,B06001_041MA,B06001_041EA,B06001_042MA,B06001_042EA,B06001_043EA,B06001_043MA,B06001_044MA,B06001_044EA,B06001_045EA,B06001_045MA,B06001_046EA,state
1714,25032,2354,15393,2114,1925773,22493,11684,1806,100991,5560,123941,6103,355947,8047,411583,7141,372066,8001,155202,5994,50548,4029,67581,4150,161506,5213,114724,5863,0400000US34,8899339,-555555555,531181,1706,1490716,1911,790737,2239,1139704,2741,1183903,2459,1352589,1995,620589,8101,211589,6902,293924,6408,703060,2224,581347,2257,4680107,26305,459676,4819,1141332,9375,520729,6626,531400,8273,486044,9653,568417,9492,257493,6346,89949,4636,118825,4714,274016,5943,232226,5580,2073500,25863,55404,4093,225452,8296,127295,5330,224046,7556,258265,6910,372280,9026,188123,5469,64204,3692,96921,3887,242506,5850,219004,5867,219959,9074,4417,1021,22941,2611,18772,2849,28311,3286,28011,2796,39826,3246,19771,2279,6888,1438,10597,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
773,2153,972,564,297,211249,9656,659,430,14135,2258,21324,2288,36012,3432,48251,4028,34120,3216,15721,2188,4361,1073,7133,1328,17760,1931,11773,1820,0400000US35,2085287,-555555555,138396,1358,369688,1523,215357,2849,270201,3613,249017,3113,267999,3251,139487,4671,54495,3359,73490,3585,179869,1884,127288,1668,1084949,12990,116169,2812,271233,5531,130067,4662,138461,4522,104829,4845,119679,4120,55882,3098,19620,1940,26603,2346,59465,3140,42941,1735,764283,12317,20937,2331,80834,5017,62286,3922,92103,4367,92120,4383,108843,4309,66347,3660,29666,2620,38646,2673,100491,2838,72010,2005,24806,2872,631,411,3486,1165,1680,661,3625,1083,3817,966,5357,1433,1537,566,848,415,1108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
2516,67585,3635,54362,3571,4383311,34989,24726,3396,203483,8323,309678,8523,768591,11365,842547,11751,838365,11888,362669,9306,123980,4830,180403,6355,406197,6702,322672,6317,0400000US36,19651127,-555555555,1170425,2387,3068837,2849,1992555,4032,2795995,4296,2517362,4177,2817419,4466,1322977,13004,481558,8337,654156,11461,1541599,2696,1288244,2054,12491364,39306,1082938,5958,2600041,12311,1397861,12472,1522629,14472,1320785,12054,1598427,12361,766637,10676,276102,7311,365232,9676,839829,7678,720883,6771,2307244,27317,52465,4525,215861,8608,248821,7952,447973,9419,303139,8922,311791,9240,158338,7026,66434,4122,84107,4791,227988,5540,190327,4265,469208,13074,10296,1570,49452,4286,36195,3569,56802,4548,50891,3990,68836,4497,35333,3715,15042,2388,24414,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
953,4557,995,2612,863,749426,13204,5088,969,53798,4471,76725,4904,180687,7082,190635,6765,121657,5461,36358,3028,13435,2218,15358,2048,33956,2563,21729,2114,0400000US37,9848060,-555555555,607482,3658,1676686,3723,995782,6722,1269513,8912,1320217,7936,1353614,6238,649713,10258,236698,7061,333637,8311,826057,3502,578661,3015,5655694,33633,533056,4998,1244701,13758,562564,9124,595757,11543,591592,10368,648584,7970,350430,8539,126673,5367,186124,6528,463735,7016,352478,5563,3334187,32837,66894,4435,363070,11924,344948,8472,470672,11469,517356,10170,565213,8637,256464,7278,94629,4357,129290,5338,323809,6870,201842,5444,108753,6965,2444,853,15117,2499,11545,1771,22397,2893,20634,2614,18160,2108,6461,1410,1961,953,2865,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
26,29,53,122,202,21107,2326,22,44,1829,901,5029,1396,4959,1320,3731,1037,1818,588,993,381,89,92,1106,523,921,347,610,286,0400000US38,723393,-555555555,47475,1110,113218,1344,94885,2017,101662,2118,81307,1418,90992,1102,51194,2105,18457,1524,21653,1921,51315,438,51235,414,471058,6267,39950,1454,83857,2582,48432,2750,55942,2543,47853,2747,55929,2058,34009,2059,12179,1119,13874,1541,37001,1268,42032,1120,224721,6184,7310,1329,26257,2731,40120,2716,39864,2759,28100,2480,32559,2099,15828,1742,6189,908,6659,1134,13364,1313,8471,1076,6507,1627,193,175,1275,909,1304,641,897,403,1623,726,686,332,364,276,0,149,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
797,4564,804,3792,704,477337,14457,4394,1741,33756,2966,45936,4305,89761,6093,93993,5222,77547,4682,28662,2408,9573,1427,16221,1824,44515,2655,32979,2834,0400000US39,11570808,-555555555,691663,2799,1957123,3363,1116768,4826,1446230,5063,1416469,3529,1634139,3967,840943,8286,307954,6585,407556,8051,968036,2377,783927,1947,8727831,29212,640516,5004,1707664,10485,862580,9592,1078505,10527,1033038,9840,1183750,10882,614197,8039,217679,5978,280353,7352,629739,6642,479810,5701,2275351,26887,43799,3501,204702,9831,197380,7556,262370,8640,274900,7654,356609,10447,191590,6889,79075,4290,108362,4023,289218,6574,267346,5962,90289,6590,2954,993,11001,2352,10872,2205,15594,2445,14538,2120,16233,2102,6494,1148,1627,578,2620,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
350,687,328,291,206,218432,6279,2257,836,15961,1972,26431,2327,52747,3054,49933,2512,32329,2010,12262,1199,3317,608,5121,857,11378,1279,6696,892,0400000US40,3850568,-555555555,262687,1439,685145,1743,396299,3372,522612,3518,472596,3282,493982,3018,256019,4991,89296,3069,124005,3966,313654,1785,234273,1456,2350908,15007,232129,2504,520717,6388,238798,4941,297832,5659,243031,4810,244358,5261,132337,4085,48002,2504,65510,3080,180776,3568,147418,2700,1245520,14412,27504,1907,143298,6196,126146,4213,165624,4974,173559,4967,210831,5427,107686,3765,37451,2364,52740,2695,120813,3721,79868,2770,35708,2915,797,407,5169,1265,4924,1271,6409,1279,6073,998,6464,987,3734,874,526,265,634,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
502,1968,683,2111,577,391206,9575,2136,781,25051,3560,36976,3570,79454,4342,91743,4499,66356,3636,24823,2498,7002,1424,11840,2004,25808,2029,20017,2147,0400000US41,3930065,-555555555,228403,2380,631125,2360,366494,3702,534850,4163,514966,3872,512733,3461,274340,6330,111468,5213,151090,4932,351758,1779,252838,1826,1816648,16494,197378,4021,478406,7137,204333,6247,234155,6290,174947,5418,173942,5131,96798,4331,39486,3116,48481,3400,101026,3931,67696,3005,1680113,16464,27432,3084,121349,6139,120956,5977,215151,6727,241158,5883,265568,5416,149016,5165,64028,3975,89485,3928,222956,4305,163014,3471,42098,3808,1457,691,6319,1691,4229,1121,6090,1140,7118,1631,6867,1479,3703,960,952,404,1284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
1571,15919,1673,11304,1547,796159,18745,6533,1118,53541,4766,71277,4545,154687,6862,158611,5889,134919,5665,53275,3027,18262,1924,28790,2824,61512,3308,54752,3397,0400000US42,12773801,-555555555,714568,2027,2001685,2391,1248038,4036,1600329,4707,1536491,3898,1840649,3474,932831,9753,346337,8160,462901,8497,1109434,2842,980538,2419,9384706,26208,645297,4910,1643320,8967,886565,8413,1077079,10372,1018540,9543,1286803,8059,671854,8223,253756,6837,334453,7183,813113,6267,753926,5811,2383544,24927,58564,4300,276792,8839,269046,8014,335547,8701,326281,8923,386008,8589,190518,6190,69750,3963,91592,3710,218890,6083,160556,5025,209392,9608,4174,1241,28032,3587,21150,2399,33016,3060,33059,3250,32919,2870,17184,2328,4569,1088,8066,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
67,1214,549,698,476,135972,6254,807,453,7254,1729,12363,2067,24684,2821,24191,2300,25529,1880,10494,1541,3655,1006,4472,1180,10893,1463,11630,1901,0400000US44,1051511,-555555555,54201,734,158646,1070,118708,1474,134876,1413,126983,1555,155074,1013,75212,3094,27165,2127,37782,2848,86172,892,76692,664,607379,10221,46254,1814,119326,3560,63513,2965,67528,3703,61948,2873,83855,3291,38886,2662,15370,1742,20866,2191,46153,2053,43680,2153,284065,9072,5998,1546,28487,3268,40650,2796,37055,3180,36991,3118,41508,2937,24590,2258,7801,1319,12389,1806,27912,2151,20684,1727,24095,2912,1142,739,3579,1235,2182,630,5609,1322,3853,1115,4182,909,1242,724,339,290,55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
409,2162,778,1246,450,231278,8752,1854,852,15737,2637,21018,2713,55656,4986,46963,3071,40977,3848,12196,1754,5576,1215,6194,1147,15260,1886,9847,1867,0400000US45,4774839,-555555555,293643,2393,785677,2800,496703,4194,607844,5759,594855,4748,651143,4307,322072,6638,123655,5224,174140,5105,439093,2489,286014,2057,2759460,20077,251721,4208,570590,8710,291431,6665,309703,6888,298923,7253,323025,7723,171313,5798,62962,3792,93130,3390,222659,5213,164003,4252,1732227,21729,38513,3025,195204,8856,178155,6893,232424,6714,239844,7399,275962,7126,134857,5910,53339,3767,73999,3674,199012,5171,110918,4027,51874,4255,1555,677,4146,1058,6099,1489,10061,2123,9125,2417,11179,1749,3706,983,1778,962,817,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
118,93,104,140,190,24459,3075,463,351,3325,1161,3626,1160,5060,1388,4561,1176,3313,893,1328,507,188,181,330,267,1118,499,1147,741,0400000US46,844877,-555555555,58617,939,149864,1106,85437,1800,110717,2138,96760,1699,109277,1595,56513,2957,23715,2033,29474,2499,64666,737,59837,627,543073,6306,51228,1395,114751,2721,49467,2456,62277,2455,52463,2577,64895,2640,36062,2339,14428,1564,19001,1767,38333,1551,40168,1842,273323,6738,6791,1110,31303,2719,32035,2284,42075,2650,39360,2691,40312,2695,18874,2000,9024,1384,10045,1473,25122,1603,18382,1661,4022,983,135,156,485,322,309,220,1305,497,376,243,757,599,249,233,75,127,98,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
344,1337,571,623,386,304801,10295,2839,903,23742,3275,31379,2923,81790,4551,69176,3822,42113,3348,18167,2605,5602,1001,6661,1316,12311,1669,11021,2134,0400000US47,6495978,-555555555,397208,3058,1094873,3826,633862,4408,842934,4942,846939,3825,895569,4458,438358,8523,161100,6175,234945,7384,561481,2439,388709,2260,3970068,25854,354670,3480,846824,10568,396382,7631,451566,6833,443188,8306,475222,6654,235106,6398,88141,4470,130693,4998,313821,6376,234455,5020,2167063,28030,38364,3123,216375,9616,197305,6722,300415,7945,324895,7559,368394,7877,180999,5974,67009,3901,96685,5124,234012,6390,142610,4467,54046,4870,1335,671,7932,2048,8796,1758,9163,1771,9680,1503,9840,1720,4086,801,348,219,906,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
1485,16324,2479,7795,1300,4369271,36614,27646,3491,274376,10462,366192,10609,867312,13926,1023944,13317,854520,10954,299084,8825,101949,5523,126982,7410,270975,6785,156291,4092,0400000US48,26448193,-555555555,1926498,4129,5114420,5362,2733619,9403,3804859,10397,3590709,8243,3440186,7096,1572076,12981,563243,11972,736056,12448,1744740,4828,1221787,3769,15925558,54315,1766227,8356,4104556,24063,1821491,16734,2098304,17454,1631511,16170,1541062,16337,766222,10383,290162,8318,367737,9054,878806,10256,659480,8840,5791474,45989,119079,6609,678393,21390,501068,13490,779085,15760,872216,13630,986652,14328,478280,10790,165610,6974,234235,7324,578635,8807,398221,8552,361890,15035,13546,2261,57095,5392,44868,3823,60158,4527,63038,5128,57952,3807,28490,3070,5522,1349,7102,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
601,1256,501,525,314,236954,9978,1376,769,19101,3274,24144,3401,54960,3743,55774,3371,37765,2682,12993,1888,4496,1003,4798,1229,12441,1519,9106,1514,0400000US49,2900872,-555555555,253409,1240,643422,1608,333592,2367,439707,2949,373367,2204,304801,2673,145806,4925,53556,3689,70532,3768,163236,1207,119444,1144,1819812,13712,231040,2900,514169,6939,205477,4783,253338,4638,192520,4246,146478,4451,73516,3597,26876,2244,36332,2433,79818,2788,60248,2218,814565,12900,19648,2279,105451,6565,99177,5357,126484,4235,119718,3813,116698,3987,57908,3128,21530,2311,28665,2341,69721,3155,49565,2514,29541,3226,1345,770,4701,1052,4794,1121,4925,1344,5355,931,3860,1006,1389,655,654,476,737,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
126,221,149,101,91,27012,2358,323,277,2534,663,2696,810,3326,861,3744,990,3951,855,1978,541,582,270,1105,395,4217,754,2556,629,0400000US50,626630,-555555555,30306,668,93824,1029,66326,802,70428,935,72690,1174,95060,1070,49186,2056,19652,1605,26500,1751,59880,603,42778,295,316524,6051,23425,979,65267,2131,30219,1829,36865,1998,33674,1891,42070,2134,19407,1328,6982,938,12788,1593,24636,1550,21191,1250,277710,5916,6511,869,25319,2153,32396,1944,29624,1971,34226,2003,48156,2077,27484,1671,11818,1384,12440,1314,30806,1715,18930,1282,5384,909,47,81,704,314,1015,516,613,249,1046,497,883,299,317,198,270,223,167,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
794,3954,852,2677,867,948963,16052,6342,1344,53783,4919,78073,4925,197122,6219,224160,6245,172287,5415,66848,3287,18946,2062,29075,2627,63885,3616,38442,2625,0400000US51,8260405,-555555555,509604,3831,1354727,3906,834850,5891,1152347,7021,1098291,6098,1183017,5299,553266,11055,191350,6946,278144,8416,651180,3563,453629,2788,4116496,20716,431273,4868,974636,11082,457269,9725,467799,10581,405439,7367,461138,7787,228415,7148,80272,4123,120702,5296,280547,5443,209006,4237,3052821,22700,67496,4307,305659,8976,282031,9433,457935,9674,444096,7130,524518,8481,249343,6468,89702,4100,125743,4978,302794,5008,203504,4645,142125,5659,4493,954,20649,2234,17477,2155,29491,2965,24596,2818,25074,2527,8660,1238,2430,576,2624,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
715,3735,997,3581,790,943664,16315,6664,1544,57730,5562,82978,5957,200359,7476,206226,5688,164506,5575,59526,3284,20228,1932,28370,2746,65288,3089,51789,3399,0400000US53,6971406,-555555555,442110,1778,1154074,2155,669118,3768,992349,4560,919683,3602,946219,3519,473942,7135,182588,6549,240557,6404,556824,2057,393942,1898,3305257,27568,383497,4448,833028,11494,374593,6905,415783,9229,320647,8787,335066,7916,173092,5281,70746,4160,88242,4166,188474,5194,122089,4184,2606382,25976,48347,3981,246980,9443,199507,7600,354604,9972,370779,8937,426804,9273,233203,6117,89210,4723,121138,4860,299327,5337,216483,4414,116103,6357,3602,1034,16336,2368,12040,1818,21603,3135,22031,2820,19843,2545,8121,1399,2404,711,2807,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
94,185,182,525,313,26321,2572,404,337,2864,744,4133,902,4211,966,4008,992,3771,848,1518,606,458,320,857,400,2147,754,1950,679,0400000US54,1854304,-555555555,102836,1300,279421,1418,178022,2104,213278,2382,233256,2340,254645,1864,143200,4309,54024,3438,75609,3340,183271,1166,136742,1078,1297710,10689,84702,2231,207957,3653,109547,4227,142638,3817,150520,3499,162706,3702,100717,4600,40425,2994,55239,3248,136660,2837,106599,2473,520531,10829,17607,1924,67974,3388,62851,3834,64548,3596,77587,3694,85771,3465,40041,3138,12747,1468,19458,2021,44279,2819,27668,2077,9742,1652,123,165,626,389,1491,621,1881,648,1141,505,2397,756,924,503,394,258,55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
