C05008_025M,C05008_026E,C05008_026M,C05008_027E,C05008_027M,C05008_028E,C05008_028M,C05008_029E,C05008_029M,C05008_030E,C05008_030M,C05008_031E,C05008_031M,C05008_032E,C05008_032M,C05008_033E,C05008_033M,C05008_034E,C05008_034M,C05008_035E,C05008_035M,C05008_036E,C05008_036M,C05008_037E,C05008_037M,C05008_038E,C05008_038M,C05008_039E,C05008_039M,C05008_040E,C05008_040M,C05008_041E,C05008_041M,C05008_042E,C05008_042M,C05008_043E,C05008_043M,C05008_044E,C05008_044M,C05008_045E,C05008_045M,C05008_046E,C05008_046M,C05008_047E,C05008_047M,C05008_048E,C05008_048M,C05008_049E,C05008_049M,C05008_050E,C05008_050M,C05008_051E,C05008_051M,GEO_ID,C05008_001E,C05008_001M,C05008_002E,C05008_002M,C05008_003E,C05008_003M,C05008_004E,C05008_004M,C05008_005E,C05008_005M,C05008_006E,C05008_006M,C05008_007E,C05008_007M,C05008_008E,C05008_008M,C05008_009E,C05008_009M,C05008_010E,C05008_010M,C05008_011E,C05008_011M,C05008_012E,C05008_012M,C05008_013E,C05008_013M,C05008_014E,C05008_014M,C05008_015E,C05008_015M,C05008_016E,C05008_016M,C05008_017E,C05008_017M,C05008_018E,C05008_018M,C05008_019E,C05008_019M,C05008_020E,C05008_020M,C05008_021E,C05008_021M,C05008_022E,C05008_022M,C05008_023E,C05008_023M,C05008_024E,C05008_024M,C05008_025E,C05008_025MA,C05008_026EA,C05008_026MA,C05008_027MA,C05008_027EA,C05008_028EA,C05008_028MA,C05008_029EA,C05008_029MA,C05008_030MA,C05008_030EA,C05008_031MA,C05008_031EA,C05008_032EA,C05008_032MA,C05008_033EA,C05008_033MA,C05008_034MA,C05008_034EA,C05008_035MA,C05008_035EA,C05008_036MA,C05008_036EA,C05008_037EA,C05008_037MA,C05008_038MA,C05008_038EA,C05008_039MA,C05008_039EA,C05008_040MA,C05008_040EA,C05008_041MA,C05008_041EA,C05008_042MA,C05008_042EA,C05008_043MA,C05008_043EA,C05008_044EA,C05008_044MA,C05008_045EA,C05008_045MA,C05008_046EA,C05008_046MA,C05008_047EA,C05008_047MA,C05008_048MA,C05008_048EA,C05008_049EA,C05008_049MA,C05008_050MA,C05008_050EA,C05008_051EA,C05008_051MA,NAME,C05008_001EA,C05008_001MA,C05008_002MA,C05008_002EA,C05008_003EA,C05008_003MA,C05008_004MA,C05008_004EA,C05008_005MA,C05008_005EA,C05008_006EA,C05008_006MA,C05008_007MA,C05008_007EA,C05008_008MA,C05008_008EA,C05008_009EA,C05008_009MA,C05008_010MA,C05008_010EA,C05008_011MA,C05008_011EA,C05008_012EA,C05008_012MA,C05008_013MA,C05008_013EA,C05008_014MA,C05008_014EA,C05008_015MA,C05008_015EA,C05008_016MA,C05008_016EA,C05008_017MA,C05008_017EA,C05008_018EA,C05008_018MA,C05008_019EA,C05008_019MA,C05008_020MA,C05008_020EA,C05008_021EA,C05008_021MA,C05008_022MA,C05008_022EA,C05008_023MA,C05008_023EA,C05008_024EA,C05008_024MA,C05008_025EA,state
2348,32214,2944,543292,10793,125156,5910,10867,1966,23020,2571,91269,4904,159579,3935,28115,3328,50031,3799,81433,3699,193455,5263,22012,3295,68984,4363,102459,4876,5022,1263,546,331,2055,998,2421,750,188433,5229,21466,3239,66929,4534,100038,4861,65102,5308,8164,1797,24031,2594,32907,3252,0400000US25,1046155,17531,502863,10163,114919,6322,10756,1967,20048,2640,84115,5003,145455,4536,26921,3237,45768,3946,72766,3176,181086,5941,22628,3518,62962,4571,95496,5454,7655,1478,1188,578,2960,900,3507,1043,173431,5783,21440,3405,60002,4391,91989,5346,61403,4490,8631,2431,20558,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
1544,21107,1951,315604,7793,69798,3865,5010,1206,11874,1636,52914,3440,155678,5395,31278,3513,51274,3852,73126,4114,54454,3582,5334,1518,20394,2719,28726,2261,32746,3056,2702,1188,12009,2419,18035,2030,21708,2563,2632,990,8385,1461,10691,1558,35674,2797,5701,1395,7137,1494,22836,1950,0400000US26,616786,12746,301182,7407,59186,4177,5362,1293,10040,1764,43784,3235,146913,5099,29297,3266,45150,4176,72466,3547,59152,3747,5561,1138,18025,2516,35566,2739,39728,3443,2622,918,10741,1750,26365,2750,19424,2552,2939,923,7284,1743,9201,1374,35931,3024,6159,1744,8665,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
2641,17589,2450,209141,5703,23858,2297,2379,840,5773,1302,15706,1794,82956,3004,11687,1941,24732,2641,46537,2852,51522,3272,4337,1159,24415,3047,22770,2452,31335,3456,1982,818,15999,2995,13354,1701,20187,2796,2355,797,8416,2075,9416,1686,50805,3257,5598,1609,22774,2665,22433,2465,0400000US27,403514,9761,194373,6080,20034,2796,1930,918,6153,1542,11951,1803,73311,3852,12756,2255,20184,3424,40371,2526,57594,2973,4769,1261,27873,2546,24952,1968,34974,3881,1966,986,17962,2948,15046,1695,22620,3444,2803,917,9911,2277,9906,1579,43434,3384,5972,1292,19873,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
261,1556,805,30437,3344,4449,1041,423,375,807,679,3219,835,12562,1799,2332,932,3550,890,6680,1166,11628,2040,1449,718,4823,1128,5356,1476,6678,1721,410,347,3246,1003,3022,1208,4950,1311,1039,656,1577,753,2334,778,1798,783,67,113,424,377,1307,662,0400000US28,62899,5956,32462,3529,2407,800,139,180,633,468,1635,656,9803,1397,2508,901,3095,919,4200,896,18268,2736,2987,1116,8108,1920,7173,1391,12080,2306,2169,985,5162,1552,4749,1070,6188,1706,818,396,2946,1235,2424,943,1984,836,112,131,316,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
1404,5372,1115,119992,5276,27311,2837,1992,674,5640,1130,19679,2243,46771,2760,8495,1990,14764,2064,23512,2160,32958,3113,4223,1567,12667,2328,16068,1703,18498,2183,1308,684,7466,1540,9724,1326,14460,2601,2915,1353,5201,1621,6344,1408,12952,2461,1955,841,5013,1312,5984,1253,0400000US29,233261,8582,113269,5769,22324,2663,1683,607,4224,1311,16417,2259,40921,2395,10758,2164,13632,1977,16531,1477,37123,2989,3848,1358,15941,2591,17334,1964,23048,2447,1778,756,10026,2025,11244,1718,14075,2222,2070,1089,5915,1511,6090,1322,12901,2221,2381,971,5148,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
393,697,346,10972,1452,4294,868,279,174,719,394,3296,865,3097,700,371,204,1183,459,1543,571,1259,658,135,129,71,93,1053,664,806,492,111,124,18,33,677,479,453,359,24,43,53,86,376,358,2322,764,129,105,498,298,1695,581,0400000US30,19465,2382,8493,1590,2727,725,457,345,164,100,2106,658,2054,978,855,791,644,329,555,342,2064,639,350,287,68,110,1646,602,1459,541,245,262,68,110,1146,505,605,357,105,102,0,165,500,341,1648,629,471,379,480,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
816,1795,555,59834,2852,5331,1083,589,486,773,338,3969,861,16053,1273,3718,1047,5414,954,6921,996,32238,2166,2966,1190,14719,2485,14553,1956,21903,2188,1695,983,9621,2299,10587,1545,10335,1599,1271,578,5098,1236,3966,1070,6212,1490,1800,789,3125,1076,1287,520,0400000US31,123182,4739,63348,2920,3714,746,342,241,1009,506,2363,573,15654,1418,5090,1574,4688,917,5876,885,38464,2117,2773,900,14726,2006,20965,2244,26760,2311,1250,591,9258,1576,16252,2027,11704,2316,1523,744,5468,1714,4713,1290,5516,1030,692,536,3029,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1706,6904,1259,275557,6974,22949,2305,1439,473,4583,1147,16927,1914,94159,3419,8513,1574,28173,2796,57473,2480,143199,5111,5768,1638,41966,3758,95465,4055,102773,5507,1983,768,30660,3805,70130,4148,40426,4217,3785,1523,11306,1948,25335,2642,15250,2166,1399,575,5340,1380,8511,1523,0400000US32,529164,10833,253607,6276,19237,2231,1036,561,3817,980,14384,1971,67876,3469,6389,1721,18075,3025,43412,3023,153116,5088,5024,1395,44978,4244,103114,4855,113592,5707,2694,1036,32859,3796,78039,4517,39524,3483,2330,969,12119,2368,25075,2829,13378,2246,1137,607,5337,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
567,4330,1012,40315,3139,10279,1700,506,395,1850,814,7923,1253,13622,1288,2764,925,5095,1171,5763,1081,8793,1653,589,702,3980,1365,4224,1105,1800,705,6,13,836,587,958,522,6993,1620,583,702,3144,1205,3266,993,7621,1464,99,84,2063,829,5459,1146,0400000US33,75175,4633,34860,2778,9002,1375,978,672,1423,516,6601,1121,12879,1387,3235,1172,3251,919,6393,1056,7108,1336,502,626,1359,662,5247,1226,1744,849,0,185,177,175,1567,804,5364,1196,502,626,1182,683,3680,957,5871,1204,110,153,1431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
2915,30483,2487,985523,14223,165429,7794,8113,1644,25978,3671,131338,6238,320420,5606,40823,3820,103614,5719,175983,5032,442290,9744,36065,4289,146084,6974,260141,8293,51748,4182,2581,795,24871,2927,24296,3024,390542,10030,33484,4213,121213,6161,235845,7955,57384,4538,11914,2464,18848,2620,26622,2767,0400000US34,1925773,22493,940250,12112,147561,6303,9129,2159,27356,2885,111076,4707,300331,4583,31759,3353,95016,5557,173556,4684,431035,10239,31896,3809,149745,8143,249394,7370,76866,5932,4386,1294,36965,4451,35515,3718,354169,10024,27510,3475,112780,7628,213879,6395,61323,4481,9662,2054,21178,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
661,758,445,107484,6241,9047,1532,1492,701,949,488,6606,1321,12758,1263,2191,790,3569,1090,6998,1055,82425,5672,3045,1557,25929,3515,53451,3597,75417,5592,2161,1454,23643,3246,49613,3502,7008,1654,884,583,2286,1104,3838,1275,3254,996,220,189,707,357,2327,902,0400000US35,211249,9656,103765,5099,8562,1615,2000,809,1519,635,5043,1298,9533,1648,2606,1535,1476,658,5451,988,83591,4635,5301,1521,24929,3377,53361,3863,77659,4737,3280,928,23701,3262,50678,3925,5932,1899,2021,1138,1228,663,2683,819,2079,882,257,222,1064,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
4334,68885,5086,2313146,21681,405399,10509,30802,3855,69850,4608,304747,8509,633800,10256,83545,5654,185261,7898,364994,7332,1151125,16818,83806,5994,300843,10563,766476,12848,99863,6552,6292,1564,44633,4373,48938,4506,1051262,16233,77514,5924,256210,10915,717538,12741,122822,7027,17553,2971,43249,4236,62020,3826,0400000US36,4383311,34989,2070165,20920,345845,9223,25715,2746,65997,5089,254133,8142,574342,8758,72628,5492,158994,8235,342720,8474,1015151,16484,81977,6593,306205,10531,626969,13081,139839,9171,9832,2574,64064,5794,65943,5423,875312,16102,72145,6116,242141,9060,561026,11686,134827,7931,20170,3381,45772,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
2725,17714,2596,357969,8595,43589,3497,3467,1040,9703,1730,30419,2672,96960,3817,18824,2683,30476,3206,47660,2672,187402,7148,11805,2449,83528,5848,92069,5085,106802,5761,3667,1293,53591,4685,49544,4608,80600,5566,8138,2183,29937,3927,42525,3577,30018,4383,4478,2349,11343,2413,14197,1971,0400000US37,749426,13204,391457,7999,35222,3317,4205,1000,9193,1758,21824,2439,86149,3362,19799,3027,25096,2763,41254,2497,235323,6261,18677,3485,99050,6424,117596,5666,142413,6557,9901,3015,66159,5524,66353,4972,92910,5937,8776,2334,32891,3981,51243,4113,34763,3985,4479,1325,12570,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
451,1085,541,10952,1717,1871,602,231,184,727,520,913,320,4639,1158,1823,763,1881,794,935,445,970,369,46,84,251,239,673,290,531,248,0,149,75,117,456,224,439,285,46,84,176,189,217,200,3472,1142,1480,1168,829,503,1163,608,0400000US38,21107,2326,10155,1285,886,363,186,165,399,294,301,198,4712,796,2372,957,1599,767,741,497,1569,598,435,424,338,225,796,400,928,444,224,303,100,113,604,369,641,379,211,288,238,193,192,205,2988,863,922,601,981,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
2129,17804,2878,239906,8443,63257,3931,3390,851,11580,1684,48287,3298,95770,4157,22105,2817,29355,3151,44310,2826,43540,3979,5202,1512,18959,2914,19379,2350,20382,2638,2970,1296,9744,2099,7668,1706,23158,2783,2232,781,9215,1874,11711,1775,37339,4216,6810,1900,14348,2509,16181,2398,0400000US39,477337,14457,237431,8052,48119,3115,3591,973,8007,1478,36521,2890,95799,4654,21428,2717,27249,3021,47122,2769,53026,3687,3969,1260,25792,3603,23265,3121,30814,2991,2723,1085,15727,2937,12364,2303,22212,2910,1246,487,10065,1981,10901,2002,40487,4431,6835,1939,15848,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
982,2314,629,104619,3774,8783,1209,780,311,1354,572,6649,1034,30105,1876,5682,1399,8472,1380,15951,1182,57737,2631,5737,1417,25106,2522,26894,1917,47731,2676,4649,1275,20047,2510,23035,1929,10006,1460,1088,529,5059,1168,3859,773,7994,1811,2815,1144,2192,949,2987,899,0400000US40,218432,6279,113813,4409,5115,1037,492,311,926,397,3697,857,25179,1743,5483,1252,7756,1239,11940,1282,75452,3393,7948,1728,31653,2561,35851,2366,61969,3531,5748,1568,25411,2653,30810,2064,13483,2077,2200,809,6242,1345,5041,969,8067,1474,2514,835,3239,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1094,8453,1589,197985,6172,36215,3242,2099,648,8861,2358,25255,2403,61418,2877,10339,2137,16710,2078,34369,2172,82352,4726,3725,1221,26965,4021,51662,3234,72311,4862,2589,1105,24362,3900,45360,3211,10041,1635,1136,713,2603,872,6302,1442,18000,2982,3012,2089,3144,1007,11844,1839,0400000US41,391206,9575,193221,6097,28981,2911,1176,477,7855,1815,19950,2117,50246,3103,8781,2009,12811,2339,28654,2177,99076,4798,4493,1336,30811,3476,63772,4280,85326,5196,3585,965,26373,3626,55368,4264,13750,2717,908,903,4438,1338,8404,1724,14918,2216,2811,1521,3654,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
2179,19144,2266,407943,11338,92914,4367,6453,1534,15673,2251,70788,4068,162532,3678,31335,3373,53968,4274,77229,4056,111614,7158,13112,2692,39259,4075,59243,4620,21509,2727,1570,782,11803,2007,8136,1749,90105,6050,11542,2593,27456,3549,51107,4137,40883,3988,7320,1764,17285,2824,16278,1909,0400000US42,796159,18745,388216,10226,76171,4709,6876,1385,14406,1965,54889,3489,148592,3735,27562,3189,46433,3885,74597,3750,121007,7351,12634,2269,46703,4875,61670,4307,34078,4177,2497,985,15064,2375,16517,2744,86929,6913,10137,2114,31639,4166,45153,4243,42446,3569,6798,1442,16504,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1046,5740,1373,70734,3850,16576,2345,891,596,1199,663,14486,2229,12967,1358,2949,934,3075,963,6943,824,30604,2626,2578,892,9960,1719,18066,1962,657,365,0,210,162,177,495,311,29947,2594,2578,892,9798,1690,17571,1943,10587,1782,349,250,3694,1283,6544,1240,0400000US44,135972,6254,65238,3744,12448,1672,1328,689,1186,655,9934,1497,12280,1498,2354,1022,3671,1168,6255,1014,31410,2621,2686,1070,10394,1931,18330,2243,1730,840,484,430,588,495,658,499,29680,2601,2202,961,9806,1879,17672,2196,9100,1617,713,399,2647,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
1235,5570,1121,112861,5053,20668,2350,1490,764,4087,1291,15091,1912,26741,2442,4670,1254,6866,1509,15205,1848,55619,3287,2674,981,28133,2917,24812,2353,31064,2916,1369,767,17711,2751,11984,1907,24555,2646,1305,667,10422,2233,12828,1966,9833,2043,1472,941,1966,660,6395,1466,0400000US45,231278,8752,118417,5172,15515,2076,1314,646,3445,867,10756,1640,22609,2269,4722,1153,5889,1484,11998,1928,70271,3754,3377,1005,35669,2970,31225,3093,42707,3874,1953,731,22848,2804,17906,2721,27564,2911,1424,723,12821,2316,13319,1965,10022,1599,866,382,3586,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
889,1125,785,12463,1967,2427,821,321,211,889,491,1217,696,4007,807,1143,448,1239,562,1625,539,2535,641,149,117,1111,470,1275,580,830,487,13,44,288,223,529,449,1705,602,136,112,823,396,746,443,3494,1124,483,318,2020,915,991,432,0400000US46,24459,3075,11996,1810,1379,536,79,141,384,314,916,533,3781,1078,1903,730,1136,705,742,388,3305,790,218,199,1338,560,1749,670,1120,418,60,82,321,215,739,367,2185,791,158,172,1017,530,1010,665,3531,1274,752,708,1654,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
3142,8208,1700,142736,5281,16798,2266,1311,565,3965,1378,11522,1728,48312,2726,9020,2009,15976,2049,23316,2087,60592,3318,4841,1512,30043,3268,25708,2894,36550,3663,1918,1002,19923,2996,14709,2366,24042,2775,2923,1058,10120,2119,10999,1754,17034,2818,2742,1474,7823,1953,6469,1367,0400000US47,304801,10295,162065,6567,12576,2320,1812,822,3821,1330,6943,1471,42823,3150,7476,1980,11727,2028,23620,2625,81920,3787,8867,2671,40482,3929,32571,3638,54293,3959,6145,2588,25721,3187,22427,2775,27627,3564,2722,773,14761,2596,10144,2176,24746,3658,2893,1403,13645,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
5429,49535,4843,2157860,24629,103435,6283,14251,2745,21500,2249,67684,4797,440701,7243,72797,5266,133324,6060,234580,6580,1508517,21781,96295,7512,467598,15295,944624,17401,1229208,21708,71480,6401,372277,14350,785451,16135,279309,10557,24815,3440,95321,6184,159173,8703,105207,7221,20308,3397,42176,4624,42723,4135,0400000US48,4369271,36614,2211411,21436,82875,5190,14905,2180,21376,2702,46594,3701,409743,7043,69509,5127,118836,6120,221398,5486,1599170,17845,109834,7420,511323,15110,978013,14685,1305237,18764,77835,6064,400096,15100,827306,13664,293933,11889,31999,4547,111227,7477,150707,8385,119623,8029,21941,3116,48147,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1249,6959,1178,120981,5209,17436,2318,1978,816,4231,1183,11227,1603,24412,1857,5925,1433,6262,1015,12225,1733,67219,3953,3783,1107,26845,3065,36591,2836,44963,3539,2054,909,16334,2436,26575,2596,22256,2754,1729,570,10511,2369,10016,1846,11914,1800,1695,654,4071,1202,6148,1162,0400000US49,236954,9978,115973,6317,11263,1424,1151,559,2811,1059,7301,929,21857,2177,7011,1861,4622,1107,10224,1405,70058,5058,3858,1318,27127,3702,39073,3391,52945,4676,2178,1072,19481,3224,31286,3410,17113,2544,1680,758,7646,1856,7787,1359,12795,1792,1392,637,4444,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
