B17016_042M,B17016_043E,B17016_043M,B17016_044E,B17016_044M,B17016_045E,B17016_045M,B17016_046E,B17016_046M,B17016_047E,B17016_047M,GEO_ID,B17016_001E,B17016_001M,B17016_002E,B17016_002M,B17016_003E,B17016_003M,B17016_004E,B17016_004M,B17016_005E,B17016_005M,B17016_006E,B17016_006M,B17016_007E,B17016_007M,B17016_008E,B17016_008M,B17016_009E,B17016_009M,B17016_010E,B17016_010M,B17016_011E,B17016_011M,B17016_012E,B17016_012M,B17016_013E,B17016_013M,B17016_014E,B17016_014M,B17016_015E,B17016_015M,B17016_016E,B17016_016M,B17016_017E,B17016_017M,B17016_018E,B17016_018M,B17016_019E,B17016_019M,B17016_020E,B17016_020M,B17016_021E,B17016_021M,B17016_022E,B17016_022M,B17016_023E,B17016_023M,B17016_024E,B17016_024M,B17016_025E,B17016_025M,B17016_026E,B17016_026M,B17016_027E,B17016_027M,B17016_028E,B17016_028M,B17016_029E,B17016_029M,B17016_030E,B17016_030M,B17016_031E,B17016_031M,B17016_032E,B17016_032M,B17016_033E,B17016_033M,B17016_034E,B17016_034M,B17016_035E,B17016_035M,B17016_036E,B17016_036M,B17016_037E,B17016_037M,B17016_038E,B17016_038M,B17016_039E,B17016_039M,B17016_040E,B17016_040M,B17016_041E,B17016_041M,B17016_042E,B17016_042MA,B17016_043MA,B17016_043EA,B17016_044MA,B17016_044EA,B17016_045EA,B17016_045MA,B17016_046EA,B17016_046MA,B17016_047EA,B17016_047MA,NAME,B17016_001EA,B17016_001MA,B17016_002EA,B17016_002MA,B17016_003MA,B17016_003EA,B17016_004EA,B17016_004MA,B17016_005MA,B17016_005EA,B17016_006EA,B17016_006MA,B17016_007EA,B17016_007MA,B17016_008MA,B17016_008EA,B17016_009MA,B17016_009EA,B17016_010MA,B17016_010EA,B17016_011MA,B17016_011EA,B17016_012EA,B17016_012MA,B17016_013EA,B17016_013MA,B17016_014MA,B17016_014EA,B17016_015MA,B17016_015EA,B17016_016MA,B17016_016EA,B17016_017MA,B17016_017EA,B17016_018EA,B17016_018MA,B17016_019MA,B17016_019EA,B17016_020MA,B17016_020EA,B17016_021MA,B17016_021EA,B17016_022MA,B17016_022EA,B17016_023EA,B17016_023MA,B17016_024EA,B17016_024MA,B17016_025MA,B17016_025EA,B17016_026MA,B17016_026EA,B17016_027MA,B17016_027EA,B17016_028EA,B17016_028MA,B17016_029EA,B17016_029MA,B17016_030MA,B17016_030EA,B17016_031MA,B17016_031EA,B17016_032MA,B17016_032EA,B17016_033EA,B17016_033MA,B17016_034EA,B17016_034MA,B17016_035MA,B17016_035EA,B17016_036MA,B17016_036EA,B17016_037MA,B17016_037EA,B17016_038EA,B17016_038MA,B17016_039EA,B17016_039MA,B17016_040EA,B17016_040MA,B17016_041MA,B17016_041EA,B17016_042EA,state
1546,10013,1291,152392,5184,92962,4199,37041,3066,22389,1946,0400000US27,1372189,10600,99247,3669,32824,2281,5799,1232,444,264,1677,680,3678,956,11815,1525,2352,740,4766,1067,4697,919,15210,1521,2463,679,2567,547,10180,1123,66423,3498,10498,1513,2261,806,5045,970,3192,799,55925,3479,6318,1100,31409,2827,18198,2201,1272942,10831,1045073,10587,585698,8155,347484,6868,153877,4555,84337,3995,228634,4964,126673,4174,62471,2758,39490,1993,230741,4390,61069,3398,33235,1683,136437,3330,227869,6100,75477,3593,52452,2996,13012,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
1089,12194,1479,113417,5218,65019,4338,16000,2132,32398,2387,0400000US28,745079,9844,141333,6145,40695,3550,7453,1572,1305,816,1448,631,4700,1258,9542,1692,792,433,3132,927,5618,1347,23700,2472,4051,1013,2974,903,16675,2107,100638,4748,10265,1738,1419,476,2814,974,6032,1260,90373,4730,18600,2337,29221,2724,42552,4068,603746,9725,446953,8316,237164,6275,140125,5411,43239,3273,53800,3343,73214,4543,36870,2799,16631,2103,19713,2410,136575,5089,45138,3834,16184,1933,75253,3618,156793,6075,43376,3305,26143,3032,5039,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
1725,15947,1857,195705,5643,115700,4755,38024,3739,41981,2479,0400000US29,1523085,12213,175804,7497,64532,4472,10974,1926,723,405,2187,788,8064,1614,18097,2154,1903,589,7264,1413,8930,1496,35461,2932,4706,909,6822,1322,23933,2387,111272,6072,18658,2282,4213,1192,6658,1549,7787,1490,92614,5700,15463,2338,39243,3011,37908,3434,1347281,11142,1069451,11725,571389,9465,330839,7376,125546,5066,115004,4649,198078,6856,106537,4903,47993,3141,43548,2910,299984,6660,89183,5375,39398,2572,171403,4721,277830,6802,82125,4160,54156,3577,12022,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
846,2048,710,24028,2242,15102,1705,5444,1348,3482,498,0400000US30,256091,4820,28884,2866,10985,1659,1462,569,295,220,443,283,724,320,4086,1005,451,258,2447,758,1188,482,5437,1196,819,536,1139,518,3479,816,17899,2470,4064,1042,883,511,1855,644,1326,593,13835,1911,2216,769,7052,1366,4567,1058,227207,4879,188266,4137,95615,3461,53175,2677,26820,2323,15620,1569,41038,2981,20458,1979,11680,1572,8900,1257,51613,2371,14336,1560,6925,1036,30352,1808,38941,3096,14913,1590,9598,1425,3267,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
728,2880,753,50553,3033,33203,2695,8311,1424,9039,1194,0400000US31,475000,5447,41593,2653,16521,1912,3899,1045,669,366,331,165,2899,940,5748,1221,429,220,1939,584,3380,996,6874,1232,1587,564,1096,442,4191,863,25072,2145,4199,1025,883,448,1853,780,1463,620,20873,1950,4218,936,9978,1549,6677,1199,433407,5681,356284,5229,218502,4349,135369,3893,48811,2759,34322,2301,62399,3086,34769,2288,15433,1499,12197,1420,75383,2534,23583,1640,10243,1405,41557,1953,77123,3860,26570,2401,20495,2315,3195,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1498,6823,1019,92881,4499,54188,3986,21912,2276,16781,1763,0400000US32,639825,9575,74004,4340,30683,2890,6577,1435,372,309,1116,416,5089,1327,8640,1701,850,514,2956,874,4834,1173,15466,1898,2366,851,3431,1007,9669,1689,43321,3555,9005,1638,2290,726,3706,1019,3009,881,34316,3246,5447,1322,14344,2012,14525,1925,565821,9522,425536,8068,222866,6560,117747,4936,47001,3186,58118,3554,83861,4341,38123,2959,24116,2167,21622,2059,118809,3909,35602,2905,14813,1883,68394,3022,140285,5562,47404,3683,31716,3028,8865,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
869,3237,957,42887,2987,24700,2517,10023,1774,8164,1210,0400000US33,347272,6740,17721,2286,6329,1230,414,265,73,93,165,146,176,152,1687,665,291,294,841,506,555,352,4228,1031,258,217,773,345,3197,974,11392,1961,1907,840,113,115,1002,764,792,370,9485,1586,652,348,5183,1100,3650,1030,329551,6516,265877,5737,142985,4352,76864,3829,38420,2743,27701,2492,57496,3670,30054,2647,16292,1822,11150,1293,65396,3244,21357,1860,9593,1403,34446,2145,63674,3965,20787,2628,14638,2325,2912,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
3337,27141,2293,332993,8103,181859,6668,71601,4665,79533,4338,0400000US34,2207108,15690,191576,8242,64999,4227,12813,2471,790,494,1625,686,10398,2220,17919,1837,1849,838,6455,1258,9615,1427,34267,3291,5623,1440,6472,1128,22172,2396,126577,6110,22203,2756,5418,1377,7848,1604,8937,1734,104374,5289,15143,2001,35772,2837,53459,4466,2015532,14743,1544474,14314,873143,10942,452550,8885,200279,5984,220314,6630,301238,8492,159935,6379,70397,4064,70906,3657,370093,7369,129304,5166,46424,3068,194365,4850,471058,10477,138065,6718,85800,5275,25124,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
891,6798,1258,67797,3845,36888,3082,14995,2188,15914,1832,0400000US35,482570,8454,78772,4187,30433,3104,6687,1484,386,327,1265,589,5036,1390,8978,1769,1120,601,2817,988,5041,1243,14768,1882,3284,1184,2543,884,8941,1286,48339,3530,9143,1492,2366,835,2594,847,4183,1132,39196,3119,6623,1399,15113,2029,17460,1932,403798,6847,306127,7165,153916,5177,79453,4643,32449,2739,42014,3399,52811,3464,26304,2662,12274,1620,14233,1570,99400,4127,31534,2864,10894,1478,56972,2783,97671,4090,29874,2608,18806,2299,4270,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
4063,60380,3631,761576,12978,429911,9927,143798,5488,187867,6060,0400000US36,4584095,23648,555715,11514,202949,7530,43486,3014,2937,811,8178,1319,32371,2720,57877,3491,5473,991,20077,2112,32327,2461,101586,5523,18813,2498,20006,2156,62767,4298,352766,8891,52702,3756,10260,1903,15940,2086,26502,2887,300064,8614,40000,3843,100950,5239,159114,5470,4028380,22401,2955519,20351,1625406,16687,872584,12660,361711,8215,391111,9029,568633,11268,284427,8410,152382,6268,131824,5709,761480,9699,241468,8010,102435,4127,417577,7352,1072861,16601,311285,9608,197245,7518,53660,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
2778,26296,2640,342226,8317,198771,7031,64575,4206,78880,4438,0400000US37,2474802,16886,323394,8533,110320,4613,21639,2470,1554,681,3999,1117,16086,2021,30963,2666,2652,897,10188,1457,18123,2411,57718,3453,8642,1544,12830,1636,36246,2770,213074,6665,35366,3702,7605,1698,13818,2181,13943,2109,177708,5609,28979,3178,68077,4096,80652,4700,2151408,15990,1676036,17121,900324,13862,488928,12770,199033,6570,212363,7042,312571,8492,162710,5279,73745,3993,76116,4228,463141,8486,135227,5812,53404,2780,274510,5949,475372,9433,133146,5932,84000,5049,22850,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
429,1002,577,16098,1809,10918,1532,2952,862,2228,514,0400000US38,180213,4276,12577,1557,4888,1061,1167,646,211,217,326,258,630,505,1916,674,234,235,636,384,1046,475,1805,463,191,121,160,122,1454,416,7689,1429,1622,640,419,393,657,413,546,275,6067,1282,1029,592,2523,714,2515,868,167636,4086,140191,3687,81497,3594,50015,3027,20271,2522,11211,1435,30446,2243,16715,1739,7891,1278,5840,929,28248,1839,8354,1042,4492,698,15402,1065,27445,2596,11347,1818,9131,1673,1214,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
2503,33903,2862,392499,8891,220658,7297,80032,4887,91809,4883,0400000US39,2923404,17892,339646,9215,100808,5172,15125,2192,1285,563,4349,1552,9491,1620,28690,2859,2821,889,10189,1300,15680,2374,56993,3546,6947,1570,13281,1964,36765,2583,238838,8218,38679,3440,6192,1340,14740,2119,17747,2259,200159,6890,29148,2550,85798,5170,85213,4290,2583758,18414,2017401,17699,1081618,14266,590473,10559,264061,6189,227084,6640,381329,8203,203066,6713,89034,4582,89229,3846,554454,10294,162605,5559,71451,3268,320398,6870,566357,11148,173858,6303,110461,5174,29494,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1054,11423,1257,115363,4495,69077,3351,18968,1833,27318,2150,0400000US40,956517,8198,119549,4250,42975,2443,8419,1240,853,375,1987,643,5579,899,10250,1271,1782,466,3671,763,4797,972,24306,1632,5990,929,4069,588,14247,1177,76574,3560,11294,1164,2582,660,3590,769,5122,778,65280,3209,12370,1612,23704,2132,29206,2261,836968,7115,659922,7407,371751,6872,209827,5930,71705,2991,90219,3940,104230,3884,57639,2925,20796,1900,25795,1726,183941,4491,62828,3284,19424,1638,101689,3235,177046,5777,61683,3306,42715,3163,7545,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1795,9938,1572,111652,4842,55128,3724,29349,2960,27175,2503,0400000US41,961197,8560,108668,5173,45052,3529,7008,1201,801,457,1716,644,4491,1024,15988,2317,1728,659,6649,1498,7611,1710,22056,2471,3308,1033,5115,1357,13633,1895,63616,4409,12243,2401,1204,745,6575,1796,4464,1083,51373,3705,6153,1722,24096,2781,21124,2219,852529,8622,686711,9053,316735,7124,154819,6351,91329,4420,70587,3799,164750,6567,84368,4408,43750,3216,36632,2834,205226,5718,54212,3402,27533,2570,123481,4055,165818,6126,54166,3654,32698,3150,11530,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
3053,35481,2634,417120,8981,230494,6512,82156,4504,104470,3923,0400000US42,3152234,16466,293368,8876,91104,5389,15660,1732,1359,516,3382,871,10919,1527,24635,2399,3219,937,6634,1384,14782,1750,50809,3537,5643,1160,7882,1227,37284,3061,202264,6464,30849,3422,4154,1133,11280,1820,15415,2165,171415,5988,22100,2747,67672,3857,81643,3667,2858866,18184,2263674,15688,1211458,11655,660303,9984,292321,7250,258834,6954,439895,9176,231665,6927,104435,4318,103795,3791,612321,8380,170663,5931,83652,3572,358006,5539,595192,11251,178072,6999,112791,5234,29800,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1527,4308,1357,41950,3184,22179,2564,11151,1876,8620,1492,0400000US44,259863,5566,27696,2537,9042,1832,1524,770,28,47,397,406,1099,663,2534,897,400,305,752,416,1382,662,4984,1378,1313,768,1417,783,2254,841,18654,2034,2881,854,856,456,595,466,1430,732,15773,1894,1472,589,5507,1319,8794,1535,232167,5994,171888,5353,92276,4191,49486,3445,24597,2192,18193,1850,35317,2701,19246,2078,7559,1246,8512,1368,44295,2698,13119,1916,7078,1243,24098,1719,60279,4216,18329,2276,9829,1900,4192,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
1372,14562,1729,174776,6526,98843,5254,29650,2867,46283,3023,0400000US45,1195104,11860,168466,6140,53918,3958,9211,1736,859,437,1319,502,7033,1587,13800,2046,2215,960,4399,1045,7186,1483,30907,2873,5279,1297,6524,1378,19104,2396,114548,5204,16109,2279,3010,1067,5456,1382,7643,1621,98439,4855,16574,2212,37183,3165,44682,3514,1026638,11110,786844,12553,411791,9939,229307,7720,85668,4929,96816,4028,129546,6373,63149,4590,29250,2066,37147,2955,245507,6431,69774,3528,31849,2917,143884,4654,239794,7201,65018,4063,42486,3534,7970,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
320,2003,735,20830,2061,13567,1580,3867,1008,3396,733,0400000US46,213838,4685,19632,1935,6026,917,914,390,121,71,105,101,688,361,1951,603,435,299,944,355,572,363,3161,582,259,171,448,256,2454,585,13606,1555,2731,723,714,454,731,305,1286,578,10875,1495,2142,752,5071,1225,3662,727,194206,4218,160767,3874,94300,3118,61947,2845,22112,1681,10241,1306,33958,2299,17533,1630,9766,1291,6659,903,32509,1934,8749,1258,5532,841,18228,1360,33439,2742,12609,1714,9598,1585,1008,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
2258,17184,2252,214345,7850,119776,6183,40251,3367,54318,3011,0400000US47,1658071,14416,220449,7821,78588,5105,15678,2274,786,393,3177,973,11715,1812,22739,2209,1709,617,8384,1429,12646,1790,40171,3611,5880,1363,7659,1405,26632,2848,141861,6855,23170,2763,3832,1222,10095,2043,9243,1403,118691,6029,17770,2950,49036,4048,51885,4279,1437622,14381,1129842,12607,606855,11248,333808,9246,124942,4755,148105,6053,194220,6830,102071,4917,42344,2779,49805,3625,328767,7291,98186,5347,38923,2711,191658,5948,307780,9367,93435,5079,62582,3753,13669,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
4360,60217,4358,874957,18522,538832,14748,163994,7457,172131,6329,0400000US48,6322542,26601,860114,17817,348865,10943,93972,5407,5811,1552,16869,2510,71292,4210,92328,5556,13083,2301,28163,3205,51082,3372,162565,7161,43398,3645,32383,3592,86784,4724,511249,11937,77034,5006,22902,2609,25055,2870,29077,3310,434215,10654,95828,6220,165301,7061,173086,6809,5462428,27260,4203888,27827,2504592,27176,1356126,21201,478874,12147,669592,13370,694564,13252,360346,10534,164298,5698,169920,7564,1004732,14022,393307,11412,115720,5102,495705,8379,1258540,20631,383583,11985,265958,9666,57408,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1142,5219,1044,62597,3616,37596,3480,12662,1677,12339,1337,0400000US49,677332,6098,63176,4036,33188,2537,7878,1629,729,459,1410,685,5739,1450,12052,1735,1627,707,6184,1341,4241,953,13258,1767,4733,1235,3391,928,5134,1033,29988,3304,6076,1415,1764,858,2680,915,1632,602,23912,2765,3083,888,11120,1905,9709,1658,614156,6429,518787,6178,280916,6410,120062,5010,82804,3748,78050,4166,113412,4172,65396,2731,27856,2413,20160,1870,124459,5218,54980,3691,13390,1375,56089,3065,95369,4689,32772,3065,22096,2604,5457,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
588,1294,416,15572,1241,9127,1252,3543,748,2902,633,0400000US50,155933,3601,12219,1569,3257,708,333,126,117,79,90,73,126,78,1080,365,67,73,493,267,520,273,1844,589,298,212,282,189,1264,487,8962,1400,1476,593,170,137,435,240,871,532,7486,1264,615,354,3102,828,3769,919,143714,3508,119919,3418,61011,2847,38296,2215,14143,1451,8572,1177,29355,2007,15233,1397,8220,1026,5902,853,29553,1748,7594,1155,4314,743,17645,1281,23795,1691,8223,1037,5205,936,1724,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
2543,20678,2089,289483,8308,173677,7634,53535,3374,62271,3574,0400000US51,2049184,16114,172062,6900,58409,3115,10273,1845,851,483,1237,585,8185,1595,16875,2055,1423,568,6542,1372,8910,1584,31261,2365,5175,1298,4714,1041,21372,2085,113653,6222,17620,2154,4318,1146,5436,1307,7866,1518,96033,5328,14942,2519,39083,3391,42008,3367,1877122,15824,1472525,14896,860427,13478,479538,9837,185187,6489,195702,5753,261983,7897,146851,6450,57600,3222,57532,3345,350115,6410,115886,4213,42338,2681,191891,5231,404597,10727,115114,5671,74468,4647,19968,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
2406,16784,1871,192538,6577,109368,5518,44557,3754,38613,2917,0400000US53,1705112,13920,162515,6352,63721,4490,10098,1476,651,294,1735,676,7712,1433,24602,2779,2819,1089,8627,1645,13156,1915,29021,2525,4327,1106,5600,1078,19094,2059,98794,5081,18582,2113,1889,727,9953,1558,6740,1311,80212,4303,7778,1344,36259,3035,36175,3587,1542597,13775,1245354,13658,648390,11017,326325,7799,164637,5904,157428,6617,264258,7384,136033,5242,70441,4119,57784,3668,332706,6997,104887,4685,43752,3458,184067,4781,297243,8749,104705,4917,69525,3457,18396,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
912,6978,1104,54578,3123,26329,2545,9658,1615,18591,1688,0400000US54,479389,7296,64863,3957,25260,2859,3326,924,310,242,360,262,2656,909,5074,1029,809,490,1368,434,2897,750,16860,2207,2042,607,2684,849,12134,1943,39603,3081,7634,1528,1089,621,2075,627,4470,1217,31969,2995,3542,833,11308,1532,17119,2182,414526,7241,330698,7131,151738,5950,83360,4154,28593,2268,39785,3083,55716,3231,27791,2365,11778,1472,16147,1817,123244,3919,36497,2800,12727,1778,74020,2973,83828,4265,29250,2844,18031,2422,4241,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
