B08513_005E,B08513_005M,B08513_006E,B08513_006M,B08513_007E,B08513_007M,B08513_008E,B08513_008M,B08513_009E,B08513_009M,B08513_010E,B08513_010M,B08513_011E,B08513_011M,B08513_012E,B08513_012M,B08513_013E,B08513_013M,B08513_014E,B08513_014M,B08513_015E,B08513_015M,B08513_016E,B08513_016M,B08513_017E,B08513_017M,B08513_018E,B08513_018M,B08513_019E,B08513_019M,B08513_020E,B08513_020M,B08513_021E,B08513_021M,B08513_022E,B08513_022M,B08513_023E,B08513_023M,B08513_024E,B08513_024M,B08513_025E,B08513_025M,B08513_026E,B08513_026M,B08513_027E,B08513_027M,B08513_028E,B08513_028M,B08513_029E,B08513_029M,B08513_030E,B08513_030M,B08513_031E,B08513_031M,B08513_032E,B08513_032M,B08513_033E,B08513_033M,B08513_034E,B08513_034M,B08513_035E,B08513_035M,B08513_036E,B08513_036M,B08513_037E,B08513_037M,B08513_038E,B08513_038M,B08513_039E,B08513_039M,B08513_040E,B08513_040M,B08513_041E,B08513_041M,B08513_042E,B08513_042M,B08513_043E,B08513_043M,B08513_044E,B08513_044M,B08513_045E,B08513_045M,B08513_046E,B08513_046M,B08513_047E,B08513_047M,B08513_048E,B08513_048M,B08513_049E,B08513_049M,B08513_050E,B08513_050M,B08513_051E,B08513_051M,B08513_052E,B08513_052M,B08513_053E,B08513_053M,B08513_054E,B08513_054M,B08513_055E,B08513_055M,B08513_056E,B08513_056M,GEO_ID,B08513_001E,B08513_001M,B08513_002E,B08513_002M,B08513_003E,B08513_003M,B08513_004E,B08513_004M,B08513_005EA,B08513_005MA,B08513_006MA,B08513_006EA,B08513_007MA,B08513_007EA,B08513_008EA,B08513_008MA,B08513_009MA,B08513_009EA,B08513_010EA,B08513_010MA,B08513_011EA,B08513_011MA,B08513_012MA,B08513_012EA,B08513_013MA,B08513_013EA,B08513_014EA,B08513_014MA,B08513_015MA,B08513_015EA,B08513_016MA,B08513_016EA,B08513_017MA,B08513_017EA,B08513_018MA,B08513_018EA,B08513_019EA,B08513_019MA,B08513_020EA,B08513_020MA,B08513_021EA,B08513_021MA,B08513_022MA,B08513_022EA,B08513_023MA,B08513_023EA,B08513_024EA,B08513_024MA,B08513_025EA,B08513_025MA,B08513_026MA,B08513_026EA,B08513_027EA,B08513_027MA,B08513_028MA,B08513_028EA,B08513_029EA,B08513_029MA,B08513_030EA,B08513_030MA,B08513_031EA,B08513_031MA,B08513_032EA,B08513_032MA,B08513_033EA,B08513_033MA,B08513_034MA,B08513_034EA,B08513_035EA,B08513_035MA,B08513_036EA,B08513_036MA,B08513_037EA,B08513_037MA,B08513_038MA,B08513_038EA,B08513_039EA,B08513_039MA,B08513_040EA,B08513_040MA,B08513_041MA,B08513_041EA,B08513_042EA,B08513_042MA,B08513_043EA,B08513_043MA,B08513_044EA,B08513_044MA,B08513_045MA,B08513_045EA,B08513_046EA,B08513_046MA,B08513_047EA,B08513_047MA,B08513_048MA,B08513_048EA,B08513_049EA,B08513_049MA,B08513_050MA,B08513_050EA,B08513_051MA,B08513_051EA,B08513_052EA,B08513_052MA,B08513_053EA,B08513_053MA,B08513_054MA,B08513_054EA,B08513_055MA,B08513_055EA,B08513_056MA,B08513_056EA,NAME,B08513_001EA,B08513_001MA,B08513_002EA,B08513_002MA,B08513_003EA,B08513_003MA,B08513_004EA,B08513_004MA,state
644750,14681,1420693,17192,852258,13120,568435,10934,4827098,26864,3910881,24115,420644,11400,259263,9426,161381,8664,495573,11271,321490,8423,174083,6835,636260,15423,416445,11411,110984,6884,46971,3796,64013,5619,108831,4636,53350,3174,55481,4164,2789804,27298,1553727,19178,630973,14063,322820,11067,308153,11224,605104,12357,355625,9547,249479,7851,572590,14962,324144,11289,119826,7873,52428,4885,67398,6799,128620,5510,68284,3836,60336,4838,183690,8286,117636,6382,35285,3787,14275,2101,21010,3239,30769,3404,19113,2687,11656,2198,360333,11526,263257,9542,45280,3832,22485,2923,22795,2832,51796,3885,34396,3462,17400,2263,0400000US36,9369775,31153,6586090,27981,1362992,16168,718242,14922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,36
188078,7494,171963,8115,117485,6052,54478,4558,3534016,22599,3190683,23822,217230,7631,104065,5540,113165,5308,126103,6567,89143,4975,36960,3683,431500,10593,321829,9359,83028,6148,23599,3287,59429,5203,26643,3114,14272,2174,12371,2435,49935,4059,40385,3428,5814,1407,1900,829,3914,1289,3736,1005,2377,853,1359,579,80416,6455,68066,5705,7423,1868,3312,959,4111,1578,4927,1256,3199,1034,1728,726,53668,4725,43938,3600,6961,2047,3358,1308,3603,1191,2769,1073,2072,859,697,596,196868,7649,180750,7115,8333,1504,4477,1254,3856,1235,7785,1537,6422,1390,1363,564,0400000US37,4346403,23045,3845651,23844,328789,8345,140711,6670,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,37
2214,676,13714,2112,9382,1790,4332,1208,333761,5185,321179,5248,3980,838,3107,805,873,469,8602,1666,6041,1383,2561,964,44943,3631,41239,3277,1525,687,763,470,762,423,2179,833,1240,653,939,512,2317,635,1843,571,77,129,0,149,77,129,397,243,196,124,201,232,18047,1931,15879,1712,793,450,411,334,382,331,1375,613,1214,600,161,163,10205,1755,8905,1618,557,653,557,653,0,149,743,482,273,203,470,449,16917,1414,16356,1404,143,163,23,27,120,160,418,225,418,225,0,149,0400000US38,426190,5770,405401,5937,7075,1356,4861,1237,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,38
45284,3816,232125,9993,156847,8066,75278,5260,4402917,24051,4158129,24809,79380,4544,52688,3590,26692,2947,165408,8503,115866,6883,49542,4112,406367,13300,352755,11721,19723,2833,8166,1678,11557,2289,33889,3165,20177,2621,13712,2083,89526,5060,80696,4595,3284,1004,1762,643,1522,692,5546,1106,3402,778,2144,792,117731,5968,104926,6002,4848,1422,2188,610,2660,1297,7957,1368,4358,842,3599,1160,61541,4544,50478,4278,3448,1081,1550,623,1898,908,7615,1468,4859,1154,2756,788,182681,7490,168191,7098,2780,819,1825,676,955,493,11710,2011,8185,1633,3525,932,0400000US39,5260763,23967,4915175,25755,113463,5181,68179,4062,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,39
65893,3025,55367,3663,36976,3265,18391,2246,1411954,11199,1277754,11387,92168,4340,48311,3420,43857,3193,42032,3407,28892,2857,13140,1805,165928,6278,130594,5097,26762,2793,9017,1379,17745,2376,8572,1260,4770,812,3802,927,9247,1385,7909,1309,773,462,422,349,351,329,565,323,396,261,169,193,28910,2750,25225,2553,1695,516,637,342,1058,388,1990,759,1523,699,467,331,23366,2368,19391,2226,2918,1053,1045,542,1873,866,1057,479,503,356,554,348,57224,3337,53275,3304,2798,778,1789,612,1009,386,1151,416,892,348,259,222,0400000US40,1696629,10537,1514148,11369,127114,4137,61221,3778,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,40
84680,6026,107866,4864,68221,3847,39645,3133,1288901,15850,1119079,15142,101333,5598,53001,4525,48332,4411,68489,4114,44329,3440,24160,2349,183668,9488,132725,6770,35402,5337,11115,1999,24287,4598,15541,2231,7442,1378,8099,1878,76642,4710,59900,3876,8786,2172,4448,1641,4338,1225,7956,1624,5491,1389,2465,726,70401,4758,57162,3971,8427,1754,5300,1393,3127,1059,4812,1580,3099,1320,1713,758,60717,4463,52790,4358,4199,1288,2557,935,1642,894,3728,1201,2399,820,1329,746,110334,5784,97053,5476,5941,1526,2987,1069,2954,930,7340,1573,5461,1255,1879,742,0400000US41,1790663,15630,1518709,15658,164088,6165,79408,4907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,41
98533,5990,345167,9158,223589,7843,121578,6274,4447205,24600,4087148,22721,141751,5627,87988,5264,53763,3614,218306,7659,148799,6917,69507,4504,482322,12948,397092,11279,36238,3960,15769,2270,20469,3076,48992,3851,26391,2694,22601,2799,334650,10880,276238,9879,26911,3678,17861,3098,9050,2462,31501,3200,18603,2327,12898,2130,229153,8068,192761,7657,16957,2845,8918,1652,8039,2055,19435,2513,11815,1909,7620,1441,86677,4757,69427,4186,7550,1732,2751,884,4799,1664,9700,1788,6003,1118,3697,1217,227765,7559,202705,6854,7827,1491,5414,1328,2413,994,17233,2247,11978,1791,5255,1419,0400000US42,5807772,22684,5225371,22763,237234,7080,138701,5809,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,42
19856,2854,43894,3869,31038,3396,12856,1791,388963,9015,324240,8859,30735,2963,19395,2691,11340,1844,33988,3528,24962,3038,9026,1414,37003,3472,27096,2847,5525,1145,1447,580,4078,1080,4382,1151,2885,899,1497,591,10068,1844,6619,1212,2398,992,1409,677,989,763,1051,564,515,327,536,389,20314,2641,14835,2226,2744,1163,1963,835,781,732,2735,918,1558,508,1177,903,7768,2040,3908,949,3237,1733,1271,710,1966,1638,623,465,174,207,449,376,15751,1972,13443,1796,1193,571,491,405,702,396,1115,531,944,487,171,175,0400000US44,479867,9766,390141,9625,45832,3475,25976,2899,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,44
58378,4656,55101,4543,36751,3474,18350,2735,1678654,15315,1560705,16048,76510,4537,41398,3853,35112,3316,41439,3797,29606,3082,11833,2075,186745,7374,153172,6200,24981,4188,5871,1548,19110,3603,8592,1607,4608,1337,3984,1059,13561,2219,12528,2148,751,459,457,365,294,262,282,332,0,204,282,332,50846,4113,43874,3623,4500,1362,3076,1014,1424,851,2472,671,1107,404,1365,626,31861,2870,28448,2799,2619,966,768,469,1851,901,794,342,377,270,417,244,68335,4721,65216,4747,1597,723,1010,602,587,384,1522,921,1053,765,469,526,0400000US45,2030002,15955,1863943,15965,110958,4907,52580,3952,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,45
3501,953,13600,2137,9046,1684,4554,1008,343774,5430,326244,5235,7562,1200,5453,1136,2109,834,9968,1570,7141,1533,2827,532,38932,3085,34544,2846,2760,1013,1507,628,1253,608,1628,665,954,356,674,511,1259,536,1141,501,95,151,95,151,0,155,23,47,0,155,23,47,18079,2126,16179,1823,391,265,286,227,105,141,1509,809,535,469,974,711,5573,1204,5067,1152,167,131,133,118,34,51,339,294,339,294,0,155,22385,2147,22104,2134,148,140,148,140,0,155,133,92,77,56,56,73,0400000US46,430002,5164,405279,4892,11123,1477,7622,1298,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,46
62856,4536,86944,4823,57917,4205,29027,2532,2422208,19971,2286414,20682,70112,4666,35310,3572,34802,3482,65682,4254,44256,3597,21426,2308,264003,9648,220163,8525,29281,4216,9460,1901,19821,3251,14559,2180,8853,1848,5706,1463,21317,2676,18620,2378,1968,916,463,289,1505,952,729,650,592,576,137,175,37602,3583,32448,2962,2666,1730,661,362,2005,1719,2488,805,1497,618,991,533,35127,3898,29153,3451,4642,1777,1157,613,3485,1539,1332,685,961,610,371,286,100653,5560,94725,5186,3774,1505,2536,1133,1238,765,2154,707,1758,605,396,297,0400000US47,2880910,20784,2681523,20906,112443,4846,49587,4292,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,47
1491087,22421,701117,13487,480651,12479,220466,9194,9575394,39070,6385625,31815,2652796,23825,1594391,23305,1058405,19044,536973,12294,381810,10840,155163,7240,1274287,25747,663567,14500,519850,16591,237737,10171,282113,12824,90870,7302,52323,5503,38547,4657,187472,8516,111460,6101,58525,5271,25603,3176,32922,3735,17487,2603,9746,1922,7741,1700,190537,8718,118695,6956,57688,4759,26946,2547,30742,3919,14154,2127,8301,1784,5853,1379,213408,9858,122828,7177,78957,7278,30010,3728,48947,5953,11623,2250,6659,1642,4964,1517,491120,15266,367579,12574,93531,6173,55573,4792,37958,4517,30010,3578,21812,2911,8198,1666,0400000US48,11932218,33744,7769754,31813,3461347,23430,1970260,22508,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,48
55729,4939,66124,4273,50105,3762,16019,2029,996730,12976,860185,12861,90194,5477,52084,3589,38110,3834,46351,3151,34965,2705,11386,1781,155487,7867,121401,6154,24123,3834,11398,2119,12725,2591,9963,2197,7801,1944,2162,977,30443,3235,23495,2629,4219,1020,2547,746,1672,690,2729,939,1793,783,936,482,33191,2803,27969,2576,2789,919,1325,612,1464,668,2433,801,1586,630,847,417,26666,2816,23256,2691,1924,554,1337,553,587,309,1486,625,1368,613,118,117,67201,4104,59737,3881,4302,1049,3131,879,1171,657,3162,761,2592,762,570,288,0400000US49,1309718,11980,1116043,11876,127551,6554,71822,4118,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,49
1258,480,11485,1436,8024,1172,3461,1015,233065,4550,223550,4636,1609,650,1438,564,171,179,7906,1223,6068,979,1838,753,32375,2225,29449,2228,797,478,523,336,274,278,2129,714,937,459,1192,521,3655,1112,3403,1062,132,263,0,151,132,263,120,149,120,149,0,151,17221,1847,15320,1673,1162,453,488,346,674,330,739,273,554,267,185,147,4972,1086,4939,1084,33,62,33,62,0,151,0,151,0,151,0,151,21399,1782,20757,1738,51,60,44,55,7,14,591,356,345,227,246,287,0400000US50,312687,4827,297418,4822,3784,875,2526,690,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,50
132122,6984,328749,9164,223368,8510,105381,5453,3108405,24073,2681555,23450,183982,7595,108624,5599,75358,4923,242868,8507,168591,7722,74277,4151,356673,10326,266344,9124,53615,4871,21721,2856,31894,3864,36714,3847,22520,2808,14194,2427,117477,5803,84395,4623,17164,3061,8795,1767,8369,2383,15918,1950,9789,1372,6129,1506,99640,6150,77424,5039,12637,2788,5882,1663,6755,2136,9579,2015,6060,1533,3519,1214,65807,5047,52549,4658,7895,2248,2923,964,4972,1941,5363,1049,3623,814,1740,677,182279,6807,154381,6323,9591,1980,4817,1310,4774,1477,18307,2147,12785,1632,5522,1538,0400000US51,3930281,22386,3316648,24058,284884,8723,152762,6158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,51
132469,7634,339497,10630,220163,8188,119334,6968,2294211,20365,1890647,19111,181859,8304,97573,6051,84286,5956,221705,8611,146985,7148,74720,5128,320063,12263,229028,9480,45246,4564,16395,2435,28851,3930,45789,4000,25949,2966,19840,2554,198735,9125,152938,7485,11662,2411,6647,2050,5015,1566,34135,3669,23000,2601,11135,2243,110888,5729,86554,4374,10291,2497,4225,1243,6066,2007,14043,2641,9037,1735,5006,1896,63990,4249,50950,3355,5762,1456,3014,1240,2748,957,7278,1785,4199,1139,3079,1220,170293,7449,143446,6184,10300,2495,4797,1417,5503,1811,16547,2179,10993,1704,5554,1252,0400000US53,3158180,19055,2553563,19751,265120,8774,132651,7426,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,53
4150,1423,9965,1614,7223,1393,2742,862,588025,10315,576417,10001,4411,1090,2820,824,1591,689,7197,1267,5146,1048,2051,726,76456,5051,71850,4356,3564,1459,1519,966,2045,1082,1042,535,676,361,366,351,4495,1127,3958,1076,81,108,35,69,46,80,456,440,349,412,107,190,20702,2767,19348,2657,669,454,201,164,468,432,685,347,649,336,36,47,8458,1418,8180,1424,109,152,109,152,0,190,169,175,121,147,48,92,22786,2341,22186,2265,184,250,184,250,0,190,416,394,282,269,134,229,0400000US54,720922,11019,701939,9970,9018,2103,4868,1383,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,54
58711,3477,103140,4568,71147,4222,31993,2349,2232577,17598,2067417,16572,90678,4844,51425,3579,39253,3338,74482,4032,52904,3521,21578,2153,228852,6498,196398,5864,20370,3439,7354,1503,13016,2762,12084,1854,6915,1314,5169,1220,54627,3530,47423,3225,4021,1414,2045,880,1976,926,3183,782,1811,632,1372,458,99497,4702,89178,4214,4453,1275,2845,946,1608,677,5866,1212,4119,1050,1747,582,48145,3493,43334,3371,2620,770,1182,539,1438,604,2191,692,1797,700,394,173,114671,4663,105411,4675,3926,1184,2506,996,1420,753,5334,976,3601,802,1733,455,0400000US55,2778369,16369,2549161,15669,126068,4501,67357,3992,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,55
4922,1186,7316,1517,6076,1402,1240,543,229639,4763,215569,4910,8911,1653,5309,1123,3602,1097,5159,1385,4363,1265,796,423,34009,3484,31137,3336,1910,705,1079,526,831,525,962,548,962,548,0,193,4500,1079,4195,1086,127,149,127,149,0,193,178,252,178,252,0,193,13443,2372,12662,2276,234,189,165,158,69,97,547,328,266,176,281,218,6366,1241,5640,1194,281,297,0,193,281,297,445,303,282,270,163,127,10777,1854,10524,1783,228,260,89,82,139,251,25,41,25,41,0,193,0400000US56,298734,4653,279727,4776,11691,1672,6769,1228,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,56
764862,12369,2446,909,1377,568,1069,759,835610,12479,41261,3457,792908,12913,168767,6604,624141,12398,1441,624,975,532,466,377,90810,5510,9277,1724,81185,5794,17197,2678,63988,4941,348,339,114,110,234,315,25612,2696,1923,645,23561,2577,3340,847,20221,2301,128,126,98,113,30,50,33252,2983,1676,558,31134,2840,4741,1310,26393,2732,442,475,154,187,288,441,19111,2104,1668,554,17443,2159,3009,932,14434,2046,0,225,0,225,0,225,22680,2693,579,340,22014,2676,6329,1110,15685,2142,87,100,36,58,51,81,0400000US72,1027075,11465,56384,4620,968245,12603,203383,7331,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,72
