B27001H_001E,B27001H_001M,B27001H_002E,B27001H_002M,B27001H_003E,B27001H_003M,B27001H_004E,B27001H_004M,B27001H_005E,B27001H_005M,B27001H_006E,B27001H_006M,B27001H_007E,B27001H_007M,B27001H_008E,B27001H_008M,B27001H_009E,B27001H_009M,B27001H_010E,B27001H_010M,B27001H_011E,B27001H_011M,B27001H_012E,B27001H_012M,B27001H_013E,B27001H_013M,B27001H_014E,B27001H_014M,B27001H_015E,B27001H_015M,B27001H_016E,B27001H_016M,B27001H_017E,B27001H_017M,B27001H_018E,B27001H_018M,B27001H_019E,B27001H_019M,B27001H_020E,B27001H_020M,B27001H_021E,B27001H_021M,B27001H_022E,B27001H_022M,B27001H_023E,B27001H_023M,B27001H_024E,B27001H_024M,B27001H_025E,B27001H_025M,B27001H_026E,B27001H_026M,B27001H_027E,B27001H_027M,B27001H_028E,B27001H_028M,B27001H_001M,B27001H_001EA,B27001H_001MA,B27001H_002M,B27001H_002EA,B27001H_002MA,B27001H_003M,B27001H_003EA,B27001H_003MA,B27001H_004M,B27001H_004EA,B27001H_004MA,B27001H_005M,B27001H_005EA,B27001H_005MA,B27001H_006M,B27001H_006EA,B27001H_006MA,B27001H_007M,B27001H_007EA,B27001H_007MA,B27001H_008M,B27001H_008EA,B27001H_008MA,B27001H_009M,B27001H_009EA,B27001H_009MA,B27001H_010M,B27001H_010EA,B27001H_010MA,B27001H_011M,B27001H_011EA,B27001H_011MA,B27001H_012M,B27001H_012EA,B27001H_012MA,B27001H_013M,B27001H_013EA,B27001H_013MA,B27001H_014M,B27001H_014EA,B27001H_014MA,B27001H_015M,B27001H_015EA,B27001H_015MA,B27001H_016M,B27001H_016EA,B27001H_016MA,B27001H_017M,B27001H_017EA,B27001H_017MA,B27001H_018M,B27001H_018EA,B27001H_018MA,B27001H_019M,B27001H_019EA,B27001H_019MA,B27001H_020M,B27001H_020EA,B27001H_020MA,B27001H_021M,B27001H_021EA,B27001H_021MA,B27001H_022M,B27001H_022EA,B27001H_022MA,B27001H_023M,B27001H_023EA,B27001H_023MA,B27001H_024M,B27001H_024EA,B27001H_024MA,B27001H_025M,B27001H_025EA,B27001H_025MA,B27001H_026M,B27001H_026EA,B27001H_026MA,B27001H_027M,B27001H_027EA,B27001H_027MA,B27001H_028M,B27001H_028EA,B27001H_028MA,state
702029,866,51941,1460,50220,1495,1721,738,101736,1487,99291,1838,2445,966,65507,771,58254,1490,7253,1274,85412,1081,75912,2037,9500,1751,80580,1003,73461,1664,7119,1498,87439,772,81374,1510,6065,1303,105276,179,98495,1225,6781,1228,71306,379,71231,397,75,98,52832,419,52728,440,104,156,866,null,null,1460,null,null,1495,null,null,738,null,null,1487,null,null,1838,null,null,966,null,null,771,null,null,1490,null,null,1274,null,null,1081,null,null,2037,null,null,1751,null,null,1003,null,null,1664,null,null,1498,null,null,772,null,null,1510,null,null,1303,null,null,179,null,null,1225,null,null,1228,null,null,379,null,null,397,null,null,98,null,null,419,null,null,440,null,null,156,null,null,46
4863168,3529,308623,4023,301542,4073,7081,1555,674161,4345,653448,5522,20713,4413,417468,2340,375719,4310,41749,3856,608013,3177,526889,5675,81124,5167,599117,2651,526183,5257,72934,5140,684883,2011,608433,5034,76450,4236,692898,1006,640814,3377,52084,3271,529004,1034,527568,1153,1436,517,349001,1302,348434,1345,567,331,3529,null,null,4023,null,null,4073,null,null,1555,null,null,4345,null,null,5522,null,null,4413,null,null,2340,null,null,4310,null,null,3856,null,null,3177,null,null,5675,null,null,5167,null,null,2651,null,null,5257,null,null,5140,null,null,2011,null,null,5034,null,null,4236,null,null,1006,null,null,3377,null,null,3271,null,null,1034,null,null,1153,null,null,517,null,null,1302,null,null,1345,null,null,331,null,null,47
11645811,8290,745610,6894,704540,8847,41070,5114,1575800,6901,1481483,9698,94317,6606,952807,5358,805970,8980,146837,8317,1535043,7914,1278038,12697,257005,9126,1439246,5741,1246485,9192,192761,8127,1602802,3325,1415313,8612,187489,8256,1713752,2308,1561279,7455,152473,7274,1233908,2702,1228733,2996,5175,1356,846843,2971,845615,2989,1228,599,8290,null,null,6894,null,null,8847,null,null,5114,null,null,6901,null,null,9698,null,null,6606,null,null,5358,null,null,8980,null,null,8317,null,null,7914,null,null,12697,null,null,9126,null,null,5741,null,null,9192,null,null,8127,null,null,3325,null,null,8612,null,null,8256,null,null,2308,null,null,7455,null,null,7274,null,null,2702,null,null,2996,null,null,1356,null,null,2971,null,null,2989,null,null,599,null,null,48
2382555,2332,220168,2820,211085,3367,9083,1976,460867,2916,439330,4323,21537,3065,256203,1568,238459,2798,17744,2277,338992,1675,306006,3788,32986,3328,321353,1675,294302,3597,27051,3300,247712,1376,227063,2563,20649,2497,249128,660,233977,2001,15151,1955,170813,445,170572,488,241,208,117319,693,117145,706,174,177,2332,null,null,2820,null,null,3367,null,null,1976,null,null,2916,null,null,4323,null,null,3065,null,null,1568,null,null,2798,null,null,2277,null,null,1675,null,null,3788,null,null,3328,null,null,1675,null,null,3597,null,null,3300,null,null,1376,null,null,2563,null,null,2497,null,null,660,null,null,2001,null,null,1955,null,null,445,null,null,488,null,null,208,null,null,693,null,null,706,null,null,177,null,null,49
575221,628,32325,812,31896,871,429,250,73188,802,72054,939,1134,490,59444,657,56784,1048,2660,1048,65532,645,60159,1174,5373,1103,63714,365,60186,916,3528,871,81679,74,77268,1088,4411,1085,92326,352,89266,812,3060,788,65182,268,65040,295,142,142,41831,384,41820,387,11,18,628,null,null,812,null,null,871,null,null,250,null,null,802,null,null,939,null,null,490,null,null,657,null,null,1048,null,null,1048,null,null,645,null,null,1174,null,null,1103,null,null,365,null,null,916,null,null,871,null,null,74,null,null,1088,null,null,1085,null,null,352,null,null,812,null,null,788,null,null,268,null,null,295,null,null,142,null,null,384,null,null,387,null,null,18,null,null,50
5109894,4744,316912,3456,308981,3515,7931,1426,689102,3381,665740,4729,23362,3596,441780,2884,401440,4429,40340,2917,643696,3300,573673,4703,70023,4395,613941,2990,555651,5447,58290,4728,737529,2373,677882,5215,59647,4641,749480,1132,703522,3714,45958,3414,550900,1041,549455,1396,1445,734,366554,1396,365883,1416,671,352,4744,null,null,3456,null,null,3515,null,null,1426,null,null,3381,null,null,4729,null,null,3596,null,null,2884,null,null,4429,null,null,2917,null,null,3300,null,null,4703,null,null,4395,null,null,2990,null,null,5447,null,null,4728,null,null,2373,null,null,5215,null,null,4641,null,null,1132,null,null,3714,null,null,3414,null,null,1041,null,null,1396,null,null,734,null,null,1396,null,null,1416,null,null,352,null,null,51
4985087,3463,303501,3191,298925,3465,4576,1266,625323,3510,612212,4318,13111,1981,388252,1959,362599,3031,25653,2877,683357,1977,632497,4291,50860,3875,615449,1635,579779,4421,35670,4092,695957,1091,660553,3520,35404,3266,761886,805,730183,2983,31703,2880,554623,820,553284,971,1339,578,356739,1187,356174,1313,565,426,3463,null,null,3191,null,null,3465,null,null,1266,null,null,3510,null,null,4318,null,null,1981,null,null,1959,null,null,3031,null,null,2877,null,null,1977,null,null,4291,null,null,3875,null,null,1635,null,null,4421,null,null,4092,null,null,1091,null,null,3520,null,null,3266,null,null,805,null,null,2983,null,null,2880,null,null,820,null,null,971,null,null,578,null,null,1187,null,null,1313,null,null,426,null,null,53
1664550,2428,104395,2047,102332,2275,2063,945,227448,2202,222404,2464,5044,1526,142722,1456,131894,2475,10828,2040,190981,1600,171895,2816,19086,2411,204033,1235,185958,3068,18075,2824,225852,736,206598,2542,19254,2604,249081,672,237115,1699,11966,1658,192760,400,192760,400,0,193,127278,796,127265,793,13,27,2428,null,null,2047,null,null,2275,null,null,945,null,null,2202,null,null,2464,null,null,1526,null,null,1456,null,null,2475,null,null,2040,null,null,1600,null,null,2816,null,null,2411,null,null,1235,null,null,3068,null,null,2824,null,null,736,null,null,2542,null,null,2604,null,null,672,null,null,1699,null,null,1658,null,null,400,null,null,400,null,null,193,null,null,796,null,null,793,null,null,27,null,null,54
4670721,2194,281721,2664,270243,2828,11478,1665,633941,2698,613686,3530,20255,2363,423304,998,397348,2222,25956,2113,554237,1367,514208,3283,40029,3182,542985,1048,512208,3246,30777,2951,667904,769,636512,2671,31392,2614,724700,756,698198,2375,26502,2292,486494,939,485534,1007,960,384,355435,1082,354964,1183,471,245,2194,null,null,2664,null,null,2828,null,null,1665,null,null,2698,null,null,3530,null,null,2363,null,null,998,null,null,2222,null,null,2113,null,null,1367,null,null,3283,null,null,3182,null,null,1048,null,null,3246,null,null,2951,null,null,769,null,null,2671,null,null,2614,null,null,756,null,null,2375,null,null,2292,null,null,939,null,null,1007,null,null,384,null,null,1082,null,null,1183,null,null,245,null,null,55
487545,1184,35247,1399,33718,1664,1529,632,72522,1294,67764,1602,4758,1433,43396,1067,36350,1669,7046,1678,65289,1111,53560,2015,11729,2000,60986,888,54548,1665,6438,1514,58004,743,48289,1854,9715,1788,73409,297,66030,1338,7379,1319,49358,537,48969,581,389,280,29334,604,29281,611,53,100,1184,null,null,1399,null,null,1664,null,null,632,null,null,1294,null,null,1602,null,null,1433,null,null,1067,null,null,1669,null,null,1678,null,null,1111,null,null,2015,null,null,2000,null,null,888,null,null,1665,null,null,1514,null,null,743,null,null,1854,null,null,1788,null,null,297,null,null,1338,null,null,1319,null,null,537,null,null,581,null,null,280,null,null,604,null,null,611,null,null,100,null,null,56
34756,4843,948,584,948,584,0,222,6421,2242,6227,2247,194,232,3342,1212,3132,1220,210,242,3546,1431,3216,1395,330,278,4201,1328,3977,1345,224,212,6677,1491,6343,1435,334,253,5039,1059,4683,1019,356,299,3004,821,3004,821,0,222,1578,597,1537,592,41,68,4843,null,null,584,null,null,584,null,null,222,null,null,2242,null,null,2247,null,null,232,null,null,1212,null,null,1220,null,null,242,null,null,1431,null,null,1395,null,null,278,null,null,1328,null,null,1345,null,null,212,null,null,1491,null,null,1435,null,null,253,null,null,1059,null,null,1019,null,null,299,null,null,821,null,null,821,null,null,222,null,null,597,null,null,592,null,null,68,null,null,72
3152371,3237,196654,2970,192440,3206,4214,1182,438242,2827,429164,3533,9078,2070,272047,2082,242648,3670,29399,3122,377623,2746,318108,4933,59515,4789,375303,1843,329076,4439,46227,3925,438651,1589,394480,4707,44171,4499,454976,831,422589,3169,32387,2990,355615,858,354485,1295,1130,1031,243260,1008,242904,1072,356,241,3237,null,null,2970,null,null,3206,null,null,1182,null,null,2827,null,null,3533,null,null,2070,null,null,2082,null,null,3670,null,null,3122,null,null,2746,null,null,4933,null,null,4789,null,null,1843,null,null,4439,null,null,3925,null,null,1589,null,null,4707,null,null,4499,null,null,831,null,null,3169,null,null,2990,null,null,858,null,null,1295,null,null,1031,null,null,1008,null,null,1072,null,null,241,null,null,01
438279,1719,31250,1015,28947,1317,2303,956,61102,1036,57749,1325,3353,896,35371,931,30089,1604,5282,1475,67398,1418,56953,2121,10445,1587,55983,936,49089,1759,6894,1512,61868,422,54947,1319,6921,1357,69132,699,63591,1342,5541,1195,39440,322,39377,328,63,65,16735,380,16626,380,109,126,1719,null,null,1015,null,null,1317,null,null,956,null,null,1036,null,null,1325,null,null,896,null,null,931,null,null,1604,null,null,1475,null,null,1418,null,null,2121,null,null,1587,null,null,936,null,null,1759,null,null,1512,null,null,422,null,null,1319,null,null,1357,null,null,699,null,null,1342,null,null,1195,null,null,322,null,null,328,null,null,65,null,null,380,null,null,380,null,null,126,null,null,02
3788248,4084,201070,2959,193276,3204,7794,1859,442805,3226,422663,4365,20142,3412,278165,1490,254443,2441,23722,2125,436917,2182,385665,4299,51252,4001,421509,1758,391187,4131,30322,3559,495151,1483,453908,4311,41243,4178,577044,1136,538944,3582,38100,3343,538414,904,537122,992,1292,599,397173,1093,396430,1159,743,412,4084,null,null,2959,null,null,3204,null,null,1859,null,null,3226,null,null,4365,null,null,3412,null,null,1490,null,null,2441,null,null,2125,null,null,2182,null,null,4299,null,null,4001,null,null,1758,null,null,4131,null,null,3559,null,null,1483,null,null,4311,null,null,4178,null,null,1136,null,null,3582,null,null,3343,null,null,904,null,null,992,null,null,599,null,null,1093,null,null,1159,null,null,412,null,null,04
2139856,1644,141200,2465,136419,2777,4781,1347,305790,2460,296757,3104,9033,2127,187250,1875,160805,3215,26445,2993,259684,2755,225701,4457,33983,4062,256097,1977,230139,3994,25958,3241,283798,1473,262003,3015,21795,2722,297699,759,283134,2653,14565,2469,238814,824,238707,838,107,106,169524,1137,168933,1290,591,561,1644,null,null,2465,null,null,2777,null,null,1347,null,null,2460,null,null,3104,null,null,2127,null,null,1875,null,null,3215,null,null,2993,null,null,2755,null,null,4457,null,null,4062,null,null,1977,null,null,3994,null,null,3241,null,null,1473,null,null,3015,null,null,2722,null,null,759,null,null,2653,null,null,2469,null,null,824,null,null,838,null,null,106,null,null,1137,null,null,1290,null,null,561,null,null,05
14526552,11392,761850,6239,747997,6460,13853,2617,1577763,6298,1543094,7620,34669,4573,1073905,3834,1016845,5093,57060,4212,1949531,4526,1810336,7190,139195,6587,1703902,3306,1610759,6009,93143,4924,2086816,2755,1984365,6630,102451,5971,2328659,1975,2231168,5058,97491,4869,1743845,1729,1737504,1996,6341,1345,1300281,2332,1297797,2373,2484,788,11392,null,null,6239,null,null,6460,null,null,2617,null,null,6298,null,null,7620,null,null,4573,null,null,3834,null,null,5093,null,null,4212,null,null,4526,null,null,7190,null,null,6587,null,null,3306,null,null,6009,null,null,4924,null,null,2755,null,null,6630,null,null,5971,null,null,1975,null,null,5058,null,null,4869,null,null,1729,null,null,1996,null,null,1345,null,null,2332,null,null,2373,null,null,788,null,null,06
3740156,3206,226012,3219,221282,3183,4730,1095,486321,3182,471337,4003,14984,2515,314620,2574,293011,3483,21609,2943,544021,2988,490003,4880,54018,4562,488686,1444,457210,3359,31476,2970,517244,1101,489073,2978,28171,2867,554655,1005,528621,2792,26034,2544,378677,748,377562,882,1115,466,229920,935,229502,988,418,287,3206,null,null,3219,null,null,3183,null,null,1095,null,null,3182,null,null,4003,null,null,2515,null,null,2574,null,null,3483,null,null,2943,null,null,2988,null,null,4880,null,null,4562,null,null,1444,null,null,3359,null,null,2970,null,null,1101,null,null,2978,null,null,2867,null,null,1005,null,null,2792,null,null,2544,null,null,748,null,null,882,null,null,466,null,null,935,null,null,988,null,null,287,null,null,08
2379919,3055,116076,2092,112539,2664,3537,1532,304344,2134,298813,2544,5531,1498,208727,1219,201155,2073,7572,1693,253111,1248,238843,2598,14268,2347,254988,738,243299,2331,11689,2076,373073,1196,360568,2177,12505,1662,397803,919,385466,2158,12337,1960,266691,568,266452,603,239,251,205106,1089,204552,1181,554,443,3055,null,null,2092,null,null,2664,null,null,1532,null,null,2134,null,null,2544,null,null,1498,null,null,1219,null,null,2073,null,null,1693,null,null,1248,null,null,2598,null,null,2347,null,null,738,null,null,2331,null,null,2076,null,null,1196,null,null,2177,null,null,1662,null,null,919,null,null,2158,null,null,1960,null,null,568,null,null,603,null,null,251,null,null,1089,null,null,1181,null,null,443,null,null,09
589643,1155,32323,1460,31543,1497,780,455,69301,1382,67241,1642,2060,948,45266,333,42716,795,2550,768,72250,650,66150,1461,6100,1494,62298,132,59493,850,2805,853,82401,320,78302,1096,4099,983,95128,312,91076,1102,4052,1050,78087,356,78000,359,87,102,52589,537,52507,540,82,97,1155,null,null,1460,null,null,1497,null,null,455,null,null,1382,null,null,1642,null,null,948,null,null,333,null,null,795,null,null,768,null,null,650,null,null,1461,null,null,1494,null,null,132,null,null,850,null,null,853,null,null,320,null,null,1096,null,null,983,null,null,312,null,null,1102,null,null,1050,null,null,356,null,null,359,null,null,102,null,null,537,null,null,540,null,null,97,null,null,10
243808,1207,13523,579,13447,587,76,123,12774,546,12608,559,166,170,30600,548,29825,637,775,368,75803,433,74938,628,865,442,40729,406,39757,664,972,497,25173,299,24768,479,405,288,19670,541,19514,545,156,184,15586,429,15523,438,63,103,9950,289,9950,289,0,203,1207,null,null,579,null,null,587,null,null,123,null,null,546,null,null,559,null,null,170,null,null,548,null,null,637,null,null,368,null,null,433,null,null,628,null,null,442,null,null,406,null,null,664,null,null,497,null,null,299,null,null,479,null,null,288,null,null,541,null,null,545,null,null,184,null,null,429,null,null,438,null,null,103,null,null,289,null,null,289,null,null,203,null,null,11
