C16008_001E,C16008_001M,C16008_002E,C16008_002M,C16008_003E,C16008_003M,C16008_004E,C16008_004M,C16008_005E,C16008_005M,C16008_006E,C16008_006M,C16008_007E,C16008_007M,C16008_008E,C16008_008M,C16008_009E,C16008_009M,C16008_010E,C16008_010M,C16008_011E,C16008_011M,C16008_012E,C16008_012M,C16008_013E,C16008_013M,C16008_014E,C16008_014M,C16008_015E,C16008_015M,C16008_016E,C16008_016M,C16008_017E,C16008_017M,C16008_018E,C16008_018M,C16008_019E,C16008_019M,C16008_020E,C16008_020M,C16008_021E,C16008_021M,C16008_022E,C16008_022M,C16008_023E,C16008_023M,C16008_001M,C16008_001EA,C16008_001MA,C16008_002M,C16008_002EA,C16008_002MA,C16008_003M,C16008_003EA,C16008_003MA,C16008_004M,C16008_004EA,C16008_004MA,C16008_005M,C16008_005EA,C16008_005MA,C16008_006M,C16008_006EA,C16008_006MA,C16008_007M,C16008_007EA,C16008_007MA,C16008_008M,C16008_008EA,C16008_008MA,C16008_009M,C16008_009EA,C16008_009MA,C16008_010M,C16008_010EA,C16008_010MA,C16008_011M,C16008_011EA,C16008_011MA,C16008_012M,C16008_012EA,C16008_012MA,C16008_013M,C16008_013EA,C16008_013MA,C16008_014M,C16008_014EA,C16008_014MA,C16008_015M,C16008_015EA,C16008_015MA,C16008_016M,C16008_016EA,C16008_016MA,C16008_017M,C16008_017EA,C16008_017MA,C16008_018M,C16008_018EA,C16008_018MA,C16008_019M,C16008_019EA,C16008_019MA,C16008_020M,C16008_020EA,C16008_020MA,C16008_021M,C16008_021EA,C16008_021MA,C16008_022M,C16008_022EA,C16008_022MA,C16008_023M,C16008_023EA,C16008_023MA,state
5444618,2085,5289028,7213,937308,2954,844135,5805,93173,4895,73245,4595,19928,2761,4351720,6805,4103959,9493,247761,7169,172339,6950,75422,3994,155590,7127,13592,2198,1368,694,12224,2120,7325,1782,4899,1230,141998,6210,17853,2100,124145,6074,49032,3674,75113,4323,2085,null,null,7213,null,null,2954,null,null,5805,null,null,4895,null,null,4595,null,null,2761,null,null,6805,null,null,9493,null,null,7169,null,null,6950,null,null,3994,null,null,7127,null,null,2198,null,null,694,null,null,2120,null,null,1782,null,null,1230,null,null,6210,null,null,2100,null,null,6074,null,null,3674,null,null,4323,null,null,55
547628,1292,536354,2464,102560,1898,94204,2294,8356,1794,8116,1785,240,221,433794,2829,410011,3656,23783,2773,19793,2632,3990,1149,11274,2246,427,351,79,138,348,301,348,301,0,197,10847,2111,1543,726,9304,2040,2319,1010,6985,1684,1292,null,null,2464,null,null,1898,null,null,2294,null,null,1794,null,null,1785,null,null,221,null,null,2829,null,null,3656,null,null,2773,null,null,2632,null,null,1149,null,null,2246,null,null,351,null,null,138,null,null,301,null,null,301,null,null,197,null,null,2111,null,null,726,null,null,2040,null,null,1010,null,null,1684,null,null,56
3251554,1598,3206678,4376,534425,1749,21340,2461,513085,3284,106955,5830,406130,6828,2672253,4152,162365,10090,2509888,10361,474232,12981,2035656,15618,44876,4324,1698,751,43,69,1655,773,437,562,1218,533,43178,4152,1434,568,41744,4101,4514,1272,37230,3846,1598,null,null,4376,null,null,1749,null,null,2461,null,null,3284,null,null,5830,null,null,6828,null,null,4152,null,null,10090,null,null,10361,null,null,12981,null,null,15618,null,null,4324,null,null,751,null,null,69,null,null,773,null,null,562,null,null,533,null,null,4152,null,null,568,null,null,4101,null,null,1272,null,null,3846,null,null,72
4576657,3241,4473961,6033,803732,4254,756669,5329,47063,3607,38169,3629,8894,1594,3670229,5827,3570933,6536,99296,5868,71689,5088,27607,2949,102696,5273,9142,1665,1323,734,7819,1458,5246,1343,2573,888,93554,4933,13526,2384,80028,4548,23013,2535,57015,4326,3241,null,null,6033,null,null,4254,null,null,5329,null,null,3607,null,null,3629,null,null,1594,null,null,5827,null,null,6536,null,null,5868,null,null,5088,null,null,2949,null,null,5273,null,null,1665,null,null,734,null,null,1458,null,null,1343,null,null,888,null,null,4933,null,null,2384,null,null,4548,null,null,2535,null,null,4326,null,null,01
689399,797,664980,3865,133135,1293,117387,2339,15748,2077,13130,2032,2618,1015,531845,3219,455697,4874,76148,4562,56283,3722,19865,2715,24419,3611,1666,691,77,89,1589,692,957,514,632,414,22753,3204,2217,717,20536,3120,6847,1410,13689,2458,797,null,null,3865,null,null,1293,null,null,2339,null,null,2077,null,null,2032,null,null,1015,null,null,3219,null,null,4874,null,null,4562,null,null,3722,null,null,2715,null,null,3611,null,null,691,null,null,89,null,null,692,null,null,514,null,null,414,null,null,3204,null,null,717,null,null,3120,null,null,1410,null,null,2458,null,null,02
6494749,1477,5964388,13987,1163326,4765,842629,9525,320697,8123,279700,7591,40997,3648,4801062,12400,3824123,18357,976939,17811,749098,16288,227841,8396,530361,13939,31774,4137,4924,1636,26850,3743,16755,2711,10095,2475,498587,12283,64458,5013,434129,12556,138464,7328,295665,10083,1477,null,null,13987,null,null,4765,null,null,9525,null,null,8123,null,null,7591,null,null,3648,null,null,12400,null,null,18357,null,null,17811,null,null,16288,null,null,8396,null,null,13939,null,null,4137,null,null,1636,null,null,3743,null,null,2711,null,null,2475,null,null,12283,null,null,5013,null,null,12556,null,null,7328,null,null,10083,null,null,04
2799532,2976,2706451,6195,513234,3383,467664,3772,45570,3538,38507,3894,7063,1671,2193217,5810,2113834,5999,79383,5498,56934,4608,22449,2788,93081,5565,5410,1366,600,416,4810,1250,2587,1014,2223,780,87671,5281,13626,2443,74045,5064,19579,3138,54466,4994,2976,null,null,6195,null,null,3383,null,null,3772,null,null,3538,null,null,3894,null,null,1671,null,null,5810,null,null,5999,null,null,5498,null,null,4608,null,null,2788,null,null,5565,null,null,1366,null,null,416,null,null,1250,null,null,1014,null,null,780,null,null,5281,null,null,2443,null,null,5064,null,null,3138,null,null,4994,null,null,05
36767595,2763,31511584,39942,6313786,11226,3666695,25907,2647091,26673,2191918,24995,455173,13378,25197798,36354,16325222,45450,8872576,48567,5916007,41478,2956569,27532,5256011,40061,297041,10935,22737,3055,274304,10138,161431,7654,112873,5794,4958970,36468,364628,9685,4594342,36313,1284273,22212,3310069,27098,2763,null,null,39942,null,null,11226,null,null,25907,null,null,26673,null,null,24995,null,null,13378,null,null,36354,null,null,45450,null,null,48567,null,null,41478,null,null,27532,null,null,40061,null,null,10935,null,null,3055,null,null,10138,null,null,7654,null,null,5794,null,null,36468,null,null,9685,null,null,36313,null,null,22212,null,null,27098,null,null,06
5205474,1994,4882105,13836,902827,3965,730125,8388,172702,7387,151960,6616,20742,3117,3979278,11281,3550854,13763,428424,11078,323781,8961,104643,6233,323369,13817,22614,3726,3143,1359,19471,3447,12326,2564,7145,1859,300755,11251,32150,2904,268605,10551,85356,6128,183249,8497,1994,null,null,13836,null,null,3965,null,null,8388,null,null,7387,null,null,6616,null,null,3117,null,null,11281,null,null,13763,null,null,11078,null,null,8961,null,null,6233,null,null,13817,null,null,3726,null,null,1359,null,null,3447,null,null,2564,null,null,1859,null,null,11251,null,null,2904,null,null,10551,null,null,6128,null,null,8497,null,null,08
3391423,950,3151307,10637,548522,3097,439270,5766,109252,4985,96392,4894,12860,2284,2602785,9029,2139925,12397,462860,12184,319077,11800,143783,6769,240116,10540,18611,2932,3962,1483,14649,2749,9859,2433,4790,1326,221505,8932,39275,3879,182230,7884,75023,5122,107207,6928,950,null,null,10637,null,null,3097,null,null,5766,null,null,4985,null,null,4894,null,null,2284,null,null,9029,null,null,12397,null,null,12184,null,null,11800,null,null,6769,null,null,10540,null,null,2932,null,null,1483,null,null,2749,null,null,2433,null,null,1326,null,null,8932,null,null,3879,null,null,7884,null,null,5122,null,null,6928,null,null,09
896824,775,852220,3858,147011,1074,127813,2516,19198,2439,16323,2216,2875,1279,705209,3548,647000,4818,58209,3995,43513,3407,14696,2203,44604,3803,1985,772,432,442,1553,707,1150,594,403,273,42619,3556,5631,1283,36988,3307,13615,2407,23373,2474,775,null,null,3858,null,null,1074,null,null,2516,null,null,2439,null,null,2216,null,null,1279,null,null,3548,null,null,4818,null,null,3995,null,null,3407,null,null,2203,null,null,3803,null,null,772,null,null,442,null,null,707,null,null,594,null,null,273,null,null,3556,null,null,1283,null,null,3307,null,null,2407,null,null,2474,null,null,10
637624,182,588119,4445,74649,973,62127,1369,12522,1367,9464,1556,3058,1142,513470,4117,456106,4799,57364,4387,42870,3563,14494,2489,49505,4462,2587,973,171,265,2416,955,1262,725,1154,743,46918,4129,9940,1958,36978,3827,16619,2285,20359,3148,182,null,null,4445,null,null,973,null,null,1369,null,null,1367,null,null,1556,null,null,1142,null,null,4117,null,null,4799,null,null,4387,null,null,3563,null,null,2489,null,null,4462,null,null,973,null,null,265,null,null,955,null,null,725,null,null,743,null,null,4129,null,null,1958,null,null,3827,null,null,2285,null,null,3148,null,null,11
