B27001D_001E,B27001D_001M,B27001D_002E,B27001D_002M,B27001D_003E,B27001D_003M,B27001D_004E,B27001D_004M,B27001D_005E,B27001D_005M,B27001D_006E,B27001D_006M,B27001D_007E,B27001D_007M,B27001D_008E,B27001D_008M,B27001D_009E,B27001D_009M,B27001D_010E,B27001D_010M,B27001D_011E,B27001D_011M,B27001D_012E,B27001D_012M,B27001D_013E,B27001D_013M,B27001D_014E,B27001D_014M,B27001D_015E,B27001D_015M,B27001D_016E,B27001D_016M,B27001D_017E,B27001D_017M,B27001D_018E,B27001D_018M,B27001D_019E,B27001D_019M,B27001D_020E,B27001D_020M,B27001D_021E,B27001D_021M,B27001D_022E,B27001D_022M,B27001D_023E,B27001D_023M,B27001D_024E,B27001D_024M,B27001D_025E,B27001D_025M,B27001D_026E,B27001D_026M,B27001D_027E,B27001D_027M,B27001D_028E,B27001D_028M,B27001D_001M,B27001D_001EA,B27001D_001MA,B27001D_002M,B27001D_002EA,B27001D_002MA,B27001D_003M,B27001D_003EA,B27001D_003MA,B27001D_004M,B27001D_004EA,B27001D_004MA,B27001D_005M,B27001D_005EA,B27001D_005MA,B27001D_006M,B27001D_006EA,B27001D_006MA,B27001D_007M,B27001D_007EA,B27001D_007MA,B27001D_008M,B27001D_008EA,B27001D_008MA,B27001D_009M,B27001D_009EA,B27001D_009MA,B27001D_010M,B27001D_010EA,B27001D_010MA,B27001D_011M,B27001D_011EA,B27001D_011MA,B27001D_012M,B27001D_012EA,B27001D_012MA,B27001D_013M,B27001D_013EA,B27001D_013MA,B27001D_014M,B27001D_014EA,B27001D_014MA,B27001D_015M,B27001D_015EA,B27001D_015MA,B27001D_016M,B27001D_016EA,B27001D_016MA,B27001D_017M,B27001D_017EA,B27001D_017MA,B27001D_018M,B27001D_018EA,B27001D_018MA,B27001D_019M,B27001D_019EA,B27001D_019MA,B27001D_020M,B27001D_020EA,B27001D_020MA,B27001D_021M,B27001D_021EA,B27001D_021MA,B27001D_022M,B27001D_022EA,B27001D_022MA,B27001D_023M,B27001D_023EA,B27001D_023MA,B27001D_024M,B27001D_024EA,B27001D_024MA,B27001D_025M,B27001D_025EA,B27001D_025MA,B27001D_026M,B27001D_026EA,B27001D_026MA,B27001D_027M,B27001D_027EA,B27001D_027MA,B27001D_028M,B27001D_028EA,B27001D_028MA,state
1292825,10795,97966,3577,92163,3678,5803,1602,203038,5111,189294,5475,13744,2625,113809,3659,92361,3755,21448,2772,226563,4764,195946,4691,30617,3360,226443,2948,203052,4755,23391,3330,179593,3689,155876,4729,23717,3543,126831,2762,109795,3114,17036,2630,79783,1663,73576,2226,6207,1902,38799,1258,36202,1524,2597,932,10795,null,null,3577,null,null,3678,null,null,1602,null,null,5111,null,null,5475,null,null,2625,null,null,3659,null,null,3755,null,null,2772,null,null,4764,null,null,4691,null,null,3360,null,null,2948,null,null,4755,null,null,3330,null,null,3689,null,null,4729,null,null,3543,null,null,2762,null,null,3114,null,null,2630,null,null,1663,null,null,2226,null,null,1902,null,null,1258,null,null,1524,null,null,932,null,null,48
69876,3400,4435,894,4254,909,181,192,10215,1827,9739,1783,476,409,9210,1072,8845,1092,365,330,13306,1171,12103,1196,1203,588,11529,936,9565,1175,1964,1059,8837,780,7796,773,1041,583,6271,762,5858,744,413,265,4195,976,4069,982,126,146,1878,482,1808,479,70,110,3400,null,null,894,null,null,909,null,null,192,null,null,1827,null,null,1783,null,null,409,null,null,1072,null,null,1092,null,null,330,null,null,1171,null,null,1196,null,null,588,null,null,936,null,null,1175,null,null,1059,null,null,780,null,null,773,null,null,583,null,null,762,null,null,744,null,null,265,null,null,976,null,null,982,null,null,146,null,null,482,null,null,479,null,null,110,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
527906,7301,34895,2194,34105,2218,790,404,81354,3431,76382,3259,4972,1289,47009,2130,41365,2889,5644,1603,81021,2496,73153,2627,7868,1504,97135,2468,89981,2829,7154,1597,77987,2717,69819,2890,8168,1759,53567,1640,47973,1833,5594,962,35950,1818,33443,1762,2507,951,18988,1724,17637,1847,1351,612,7301,null,null,2194,null,null,2218,null,null,404,null,null,3431,null,null,3259,null,null,1289,null,null,2130,null,null,2889,null,null,1603,null,null,2496,null,null,2627,null,null,1504,null,null,2468,null,null,2829,null,null,1597,null,null,2717,null,null,2890,null,null,1759,null,null,1640,null,null,1833,null,null,962,null,null,1818,null,null,1762,null,null,951,null,null,1724,null,null,1847,null,null,612,null,null,51
592094,8385,36969,2559,36364,2530,605,279,74414,3500,73149,3382,1265,616,58357,2128,53398,2640,4959,1324,108692,3659,101571,3930,7121,1793,97765,2221,93728,2426,4037,1228,81852,1888,77519,1934,4333,1141,64662,1546,59742,1829,4920,1261,42652,1241,40803,1440,1849,760,26731,1328,26175,1446,556,526,8385,null,null,2559,null,null,2530,null,null,279,null,null,3500,null,null,3382,null,null,616,null,null,2128,null,null,2640,null,null,1324,null,null,3659,null,null,3930,null,null,1793,null,null,2221,null,null,2426,null,null,1228,null,null,1888,null,null,1934,null,null,1141,null,null,1546,null,null,1829,null,null,1261,null,null,1241,null,null,1440,null,null,760,null,null,1328,null,null,1446,null,null,526,null,null,53
13939,1466,1421,655,1355,649,66,53,1206,504,1206,504,0,193,1924,940,1879,936,45,68,3176,852,2754,835,422,300,2052,780,2009,777,43,69,1869,656,1869,656,0,193,849,401,849,401,0,193,932,460,558,237,374,425,510,339,510,339,0,193,1466,null,null,655,null,null,649,null,null,53,null,null,504,null,null,504,null,null,193,null,null,940,null,null,936,null,null,68,null,null,852,null,null,835,null,null,300,null,null,780,null,null,777,null,null,69,null,null,656,null,null,656,null,null,193,null,null,401,null,null,401,null,null,193,null,null,460,null,null,237,null,null,425,null,null,339,null,null,339,null,null,193,null,null,54
154791,3126,15333,1332,15093,1391,240,266,27259,1702,26247,1892,1012,607,22495,1575,19124,1595,3371,1010,31367,1667,28900,1786,2467,729,23332,1637,21420,1679,1912,876,15652,1304,15045,1273,607,359,10359,1181,9812,1093,547,374,5252,1100,5012,1093,240,211,3742,1154,3678,1159,64,98,3126,null,null,1332,null,null,1391,null,null,266,null,null,1702,null,null,1892,null,null,607,null,null,1575,null,null,1595,null,null,1010,null,null,1667,null,null,1786,null,null,729,null,null,1637,null,null,1679,null,null,876,null,null,1304,null,null,1273,null,null,359,null,null,1181,null,null,1093,null,null,374,null,null,1100,null,null,1093,null,null,211,null,null,1154,null,null,1159,null,null,98,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
5617,1549,198,217,81,102,117,188,672,487,672,487,0,222,387,367,387,367,0,222,791,629,634,547,157,146,312,264,312,264,0,222,913,412,606,363,307,275,1103,712,917,636,186,303,847,444,847,444,0,222,394,281,331,257,63,113,1549,null,null,217,null,null,102,null,null,188,null,null,487,null,null,487,null,null,222,null,null,367,null,null,367,null,null,222,null,null,629,null,null,547,null,null,146,null,null,264,null,null,264,null,null,222,null,null,412,null,null,363,null,null,275,null,null,712,null,null,636,null,null,303,null,null,444,null,null,444,null,null,222,null,null,281,null,null,257,null,null,113,null,null,72
65061,3681,6400,1606,6400,1606,0,195,10826,1962,10585,1936,241,473,6117,1231,5289,1266,828,347,10642,1907,9178,1623,1464,740,11226,1751,9896,1670,1330,677,8671,1205,7548,1191,1123,690,5548,721,4381,891,1167,538,4183,740,3764,754,419,341,1448,502,1448,502,0,195,3681,null,null,1606,null,null,1606,null,null,195,null,null,1962,null,null,1936,null,null,473,null,null,1231,null,null,1266,null,null,347,null,null,1907,null,null,1623,null,null,740,null,null,1751,null,null,1670,null,null,677,null,null,1205,null,null,1191,null,null,690,null,null,721,null,null,891,null,null,538,null,null,740,null,null,754,null,null,341,null,null,502,null,null,502,null,null,195,null,null,01
44949,3117,2871,908,2807,891,64,112,7237,1671,6084,1613,1153,762,4196,905,2736,739,1460,684,7695,966,5808,901,1887,697,5387,1075,4233,865,1154,563,7927,1027,6752,931,1175,538,5358,612,3905,731,1453,572,2785,467,2660,465,125,117,1493,350,1493,350,0,155,3117,null,null,908,null,null,891,null,null,112,null,null,1671,null,null,1613,null,null,762,null,null,905,null,null,739,null,null,684,null,null,966,null,null,901,null,null,697,null,null,1075,null,null,865,null,null,563,null,null,1027,null,null,931,null,null,538,null,null,612,null,null,731,null,null,572,null,null,467,null,null,465,null,null,117,null,null,350,null,null,350,null,null,155,null,null,02
219165,4831,13436,1436,13196,1414,240,242,30340,2186,28519,2357,1821,874,22667,1545,20335,1723,2332,884,36202,1703,31900,2141,4302,1374,37495,1566,35203,1654,2292,854,31934,1416,29866,1402,2068,742,22943,823,21017,1060,1926,801,15395,903,14905,902,490,324,8753,696,8509,726,244,313,4831,null,null,1436,null,null,1414,null,null,242,null,null,2186,null,null,2357,null,null,874,null,null,1545,null,null,1723,null,null,884,null,null,1703,null,null,2141,null,null,1374,null,null,1566,null,null,1654,null,null,854,null,null,1416,null,null,1402,null,null,742,null,null,823,null,null,1060,null,null,801,null,null,903,null,null,902,null,null,324,null,null,696,null,null,726,null,null,313,null,null,04
41511,2675,2662,780,2535,788,127,124,5985,1141,5680,1152,305,340,4626,1145,4447,1091,179,160,7853,1259,6766,1242,1087,704,6785,1241,5880,1306,905,558,6139,1127,5862,1170,277,250,4058,1024,3484,944,574,398,2213,713,2089,738,124,128,1190,592,1190,592,0,197,2675,null,null,780,null,null,788,null,null,124,null,null,1141,null,null,1152,null,null,340,null,null,1145,null,null,1091,null,null,160,null,null,1259,null,null,1242,null,null,704,null,null,1241,null,null,1306,null,null,558,null,null,1127,null,null,1170,null,null,250,null,null,1024,null,null,944,null,null,398,null,null,713,null,null,738,null,null,128,null,null,592,null,null,592,null,null,197,null,null,05
5575522,18960,333486,7271,327094,7198,6392,1479,697383,8130,681185,8367,16198,2409,481250,5430,445448,5874,35802,3052,900822,5745,836527,7380,64295,4570,854223,5894,808996,6696,45227,4196,799003,3799,753629,5628,45374,4126,703131,3429,661435,4988,41696,3790,466868,3577,457147,3794,9721,1769,339356,2951,336151,3139,3205,1064,18960,null,null,7271,null,null,7198,null,null,1479,null,null,8130,null,null,8367,null,null,2409,null,null,5430,null,null,5874,null,null,3052,null,null,5745,null,null,7380,null,null,4570,null,null,5894,null,null,6696,null,null,4196,null,null,3799,null,null,5628,null,null,4126,null,null,3429,null,null,4988,null,null,3790,null,null,3577,null,null,3794,null,null,1769,null,null,2951,null,null,3139,null,null,1064,null,null,06
174876,4639,13755,1344,13091,1349,664,471,25340,2078,24522,2116,818,416,17705,1643,16166,1733,1539,679,31775,1556,29864,1770,1911,627,28543,1253,27079,1330,1464,624,23944,1373,21968,1447,1976,704,17211,1027,16206,1029,1005,422,11521,1144,11114,1071,407,297,5082,1064,5082,1064,0,195,4639,null,null,1344,null,null,1349,null,null,471,null,null,2078,null,null,2116,null,null,416,null,null,1643,null,null,1733,null,null,679,null,null,1556,null,null,1770,null,null,627,null,null,1253,null,null,1330,null,null,624,null,null,1373,null,null,1447,null,null,704,null,null,1027,null,null,1029,null,null,422,null,null,1144,null,null,1071,null,null,297,null,null,1064,null,null,1064,null,null,195,null,null,08
161709,3544,11538,1226,10731,1212,807,497,25474,1763,24496,1931,978,592,18483,1429,17323,1379,1160,569,28427,1357,26517,1453,1910,870,27826,1255,26254,1403,1572,671,21558,1110,20269,1283,1289,612,15461,773,13672,1021,1789,631,8958,721,8531,724,427,330,3984,598,3730,610,254,255,3544,null,null,1226,null,null,1212,null,null,497,null,null,1763,null,null,1931,null,null,592,null,null,1429,null,null,1379,null,null,569,null,null,1357,null,null,1453,null,null,870,null,null,1255,null,null,1403,null,null,671,null,null,1110,null,null,1283,null,null,612,null,null,773,null,null,1021,null,null,631,null,null,721,null,null,724,null,null,330,null,null,598,null,null,610,null,null,255,null,null,09
35487,1612,2419,632,2277,683,142,181,4523,978,4377,975,146,138,3195,408,3159,416,36,49,7766,633,7440,726,326,367,5562,792,5174,804,388,338,4550,790,4459,795,91,118,3398,310,3340,326,58,80,2773,419,2597,426,176,159,1301,319,1138,262,163,189,1612,null,null,632,null,null,683,null,null,181,null,null,978,null,null,975,null,null,138,null,null,408,null,null,416,null,null,49,null,null,633,null,null,726,null,null,367,null,null,792,null,null,804,null,null,338,null,null,790,null,null,795,null,null,118,null,null,310,null,null,326,null,null,80,null,null,419,null,null,426,null,null,159,null,null,319,null,null,262,null,null,189,null,null,10
26436,1256,1004,439,1004,439,0,203,1038,471,1038,471,0,203,4429,385,4353,390,76,132,8252,552,8007,548,245,300,5691,503,5434,559,257,303,2471,355,2471,355,0,203,1652,287,1652,287,0,203,1233,465,1104,441,129,220,666,307,666,307,0,203,1256,null,null,439,null,null,439,null,null,203,null,null,471,null,null,471,null,null,203,null,null,385,null,null,390,null,null,132,null,null,552,null,null,548,null,null,300,null,null,503,null,null,559,null,null,303,null,null,355,null,null,355,null,null,203,null,null,287,null,null,287,null,null,203,null,null,465,null,null,441,null,null,220,null,null,307,null,null,307,null,null,203,null,null,11
