B05003I_001E,B05003I_001M,B05003I_002E,B05003I_002M,B05003I_003E,B05003I_003M,B05003I_004E,B05003I_004M,B05003I_005E,B05003I_005M,B05003I_006E,B05003I_006M,B05003I_007E,B05003I_007M,B05003I_008E,B05003I_008M,B05003I_009E,B05003I_009M,B05003I_010E,B05003I_010M,B05003I_011E,B05003I_011M,B05003I_012E,B05003I_012M,B05003I_013E,B05003I_013M,B05003I_014E,B05003I_014M,B05003I_015E,B05003I_015M,B05003I_016E,B05003I_016M,B05003I_017E,B05003I_017M,B05003I_018E,B05003I_018M,B05003I_019E,B05003I_019M,B05003I_020E,B05003I_020M,B05003I_021E,B05003I_021M,B05003I_022E,B05003I_022M,B05003I_023E,B05003I_023M,B05003I_001M,B05003I_001EA,B05003I_001MA,B05003I_002M,B05003I_002EA,B05003I_002MA,B05003I_003M,B05003I_003EA,B05003I_003MA,B05003I_004M,B05003I_004EA,B05003I_004MA,B05003I_005M,B05003I_005EA,B05003I_005MA,B05003I_006M,B05003I_006EA,B05003I_006MA,B05003I_007M,B05003I_007EA,B05003I_007MA,B05003I_008M,B05003I_008EA,B05003I_008MA,B05003I_009M,B05003I_009EA,B05003I_009MA,B05003I_010M,B05003I_010EA,B05003I_010MA,B05003I_011M,B05003I_011EA,B05003I_011MA,B05003I_012M,B05003I_012EA,B05003I_012MA,B05003I_013M,B05003I_013EA,B05003I_013MA,B05003I_014M,B05003I_014EA,B05003I_014MA,B05003I_015M,B05003I_015EA,B05003I_015MA,B05003I_016M,B05003I_016EA,B05003I_016MA,B05003I_017M,B05003I_017EA,B05003I_017MA,B05003I_018M,B05003I_018EA,B05003I_018MA,B05003I_019M,B05003I_019EA,B05003I_019MA,B05003I_020M,B05003I_020EA,B05003I_020MA,B05003I_021M,B05003I_021EA,B05003I_021MA,B05003I_022M,B05003I_022EA,B05003I_022MA,B05003I_023M,B05003I_023EA,B05003I_023MA,state
3365841,5205,1601071,4691,353030,3724,351900,3761,1130,505,580,390,550,297,1248041,2570,1212717,3857,35324,3333,17401,2128,17923,2218,1764770,4017,333591,3444,332118,3384,1473,692,603,450,870,529,1431179,2347,1384851,4044,46328,3400,24153,2414,22175,2697,5205,null,null,4691,null,null,3724,null,null,3761,null,null,505,null,null,390,null,null,297,null,null,2570,null,null,3857,null,null,3333,null,null,2128,null,null,2218,null,null,4017,null,null,3444,null,null,3384,null,null,692,null,null,450,null,null,529,null,null,2347,null,null,4044,null,null,3400,null,null,2414,null,null,2697,null,null,72
199686,1768,101618,3129,39064,2795,36157,2632,2907,979,420,309,2487,905,62554,1687,26778,2732,35776,2643,7742,1914,28034,2858,98068,3167,40170,2422,37003,2425,3167,1380,525,430,2642,1280,57898,1834,27154,2542,30744,1900,6193,1296,24551,2059,1768,null,null,3129,null,null,2795,null,null,2632,null,null,979,null,null,309,null,null,905,null,null,1687,null,null,2732,null,null,2643,null,null,1914,null,null,2858,null,null,3167,null,null,2422,null,null,2425,null,null,1380,null,null,430,null,null,1280,null,null,1834,null,null,2542,null,null,1900,null,null,1296,null,null,2059,null,null,01
51304,276,27638,1322,9649,656,9323,725,326,327,217,244,109,196,17989,1164,12567,1201,5422,1707,2764,991,2658,1242,23666,1280,7724,574,7298,709,426,429,389,426,37,57,15942,1161,11616,1629,4326,1029,2609,863,1717,651,276,null,null,1322,null,null,656,null,null,725,null,null,327,null,null,244,null,null,196,null,null,1164,null,null,1201,null,null,1707,null,null,991,null,null,1242,null,null,1280,null,null,574,null,null,709,null,null,429,null,null,426,null,null,57,null,null,1161,null,null,1629,null,null,1029,null,null,863,null,null,651,null,null,02
2144775,-555555555,1078223,1713,364642,1703,351854,2901,12788,2292,1913,869,10875,2222,713581,273,442632,7262,270949,7182,87278,4407,183671,7199,1066552,1714,350661,1704,339204,2610,11457,1974,2387,1044,9070,1901,715891,274,448064,8284,267827,8293,97188,5063,170639,7144,-555555555,null,*****,1713,null,null,1703,null,null,2901,null,null,2292,null,null,869,null,null,2222,null,null,273,null,null,7262,null,null,7182,null,null,4407,null,null,7199,null,null,1714,null,null,1704,null,null,2610,null,null,1974,null,null,1044,null,null,1901,null,null,274,null,null,8284,null,null,8293,null,null,5063,null,null,7144,null,null,04
214544,1157,112722,2367,44174,2459,42207,2506,1967,800,341,291,1626,726,68548,1759,28974,2560,39574,2439,10133,1693,29441,2421,101822,2359,40997,2008,38739,1877,2258,982,192,206,2066,965,60825,1809,25302,2546,35523,2485,6915,1400,28608,2610,1157,null,null,2367,null,null,2459,null,null,2506,null,null,800,null,null,291,null,null,726,null,null,1759,null,null,2560,null,null,2439,null,null,1693,null,null,2421,null,null,2359,null,null,2008,null,null,1877,null,null,982,null,null,206,null,null,965,null,null,1809,null,null,2546,null,null,2485,null,null,1400,null,null,2610,null,null,05
15280776,-555555555,7683978,1659,2405962,1474,2295717,5981,110245,5900,13506,1947,96739,5557,5278016,849,2702367,24032,2575649,23897,888758,13602,1686891,21602,7596798,1656,2318157,1427,2219188,5941,98969,5993,15282,2069,83687,5488,5278641,834,2710621,22618,2568020,22653,1011344,14000,1556676,21571,-555555555,null,*****,1659,null,null,1474,null,null,5981,null,null,5900,null,null,1947,null,null,5557,null,null,849,null,null,24032,null,null,23897,null,null,13602,null,null,21602,null,null,1656,null,null,1427,null,null,5941,null,null,5993,null,null,2069,null,null,5488,null,null,834,null,null,22618,null,null,22653,null,null,14000,null,null,21571,null,null,06
1181218,-555555555,602654,2313,201901,1962,194956,2587,6945,1896,671,343,6274,1843,400753,1349,262450,5620,138303,5350,31121,2931,107182,5509,578564,2315,190316,1947,181491,2890,8825,2356,1220,759,7605,2302,388248,1253,262713,4494,125535,4490,33473,2678,92062,4915,-555555555,null,*****,2313,null,null,1962,null,null,2587,null,null,1896,null,null,343,null,null,1843,null,null,1349,null,null,5620,null,null,5350,null,null,2931,null,null,5509,null,null,2315,null,null,1947,null,null,2890,null,null,2356,null,null,759,null,null,2302,null,null,1253,null,null,4494,null,null,4490,null,null,2678,null,null,4915,null,null,08
562347,-555555555,279548,1262,88959,1237,84920,1724,4039,1281,1021,616,3018,1005,190589,614,125647,4617,64942,4639,22597,2885,42345,3635,282799,1261,87375,1155,83120,1714,4255,1412,1476,942,2779,1015,195424,546,133135,3820,62289,3778,26396,2650,35893,3226,-555555555,null,*****,1262,null,null,1237,null,null,1724,null,null,1281,null,null,616,null,null,1005,null,null,614,null,null,4617,null,null,4639,null,null,2885,null,null,3635,null,null,1261,null,null,1155,null,null,1714,null,null,1412,null,null,942,null,null,1015,null,null,546,null,null,3820,null,null,3778,null,null,2650,null,null,3226,null,null,09
87152,-555555555,44705,536,15944,418,15209,667,735,458,302,340,433,359,28761,311,13951,1976,14810,1912,3998,1143,10812,1740,42447,535,15672,418,14714,708,958,525,75,126,883,487,26775,311,13857,1476,12918,1550,4805,1371,8113,1392,-555555555,null,*****,536,null,null,418,null,null,667,null,null,458,null,null,340,null,null,359,null,null,311,null,null,1976,null,null,1912,null,null,1143,null,null,1740,null,null,535,null,null,418,null,null,708,null,null,525,null,null,126,null,null,487,null,null,311,null,null,1476,null,null,1550,null,null,1371,null,null,1392,null,null,10
74422,-555555555,37958,-555555555,9901,-555555555,8061,780,1840,780,28,53,1812,781,28057,-555555555,11655,1481,16402,1481,5349,1303,11053,1832,36464,-555555555,9745,-555555555,9069,474,676,474,134,177,542,453,26719,-555555555,11335,1513,15384,1513,5807,1275,9577,1627,-555555555,null,*****,-555555555,null,*****,-555555555,null,*****,780,null,null,780,null,null,53,null,null,781,null,null,-555555555,null,*****,1481,null,null,1481,null,null,1303,null,null,1832,null,null,-555555555,null,*****,-555555555,null,*****,474,null,null,474,null,null,177,null,null,453,null,null,-555555555,null,*****,1513,null,null,1513,null,null,1275,null,null,1627,null,null,11
