B27001A_001E,B27001A_001M,B27001A_002E,B27001A_002M,B27001A_003E,B27001A_003M,B27001A_004E,B27001A_004M,B27001A_005E,B27001A_005M,B27001A_006E,B27001A_006M,B27001A_007E,B27001A_007M,B27001A_008E,B27001A_008M,B27001A_009E,B27001A_009M,B27001A_010E,B27001A_010M,B27001A_011E,B27001A_011M,B27001A_012E,B27001A_012M,B27001A_013E,B27001A_013M,B27001A_014E,B27001A_014M,B27001A_015E,B27001A_015M,B27001A_016E,B27001A_016M,B27001A_017E,B27001A_017M,B27001A_018E,B27001A_018M,B27001A_019E,B27001A_019M,B27001A_020E,B27001A_020M,B27001A_021E,B27001A_021M,B27001A_022E,B27001A_022M,B27001A_023E,B27001A_023M,B27001A_024E,B27001A_024M,B27001A_025E,B27001A_025M,B27001A_026E,B27001A_026M,B27001A_027E,B27001A_027M,B27001A_028E,B27001A_028M,B27001A_001M,B27001A_001EA,B27001A_001MA,B27001A_002M,B27001A_002EA,B27001A_002MA,B27001A_003M,B27001A_003EA,B27001A_003MA,B27001A_004M,B27001A_004EA,B27001A_004MA,B27001A_005M,B27001A_005EA,B27001A_005MA,B27001A_006M,B27001A_006EA,B27001A_006MA,B27001A_007M,B27001A_007EA,B27001A_007MA,B27001A_008M,B27001A_008EA,B27001A_008MA,B27001A_009M,B27001A_009EA,B27001A_009MA,B27001A_010M,B27001A_010EA,B27001A_010MA,B27001A_011M,B27001A_011EA,B27001A_011MA,B27001A_012M,B27001A_012EA,B27001A_012MA,B27001A_013M,B27001A_013EA,B27001A_013MA,B27001A_014M,B27001A_014EA,B27001A_014MA,B27001A_015M,B27001A_015EA,B27001A_015MA,B27001A_016M,B27001A_016EA,B27001A_016MA,B27001A_017M,B27001A_017EA,B27001A_017MA,B27001A_018M,B27001A_018EA,B27001A_018MA,B27001A_019M,B27001A_019EA,B27001A_019MA,B27001A_020M,B27001A_020EA,B27001A_020MA,B27001A_021M,B27001A_021EA,B27001A_021MA,B27001A_022M,B27001A_022EA,B27001A_022MA,B27001A_023M,B27001A_023EA,B27001A_023MA,B27001A_024M,B27001A_024EA,B27001A_024MA,B27001A_025M,B27001A_025EA,B27001A_025MA,B27001A_026M,B27001A_026EA,B27001A_026MA,B27001A_027M,B27001A_027EA,B27001A_027MA,B27001A_028M,B27001A_028EA,B27001A_028MA,state
721186,2721,54719,1718,52925,1797,1794,760,106213,1691,103499,2039,2714,1016,68903,1332,60577,1713,8326,1459,88031,1548,76987,2100,11044,2234,82848,1356,75619,1914,7229,1507,89268,930,82844,1583,6424,1307,106315,359,99331,1236,6984,1217,71909,559,71832,581,77,98,52980,440,52876,458,104,156,2721,null,null,1718,null,null,1797,null,null,760,null,null,1691,null,null,2039,null,null,1016,null,null,1332,null,null,1713,null,null,1459,null,null,1548,null,null,2100,null,null,2234,null,null,1356,null,null,1914,null,null,1507,null,null,930,null,null,1583,null,null,1307,null,null,359,null,null,1236,null,null,1217,null,null,559,null,null,581,null,null,98,null,null,440,null,null,458,null,null,156,null,null,46
5107524,9623,342323,4859,332529,4632,9794,2273,736749,6164,707131,7025,29618,4867,443222,3067,392065,4726,51157,4435,650305,4411,545724,6233,104581,5472,637094,4014,544456,5747,92638,5755,707962,3043,623976,5332,83986,5093,703366,1869,648262,3572,55104,3429,534365,1848,532770,1956,1595,564,352138,1464,351571,1536,567,331,9623,null,null,4859,null,null,4632,null,null,2273,null,null,6164,null,null,7025,null,null,4867,null,null,3067,null,null,4726,null,null,4435,null,null,4411,null,null,6233,null,null,5472,null,null,4014,null,null,5747,null,null,5755,null,null,3043,null,null,5332,null,null,5093,null,null,1869,null,null,3572,null,null,3429,null,null,1848,null,null,1956,null,null,564,null,null,1464,null,null,1536,null,null,331,null,null,47
20394402,41608,1717832,15691,1586959,17065,130873,8370,3528738,19110,3155815,20864,372923,14380,1969787,12504,1432745,14159,537042,14296,2845060,14508,2056026,22036,789034,19499,2656313,13661,1992568,16018,663745,14735,2572688,9565,2079412,14228,493276,14435,2401965,9041,2074232,11528,327733,10649,1623242,5569,1595763,6053,27479,3355,1078777,5619,1068157,5653,10620,1803,41608,null,null,15691,null,null,17065,null,null,8370,null,null,19110,null,null,20864,null,null,14380,null,null,12504,null,null,14159,null,null,14296,null,null,14508,null,null,22036,null,null,19499,null,null,13661,null,null,16018,null,null,14735,null,null,9565,null,null,14228,null,null,14435,null,null,9041,null,null,11528,null,null,10649,null,null,5569,null,null,6053,null,null,3355,null,null,5619,null,null,5653,null,null,1803,null,null,48
2612234,10675,255181,4402,242813,4611,12368,2401,513913,4432,486388,5838,27525,3787,288251,3416,262533,4126,25718,2753,374203,2749,332617,4590,41586,3725,349310,3185,312635,4408,36675,3457,267753,2463,242287,3306,25466,2862,264779,2067,246800,2717,17979,2193,177552,960,176801,1003,751,433,121292,1086,120995,1106,297,194,10675,null,null,4402,null,null,4611,null,null,2401,null,null,4432,null,null,5838,null,null,3787,null,null,3416,null,null,4126,null,null,2753,null,null,2749,null,null,4590,null,null,3725,null,null,3185,null,null,4408,null,null,3457,null,null,2463,null,null,3306,null,null,2862,null,null,2067,null,null,2717,null,null,2193,null,null,960,null,null,1003,null,null,433,null,null,1086,null,null,1106,null,null,194,null,null,49
583970,1054,32832,855,32379,883,453,252,74803,1014,73669,1150,1134,490,61454,769,58721,1126,2733,1060,66731,655,61098,1175,5633,1159,65013,676,61387,1076,3626,880,82063,217,77609,1108,4454,1086,93063,484,89965,879,3098,795,66015,464,65873,483,142,142,41996,397,41985,400,11,18,1054,null,null,855,null,null,883,null,null,252,null,null,1014,null,null,1150,null,null,490,null,null,769,null,null,1126,null,null,1060,null,null,655,null,null,1175,null,null,1159,null,null,676,null,null,1076,null,null,880,null,null,217,null,null,1108,null,null,1086,null,null,484,null,null,879,null,null,795,null,null,464,null,null,483,null,null,142,null,null,397,null,null,400,null,null,18,null,null,50
5570822,12569,369364,5229,356591,5281,12773,2408,785187,5216,748850,6377,36337,4620,491266,4941,437150,5438,54116,3570,718768,5898,620852,6169,97916,6127,686533,6189,603037,7248,83496,6022,793099,3821,719849,6204,73250,5606,785985,2767,734707,4426,51278,3543,567220,1834,564267,1899,2953,1092,373400,1799,372447,1815,953,429,12569,null,null,5229,null,null,5281,null,null,2408,null,null,5216,null,null,6377,null,null,4620,null,null,4941,null,null,5438,null,null,3570,null,null,5898,null,null,6169,null,null,6127,null,null,6189,null,null,7248,null,null,6022,null,null,3821,null,null,6204,null,null,5606,null,null,2767,null,null,4426,null,null,3543,null,null,1834,null,null,1899,null,null,1092,null,null,1799,null,null,1815,null,null,429,null,null,51
5441559,14186,361573,5270,355310,5220,6263,1473,743552,6177,726742,6393,16810,2302,439151,4208,403457,4350,35694,3538,755281,4254,684948,5236,70333,4461,679605,4217,627117,5867,52488,4685,739949,3683,696483,4552,43466,3769,789545,1935,755268,3439,34277,2942,569381,1633,567219,1710,2162,774,363522,1498,362808,1605,714,460,14186,null,null,5270,null,null,5220,null,null,1473,null,null,6177,null,null,6393,null,null,2302,null,null,4208,null,null,4350,null,null,3538,null,null,4254,null,null,5236,null,null,4461,null,null,4217,null,null,5867,null,null,4685,null,null,3683,null,null,4552,null,null,3769,null,null,1935,null,null,3439,null,null,2942,null,null,1633,null,null,1710,null,null,774,null,null,1498,null,null,1605,null,null,460,null,null,53
1683372,2507,107396,2344,105333,2646,2063,945,231921,2265,226700,2439,5221,1548,145041,1569,133794,2576,11247,2082,193516,1676,174115,2750,19401,2441,205666,1390,187421,3173,18245,2825,227027,846,207741,2530,19286,2595,250772,985,238383,1820,12389,1706,194318,837,194318,837,0,193,127715,843,127702,841,13,27,2507,null,null,2344,null,null,2646,null,null,945,null,null,2265,null,null,2439,null,null,1548,null,null,1569,null,null,2576,null,null,2082,null,null,1676,null,null,2750,null,null,2441,null,null,1390,null,null,3173,null,null,2825,null,null,846,null,null,2530,null,null,2595,null,null,985,null,null,1820,null,null,1706,null,null,837,null,null,837,null,null,193,null,null,843,null,null,841,null,null,27,null,null,54
4891563,8202,306339,3641,293976,3518,12363,1725,691424,5083,667648,5055,23776,2586,450082,2192,418457,3035,31625,2372,587362,3354,538804,4382,48558,3739,574369,2941,535348,4081,39021,3254,691218,2455,654413,3391,36805,3113,737813,1668,710207,2691,27606,2300,493508,1307,492258,1370,1250,464,359448,1308,358930,1394,518,260,8202,null,null,3641,null,null,3518,null,null,1725,null,null,5083,null,null,5055,null,null,2586,null,null,2192,null,null,3035,null,null,2372,null,null,3354,null,null,4382,null,null,3739,null,null,2941,null,null,4081,null,null,3254,null,null,2455,null,null,3391,null,null,3113,null,null,1668,null,null,2691,null,null,2300,null,null,1307,null,null,1370,null,null,464,null,null,1308,null,null,1394,null,null,260,null,null,55
531354,2498,41017,1681,37866,1829,3151,1498,82479,2037,75879,1958,6600,1851,48489,1877,40608,1990,7881,1794,71444,1937,58371,2409,13073,2261,66407,1710,58535,1944,7872,1724,62813,1606,51624,2077,11189,1999,76405,826,68721,1528,7684,1326,51239,790,50813,827,426,278,31061,694,31008,700,53,100,2498,null,null,1681,null,null,1829,null,null,1498,null,null,2037,null,null,1958,null,null,1851,null,null,1877,null,null,1990,null,null,1794,null,null,1937,null,null,2409,null,null,2261,null,null,1710,null,null,1944,null,null,1724,null,null,1606,null,null,2077,null,null,1999,null,null,826,null,null,1528,null,null,1326,null,null,790,null,null,827,null,null,278,null,null,694,null,null,700,null,null,100,null,null,56
2262080,20185,131485,4664,129327,4666,2158,760,323008,7542,313136,7411,9872,1782,223456,5743,206786,6103,16670,2151,267182,6329,233072,6602,34110,3443,280280,5797,257415,5798,22865,2700,288504,5554,267761,5113,20743,2323,291839,4831,273877,4950,17962,2075,256622,4730,254998,4686,1624,665,199704,3674,198598,3689,1106,505,20185,null,null,4664,null,null,4666,null,null,760,null,null,7542,null,null,7411,null,null,1782,null,null,5743,null,null,6103,null,null,2151,null,null,6329,null,null,6602,null,null,3443,null,null,5797,null,null,5798,null,null,2700,null,null,5554,null,null,5113,null,null,2323,null,null,4831,null,null,4950,null,null,2075,null,null,4730,null,null,4686,null,null,665,null,null,3674,null,null,3689,null,null,505,null,null,72
3269825,7086,213334,3420,208808,3712,4526,1229,468875,3900,456938,4252,11937,2393,285314,2697,251193,4101,34121,3352,395380,4110,327863,5277,67517,5056,392661,2722,338288,4946,54373,4597,448096,2550,399993,4854,48103,4706,460635,1331,426336,3315,34299,3200,359553,1393,357821,1461,1732,1204,245977,1400,245254,1358,723,467,7086,null,null,3420,null,null,3712,null,null,1229,null,null,3900,null,null,4252,null,null,2393,null,null,2697,null,null,4101,null,null,3352,null,null,4110,null,null,5277,null,null,5056,null,null,2722,null,null,4946,null,null,4597,null,null,2550,null,null,4854,null,null,4706,null,null,1331,null,null,3315,null,null,3200,null,null,1393,null,null,1461,null,null,1204,null,null,1400,null,null,1358,null,null,467,null,null,01
461203,3465,34072,1326,31689,1540,2383,950,66168,1533,62604,1677,3564,930,38120,1344,32606,1869,5514,1496,72204,1960,60731,2524,11473,1732,58560,1210,51324,1834,7236,1497,63618,722,56438,1430,7180,1369,71567,952,65772,1492,5795,1226,39994,473,39931,473,63,65,16900,403,16791,403,109,126,3465,null,null,1326,null,null,1540,null,null,950,null,null,1533,null,null,1677,null,null,930,null,null,1344,null,null,1869,null,null,1496,null,null,1960,null,null,2524,null,null,1732,null,null,1210,null,null,1834,null,null,1497,null,null,722,null,null,1430,null,null,1369,null,null,952,null,null,1492,null,null,1226,null,null,473,null,null,473,null,null,65,null,null,403,null,null,403,null,null,126,null,null,02
5181587,21758,348663,6437,329476,6531,19187,3078,763064,9274,710046,11525,53018,5647,448141,5105,391327,6434,56814,4308,643433,5382,543193,7353,100240,6294,603380,5473,528289,6899,75091,4908,646502,4987,572202,5608,74300,4949,687130,3696,633228,4557,53902,4340,603399,2268,600224,2505,3175,1008,437875,2140,436642,2206,1233,495,21758,null,null,6437,null,null,6531,null,null,3078,null,null,9274,null,null,11525,null,null,5647,null,null,5105,null,null,6434,null,null,4308,null,null,5382,null,null,7353,null,null,6294,null,null,5473,null,null,6899,null,null,4908,null,null,4987,null,null,5608,null,null,4949,null,null,3696,null,null,4557,null,null,4340,null,null,2268,null,null,2505,null,null,1008,null,null,2140,null,null,2206,null,null,495,null,null,04
2253566,5680,153674,3032,148322,3257,5352,1438,337873,3400,326193,3658,11680,2378,202550,2707,173223,3814,29327,3220,275574,3689,237034,4777,38540,4169,271810,2591,238939,4157,32871,3896,293931,2309,268880,3391,25051,2954,304890,1566,288945,2943,15945,2489,242401,1266,241526,1269,875,664,170863,1314,170272,1456,591,561,5680,null,null,3032,null,null,3257,null,null,1438,null,null,3400,null,null,3658,null,null,2378,null,null,2707,null,null,3814,null,null,3220,null,null,3689,null,null,4777,null,null,4169,null,null,2591,null,null,4157,null,null,3896,null,null,2309,null,null,3391,null,null,2954,null,null,1566,null,null,2943,null,null,2489,null,null,1266,null,null,1269,null,null,664,null,null,1314,null,null,1456,null,null,561,null,null,05
23136911,61816,1622022,16503,1587762,16007,34260,4030,3387153,24812,3281178,25087,105975,9024,2071694,15132,1876062,15181,195632,8323,3272455,14635,2891141,17209,381314,11947,2903344,14809,2562105,15223,341239,12401,3126530,12314,2856393,13743,270137,9130,3048511,11048,2868266,11261,180245,7264,2134516,7023,2114918,7343,19598,2388,1570686,6317,1563267,6236,7419,1459,61816,null,null,16503,null,null,16007,null,null,4030,null,null,24812,null,null,25087,null,null,9024,null,null,15132,null,null,15181,null,null,8323,null,null,14635,null,null,17209,null,null,11947,null,null,14809,null,null,15223,null,null,12401,null,null,12314,null,null,13743,null,null,9130,null,null,11048,null,null,11261,null,null,7264,null,null,7023,null,null,7343,null,null,2388,null,null,6317,null,null,6236,null,null,1459,null,null,06
4580019,13577,313506,5890,302974,5860,10532,2223,681627,6775,651799,7450,29828,4339,412338,4953,372770,5427,39568,3931,673966,5047,588188,6458,85778,5700,607086,4326,542486,5655,64600,5815,607900,3787,561221,5261,46679,3813,618645,2685,581591,4052,37054,3135,413162,1818,410414,1817,2748,915,251789,1520,250723,1559,1066,593,13577,null,null,5890,null,null,5860,null,null,2223,null,null,6775,null,null,7450,null,null,4339,null,null,4953,null,null,5427,null,null,3931,null,null,5047,null,null,6458,null,null,5700,null,null,4326,null,null,5655,null,null,5815,null,null,3787,null,null,5261,null,null,3813,null,null,2685,null,null,4052,null,null,3135,null,null,1818,null,null,1817,null,null,915,null,null,1520,null,null,1559,null,null,593,null,null,08
2708598,12254,147683,3626,142538,3856,5145,1817,373772,4732,364958,5365,8814,1980,249191,2996,236020,3361,13171,2480,302417,3635,278072,4143,24345,3406,302920,3833,281524,4192,21396,3059,415234,3047,395636,3626,19598,2481,423550,2083,409226,2920,14324,2096,280461,1337,279743,1340,718,568,213370,1511,212689,1604,681,497,12254,null,null,3626,null,null,3856,null,null,1817,null,null,4732,null,null,5365,null,null,1980,null,null,2996,null,null,3361,null,null,2480,null,null,3635,null,null,4143,null,null,3406,null,null,3833,null,null,4192,null,null,3059,null,null,3047,null,null,3626,null,null,2481,null,null,2083,null,null,2920,null,null,2096,null,null,1337,null,null,1340,null,null,568,null,null,1511,null,null,1604,null,null,497,null,null,09
651055,5039,38601,2047,37666,2018,935,510,85234,2304,82367,2608,2867,1093,52005,1317,48193,1209,3812,1014,81718,1407,72600,1897,9118,1875,73048,1429,66593,1660,6455,1428,88349,1094,83519,1402,4830,1125,99040,695,94829,1273,4211,1078,79842,864,79755,846,87,102,53218,666,53136,668,82,97,5039,null,null,2047,null,null,2018,null,null,510,null,null,2304,null,null,2608,null,null,1093,null,null,1317,null,null,1209,null,null,1014,null,null,1407,null,null,1897,null,null,1875,null,null,1429,null,null,1660,null,null,1428,null,null,1094,null,null,1402,null,null,1125,null,null,695,null,null,1273,null,null,1078,null,null,864,null,null,846,null,null,102,null,null,666,null,null,668,null,null,97,null,null,10
273546,3643,16330,1057,16254,1056,76,123,15996,1244,15758,1225,238,215,34242,860,33128,943,1114,489,83286,1474,82003,1465,1283,432,45455,1168,44151,1274,1304,579,29186,911,28227,1002,959,629,21418,945,21187,931,231,228,17130,564,17067,567,63,103,10503,387,10455,375,48,79,3643,null,null,1057,null,null,1056,null,null,123,null,null,1244,null,null,1225,null,null,215,null,null,860,null,null,943,null,null,489,null,null,1474,null,null,1465,null,null,432,null,null,1168,null,null,1274,null,null,579,null,null,911,null,null,1002,null,null,629,null,null,945,null,null,931,null,null,228,null,null,564,null,null,567,null,null,103,null,null,387,null,null,375,null,null,79,null,null,11
