B05003A_001E,B05003A_001M,B05003A_002E,B05003A_002M,B05003A_003E,B05003A_003M,B05003A_004E,B05003A_004M,B05003A_005E,B05003A_005M,B05003A_006E,B05003A_006M,B05003A_007E,B05003A_007M,B05003A_008E,B05003A_008M,B05003A_009E,B05003A_009M,B05003A_010E,B05003A_010M,B05003A_011E,B05003A_011M,B05003A_012E,B05003A_012M,B05003A_013E,B05003A_013M,B05003A_014E,B05003A_014M,B05003A_015E,B05003A_015M,B05003A_016E,B05003A_016M,B05003A_017E,B05003A_017M,B05003A_018E,B05003A_018M,B05003A_019E,B05003A_019M,B05003A_020E,B05003A_020M,B05003A_021E,B05003A_021M,B05003A_022E,B05003A_022M,B05003A_023E,B05003A_023M,B05003A_001M,B05003A_001EA,B05003A_001MA,B05003A_002M,B05003A_002EA,B05003A_002MA,B05003A_003M,B05003A_003EA,B05003A_003MA,B05003A_004M,B05003A_004EA,B05003A_004MA,B05003A_005M,B05003A_005EA,B05003A_005MA,B05003A_006M,B05003A_006EA,B05003A_006MA,B05003A_007M,B05003A_007EA,B05003A_007MA,B05003A_008M,B05003A_008EA,B05003A_008MA,B05003A_009M,B05003A_009EA,B05003A_009MA,B05003A_010M,B05003A_010EA,B05003A_010MA,B05003A_011M,B05003A_011EA,B05003A_011MA,B05003A_012M,B05003A_012EA,B05003A_012MA,B05003A_013M,B05003A_013EA,B05003A_013MA,B05003A_014M,B05003A_014EA,B05003A_014MA,B05003A_015M,B05003A_015EA,B05003A_015MA,B05003A_016M,B05003A_016EA,B05003A_016MA,B05003A_017M,B05003A_017EA,B05003A_017MA,B05003A_018M,B05003A_018EA,B05003A_018MA,B05003A_019M,B05003A_019EA,B05003A_019MA,B05003A_020M,B05003A_020EA,B05003A_020MA,B05003A_021M,B05003A_021EA,B05003A_021MA,B05003A_022M,B05003A_022EA,B05003A_022MA,B05003A_023M,B05003A_023EA,B05003A_023MA,state
4941688,8179,2460862,5035,513868,3129,509905,3015,3963,1063,1215,516,2748,947,1946994,3126,1884826,3575,62168,3963,27025,2530,35143,3225,2480826,4722,484267,2886,479879,2863,4388,1297,1341,548,3047,1015,1996559,2912,1940170,3611,56389,3624,30114,2548,26275,2485,8179,null,null,5035,null,null,3129,null,null,3015,null,null,1063,null,null,516,null,null,947,null,null,3126,null,null,3575,null,null,3963,null,null,2530,null,null,3225,null,null,4722,null,null,2886,null,null,2863,null,null,1297,null,null,548,null,null,1015,null,null,2912,null,null,3611,null,null,3624,null,null,2548,null,null,2485,null,null,55
538819,2339,273901,1993,62913,1760,62758,1714,155,199,0,197,155,199,210988,1556,205733,2026,5255,1117,2031,729,3224,971,264918,2016,60852,1851,60677,1837,175,167,15,21,160,164,204066,932,198365,1186,5701,1111,2371,771,3330,1002,2339,null,null,1993,null,null,1760,null,null,1714,null,null,199,null,null,197,null,null,199,null,null,1556,null,null,2026,null,null,1117,null,null,729,null,null,971,null,null,2016,null,null,1851,null,null,1837,null,null,167,null,null,21,null,null,164,null,null,932,null,null,1186,null,null,1111,null,null,771,null,null,1002,null,null,56
2278731,20296,1073997,12443,234206,7164,233581,7124,625,442,286,337,339,284,839791,9457,821592,9564,18199,2264,10834,1592,7365,1510,1204734,11599,220409,5538,219643,5656,766,461,463,419,303,330,984325,9393,961599,9236,22726,2190,14211,1744,8515,1481,20296,null,null,12443,null,null,7164,null,null,7124,null,null,442,null,null,337,null,null,284,null,null,9457,null,null,9564,null,null,2264,null,null,1592,null,null,1510,null,null,11599,null,null,5538,null,null,5656,null,null,461,null,null,419,null,null,330,null,null,9393,null,null,9236,null,null,2190,null,null,1744,null,null,1481,null,null,72
3316384,6545,1624451,4343,350500,2870,347534,2932,2966,1002,616,430,2350,922,1273951,2686,1243480,2786,30471,2696,10966,1854,19505,2786,1691933,5150,332492,3194,328904,2977,3588,1384,1130,648,2458,1202,1359441,2904,1327196,3126,32245,2688,12069,1715,20176,2132,6545,null,null,4343,null,null,2870,null,null,2932,null,null,1002,null,null,430,null,null,922,null,null,2686,null,null,2786,null,null,2696,null,null,1854,null,null,2786,null,null,5150,null,null,3194,null,null,2977,null,null,1384,null,null,648,null,null,1202,null,null,2904,null,null,3126,null,null,2688,null,null,1715,null,null,2132,null,null,01
477895,3267,255347,2292,52959,1093,52570,1123,389,369,147,173,242,268,202388,1671,195470,1921,6918,1349,4877,1135,2041,804,222548,1895,47479,1000,47311,997,168,170,119,154,49,69,175069,1593,167606,2113,7463,1243,4525,846,2938,886,3267,null,null,2292,null,null,1093,null,null,1123,null,null,369,null,null,173,null,null,268,null,null,1671,null,null,1921,null,null,1349,null,null,1135,null,null,804,null,null,1895,null,null,1000,null,null,997,null,null,170,null,null,154,null,null,69,null,null,1593,null,null,2113,null,null,1243,null,null,846,null,null,886,null,null,02
5254944,21891,2601945,10970,566871,6033,553569,6397,13302,2594,2158,851,11144,2527,2035074,8288,1789007,9334,246067,8762,100407,5380,145660,6820,2652999,13797,546739,7276,534695,7389,12044,2202,2843,1297,9201,1869,2106260,9295,1845492,10845,260768,9556,119711,6647,141057,6471,21891,null,null,10970,null,null,6033,null,null,6397,null,null,2594,null,null,851,null,null,2527,null,null,8288,null,null,9334,null,null,8762,null,null,5380,null,null,6820,null,null,13797,null,null,7276,null,null,7389,null,null,2202,null,null,1297,null,null,1869,null,null,9295,null,null,10845,null,null,9556,null,null,6647,null,null,6471,null,null,04
2290066,5262,1129742,3675,255320,2858,254181,2905,1139,790,98,135,1041,776,874422,2389,845940,2849,28482,2619,10408,1901,18074,1936,1160324,3976,237777,3000,237182,2972,595,401,102,134,493,356,922547,2470,895498,2788,27049,2830,8002,1366,19047,2477,5262,null,null,3675,null,null,2858,null,null,2905,null,null,790,null,null,135,null,null,776,null,null,2389,null,null,2849,null,null,2619,null,null,1901,null,null,1936,null,null,3976,null,null,3000,null,null,2972,null,null,401,null,null,134,null,null,356,null,null,2470,null,null,2788,null,null,2830,null,null,1366,null,null,2477,null,null,05
23420234,62421,11699791,34015,2562974,16686,2464198,16099,98776,5559,15785,2148,82991,5448,9136817,22945,7084257,25134,2052560,23332,913417,13852,1139143,18847,11720443,35440,2452852,19224,2370144,17923,82708,6680,15886,2362,66822,6213,9267591,22432,7158454,25094,2109137,22120,1063991,14023,1045146,16791,62421,null,null,34015,null,null,16686,null,null,16099,null,null,5559,null,null,2148,null,null,5448,null,null,22945,null,null,25134,null,null,23332,null,null,13852,null,null,18847,null,null,35440,null,null,19224,null,null,17923,null,null,6680,null,null,2362,null,null,6213,null,null,22432,null,null,25094,null,null,22120,null,null,14023,null,null,16791,null,null,06
4654921,13381,2338405,8112,513593,4867,504417,4900,9176,2138,2319,951,6857,1949,1824812,5684,1683676,6841,141136,6709,50579,3923,90557,5962,2316516,8785,482686,5331,473340,5407,9346,2571,2038,1183,7308,2322,1833830,5189,1685077,6365,148753,6104,61559,3956,87194,5491,13381,null,null,8112,null,null,4867,null,null,4900,null,null,2138,null,null,951,null,null,1949,null,null,5684,null,null,6841,null,null,6709,null,null,3923,null,null,5962,null,null,8785,null,null,5331,null,null,5407,null,null,2571,null,null,1183,null,null,2322,null,null,5189,null,null,6365,null,null,6104,null,null,3956,null,null,5491,null,null,08
2741892,12294,1333837,7365,266584,3160,261109,3213,5475,1501,1374,580,4101,1361,1067253,5647,954232,6285,113021,6619,62896,5006,50125,4428,1408055,7034,254955,3705,248767,3798,6188,1387,1696,774,4492,1167,1153100,4609,1025167,6130,127933,5178,77578,3871,50355,3744,12294,null,null,7365,null,null,3160,null,null,3213,null,null,1501,null,null,580,null,null,1361,null,null,5647,null,null,6285,null,null,6619,null,null,5006,null,null,4428,null,null,7034,null,null,3705,null,null,3798,null,null,1387,null,null,774,null,null,1167,null,null,4609,null,null,6130,null,null,5178,null,null,3871,null,null,3744,null,null,09
659091,5072,321219,3034,63953,1424,62961,1503,992,516,506,400,486,382,257266,2124,239063,2611,18203,2156,7368,1425,10835,1611,337872,2700,60002,1656,58800,1604,1202,572,330,371,872,421,277870,1535,260736,2244,17134,2337,8763,1930,8371,1444,5072,null,null,3034,null,null,1424,null,null,1503,null,null,516,null,null,400,null,null,382,null,null,2124,null,null,2611,null,null,2156,null,null,1425,null,null,1611,null,null,2700,null,null,1656,null,null,1604,null,null,572,null,null,371,null,null,421,null,null,1535,null,null,2244,null,null,2337,null,null,1930,null,null,1444,null,null,10
277268,3530,138829,2431,16471,1034,15877,1082,594,458,112,142,482,440,122358,2029,107256,1811,15102,2129,7018,1377,8084,1506,138439,1970,15976,1063,15465,1048,511,323,316,269,195,188,122463,1447,105224,2022,17239,2012,7187,1168,10052,1669,3530,null,null,2431,null,null,1034,null,null,1082,null,null,458,null,null,142,null,null,440,null,null,2029,null,null,1811,null,null,2129,null,null,1377,null,null,1506,null,null,1970,null,null,1063,null,null,1048,null,null,323,null,null,269,null,null,188,null,null,1447,null,null,2022,null,null,2012,null,null,1168,null,null,1669,null,null,11
