B17010I_001E,B17010I_001M,B17010I_002E,B17010I_002M,B17010I_003E,B17010I_003M,B17010I_004E,B17010I_004M,B17010I_005E,B17010I_005M,B17010I_006E,B17010I_006M,B17010I_007E,B17010I_007M,B17010I_008E,B17010I_008M,B17010I_009E,B17010I_009M,B17010I_010E,B17010I_010M,B17010I_011E,B17010I_011M,B17010I_012E,B17010I_012M,B17010I_013E,B17010I_013M,B17010I_014E,B17010I_014M,B17010I_015E,B17010I_015M,B17010I_016E,B17010I_016M,B17010I_017E,B17010I_017M,B17010I_018E,B17010I_018M,B17010I_019E,B17010I_019M,B17010I_020E,B17010I_020M,B17010I_021E,B17010I_021M,B17010I_022E,B17010I_022M,B17010I_023E,B17010I_023M,B17010I_024E,B17010I_024M,B17010I_025E,B17010I_025M,B17010I_026E,B17010I_026M,B17010I_027E,B17010I_027M,B17010I_028E,B17010I_028M,B17010I_029E,B17010I_029M,B17010I_030E,B17010I_030M,B17010I_031E,B17010I_031M,B17010I_032E,B17010I_032M,B17010I_033E,B17010I_033M,B17010I_034E,B17010I_034M,B17010I_035E,B17010I_035M,B17010I_036E,B17010I_036M,B17010I_037E,B17010I_037M,B17010I_038E,B17010I_038M,B17010I_039E,B17010I_039M,B17010I_040E,B17010I_040M,B17010I_041E,B17010I_041M,B17010I_001M,B17010I_001EA,B17010I_001MA,B17010I_002M,B17010I_002EA,B17010I_002MA,B17010I_003M,B17010I_003EA,B17010I_003MA,B17010I_004M,B17010I_004EA,B17010I_004MA,B17010I_005M,B17010I_005EA,B17010I_005MA,B17010I_006M,B17010I_006EA,B17010I_006MA,B17010I_007M,B17010I_007EA,B17010I_007MA,B17010I_008M,B17010I_008EA,B17010I_008MA,B17010I_009M,B17010I_009EA,B17010I_009MA,B17010I_010M,B17010I_010EA,B17010I_010MA,B17010I_011M,B17010I_011EA,B17010I_011MA,B17010I_012M,B17010I_012EA,B17010I_012MA,B17010I_013M,B17010I_013EA,B17010I_013MA,B17010I_014M,B17010I_014EA,B17010I_014MA,B17010I_015M,B17010I_015EA,B17010I_015MA,B17010I_016M,B17010I_016EA,B17010I_016MA,B17010I_017M,B17010I_017EA,B17010I_017MA,B17010I_018M,B17010I_018EA,B17010I_018MA,B17010I_019M,B17010I_019EA,B17010I_019MA,B17010I_020M,B17010I_020EA,B17010I_020MA,B17010I_021M,B17010I_021EA,B17010I_021MA,B17010I_022M,B17010I_022EA,B17010I_022MA,B17010I_023M,B17010I_023EA,B17010I_023MA,B17010I_024M,B17010I_024EA,B17010I_024MA,B17010I_025M,B17010I_025EA,B17010I_025MA,B17010I_026M,B17010I_026EA,B17010I_026MA,B17010I_027M,B17010I_027EA,B17010I_027MA,B17010I_028M,B17010I_028EA,B17010I_028MA,B17010I_029M,B17010I_029EA,B17010I_029MA,B17010I_030M,B17010I_030EA,B17010I_030MA,B17010I_031M,B17010I_031EA,B17010I_031MA,B17010I_032M,B17010I_032EA,B17010I_032MA,B17010I_033M,B17010I_033EA,B17010I_033MA,B17010I_034M,B17010I_034EA,B17010I_034MA,B17010I_035M,B17010I_035EA,B17010I_035MA,B17010I_036M,B17010I_036EA,B17010I_036MA,B17010I_037M,B17010I_037EA,B17010I_037MA,B17010I_038M,B17010I_038EA,B17010I_038MA,B17010I_039M,B17010I_039EA,B17010I_039MA,B17010I_040M,B17010I_040EA,B17010I_040MA,B17010I_041M,B17010I_041EA,B17010I_041MA,state
212408,4853,43721,3350,16579,2071,11776,1685,1568,835,4988,1381,5220,1076,4803,940,27142,2605,5070,1320,4709,1252,944,501,1420,795,2345,818,361,256,22072,2686,20006,2488,2980,985,7097,1687,9929,1617,2066,776,168687,5199,116603,5342,54397,4002,8445,1796,11845,1864,34107,3344,62206,3517,52084,3802,18272,2390,8901,1664,1444,519,1744,752,5713,1369,9371,1598,33812,3193,19208,2281,2079,836,3108,1008,14021,2015,14604,1838,4853,null,null,3350,null,null,2071,null,null,1685,null,null,835,null,null,1381,null,null,1076,null,null,940,null,null,2605,null,null,1320,null,null,1252,null,null,501,null,null,795,null,null,818,null,null,256,null,null,2686,null,null,2488,null,null,985,null,null,1687,null,null,1617,null,null,776,null,null,5199,null,null,5342,null,null,4002,null,null,1796,null,null,1864,null,null,3344,null,null,3517,null,null,3802,null,null,2390,null,null,1664,null,null,519,null,null,752,null,null,1369,null,null,1598,null,null,3193,null,null,2281,null,null,836,null,null,1008,null,null,2015,null,null,1838,null,null,35
771954,9830,168200,6002,50756,4016,36014,2832,3802,1044,11434,1878,20778,2642,14742,2329,117444,5153,16040,2098,12013,1936,2521,794,2665,1050,6827,1376,4027,1125,101404,4534,82406,4009,9828,1987,24544,2532,48034,3776,18998,2480,603754,10323,350326,8688,190437,6482,31297,3101,40297,3368,118843,5395,159889,6106,253428,7552,76604,5070,38387,3756,5925,1209,6782,1608,25680,3220,38217,3661,176824,5681,99691,5350,15655,2134,15146,1967,68890,4738,77133,4590,9830,null,null,6002,null,null,4016,null,null,2832,null,null,1044,null,null,1878,null,null,2642,null,null,2329,null,null,5153,null,null,2098,null,null,1936,null,null,794,null,null,1050,null,null,1376,null,null,1125,null,null,4534,null,null,4009,null,null,1987,null,null,2532,null,null,3776,null,null,2480,null,null,10323,null,null,8688,null,null,6482,null,null,3101,null,null,3368,null,null,5395,null,null,6106,null,null,7552,null,null,5070,null,null,3756,null,null,1209,null,null,1608,null,null,3220,null,null,3661,null,null,5681,null,null,5350,null,null,2134,null,null,1967,null,null,4738,null,null,4590,null,null,36
182204,5649,43475,3890,20039,3023,17502,2796,1232,573,7994,1829,8276,1799,2537,867,23436,2717,3902,1114,3447,1022,473,352,1514,663,1460,586,455,381,19534,2295,18610,2193,2140,735,7571,1567,8899,1800,924,546,138729,5549,101860,5198,67087,3924,10492,1685,16509,2288,40086,3381,34773,3556,36869,3098,16943,2224,10214,1840,1534,661,2630,884,6050,1513,6729,1450,19926,2294,13045,2096,1474,744,2045,839,9526,1839,6881,1441,5649,null,null,3890,null,null,3023,null,null,2796,null,null,573,null,null,1829,null,null,1799,null,null,867,null,null,2717,null,null,1114,null,null,1022,null,null,352,null,null,663,null,null,586,null,null,381,null,null,2295,null,null,2193,null,null,735,null,null,1567,null,null,1800,null,null,546,null,null,5549,null,null,5198,null,null,3924,null,null,1685,null,null,2288,null,null,3381,null,null,3556,null,null,3098,null,null,2224,null,null,1840,null,null,661,null,null,884,null,null,1513,null,null,1450,null,null,2294,null,null,2096,null,null,744,null,null,839,null,null,1839,null,null,1441,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
81241,2924,19419,2591,5053,1203,3548,1026,539,554,1373,685,1636,505,1505,703,14366,2148,3684,1157,3358,1130,799,504,1548,870,1011,591,326,298,10682,1723,10220,1675,1755,633,3155,1055,5310,1311,462,355,61822,2841,39743,3008,20980,2275,3144,857,5686,1102,12150,1762,18763,1985,22079,2331,7840,1493,4496,1365,1480,628,1269,781,1747,808,3344,994,14239,1822,10339,1620,2150,790,1439,472,6750,1384,3900,833,2924,null,null,2591,null,null,1203,null,null,1026,null,null,554,null,null,685,null,null,505,null,null,703,null,null,2148,null,null,1157,null,null,1130,null,null,504,null,null,870,null,null,591,null,null,298,null,null,1723,null,null,1675,null,null,633,null,null,1055,null,null,1311,null,null,355,null,null,2841,null,null,3008,null,null,2275,null,null,857,null,null,1102,null,null,1762,null,null,1985,null,null,2331,null,null,1493,null,null,1365,null,null,628,null,null,781,null,null,808,null,null,994,null,null,1822,null,null,1620,null,null,790,null,null,472,null,null,1384,null,null,833,null,null,39
76522,2283,17276,1566,7844,1189,6333,1097,969,510,2563,662,2801,869,1511,550,9432,1238,2077,662,1832,644,253,296,686,388,893,483,245,173,7355,1038,7103,1032,658,350,2547,849,3898,740,252,185,59246,2543,43672,2805,28563,2471,5111,1079,8076,1130,15376,1680,15109,1651,15574,1861,7621,1125,4817,884,1119,496,623,269,3075,758,2804,763,7953,1490,5496,1227,912,444,991,448,3593,1021,2457,778,2283,null,null,1566,null,null,1189,null,null,1097,null,null,510,null,null,662,null,null,869,null,null,550,null,null,1238,null,null,662,null,null,644,null,null,296,null,null,388,null,null,483,null,null,173,null,null,1038,null,null,1032,null,null,350,null,null,849,null,null,740,null,null,185,null,null,2543,null,null,2805,null,null,2471,null,null,1079,null,null,1130,null,null,1680,null,null,1651,null,null,1861,null,null,1125,null,null,884,null,null,496,null,null,269,null,null,758,null,null,763,null,null,1490,null,null,1227,null,null,444,null,null,448,null,null,1021,null,null,778,null,null,40
98818,3508,20200,2627,7774,1870,6981,1816,884,628,3423,1220,2674,1073,793,423,12426,2246,1243,684,1173,654,261,219,320,390,592,484,70,128,11183,2133,10123,1938,1013,620,4146,1257,4964,1397,1060,741,78618,3384,56058,3500,34385,2572,5150,1198,8586,1805,20649,2542,21673,2719,22560,2684,9471,2022,5748,1574,840,529,522,555,4386,1452,3723,1258,13089,1727,9123,1629,1093,476,1660,755,6370,1404,3966,915,3508,null,null,2627,null,null,1870,null,null,1816,null,null,628,null,null,1220,null,null,1073,null,null,423,null,null,2246,null,null,684,null,null,654,null,null,219,null,null,390,null,null,484,null,null,128,null,null,2133,null,null,1938,null,null,620,null,null,1257,null,null,1397,null,null,741,null,null,3384,null,null,3500,null,null,2572,null,null,1198,null,null,1805,null,null,2542,null,null,2719,null,null,2684,null,null,2022,null,null,1574,null,null,529,null,null,555,null,null,1452,null,null,1258,null,null,1727,null,null,1629,null,null,476,null,null,755,null,null,1404,null,null,915,null,null,41
178068,4526,45993,3202,12089,2082,9758,1882,626,425,3789,1169,5343,1311,2331,614,33904,2939,6949,1660,6000,1640,1053,604,2018,876,2929,1227,949,592,26955,2613,24719,2614,3413,1065,7051,1544,14255,2129,2236,779,132075,4501,80516,3973,47189,3587,6636,1425,11190,2153,29363,2901,33327,2933,51559,3585,14832,2370,9545,2079,1387,724,1987,925,6171,1520,5287,1285,36727,3074,25153,2779,3741,1003,5085,1404,16327,2429,11574,1952,4526,null,null,3202,null,null,2082,null,null,1882,null,null,425,null,null,1169,null,null,1311,null,null,614,null,null,2939,null,null,1660,null,null,1640,null,null,604,null,null,876,null,null,1227,null,null,592,null,null,2613,null,null,2614,null,null,1065,null,null,1544,null,null,2129,null,null,779,null,null,4501,null,null,3973,null,null,3587,null,null,1425,null,null,2153,null,null,2901,null,null,2933,null,null,3585,null,null,2370,null,null,2079,null,null,724,null,null,925,null,null,1520,null,null,1285,null,null,3074,null,null,2779,null,null,1003,null,null,1404,null,null,2429,null,null,1952,null,null,42
31411,1601,6181,1136,2040,722,1643,706,76,98,351,342,1216,587,397,272,4141,967,395,293,316,279,37,67,208,234,71,88,79,134,3746,971,3022,912,260,297,507,383,2255,803,724,386,25230,1722,13090,1834,8378,1678,1258,674,1817,675,5303,1266,4712,1059,12140,1873,2504,967,1386,670,405,344,424,297,557,414,1118,608,9636,1472,6717,1424,1429,540,716,500,4572,1349,2919,824,1601,null,null,1136,null,null,722,null,null,706,null,null,98,null,null,342,null,null,587,null,null,272,null,null,967,null,null,293,null,null,279,null,null,67,null,null,234,null,null,88,null,null,134,null,null,971,null,null,912,null,null,297,null,null,383,null,null,803,null,null,386,null,null,1722,null,null,1834,null,null,1678,null,null,674,null,null,675,null,null,1266,null,null,1059,null,null,1873,null,null,967,null,null,670,null,null,344,null,null,297,null,null,414,null,null,608,null,null,1472,null,null,1424,null,null,540,null,null,500,null,null,1349,null,null,824,null,null,44
51436,3031,11388,1855,6810,1546,6349,1568,540,465,2791,966,3018,1233,461,374,4578,1128,360,341,298,318,66,124,54,90,178,284,62,82,4218,1162,3989,1135,604,452,1287,607,2098,886,229,190,40048,2906,29853,3181,17503,2871,3061,1205,3482,1090,10960,2049,12350,1910,10195,2035,4256,1360,2895,1118,510,329,573,435,1812,967,1361,593,5939,1427,4665,1276,351,344,804,555,3510,1070,1274,612,3031,null,null,1855,null,null,1546,null,null,1568,null,null,465,null,null,966,null,null,1233,null,null,374,null,null,1128,null,null,341,null,null,318,null,null,124,null,null,90,null,null,284,null,null,82,null,null,1162,null,null,1135,null,null,452,null,null,607,null,null,886,null,null,190,null,null,2906,null,null,3181,null,null,2871,null,null,1205,null,null,1090,null,null,2049,null,null,1910,null,null,2035,null,null,1360,null,null,1118,null,null,329,null,null,435,null,null,967,null,null,593,null,null,1427,null,null,1276,null,null,344,null,null,555,null,null,1070,null,null,612,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
64267,3047,15869,1988,7420,1828,6636,1622,1439,851,2074,694,3123,1069,784,634,8449,1250,1218,602,1132,575,173,241,292,191,667,440,86,131,7231,1210,7071,1206,1249,799,1738,580,4084,956,160,156,48398,2902,35903,2778,26154,2516,5149,1400,5494,1354,15511,2115,9749,1626,12495,2007,5946,1341,3596,934,1122,582,657,513,1817,753,2350,815,6549,1338,4300,1004,1482,753,763,473,2055,647,2249,862,3047,null,null,1988,null,null,1828,null,null,1622,null,null,851,null,null,694,null,null,1069,null,null,634,null,null,1250,null,null,602,null,null,575,null,null,241,null,null,191,null,null,440,null,null,131,null,null,1210,null,null,1206,null,null,799,null,null,580,null,null,956,null,null,156,null,null,2902,null,null,2778,null,null,2516,null,null,1400,null,null,1354,null,null,2115,null,null,1626,null,null,2007,null,null,1341,null,null,934,null,null,582,null,null,513,null,null,753,null,null,815,null,null,1338,null,null,1004,null,null,753,null,null,473,null,null,647,null,null,862,null,null,47
2305796,15240,463909,11185,202846,8600,153737,7646,15671,2640,62533,4958,75533,5365,49109,3408,261063,8925,39751,3377,30365,2909,7854,1838,6499,1567,16012,2355,9386,1652,221312,8104,200969,8071,24843,3007,68900,5274,107226,6421,20343,2374,1841887,17799,1288450,17576,763517,15123,114203,5648,179529,6702,469785,12399,524933,11915,553437,13078,199384,9235,110089,6643,21998,3091,21212,3397,66879,4698,89295,5474,354053,10556,227116,8786,31214,3206,40053,3412,155849,7609,126937,6283,15240,null,null,11185,null,null,8600,null,null,7646,null,null,2640,null,null,4958,null,null,5365,null,null,3408,null,null,8925,null,null,3377,null,null,2909,null,null,1838,null,null,1567,null,null,2355,null,null,1652,null,null,8104,null,null,8071,null,null,3007,null,null,5274,null,null,6421,null,null,2374,null,null,17799,null,null,17576,null,null,15123,null,null,5648,null,null,6702,null,null,12399,null,null,11915,null,null,13078,null,null,9235,null,null,6643,null,null,3091,null,null,3397,null,null,4698,null,null,5474,null,null,10556,null,null,8786,null,null,3206,null,null,3412,null,null,7609,null,null,6283,null,null,48
81842,3382,13179,1987,5479,1182,4636,1105,667,436,2487,836,1482,654,843,367,7700,1752,2082,989,1832,951,199,317,605,486,1028,758,250,226,5618,1508,5147,1480,690,421,1993,761,2464,1089,471,337,68663,3149,48956,3233,32467,2871,3778,1016,10182,1794,18507,2396,16489,2119,19707,2649,8385,1887,5812,1497,866,545,1148,632,3798,1365,2573,871,11322,1878,8302,1626,776,632,1307,583,6219,1412,3020,923,3382,null,null,1987,null,null,1182,null,null,1105,null,null,436,null,null,836,null,null,654,null,null,367,null,null,1752,null,null,989,null,null,951,null,null,317,null,null,486,null,null,758,null,null,226,null,null,1508,null,null,1480,null,null,421,null,null,761,null,null,1089,null,null,337,null,null,3149,null,null,3233,null,null,2871,null,null,1016,null,null,1794,null,null,2396,null,null,2119,null,null,2649,null,null,1887,null,null,1497,null,null,545,null,null,632,null,null,1365,null,null,871,null,null,1878,null,null,1626,null,null,632,null,null,583,null,null,1412,null,null,923,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
154704,4692,20799,2593,7064,2014,5804,1943,719,510,2672,1122,2413,1345,1260,693,13735,2176,1707,671,1478,650,641,564,283,235,554,366,229,255,12028,2094,11542,2040,1050,568,5807,1579,4685,1045,486,366,133905,4475,94280,4056,61673,4211,12300,1465,15398,2347,33975,3177,32607,2789,39625,3728,18038,2765,11401,2367,1465,853,2998,1214,6938,1989,6637,1400,21587,2648,14725,2142,2198,894,2157,955,10370,1838,6862,1431,4692,null,null,2593,null,null,2014,null,null,1943,null,null,510,null,null,1122,null,null,1345,null,null,693,null,null,2176,null,null,671,null,null,650,null,null,564,null,null,235,null,null,366,null,null,255,null,null,2094,null,null,2040,null,null,568,null,null,1579,null,null,1045,null,null,366,null,null,4475,null,null,4056,null,null,4211,null,null,1465,null,null,2347,null,null,3177,null,null,2789,null,null,3728,null,null,2765,null,null,2367,null,null,853,null,null,1214,null,null,1989,null,null,1400,null,null,2648,null,null,2142,null,null,894,null,null,955,null,null,1838,null,null,1431,null,null,51
170903,5161,30346,2877,10320,1744,8484,1666,793,478,3452,1004,4239,1218,1836,868,20026,2248,3708,1050,2849,957,806,492,1058,599,985,545,859,507,16318,2072,15414,2038,2461,744,5126,1296,7827,1624,904,458,140557,5008,100564,4743,69616,4140,10992,1764,18784,2070,39840,3444,30948,2689,39993,3318,16769,2467,11998,2059,3284,931,2544,1065,6170,1678,4771,1130,23224,2885,16232,2345,2375,898,3472,1378,10385,1786,6992,1380,5161,null,null,2877,null,null,1744,null,null,1666,null,null,478,null,null,1004,null,null,1218,null,null,868,null,null,2248,null,null,1050,null,null,957,null,null,492,null,null,599,null,null,545,null,null,507,null,null,2072,null,null,2038,null,null,744,null,null,1296,null,null,1624,null,null,458,null,null,5008,null,null,4743,null,null,4140,null,null,1764,null,null,2070,null,null,3444,null,null,2689,null,null,3318,null,null,2467,null,null,2059,null,null,931,null,null,1065,null,null,1678,null,null,1130,null,null,2885,null,null,2345,null,null,898,null,null,1378,null,null,1786,null,null,1380,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
74088,2946,15194,2146,5001,1354,4255,1186,423,341,2138,798,1694,661,746,474,10193,1799,2056,844,1588,777,309,234,758,620,521,319,468,372,8137,1588,7159,1459,1416,684,1946,654,3797,1230,978,491,58894,2814,37572,2537,23131,2183,3465,924,6495,1347,13171,1631,14441,1633,21322,2147,8879,1615,5774,1364,1269,574,1805,934,2700,757,3105,858,12443,1501,9204,1402,1608,621,1599,615,5997,1238,3239,784,2946,null,null,2146,null,null,1354,null,null,1186,null,null,341,null,null,798,null,null,661,null,null,474,null,null,1799,null,null,844,null,null,777,null,null,234,null,null,620,null,null,319,null,null,372,null,null,1588,null,null,1459,null,null,684,null,null,654,null,null,1230,null,null,491,null,null,2814,null,null,2537,null,null,2183,null,null,924,null,null,1347,null,null,1631,null,null,1633,null,null,2147,null,null,1615,null,null,1364,null,null,574,null,null,934,null,null,757,null,null,858,null,null,1501,null,null,1402,null,null,621,null,null,615,null,null,1238,null,null,784,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
826362,9581,325876,7574,121834,4134,45929,3406,7467,1361,8243,1409,30219,2790,75905,3290,204042,7228,37332,3319,23067,2737,6170,1302,4289,1127,12608,1770,14265,1790,166710,6638,114664,5453,17845,1970,23847,2393,72972,4749,52046,3467,500486,8705,335480,7861,105437,5075,14619,2068,13296,1716,77522,4340,230043,6260,165006,5659,43985,3195,16520,2368,2987,1008,2353,814,11180,1685,27465,2767,121021,5321,49629,3447,6366,1400,3218,965,40045,3121,71392,3893,9581,null,null,7574,null,null,4134,null,null,3406,null,null,1361,null,null,1409,null,null,2790,null,null,3290,null,null,7228,null,null,3319,null,null,2737,null,null,1302,null,null,1127,null,null,1770,null,null,1790,null,null,6638,null,null,5453,null,null,1970,null,null,2393,null,null,4749,null,null,3467,null,null,8705,null,null,7861,null,null,5075,null,null,2068,null,null,1716,null,null,4340,null,null,6260,null,null,5659,null,null,3195,null,null,2368,null,null,1008,null,null,814,null,null,1685,null,null,2767,null,null,5321,null,null,3447,null,null,1400,null,null,965,null,null,3121,null,null,3893,null,null,72
37433,2075,11253,1871,6418,1523,6091,1537,638,510,2099,1083,3354,1030,327,280,4835,1176,940,389,786,344,421,297,67,116,298,238,154,166,3895,1114,3857,1117,250,226,1972,857,1635,863,38,74,26180,2251,19978,2040,12421,1863,1310,439,3539,1378,7572,1420,7557,1435,6202,1342,3270,1103,1816,872,449,309,466,403,901,673,1454,667,2932,1050,1769,792,208,216,366,315,1195,645,1163,509,2075,null,null,1871,null,null,1523,null,null,1537,null,null,510,null,null,1083,null,null,1030,null,null,280,null,null,1176,null,null,389,null,null,344,null,null,297,null,null,116,null,null,238,null,null,166,null,null,1114,null,null,1117,null,null,226,null,null,857,null,null,863,null,null,74,null,null,2251,null,null,2040,null,null,1863,null,null,439,null,null,1378,null,null,1420,null,null,1435,null,null,1342,null,null,1103,null,null,872,null,null,309,null,null,403,null,null,673,null,null,667,null,null,1050,null,null,792,null,null,216,null,null,315,null,null,645,null,null,509,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
435032,6089,91681,4640,36719,3247,30697,3069,2240,918,12738,1865,15719,2254,6022,1329,54962,3469,11369,1763,9352,1682,1916,765,1891,770,5545,1188,2017,796,43593,2975,39615,2956,5588,1291,12964,2016,21063,2536,3978,1080,343351,6595,222831,5881,130951,6090,18178,2136,31896,3049,80877,4747,91880,5159,120520,5059,42496,4161,25966,3211,5362,1441,5473,1339,15131,2332,16530,2307,78024,4472,49163,3622,7558,1585,6434,1358,35171,3126,28861,3078,6089,null,null,4640,null,null,3247,null,null,3069,null,null,918,null,null,1865,null,null,2254,null,null,1329,null,null,3469,null,null,1763,null,null,1682,null,null,765,null,null,770,null,null,1188,null,null,796,null,null,2975,null,null,2956,null,null,1291,null,null,2016,null,null,2536,null,null,1080,null,null,6595,null,null,5881,null,null,6090,null,null,2136,null,null,3049,null,null,4747,null,null,5159,null,null,5059,null,null,4161,null,null,3211,null,null,1441,null,null,1339,null,null,2332,null,null,2307,null,null,4472,null,null,3622,null,null,1585,null,null,1358,null,null,3126,null,null,3078,null,null,04
42534,2327,9647,1721,5507,1458,4585,1276,491,372,2037,862,2057,876,922,629,4140,1135,858,543,732,508,256,402,54,85,422,355,126,202,3282,1085,3189,1071,202,222,1141,502,1846,921,93,99,32887,2476,24409,2568,17369,1950,2882,849,5016,1161,9471,1842,7040,1716,8478,1541,3132,973,2205,843,282,260,459,370,1464,694,927,487,5346,1153,3963,1017,471,388,566,455,2926,914,1383,648,2327,null,null,1721,null,null,1458,null,null,1276,null,null,372,null,null,862,null,null,876,null,null,629,null,null,1135,null,null,543,null,null,508,null,null,402,null,null,85,null,null,355,null,null,202,null,null,1085,null,null,1071,null,null,222,null,null,502,null,null,921,null,null,99,null,null,2476,null,null,2568,null,null,1950,null,null,849,null,null,1161,null,null,1842,null,null,1716,null,null,1541,null,null,973,null,null,843,null,null,260,null,null,370,null,null,694,null,null,487,null,null,1153,null,null,1017,null,null,388,null,null,455,null,null,914,null,null,648,null,null,05
