B17010G_001E,B17010G_001M,B17010G_002E,B17010G_002M,B17010G_003E,B17010G_003M,B17010G_004E,B17010G_004M,B17010G_005E,B17010G_005M,B17010G_006E,B17010G_006M,B17010G_007E,B17010G_007M,B17010G_008E,B17010G_008M,B17010G_009E,B17010G_009M,B17010G_010E,B17010G_010M,B17010G_011E,B17010G_011M,B17010G_012E,B17010G_012M,B17010G_013E,B17010G_013M,B17010G_014E,B17010G_014M,B17010G_015E,B17010G_015M,B17010G_016E,B17010G_016M,B17010G_017E,B17010G_017M,B17010G_018E,B17010G_018M,B17010G_019E,B17010G_019M,B17010G_020E,B17010G_020M,B17010G_021E,B17010G_021M,B17010G_022E,B17010G_022M,B17010G_023E,B17010G_023M,B17010G_024E,B17010G_024M,B17010G_025E,B17010G_025M,B17010G_026E,B17010G_026M,B17010G_027E,B17010G_027M,B17010G_028E,B17010G_028M,B17010G_029E,B17010G_029M,B17010G_030E,B17010G_030M,B17010G_031E,B17010G_031M,B17010G_032E,B17010G_032M,B17010G_033E,B17010G_033M,B17010G_034E,B17010G_034M,B17010G_035E,B17010G_035M,B17010G_036E,B17010G_036M,B17010G_037E,B17010G_037M,B17010G_038E,B17010G_038M,B17010G_039E,B17010G_039M,B17010G_040E,B17010G_040M,B17010G_041E,B17010G_041M,B17010G_001M,B17010G_001EA,B17010G_001MA,B17010G_002M,B17010G_002EA,B17010G_002MA,B17010G_003M,B17010G_003EA,B17010G_003MA,B17010G_004M,B17010G_004EA,B17010G_004MA,B17010G_005M,B17010G_005EA,B17010G_005MA,B17010G_006M,B17010G_006EA,B17010G_006MA,B17010G_007M,B17010G_007EA,B17010G_007MA,B17010G_008M,B17010G_008EA,B17010G_008MA,B17010G_009M,B17010G_009EA,B17010G_009MA,B17010G_010M,B17010G_010EA,B17010G_010MA,B17010G_011M,B17010G_011EA,B17010G_011MA,B17010G_012M,B17010G_012EA,B17010G_012MA,B17010G_013M,B17010G_013EA,B17010G_013MA,B17010G_014M,B17010G_014EA,B17010G_014MA,B17010G_015M,B17010G_015EA,B17010G_015MA,B17010G_016M,B17010G_016EA,B17010G_016MA,B17010G_017M,B17010G_017EA,B17010G_017MA,B17010G_018M,B17010G_018EA,B17010G_018MA,B17010G_019M,B17010G_019EA,B17010G_019MA,B17010G_020M,B17010G_020EA,B17010G_020MA,B17010G_021M,B17010G_021EA,B17010G_021MA,B17010G_022M,B17010G_022EA,B17010G_022MA,B17010G_023M,B17010G_023EA,B17010G_023MA,B17010G_024M,B17010G_024EA,B17010G_024MA,B17010G_025M,B17010G_025EA,B17010G_025MA,B17010G_026M,B17010G_026EA,B17010G_026MA,B17010G_027M,B17010G_027EA,B17010G_027MA,B17010G_028M,B17010G_028EA,B17010G_028MA,B17010G_029M,B17010G_029EA,B17010G_029MA,B17010G_030M,B17010G_030EA,B17010G_030MA,B17010G_031M,B17010G_031EA,B17010G_031MA,B17010G_032M,B17010G_032EA,B17010G_032MA,B17010G_033M,B17010G_033EA,B17010G_033MA,B17010G_034M,B17010G_034EA,B17010G_034MA,B17010G_035M,B17010G_035EA,B17010G_035MA,B17010G_036M,B17010G_036EA,B17010G_036MA,B17010G_037M,B17010G_037EA,B17010G_037MA,B17010G_038M,B17010G_038EA,B17010G_038MA,B17010G_039M,B17010G_039EA,B17010G_039MA,B17010G_040M,B17010G_040EA,B17010G_040MA,B17010G_041M,B17010G_041EA,B17010G_041MA,state
91583,5744,16721,2386,5232,1110,3985,964,585,317,1716,593,1684,668,1247,489,11489,2000,971,468,728,430,81,131,70,108,577,371,243,197,10518,1954,9060,1755,1290,617,2906,1153,4864,1106,1458,714,74862,4989,49094,3838,26694,3246,6266,1231,5983,1360,14445,2073,22400,2078,25768,3073,6532,1703,3249,1203,543,304,611,503,2095,901,3283,1071,19236,2305,11844,1838,2761,906,1911,706,7172,1284,7392,1129,5744,null,null,2386,null,null,1110,null,null,964,null,null,317,null,null,593,null,null,668,null,null,489,null,null,2000,null,null,468,null,null,430,null,null,131,null,null,108,null,null,371,null,null,197,null,null,1954,null,null,1755,null,null,617,null,null,1153,null,null,1106,null,null,714,null,null,4989,null,null,3838,null,null,3246,null,null,1231,null,null,1360,null,null,2073,null,null,2078,null,null,3073,null,null,1703,null,null,1203,null,null,304,null,null,503,null,null,901,null,null,1071,null,null,2305,null,null,1838,null,null,906,null,null,706,null,null,1284,null,null,1129,null,null,36
36796,3230,6251,1423,1373,585,1066,516,150,244,489,350,427,282,307,259,4878,1290,741,631,648,619,187,247,67,113,394,529,93,152,4137,1087,3654,1063,960,480,1189,653,1505,649,483,365,30545,3116,21611,2685,11843,2045,2489,933,3084,1091,6270,1598,9768,1577,8934,1744,2386,987,1544,853,294,383,0,203,1250,752,842,501,6548,1521,4350,1147,654,350,535,498,3161,1035,2198,970,3230,null,null,1423,null,null,585,null,null,516,null,null,244,null,null,350,null,null,282,null,null,259,null,null,1290,null,null,631,null,null,619,null,null,247,null,null,113,null,null,529,null,null,152,null,null,1087,null,null,1063,null,null,480,null,null,653,null,null,649,null,null,365,null,null,3116,null,null,2685,null,null,2045,null,null,933,null,null,1091,null,null,1598,null,null,1577,null,null,1744,null,null,987,null,null,853,null,null,383,null,null,203,null,null,752,null,null,501,null,null,1521,null,null,1147,null,null,350,null,null,498,null,null,1035,null,null,970,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
40669,3143,10289,1824,2454,783,1570,610,351,222,621,384,598,411,884,414,7835,1644,1216,566,919,500,145,191,44,72,730,498,297,251,6619,1576,6573,1556,3296,1237,1394,605,1883,767,46,58,30380,2725,20914,2383,11201,1759,2796,954,2634,797,5771,1088,9713,1647,9466,1411,2717,763,1705,588,401,280,371,394,933,512,1012,474,6749,1283,4654,1013,978,512,890,524,2786,763,2095,677,3143,null,null,1824,null,null,783,null,null,610,null,null,222,null,null,384,null,null,411,null,null,414,null,null,1644,null,null,566,null,null,500,null,null,191,null,null,72,null,null,498,null,null,251,null,null,1576,null,null,1556,null,null,1237,null,null,605,null,null,767,null,null,58,null,null,2725,null,null,2383,null,null,1759,null,null,954,null,null,797,null,null,1088,null,null,1647,null,null,1411,null,null,763,null,null,588,null,null,280,null,null,394,null,null,512,null,null,474,null,null,1283,null,null,1013,null,null,512,null,null,524,null,null,763,null,null,677,null,null,39
53827,2654,9166,1231,2914,737,2063,625,459,343,861,418,743,298,851,365,6252,1107,1332,527,1291,529,322,304,275,241,694,405,41,39,4920,890,4268,821,1037,401,1159,507,2072,461,652,332,44661,2502,33371,2313,17796,1753,3805,926,4307,826,9684,1228,15575,1382,11290,1375,4000,859,1932,640,602,312,324,261,1006,432,2068,519,7290,1090,4630,810,1138,484,489,200,3003,695,2660,694,2654,null,null,1231,null,null,737,null,null,625,null,null,343,null,null,418,null,null,298,null,null,365,null,null,1107,null,null,527,null,null,529,null,null,304,null,null,241,null,null,405,null,null,39,null,null,890,null,null,821,null,null,401,null,null,507,null,null,461,null,null,332,null,null,2502,null,null,2313,null,null,1753,null,null,926,null,null,826,null,null,1228,null,null,1382,null,null,1375,null,null,859,null,null,640,null,null,312,null,null,261,null,null,432,null,null,519,null,null,1090,null,null,810,null,null,484,null,null,200,null,null,695,null,null,694,null,null,40
34697,3153,5586,1428,2514,1013,1753,838,281,316,847,604,625,546,761,570,3072,940,462,326,449,320,177,195,149,220,123,123,13,26,2610,920,2280,847,417,447,786,559,1077,514,330,322,29111,2955,20558,2627,10501,1933,1831,813,2621,892,6049,1309,10057,1678,8553,1623,2704,945,1424,686,906,634,68,62,450,330,1280,740,5849,1261,3126,985,375,352,524,382,2227,805,2723,789,3153,null,null,1428,null,null,1013,null,null,838,null,null,316,null,null,604,null,null,546,null,null,570,null,null,940,null,null,326,null,null,320,null,null,195,null,null,220,null,null,123,null,null,26,null,null,920,null,null,847,null,null,447,null,null,559,null,null,514,null,null,322,null,null,2955,null,null,2627,null,null,1933,null,null,813,null,null,892,null,null,1309,null,null,1678,null,null,1623,null,null,945,null,null,686,null,null,634,null,null,62,null,null,330,null,null,740,null,null,1261,null,null,985,null,null,352,null,null,382,null,null,805,null,null,789,null,null,41
44075,3337,10053,1830,3024,1006,2508,923,348,426,957,610,1203,586,516,287,7029,1611,988,643,646,540,0,174,83,101,563,540,342,302,6041,1457,5813,1454,1457,755,1273,532,3083,1000,228,182,34022,2955,21342,2169,12244,1794,2228,683,3073,854,6943,1302,9098,1475,12680,1792,3441,839,1815,593,625,402,90,100,1100,495,1626,676,9239,1475,6537,1241,889,479,1698,688,3950,1087,2702,780,3337,null,null,1830,null,null,1006,null,null,923,null,null,426,null,null,610,null,null,586,null,null,287,null,null,1611,null,null,643,null,null,540,null,null,174,null,null,101,null,null,540,null,null,302,null,null,1457,null,null,1454,null,null,755,null,null,532,null,null,1000,null,null,182,null,null,2955,null,null,2169,null,null,1794,null,null,683,null,null,854,null,null,1302,null,null,1475,null,null,1792,null,null,839,null,null,593,null,null,402,null,null,100,null,null,495,null,null,676,null,null,1475,null,null,1241,null,null,479,null,null,688,null,null,1087,null,null,780,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
20196,2168,4150,901,1106,503,499,312,113,142,170,194,216,201,607,357,3044,749,623,403,440,316,0,204,164,230,276,220,183,260,2421,665,2148,662,345,310,813,430,990,463,273,258,16046,1978,11234,1594,4994,1071,1212,461,867,413,2915,842,6240,1176,4812,1139,1099,457,624,390,136,120,0,204,488,366,475,264,3713,1025,2278,895,875,571,243,203,1160,693,1435,651,2168,null,null,901,null,null,503,null,null,312,null,null,142,null,null,194,null,null,201,null,null,357,null,null,749,null,null,403,null,null,316,null,null,204,null,null,230,null,null,220,null,null,260,null,null,665,null,null,662,null,null,310,null,null,430,null,null,463,null,null,258,null,null,1978,null,null,1594,null,null,1071,null,null,461,null,null,413,null,null,842,null,null,1176,null,null,1139,null,null,457,null,null,390,null,null,120,null,null,204,null,null,366,null,null,264,null,null,1025,null,null,895,null,null,571,null,null,203,null,null,693,null,null,651,null,null,47
115309,6145,12997,1757,4442,968,2747,758,265,210,1277,640,1205,549,1695,735,8555,1534,1585,733,1341,735,240,282,243,214,858,612,244,170,6970,1513,6395,1513,1196,594,2321,1110,2878,851,575,292,102312,6114,73272,5032,39570,3932,7703,1573,7484,1499,24383,3260,33702,2673,29040,3113,9567,1931,5229,1472,791,483,712,446,3726,1212,4338,1194,19473,2509,11978,1929,1426,671,1651,622,8901,1638,7495,1535,6145,null,null,1757,null,null,968,null,null,758,null,null,210,null,null,640,null,null,549,null,null,735,null,null,1534,null,null,733,null,null,735,null,null,282,null,null,214,null,null,612,null,null,170,null,null,1513,null,null,1513,null,null,594,null,null,1110,null,null,851,null,null,292,null,null,6114,null,null,5032,null,null,3932,null,null,1573,null,null,1499,null,null,3260,null,null,2673,null,null,3113,null,null,1931,null,null,1472,null,null,483,null,null,446,null,null,1212,null,null,1194,null,null,2509,null,null,1929,null,null,671,null,null,622,null,null,1638,null,null,1535,null,null,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
44863,3301,6396,1448,1660,582,939,406,418,265,354,277,167,166,721,445,4736,1377,884,546,535,401,239,301,104,176,192,180,349,444,3852,1271,3528,1178,328,405,1569,918,1631,820,324,333,38467,2766,28599,2658,14877,2000,2981,830,3737,1009,8159,1453,13722,1688,9868,1183,3236,986,2255,824,893,601,156,207,1206,675,981,516,6632,1066,4274,965,763,587,477,369,3034,909,2358,667,3301,null,null,1448,null,null,582,null,null,406,null,null,265,null,null,277,null,null,166,null,null,445,null,null,1377,null,null,546,null,null,401,null,null,301,null,null,176,null,null,180,null,null,444,null,null,1271,null,null,1178,null,null,405,null,null,918,null,null,820,null,null,333,null,null,2766,null,null,2658,null,null,2000,null,null,830,null,null,1009,null,null,1453,null,null,1688,null,null,1183,null,null,986,null,null,824,null,null,601,null,null,207,null,null,675,null,null,516,null,null,1066,null,null,965,null,null,587,null,null,369,null,null,909,null,null,667,null,null,51
59471,3385,8478,1577,2140,772,1471,711,137,132,555,569,779,382,669,379,6338,1563,1206,673,1013,692,248,354,123,155,642,556,193,234,5132,1471,3994,1204,844,492,634,429,2516,1005,1138,637,50993,3345,33977,3046,17883,2419,4065,1016,4414,1430,9404,1615,16094,1827,17016,2131,4856,1031,3035,857,577,355,368,405,2090,731,1821,688,12160,1974,8221,1544,1981,815,1566,777,4674,1233,3939,1146,3385,null,null,1577,null,null,772,null,null,711,null,null,132,null,null,569,null,null,382,null,null,379,null,null,1563,null,null,673,null,null,692,null,null,354,null,null,155,null,null,556,null,null,234,null,null,1471,null,null,1204,null,null,492,null,null,429,null,null,1005,null,null,637,null,null,3345,null,null,3046,null,null,2419,null,null,1016,null,null,1430,null,null,1615,null,null,1827,null,null,2131,null,null,1031,null,null,857,null,null,355,null,null,405,null,null,731,null,null,688,null,null,1974,null,null,1544,null,null,815,null,null,777,null,null,1233,null,null,1146,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
15885,1828,3545,945,673,380,494,307,171,249,121,135,202,122,179,181,2872,833,506,366,257,192,0,147,101,107,156,167,249,278,2366,715,2233,709,417,276,694,359,1122,589,133,142,12340,1549,8548,1077,4479,857,1013,484,852,434,2614,724,4069,757,3792,920,1309,550,712,380,127,147,35,61,550,334,597,370,2483,737,1679,676,238,230,522,492,919,444,804,331,1828,null,null,945,null,null,380,null,null,307,null,null,249,null,null,135,null,null,122,null,null,181,null,null,833,null,null,366,null,null,192,null,null,147,null,null,107,null,null,167,null,null,278,null,null,715,null,null,709,null,null,276,null,null,359,null,null,589,null,null,142,null,null,1549,null,null,1077,null,null,857,null,null,484,null,null,434,null,null,724,null,null,757,null,null,920,null,null,550,null,null,380,null,null,147,null,null,61,null,null,334,null,null,370,null,null,737,null,null,676,null,null,230,null,null,492,null,null,444,null,null,331,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
35470,2935,14331,1872,4174,1007,2056,730,110,136,194,213,1752,707,2118,717,10157,1460,2481,705,1216,583,461,386,153,191,602,375,1265,497,7676,1448,5735,1251,674,318,1516,657,3545,985,1941,592,21139,2260,14245,1946,5403,1272,821,500,412,265,4170,1047,8842,1364,6894,1342,1268,433,383,287,0,222,139,140,244,246,885,387,5626,1214,2073,748,309,262,178,171,1586,710,3553,927,2935,null,null,1872,null,null,1007,null,null,730,null,null,136,null,null,213,null,null,707,null,null,717,null,null,1460,null,null,705,null,null,583,null,null,386,null,null,191,null,null,375,null,null,497,null,null,1448,null,null,1251,null,null,318,null,null,657,null,null,985,null,null,592,null,null,2260,null,null,1946,null,null,1272,null,null,500,null,null,265,null,null,1047,null,null,1364,null,null,1342,null,null,433,null,null,287,null,null,222,null,null,140,null,null,246,null,null,387,null,null,1214,null,null,748,null,null,262,null,null,171,null,null,710,null,null,927,null,null,72
13978,1916,2024,921,665,408,450,335,0,195,399,329,51,72,215,222,1359,790,127,154,54,89,0,195,0,195,54,89,73,128,1232,772,867,688,273,262,327,497,267,276,365,296,11954,1511,8748,1436,3111,714,441,289,326,253,2344,675,5637,1204,3206,863,533,301,298,247,0,195,0,195,298,247,235,211,2673,832,1536,593,216,202,0,195,1320,586,1137,490,1916,null,null,921,null,null,408,null,null,335,null,null,195,null,null,329,null,null,72,null,null,222,null,null,790,null,null,154,null,null,89,null,null,195,null,null,195,null,null,89,null,null,128,null,null,772,null,null,688,null,null,262,null,null,497,null,null,276,null,null,296,null,null,1511,null,null,1436,null,null,714,null,null,289,null,null,253,null,null,675,null,null,1204,null,null,863,null,null,301,null,null,247,null,null,195,null,null,195,null,null,247,null,null,211,null,null,832,null,null,593,null,null,202,null,null,195,null,null,586,null,null,490,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
37002,3306,6944,1494,2175,842,1553,809,73,86,575,485,905,461,622,289,4769,1195,1024,570,894,526,40,67,215,256,639,449,130,205,3745,1052,3456,1019,502,305,1329,647,1625,748,289,182,30058,2941,20879,2129,11574,1550,1924,619,3084,900,6566,1278,9305,1326,9179,1791,3291,1321,1992,1136,232,250,38,72,1722,1039,1299,649,5888,1256,4105,1046,729,458,654,533,2722,915,1783,701,3306,null,null,1494,null,null,842,null,null,809,null,null,86,null,null,485,null,null,461,null,null,289,null,null,1195,null,null,570,null,null,526,null,null,67,null,null,256,null,null,449,null,null,205,null,null,1052,null,null,1019,null,null,305,null,null,647,null,null,748,null,null,182,null,null,2941,null,null,2129,null,null,1550,null,null,619,null,null,900,null,null,1278,null,null,1326,null,null,1791,null,null,1321,null,null,1136,null,null,250,null,null,72,null,null,1039,null,null,649,null,null,1256,null,null,1046,null,null,458,null,null,533,null,null,915,null,null,701,null,null,04
11574,1683,1841,488,975,400,428,294,0,197,261,236,167,181,547,305,866,405,132,153,132,153,18,34,0,197,114,147,0,197,734,378,734,378,184,170,216,217,334,282,0,197,9733,1554,7079,1375,3119,746,759,392,834,457,1526,532,3960,1019,2654,792,625,370,358,252,150,167,0,197,208,207,267,266,2029,732,1539,685,408,372,390,399,741,448,490,334,1683,null,null,488,null,null,400,null,null,294,null,null,197,null,null,236,null,null,181,null,null,305,null,null,405,null,null,153,null,null,153,null,null,34,null,null,197,null,null,147,null,null,197,null,null,378,null,null,378,null,null,170,null,null,217,null,null,282,null,null,197,null,null,1554,null,null,1375,null,null,746,null,null,392,null,null,457,null,null,532,null,null,1019,null,null,792,null,null,370,null,null,252,null,null,167,null,null,197,null,null,207,null,null,266,null,null,732,null,null,685,null,null,372,null,null,399,null,null,448,null,null,334,null,null,05
274115,6966,29370,2875,9954,1646,7650,1391,1397,614,3108,1079,3145,702,2304,678,19416,2101,3409,979,2417,795,741,428,93,152,1583,611,992,480,16007,2057,13913,1830,2574,677,3725,1029,7614,1488,2094,859,244745,6866,174992,6023,92306,4369,21228,2732,17969,1890,53109,3561,82686,4332,69753,4104,22230,2570,11804,1886,2725,853,1454,560,7625,1426,10426,1786,47523,3315,27192,2723,4104,1187,3304,991,19784,2210,20331,2062,6966,null,null,2875,null,null,1646,null,null,1391,null,null,614,null,null,1079,null,null,702,null,null,678,null,null,2101,null,null,979,null,null,795,null,null,428,null,null,152,null,null,611,null,null,480,null,null,2057,null,null,1830,null,null,677,null,null,1029,null,null,1488,null,null,859,null,null,6866,null,null,6023,null,null,4369,null,null,2732,null,null,1890,null,null,3561,null,null,4332,null,null,4104,null,null,2570,null,null,1886,null,null,853,null,null,560,null,null,1426,null,null,1786,null,null,3315,null,null,2723,null,null,1187,null,null,991,null,null,2210,null,null,2062,null,null,06
27058,2360,3376,948,1100,637,868,584,75,126,77,125,716,526,232,163,2276,709,599,511,486,489,42,69,0,195,444,484,113,173,1677,602,1542,605,73,96,240,225,1229,543,135,143,23682,2169,17687,1865,9417,1544,2178,739,2117,826,5122,1005,8270,1169,5995,1240,2618,938,1557,768,204,283,268,316,1085,572,1061,457,3377,915,2745,823,475,343,169,162,2101,754,632,321,2360,null,null,948,null,null,637,null,null,584,null,null,126,null,null,125,null,null,526,null,null,163,null,null,709,null,null,511,null,null,489,null,null,69,null,null,195,null,null,484,null,null,173,null,null,602,null,null,605,null,null,96,null,null,225,null,null,543,null,null,143,null,null,2169,null,null,1865,null,null,1544,null,null,739,null,null,826,null,null,1005,null,null,1169,null,null,1240,null,null,938,null,null,768,null,null,283,null,null,316,null,null,572,null,null,457,null,null,915,null,null,823,null,null,343,null,null,162,null,null,754,null,null,321,null,null,08
17206,2324,2890,1115,537,338,343,291,0,200,155,186,188,213,194,174,2353,1057,406,342,127,157,45,74,82,139,0,200,279,302,1947,1003,1647,928,440,486,525,484,682,523,300,213,14316,2150,9510,1690,5278,1159,818,404,1618,655,2842,895,4232,1166,4806,1089,1277,657,513,352,272,255,30,51,211,236,764,563,3529,990,3011,844,733,413,463,268,1815,756,518,455,2324,null,null,1115,null,null,338,null,null,291,null,null,200,null,null,186,null,null,213,null,null,174,null,null,1057,null,null,342,null,null,157,null,null,74,null,null,139,null,null,200,null,null,302,null,null,1003,null,null,928,null,null,486,null,null,484,null,null,523,null,null,213,null,null,2150,null,null,1690,null,null,1159,null,null,404,null,null,655,null,null,895,null,null,1166,null,null,1089,null,null,657,null,null,352,null,null,255,null,null,51,null,null,236,null,null,563,null,null,990,null,null,844,null,null,413,null,null,268,null,null,756,null,null,455,null,null,09
