B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,B17022_001M,B17022_001EA,B17022_001MA,B17022_002M,B17022_002EA,B17022_002MA,B17022_003M,B17022_003EA,B17022_003MA,B17022_004M,B17022_004EA,B17022_004MA,B17022_005M,B17022_005EA,B17022_005MA,B17022_006M,B17022_006EA,B17022_006MA,B17022_007M,B17022_007EA,B17022_007MA,B17022_008M,B17022_008EA,B17022_008MA,B17022_009M,B17022_009EA,B17022_009MA,B17022_010M,B17022_010EA,B17022_010MA,B17022_011M,B17022_011EA,B17022_011MA,B17022_012M,B17022_012EA,B17022_012MA,B17022_013M,B17022_013EA,B17022_013MA,B17022_014M,B17022_014EA,B17022_014MA,B17022_015M,B17022_015EA,B17022_015MA,B17022_016M,B17022_016EA,B17022_016MA,B17022_017M,B17022_017EA,B17022_017MA,B17022_018M,B17022_018EA,B17022_018MA,B17022_019M,B17022_019EA,B17022_019MA,B17022_020M,B17022_020EA,B17022_020MA,B17022_021M,B17022_021EA,B17022_021MA,B17022_022M,B17022_022EA,B17022_022MA,B17022_023M,B17022_023EA,B17022_023MA,B17022_024M,B17022_024EA,B17022_024MA,B17022_025M,B17022_025EA,B17022_025MA,B17022_026M,B17022_026EA,B17022_026MA,B17022_027M,B17022_027EA,B17022_027MA,B17022_028M,B17022_028EA,B17022_028MA,B17022_029M,B17022_029EA,B17022_029MA,B17022_030M,B17022_030EA,B17022_030MA,B17022_031M,B17022_031EA,B17022_031MA,B17022_032M,B17022_032EA,B17022_032MA,B17022_033M,B17022_033EA,B17022_033MA,B17022_034M,B17022_034EA,B17022_034MA,B17022_035M,B17022_035EA,B17022_035MA,B17022_036M,B17022_036EA,B17022_036MA,B17022_037M,B17022_037EA,B17022_037MA,B17022_038M,B17022_038EA,B17022_038MA,B17022_039M,B17022_039EA,B17022_039MA,B17022_040M,B17022_040EA,B17022_040MA,B17022_041M,B17022_041EA,B17022_041MA,B17022_042M,B17022_042EA,B17022_042MA,B17022_043M,B17022_043EA,B17022_043MA,B17022_044M,B17022_044EA,B17022_044MA,B17022_045M,B17022_045EA,B17022_045MA,B17022_046M,B17022_046EA,B17022_046MA,B17022_047M,B17022_047EA,B17022_047MA,B17022_048M,B17022_048EA,B17022_048MA,B17022_049M,B17022_049EA,B17022_049MA,B17022_050M,B17022_050EA,B17022_050MA,B17022_051M,B17022_051EA,B17022_051MA,B17022_052M,B17022_052EA,B17022_052MA,B17022_053M,B17022_053EA,B17022_053MA,B17022_054M,B17022_054EA,B17022_054MA,B17022_055M,B17022_055EA,B17022_055MA,B17022_056M,B17022_056EA,B17022_056MA,B17022_057M,B17022_057EA,B17022_057MA,B17022_058M,B17022_058EA,B17022_058MA,B17022_059M,B17022_059EA,B17022_059MA,B17022_060M,B17022_060EA,B17022_060MA,B17022_061M,B17022_061EA,B17022_061MA,B17022_062M,B17022_062EA,B17022_062MA,B17022_063M,B17022_063EA,B17022_063MA,B17022_064M,B17022_064EA,B17022_064MA,B17022_065M,B17022_065EA,B17022_065MA,B17022_066M,B17022_066EA,B17022_066MA,B17022_067M,B17022_067EA,B17022_067MA,B17022_068M,B17022_068EA,B17022_068MA,B17022_069M,B17022_069EA,B17022_069MA,B17022_070M,B17022_070EA,B17022_070MA,B17022_071M,B17022_071EA,B17022_071MA,B17022_072M,B17022_072EA,B17022_072MA,B17022_073M,B17022_073EA,B17022_073MA,B17022_074M,B17022_074EA,B17022_074MA,B17022_075M,B17022_075EA,B17022_075MA,B17022_076M,B17022_076EA,B17022_076MA,B17022_077M,B17022_077EA,B17022_077MA,B17022_078M,B17022_078EA,B17022_078MA,B17022_079M,B17022_079EA,B17022_079MA,B17022_080M,B17022_080EA,B17022_080MA,B17022_081M,B17022_081EA,B17022_081MA,state
836332,9750,417350,9007,174720,5255,63265,3777,9843,1646,11176,1720,42246,3162,111455,3860,242630,8267,45800,3654,27195,2987,6934,1336,5316,1203,14945,1996,18605,2026,196830,7424,129312,5826,19950,2042,25492,2577,83870,5091,67518,4029,51081,3440,31436,2684,9808,1562,1323,573,1043,587,7442,1454,21628,2134,19645,2121,5284,1157,2434,803,180,214,417,348,1837,733,2850,823,14361,1697,7363,1364,1356,644,68,87,5939,1291,6998,1133,82719,4600,52037,3708,16927,2008,1779,587,2242,664,12906,1874,35110,2833,30682,2857,8421,1645,3188,1097,667,474,506,443,2015,768,5233,1233,22261,2452,10499,1654,1451,747,592,396,8456,1561,11762,1653,285182,7575,205979,7223,64552,4196,9284,1688,7563,1459,47705,3314,141427,5547,79203,4582,22206,2701,6981,1389,1427,675,449,325,5105,1086,15225,2212,56997,3479,18547,2153,1629,674,913,462,16005,2185,38450,2623,9750,null,null,9007,null,null,5255,null,null,3777,null,null,1646,null,null,1720,null,null,3162,null,null,3860,null,null,8267,null,null,3654,null,null,2987,null,null,1336,null,null,1203,null,null,1996,null,null,2026,null,null,7424,null,null,5826,null,null,2042,null,null,2577,null,null,5091,null,null,4029,null,null,3440,null,null,2684,null,null,1562,null,null,573,null,null,587,null,null,1454,null,null,2134,null,null,2121,null,null,1157,null,null,803,null,null,214,null,null,348,null,null,733,null,null,823,null,null,1697,null,null,1364,null,null,644,null,null,87,null,null,1291,null,null,1133,null,null,4600,null,null,3708,null,null,2008,null,null,587,null,null,664,null,null,1874,null,null,2833,null,null,2857,null,null,1645,null,null,1097,null,null,474,null,null,443,null,null,768,null,null,1233,null,null,2452,null,null,1654,null,null,747,null,null,396,null,null,1561,null,null,1653,null,null,7575,null,null,7223,null,null,4196,null,null,1688,null,null,1459,null,null,3314,null,null,5547,null,null,4582,null,null,2701,null,null,1389,null,null,675,null,null,325,null,null,1086,null,null,2212,null,null,3479,null,null,2153,null,null,674,null,null,462,null,null,2185,null,null,2623,null,null,72
1208362,12930,215026,7758,79555,3971,41953,3185,6396,1323,13280,2008,22277,2167,37602,3021,135471,6384,20673,2595,14844,2394,4451,1540,2042,745,8351,1602,5829,1060,114798,5676,92294,4749,17083,2323,20904,2923,54307,3527,22504,2397,44406,3484,22403,2376,9646,1891,1166,535,1903,767,6577,1535,12757,1399,22003,2593,4145,1145,2397,908,790,633,233,172,1374,573,1748,650,17858,2162,10898,2045,1498,642,2447,990,6953,1534,6960,1270,79383,4549,47446,3691,22606,2494,4555,1089,5772,1272,12279,1960,24840,2640,31937,3087,7915,1503,4141,1257,626,397,1010,644,2505,1050,3774,972,24022,2780,13946,2031,1982,802,1877,771,10087,1748,10076,1761,869547,11288,714926,10500,259977,8069,48208,3609,39500,3502,172269,6746,454949,7567,154621,5898,48327,3589,22064,2571,4495,1283,1870,915,15699,2111,26263,2492,106294,5111,47994,3596,7587,1504,4486,1308,35921,3008,58300,3730,12930,null,null,7758,null,null,3971,null,null,3185,null,null,1323,null,null,2008,null,null,2167,null,null,3021,null,null,6384,null,null,2595,null,null,2394,null,null,1540,null,null,745,null,null,1602,null,null,1060,null,null,5676,null,null,4749,null,null,2323,null,null,2923,null,null,3527,null,null,2397,null,null,3484,null,null,2376,null,null,1891,null,null,535,null,null,767,null,null,1535,null,null,1399,null,null,2593,null,null,1145,null,null,908,null,null,633,null,null,172,null,null,573,null,null,650,null,null,2162,null,null,2045,null,null,642,null,null,990,null,null,1534,null,null,1270,null,null,4549,null,null,3691,null,null,2494,null,null,1089,null,null,1272,null,null,1960,null,null,2640,null,null,3087,null,null,1503,null,null,1257,null,null,397,null,null,644,null,null,1050,null,null,972,null,null,2780,null,null,2031,null,null,802,null,null,771,null,null,1748,null,null,1761,null,null,11288,null,null,10500,null,null,8069,null,null,3609,null,null,3502,null,null,6746,null,null,7567,null,null,5898,null,null,3589,null,null,2571,null,null,1283,null,null,915,null,null,2111,null,null,2492,null,null,5111,null,null,3596,null,null,1504,null,null,1308,null,null,3008,null,null,3730,null,null,01
164102,4083,16169,1834,6289,993,4615,815,932,432,1965,529,1718,530,1674,491,9880,1520,2220,616,1908,583,623,462,329,157,956,326,312,128,7660,1417,6867,1357,1102,399,2919,964,2846,808,793,326,3072,555,1419,405,769,253,276,169,278,176,215,134,650,353,1653,452,433,224,275,151,66,75,109,96,100,93,158,163,1220,401,848,338,90,82,302,218,456,297,372,257,6669,1117,4033,779,2619,711,651,345,881,391,1087,505,1414,387,2636,781,877,370,610,336,103,64,281,310,226,160,267,186,1759,650,1298,576,92,85,320,212,886,557,461,294,138192,3502,110427,3588,48910,2995,9819,1426,10011,1609,29080,2414,61517,3212,27765,2510,10864,1565,6468,1292,1188,658,473,209,4807,1135,4396,1003,16901,1880,9003,1381,1505,778,1045,541,6453,1069,7898,1363,4083,null,null,1834,null,null,993,null,null,815,null,null,432,null,null,529,null,null,530,null,null,491,null,null,1520,null,null,616,null,null,583,null,null,462,null,null,157,null,null,326,null,null,128,null,null,1417,null,null,1357,null,null,399,null,null,964,null,null,808,null,null,326,null,null,555,null,null,405,null,null,253,null,null,169,null,null,176,null,null,134,null,null,353,null,null,452,null,null,224,null,null,151,null,null,75,null,null,96,null,null,93,null,null,163,null,null,401,null,null,338,null,null,82,null,null,218,null,null,297,null,null,257,null,null,1117,null,null,779,null,null,711,null,null,345,null,null,391,null,null,505,null,null,387,null,null,781,null,null,370,null,null,336,null,null,64,null,null,310,null,null,160,null,null,186,null,null,650,null,null,576,null,null,85,null,null,212,null,null,557,null,null,294,null,null,3502,null,null,3588,null,null,2995,null,null,1426,null,null,1609,null,null,2414,null,null,3212,null,null,2510,null,null,1565,null,null,1292,null,null,658,null,null,209,null,null,1135,null,null,1003,null,null,1880,null,null,1381,null,null,778,null,null,541,null,null,1069,null,null,1363,null,null,02
1648739,12489,276838,7552,125400,5396,78427,4474,10451,1632,28269,2618,39707,3668,46973,3031,151438,5666,32230,3362,23778,2949,3749,1002,5934,1530,14095,1843,8452,1529,119208,5073,98902,4686,15804,2341,26633,2464,56465,4011,20306,2202,50734,3527,28266,2836,15742,2131,2980,929,3971,971,8791,1598,12524,1691,22468,2799,5761,1202,4248,1154,1118,707,1291,563,1839,680,1513,552,16707,2453,12957,2410,1098,469,2694,1099,9165,1899,3750,825,106101,5313,61200,3435,32789,3128,5181,1149,9715,1874,17893,2360,28411,2762,44901,4444,15525,2563,10492,1916,2710,1123,2066,985,5716,1409,5033,1259,29376,3431,21316,2950,4201,1140,3946,1273,13169,2178,8060,1331,1215066,11957,979319,10866,352985,8208,61687,3551,67554,3845,223744,6996,626334,7995,235747,8239,83993,4200,38381,3505,7090,1589,4125,1030,27166,3031,45612,3229,151754,6684,72216,4004,10357,1770,5791,1374,56068,3296,79538,4517,12489,null,null,7552,null,null,5396,null,null,4474,null,null,1632,null,null,2618,null,null,3668,null,null,3031,null,null,5666,null,null,3362,null,null,2949,null,null,1002,null,null,1530,null,null,1843,null,null,1529,null,null,5073,null,null,4686,null,null,2341,null,null,2464,null,null,4011,null,null,2202,null,null,3527,null,null,2836,null,null,2131,null,null,929,null,null,971,null,null,1598,null,null,1691,null,null,2799,null,null,1202,null,null,1154,null,null,707,null,null,563,null,null,680,null,null,552,null,null,2453,null,null,2410,null,null,469,null,null,1099,null,null,1899,null,null,825,null,null,5313,null,null,3435,null,null,3128,null,null,1149,null,null,1874,null,null,2360,null,null,2762,null,null,4444,null,null,2563,null,null,1916,null,null,1123,null,null,985,null,null,1409,null,null,1259,null,null,3431,null,null,2950,null,null,1140,null,null,1273,null,null,2178,null,null,1331,null,null,11957,null,null,10866,null,null,8208,null,null,3551,null,null,3845,null,null,6996,null,null,7995,null,null,8239,null,null,4200,null,null,3505,null,null,1589,null,null,1030,null,null,3031,null,null,3229,null,null,6684,null,null,4004,null,null,1770,null,null,1374,null,null,3296,null,null,4517,null,null,04
747917,9249,137635,4963,56739,4347,32427,3366,4456,972,11886,2238,16085,2114,24312,2547,80896,4295,13486,1922,10425,1621,3389,1047,1929,724,5107,1212,3061,836,67410,3889,56052,3661,11493,1877,13474,1817,31085,2760,11358,1602,30325,3086,19507,2494,12137,1895,1957,829,3254,878,6926,1371,7370,1398,10818,1597,2003,697,1198,610,176,201,284,417,738,432,805,365,8815,1499,5892,1278,1223,609,780,392,3889,1004,2923,884,52942,3724,33018,2748,15882,2238,3047,1021,4828,1223,8007,1431,17136,1612,19924,2620,5435,1245,4039,1115,514,311,474,403,3051,987,1396,526,14489,2149,9734,1776,1656,1079,1092,551,6986,1369,4755,1055,527015,8521,440733,8046,160437,5707,27339,2695,28103,2367,104995,4777,280296,6129,86282,5368,26297,2717,11684,1817,2975,979,663,498,8046,1473,14613,1927,59985,4139,29235,2642,3420,1124,3202,981,22613,2561,30750,2761,9249,null,null,4963,null,null,4347,null,null,3366,null,null,972,null,null,2238,null,null,2114,null,null,2547,null,null,4295,null,null,1922,null,null,1621,null,null,1047,null,null,724,null,null,1212,null,null,836,null,null,3889,null,null,3661,null,null,1877,null,null,1817,null,null,2760,null,null,1602,null,null,3086,null,null,2494,null,null,1895,null,null,829,null,null,878,null,null,1371,null,null,1398,null,null,1597,null,null,697,null,null,610,null,null,201,null,null,417,null,null,432,null,null,365,null,null,1499,null,null,1278,null,null,609,null,null,392,null,null,1004,null,null,884,null,null,3724,null,null,2748,null,null,2238,null,null,1021,null,null,1223,null,null,1431,null,null,1612,null,null,2620,null,null,1245,null,null,1115,null,null,311,null,null,403,null,null,987,null,null,526,null,null,2149,null,null,1776,null,null,1079,null,null,551,null,null,1369,null,null,1055,null,null,8521,null,null,8046,null,null,5707,null,null,2695,null,null,2367,null,null,4777,null,null,6129,null,null,5368,null,null,2717,null,null,1817,null,null,979,null,null,498,null,null,1473,null,null,1927,null,null,4139,null,null,2642,null,null,1124,null,null,981,null,null,2561,null,null,2761,null,null,05
8887761,26268,1375370,17154,658701,13120,431981,10930,47297,4083,151225,7086,233459,7267,226720,7216,716669,14273,161503,6482,116855,5807,20118,2702,31855,3453,64882,4199,44648,3160,555166,12401,450352,11109,63497,4448,125832,5706,261023,9429,104814,5265,278685,8131,166063,6231,108077,5344,14782,1968,32854,2938,60441,4114,57986,3813,112622,5130,32376,3412,20762,2883,3141,859,4496,1243,13125,2197,11614,1864,80246,4150,49778,3684,6284,1414,11404,2093,32090,2624,30468,2250,501531,11343,307724,8844,188963,6680,25982,3016,50100,3804,112881,4951,118761,5653,193807,8411,59442,4760,40775,4061,9141,1472,8325,1764,23309,3100,18667,2186,134365,6535,86891,5496,13704,2056,16414,2519,56773,4465,47474,3195,6732175,26985,5274405,32728,2281689,19909,448062,10224,391727,8875,1441900,16918,2992716,25446,1457770,19883,523932,12403,234184,7443,43255,3336,30527,3024,160402,6911,289748,9808,933838,15487,414375,9200,56051,4136,46626,3794,311698,8066,519463,10749,26268,null,null,17154,null,null,13120,null,null,10930,null,null,4083,null,null,7086,null,null,7267,null,null,7216,null,null,14273,null,null,6482,null,null,5807,null,null,2702,null,null,3453,null,null,4199,null,null,3160,null,null,12401,null,null,11109,null,null,4448,null,null,5706,null,null,9429,null,null,5265,null,null,8131,null,null,6231,null,null,5344,null,null,1968,null,null,2938,null,null,4114,null,null,3813,null,null,5130,null,null,3412,null,null,2883,null,null,859,null,null,1243,null,null,2197,null,null,1864,null,null,4150,null,null,3684,null,null,1414,null,null,2093,null,null,2624,null,null,2250,null,null,11343,null,null,8844,null,null,6680,null,null,3016,null,null,3804,null,null,4951,null,null,5653,null,null,8411,null,null,4760,null,null,4061,null,null,1472,null,null,1764,null,null,3100,null,null,2186,null,null,6535,null,null,5496,null,null,2056,null,null,2519,null,null,4465,null,null,3195,null,null,26985,null,null,32728,null,null,19909,null,null,10224,null,null,8875,null,null,16918,null,null,25446,null,null,19883,null,null,12403,null,null,7443,null,null,3336,null,null,3024,null,null,6911,null,null,9808,null,null,15487,null,null,9200,null,null,4136,null,null,3794,null,null,8066,null,null,10749,null,null,06
1347936,10110,142975,5708,68427,3942,45175,2902,7492,1227,14805,1863,22878,2216,23252,2245,74548,4465,14249,1923,9726,1693,2302,775,1624,748,5800,1113,4523,1295,60299,4242,51163,3915,7206,1504,12292,2125,31665,3087,9136,1566,31841,2949,20369,2352,13806,1920,2251,762,4598,1233,6957,1398,6563,1417,11472,1993,1957,713,941,495,84,112,150,207,707,464,1016,541,9515,1836,7185,1486,855,576,1247,564,5083,1408,2330,779,61338,3359,38158,2611,23416,2184,3620,853,7074,1609,12722,1645,14742,1519,23180,2427,7036,1355,5078,1210,1019,483,463,342,3596,1027,1958,666,16144,1894,11805,1732,983,449,2206,982,8616,1451,4339,1099,1111782,10413,924434,10189,379054,8528,80453,4439,65379,4138,233222,6855,545380,8264,187348,6653,75577,4560,36430,3323,5553,1425,5186,1401,25691,2641,39147,3035,111771,4717,60549,3818,6556,1109,6485,1365,47508,3339,51222,2802,10110,null,null,5708,null,null,3942,null,null,2902,null,null,1227,null,null,1863,null,null,2216,null,null,2245,null,null,4465,null,null,1923,null,null,1693,null,null,775,null,null,748,null,null,1113,null,null,1295,null,null,4242,null,null,3915,null,null,1504,null,null,2125,null,null,3087,null,null,1566,null,null,2949,null,null,2352,null,null,1920,null,null,762,null,null,1233,null,null,1398,null,null,1417,null,null,1993,null,null,713,null,null,495,null,null,112,null,null,207,null,null,464,null,null,541,null,null,1836,null,null,1486,null,null,576,null,null,564,null,null,1408,null,null,779,null,null,3359,null,null,2611,null,null,2184,null,null,853,null,null,1609,null,null,1645,null,null,1519,null,null,2427,null,null,1355,null,null,1210,null,null,483,null,null,342,null,null,1027,null,null,666,null,null,1894,null,null,1732,null,null,449,null,null,982,null,null,1451,null,null,1099,null,null,10413,null,null,10189,null,null,8528,null,null,4439,null,null,4138,null,null,6855,null,null,8264,null,null,6653,null,null,4560,null,null,3323,null,null,1425,null,null,1401,null,null,2641,null,null,3035,null,null,4717,null,null,3818,null,null,1109,null,null,1365,null,null,3339,null,null,2802,null,null,08
880600,11466,85710,5017,27360,2744,15139,1967,1740,770,5438,1226,7961,1404,12221,1895,58350,4074,7424,1472,5020,1194,1079,544,1051,629,2890,890,2404,821,50926,3821,41837,3516,6301,1398,10091,1662,25445,2759,9089,1534,18325,2348,7790,1374,4701,1248,766,538,1442,611,2493,911,3089,913,10535,2127,1482,689,659,421,111,188,221,242,327,285,823,527,9053,1924,6396,1622,1089,643,1626,727,3681,1293,2657,925,34749,3181,16228,2202,8877,1765,953,450,2917,1278,5007,1265,7351,1237,18521,2350,3653,1199,2470,1055,653,429,510,558,1307,721,1183,689,14868,2028,11321,1890,1064,509,2445,937,7812,1652,3547,856,741816,9908,597071,8226,228817,5634,41119,2798,31138,2562,156560,4735,368254,7034,144745,6501,46952,3840,19759,2534,3708,1099,958,410,15093,2337,27193,2752,97793,4678,44769,3654,5009,1330,4217,936,35543,3097,53024,3223,11466,null,null,5017,null,null,2744,null,null,1967,null,null,770,null,null,1226,null,null,1404,null,null,1895,null,null,4074,null,null,1472,null,null,1194,null,null,544,null,null,629,null,null,890,null,null,821,null,null,3821,null,null,3516,null,null,1398,null,null,1662,null,null,2759,null,null,1534,null,null,2348,null,null,1374,null,null,1248,null,null,538,null,null,611,null,null,911,null,null,913,null,null,2127,null,null,689,null,null,421,null,null,188,null,null,242,null,null,285,null,null,527,null,null,1924,null,null,1622,null,null,643,null,null,727,null,null,1293,null,null,925,null,null,3181,null,null,2202,null,null,1765,null,null,450,null,null,1278,null,null,1265,null,null,1237,null,null,2350,null,null,1199,null,null,1055,null,null,429,null,null,558,null,null,721,null,null,689,null,null,2028,null,null,1890,null,null,509,null,null,937,null,null,1652,null,null,856,null,null,9908,null,null,8226,null,null,5634,null,null,2798,null,null,2562,null,null,4735,null,null,7034,null,null,6501,null,null,3840,null,null,2534,null,null,1099,null,null,410,null,null,2337,null,null,2752,null,null,4678,null,null,3654,null,null,1330,null,null,936,null,null,3097,null,null,3223,null,null,09
232433,5605,26225,2523,8597,1669,3914,1088,554,351,1305,570,2055,849,4683,1040,17628,2027,2441,701,1453,569,237,294,351,259,865,392,988,444,15187,1896,12455,1868,1958,807,3949,1242,6548,1355,2732,652,5458,1336,2843,944,1023,522,205,302,239,200,579,377,1820,752,2615,869,876,612,305,291,0,193,0,193,305,291,571,556,1739,682,992,518,133,125,176,198,683,425,747,510,11821,2161,6135,1237,3289,912,945,463,864,600,1480,660,2846,780,5686,1615,1152,665,842,508,233,247,274,305,335,363,310,346,4534,1441,3113,1193,753,587,567,537,1793,828,1421,651,188929,5181,149731,4877,50970,3283,9557,1438,8650,1600,32763,2962,98761,3938,39198,2912,9461,1473,4668,1030,549,414,649,386,3470,948,4793,1042,29737,2501,13394,1842,1632,613,861,430,10901,1722,16343,1863,5605,null,null,2523,null,null,1669,null,null,1088,null,null,351,null,null,570,null,null,849,null,null,1040,null,null,2027,null,null,701,null,null,569,null,null,294,null,null,259,null,null,392,null,null,444,null,null,1896,null,null,1868,null,null,807,null,null,1242,null,null,1355,null,null,652,null,null,1336,null,null,944,null,null,522,null,null,302,null,null,200,null,null,377,null,null,752,null,null,869,null,null,612,null,null,291,null,null,193,null,null,193,null,null,291,null,null,556,null,null,682,null,null,518,null,null,125,null,null,198,null,null,425,null,null,510,null,null,2161,null,null,1237,null,null,912,null,null,463,null,null,600,null,null,660,null,null,780,null,null,1615,null,null,665,null,null,508,null,null,247,null,null,305,null,null,363,null,null,346,null,null,1441,null,null,1193,null,null,587,null,null,537,null,null,828,null,null,651,null,null,5181,null,null,4877,null,null,3283,null,null,1438,null,null,1600,null,null,2962,null,null,3938,null,null,2912,null,null,1473,null,null,1030,null,null,414,null,null,386,null,null,948,null,null,1042,null,null,2501,null,null,1842,null,null,613,null,null,430,null,null,1722,null,null,1863,null,null,10
122732,3407,21468,2293,2720,928,994,546,35,57,366,355,593,423,1726,690,18748,2167,2165,739,1540,653,212,188,457,353,871,532,625,334,16583,2068,12833,1823,1882,736,3526,966,7425,1520,3750,905,2463,895,414,354,253,303,0,203,86,143,167,274,161,175,2049,863,135,133,104,123,0,203,0,203,104,123,31,48,1914,839,1441,777,162,266,469,392,810,535,473,295,5035,1297,1100,594,708,515,94,106,54,87,560,493,392,320,3935,1099,733,484,653,476,163,240,0,203,490,420,80,78,3202,1041,2272,822,668,525,431,353,1173,558,930,587,93766,3505,66970,3561,26489,2484,10886,1663,4371,1051,11232,1605,40481,2755,26796,2321,6202,1226,1806,604,260,220,0,203,1546,602,4396,1113,20594,1888,10051,1543,2082,830,1904,845,6065,1180,10543,1425,3407,null,null,2293,null,null,928,null,null,546,null,null,57,null,null,355,null,null,423,null,null,690,null,null,2167,null,null,739,null,null,653,null,null,188,null,null,353,null,null,532,null,null,334,null,null,2068,null,null,1823,null,null,736,null,null,966,null,null,1520,null,null,905,null,null,895,null,null,354,null,null,303,null,null,203,null,null,143,null,null,274,null,null,175,null,null,863,null,null,133,null,null,123,null,null,203,null,null,203,null,null,123,null,null,48,null,null,839,null,null,777,null,null,266,null,null,392,null,null,535,null,null,295,null,null,1297,null,null,594,null,null,515,null,null,106,null,null,87,null,null,493,null,null,320,null,null,1099,null,null,484,null,null,476,null,null,240,null,null,203,null,null,420,null,null,78,null,null,1041,null,null,822,null,null,525,null,null,353,null,null,558,null,null,587,null,null,3505,null,null,3561,null,null,2484,null,null,1663,null,null,1051,null,null,1605,null,null,2755,null,null,2321,null,null,1226,null,null,604,null,null,220,null,null,203,null,null,602,null,null,1113,null,null,1888,null,null,1543,null,null,830,null,null,845,null,null,1180,null,null,1425,null,null,11
