C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,C23002A_001M,C23002A_001EA,C23002A_001MA,C23002A_002M,C23002A_002EA,C23002A_002MA,C23002A_003M,C23002A_003EA,C23002A_003MA,C23002A_004M,C23002A_004EA,C23002A_004MA,C23002A_005M,C23002A_005EA,C23002A_005MA,C23002A_006M,C23002A_006EA,C23002A_006MA,C23002A_007M,C23002A_007EA,C23002A_007MA,C23002A_008M,C23002A_008EA,C23002A_008MA,C23002A_009M,C23002A_009EA,C23002A_009MA,C23002A_010M,C23002A_010EA,C23002A_010MA,C23002A_011M,C23002A_011EA,C23002A_011MA,C23002A_012M,C23002A_012EA,C23002A_012MA,C23002A_013M,C23002A_013EA,C23002A_013MA,C23002A_014M,C23002A_014EA,C23002A_014MA,C23002A_015M,C23002A_015EA,C23002A_015MA,C23002A_016M,C23002A_016EA,C23002A_016MA,C23002A_017M,C23002A_017EA,C23002A_017MA,C23002A_018M,C23002A_018EA,C23002A_018MA,C23002A_019M,C23002A_019EA,C23002A_019MA,C23002A_020M,C23002A_020EA,C23002A_020MA,C23002A_021M,C23002A_021EA,C23002A_021MA,C23002A_022M,C23002A_022EA,C23002A_022MA,C23002A_023M,C23002A_023EA,C23002A_023MA,C23002A_024M,C23002A_024EA,C23002A_024MA,C23002A_025M,C23002A_025EA,C23002A_025MA,C23002A_026M,C23002A_026EA,C23002A_026MA,C23002A_027M,C23002A_027EA,C23002A_027MA,state
4225969,5933,2051615,4276,1645630,4512,1267789,9480,14388,2244,1253401,9419,1192890,10493,60511,4090,377841,8316,405985,888,86142,3947,83623,4019,2519,783,319843,4126,2174354,4174,1669517,4024,1106681,12021,1246,557,1105435,11988,1049104,11424,56331,4425,562836,11422,504837,966,66091,3369,64736,3345,1355,553,438746,3332,5933,null,null,4276,null,null,4512,null,null,9480,null,null,2244,null,null,9419,null,null,10493,null,null,4090,null,null,8316,null,null,888,null,null,3947,null,null,4019,null,null,783,null,null,4126,null,null,4174,null,null,4024,null,null,12021,null,null,557,null,null,11988,null,null,11424,null,null,4425,null,null,11422,null,null,966,null,null,3369,null,null,3345,null,null,553,null,null,3332,null,null,47
16024132,28183,7908547,16132,6662969,15950,5345820,20526,49387,3350,5296433,20536,5027075,19542,269358,10726,1317149,19032,1245578,4151,312045,7711,301041,7545,11004,1646,933533,8078,8115585,17233,6583345,17273,4360218,21915,7583,1413,4352635,21916,4122988,21392,229647,8521,2223127,22878,1532240,4757,226174,8195,220239,8266,5935,1216,1306066,9570,28183,null,null,16132,null,null,15950,null,null,20526,null,null,3350,null,null,20536,null,null,19542,null,null,10726,null,null,19032,null,null,4151,null,null,7711,null,null,7545,null,null,1646,null,null,8078,null,null,17233,null,null,17273,null,null,21915,null,null,1413,null,null,21916,null,null,21392,null,null,8521,null,null,22878,null,null,4757,null,null,8195,null,null,8266,null,null,1216,null,null,9570,null,null,48
1943838,6778,967745,4195,827846,4202,704116,6303,3794,933,700322,6316,670536,6618,29786,2659,123730,4917,139899,731,33715,2201,33054,2206,661,315,106184,2183,976093,4390,814171,4167,558867,7387,255,294,558612,7401,536490,7718,22122,2592,255304,7191,161922,1220,21185,1719,21093,1721,92,98,140737,1904,6778,null,null,4195,null,null,4202,null,null,6303,null,null,933,null,null,6316,null,null,6618,null,null,2659,null,null,4917,null,null,731,null,null,2201,null,null,2206,null,null,315,null,null,2183,null,null,4390,null,null,4167,null,null,7387,null,null,294,null,null,7401,null,null,7718,null,null,2592,null,null,7191,null,null,1220,null,null,1719,null,null,1721,null,null,98,null,null,1904,null,null,49
494544,1151,241325,955,190931,951,151658,2576,437,332,151221,2579,144537,2594,6684,1063,39273,2412,50394,168,13641,1112,13372,1095,269,190,36753,1137,253219,987,192866,1005,147638,2573,56,93,147582,2584,142375,2776,5207,1246,45228,2321,60353,360,10368,1102,9981,1038,387,306,49985,1170,1151,null,null,955,null,null,951,null,null,2576,null,null,332,null,null,2579,null,null,2594,null,null,1063,null,null,2412,null,null,168,null,null,1112,null,null,1095,null,null,190,null,null,1137,null,null,987,null,null,1005,null,null,2573,null,null,93,null,null,2584,null,null,2776,null,null,1246,null,null,2321,null,null,360,null,null,1102,null,null,1038,null,null,306,null,null,1170,null,null,50
4689098,8590,2300364,6398,1869465,6536,1526840,9495,70042,4004,1456798,9632,1389549,9446,67249,4042,342625,8070,430899,1376,102989,3758,100704,3629,2285,652,327910,3829,2388734,5394,1857800,5333,1328521,10803,14023,2040,1314498,11273,1257973,11120,56525,4680,529279,10413,530934,1345,82201,3617,80620,3619,1581,667,448733,3679,8590,null,null,6398,null,null,6536,null,null,9495,null,null,4004,null,null,9632,null,null,9446,null,null,4042,null,null,8070,null,null,1376,null,null,3758,null,null,3629,null,null,652,null,null,3829,null,null,5394,null,null,5333,null,null,10803,null,null,2040,null,null,11273,null,null,11120,null,null,4680,null,null,10413,null,null,1345,null,null,3617,null,null,3619,null,null,667,null,null,3679,null,null,51
4536667,9338,2254223,5497,1818169,5328,1464013,9405,32015,2689,1431998,9959,1352081,10447,79917,4551,354156,8285,436054,1074,92376,4204,89783,4278,2593,616,343678,4105,2282444,6145,1769210,5847,1240124,10050,3327,803,1236797,10026,1179992,10495,56805,4075,529086,8566,513234,1289,68224,3406,66026,3345,2198,756,445010,3402,9338,null,null,5497,null,null,5328,null,null,9405,null,null,2689,null,null,9959,null,null,10447,null,null,4551,null,null,8285,null,null,1074,null,null,4204,null,null,4278,null,null,616,null,null,4105,null,null,6145,null,null,5847,null,null,10050,null,null,803,null,null,10026,null,null,10495,null,null,4075,null,null,8566,null,null,1289,null,null,3406,null,null,3345,null,null,756,null,null,3402,null,null,53
1405150,2953,684490,2129,535019,2167,368633,4938,783,369,367850,4856,333533,5267,34317,3178,166386,5420,149471,470,23116,1779,22140,1846,976,457,126355,1834,720660,2409,539936,2327,335276,6158,49,67,335227,6161,314288,6316,20939,2486,204660,6560,180724,773,22427,1669,21955,1636,472,316,158297,1743,2953,null,null,2129,null,null,2167,null,null,4938,null,null,369,null,null,4856,null,null,5267,null,null,3178,null,null,5420,null,null,470,null,null,1779,null,null,1846,null,null,457,null,null,1834,null,null,2409,null,null,2327,null,null,6158,null,null,67,null,null,6161,null,null,6316,null,null,2486,null,null,6560,null,null,773,null,null,1669,null,null,1636,null,null,316,null,null,1743,null,null,54
4064941,5747,2010095,3724,1612574,3538,1341007,7809,2410,733,1338597,7606,1288061,8375,50536,3381,271567,7534,397521,719,77716,3062,76137,3063,1579,416,319805,3063,2054846,3581,1574035,3451,1224612,6156,694,415,1223918,6177,1185053,6522,38865,2698,349423,5852,480811,880,64330,2575,63058,2603,1272,370,416481,2710,5747,null,null,3724,null,null,3538,null,null,7809,null,null,733,null,null,7606,null,null,8375,null,null,3381,null,null,7534,null,null,719,null,null,3062,null,null,3063,null,null,416,null,null,3063,null,null,3581,null,null,3451,null,null,6156,null,null,415,null,null,6177,null,null,6522,null,null,2698,null,null,5852,null,null,880,null,null,2575,null,null,2603,null,null,370,null,null,2710,null,null,55
428282,2315,217788,1946,177973,1909,146512,2661,1518,524,144994,2695,135595,2806,9399,1655,31461,2601,39815,392,10789,1065,10278,1016,511,334,29026,1067,210494,1377,165707,1392,121544,3131,208,217,121336,3172,116358,3311,4978,1021,44163,2903,44787,557,6520,885,6034,808,486,365,38267,1073,2315,null,null,1946,null,null,1909,null,null,2661,null,null,524,null,null,2695,null,null,2806,null,null,1655,null,null,2601,null,null,392,null,null,1065,null,null,1016,null,null,334,null,null,1067,null,null,1377,null,null,1392,null,null,3131,null,null,217,null,null,3172,null,null,3311,null,null,1021,null,null,2903,null,null,557,null,null,885,null,null,808,null,null,365,null,null,1073,null,null,56
1884273,16965,870793,9785,673053,8807,407329,7702,985,523,406344,7718,341642,7840,64702,4477,265724,7686,197740,4036,19834,2084,18888,1997,946,403,177906,4060,1013480,10014,750771,8873,384200,6808,463,432,383737,6800,327715,7543,56022,4770,366571,8687,262709,3880,11956,1623,11181,1488,775,499,250753,3920,16965,null,null,9785,null,null,8807,null,null,7702,null,null,523,null,null,7718,null,null,7840,null,null,4477,null,null,7686,null,null,4036,null,null,2084,null,null,1997,null,null,403,null,null,4060,null,null,10014,null,null,8873,null,null,6808,null,null,432,null,null,6800,null,null,7543,null,null,4770,null,null,8687,null,null,3880,null,null,1623,null,null,1488,null,null,499,null,null,3920,null,null,72
2718117,5161,1318536,3169,1044978,3167,782042,7705,9537,1205,772505,7906,734832,7847,37673,3209,262936,7155,273558,1048,55274,3246,53338,3160,1936,681,218284,3178,1399581,3666,1053286,3519,667170,8450,869,496,666301,8472,632478,8352,33823,3158,386116,8121,346295,1088,40703,2488,39523,2500,1180,617,305592,2745,5161,null,null,3169,null,null,3167,null,null,7705,null,null,1205,null,null,7906,null,null,7847,null,null,3209,null,null,7155,null,null,1048,null,null,3246,null,null,3160,null,null,681,null,null,3178,null,null,3666,null,null,3519,null,null,8450,null,null,496,null,null,8472,null,null,8352,null,null,3158,null,null,8121,null,null,1088,null,null,2488,null,null,2500,null,null,617,null,null,2745,null,null,01
388347,2647,208531,2048,178612,2016,150340,2940,11448,1556,138892,3015,131537,3399,7355,1369,28272,2347,29919,245,8986,1199,8607,1191,379,278,20933,1225,179816,1722,151688,1710,112567,2895,1303,463,111264,2929,104842,3124,6422,1232,39121,2554,28128,241,6524,930,6293,886,231,208,21604,951,2647,null,null,2048,null,null,2016,null,null,2940,null,null,1556,null,null,3015,null,null,3399,null,null,1369,null,null,2347,null,null,245,null,null,1199,null,null,1191,null,null,278,null,null,1225,null,null,1722,null,null,1710,null,null,2895,null,null,463,null,null,2929,null,null,3124,null,null,1232,null,null,2554,null,null,241,null,null,930,null,null,886,null,null,208,null,null,951,null,null,02
4267750,15243,2100371,8403,1613305,8083,1249927,9935,10582,1179,1239345,10019,1163032,10912,76313,4312,363378,9519,487066,1608,83448,3827,80029,3545,3419,949,403618,4062,2167379,9841,1604247,9140,1081101,12046,1503,631,1079598,12038,1019018,12733,60580,4231,523146,10302,563132,1953,68723,3506,65934,3348,2789,786,494409,3479,15243,null,null,8403,null,null,8083,null,null,9935,null,null,1179,null,null,10019,null,null,10912,null,null,4312,null,null,9519,null,null,1608,null,null,3827,null,null,3545,null,null,949,null,null,4062,null,null,9841,null,null,9140,null,null,12046,null,null,631,null,null,12038,null,null,12733,null,null,4231,null,null,10302,null,null,1953,null,null,3506,null,null,3348,null,null,786,null,null,3479,null,null,04
1852691,5028,902581,3587,712203,3436,527823,5813,2967,775,524856,5858,499419,6422,25437,2522,184380,5868,190378,871,36297,2480,35039,2468,1258,470,154081,2629,950110,3212,715102,3168,469093,8245,333,230,468760,8229,448882,7821,19878,2485,246009,7889,235008,970,29589,2353,28974,2265,615,395,205419,2663,5028,null,null,3587,null,null,3436,null,null,5813,null,null,775,null,null,5858,null,null,6422,null,null,2522,null,null,5868,null,null,871,null,null,2480,null,null,2468,null,null,470,null,null,2629,null,null,3212,null,null,3168,null,null,8245,null,null,230,null,null,8229,null,null,7821,null,null,2485,null,null,7889,null,null,970,null,null,2353,null,null,2265,null,null,395,null,null,2663,null,null,05
18977629,43652,9429158,25181,7732447,24105,6140048,25853,76256,4759,6063792,25224,5687761,25672,376031,11104,1592399,19750,1696711,4884,387323,7858,372225,7515,15098,1896,1309388,9595,9548471,24538,7472788,23965,5044293,25196,9853,1658,5034440,25194,4717886,25690,316554,10283,2428495,26118,2075683,6649,309576,6916,298091,6982,11485,1556,1766107,8677,43652,null,null,25181,null,null,24105,null,null,25853,null,null,4759,null,null,25224,null,null,25672,null,null,11104,null,null,19750,null,null,4884,null,null,7858,null,null,7515,null,null,1896,null,null,9595,null,null,24538,null,null,23965,null,null,25196,null,null,1658,null,null,25194,null,null,25690,null,null,10283,null,null,26118,null,null,6649,null,null,6916,null,null,6982,null,null,1556,null,null,8677,null,null,06
3767089,9931,1882060,6758,1571407,6720,1299579,8180,24018,2215,1275561,8417,1213484,8723,62077,4304,271828,7554,310653,1430,79055,3379,76599,3321,2456,582,231598,3272,1885029,6090,1516986,6120,1113080,9897,3991,807,1109089,9973,1063222,10348,45867,3410,403906,8636,368043,1699,61227,3332,59856,3337,1371,400,306816,3338,9931,null,null,6758,null,null,6720,null,null,8180,null,null,2215,null,null,8417,null,null,8723,null,null,4304,null,null,7554,null,null,1430,null,null,3379,null,null,3321,null,null,582,null,null,3272,null,null,6090,null,null,6120,null,null,9897,null,null,807,null,null,9973,null,null,10348,null,null,3410,null,null,8636,null,null,1699,null,null,3332,null,null,3337,null,null,400,null,null,3338,null,null,08
2289883,9659,1102297,5861,879527,5720,719905,6851,6157,1227,713748,6952,674568,7539,39180,3136,159622,6248,222770,1028,59028,2919,56597,2853,2431,648,163742,2796,1187586,5248,898558,4895,676689,7235,546,413,676143,7264,640620,6635,35523,3455,221869,6122,289028,994,51059,2480,49631,2393,1428,475,237969,2476,9659,null,null,5861,null,null,5720,null,null,6851,null,null,1227,null,null,6952,null,null,7539,null,null,3136,null,null,6248,null,null,1028,null,null,2919,null,null,2853,null,null,648,null,null,2796,null,null,5248,null,null,4895,null,null,7235,null,null,413,null,null,7264,null,null,6635,null,null,3455,null,null,6122,null,null,994,null,null,2480,null,null,2393,null,null,475,null,null,2476,null,null,09
550961,3415,266061,2179,204898,2079,159935,3618,1243,424,158692,3605,150207,3464,8485,1472,44963,2983,61163,564,14210,1261,13840,1237,370,246,46953,1166,284900,1731,210136,1650,149447,3422,705,410,148742,3387,141556,3692,7186,1326,60689,3464,74764,474,10304,1412,10238,1413,66,57,64460,1453,3415,null,null,2179,null,null,2079,null,null,3618,null,null,424,null,null,3605,null,null,3464,null,null,1472,null,null,2983,null,null,564,null,null,1261,null,null,1237,null,null,246,null,null,1166,null,null,1731,null,null,1650,null,null,3422,null,null,410,null,null,3387,null,null,3692,null,null,1326,null,null,3464,null,null,474,null,null,1412,null,null,1413,null,null,57,null,null,1453,null,null,10
246562,2651,123389,2063,110030,1987,96870,2298,2328,475,94542,2330,92121,2411,2421,919,13160,1577,13359,334,5673,803,5603,783,70,115,7686,740,123173,1452,108428,1338,91396,2264,332,288,91064,2265,88465,2470,2599,891,17032,2042,14745,642,4287,739,4055,723,232,155,10458,855,2651,null,null,2063,null,null,1987,null,null,2298,null,null,475,null,null,2330,null,null,2411,null,null,919,null,null,1577,null,null,334,null,null,803,null,null,783,null,null,115,null,null,740,null,null,1452,null,null,1338,null,null,2264,null,null,288,null,null,2265,null,null,2470,null,null,891,null,null,2042,null,null,642,null,null,739,null,null,723,null,null,155,null,null,855,null,null,11
