C23002D_001E,C23002D_001M,C23002D_002E,C23002D_002M,C23002D_003E,C23002D_003M,C23002D_004E,C23002D_004M,C23002D_005E,C23002D_005M,C23002D_006E,C23002D_006M,C23002D_007E,C23002D_007M,C23002D_008E,C23002D_008M,C23002D_009E,C23002D_009M,C23002D_010E,C23002D_010M,C23002D_011E,C23002D_011M,C23002D_012E,C23002D_012M,C23002D_013E,C23002D_013M,C23002D_014E,C23002D_014M,C23002D_015E,C23002D_015M,C23002D_016E,C23002D_016M,C23002D_017E,C23002D_017M,C23002D_018E,C23002D_018M,C23002D_019E,C23002D_019M,C23002D_020E,C23002D_020M,C23002D_021E,C23002D_021M,C23002D_022E,C23002D_022M,C23002D_023E,C23002D_023M,C23002D_024E,C23002D_024M,C23002D_025E,C23002D_025M,C23002D_026E,C23002D_026M,C23002D_027E,C23002D_027M,C23002D_001M,C23002D_001EA,C23002D_001MA,C23002D_002M,C23002D_002EA,C23002D_002MA,C23002D_003M,C23002D_003EA,C23002D_003MA,C23002D_004M,C23002D_004EA,C23002D_004MA,C23002D_005M,C23002D_005EA,C23002D_005MA,C23002D_006M,C23002D_006EA,C23002D_006MA,C23002D_007M,C23002D_007EA,C23002D_007MA,C23002D_008M,C23002D_008EA,C23002D_008MA,C23002D_009M,C23002D_009EA,C23002D_009MA,C23002D_010M,C23002D_010EA,C23002D_010MA,C23002D_011M,C23002D_011EA,C23002D_011MA,C23002D_012M,C23002D_012EA,C23002D_012MA,C23002D_013M,C23002D_013EA,C23002D_013MA,C23002D_014M,C23002D_014EA,C23002D_014MA,C23002D_015M,C23002D_015EA,C23002D_015MA,C23002D_016M,C23002D_016EA,C23002D_016MA,C23002D_017M,C23002D_017EA,C23002D_017MA,C23002D_018M,C23002D_018EA,C23002D_018MA,C23002D_019M,C23002D_019EA,C23002D_019MA,C23002D_020M,C23002D_020EA,C23002D_020MA,C23002D_021M,C23002D_021EA,C23002D_021MA,C23002D_022M,C23002D_022EA,C23002D_022MA,C23002D_023M,C23002D_023EA,C23002D_023MA,C23002D_024M,C23002D_024EA,C23002D_024MA,C23002D_025M,C23002D_025EA,C23002D_025MA,C23002D_026M,C23002D_026EA,C23002D_026MA,C23002D_027M,C23002D_027EA,C23002D_027MA,state
429040,5339,196815,3612,172962,3432,145687,2672,2655,709,143032,2819,137585,3009,5447,1275,27275,2254,23853,1010,7562,1126,7349,1117,213,203,16291,1171,232225,3060,200945,2723,138948,3624,437,273,138511,3618,132551,3798,5960,1399,61997,3792,31280,1277,5979,1086,5979,1086,0,201,25301,1467,5339,null,null,3612,null,null,3432,null,null,2672,null,null,709,null,null,2819,null,null,3009,null,null,1275,null,null,2254,null,null,1010,null,null,1126,null,null,1117,null,null,203,null,null,1171,null,null,3060,null,null,2723,null,null,3624,null,null,273,null,null,3618,null,null,3798,null,null,1399,null,null,3792,null,null,1277,null,null,1086,null,null,1086,null,null,201,null,null,1467,null,null,51
499817,5664,225594,3384,197356,3398,159005,3519,1422,376,157583,3509,150844,3686,6739,1548,38351,2852,28238,780,7261,1276,7115,1276,146,232,20977,1396,274223,3703,231292,3459,159469,4533,393,252,159076,4541,151998,4608,7078,1417,71823,4014,42931,1316,5119,872,5006,865,113,131,37812,1465,5664,null,null,3384,null,null,3398,null,null,3519,null,null,376,null,null,3509,null,null,3686,null,null,1548,null,null,2852,null,null,780,null,null,1276,null,null,1276,null,null,232,null,null,1396,null,null,3703,null,null,3459,null,null,4533,null,null,252,null,null,4541,null,null,4608,null,null,1417,null,null,4014,null,null,1316,null,null,872,null,null,865,null,null,131,null,null,1465,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
117523,2429,56337,1818,52120,1915,43029,1833,0,147,43029,1833,42341,1851,688,289,9091,1282,4217,706,1265,600,1087,529,178,269,2952,582,61186,1810,56313,1951,38458,2130,3,6,38455,2130,36664,2170,1791,717,17855,1989,4873,778,419,302,419,302,0,147,4454,782,2429,null,null,1818,null,null,1915,null,null,1833,null,null,147,null,null,1833,null,null,1851,null,null,289,null,null,1282,null,null,706,null,null,600,null,null,529,null,null,269,null,null,582,null,null,1810,null,null,1951,null,null,2130,null,null,6,null,null,2130,null,null,2170,null,null,717,null,null,1989,null,null,778,null,null,302,null,null,302,null,null,147,null,null,782,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
49631,2721,22403,1661,20256,1620,15995,1771,250,235,15745,1777,15150,1756,595,456,4261,916,2147,601,1161,531,1161,531,0,195,986,387,27228,2129,23640,2050,13727,1453,119,111,13608,1448,13253,1471,355,280,9913,1493,3588,712,566,320,442,266,124,237,3022,754,2721,null,null,1661,null,null,1620,null,null,1771,null,null,235,null,null,1777,null,null,1756,null,null,456,null,null,916,null,null,601,null,null,531,null,null,531,null,null,195,null,null,387,null,null,2129,null,null,2050,null,null,1453,null,null,111,null,null,1448,null,null,1471,null,null,280,null,null,1493,null,null,712,null,null,320,null,null,266,null,null,237,null,null,754,null,null,01
36785,1887,16596,1240,14449,1223,12619,1263,377,231,12242,1259,11865,1253,377,264,1830,689,2147,360,811,376,811,376,0,155,1336,273,20189,1293,17931,1283,14283,1455,110,145,14173,1446,13526,1455,647,401,3648,893,2258,391,262,236,262,236,0,155,1996,429,1887,null,null,1240,null,null,1223,null,null,1263,null,null,231,null,null,1259,null,null,1253,null,null,264,null,null,689,null,null,360,null,null,376,null,null,376,null,null,155,null,null,273,null,null,1293,null,null,1283,null,null,1455,null,null,145,null,null,1446,null,null,1455,null,null,401,null,null,893,null,null,391,null,null,236,null,null,236,null,null,155,null,null,429,null,null,02
181059,3415,82985,2392,73418,2423,56447,2877,402,282,56045,2877,53541,2844,2504,983,16971,2070,9567,434,2111,545,1970,538,141,130,7456,578,98074,2036,83453,1875,54699,2718,74,129,54625,2727,51987,2893,2638,904,28754,2402,14621,835,2075,543,2075,543,0,204,12546,816,3415,null,null,2392,null,null,2423,null,null,2877,null,null,282,null,null,2877,null,null,2844,null,null,983,null,null,2070,null,null,434,null,null,545,null,null,538,null,null,130,null,null,578,null,null,2036,null,null,1875,null,null,2718,null,null,129,null,null,2727,null,null,2893,null,null,904,null,null,2402,null,null,835,null,null,543,null,null,543,null,null,204,null,null,816,null,null,04
34208,1923,15652,1254,14317,1316,9898,1078,51,123,9847,1088,9550,1135,297,357,4419,1138,1335,564,579,359,579,359,0,197,756,462,18556,1482,16443,1522,10380,1526,0,197,10380,1526,10296,1529,84,123,6063,1286,2113,564,297,239,297,239,0,197,1816,547,1923,null,null,1254,null,null,1316,null,null,1078,null,null,123,null,null,1088,null,null,1135,null,null,357,null,null,1138,null,null,564,null,null,359,null,null,359,null,null,197,null,null,462,null,null,1482,null,null,1522,null,null,1526,null,null,197,null,null,1526,null,null,1529,null,null,123,null,null,1286,null,null,564,null,null,239,null,null,239,null,null,197,null,null,547,null,null,05
4692147,12067,2182682,8046,1832120,7720,1436541,9310,6677,1308,1429864,9424,1358940,10288,70924,4794,395579,8142,350562,1953,68244,4058,65173,3879,3071,911,282318,4515,2509465,7519,2042941,6608,1382780,12572,765,330,1382015,12534,1312645,12494,69370,4264,660161,12823,466524,3054,62148,3712,60469,3573,1679,575,404376,4359,12067,null,null,8046,null,null,7720,null,null,9310,null,null,1308,null,null,9424,null,null,10288,null,null,4794,null,null,8142,null,null,1953,null,null,4058,null,null,3879,null,null,911,null,null,4515,null,null,7519,null,null,6608,null,null,12572,null,null,330,null,null,12534,null,null,12494,null,null,4264,null,null,12823,null,null,3054,null,null,3712,null,null,3573,null,null,575,null,null,4359,null,null,06
141038,3156,62197,1962,55341,1993,46566,1999,756,480,45810,1964,44130,1829,1680,734,8775,1561,6856,505,2065,517,1955,533,110,134,4791,616,78841,2132,68953,2203,46354,2345,44,69,46310,2334,44529,2274,1781,601,22599,2074,9888,702,1672,603,1543,593,129,130,8216,902,3156,null,null,1962,null,null,1993,null,null,1999,null,null,480,null,null,1964,null,null,1829,null,null,734,null,null,1561,null,null,505,null,null,517,null,null,533,null,null,134,null,null,616,null,null,2132,null,null,2203,null,null,2345,null,null,69,null,null,2334,null,null,2274,null,null,601,null,null,2074,null,null,702,null,null,603,null,null,593,null,null,130,null,null,902,null,null,08
128445,2411,59725,1627,53912,1582,44566,1904,0,200,44566,1904,43132,1985,1434,624,9346,1587,5813,413,1522,459,1522,459,0,200,4291,565,68720,1716,61499,1846,40638,2396,0,200,40638,2396,37918,2319,2720,803,20861,1953,7221,520,1610,587,1520,589,90,117,5611,671,2411,null,null,1627,null,null,1582,null,null,1904,null,null,200,null,null,1904,null,null,1985,null,null,624,null,null,1587,null,null,413,null,null,459,null,null,459,null,null,200,null,null,565,null,null,1716,null,null,1846,null,null,2396,null,null,200,null,null,2396,null,null,2319,null,null,803,null,null,1953,null,null,520,null,null,587,null,null,589,null,null,117,null,null,671,null,null,09
29392,1186,14560,782,13007,793,10296,840,159,192,10137,862,9756,942,381,371,2711,778,1553,146,292,176,292,176,0,193,1261,224,14832,812,12311,785,7178,1036,0,193,7178,1036,6827,994,351,251,5133,1051,2521,256,205,188,205,188,0,193,2316,305,1186,null,null,782,null,null,793,null,null,840,null,null,192,null,null,862,null,null,942,null,null,371,null,null,778,null,null,146,null,null,176,null,null,176,null,null,193,null,null,224,null,null,812,null,null,785,null,null,1036,null,null,193,null,null,1036,null,null,994,null,null,251,null,null,1051,null,null,256,null,null,188,null,null,188,null,null,193,null,null,305,null,null,10
24763,1037,9851,738,9138,794,7029,831,0,203,7029,831,7029,831,0,203,2109,696,713,305,187,222,145,207,42,77,526,262,14912,631,13726,603,10504,725,0,203,10504,725,10130,809,374,309,3222,596,1186,177,509,402,509,402,0,203,677,362,1037,null,null,738,null,null,794,null,null,831,null,null,203,null,null,831,null,null,831,null,null,203,null,null,696,null,null,305,null,null,222,null,null,207,null,null,77,null,null,262,null,null,631,null,null,603,null,null,725,null,null,203,null,null,725,null,null,809,null,null,309,null,null,596,null,null,177,null,null,402,null,null,402,null,null,203,null,null,362,null,null,11
