B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,B27001I_001M,B27001I_001EA,B27001I_001MA,B27001I_002M,B27001I_002EA,B27001I_002MA,B27001I_003M,B27001I_003EA,B27001I_003MA,B27001I_004M,B27001I_004EA,B27001I_004MA,B27001I_005M,B27001I_005EA,B27001I_005MA,B27001I_006M,B27001I_006EA,B27001I_006MA,B27001I_007M,B27001I_007EA,B27001I_007MA,B27001I_008M,B27001I_008EA,B27001I_008MA,B27001I_009M,B27001I_009EA,B27001I_009MA,B27001I_010M,B27001I_010EA,B27001I_010MA,B27001I_011M,B27001I_011EA,B27001I_011MA,B27001I_012M,B27001I_012EA,B27001I_012MA,B27001I_013M,B27001I_013EA,B27001I_013MA,B27001I_014M,B27001I_014EA,B27001I_014MA,B27001I_015M,B27001I_015EA,B27001I_015MA,B27001I_016M,B27001I_016EA,B27001I_016MA,B27001I_017M,B27001I_017EA,B27001I_017MA,B27001I_018M,B27001I_018EA,B27001I_018MA,B27001I_019M,B27001I_019EA,B27001I_019MA,B27001I_020M,B27001I_020EA,B27001I_020MA,B27001I_021M,B27001I_021EA,B27001I_021MA,B27001I_022M,B27001I_022EA,B27001I_022MA,B27001I_023M,B27001I_023EA,B27001I_023MA,B27001I_024M,B27001I_024EA,B27001I_024MA,B27001I_025M,B27001I_025EA,B27001I_025MA,B27001I_026M,B27001I_026EA,B27001I_026MA,B27001I_027M,B27001I_027EA,B27001I_027MA,B27001I_028M,B27001I_028EA,B27001I_028MA,state
342661,2508,49726,2573,46103,2679,3623,1509,90021,2793,78694,3606,11327,2046,37704,2382,24154,2377,13550,2027,55889,3410,24206,2536,31683,2591,51765,2780,23674,2651,28091,2310,31734,2678,19887,2448,11847,2210,14691,1554,10560,1503,4131,1077,7025,1371,6815,1403,210,221,4106,1114,3992,1114,114,187,2508,null,null,2573,null,null,2679,null,null,1509,null,null,2793,null,null,3606,null,null,2046,null,null,2382,null,null,2377,null,null,2027,null,null,3410,null,null,2536,null,null,2591,null,null,2780,null,null,2651,null,null,2310,null,null,2678,null,null,2448,null,null,2210,null,null,1554,null,null,1503,null,null,1077,null,null,1371,null,null,1403,null,null,221,null,null,1114,null,null,1114,null,null,187,null,null,47
10740382,4414,1195446,7564,1085465,9967,109981,7415,2397948,7538,2056101,15842,341847,14114,1239408,5036,757838,12407,481570,12395,1625703,7442,959744,16125,665959,16549,1500229,5689,913561,13617,586668,13545,1205517,5575,818518,12042,386999,11028,841996,3265,626277,8459,215719,8156,459691,3582,431996,4206,27695,3316,274444,3946,263613,3870,10831,1892,4414,null,null,7564,null,null,9967,null,null,7415,null,null,7538,null,null,15842,null,null,14114,null,null,5036,null,null,12407,null,null,12395,null,null,7442,null,null,16125,null,null,16549,null,null,5689,null,null,13617,null,null,13545,null,null,5575,null,null,12042,null,null,11028,null,null,3265,null,null,8459,null,null,8156,null,null,3582,null,null,4206,null,null,3316,null,null,3946,null,null,3870,null,null,1892,null,null,48
415788,895,55834,1878,49943,2493,5891,1666,102866,1942,89644,3137,13222,3097,53348,1631,37796,2814,15552,2578,65435,1926,43863,3010,21572,2405,55975,1458,35910,2884,20065,2527,40859,1592,28261,1905,12598,1937,25352,1294,19336,1629,6016,1142,10467,971,9638,1065,829,544,5652,1032,5274,1098,378,298,895,null,null,1878,null,null,2493,null,null,1666,null,null,1942,null,null,3137,null,null,3097,null,null,1631,null,null,2814,null,null,2578,null,null,1926,null,null,3010,null,null,2405,null,null,1458,null,null,2884,null,null,2527,null,null,1592,null,null,1905,null,null,1937,null,null,1294,null,null,1629,null,null,1142,null,null,971,null,null,1065,null,null,544,null,null,1032,null,null,1098,null,null,298,null,null,49
12471,1057,1127,341,1103,343,24,38,2624,865,2624,865,0,151,2469,571,2396,558,73,99,2167,627,1760,553,407,335,1594,545,1496,539,98,151,649,284,606,271,43,65,843,376,805,375,38,49,833,389,833,389,0,151,165,141,165,141,0,151,1057,null,null,341,null,null,343,null,null,38,null,null,865,null,null,865,null,null,151,null,null,571,null,null,558,null,null,99,null,null,627,null,null,553,null,null,335,null,null,545,null,null,539,null,null,151,null,null,284,null,null,271,null,null,65,null,null,376,null,null,375,null,null,49,null,null,389,null,null,389,null,null,151,null,null,141,null,null,141,null,null,151,null,null,50
743395,3975,86033,2561,77164,3241,8869,2286,157555,3340,136024,4656,21531,3847,84139,3273,58535,3817,25604,3074,120478,3281,71470,3698,49008,3786,121428,3559,74573,4345,46855,3714,90675,3132,65871,3764,24804,3165,53078,2758,44287,2620,8791,1640,20316,1552,18711,1632,1605,871,9693,1420,9265,1398,428,268,3975,null,null,2561,null,null,3241,null,null,2286,null,null,3340,null,null,4656,null,null,3847,null,null,3273,null,null,3817,null,null,3074,null,null,3281,null,null,3698,null,null,3786,null,null,3559,null,null,4345,null,null,3714,null,null,3132,null,null,3764,null,null,3165,null,null,2758,null,null,2620,null,null,1640,null,null,1552,null,null,1632,null,null,871,null,null,1420,null,null,1398,null,null,268,null,null,51
895208,1677,115740,2726,113215,2643,2525,937,225011,2656,214368,3862,10643,2988,111268,2270,89092,3210,22176,2608,142566,2671,100081,3906,42485,3951,125544,2596,87100,4064,38444,3391,89064,2498,65904,3216,23160,2769,51416,1591,44954,2000,6462,1483,23321,1586,21895,1739,1426,761,11278,1277,11070,1319,208,198,1677,null,null,2726,null,null,2643,null,null,937,null,null,2656,null,null,3862,null,null,2988,null,null,2270,null,null,3210,null,null,2608,null,null,2671,null,null,3906,null,null,3951,null,null,2596,null,null,4064,null,null,3391,null,null,2498,null,null,3216,null,null,2769,null,null,1591,null,null,2000,null,null,1483,null,null,1586,null,null,1739,null,null,761,null,null,1277,null,null,1319,null,null,198,null,null,53
25383,2456,3610,1245,3610,1245,0,193,5795,995,5618,962,177,204,3376,901,2760,815,616,384,3769,890,2954,741,815,541,2294,602,1722,545,572,319,1913,497,1625,472,288,229,2344,712,1809,612,535,361,1797,775,1797,775,0,193,485,296,485,296,0,193,2456,null,null,1245,null,null,1245,null,null,193,null,null,995,null,null,962,null,null,204,null,null,901,null,null,815,null,null,384,null,null,890,null,null,741,null,null,541,null,null,602,null,null,545,null,null,319,null,null,497,null,null,472,null,null,229,null,null,712,null,null,612,null,null,361,null,null,775,null,null,775,null,null,193,null,null,296,null,null,296,null,null,193,null,null,54
382250,1033,48148,1845,46481,1991,1667,669,100264,2099,94199,2580,6065,1247,45236,1788,34314,2099,10922,1654,59866,2893,42989,2740,16877,2592,53145,2252,37726,2951,15419,2388,38041,2156,29392,2228,8649,1398,22257,1177,19643,1422,2614,784,10000,900,9452,1003,548,396,5293,812,5129,834,164,198,1033,null,null,1845,null,null,1991,null,null,669,null,null,2099,null,null,2580,null,null,1247,null,null,1788,null,null,2099,null,null,1654,null,null,2893,null,null,2740,null,null,2592,null,null,2252,null,null,2951,null,null,2388,null,null,2156,null,null,2228,null,null,1398,null,null,1177,null,null,1422,null,null,784,null,null,900,null,null,1003,null,null,396,null,null,812,null,null,834,null,null,198,null,null,55
55179,791,6864,1190,5171,967,1693,1372,12664,1265,10505,1383,2159,1255,6165,1619,5030,1441,1135,599,7707,1777,5576,1486,2131,996,6752,1689,4996,1185,1756,1218,6376,1440,4796,1372,1580,874,4054,808,3749,834,305,222,2414,672,2377,676,37,67,2183,537,2183,537,0,197,791,null,null,1190,null,null,967,null,null,1372,null,null,1265,null,null,1383,null,null,1255,null,null,1619,null,null,1441,null,null,599,null,null,1777,null,null,1486,null,null,996,null,null,1689,null,null,1185,null,null,1218,null,null,1440,null,null,1372,null,null,874,null,null,808,null,null,834,null,null,222,null,null,672,null,null,676,null,null,67,null,null,537,null,null,537,null,null,197,null,null,56
3340237,5300,193376,3229,190117,3197,3259,939,492989,4106,476954,4556,16035,2532,335515,3209,311598,4053,23917,2548,400886,5482,347507,6127,53379,4477,428818,4613,388471,5289,40347,3855,431027,3745,396610,4476,34417,3397,424144,1260,395397,2890,28747,2701,360078,1171,356734,1380,3344,927,273404,1066,272106,1202,1298,551,5300,null,null,3229,null,null,3197,null,null,939,null,null,4106,null,null,4556,null,null,2532,null,null,3209,null,null,4053,null,null,2548,null,null,5482,null,null,6127,null,null,4477,null,null,4613,null,null,5289,null,null,3855,null,null,3745,null,null,4476,null,null,3397,null,null,1260,null,null,2890,null,null,2701,null,null,1171,null,null,1380,null,null,927,null,null,1066,null,null,1202,null,null,551,null,null,72
197020,1815,28937,1913,27921,1954,1016,537,50297,1852,45126,2102,5171,1576,21583,2271,13685,2200,7898,1564,31559,3282,15920,2357,15639,2251,31689,2340,15970,2583,15719,2107,16523,2144,10075,1925,6448,1579,7974,1501,5643,1264,2331,822,5185,1390,4401,1258,784,627,3273,870,2875,841,398,403,1815,null,null,1913,null,null,1954,null,null,537,null,null,1852,null,null,2102,null,null,1576,null,null,2271,null,null,2200,null,null,1564,null,null,3282,null,null,2357,null,null,2251,null,null,2340,null,null,2583,null,null,2107,null,null,2144,null,null,1925,null,null,1579,null,null,1501,null,null,1264,null,null,822,null,null,1390,null,null,1258,null,null,627,null,null,870,null,null,841,null,null,403,null,null,01
48324,700,6165,627,5921,700,244,222,11128,850,9905,1031,1223,771,6211,866,5183,1091,1028,730,9529,1706,6360,1606,3169,1209,5874,1262,5109,1423,765,479,4123,862,3340,749,783,472,4424,1176,4001,1208,423,290,596,333,596,333,0,155,274,200,165,123,109,150,700,null,null,627,null,null,700,null,null,222,null,null,850,null,null,1031,null,null,771,null,null,866,null,null,1091,null,null,730,null,null,1706,null,null,1606,null,null,1209,null,null,1262,null,null,1423,null,null,479,null,null,862,null,null,749,null,null,472,null,null,1176,null,null,1208,null,null,290,null,null,333,null,null,333,null,null,155,null,null,200,null,null,123,null,null,150,null,null,02
2107154,2370,229496,3655,211276,4293,18220,2805,484423,3673,430843,7672,53580,5852,269205,2425,210274,5401,58931,4649,312625,2507,236722,5884,75903,5543,280924,2567,209196,5690,71728,4920,231013,2278,177066,4297,53947,4066,158504,800,134063,2308,24441,2215,88471,977,85303,1514,3168,917,52493,1147,51618,1260,875,459,2370,null,null,3655,null,null,4293,null,null,2805,null,null,3673,null,null,7672,null,null,5852,null,null,2425,null,null,5401,null,null,4649,null,null,2507,null,null,5884,null,null,5543,null,null,2567,null,null,5690,null,null,4920,null,null,2278,null,null,4297,null,null,4066,null,null,800,null,null,2308,null,null,2215,null,null,977,null,null,1514,null,null,917,null,null,1147,null,null,1260,null,null,459,null,null,04
212283,1430,27473,2214,25249,2108,2224,1012,57518,2621,52611,2894,4907,1520,27939,2674,19811,2238,8128,1747,29420,2534,18492,2279,10928,1735,31257,2516,15772,1882,15485,2294,19506,2300,13266,1989,6240,1330,11379,1491,9636,1535,1743,772,5838,1231,4873,1245,965,716,1953,650,1796,682,157,194,1430,null,null,2214,null,null,2108,null,null,1012,null,null,2621,null,null,2894,null,null,1520,null,null,2674,null,null,2238,null,null,1747,null,null,2534,null,null,2279,null,null,1735,null,null,2516,null,null,1882,null,null,2294,null,null,2300,null,null,1989,null,null,1330,null,null,1491,null,null,1535,null,null,772,null,null,1231,null,null,1245,null,null,716,null,null,650,null,null,682,null,null,194,null,null,05
15122149,5720,1544269,7183,1503582,8081,40687,4471,3172343,7287,3039259,11464,133084,9352,1818883,3967,1558630,10330,260253,9561,2393145,3458,1925152,13237,467993,13002,2115601,3353,1671735,12791,443866,13080,1819447,2662,1508071,8317,311376,8448,1225835,1848,1077561,6700,148274,6508,629018,2012,606800,3202,22218,2443,403608,2344,395082,2646,8526,1567,5720,null,null,7183,null,null,8081,null,null,4471,null,null,7287,null,null,11464,null,null,9352,null,null,3967,null,null,10330,null,null,9561,null,null,3458,null,null,13237,null,null,13002,null,null,3353,null,null,12791,null,null,13080,null,null,2662,null,null,8317,null,null,8448,null,null,1848,null,null,6700,null,null,6508,null,null,2012,null,null,3202,null,null,2443,null,null,2344,null,null,2646,null,null,1567,null,null,06
1160443,1934,121424,2663,113924,3552,7500,2215,269850,2673,250290,4728,19560,4043,137794,2444,110677,3257,27117,2891,179317,2791,132947,4233,46370,4090,164861,2719,115370,4842,49491,4786,126411,2579,99037,3610,27374,2993,87032,1155,72784,2095,14248,1948,46659,1227,44451,1258,2208,931,27095,1287,26322,1310,773,530,1934,null,null,2663,null,null,3552,null,null,2215,null,null,2673,null,null,4728,null,null,4043,null,null,2444,null,null,3257,null,null,2891,null,null,2791,null,null,4233,null,null,4090,null,null,2719,null,null,4842,null,null,4786,null,null,2579,null,null,3610,null,null,2993,null,null,1155,null,null,2095,null,null,1948,null,null,1227,null,null,1258,null,null,931,null,null,1287,null,null,1310,null,null,530,null,null,08
554728,1118,57068,1712,54879,1951,2189,1131,119008,1653,114034,2314,4974,1669,68153,1347,59037,2284,9116,2084,86701,1796,67657,3361,19044,3208,83602,1274,65997,2793,17605,2577,66727,1329,56047,2323,10680,1915,41262,667,37304,1260,3958,1147,20454,675,19856,871,598,531,11753,618,11626,662,127,208,1118,null,null,1712,null,null,1951,null,null,1131,null,null,1653,null,null,2314,null,null,1669,null,null,1347,null,null,2284,null,null,2084,null,null,1796,null,null,3361,null,null,3208,null,null,1274,null,null,2793,null,null,2577,null,null,1329,null,null,2323,null,null,1915,null,null,667,null,null,1260,null,null,1147,null,null,675,null,null,871,null,null,531,null,null,618,null,null,662,null,null,208,null,null,09
86365,228,10461,695,10306,719,155,238,21111,697,20170,827,941,505,9624,811,7440,1060,2184,914,14646,985,10281,1291,4365,1268,13777,1038,8878,1338,4899,1333,7583,807,6750,772,833,429,5390,513,5225,563,165,260,2881,518,2881,518,0,193,892,429,892,429,0,193,228,null,null,695,null,null,719,null,null,238,null,null,697,null,null,827,null,null,505,null,null,811,null,null,1060,null,null,914,null,null,985,null,null,1291,null,null,1268,null,null,1038,null,null,1338,null,null,1333,null,null,807,null,null,772,null,null,429,null,null,513,null,null,563,null,null,260,null,null,518,null,null,518,null,null,193,null,null,429,null,null,429,null,null,193,null,null,10
73906,240,9080,671,8580,907,500,579,10534,679,9863,849,671,468,7361,150,6636,477,725,446,16807,191,13854,1043,2953,1031,12641,11,11305,626,1336,626,8068,4,6294,778,1774,778,5240,3,5165,126,75,126,2917,247,2822,294,95,161,1258,247,1210,257,48,79,240,null,null,671,null,null,907,null,null,579,null,null,679,null,null,849,null,null,468,null,null,150,null,null,477,null,null,446,null,null,191,null,null,1043,null,null,1031,null,null,11,null,null,626,null,null,626,null,null,4,null,null,778,null,null,778,null,null,3,null,null,126,null,null,126,null,null,247,null,null,294,null,null,161,null,null,247,null,null,257,null,null,79,null,null,11
