B27001F_001E,B27001F_001M,B27001F_002E,B27001F_002M,B27001F_003E,B27001F_003M,B27001F_004E,B27001F_004M,B27001F_005E,B27001F_005M,B27001F_006E,B27001F_006M,B27001F_007E,B27001F_007M,B27001F_008E,B27001F_008M,B27001F_009E,B27001F_009M,B27001F_010E,B27001F_010M,B27001F_011E,B27001F_011M,B27001F_012E,B27001F_012M,B27001F_013E,B27001F_013M,B27001F_014E,B27001F_014M,B27001F_015E,B27001F_015M,B27001F_016E,B27001F_016M,B27001F_017E,B27001F_017M,B27001F_018E,B27001F_018M,B27001F_019E,B27001F_019M,B27001F_020E,B27001F_020M,B27001F_021E,B27001F_021M,B27001F_022E,B27001F_022M,B27001F_023E,B27001F_023M,B27001F_024E,B27001F_024M,B27001F_025E,B27001F_025M,B27001F_026E,B27001F_026M,B27001F_027E,B27001F_027M,B27001F_028E,B27001F_028M,B27001F_001M,B27001F_001EA,B27001F_001MA,B27001F_002M,B27001F_002EA,B27001F_002MA,B27001F_003M,B27001F_003EA,B27001F_003MA,B27001F_004M,B27001F_004EA,B27001F_004MA,B27001F_005M,B27001F_005EA,B27001F_005MA,B27001F_006M,B27001F_006EA,B27001F_006MA,B27001F_007M,B27001F_007EA,B27001F_007MA,B27001F_008M,B27001F_008EA,B27001F_008MA,B27001F_009M,B27001F_009EA,B27001F_009MA,B27001F_010M,B27001F_010EA,B27001F_010MA,B27001F_011M,B27001F_011EA,B27001F_011MA,B27001F_012M,B27001F_012EA,B27001F_012MA,B27001F_013M,B27001F_013EA,B27001F_013MA,B27001F_014M,B27001F_014EA,B27001F_014MA,B27001F_015M,B27001F_015EA,B27001F_015MA,B27001F_016M,B27001F_016EA,B27001F_016MA,B27001F_017M,B27001F_017EA,B27001F_017MA,B27001F_018M,B27001F_018EA,B27001F_018MA,B27001F_019M,B27001F_019EA,B27001F_019MA,B27001F_020M,B27001F_020EA,B27001F_020MA,B27001F_021M,B27001F_021EA,B27001F_021MA,B27001F_022M,B27001F_022EA,B27001F_022MA,B27001F_023M,B27001F_023EA,B27001F_023MA,B27001F_024M,B27001F_024EA,B27001F_024MA,B27001F_025M,B27001F_025EA,B27001F_025MA,B27001F_026M,B27001F_026EA,B27001F_026MA,B27001F_027M,B27001F_027EA,B27001F_027MA,B27001F_028M,B27001F_028EA,B27001F_028MA,state
1597871,41142,156914,10183,142659,10002,14255,2854,328883,13732,275914,13473,52969,5252,180996,10712,103184,7220,77812,5925,260297,10844,143895,8922,116402,7344,239953,9187,137821,6926,102132,7481,203514,8310,129814,7639,73700,5686,132396,7742,96019,6523,36377,3622,58768,4536,53694,4178,5074,1704,36150,3665,34744,3718,1406,555,41142,null,null,10183,null,null,10002,null,null,2854,null,null,13732,null,null,13473,null,null,5252,null,null,10712,null,null,7220,null,null,5925,null,null,10844,null,null,8922,null,null,7344,null,null,9187,null,null,6926,null,null,7481,null,null,8310,null,null,7639,null,null,5686,null,null,7742,null,null,6523,null,null,3622,null,null,4536,null,null,4178,null,null,1704,null,null,3665,null,null,3718,null,null,555,null,null,48
163288,9869,17272,2532,14725,2306,2547,1241,41688,4039,34865,3921,6823,2317,18305,2281,11295,1612,7010,1860,27913,2468,15422,2426,12491,2057,26026,2737,15595,1986,10431,2145,19144,2103,11503,1722,7641,1761,9040,1419,5942,1348,3098,916,2728,731,2409,742,319,386,1172,421,917,442,255,244,9869,null,null,2532,null,null,2306,null,null,1241,null,null,4039,null,null,3921,null,null,2317,null,null,2281,null,null,1612,null,null,1860,null,null,2468,null,null,2426,null,null,2057,null,null,2737,null,null,1986,null,null,2145,null,null,2103,null,null,1722,null,null,1761,null,null,1419,null,null,1348,null,null,916,null,null,731,null,null,742,null,null,386,null,null,421,null,null,442,null,null,244,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
224686,12643,22560,3384,18664,3173,3896,1328,45253,4056,37082,3841,8171,1972,25247,2941,14838,2163,10409,2172,39136,3886,19253,2455,19883,3107,43631,4096,22393,3321,21238,3798,30444,3213,19894,2958,10550,2298,13358,2084,10362,1847,2996,1090,3019,1115,2972,1106,47,78,2038,1012,1957,992,81,99,12643,null,null,3384,null,null,3173,null,null,1328,null,null,4056,null,null,3841,null,null,1972,null,null,2941,null,null,2163,null,null,2172,null,null,3886,null,null,2455,null,null,3107,null,null,4096,null,null,3321,null,null,3798,null,null,3213,null,null,2958,null,null,2298,null,null,2084,null,null,1847,null,null,1090,null,null,1115,null,null,1106,null,null,78,null,null,1012,null,null,992,null,null,99,null,null,51
346472,13891,37571,3949,37046,3906,525,329,79326,5572,74041,5470,5285,1965,48740,4044,37692,3300,11048,2036,57676,3886,36417,3527,21259,3252,54251,3576,33440,3262,20811,2875,38542,3211,24353,2883,14189,2257,20600,1955,16953,1856,3647,1147,6740,1281,6175,1180,565,431,3026,859,3026,859,0,198,13891,null,null,3949,null,null,3906,null,null,329,null,null,5572,null,null,5470,null,null,1965,null,null,4044,null,null,3300,null,null,2036,null,null,3886,null,null,3527,null,null,3252,null,null,3576,null,null,3262,null,null,2875,null,null,3211,null,null,2883,null,null,2257,null,null,1955,null,null,1856,null,null,1147,null,null,1281,null,null,1180,null,null,431,null,null,859,null,null,859,null,null,198,null,null,53
6930,1753,707,442,707,442,0,193,852,529,852,529,0,193,1242,706,1107,667,135,177,1114,479,648,340,466,325,1266,703,907,648,359,301,546,299,394,238,152,177,812,415,700,390,112,148,132,175,132,175,0,193,259,379,259,379,0,193,1753,null,null,442,null,null,442,null,null,193,null,null,529,null,null,529,null,null,193,null,null,706,null,null,667,null,null,177,null,null,479,null,null,340,null,null,325,null,null,703,null,null,648,null,null,301,null,null,299,null,null,238,null,null,177,null,null,415,null,null,390,null,null,148,null,null,175,null,null,175,null,null,193,null,null,379,null,null,379,null,null,193,null,null,54
124691,7699,14969,2150,14506,2145,463,275,29636,3482,27167,3292,2469,922,13664,1648,9152,1515,4512,1021,22473,2134,14562,2017,7911,1828,20139,2206,12996,2180,7143,1660,12787,1744,9510,1659,3277,974,8003,1310,6636,1277,1367,610,1780,571,1746,571,34,59,1240,531,1123,492,117,183,7699,null,null,2150,null,null,2145,null,null,275,null,null,3482,null,null,3292,null,null,922,null,null,1648,null,null,1515,null,null,1021,null,null,2134,null,null,2017,null,null,1828,null,null,2206,null,null,2180,null,null,1660,null,null,1744,null,null,1659,null,null,974,null,null,1310,null,null,1277,null,null,610,null,null,571,null,null,571,null,null,59,null,null,531,null,null,492,null,null,183,null,null,55
5654,1932,326,259,326,259,0,197,1223,797,990,677,233,242,288,285,288,285,0,197,1047,653,426,354,621,599,798,551,503,379,295,409,837,734,809,730,28,50,626,311,626,311,0,197,228,210,228,210,0,197,281,257,281,257,0,197,1932,null,null,259,null,null,259,null,null,197,null,null,797,null,null,677,null,null,242,null,null,285,null,null,285,null,null,197,null,null,653,null,null,354,null,null,599,null,null,551,null,null,379,null,null,409,null,null,734,null,null,730,null,null,50,null,null,311,null,null,311,null,null,197,null,null,210,null,null,210,null,null,197,null,null,257,null,null,257,null,null,197,null,null,56
571579,19581,34974,3626,34376,3636,598,563,97795,5922,94605,6002,3190,980,60228,4068,56428,3927,3800,1217,71339,4797,61431,4609,9908,2018,79203,5707,70826,5198,8377,1817,74110,4982,66675,4526,7435,1826,67705,3845,61442,3830,6263,1482,50174,3428,49592,3383,582,364,36051,2417,35977,2425,74,123,19581,null,null,3626,null,null,3636,null,null,563,null,null,5922,null,null,6002,null,null,980,null,null,4068,null,null,3927,null,null,1217,null,null,4797,null,null,4609,null,null,2018,null,null,5707,null,null,5198,null,null,1817,null,null,4982,null,null,4526,null,null,1826,null,null,3845,null,null,3830,null,null,1482,null,null,3428,null,null,3383,null,null,364,null,null,2417,null,null,2425,null,null,123,null,null,72
69670,6884,10276,1653,9654,1628,622,470,18051,2706,15195,2516,2856,1384,7146,1985,4865,1728,2281,922,11772,1811,5242,1227,6530,1577,13027,2039,5832,1544,7195,1527,5640,1643,3702,1282,1938,835,2121,720,1728,693,393,237,1088,607,906,561,182,269,549,449,518,445,31,50,6884,null,null,1653,null,null,1628,null,null,470,null,null,2706,null,null,2516,null,null,1384,null,null,1985,null,null,1728,null,null,922,null,null,1811,null,null,1227,null,null,1577,null,null,2039,null,null,1544,null,null,1527,null,null,1643,null,null,1282,null,null,835,null,null,720,null,null,693,null,null,237,null,null,607,null,null,561,null,null,269,null,null,449,null,null,445,null,null,50,null,null,01
12225,3172,796,678,789,676,7,13,1830,996,1830,996,0,155,1949,994,1892,992,57,64,2665,1045,1562,789,1103,798,1717,1145,1374,1135,343,407,1483,579,1202,587,281,234,1646,1159,1548,1156,98,98,30,49,30,49,0,155,109,150,0,155,109,150,3172,null,null,678,null,null,676,null,null,13,null,null,996,null,null,996,null,null,155,null,null,994,null,null,992,null,null,64,null,null,1045,null,null,789,null,null,798,null,null,1145,null,null,1135,null,null,407,null,null,579,null,null,587,null,null,234,null,null,1159,null,null,1156,null,null,98,null,null,49,null,null,49,null,null,155,null,null,150,null,null,155,null,null,150,null,null,02
578485,20554,55133,4548,50625,4515,4508,1591,122870,6493,106304,6600,16566,3005,81607,5276,59234,5322,22373,2870,91273,5238,67576,4767,23697,3310,84829,4896,61169,4726,23660,3486,69864,4653,50547,4167,19317,2945,42715,3814,35198,3271,7517,1675,19827,2106,19246,2009,581,414,10367,1751,10015,1702,352,283,20554,null,null,4548,null,null,4515,null,null,1591,null,null,6493,null,null,6600,null,null,3005,null,null,5276,null,null,5322,null,null,2870,null,null,5238,null,null,4767,null,null,3310,null,null,4896,null,null,4726,null,null,3486,null,null,4653,null,null,4167,null,null,2945,null,null,3814,null,null,3271,null,null,1675,null,null,2106,null,null,2009,null,null,414,null,null,1751,null,null,1702,null,null,283,null,null,04
85843,6098,12102,1785,10810,1446,1292,852,21810,2391,19622,2311,2188,1195,10761,2102,6554,1625,4207,1201,12470,1920,6731,1507,5739,1305,14250,2458,6656,1654,7594,1972,8786,1999,5969,1598,2817,1157,3292,978,2929,959,363,313,1893,771,1696,734,197,311,479,385,322,336,157,194,6098,null,null,1785,null,null,1446,null,null,852,null,null,2391,null,null,2311,null,null,1195,null,null,2102,null,null,1625,null,null,1201,null,null,1920,null,null,1507,null,null,1305,null,null,2458,null,null,1654,null,null,1972,null,null,1999,null,null,1598,null,null,1157,null,null,978,null,null,959,null,null,313,null,null,771,null,null,734,null,null,311,null,null,385,null,null,336,null,null,194,null,null,05
5579896,65537,529839,13629,511841,13387,17998,2932,1104715,23178,1049257,22398,55458,6107,698782,15740,589717,14143,109065,5520,938994,17142,728728,14414,210266,10507,830004,14659,645263,15322,184741,8265,705476,13272,569096,12853,136380,7147,448791,10098,386474,9364,62317,4659,207473,6486,198686,6618,8787,1517,115822,5821,112459,5700,3363,1065,65537,null,null,13629,null,null,13387,null,null,2932,null,null,23178,null,null,22398,null,null,6107,null,null,15740,null,null,14143,null,null,5520,null,null,17142,null,null,14414,null,null,10507,null,null,14659,null,null,15322,null,null,8265,null,null,13272,null,null,12853,null,null,7147,null,null,10098,null,null,9364,null,null,4659,null,null,6486,null,null,6618,null,null,1517,null,null,5821,null,null,5700,null,null,1065,null,null,06
226592,12950,19266,2733,18087,2624,1179,670,47816,4980,44279,5109,3537,1587,27023,3384,19786,3349,7237,1510,35625,3708,22720,2871,12905,2434,37881,3386,24010,3072,13871,2218,29543,2611,21527,2376,8016,1760,17013,1910,14364,1815,2649,1121,8750,1291,8302,1200,448,393,3675,948,3550,928,125,155,12950,null,null,2733,null,null,2624,null,null,670,null,null,4980,null,null,5109,null,null,1587,null,null,3384,null,null,3349,null,null,1510,null,null,3708,null,null,2871,null,null,2434,null,null,3386,null,null,3072,null,null,2218,null,null,2611,null,null,2376,null,null,1760,null,null,1910,null,null,1815,null,null,1121,null,null,1291,null,null,1200,null,null,393,null,null,948,null,null,928,null,null,155,null,null,08
165687,10806,13958,2348,13750,2327,208,254,32440,3732,31274,3773,1166,730,20341,2447,16943,2373,3398,1336,29052,3088,20842,2835,8210,2019,27571,3320,20197,2945,7374,1992,22061,2613,18216,2380,3845,1289,12315,1805,10362,1640,1953,818,5143,1065,5078,1066,65,105,2806,763,2717,744,89,143,10806,null,null,2348,null,null,2327,null,null,254,null,null,3732,null,null,3773,null,null,730,null,null,2447,null,null,2373,null,null,1336,null,null,3088,null,null,2835,null,null,2019,null,null,3320,null,null,2945,null,null,1992,null,null,2613,null,null,2380,null,null,1289,null,null,1805,null,null,1640,null,null,818,null,null,1065,null,null,1066,null,null,105,null,null,763,null,null,744,null,null,143,null,null,09
15257,4574,1582,841,1582,841,0,193,2784,1534,2764,1533,20,38,1638,832,1187,708,451,624,3498,1273,2217,954,1281,1115,2491,1493,1381,877,1110,839,1398,699,1296,685,102,164,935,762,929,760,6,13,880,708,880,708,0,193,51,69,51,69,0,193,4574,null,null,841,null,null,841,null,null,193,null,null,1534,null,null,1533,null,null,38,null,null,832,null,null,708,null,null,624,null,null,1273,null,null,954,null,null,1115,null,null,1493,null,null,877,null,null,839,null,null,699,null,null,685,null,null,164,null,null,762,null,null,760,null,null,13,null,null,708,null,null,708,null,null,193,null,null,69,null,null,69,null,null,193,null,null,10
37132,4302,5739,1357,5438,1375,301,475,6715,1109,6239,1064,476,452,3051,883,2665,916,386,307,8296,1493,5660,1207,2636,1136,7188,1208,6184,1191,1004,565,2572,1000,1509,881,1063,614,2102,901,2102,901,0,203,1246,591,929,471,317,373,223,261,223,261,0,203,4302,null,null,1357,null,null,1375,null,null,475,null,null,1109,null,null,1064,null,null,452,null,null,883,null,null,916,null,null,307,null,null,1493,null,null,1207,null,null,1136,null,null,1208,null,null,1191,null,null,565,null,null,1000,null,null,881,null,null,614,null,null,901,null,null,901,null,null,203,null,null,591,null,null,471,null,null,373,null,null,261,null,null,261,null,null,203,null,null,11
