B05003D_001E,B05003D_001M,B05003D_002E,B05003D_002M,B05003D_003E,B05003D_003M,B05003D_004E,B05003D_004M,B05003D_005E,B05003D_005M,B05003D_006E,B05003D_006M,B05003D_007E,B05003D_007M,B05003D_008E,B05003D_008M,B05003D_009E,B05003D_009M,B05003D_010E,B05003D_010M,B05003D_011E,B05003D_011M,B05003D_012E,B05003D_012M,B05003D_013E,B05003D_013M,B05003D_014E,B05003D_014M,B05003D_015E,B05003D_015M,B05003D_016E,B05003D_016M,B05003D_017E,B05003D_017M,B05003D_018E,B05003D_018M,B05003D_019E,B05003D_019M,B05003D_020E,B05003D_020M,B05003D_021E,B05003D_021M,B05003D_022E,B05003D_022M,B05003D_023E,B05003D_023M,B05003D_001M,B05003D_001EA,B05003D_001MA,B05003D_002M,B05003D_002EA,B05003D_002MA,B05003D_003M,B05003D_003EA,B05003D_003MA,B05003D_004M,B05003D_004EA,B05003D_004MA,B05003D_005M,B05003D_005EA,B05003D_005MA,B05003D_006M,B05003D_006EA,B05003D_006MA,B05003D_007M,B05003D_007EA,B05003D_007MA,B05003D_008M,B05003D_008EA,B05003D_008MA,B05003D_009M,B05003D_009EA,B05003D_009MA,B05003D_010M,B05003D_010EA,B05003D_010MA,B05003D_011M,B05003D_011EA,B05003D_011MA,B05003D_012M,B05003D_012EA,B05003D_012MA,B05003D_013M,B05003D_013EA,B05003D_013MA,B05003D_014M,B05003D_014EA,B05003D_014MA,B05003D_015M,B05003D_015EA,B05003D_015MA,B05003D_016M,B05003D_016EA,B05003D_016MA,B05003D_017M,B05003D_017EA,B05003D_017MA,B05003D_018M,B05003D_018EA,B05003D_018MA,B05003D_019M,B05003D_019EA,B05003D_019MA,B05003D_020M,B05003D_020EA,B05003D_020MA,B05003D_021M,B05003D_021EA,B05003D_021MA,B05003D_022M,B05003D_022EA,B05003D_022MA,B05003D_023M,B05003D_023EA,B05003D_023MA,state
5691,1571,1820,778,342,364,342,364,0,222,0,222,0,222,1478,653,431,261,1047,585,436,281,611,495,3871,1207,528,373,437,365,91,112,0,222,91,112,3343,1050,2194,809,1149,516,456,307,693,434,1571,null,null,778,null,null,364,null,null,364,null,null,222,null,null,222,null,null,222,null,null,653,null,null,261,null,null,585,null,null,281,null,null,495,null,null,1207,null,null,373,null,null,365,null,null,112,null,null,222,null,null,112,null,null,1050,null,null,809,null,null,516,null,null,307,null,null,434,null,null,72
65611,3698,29550,2105,7764,1316,6332,1171,1432,690,734,524,698,334,21786,1659,4688,1333,17098,1426,7689,1236,9409,1452,36061,2900,9462,1648,6500,1440,2962,1065,1129,499,1833,879,26599,2052,4316,898,22283,1978,12431,1479,9852,1411,3698,null,null,2105,null,null,1316,null,null,1171,null,null,690,null,null,524,null,null,334,null,null,1659,null,null,1333,null,null,1426,null,null,1236,null,null,1452,null,null,2900,null,null,1648,null,null,1440,null,null,1065,null,null,499,null,null,879,null,null,2052,null,null,898,null,null,1978,null,null,1479,null,null,1411,null,null,01
45580,3124,21916,1981,5781,1357,4229,1094,1552,700,959,531,593,471,16135,1197,4093,1078,12042,1178,7271,1072,4771,1136,23664,1685,4327,1082,2596,986,1731,733,915,577,816,535,19337,1041,3606,926,15731,1248,7863,1342,7868,1682,3124,null,null,1981,null,null,1357,null,null,1094,null,null,700,null,null,531,null,null,471,null,null,1197,null,null,1078,null,null,1178,null,null,1072,null,null,1136,null,null,1685,null,null,1082,null,null,986,null,null,733,null,null,577,null,null,535,null,null,1041,null,null,926,null,null,1248,null,null,1342,null,null,1682,null,null,02
220438,4835,103495,2844,22820,1600,17046,1769,5774,1340,2272,869,3502,1017,80675,2161,20778,2124,59897,2536,32552,2264,27345,2285,116943,3111,20956,1748,14344,1753,6612,1392,3199,1199,3413,821,95987,1881,17841,2205,78146,2142,47947,2487,30199,2494,4835,null,null,2844,null,null,1600,null,null,1769,null,null,1340,null,null,869,null,null,1017,null,null,2161,null,null,2124,null,null,2536,null,null,2264,null,null,2285,null,null,3111,null,null,1748,null,null,1753,null,null,1392,null,null,1199,null,null,821,null,null,1881,null,null,2205,null,null,2142,null,null,2487,null,null,2494,null,null,04
41781,2680,18911,1639,3790,987,2588,961,1202,494,544,427,658,434,15121,1230,3639,1060,11482,1258,5664,1184,5818,1048,22870,2187,4857,1306,2950,1097,1907,679,1532,669,375,296,18013,1438,3656,886,14357,1335,7484,1261,6873,1309,2680,null,null,1639,null,null,987,null,null,961,null,null,494,null,null,427,null,null,434,null,null,1230,null,null,1060,null,null,1258,null,null,1184,null,null,1048,null,null,2187,null,null,1306,null,null,1097,null,null,679,null,null,669,null,null,296,null,null,1438,null,null,886,null,null,1335,null,null,1261,null,null,1309,null,null,05
5602074,18509,2651898,10308,529985,6525,448292,7491,81693,4750,27474,2675,54219,4396,2121913,7214,584960,11334,1536953,11694,1007113,11159,529840,10357,2950176,11169,501038,7564,426882,9011,74156,4857,26333,2973,47823,3935,2449138,6914,570938,11410,1878200,11552,1256803,13854,621397,12430,18509,null,null,10308,null,null,6525,null,null,7491,null,null,4750,null,null,2675,null,null,4396,null,null,7214,null,null,11334,null,null,11694,null,null,11159,null,null,10357,null,null,11169,null,null,7564,null,null,9011,null,null,4857,null,null,2973,null,null,3935,null,null,6914,null,null,11410,null,null,11552,null,null,13854,null,null,12430,null,null,06
175951,4618,78035,2569,17537,1580,12080,1577,5457,1150,1731,715,3726,1074,60498,1858,16479,2035,44019,2240,25231,1871,18788,2028,97916,2932,21558,1673,14159,1585,7399,1064,3660,774,3739,997,76358,1967,16961,1841,59397,2343,33356,2022,26041,2105,4618,null,null,2569,null,null,1580,null,null,1577,null,null,1150,null,null,715,null,null,1074,null,null,1858,null,null,2035,null,null,2240,null,null,1871,null,null,2028,null,null,2932,null,null,1673,null,null,1585,null,null,1064,null,null,774,null,null,997,null,null,1967,null,null,1841,null,null,2343,null,null,2022,null,null,2105,null,null,08
161950,3536,76023,2204,17878,1489,13189,1428,4689,1073,1202,655,3487,907,58145,1525,11097,1629,47048,1955,24492,1946,22556,2346,85927,2172,19134,1286,13828,1361,5306,1097,2303,791,3003,929,66793,1583,9743,1623,57050,1875,30882,2199,26168,2260,3536,null,null,2204,null,null,1489,null,null,1428,null,null,1073,null,null,655,null,null,907,null,null,1525,null,null,1629,null,null,1955,null,null,1946,null,null,2346,null,null,2172,null,null,1286,null,null,1361,null,null,1097,null,null,791,null,null,929,null,null,1583,null,null,1623,null,null,1875,null,null,2199,null,null,2260,null,null,09
35646,1583,17644,1124,3534,957,2944,969,590,345,146,213,444,263,14110,600,1662,632,12448,742,6681,1057,5767,937,18002,1155,3408,730,2743,769,665,411,408,334,257,262,14594,734,2145,689,12449,1030,6579,1049,5870,1146,1583,null,null,1124,null,null,957,null,null,969,null,null,345,null,null,213,null,null,263,null,null,600,null,null,632,null,null,742,null,null,1057,null,null,937,null,null,1155,null,null,730,null,null,769,null,null,411,null,null,334,null,null,262,null,null,734,null,null,689,null,null,1030,null,null,1049,null,null,1146,null,null,10
26436,1256,10685,905,982,529,812,469,170,201,142,205,28,48,9703,697,3739,746,5964,918,2785,709,3179,972,15751,709,1060,391,735,353,325,230,325,230,0,203,14691,560,6477,987,8214,973,4469,720,3745,977,1256,null,null,905,null,null,529,null,null,469,null,null,201,null,null,205,null,null,48,null,null,697,null,null,746,null,null,918,null,null,709,null,null,972,null,null,709,null,null,391,null,null,353,null,null,230,null,null,230,null,null,203,null,null,560,null,null,987,null,null,973,null,null,720,null,null,977,null,null,11
