B01001G_001E,B01001G_001M,B01001G_002E,B01001G_002M,B01001G_003E,B01001G_003M,B01001G_004E,B01001G_004M,B01001G_005E,B01001G_005M,B01001G_006E,B01001G_006M,B01001G_007E,B01001G_007M,B01001G_008E,B01001G_008M,B01001G_009E,B01001G_009M,B01001G_010E,B01001G_010M,B01001G_011E,B01001G_011M,B01001G_012E,B01001G_012M,B01001G_013E,B01001G_013M,B01001G_014E,B01001G_014M,B01001G_015E,B01001G_015M,B01001G_016E,B01001G_016M,B01001G_017E,B01001G_017M,B01001G_018E,B01001G_018M,B01001G_019E,B01001G_019M,B01001G_020E,B01001G_020M,B01001G_021E,B01001G_021M,B01001G_022E,B01001G_022M,B01001G_023E,B01001G_023M,B01001G_024E,B01001G_024M,B01001G_025E,B01001G_025M,B01001G_026E,B01001G_026M,B01001G_027E,B01001G_027M,B01001G_028E,B01001G_028M,B01001G_029E,B01001G_029M,B01001G_030E,B01001G_030M,B01001G_031E,B01001G_031M,B01001G_001M,B01001G_001EA,B01001G_001MA,B01001G_002M,B01001G_002EA,B01001G_002MA,B01001G_003M,B01001G_003EA,B01001G_003MA,B01001G_004M,B01001G_004EA,B01001G_004MA,B01001G_005M,B01001G_005EA,B01001G_005MA,B01001G_006M,B01001G_006EA,B01001G_006MA,B01001G_007M,B01001G_007EA,B01001G_007MA,B01001G_008M,B01001G_008EA,B01001G_008MA,B01001G_009M,B01001G_009EA,B01001G_009MA,B01001G_010M,B01001G_010EA,B01001G_010MA,B01001G_011M,B01001G_011EA,B01001G_011MA,B01001G_012M,B01001G_012EA,B01001G_012MA,B01001G_013M,B01001G_013EA,B01001G_013MA,B01001G_014M,B01001G_014EA,B01001G_014MA,B01001G_015M,B01001G_015EA,B01001G_015MA,B01001G_016M,B01001G_016EA,B01001G_016MA,B01001G_017M,B01001G_017EA,B01001G_017MA,B01001G_018M,B01001G_018EA,B01001G_018MA,B01001G_019M,B01001G_019EA,B01001G_019MA,B01001G_020M,B01001G_020EA,B01001G_020MA,B01001G_021M,B01001G_021EA,B01001G_021MA,B01001G_022M,B01001G_022EA,B01001G_022MA,B01001G_023M,B01001G_023EA,B01001G_023MA,B01001G_024M,B01001G_024EA,B01001G_024MA,B01001G_025M,B01001G_025EA,B01001G_025MA,B01001G_026M,B01001G_026EA,B01001G_026MA,B01001G_027M,B01001G_027EA,B01001G_027MA,B01001G_028M,B01001G_028EA,B01001G_028MA,B01001G_029M,B01001G_029EA,B01001G_029MA,B01001G_030M,B01001G_030EA,B01001G_030MA,B01001G_031M,B01001G_031EA,B01001G_031MA,state
32887,4436,15315,2659,1566,738,1918,764,2293,887,1499,661,643,309,1042,462,1167,611,790,397,1746,722,1601,736,543,349,412,292,95,115,0,208,17572,2832,3143,1160,1243,505,2394,754,812,438,548,227,1896,867,1611,624,1343,655,1475,730,979,529,1601,579,382,228,145,143,0,208,4436,null,null,2659,null,null,738,null,null,764,null,null,887,null,null,661,null,null,309,null,null,462,null,null,611,null,null,397,null,null,722,null,null,736,null,null,349,null,null,292,null,null,115,null,null,208,null,null,2832,null,null,1160,null,null,505,null,null,754,null,null,438,null,null,227,null,null,867,null,null,624,null,null,655,null,null,730,null,null,529,null,null,579,null,null,228,null,null,143,null,null,208,null,null,44
108096,9006,55140,5622,13245,2675,9304,2040,6489,1484,2359,806,2177,869,3854,1125,2457,769,3106,1066,4955,1276,3020,897,2732,845,1144,476,188,151,110,119,52956,5104,8906,1859,7076,1384,6675,1566,3852,1028,2843,953,4198,1187,4202,1324,1661,695,3865,1095,3800,939,2250,677,2294,798,866,425,468,357,9006,null,null,5622,null,null,2675,null,null,2040,null,null,1484,null,null,806,null,null,869,null,null,1125,null,null,769,null,null,1066,null,null,1276,null,null,897,null,null,845,null,null,476,null,null,151,null,null,119,null,null,5104,null,null,1859,null,null,1384,null,null,1566,null,null,1028,null,null,953,null,null,1187,null,null,1324,null,null,695,null,null,1095,null,null,939,null,null,677,null,null,798,null,null,425,null,null,357,null,null,45
21548,2935,11125,1830,1207,624,2349,955,1658,477,820,503,587,458,1189,535,862,653,563,417,536,325,423,260,763,508,74,74,94,95,0,157,10423,1773,2115,822,1103,371,1565,502,717,392,381,279,1024,610,835,441,773,350,710,337,511,348,445,453,186,190,11,16,47,84,2935,null,null,1830,null,null,624,null,null,955,null,null,477,null,null,503,null,null,458,null,null,535,null,null,653,null,null,417,null,null,325,null,null,260,null,null,508,null,null,74,null,null,95,null,null,157,null,null,1773,null,null,822,null,null,371,null,null,502,null,null,392,null,null,279,null,null,610,null,null,441,null,null,350,null,null,337,null,null,348,null,null,453,null,null,190,null,null,16,null,null,84,null,null,46
139850,9818,69222,5758,11998,2113,10834,1981,7986,1838,5761,1277,3220,1137,4406,1127,4396,1292,3364,941,5400,1191,4356,1170,4475,1042,1911,642,1012,493,103,108,70628,5623,11196,1966,11349,2260,7718,1851,3254,934,1806,715,5813,1332,3806,945,4600,1269,5965,1129,5921,1436,4804,1075,3190,904,1026,397,180,173,9818,null,null,5758,null,null,2113,null,null,1981,null,null,1838,null,null,1277,null,null,1137,null,null,1127,null,null,1292,null,null,941,null,null,1191,null,null,1170,null,null,1042,null,null,642,null,null,493,null,null,108,null,null,5623,null,null,1966,null,null,2260,null,null,1851,null,null,934,null,null,715,null,null,1332,null,null,945,null,null,1269,null,null,1129,null,null,1436,null,null,1075,null,null,904,null,null,397,null,null,173,null,null,47
714714,21781,360146,14145,53859,4013,49833,4493,43494,4162,24774,2994,14205,1817,27474,3170,26944,2850,22694,3075,33986,3269,27540,3003,19614,2258,10216,1566,4496,1045,1017,477,354568,11383,48170,4041,47643,4366,39588,3866,21772,2252,12451,1756,26188,3109,26129,2817,23553,3211,38444,3046,26340,2746,23566,2344,14665,1629,3567,882,2492,845,21781,null,null,14145,null,null,4013,null,null,4493,null,null,4162,null,null,2994,null,null,1817,null,null,3170,null,null,2850,null,null,3075,null,null,3269,null,null,3003,null,null,2258,null,null,1566,null,null,1045,null,null,477,null,null,11383,null,null,4041,null,null,4366,null,null,3866,null,null,2252,null,null,1756,null,null,3109,null,null,2817,null,null,3211,null,null,3046,null,null,2746,null,null,2344,null,null,1629,null,null,882,null,null,845,null,null,48
89044,6578,44978,3953,7061,1367,6621,1308,5683,1283,3175,814,2518,1016,4897,1086,2235,566,2434,797,4682,1271,3097,982,1306,462,894,455,301,209,74,131,44066,4099,7347,1254,6037,1249,5336,1197,2895,818,3397,1048,5071,1116,2900,776,3125,1021,3021,701,2213,686,1283,548,759,318,660,511,22,39,6578,null,null,3953,null,null,1367,null,null,1308,null,null,1283,null,null,814,null,null,1016,null,null,1086,null,null,566,null,null,797,null,null,1271,null,null,982,null,null,462,null,null,455,null,null,209,null,null,131,null,null,4099,null,null,1254,null,null,1249,null,null,1197,null,null,818,null,null,1048,null,null,1116,null,null,776,null,null,1021,null,null,701,null,null,686,null,null,548,null,null,318,null,null,511,null,null,39,null,null,49
12324,1632,6172,925,909,373,889,346,782,538,153,128,125,120,229,186,374,296,440,271,584,358,727,397,462,277,457,271,22,42,19,34,6152,1220,602,299,848,548,724,355,219,174,298,223,430,244,616,444,179,162,406,246,589,281,747,442,334,232,160,193,0,151,1632,null,null,925,null,null,373,null,null,346,null,null,538,null,null,128,null,null,120,null,null,186,null,null,296,null,null,271,null,null,358,null,null,397,null,null,277,null,null,271,null,null,42,null,null,34,null,null,1220,null,null,299,null,null,548,null,null,355,null,null,174,null,null,223,null,null,244,null,null,444,null,null,162,null,null,246,null,null,281,null,null,442,null,null,232,null,null,193,null,null,151,null,null,50
310423,12755,157674,8238,26421,2793,21432,2790,20118,2457,10474,1494,8750,1856,13610,2110,10630,1914,8184,1601,12803,1882,10394,1622,9074,1391,3959,987,1149,596,676,355,152749,7507,23827,3056,19637,2515,17342,2492,9705,1342,6931,1491,13014,1923,12475,2198,10053,1897,12903,2134,11950,1664,8416,1568,3801,952,1976,631,719,352,12755,null,null,8238,null,null,2793,null,null,2790,null,null,2457,null,null,1494,null,null,1856,null,null,2110,null,null,1914,null,null,1601,null,null,1882,null,null,1622,null,null,1391,null,null,987,null,null,596,null,null,355,null,null,7507,null,null,3056,null,null,2515,null,null,2492,null,null,1342,null,null,1491,null,null,1923,null,null,2198,null,null,1897,null,null,2134,null,null,1664,null,null,1568,null,null,952,null,null,631,null,null,352,null,null,51
414136,15502,208896,9014,25745,2827,30673,3415,24175,2668,14260,1680,8927,1350,17206,2380,17374,2154,14144,1924,21197,2389,15932,1703,11421,1431,5083,1164,1918,623,841,601,205240,9079,28450,2747,27076,2609,23118,2644,11878,1826,7188,1202,18889,2264,16580,2266,12988,1552,20052,2346,16625,2016,13590,1690,6043,1021,2041,637,722,342,15502,null,null,9014,null,null,2827,null,null,3415,null,null,2668,null,null,1680,null,null,1350,null,null,2380,null,null,2154,null,null,1924,null,null,2389,null,null,1703,null,null,1431,null,null,1164,null,null,623,null,null,601,null,null,9079,null,null,2747,null,null,2609,null,null,2644,null,null,1826,null,null,1202,null,null,2264,null,null,2266,null,null,1552,null,null,2346,null,null,2016,null,null,1690,null,null,1021,null,null,637,null,null,342,null,null,53
31304,3390,15338,2348,2429,836,2123,708,3096,844,1147,501,475,396,957,616,740,500,651,410,503,341,1365,618,1085,550,609,429,158,201,0,193,15966,2248,2293,867,2994,1130,1725,810,1149,536,882,449,477,327,898,520,585,444,1225,558,1101,487,1265,453,903,519,445,329,24,40,3390,null,null,2348,null,null,836,null,null,708,null,null,844,null,null,501,null,null,396,null,null,616,null,null,500,null,null,410,null,null,341,null,null,618,null,null,550,null,null,429,null,null,201,null,null,193,null,null,2248,null,null,867,null,null,1130,null,null,810,null,null,536,null,null,449,null,null,327,null,null,520,null,null,444,null,null,558,null,null,487,null,null,453,null,null,519,null,null,329,null,null,40,null,null,54
140330,7902,71333,4947,11846,1569,13549,2025,9311,1567,5248,1393,3840,1204,6349,1050,3479,914,4767,1018,5606,970,3205,698,2370,599,1242,391,343,164,178,144,68997,4492,11764,1844,12480,1745,8871,1509,4140,933,2402,758,5961,1184,5061,1223,3231,790,5197,1191,4659,967,2733,640,1343,419,791,446,364,297,7902,null,null,4947,null,null,1569,null,null,2025,null,null,1567,null,null,1393,null,null,1204,null,null,1050,null,null,914,null,null,1018,null,null,970,null,null,698,null,null,599,null,null,391,null,null,164,null,null,144,null,null,4492,null,null,1844,null,null,1745,null,null,1509,null,null,933,null,null,758,null,null,1184,null,null,1223,null,null,790,null,null,1191,null,null,967,null,null,640,null,null,419,null,null,446,null,null,297,null,null,55
15304,2090,7712,1303,952,459,1200,526,1136,726,601,545,28,39,244,222,591,424,334,341,829,458,626,445,903,560,123,153,97,122,48,98,7592,1471,964,543,694,537,1000,676,451,282,308,279,492,433,805,538,276,263,935,499,906,577,313,266,357,260,91,116,0,197,2090,null,null,1303,null,null,459,null,null,526,null,null,726,null,null,545,null,null,39,null,null,222,null,null,424,null,null,341,null,null,458,null,null,445,null,null,560,null,null,153,null,null,122,null,null,98,null,null,1471,null,null,543,null,null,537,null,null,676,null,null,282,null,null,279,null,null,433,null,null,538,null,null,263,null,null,499,null,null,577,null,null,266,null,null,260,null,null,116,null,null,197,null,null,56
147855,10164,72178,5478,2763,783,4432,1391,4126,1052,3377,875,2633,782,4725,1464,6500,1740,5186,1191,10755,2092,8927,1539,8253,1412,6398,1287,3263,832,840,420,75677,6159,4777,1629,4836,1268,6762,1621,3036,774,1774,634,4926,1254,3799,1093,5165,1097,9625,1792,10095,1759,8576,1393,6801,1381,3583,908,1922,676,10164,null,null,5478,null,null,783,null,null,1391,null,null,1052,null,null,875,null,null,782,null,null,1464,null,null,1740,null,null,1191,null,null,2092,null,null,1539,null,null,1412,null,null,1287,null,null,832,null,null,420,null,null,6159,null,null,1629,null,null,1268,null,null,1621,null,null,774,null,null,634,null,null,1254,null,null,1093,null,null,1097,null,null,1792,null,null,1759,null,null,1393,null,null,1381,null,null,908,null,null,676,null,null,72
83858,7172,43447,4144,6994,1702,6123,1371,5226,1098,2502,884,2544,768,2810,858,3448,983,2066,798,1662,618,4547,1201,2679,564,1949,701,680,264,217,170,40411,4264,5017,1441,6296,1686,4082,1177,2342,763,1754,678,3357,1152,2102,941,2665,938,2718,919,3737,834,3019,673,2408,634,660,310,254,187,7172,null,null,4144,null,null,1702,null,null,1371,null,null,1098,null,null,884,null,null,768,null,null,858,null,null,983,null,null,798,null,null,618,null,null,1201,null,null,564,null,null,701,null,null,264,null,null,170,null,null,4264,null,null,1441,null,null,1686,null,null,1177,null,null,763,null,null,678,null,null,1152,null,null,941,null,null,938,null,null,919,null,null,834,null,null,673,null,null,634,null,null,310,null,null,187,null,null,01
63961,5261,32648,3168,4349,890,5298,1208,3333,881,2723,842,2420,895,2724,896,2230,689,2412,639,2072,709,2697,832,1410,441,756,336,146,112,78,105,31313,2979,4758,907,4702,1068,3747,1014,2127,743,515,473,2387,765,2782,831,2284,750,3461,896,1690,630,1586,517,1133,522,140,107,1,3,5261,null,null,3168,null,null,890,null,null,1208,null,null,881,null,null,842,null,null,895,null,null,896,null,null,689,null,null,639,null,null,709,null,null,832,null,null,441,null,null,336,null,null,112,null,null,105,null,null,2979,null,null,907,null,null,1068,null,null,1014,null,null,743,null,null,473,null,null,765,null,null,831,null,null,750,null,null,896,null,null,630,null,null,517,null,null,522,null,null,107,null,null,3,null,null,02
249680,13653,129827,7349,18568,2364,19622,2506,14805,2000,9663,1423,5884,1122,10470,2294,7753,1525,8670,1630,12734,1940,8951,1528,7163,1429,3857,795,1326,547,361,261,119853,8162,17199,2238,15520,2273,14888,2045,8490,1459,5257,1116,10186,1487,7345,1480,7341,1384,12514,1968,8204,1307,6564,1164,4463,1111,1373,617,509,373,13653,null,null,7349,null,null,2364,null,null,2506,null,null,2000,null,null,1423,null,null,1122,null,null,2294,null,null,1525,null,null,1630,null,null,1940,null,null,1528,null,null,1429,null,null,795,null,null,547,null,null,261,null,null,8162,null,null,2238,null,null,2273,null,null,2045,null,null,1459,null,null,1116,null,null,1487,null,null,1480,null,null,1384,null,null,1968,null,null,1307,null,null,1164,null,null,1111,null,null,617,null,null,373,null,null,04
77421,6277,37621,4046,7710,1416,6017,1672,3111,959,2110,871,1359,708,2143,778,2799,1046,1931,565,3154,1092,2741,743,2228,723,923,361,1077,494,318,291,39800,3877,4681,1360,7037,1427,3629,949,3052,1118,2166,890,2687,887,2235,928,2388,743,2879,925,2915,794,3187,1016,1777,543,727,355,440,309,6277,null,null,4046,null,null,1416,null,null,1672,null,null,959,null,null,871,null,null,708,null,null,778,null,null,1046,null,null,565,null,null,1092,null,null,743,null,null,723,null,null,361,null,null,494,null,null,291,null,null,3877,null,null,1360,null,null,1427,null,null,949,null,null,1118,null,null,890,null,null,887,null,null,928,null,null,743,null,null,925,null,null,794,null,null,1016,null,null,543,null,null,355,null,null,309,null,null,05
1879650,30456,933461,17561,130425,6151,115916,5626,107472,5509,56872,3406,36425,3080,77586,4604,77563,5312,66493,4371,90202,5144,75617,3789,54888,3110,28101,2176,11633,1502,4268,915,946189,18647,124668,5816,115559,5718,102000,5630,56526,3763,34904,2628,81409,5751,77031,4041,62233,4102,91185,4144,79377,3896,60428,3481,38418,3190,15217,1870,7234,1351,30456,null,null,17561,null,null,6151,null,null,5626,null,null,5509,null,null,3406,null,null,3080,null,null,4604,null,null,5312,null,null,4371,null,null,5144,null,null,3789,null,null,3110,null,null,2176,null,null,1502,null,null,915,null,null,18647,null,null,5816,null,null,5718,null,null,5630,null,null,3763,null,null,2628,null,null,5751,null,null,4041,null,null,4102,null,null,4144,null,null,3896,null,null,3481,null,null,3190,null,null,1870,null,null,1351,null,null,06
184361,9839,96356,6164,13256,1897,12805,1873,11561,1734,6397,1086,3577,932,8158,1521,7499,1257,7441,1424,9068,1327,7022,1825,6048,1200,2763,685,668,328,93,109,88005,5904,12406,1981,10628,1774,10927,1867,4867,978,3197,744,7764,1674,6468,1146,5259,1159,9129,1510,7205,1333,5594,1014,2481,635,1749,560,331,268,9839,null,null,6164,null,null,1897,null,null,1873,null,null,1734,null,null,1086,null,null,932,null,null,1521,null,null,1257,null,null,1424,null,null,1327,null,null,1825,null,null,1200,null,null,685,null,null,328,null,null,109,null,null,5904,null,null,1981,null,null,1774,null,null,1867,null,null,978,null,null,744,null,null,1674,null,null,1146,null,null,1159,null,null,1510,null,null,1333,null,null,1014,null,null,635,null,null,560,null,null,268,null,null,08
111524,8304,57053,4526,9226,1855,9028,1670,5359,1295,3837,1123,2379,727,5510,1186,4331,1087,2167,780,6866,1475,4576,1010,2585,646,980,405,159,149,50,59,54471,5040,7854,1622,7984,1483,6039,1401,3711,1105,2529,979,4515,1095,3427,984,3623,1027,5051,1184,4909,1120,2820,814,1158,483,758,377,93,92,8304,null,null,4526,null,null,1855,null,null,1670,null,null,1295,null,null,1123,null,null,727,null,null,1186,null,null,1087,null,null,780,null,null,1475,null,null,1010,null,null,646,null,null,405,null,null,149,null,null,59,null,null,5040,null,null,1622,null,null,1483,null,null,1401,null,null,1105,null,null,979,null,null,1095,null,null,984,null,null,1027,null,null,1184,null,null,1120,null,null,814,null,null,483,null,null,377,null,null,92,null,null,09
25714,3500,10662,1958,2424,854,1567,666,2028,771,528,307,390,350,704,364,502,349,866,495,610,460,343,242,243,220,230,201,82,95,145,161,15052,2414,2393,930,1386,640,1257,685,1107,581,1334,707,1000,536,493,437,1825,916,1599,621,1013,581,1025,516,520,353,30,50,70,74,3500,null,null,1958,null,null,854,null,null,666,null,null,771,null,null,307,null,null,350,null,null,364,null,null,349,null,null,495,null,null,460,null,null,242,null,null,220,null,null,201,null,null,95,null,null,161,null,null,2414,null,null,930,null,null,640,null,null,685,null,null,581,null,null,707,null,null,536,null,null,437,null,null,916,null,null,621,null,null,581,null,null,516,null,null,353,null,null,50,null,null,74,null,null,10
17735,2345,7878,1395,1801,527,552,334,500,317,98,141,260,259,642,357,665,374,556,312,829,399,971,462,659,352,176,118,74,95,95,115,9857,1633,1629,673,817,378,752,390,210,221,200,199,390,270,1129,475,1829,650,971,390,700,432,827,462,219,175,0,203,184,279,2345,null,null,1395,null,null,527,null,null,334,null,null,317,null,null,141,null,null,259,null,null,357,null,null,374,null,null,312,null,null,399,null,null,462,null,null,352,null,null,118,null,null,95,null,null,115,null,null,1633,null,null,673,null,null,378,null,null,390,null,null,221,null,null,199,null,null,270,null,null,475,null,null,650,null,null,390,null,null,432,null,null,462,null,null,175,null,null,203,null,null,279,null,null,11
