C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,C23002I_001M,C23002I_001EA,C23002I_001MA,C23002I_002M,C23002I_002EA,C23002I_002MA,C23002I_003M,C23002I_003EA,C23002I_003MA,C23002I_004M,C23002I_004EA,C23002I_004MA,C23002I_005M,C23002I_005EA,C23002I_005MA,C23002I_006M,C23002I_006EA,C23002I_006MA,C23002I_007M,C23002I_007EA,C23002I_007MA,C23002I_008M,C23002I_008EA,C23002I_008MA,C23002I_009M,C23002I_009EA,C23002I_009MA,C23002I_010M,C23002I_010EA,C23002I_010MA,C23002I_011M,C23002I_011EA,C23002I_011MA,C23002I_012M,C23002I_012EA,C23002I_012MA,C23002I_013M,C23002I_013EA,C23002I_013MA,C23002I_014M,C23002I_014EA,C23002I_014MA,C23002I_015M,C23002I_015EA,C23002I_015MA,C23002I_016M,C23002I_016EA,C23002I_016MA,C23002I_017M,C23002I_017EA,C23002I_017MA,C23002I_018M,C23002I_018EA,C23002I_018MA,C23002I_019M,C23002I_019EA,C23002I_019MA,C23002I_020M,C23002I_020EA,C23002I_020MA,C23002I_021M,C23002I_021EA,C23002I_021MA,C23002I_022M,C23002I_022EA,C23002I_022MA,C23002I_023M,C23002I_023EA,C23002I_023MA,C23002I_024M,C23002I_024EA,C23002I_024MA,C23002I_025M,C23002I_025EA,C23002I_025MA,C23002I_026M,C23002I_026EA,C23002I_026MA,C23002I_027M,C23002I_027EA,C23002I_027MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
541253,2903,277783,3415,266498,3510,231541,3693,10286,1635,221255,4154,211251,4379,10004,2049,34957,3175,11285,1363,4171,982,4113,996,58,99,7114,1213,263470,3057,244675,3619,171867,4458,2671,836,169196,4468,159266,4397,9930,2045,72808,4268,18795,1411,5424,1292,5424,1292,0,201,13371,1376,2903,null,null,3415,null,null,3510,null,null,3693,null,null,1635,null,null,4154,null,null,4379,null,null,2049,null,null,3175,null,null,1363,null,null,982,null,null,996,null,null,99,null,null,1213,null,null,3057,null,null,3619,null,null,4458,null,null,836,null,null,4468,null,null,4397,null,null,2045,null,null,4268,null,null,1411,null,null,1292,null,null,1292,null,null,201,null,null,1376,null,null,51
598992,2509,310281,1768,294206,1811,240980,3671,4587,921,236393,3702,222054,4062,14339,2349,53226,3509,16075,1068,3951,1009,3833,1005,118,113,12124,1188,288711,2302,269424,2420,178102,4203,625,432,177477,4232,163530,4768,13947,1995,91322,4375,19287,980,3292,894,2797,800,495,430,15995,1208,2509,null,null,1768,null,null,1811,null,null,3671,null,null,921,null,null,3702,null,null,4062,null,null,2349,null,null,3509,null,null,1068,null,null,1009,null,null,1005,null,null,113,null,null,1188,null,null,2302,null,null,2420,null,null,4203,null,null,432,null,null,4232,null,null,4768,null,null,1995,null,null,4375,null,null,980,null,null,894,null,null,800,null,null,430,null,null,1208,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
252816,1528,131971,1807,124753,1884,101492,2338,160,126,101332,2348,96342,2552,4990,1216,23261,2066,7218,696,1397,435,1397,435,0,147,5821,722,120845,1569,112639,1657,77061,2813,1,4,77060,2813,71424,2881,5636,1224,35578,2448,8206,818,1160,395,1160,395,0,147,7046,867,1528,null,null,1807,null,null,1884,null,null,2338,null,null,126,null,null,2348,null,null,2552,null,null,1216,null,null,2066,null,null,696,null,null,435,null,null,435,null,null,147,null,null,722,null,null,1569,null,null,1657,null,null,2813,null,null,4,null,null,2813,null,null,2881,null,null,1224,null,null,2448,null,null,818,null,null,395,null,null,395,null,null,147,null,null,867,null,null,55
38383,1291,20678,1336,18963,1346,15192,1503,297,244,14895,1517,14201,1534,694,558,3771,1411,1715,365,393,226,393,226,0,197,1322,370,17705,1103,14752,1229,10753,977,0,197,10753,977,10315,910,438,356,3999,908,2953,626,303,169,303,169,0,197,2650,598,1291,null,null,1336,null,null,1346,null,null,1503,null,null,244,null,null,1517,null,null,1534,null,null,558,null,null,1411,null,null,365,null,null,226,null,null,226,null,null,197,null,null,370,null,null,1103,null,null,1229,null,null,977,null,null,197,null,null,977,null,null,910,null,null,356,null,null,908,null,null,626,null,null,169,null,null,169,null,null,197,null,null,598,null,null,56
2771919,4914,1296835,3238,1019596,3363,616217,7555,828,427,615389,7620,515330,8161,100059,5358,403379,7565,277239,799,26089,1914,24677,1930,1412,481,251150,2185,1475084,3475,1112429,3322,576300,7763,367,404,575933,7754,477832,8518,98101,6121,536129,8414,362655,845,18651,2091,17380,1875,1271,581,344004,2239,4914,null,null,3238,null,null,3363,null,null,7555,null,null,427,null,null,7620,null,null,8161,null,null,5358,null,null,7565,null,null,799,null,null,1914,null,null,1930,null,null,481,null,null,2185,null,null,3475,null,null,3322,null,null,7763,null,null,404,null,null,7754,null,null,8518,null,null,6121,null,null,8414,null,null,845,null,null,2091,null,null,1875,null,null,581,null,null,2239,null,null,72
127602,2631,66287,2027,63091,2173,52433,2279,1207,427,51226,2270,48785,2291,2441,730,10658,2107,3196,1213,981,540,981,540,0,195,2215,1093,61315,2185,56043,2079,31239,2678,0,195,31239,2678,28577,2747,2662,824,24804,2406,5272,1194,854,592,549,413,305,424,4418,1126,2631,null,null,2027,null,null,2173,null,null,2279,null,null,427,null,null,2270,null,null,2291,null,null,730,null,null,2107,null,null,1213,null,null,540,null,null,540,null,null,195,null,null,1093,null,null,2185,null,null,2079,null,null,2678,null,null,195,null,null,2678,null,null,2747,null,null,824,null,null,2406,null,null,1194,null,null,592,null,null,413,null,null,424,null,null,1126,null,null,01
35955,815,19177,1261,18721,1306,15796,1538,2255,713,13541,1636,11365,1001,2176,1818,2925,983,456,256,223,185,223,185,0,155,233,201,16778,1312,16364,1331,11050,1310,53,95,10997,1313,10300,1334,697,325,5314,1103,414,244,115,143,115,143,0,155,299,190,815,null,null,1261,null,null,1306,null,null,1538,null,null,713,null,null,1636,null,null,1001,null,null,1818,null,null,983,null,null,256,null,null,185,null,null,185,null,null,155,null,null,201,null,null,1312,null,null,1331,null,null,1310,null,null,95,null,null,1313,null,null,1334,null,null,325,null,null,1103,null,null,244,null,null,143,null,null,143,null,null,155,null,null,190,null,null,02
1505778,2467,751396,1959,688038,1961,537336,6060,2137,688,535199,6144,496337,6289,38862,3513,150702,6636,63358,439,12334,1754,11535,1641,799,490,51024,1697,754382,2049,675193,2111,435600,6735,478,272,435122,6711,400502,6900,34620,3895,239593,6704,79189,478,9855,1273,9668,1252,187,170,69334,1314,2467,null,null,1959,null,null,1961,null,null,6060,null,null,688,null,null,6144,null,null,6289,null,null,3513,null,null,6636,null,null,439,null,null,1754,null,null,1641,null,null,490,null,null,1697,null,null,2049,null,null,2111,null,null,6735,null,null,272,null,null,6711,null,null,6900,null,null,3895,null,null,6704,null,null,478,null,null,1273,null,null,1252,null,null,170,null,null,1314,null,null,04
137702,2254,72032,1905,68428,1963,55826,2300,248,235,55578,2301,53587,2363,1991,806,12602,1809,3604,948,713,447,713,447,0,197,2891,924,65670,2339,61426,2221,35375,2733,31,54,35344,2744,33432,2636,1912,701,26051,2583,4244,1125,114,152,0,197,114,152,4130,1101,2254,null,null,1905,null,null,1963,null,null,2300,null,null,235,null,null,2301,null,null,2363,null,null,806,null,null,1809,null,null,948,null,null,447,null,null,447,null,null,197,null,null,924,null,null,2339,null,null,2221,null,null,2733,null,null,54,null,null,2744,null,null,2636,null,null,701,null,null,2583,null,null,1125,null,null,152,null,null,197,null,null,152,null,null,1101,null,null,05
11082308,7518,5542929,5430,5089559,5536,4060160,12806,22333,3778,4037827,13320,3759966,14998,277861,10689,1029399,13116,453370,673,91732,4890,86795,4677,4937,888,361638,5019,5539379,5280,4943771,5138,3159555,16992,3495,1072,3156060,16823,2888959,16761,267101,9317,1784216,16876,595608,853,70233,3538,67408,3540,2825,823,525375,3600,7518,null,null,5430,null,null,5536,null,null,12806,null,null,3778,null,null,13320,null,null,14998,null,null,10689,null,null,13116,null,null,673,null,null,4890,null,null,4677,null,null,888,null,null,5019,null,null,5280,null,null,5138,null,null,16992,null,null,1072,null,null,16823,null,null,16761,null,null,9317,null,null,16876,null,null,853,null,null,3538,null,null,3540,null,null,823,null,null,3600,null,null,06
831903,2341,423452,2087,389464,2176,312154,3965,4897,975,307257,4024,289358,4499,17899,2554,77310,4333,33988,896,7352,966,7175,979,177,142,26636,1176,408451,2200,367488,2694,248098,5210,600,339,247498,5228,231970,4872,15528,2135,119390,5021,40963,1114,6541,1016,6460,1025,81,96,34422,1286,2341,null,null,2087,null,null,2176,null,null,3965,null,null,975,null,null,4024,null,null,4499,null,null,2554,null,null,4333,null,null,896,null,null,966,null,null,979,null,null,142,null,null,1176,null,null,2200,null,null,2694,null,null,5210,null,null,339,null,null,5228,null,null,4872,null,null,2135,null,null,5021,null,null,1114,null,null,1016,null,null,1025,null,null,96,null,null,1286,null,null,08
404610,1571,200180,1260,186228,1147,146446,3263,1063,546,145383,3251,128814,3309,16569,2089,39782,3305,13952,429,3371,853,3112,804,259,263,10581,788,204430,1295,185158,1314,129347,3509,56,123,129291,3499,116090,3723,13201,2193,55811,3365,19272,548,2648,764,2608,771,40,71,16624,912,1571,null,null,1260,null,null,1147,null,null,3263,null,null,546,null,null,3251,null,null,3309,null,null,2089,null,null,3305,null,null,429,null,null,853,null,null,804,null,null,263,null,null,788,null,null,1295,null,null,1314,null,null,3509,null,null,123,null,null,3499,null,null,3723,null,null,2193,null,null,3365,null,null,548,null,null,764,null,null,771,null,null,71,null,null,912,null,null,09
58371,441,30185,535,28475,708,22847,1138,189,152,22658,1145,21522,1250,1136,526,5628,1195,1710,388,820,491,806,489,14,26,890,350,28186,444,26039,473,16516,1448,38,55,16478,1449,15258,1401,1220,672,9523,1469,2147,329,344,321,344,321,0,193,1803,465,441,null,null,535,null,null,708,null,null,1138,null,null,152,null,null,1145,null,null,1250,null,null,526,null,null,1195,null,null,388,null,null,491,null,null,489,null,null,26,null,null,350,null,null,444,null,null,473,null,null,1448,null,null,55,null,null,1449,null,null,1401,null,null,672,null,null,1469,null,null,329,null,null,321,null,null,321,null,null,193,null,null,465,null,null,10
56043,333,28529,273,26901,273,22219,1053,315,165,21904,1077,21369,1140,535,342,4682,1095,1628,-555555555,993,321,993,321,0,203,635,321,27514,311,24967,311,19804,1029,126,159,19678,1027,18679,1208,999,475,5163,1062,2547,-555555555,576,375,527,360,49,88,1971,375,333,null,null,273,null,null,273,null,null,1053,null,null,165,null,null,1077,null,null,1140,null,null,342,null,null,1095,null,null,-555555555,null,*****,321,null,null,321,null,null,203,null,null,321,null,null,311,null,null,311,null,null,1029,null,null,159,null,null,1027,null,null,1208,null,null,475,null,null,1062,null,null,-555555555,null,*****,375,null,null,360,null,null,88,null,null,375,null,null,11
