B27001G_001E,B27001G_001M,B27001G_002E,B27001G_002M,B27001G_003E,B27001G_003M,B27001G_004E,B27001G_004M,B27001G_005E,B27001G_005M,B27001G_006E,B27001G_006M,B27001G_007E,B27001G_007M,B27001G_008E,B27001G_008M,B27001G_009E,B27001G_009M,B27001G_010E,B27001G_010M,B27001G_011E,B27001G_011M,B27001G_012E,B27001G_012M,B27001G_013E,B27001G_013M,B27001G_014E,B27001G_014M,B27001G_015E,B27001G_015M,B27001G_016E,B27001G_016M,B27001G_017E,B27001G_017M,B27001G_018E,B27001G_018M,B27001G_019E,B27001G_019M,B27001G_020E,B27001G_020M,B27001G_021E,B27001G_021M,B27001G_022E,B27001G_022M,B27001G_023E,B27001G_023M,B27001G_024E,B27001G_024M,B27001G_025E,B27001G_025M,B27001G_026E,B27001G_026M,B27001G_027E,B27001G_027M,B27001G_028E,B27001G_028M,B27001G_001M,B27001G_001EA,B27001G_001MA,B27001G_002M,B27001G_002EA,B27001G_002MA,B27001G_003M,B27001G_003EA,B27001G_003MA,B27001G_004M,B27001G_004EA,B27001G_004MA,B27001G_005M,B27001G_005EA,B27001G_005MA,B27001G_006M,B27001G_006EA,B27001G_006MA,B27001G_007M,B27001G_007EA,B27001G_007MA,B27001G_008M,B27001G_008EA,B27001G_008MA,B27001G_009M,B27001G_009EA,B27001G_009MA,B27001G_010M,B27001G_010EA,B27001G_010MA,B27001G_011M,B27001G_011EA,B27001G_011MA,B27001G_012M,B27001G_012EA,B27001G_012MA,B27001G_013M,B27001G_013EA,B27001G_013MA,B27001G_014M,B27001G_014EA,B27001G_014MA,B27001G_015M,B27001G_015EA,B27001G_015MA,B27001G_016M,B27001G_016EA,B27001G_016MA,B27001G_017M,B27001G_017EA,B27001G_017MA,B27001G_018M,B27001G_018EA,B27001G_018MA,B27001G_019M,B27001G_019EA,B27001G_019MA,B27001G_020M,B27001G_020EA,B27001G_020MA,B27001G_021M,B27001G_021EA,B27001G_021MA,B27001G_022M,B27001G_022EA,B27001G_022MA,B27001G_023M,B27001G_023EA,B27001G_023MA,B27001G_024M,B27001G_024EA,B27001G_024MA,B27001G_025M,B27001G_025EA,B27001G_025MA,B27001G_026M,B27001G_026EA,B27001G_026MA,B27001G_027M,B27001G_027EA,B27001G_027MA,B27001G_028M,B27001G_028EA,B27001G_028MA,state
701403,21732,121136,6293,112372,5956,8764,2308,207810,10794,193499,9855,14311,3472,76462,5554,61543,4727,14919,2539,95338,6882,71959,5973,23379,3095,69933,4794,56243,3896,13690,2402,52474,3873,43572,3615,8902,1722,42545,3626,37298,3493,5247,1172,24410,2589,24177,2602,233,195,11295,1701,11199,1706,96,127,21732,null,null,6293,null,null,5956,null,null,2308,null,null,10794,null,null,9855,null,null,3472,null,null,5554,null,null,4727,null,null,2539,null,null,6882,null,null,5973,null,null,3095,null,null,4794,null,null,3896,null,null,2402,null,null,3873,null,null,3615,null,null,1722,null,null,3626,null,null,3493,null,null,1172,null,null,2589,null,null,2602,null,null,195,null,null,1701,null,null,1706,null,null,127,null,null,48
87295,6515,16843,2179,15944,2006,899,544,27048,3411,25852,3496,1196,689,15738,2095,14520,1880,1218,624,9976,1545,9303,1582,673,478,7441,1412,6034,1275,1407,758,5263,1199,4903,1121,360,351,2543,766,2244,742,299,238,1386,530,1386,530,0,190,1057,610,1057,610,0,190,6515,null,null,2179,null,null,2006,null,null,544,null,null,3411,null,null,3496,null,null,689,null,null,2095,null,null,1880,null,null,624,null,null,1545,null,null,1582,null,null,478,null,null,1412,null,null,1275,null,null,758,null,null,1199,null,null,1121,null,null,351,null,null,766,null,null,742,null,null,238,null,null,530,null,null,530,null,null,190,null,null,610,null,null,610,null,null,190,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
303771,12801,59796,5054,56686,5146,3110,1166,89008,5665,85092,5633,3916,1538,40359,3772,34209,3530,6150,1550,39384,3767,32716,3497,6668,1705,24085,2796,21631,2546,2454,833,21807,2468,19863,2380,1944,810,17098,2328,15354,2180,1744,579,7720,1517,7673,1530,47,74,4514,889,4514,889,0,201,12801,null,null,5054,null,null,5146,null,null,1166,null,null,5665,null,null,5633,null,null,1538,null,null,3772,null,null,3530,null,null,1550,null,null,3767,null,null,3497,null,null,1705,null,null,2796,null,null,2546,null,null,833,null,null,2468,null,null,2380,null,null,810,null,null,2328,null,null,2180,null,null,579,null,null,1517,null,null,1530,null,null,74,null,null,889,null,null,889,null,null,201,null,null,51
407916,15436,64621,4659,64018,4647,603,283,120430,7104,116091,7178,4339,1392,50955,3674,46639,3554,4316,1493,58984,4457,54104,4394,4880,1085,40317,3701,36125,3473,4192,1295,31877,2864,29403,2820,2474,937,24786,2110,23651,2121,1135,446,10840,1572,10840,1572,0,198,5106,1094,5003,1075,103,169,15436,null,null,4659,null,null,4647,null,null,283,null,null,7104,null,null,7178,null,null,1392,null,null,3674,null,null,3554,null,null,1493,null,null,4457,null,null,4394,null,null,1085,null,null,3701,null,null,3473,null,null,1295,null,null,2864,null,null,2820,null,null,937,null,null,2110,null,null,2121,null,null,446,null,null,1572,null,null,1572,null,null,198,null,null,1094,null,null,1075,null,null,169,null,null,53
30371,3411,5752,1364,5613,1324,139,153,11166,1823,11107,1815,59,83,2748,891,2407,794,341,338,2537,1024,2468,1008,69,82,1565,653,1565,653,0,193,2265,804,2221,823,44,77,2350,735,2250,715,100,113,1499,616,1412,609,87,157,489,365,489,365,0,193,3411,null,null,1364,null,null,1324,null,null,153,null,null,1823,null,null,1815,null,null,83,null,null,891,null,null,794,null,null,338,null,null,1024,null,null,1008,null,null,82,null,null,653,null,null,653,null,null,193,null,null,804,null,null,823,null,null,77,null,null,735,null,null,715,null,null,113,null,null,616,null,null,609,null,null,157,null,null,365,null,null,365,null,null,193,null,null,54
137046,7782,30085,2828,29303,2845,782,565,46784,5066,46086,5084,698,406,17829,2083,15430,1892,2399,840,15473,1845,14260,1847,1213,463,10470,1507,9560,1414,910,441,7640,1183,7023,1144,617,454,4687,801,4174,752,513,259,2453,625,2453,625,0,147,1625,581,1625,581,0,147,7782,null,null,2828,null,null,2845,null,null,565,null,null,5066,null,null,5084,null,null,406,null,null,2083,null,null,1892,null,null,840,null,null,1845,null,null,1847,null,null,463,null,null,1507,null,null,1414,null,null,441,null,null,1183,null,null,1144,null,null,454,null,null,801,null,null,752,null,null,259,null,null,625,null,null,625,null,null,147,null,null,581,null,null,581,null,null,147,null,null,55
15020,2099,2234,827,1938,841,296,255,4762,1140,4642,1145,120,107,1004,544,962,540,42,54,1837,807,1427,673,410,443,1736,627,1656,639,80,122,1515,657,1185,613,330,262,1216,690,1216,690,0,197,480,312,480,312,0,197,236,227,236,227,0,197,2099,null,null,827,null,null,841,null,null,255,null,null,1140,null,null,1145,null,null,107,null,null,544,null,null,540,null,null,54,null,null,807,null,null,673,null,null,443,null,null,627,null,null,639,null,null,122,null,null,657,null,null,613,null,null,262,null,null,690,null,null,690,null,null,197,null,null,312,null,null,312,null,null,197,null,null,227,null,null,227,null,null,197,null,null,56
144379,10135,9198,2104,9198,2104,0,222,24911,3352,23843,3150,1068,1064,12981,2157,11984,2047,997,415,19741,3125,17050,3030,2691,862,19778,3120,17370,2924,2408,1112,18834,2438,17315,2386,1519,573,16784,2240,15811,2158,973,445,13114,2166,13114,2166,0,222,9038,1498,9038,1498,0,222,10135,null,null,2104,null,null,2104,null,null,222,null,null,3352,null,null,3150,null,null,1064,null,null,2157,null,null,2047,null,null,415,null,null,3125,null,null,3030,null,null,862,null,null,3120,null,null,2924,null,null,1112,null,null,2438,null,null,2386,null,null,573,null,null,2240,null,null,2158,null,null,445,null,null,2166,null,null,2166,null,null,222,null,null,1498,null,null,1498,null,null,222,null,null,72
82370,7153,14376,2674,13935,2621,441,351,23968,3383,23717,3381,251,235,10363,2113,8868,1919,1495,676,9542,1772,7895,1709,1647,789,4191,1152,3163,912,1028,768,8254,1493,7470,1377,784,518,5590,880,4772,873,818,418,4341,952,4341,952,0,195,1745,540,1745,540,0,195,7153,null,null,2674,null,null,2621,null,null,351,null,null,3383,null,null,3381,null,null,235,null,null,2113,null,null,1919,null,null,676,null,null,1772,null,null,1709,null,null,789,null,null,1152,null,null,912,null,null,768,null,null,1493,null,null,1377,null,null,518,null,null,880,null,null,873,null,null,418,null,null,952,null,null,952,null,null,195,null,null,540,null,null,540,null,null,195,null,null,01
62594,5203,11314,1506,10308,1541,1006,497,19680,2564,15700,2502,3980,1452,7781,1752,5740,1513,2041,875,8999,1553,5545,1324,3454,941,5440,1149,4878,1093,562,289,4193,1009,3373,868,820,408,2989,729,2259,656,730,359,1849,692,1844,694,5,11,349,177,349,177,0,155,5203,null,null,1506,null,null,1541,null,null,497,null,null,2564,null,null,2502,null,null,1452,null,null,1752,null,null,1513,null,null,875,null,null,1553,null,null,1324,null,null,941,null,null,1149,null,null,1093,null,null,289,null,null,1009,null,null,868,null,null,408,null,null,729,null,null,656,null,null,359,null,null,692,null,null,694,null,null,11,null,null,177,null,null,177,null,null,155,null,null,02
243955,13562,43151,3849,40772,3976,2379,895,75515,5974,71263,5700,4252,1193,30744,3437,26100,2960,4644,1208,28914,3155,26266,2873,2648,929,24130,2810,20539,2482,3591,1093,16670,1936,14605,1816,2065,653,13145,1954,11642,1808,1503,744,8269,1497,7841,1335,428,545,3417,977,3323,957,94,113,13562,null,null,3849,null,null,3976,null,null,895,null,null,5974,null,null,5700,null,null,1193,null,null,3437,null,null,2960,null,null,1208,null,null,3155,null,null,2873,null,null,929,null,null,2810,null,null,2482,null,null,1093,null,null,1936,null,null,1816,null,null,653,null,null,1954,null,null,1808,null,null,744,null,null,1497,null,null,1335,null,null,545,null,null,977,null,null,957,null,null,113,null,null,04
76647,6234,14828,2393,14036,2340,792,596,22464,2807,20884,2539,1580,955,8126,1737,7112,1620,1014,577,9118,1764,7514,1595,1604,761,5809,1443,4192,1111,1617,860,5625,1094,4630,970,995,478,5415,1410,4986,1455,429,318,2700,676,2700,676,0,197,2562,684,2562,684,0,197,6234,null,null,2393,null,null,2340,null,null,596,null,null,2807,null,null,2539,null,null,955,null,null,1737,null,null,1620,null,null,577,null,null,1764,null,null,1595,null,null,761,null,null,1443,null,null,1111,null,null,860,null,null,1094,null,null,970,null,null,478,null,null,1410,null,null,1455,null,null,318,null,null,676,null,null,676,null,null,197,null,null,684,null,null,684,null,null,197,null,null,05
1853792,30614,303922,11031,299708,10810,4214,1202,504675,14266,494399,13847,10276,1987,226458,8831,210237,7931,16221,2994,275522,10029,251536,10255,23986,2697,176190,6966,162078,6210,14112,2053,151149,5814,141111,5701,10038,1975,112953,4953,106693,4882,6260,1417,65400,4145,64647,4117,753,404,37523,2707,37412,2738,111,183,30614,null,null,11031,null,null,10810,null,null,1202,null,null,14266,null,null,13847,null,null,1987,null,null,8831,null,null,7931,null,null,2994,null,null,10029,null,null,10255,null,null,2697,null,null,6966,null,null,6210,null,null,2053,null,null,5814,null,null,5701,null,null,1975,null,null,4953,null,null,4882,null,null,1417,null,null,4145,null,null,4117,null,null,404,null,null,2707,null,null,2738,null,null,183,null,null,06
182096,9817,29879,3050,29038,2892,841,587,52758,4803,51357,4632,1401,1182,22028,2755,19905,2712,2123,966,25921,2307,23183,2248,2738,963,18026,2048,15825,2027,2201,813,14117,2369,13318,2228,799,588,11409,1501,10759,1454,650,379,5175,878,5166,875,9,16,2783,748,2783,748,0,195,9817,null,null,3050,null,null,2892,null,null,587,null,null,4803,null,null,4632,null,null,1182,null,null,2755,null,null,2712,null,null,966,null,null,2307,null,null,2248,null,null,963,null,null,2048,null,null,2027,null,null,813,null,null,2369,null,null,2228,null,null,588,null,null,1501,null,null,1454,null,null,379,null,null,878,null,null,875,null,null,16,null,null,748,null,null,748,null,null,195,null,null,08
109514,8371,20779,3128,20382,3145,397,407,32259,3488,32114,3462,145,171,14302,2170,13953,2149,349,259,12863,2068,11487,1929,1376,842,11450,2116,10295,1974,1155,704,9330,1719,9141,1694,189,166,5348,971,4705,930,643,381,2138,621,2084,628,54,90,1045,422,1045,422,0,200,8371,null,null,3128,null,null,3145,null,null,407,null,null,3488,null,null,3462,null,null,171,null,null,2170,null,null,2149,null,null,259,null,null,2068,null,null,1929,null,null,842,null,null,2116,null,null,1974,null,null,704,null,null,1719,null,null,1694,null,null,166,null,null,971,null,null,930,null,null,381,null,null,621,null,null,628,null,null,90,null,null,422,null,null,422,null,null,200,null,null,09
25595,3504,5529,1316,5529,1316,0,193,7161,1724,6970,1699,191,168,3414,1004,3398,1011,16,36,3639,1036,2295,748,1344,735,2171,693,1959,676,212,214,1336,636,1056,546,280,347,1268,594,1140,553,128,181,750,409,750,409,0,193,327,177,327,177,0,193,3504,null,null,1316,null,null,1316,null,null,193,null,null,1724,null,null,1699,null,null,168,null,null,1004,null,null,1011,null,null,36,null,null,1036,null,null,748,null,null,735,null,null,693,null,null,676,null,null,214,null,null,636,null,null,546,null,null,347,null,null,594,null,null,553,null,null,181,null,null,409,null,null,409,null,null,193,null,null,177,null,null,177,null,null,193,null,null,10
17556,2327,3666,792,3601,796,65,110,2670,871,2670,871,0,203,1443,523,1443,523,0,203,4131,1119,3930,1073,201,197,1800,585,1800,585,0,203,1612,683,1489,648,123,204,1486,709,1248,636,238,314,395,219,395,219,0,203,353,319,353,319,0,203,2327,null,null,792,null,null,796,null,null,110,null,null,871,null,null,871,null,null,203,null,null,523,null,null,523,null,null,203,null,null,1119,null,null,1073,null,null,197,null,null,585,null,null,585,null,null,203,null,null,683,null,null,648,null,null,204,null,null,709,null,null,636,null,null,314,null,null,219,null,null,219,null,null,203,null,null,319,null,null,319,null,null,203,null,null,11
