B09021_001E,B09021_001M,B09021_002E,B09021_002M,B09021_003E,B09021_003M,B09021_004E,B09021_004M,B09021_005E,B09021_005M,B09021_006E,B09021_006M,B09021_007E,B09021_007M,B09021_008E,B09021_008M,B09021_009E,B09021_009M,B09021_010E,B09021_010M,B09021_011E,B09021_011M,B09021_012E,B09021_012M,B09021_013E,B09021_013M,B09021_014E,B09021_014M,B09021_015E,B09021_015M,B09021_016E,B09021_016M,B09021_017E,B09021_017M,B09021_018E,B09021_018M,B09021_019E,B09021_019M,B09021_020E,B09021_020M,B09021_021E,B09021_021M,B09021_022E,B09021_022M,B09021_023E,B09021_023M,B09021_024E,B09021_024M,B09021_025E,B09021_025M,B09021_026E,B09021_026M,B09021_027E,B09021_027M,B09021_028E,B09021_028M,B09021_001M,B09021_001EA,B09021_001MA,B09021_002M,B09021_002EA,B09021_002MA,B09021_003M,B09021_003EA,B09021_003MA,B09021_004M,B09021_004EA,B09021_004MA,B09021_005M,B09021_005EA,B09021_005MA,B09021_006M,B09021_006EA,B09021_006MA,B09021_007M,B09021_007EA,B09021_007MA,B09021_008M,B09021_008EA,B09021_008MA,B09021_009M,B09021_009EA,B09021_009MA,B09021_010M,B09021_010EA,B09021_010MA,B09021_011M,B09021_011EA,B09021_011MA,B09021_012M,B09021_012EA,B09021_012MA,B09021_013M,B09021_013EA,B09021_013MA,B09021_014M,B09021_014EA,B09021_014MA,B09021_015M,B09021_015EA,B09021_015MA,B09021_016M,B09021_016EA,B09021_016MA,B09021_017M,B09021_017EA,B09021_017MA,B09021_018M,B09021_018EA,B09021_018MA,B09021_019M,B09021_019EA,B09021_019MA,B09021_020M,B09021_020EA,B09021_020MA,B09021_021M,B09021_021EA,B09021_021MA,B09021_022M,B09021_022EA,B09021_022MA,B09021_023M,B09021_023EA,B09021_023MA,B09021_024M,B09021_024EA,B09021_024MA,B09021_025M,B09021_025EA,B09021_025MA,B09021_026M,B09021_026EA,B09021_026MA,B09021_027M,B09021_027EA,B09021_027MA,B09021_028M,B09021_028EA,B09021_028MA,state
618702,1362,103430,3433,328836,8333,36358,3862,54129,3750,59749,3747,36200,4493,180505,2304,18151,2031,57535,3987,19668,2652,41520,2991,19131,2140,24500,3256,310639,2072,45322,3087,198207,5205,15283,2138,11741,1975,30725,2717,9361,2196,127558,1501,39957,2541,73094,2660,1407,584,868,572,9893,1314,2339,933,1362,null,null,3433,null,null,8333,null,null,3862,null,null,3750,null,null,3747,null,null,4493,null,null,2304,null,null,2031,null,null,3987,null,null,2652,null,null,2991,null,null,2140,null,null,3256,null,null,2072,null,null,3087,null,null,5205,null,null,2138,null,null,1975,null,null,2717,null,null,2196,null,null,1501,null,null,2541,null,null,2660,null,null,584,null,null,572,null,null,1314,null,null,933,null,null,46
4997945,3157,734339,11643,2448299,26465,272601,13072,592247,14562,679478,16085,270981,12774,1423053,5505,116683,6814,396030,10372,124713,7723,428227,12483,198395,7811,159005,10623,2561050,5654,348818,8762,1493393,18531,134091,8910,159972,7490,331690,10773,93086,7433,1013842,3013,268838,7184,558876,9240,13797,2298,4048,1081,149393,6295,18890,2608,3157,null,null,11643,null,null,26465,null,null,13072,null,null,14562,null,null,16085,null,null,12774,null,null,5505,null,null,6814,null,null,10372,null,null,7723,null,null,12483,null,null,7811,null,null,10623,null,null,5654,null,null,8762,null,null,18531,null,null,8910,null,null,7490,null,null,10773,null,null,7433,null,null,3013,null,null,7184,null,null,9240,null,null,2298,null,null,1081,null,null,6295,null,null,2608,null,null,47
19978476,3615,2399842,20558,9510796,56239,1013300,28274,2810373,34818,3153399,37726,1090766,29963,6554497,9898,491083,12422,1704522,25070,514750,18296,2228938,28218,974447,22155,640757,21658,10170971,10695,1129289,13939,6079194,38226,452804,16706,567775,18703,1558676,26877,383233,14106,3253008,5460,779470,12264,1727080,15372,45746,4488,13660,2221,620276,10703,66776,5721,3615,null,null,20558,null,null,56239,null,null,28274,null,null,34818,null,null,37726,null,null,29963,null,null,9898,null,null,12422,null,null,25070,null,null,18296,null,null,28218,null,null,22155,null,null,21658,null,null,10695,null,null,13939,null,null,38226,null,null,16706,null,null,18703,null,null,26877,null,null,14106,null,null,5460,null,null,12264,null,null,15372,null,null,4488,null,null,2221,null,null,10703,null,null,5721,null,null,48
2086676,1145,176449,6091,1156992,17465,79398,7256,272210,8157,240032,10800,161595,11092,768088,3012,27973,2319,270049,9194,43752,5042,222466,7354,85293,5320,118555,9006,1003314,3084,80916,4884,686022,11149,33917,4159,48449,3795,115316,7483,38694,4771,315274,1788,67560,3761,200921,4729,1729,697,1295,830,39423,2932,4346,1278,1145,null,null,6091,null,null,17465,null,null,7256,null,null,8157,null,null,10800,null,null,11092,null,null,3012,null,null,2319,null,null,9194,null,null,5042,null,null,7354,null,null,5320,null,null,9006,null,null,3084,null,null,4884,null,null,11149,null,null,4159,null,null,3795,null,null,7483,null,null,4771,null,null,1788,null,null,3761,null,null,4729,null,null,697,null,null,830,null,null,2932,null,null,1278,null,null,49
481105,1020,77015,3274,240586,7420,43446,3680,43266,3266,43899,4067,32893,3706,119875,1289,9708,1293,27364,2347,20487,2589,34422,2796,10085,1650,17809,2704,251210,1585,32463,2233,155146,5162,20328,2440,8714,1548,23801,2938,10758,2064,110020,876,34844,1851,58076,2552,2631,657,130,107,10013,1323,4326,1043,1020,null,null,3274,null,null,7420,null,null,3680,null,null,3266,null,null,4067,null,null,3706,null,null,1289,null,null,1293,null,null,2347,null,null,2589,null,null,2796,null,null,1650,null,null,2704,null,null,1585,null,null,2233,null,null,5162,null,null,2440,null,null,1548,null,null,2938,null,null,2064,null,null,876,null,null,1851,null,null,2552,null,null,657,null,null,107,null,null,1323,null,null,1043,null,null,50
6306641,3021,853761,14132,3115933,31080,325437,12979,764269,15296,830168,15625,417073,18830,1817589,6350,139749,6978,456506,12427,154749,9517,599517,12454,217341,9636,249727,13398,3290164,6324,403795,8882,2007026,22153,151003,6513,161425,8934,427970,11564,138945,9935,1198888,3902,310217,7452,652401,9660,19685,2627,3327,874,184857,6221,28401,3128,3021,null,null,14132,null,null,31080,null,null,12979,null,null,15296,null,null,15625,null,null,18830,null,null,6350,null,null,6978,null,null,12427,null,null,9517,null,null,12454,null,null,9636,null,null,13398,null,null,6324,null,null,8882,null,null,22153,null,null,6513,null,null,8934,null,null,11564,null,null,9935,null,null,3902,null,null,7452,null,null,9660,null,null,2627,null,null,874,null,null,6221,null,null,3128,null,null,51
5518653,1903,747496,11530,2776678,23450,392123,13699,555365,11811,608666,12323,438325,16605,1660296,4071,127769,5962,454063,11879,191031,9082,444655,10131,169284,7190,273494,12347,2807490,4888,342111,8457,1740204,16108,175241,9218,108063,5700,305277,9039,136594,8128,1050867,3284,277616,6576,582411,9218,25851,2771,2647,853,134105,5550,28237,3229,1903,null,null,11530,null,null,23450,null,null,13699,null,null,11811,null,null,12323,null,null,16605,null,null,4071,null,null,5962,null,null,11879,null,null,9082,null,null,10131,null,null,7190,null,null,12347,null,null,4888,null,null,8457,null,null,16108,null,null,9218,null,null,5700,null,null,9039,null,null,8128,null,null,3284,null,null,6576,null,null,9218,null,null,2771,null,null,853,null,null,5550,null,null,3229,null,null,53
1407538,1808,214380,6039,694364,12452,93376,6802,169454,7164,165746,7250,70218,6741,353104,2321,22146,2536,94260,5513,38979,4341,118174,5799,41667,3825,37878,4347,720259,2304,101519,4548,415654,9095,48993,4469,49493,4160,80173,5342,24427,3589,334175,1691,90715,4865,184450,5631,5404,1129,1787,862,43906,2849,7913,1665,1808,null,null,6039,null,null,12452,null,null,6802,null,null,7164,null,null,7250,null,null,6741,null,null,2321,null,null,2536,null,null,5513,null,null,4341,null,null,5799,null,null,3825,null,null,4347,null,null,2304,null,null,4548,null,null,9095,null,null,4469,null,null,4160,null,null,5342,null,null,3589,null,null,1691,null,null,4865,null,null,5631,null,null,1129,null,null,862,null,null,2849,null,null,1665,null,null,54
4348982,2041,692662,10082,2256592,23334,319184,10317,414681,11382,413695,10954,252168,11491,1207556,4161,118373,5280,307871,9973,160153,7929,339514,9568,115323,5339,166322,8758,2246642,4654,307833,8616,1431218,15933,142918,6549,73698,5232,222551,8413,68424,5535,894784,2329,266456,5176,517503,6464,16113,1436,1469,482,75821,3560,17422,3392,2041,null,null,10082,null,null,23334,null,null,10317,null,null,11382,null,null,10954,null,null,11491,null,null,4161,null,null,5280,null,null,9973,null,null,7929,null,null,9568,null,null,5339,null,null,8758,null,null,4654,null,null,8616,null,null,15933,null,null,6549,null,null,5232,null,null,8413,null,null,5535,null,null,2329,null,null,5176,null,null,6464,null,null,1436,null,null,482,null,null,3560,null,null,3392,null,null,55
430942,1665,61964,3713,233384,8348,33302,4003,38142,4669,39101,4206,25049,3831,126551,2817,10199,1752,40411,4021,18255,3154,29081,3390,11563,2393,17042,3212,219279,2543,29870,2678,141814,4982,12972,2276,9029,2157,18635,2598,6959,2200,85112,879,21895,1890,51159,2115,2075,785,32,67,8903,1642,1048,535,1665,null,null,3713,null,null,8348,null,null,4003,null,null,4669,null,null,4206,null,null,3831,null,null,2817,null,null,1752,null,null,4021,null,null,3154,null,null,3390,null,null,2393,null,null,3212,null,null,2543,null,null,2678,null,null,4982,null,null,2276,null,null,2157,null,null,2598,null,null,2200,null,null,879,null,null,1890,null,null,2115,null,null,785,null,null,67,null,null,1642,null,null,535,null,null,56
2677582,542,328673,8550,928637,16925,183952,9771,629539,13063,553895,14696,52886,5362,741484,4424,24350,2173,76805,6243,60360,5366,414560,10072,145886,7256,19523,2989,1301295,4372,146499,5912,555960,13111,107917,7168,207665,9564,260304,9996,22950,3600,634803,1086,157824,5519,295872,7062,15675,1812,7314,1513,147705,6133,10413,2055,542,null,null,8550,null,null,16925,null,null,9771,null,null,13063,null,null,14696,null,null,5362,null,null,4424,null,null,2173,null,null,6243,null,null,5366,null,null,10072,null,null,7256,null,null,2989,null,null,4372,null,null,5912,null,null,13111,null,null,7168,null,null,9564,null,null,9996,null,null,3600,null,null,1086,null,null,5519,null,null,7062,null,null,1812,null,null,1513,null,null,6133,null,null,2055,null,null,72
3646420,3446,568352,9988,1729519,22032,139421,9620,496172,12124,558686,15023,154270,9611,1026947,5845,83920,4968,255802,9073,66173,5767,363119,9075,164770,7965,93163,7518,1858318,6032,272998,7317,1071935,16581,64210,5785,128440,7095,271346,10512,49389,5492,761155,3083,211434,6424,401782,8597,9038,1669,4613,1023,122570,6335,11718,2387,3446,null,null,9988,null,null,22032,null,null,9620,null,null,12124,null,null,15023,null,null,9611,null,null,5845,null,null,4968,null,null,9073,null,null,5767,null,null,9075,null,null,7965,null,null,7518,null,null,6032,null,null,7317,null,null,16581,null,null,5785,null,null,7095,null,null,10512,null,null,5492,null,null,3083,null,null,6424,null,null,8597,null,null,1669,null,null,1023,null,null,6335,null,null,2387,null,null,01
527262,595,62308,3511,244001,7444,43863,3676,66818,4495,63091,4709,47181,5423,182920,2156,10941,1490,50651,3952,22106,2404,54065,4258,19360,2760,25797,3437,270459,2423,33518,3111,155422,5824,19703,2722,12494,2124,33056,3032,16266,3467,73883,1058,17849,1767,37928,2115,2054,616,259,281,10675,1200,5118,1976,595,null,null,3511,null,null,7444,null,null,3676,null,null,4495,null,null,4709,null,null,5423,null,null,2156,null,null,1490,null,null,3952,null,null,2404,null,null,4258,null,null,2760,null,null,3437,null,null,2423,null,null,3111,null,null,5824,null,null,2722,null,null,2124,null,null,3032,null,null,3467,null,null,1058,null,null,1767,null,null,2115,null,null,616,null,null,281,null,null,1200,null,null,1976,null,null,02
5145602,1277,687101,10119,2388195,24561,347164,16025,630546,15236,751563,18762,341033,14449,1513420,3511,104355,5973,341057,10171,157765,10331,488021,11869,226673,10290,195549,10803,2477058,3683,306088,7871,1397684,18431,159724,8893,139273,8121,363385,11642,110904,7295,1155124,1660,276658,7096,649454,10293,29675,3055,3252,1186,161505,6560,34580,5063,1277,null,null,10119,null,null,24561,null,null,16025,null,null,15236,null,null,18762,null,null,14449,null,null,3511,null,null,5973,null,null,10171,null,null,10331,null,null,11869,null,null,10290,null,null,10803,null,null,3683,null,null,7871,null,null,18431,null,null,8893,null,null,8121,null,null,11642,null,null,7295,null,null,1660,null,null,7096,null,null,10293,null,null,3055,null,null,1186,null,null,6560,null,null,5063,null,null,04
2198526,2280,334159,8918,1098641,18703,118110,8858,244733,10025,298455,11817,104428,8007,628766,4073,50961,4334,182212,7404,60507,6718,184525,8131,89687,5818,60874,5746,1099271,5183,150132,5478,659670,11790,49565,4367,57631,4657,146590,8263,35683,4238,470489,2658,133066,5728,256759,7008,8038,1871,2577,838,62178,4042,7871,1856,2280,null,null,8918,null,null,18703,null,null,8858,null,null,10025,null,null,11817,null,null,8007,null,null,4073,null,null,4334,null,null,7404,null,null,6718,null,null,8131,null,null,5818,null,null,5746,null,null,5183,null,null,5478,null,null,11790,null,null,4367,null,null,4657,null,null,8263,null,null,4238,null,null,2658,null,null,5728,null,null,7008,null,null,1871,null,null,838,null,null,4042,null,null,1856,null,null,05
29363164,2819,3091407,22951,12810830,70048,1697985,29801,4430831,34496,5007827,45317,2324284,42220,9343902,6800,470282,10906,1839493,26278,764262,18915,3588129,32540,1389141,21887,1292595,27850,14811224,7433,1408747,17881,8467625,45012,826727,18267,821242,15850,2449546,33175,837337,22415,5208038,4665,1212378,12421,2503712,20703,106996,5926,21460,2575,1169140,16344,194352,10335,2819,null,null,22951,null,null,70048,null,null,29801,null,null,34496,null,null,45317,null,null,42220,null,null,6800,null,null,10906,null,null,26278,null,null,18915,null,null,32540,null,null,21887,null,null,27850,null,null,7433,null,null,17881,null,null,45012,null,null,18267,null,null,15850,null,null,33175,null,null,22415,null,null,4665,null,null,12421,null,null,20703,null,null,5926,null,null,2575,null,null,16344,null,null,10335,null,null,06
4164504,1503,574642,9038,2101893,20859,256975,11196,390901,10326,472174,12083,367919,15871,1303622,4061,102839,5219,363993,9923,142262,8123,316869,8555,140810,7626,236849,9812,2134049,4019,280515,7654,1329078,14165,101472,5704,72719,5181,237681,7938,112584,8243,726833,2260,191288,4987,408822,6387,13241,2047,1313,545,93683,3824,18486,2561,1503,null,null,9038,null,null,20859,null,null,11196,null,null,10326,null,null,12083,null,null,15871,null,null,4061,null,null,5219,null,null,9923,null,null,8123,null,null,8555,null,null,7626,null,null,9812,null,null,4019,null,null,7654,null,null,14165,null,null,5704,null,null,5181,null,null,7938,null,null,8243,null,null,2260,null,null,4987,null,null,6387,null,null,2047,null,null,545,null,null,3824,null,null,2561,null,null,08
2710733,693,389236,9346,1296685,17473,160445,8283,367246,9141,352797,11354,144324,10299,724863,2894,53275,4879,140900,6516,69421,5670,297190,7458,85077,5797,79000,7516,1434917,3207,184488,7857,864802,13474,79370,5955,68379,4643,185566,7313,52312,5185,550953,1822,151473,4302,290983,5153,11654,1996,1677,581,82154,3825,13012,2023,693,null,null,9346,null,null,17473,null,null,8283,null,null,9141,null,null,11354,null,null,10299,null,null,2894,null,null,4879,null,null,6516,null,null,5670,null,null,7458,null,null,5797,null,null,7516,null,null,3207,null,null,7857,null,null,13474,null,null,5955,null,null,4643,null,null,7313,null,null,5185,null,null,1822,null,null,4302,null,null,5153,null,null,1996,null,null,581,null,null,3825,null,null,2023,null,null,09
723403,298,96794,4543,334974,10401,45051,4616,97134,5879,113771,7036,35679,4285,198358,1004,14903,2388,42626,3818,18000,2794,73931,4647,30089,3288,18809,2765,362977,1128,43810,3155,201445,6346,24018,3523,22620,3071,57377,4599,13707,2774,162068,778,38081,2691,90903,3644,3033,754,583,536,26305,2644,3163,892,298,null,null,4543,null,null,10401,null,null,4616,null,null,5879,null,null,7036,null,null,4285,null,null,1004,null,null,2388,null,null,3818,null,null,2794,null,null,4647,null,null,3288,null,null,2765,null,null,1128,null,null,3155,null,null,6346,null,null,3523,null,null,3071,null,null,4599,null,null,2774,null,null,778,null,null,2691,null,null,3644,null,null,754,null,null,536,null,null,2644,null,null,892,null,null,10
521233,612,123322,4374,142443,7318,36557,4091,54568,4338,80136,5392,84207,5420,205848,1105,31462,2655,32053,3339,20165,2650,39202,3832,23141,2729,59825,4894,239728,1137,60638,3173,86264,5099,13979,2508,14934,2034,42572,3823,21341,2921,75657,958,31222,2147,24126,2036,2413,803,432,297,14423,1455,3041,1239,612,null,null,4374,null,null,7318,null,null,4091,null,null,4338,null,null,5392,null,null,5420,null,null,1105,null,null,2655,null,null,3339,null,null,2650,null,null,3832,null,null,2729,null,null,4894,null,null,1137,null,null,3173,null,null,5099,null,null,2508,null,null,2034,null,null,3823,null,null,2921,null,null,958,null,null,2147,null,null,2036,null,null,803,null,null,297,null,null,1455,null,null,1239,null,null,11
