C23002C_001E,C23002C_001M,C23002C_002E,C23002C_002M,C23002C_003E,C23002C_003M,C23002C_004E,C23002C_004M,C23002C_005E,C23002C_005M,C23002C_006E,C23002C_006M,C23002C_007E,C23002C_007M,C23002C_008E,C23002C_008M,C23002C_009E,C23002C_009M,C23002C_010E,C23002C_010M,C23002C_011E,C23002C_011M,C23002C_012E,C23002C_012M,C23002C_013E,C23002C_013M,C23002C_014E,C23002C_014M,C23002C_015E,C23002C_015M,C23002C_016E,C23002C_016M,C23002C_017E,C23002C_017M,C23002C_018E,C23002C_018M,C23002C_019E,C23002C_019M,C23002C_020E,C23002C_020M,C23002C_021E,C23002C_021M,C23002C_022E,C23002C_022M,C23002C_023E,C23002C_023M,C23002C_024E,C23002C_024M,C23002C_025E,C23002C_025M,C23002C_026E,C23002C_026M,C23002C_027E,C23002C_027M,C23002C_001M,C23002C_001EA,C23002C_001MA,C23002C_002M,C23002C_002EA,C23002C_002MA,C23002C_003M,C23002C_003EA,C23002C_003MA,C23002C_004M,C23002C_004EA,C23002C_004MA,C23002C_005M,C23002C_005EA,C23002C_005MA,C23002C_006M,C23002C_006EA,C23002C_006MA,C23002C_007M,C23002C_007EA,C23002C_007MA,C23002C_008M,C23002C_008EA,C23002C_008MA,C23002C_009M,C23002C_009EA,C23002C_009MA,C23002C_010M,C23002C_010EA,C23002C_010MA,C23002C_011M,C23002C_011EA,C23002C_011MA,C23002C_012M,C23002C_012EA,C23002C_012MA,C23002C_013M,C23002C_013EA,C23002C_013MA,C23002C_014M,C23002C_014EA,C23002C_014MA,C23002C_015M,C23002C_015EA,C23002C_015MA,C23002C_016M,C23002C_016EA,C23002C_016MA,C23002C_017M,C23002C_017EA,C23002C_017MA,C23002C_018M,C23002C_018EA,C23002C_018MA,C23002C_019M,C23002C_019EA,C23002C_019MA,C23002C_020M,C23002C_020EA,C23002C_020MA,C23002C_021M,C23002C_021EA,C23002C_021MA,C23002C_022M,C23002C_022EA,C23002C_022MA,C23002C_023M,C23002C_023EA,C23002C_023MA,C23002C_024M,C23002C_024EA,C23002C_024MA,C23002C_025M,C23002C_025EA,C23002C_025MA,C23002C_026M,C23002C_026EA,C23002C_026MA,C23002C_027M,C23002C_027EA,C23002C_027MA,state
70089,4636,35798,2350,31864,2281,19298,1805,187,143,19111,1815,16247,1592,2864,765,12566,1707,3934,722,684,286,654,276,30,58,3250,678,34291,3191,29401,2867,18018,2130,0,198,18018,2130,15768,1759,2250,927,11383,1660,4890,965,490,258,442,250,48,77,4400,920,4636,null,null,2350,null,null,2281,null,null,1805,null,null,143,null,null,1815,null,null,1592,null,null,765,null,null,1707,null,null,722,null,null,286,null,null,276,null,null,58,null,null,678,null,null,3191,null,null,2867,null,null,2130,null,null,198,null,null,2130,null,null,1759,null,null,927,null,null,1660,null,null,965,null,null,258,null,null,250,null,null,77,null,null,920,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
39870,2182,19854,1459,17714,1431,12105,1369,0,147,12105,1369,10120,1341,1985,553,5609,811,2140,433,581,243,528,256,53,66,1559,323,20016,1528,17875,1431,12249,1377,0,147,12249,1377,11461,1376,788,341,5626,769,2141,475,503,284,476,278,27,46,1638,394,2182,null,null,1459,null,null,1431,null,null,1369,null,null,147,null,null,1369,null,null,1341,null,null,553,null,null,811,null,null,433,null,null,243,null,null,256,null,null,66,null,null,323,null,null,1528,null,null,1431,null,null,1377,null,null,147,null,null,1377,null,null,1376,null,null,341,null,null,769,null,null,475,null,null,284,null,null,278,null,null,46,null,null,394,null,null,55
9010,1045,4498,752,3879,679,2212,628,0,197,2212,628,1843,557,369,249,1667,317,619,270,276,223,257,217,19,34,343,211,4512,617,3843,646,2626,723,0,197,2626,723,2234,721,392,157,1217,297,669,317,193,236,193,236,0,197,476,202,1045,null,null,752,null,null,679,null,null,628,null,null,197,null,null,628,null,null,557,null,null,249,null,null,317,null,null,270,null,null,223,null,null,217,null,null,34,null,null,211,null,null,617,null,null,646,null,null,723,null,null,197,null,null,723,null,null,721,null,null,157,null,null,297,null,null,317,null,null,236,null,null,236,null,null,197,null,null,202,null,null,56
6652,1975,2595,814,2220,758,1583,652,0,222,1583,652,1365,638,218,225,637,421,375,233,52,85,52,85,0,222,323,213,4057,1316,3272,1233,1650,662,0,222,1650,662,1234,575,416,308,1622,1009,785,484,97,152,97,152,0,222,688,460,1975,null,null,814,null,null,758,null,null,652,null,null,222,null,null,652,null,null,638,null,null,225,null,null,421,null,null,233,null,null,85,null,null,85,null,null,222,null,null,213,null,null,1316,null,null,1233,null,null,662,null,null,222,null,null,662,null,null,575,null,null,308,null,null,1009,null,null,484,null,null,152,null,null,152,null,null,222,null,null,460,null,null,72
20488,2930,9532,2067,8437,2006,5317,1241,0,195,5317,1241,5201,1202,116,115,3120,1227,1095,443,181,152,181,152,0,195,914,438,10956,1551,9317,1377,5887,1050,0,195,5887,1050,5404,1011,483,326,3430,857,1639,446,347,278,347,278,0,195,1292,438,2930,null,null,2067,null,null,2006,null,null,1241,null,null,195,null,null,1241,null,null,1202,null,null,115,null,null,1227,null,null,443,null,null,152,null,null,152,null,null,195,null,null,438,null,null,1551,null,null,1377,null,null,1050,null,null,195,null,null,1050,null,null,1011,null,null,326,null,null,857,null,null,446,null,null,278,null,null,278,null,null,195,null,null,438,null,null,01
77053,2458,38172,1559,34328,1541,21727,1332,155,186,21572,1326,15678,1296,5894,844,12601,1270,3844,410,884,373,863,378,21,22,2960,404,38881,1483,33895,1350,21237,1579,7,12,21230,1580,17666,1629,3564,568,12658,1453,4986,477,813,368,803,373,10,16,4173,529,2458,null,null,1559,null,null,1541,null,null,1332,null,null,186,null,null,1326,null,null,1296,null,null,844,null,null,1270,null,null,410,null,null,373,null,null,378,null,null,22,null,null,404,null,null,1483,null,null,1350,null,null,1579,null,null,12,null,null,1580,null,null,1629,null,null,568,null,null,1453,null,null,477,null,null,368,null,null,373,null,null,16,null,null,529,null,null,02
223635,4583,108854,2500,98202,2431,54817,2830,202,327,54615,2877,45769,2971,8846,1224,43385,1982,10652,607,1850,496,1823,492,27,37,8802,701,114781,3179,99896,2808,59067,3109,145,208,58922,3092,50501,2879,8421,1317,40829,2617,14885,1012,1852,440,1746,411,106,126,13033,1015,4583,null,null,2500,null,null,2431,null,null,2830,null,null,327,null,null,2877,null,null,2971,null,null,1224,null,null,1982,null,null,607,null,null,496,null,null,492,null,null,37,null,null,701,null,null,3179,null,null,2808,null,null,3109,null,null,208,null,null,3092,null,null,2879,null,null,1317,null,null,2617,null,null,1012,null,null,440,null,null,411,null,null,126,null,null,1015,null,null,04
14554,1879,6476,1174,5749,1097,3224,784,0,197,3224,784,2796,694,428,327,2525,716,727,448,35,59,35,59,0,197,692,438,8078,1270,7169,1246,4096,1010,23,46,4073,1004,3607,897,466,366,3073,795,909,498,182,217,182,217,0,197,727,413,1879,null,null,1174,null,null,1097,null,null,784,null,null,197,null,null,784,null,null,694,null,null,327,null,null,716,null,null,448,null,null,59,null,null,59,null,null,197,null,null,438,null,null,1270,null,null,1246,null,null,1010,null,null,46,null,null,1004,null,null,897,null,null,366,null,null,795,null,null,498,null,null,217,null,null,217,null,null,197,null,null,413,null,null,05
229222,10768,111777,6253,97758,5862,71137,4971,570,329,70567,5013,61700,4575,8867,1835,26621,2359,14019,1443,1540,529,1465,543,75,90,12479,1462,117445,6178,98110,5653,60692,4393,186,206,60506,4429,51791,3910,8715,1562,37418,3070,19335,2187,2452,788,2271,766,181,179,16883,1922,10768,null,null,6253,null,null,5862,null,null,4971,null,null,329,null,null,5013,null,null,4575,null,null,1835,null,null,2359,null,null,1443,null,null,529,null,null,543,null,null,90,null,null,1462,null,null,6178,null,null,5653,null,null,4393,null,null,206,null,null,4429,null,null,3910,null,null,1562,null,null,3070,null,null,2187,null,null,788,null,null,766,null,null,179,null,null,1922,null,null,06
44679,3863,21896,2707,18668,2579,12940,2161,209,186,12731,2154,11891,2123,840,353,5728,1160,3228,799,527,296,506,294,21,39,2701,748,22783,2171,20788,2194,14075,1945,0,195,14075,1945,12533,1810,1542,715,6713,1206,1995,501,531,279,472,260,59,91,1464,464,3863,null,null,2707,null,null,2579,null,null,2161,null,null,186,null,null,2154,null,null,2123,null,null,353,null,null,1160,null,null,799,null,null,296,null,null,294,null,null,39,null,null,748,null,null,2171,null,null,2194,null,null,1945,null,null,195,null,null,1945,null,null,1810,null,null,715,null,null,1206,null,null,501,null,null,279,null,null,260,null,null,91,null,null,464,null,null,08
7294,2216,3985,1410,3594,1268,2831,1131,0,200,2831,1131,2406,1025,425,287,763,498,391,336,0,200,0,200,0,200,391,336,3309,1147,3111,1154,2096,826,0,200,2096,826,1946,811,150,159,1015,516,198,152,52,63,52,63,0,200,146,131,2216,null,null,1410,null,null,1268,null,null,1131,null,null,200,null,null,1131,null,null,1025,null,null,287,null,null,498,null,null,336,null,null,200,null,null,200,null,null,200,null,null,336,null,null,1147,null,null,1154,null,null,826,null,null,200,null,null,826,null,null,811,null,null,159,null,null,516,null,null,152,null,null,63,null,null,63,null,null,200,null,null,131,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
