B05003H_001E,B05003H_001M,B05003H_002E,B05003H_002M,B05003H_003E,B05003H_003M,B05003H_004E,B05003H_004M,B05003H_005E,B05003H_005M,B05003H_006E,B05003H_006M,B05003H_007E,B05003H_007M,B05003H_008E,B05003H_008M,B05003H_009E,B05003H_009M,B05003H_010E,B05003H_010M,B05003H_011E,B05003H_011M,B05003H_012E,B05003H_012M,B05003H_013E,B05003H_013M,B05003H_014E,B05003H_014M,B05003H_015E,B05003H_015M,B05003H_016E,B05003H_016M,B05003H_017E,B05003H_017M,B05003H_018E,B05003H_018M,B05003H_019E,B05003H_019M,B05003H_020E,B05003H_020M,B05003H_021E,B05003H_021M,B05003H_022E,B05003H_022M,B05003H_023E,B05003H_023M,B05003H_001M,B05003H_001EA,B05003H_001MA,B05003H_002M,B05003H_002EA,B05003H_002MA,B05003H_003M,B05003H_003EA,B05003H_003MA,B05003H_004M,B05003H_004EA,B05003H_004MA,B05003H_005M,B05003H_005EA,B05003H_005MA,B05003H_006M,B05003H_006EA,B05003H_006MA,B05003H_007M,B05003H_007EA,B05003H_007MA,B05003H_008M,B05003H_008EA,B05003H_008MA,B05003H_009M,B05003H_009EA,B05003H_009MA,B05003H_010M,B05003H_010EA,B05003H_010MA,B05003H_011M,B05003H_011EA,B05003H_011MA,B05003H_012M,B05003H_012EA,B05003H_012MA,B05003H_013M,B05003H_013EA,B05003H_013MA,B05003H_014M,B05003H_014EA,B05003H_014MA,B05003H_015M,B05003H_015EA,B05003H_015MA,B05003H_016M,B05003H_016EA,B05003H_016MA,B05003H_017M,B05003H_017EA,B05003H_017MA,B05003H_018M,B05003H_018EA,B05003H_018MA,B05003H_019M,B05003H_019EA,B05003H_019MA,B05003H_020M,B05003H_020EA,B05003H_020MA,B05003H_021M,B05003H_021EA,B05003H_021MA,B05003H_022M,B05003H_022EA,B05003H_022MA,B05003H_023M,B05003H_023EA,B05003H_023MA,state
36168,4848,19569,3250,4795,1814,4638,1787,157,257,0,222,157,257,14774,2230,12784,2116,1990,686,1231,549,759,409,16599,2460,2574,1152,2393,1117,181,293,0,222,181,293,14025,2077,12306,1973,1719,714,1116,566,603,412,4848,null,null,3250,null,null,1814,null,null,1787,null,null,257,null,null,222,null,null,257,null,null,2230,null,null,2116,null,null,686,null,null,549,null,null,409,null,null,2460,null,null,1152,null,null,1117,null,null,293,null,null,222,null,null,293,null,null,2077,null,null,1973,null,null,714,null,null,566,null,null,412,null,null,72
3197147,1701,1566221,1670,328085,1697,326469,1907,1616,834,506,408,1110,726,1238136,553,1225911,1973,12225,1896,6518,1245,5707,1530,1630926,2166,307594,1892,306265,2004,1329,774,679,501,650,465,1323332,627,1309158,2360,14174,2355,7779,1419,6395,1553,1701,null,null,1670,null,null,1697,null,null,1907,null,null,834,null,null,408,null,null,726,null,null,553,null,null,1973,null,null,1896,null,null,1245,null,null,1530,null,null,2166,null,null,1892,null,null,2004,null,null,774,null,null,501,null,null,465,null,null,627,null,null,2360,null,null,2355,null,null,1419,null,null,1553,null,null,01
452757,719,241953,1059,48586,730,48306,790,280,307,147,173,133,205,193367,775,188040,1492,5327,1291,3872,1122,1455,697,210804,1046,43944,661,43807,690,137,158,88,141,49,69,166860,948,161338,1484,5522,1162,3520,728,2002,753,719,null,null,1059,null,null,730,null,null,790,null,null,307,null,null,173,null,null,205,null,null,775,null,null,1492,null,null,1291,null,null,1122,null,null,697,null,null,1046,null,null,661,null,null,690,null,null,158,null,null,141,null,null,69,null,null,948,null,null,1484,null,null,1162,null,null,728,null,null,753,null,null,02
3834724,2943,1893967,1678,329635,1017,325190,1877,4445,1619,966,596,3479,1549,1564332,1290,1485840,4938,78492,4746,44553,3735,33939,3706,1940757,1799,315044,912,310423,1825,4621,1426,1244,871,3377,1196,1625713,1364,1534512,4835,91201,4311,54040,3579,37161,3151,2943,null,null,1678,null,null,1017,null,null,1877,null,null,1619,null,null,596,null,null,1549,null,null,1290,null,null,4938,null,null,4746,null,null,3735,null,null,3706,null,null,1799,null,null,912,null,null,1825,null,null,1426,null,null,871,null,null,1196,null,null,1364,null,null,4835,null,null,4311,null,null,3579,null,null,3151,null,null,04
2175226,981,1070615,1851,232476,1597,232261,1632,215,240,36,61,179,236,838139,652,829850,1914,8289,1834,4624,1186,3665,1158,1104611,1702,216001,1658,215849,1702,152,146,53,87,99,119,888610,481,879952,1836,8658,1765,4199,798,4459,1516,981,null,null,1851,null,null,1597,null,null,1632,null,null,240,null,null,61,null,null,236,null,null,652,null,null,1914,null,null,1834,null,null,1186,null,null,1158,null,null,1702,null,null,1658,null,null,1702,null,null,146,null,null,87,null,null,119,null,null,481,null,null,1836,null,null,1765,null,null,798,null,null,1516,null,null,05
14725729,8629,7355125,5587,1201386,3419,1165031,5344,36355,3986,7707,1593,28648,3679,6153739,3212,5508532,13139,645207,12839,415156,9739,230051,9117,7370604,4616,1140403,2494,1108731,4966,31672,4030,8442,1860,23230,3428,6230201,3258,5534798,14613,695403,13724,481776,10626,213627,8297,8629,null,null,5587,null,null,3419,null,null,5344,null,null,3986,null,null,1593,null,null,3679,null,null,3212,null,null,13139,null,null,12839,null,null,9739,null,null,9117,null,null,4616,null,null,2494,null,null,4966,null,null,4030,null,null,1860,null,null,3428,null,null,3258,null,null,14613,null,null,13724,null,null,10626,null,null,8297,null,null,06
3796733,1461,1903851,1746,367223,1383,363408,2051,3815,1449,1827,910,1988,1054,1536628,771,1491139,3663,45489,3483,26584,2394,18905,2379,1892882,1614,345526,1338,342201,1686,3325,1135,1338,908,1987,918,1547356,804,1488705,3802,58651,3798,37247,2865,21404,2579,1461,null,null,1746,null,null,1383,null,null,2051,null,null,1449,null,null,910,null,null,1054,null,null,771,null,null,3663,null,null,3483,null,null,2394,null,null,2379,null,null,1614,null,null,1338,null,null,1686,null,null,1135,null,null,908,null,null,918,null,null,804,null,null,3802,null,null,3798,null,null,2865,null,null,2579,null,null,08
2411769,2753,1175407,1810,216075,654,212926,1232,3149,1108,1031,515,2118,982,959332,1599,883915,4209,75417,4235,47908,3633,27509,3023,1236362,1387,204409,494,200349,1368,4060,1244,1045,517,3015,1119,1031953,1148,943230,4481,88723,4447,59868,3595,28855,2793,2753,null,null,1810,null,null,654,null,null,1232,null,null,1108,null,null,515,null,null,982,null,null,1599,null,null,4209,null,null,4235,null,null,3633,null,null,3023,null,null,1387,null,null,494,null,null,1368,null,null,1244,null,null,517,null,null,1119,null,null,1148,null,null,4481,null,null,4447,null,null,3595,null,null,2793,null,null,09
597331,751,289055,364,51889,207,51562,359,327,342,204,318,123,150,237166,294,229640,1412,7526,1353,5048,1200,2478,716,308276,478,49855,112,49258,512,597,509,255,350,342,357,258421,467,251311,1528,7110,1427,4665,1060,2445,909,751,null,null,364,null,null,207,null,null,359,null,null,342,null,null,318,null,null,150,null,null,294,null,null,1412,null,null,1353,null,null,1200,null,null,716,null,null,478,null,null,112,null,null,512,null,null,509,null,null,350,null,null,357,null,null,467,null,null,1528,null,null,1427,null,null,1060,null,null,909,null,null,10
247185,552,123555,110,13391,203,13006,419,385,419,84,136,301,398,110164,110,100505,1585,9659,1593,4428,1114,5231,1255,123630,530,13005,149,12770,248,235,192,182,170,53,90,110625,504,100084,1617,10541,1584,4122,874,6419,1282,552,null,null,110,null,null,203,null,null,419,null,null,419,null,null,136,null,null,398,null,null,110,null,null,1585,null,null,1593,null,null,1114,null,null,1255,null,null,530,null,null,149,null,null,248,null,null,192,null,null,170,null,null,90,null,null,504,null,null,1617,null,null,1584,null,null,874,null,null,1282,null,null,11
