C23002H_001E,C23002H_001M,C23002H_002E,C23002H_002M,C23002H_003E,C23002H_003M,C23002H_004E,C23002H_004M,C23002H_005E,C23002H_005M,C23002H_006E,C23002H_006M,C23002H_007E,C23002H_007M,C23002H_008E,C23002H_008M,C23002H_009E,C23002H_009M,C23002H_010E,C23002H_010M,C23002H_011E,C23002H_011M,C23002H_012E,C23002H_012M,C23002H_013E,C23002H_013M,C23002H_014E,C23002H_014M,C23002H_015E,C23002H_015M,C23002H_016E,C23002H_016M,C23002H_017E,C23002H_017M,C23002H_018E,C23002H_018M,C23002H_019E,C23002H_019M,C23002H_020E,C23002H_020M,C23002H_021E,C23002H_021M,C23002H_022E,C23002H_022M,C23002H_023E,C23002H_023M,C23002H_024E,C23002H_024M,C23002H_025E,C23002H_025M,C23002H_026E,C23002H_026M,C23002H_027E,C23002H_027M,C23002H_001M,C23002H_001EA,C23002H_001MA,C23002H_002M,C23002H_002EA,C23002H_002MA,C23002H_003M,C23002H_003EA,C23002H_003MA,C23002H_004M,C23002H_004EA,C23002H_004MA,C23002H_005M,C23002H_005EA,C23002H_005MA,C23002H_006M,C23002H_006EA,C23002H_006MA,C23002H_007M,C23002H_007EA,C23002H_007MA,C23002H_008M,C23002H_008EA,C23002H_008MA,C23002H_009M,C23002H_009EA,C23002H_009MA,C23002H_010M,C23002H_010EA,C23002H_010MA,C23002H_011M,C23002H_011EA,C23002H_011MA,C23002H_012M,C23002H_012EA,C23002H_012MA,C23002H_013M,C23002H_013EA,C23002H_013MA,C23002H_014M,C23002H_014EA,C23002H_014MA,C23002H_015M,C23002H_015EA,C23002H_015MA,C23002H_016M,C23002H_016EA,C23002H_016MA,C23002H_017M,C23002H_017EA,C23002H_017MA,C23002H_018M,C23002H_018EA,C23002H_018MA,C23002H_019M,C23002H_019EA,C23002H_019MA,C23002H_020M,C23002H_020EA,C23002H_020MA,C23002H_021M,C23002H_021EA,C23002H_021MA,C23002H_022M,C23002H_022EA,C23002H_022MA,C23002H_023M,C23002H_023EA,C23002H_023MA,C23002H_024M,C23002H_024EA,C23002H_024MA,C23002H_025M,C23002H_025EA,C23002H_025MA,C23002H_026M,C23002H_026EA,C23002H_026MA,C23002H_027M,C23002H_027EA,C23002H_027MA,state
4065307,3882,1967551,2695,1564763,2666,1198723,8794,12108,2077,1186615,8664,1127402,9562,59213,4034,366040,8570,402788,172,85318,3970,82891,4039,2427,757,317470,3968,2097756,3014,1598273,2975,1063215,10956,1210,561,1062005,10899,1008662,10567,53343,4104,535058,10953,499483,241,65517,3161,64162,3123,1355,553,433966,3148,3882,null,null,2695,null,null,2666,null,null,8794,null,null,2077,null,null,8664,null,null,9562,null,null,4034,null,null,8570,null,null,172,null,null,3970,null,null,4039,null,null,757,null,null,3968,null,null,3014,null,null,2975,null,null,10956,null,null,561,null,null,10899,null,null,10567,null,null,4104,null,null,10953,null,null,241,null,null,3161,null,null,3123,null,null,553,null,null,3148,null,null,47
9786367,7091,4810661,5210,3843430,5099,3103480,13379,40511,2885,3062969,13783,2917535,12947,145434,6899,739950,13344,967231,989,248584,6351,239964,6115,8620,1405,718647,6340,4975706,4717,3801285,4672,2624595,13869,6165,1207,2618430,14015,2502261,15223,116169,5974,1176690,13946,1174421,1378,180183,6916,176105,7021,4078,1019,994238,6831,7091,null,null,5210,null,null,5099,null,null,13379,null,null,2885,null,null,13783,null,null,12947,null,null,6899,null,null,13344,null,null,989,null,null,6351,null,null,6115,null,null,1405,null,null,6340,null,null,4717,null,null,4672,null,null,13869,null,null,1207,null,null,14015,null,null,15223,null,null,5974,null,null,13946,null,null,1378,null,null,6916,null,null,7021,null,null,1019,null,null,6831,null,null,48
1792490,2339,892336,1750,756956,1754,643270,5083,3378,912,639892,5135,612954,5140,26938,2530,113686,4903,135380,71,32103,2206,31442,2216,661,315,103277,2193,900154,1785,744469,1754,511386,6657,255,294,511131,6655,490974,6924,20157,2410,233083,6689,155685,357,20470,1686,20378,1687,92,98,135215,1761,2339,null,null,1750,null,null,1754,null,null,5083,null,null,912,null,null,5135,null,null,5140,null,null,2530,null,null,4903,null,null,71,null,null,2206,null,null,2216,null,null,315,null,null,2193,null,null,1785,null,null,1754,null,null,6657,null,null,294,null,null,6655,null,null,6924,null,null,2410,null,null,6689,null,null,357,null,null,1686,null,null,1687,null,null,98,null,null,1761,null,null,49
487824,901,238315,716,188173,716,149725,2459,437,332,149288,2482,142716,2481,6572,1047,38448,2415,50142,7,13623,1114,13372,1095,251,189,36519,1114,249509,648,189902,648,145360,2399,56,93,145304,2409,140346,2668,4958,1264,44542,2239,59607,90,10353,1107,9966,1043,387,306,49254,1109,901,null,null,716,null,null,716,null,null,2459,null,null,332,null,null,2482,null,null,2481,null,null,1047,null,null,2415,null,null,7,null,null,1114,null,null,1095,null,null,189,null,null,1114,null,null,648,null,null,648,null,null,2399,null,null,93,null,null,2409,null,null,2668,null,null,1264,null,null,2239,null,null,90,null,null,1107,null,null,1043,null,null,306,null,null,1109,null,null,50
4352104,3236,2133039,2553,1711031,2542,1388246,7309,62967,3603,1325279,7462,1263525,6909,61754,3894,322785,7476,422008,289,99487,3745,97260,3621,2227,660,322521,3739,2219065,2231,1702428,2234,1218672,9097,12564,2035,1206108,9531,1155056,9711,51052,4321,483756,9391,516637,239,77832,3482,76251,3522,1581,667,438805,3432,3236,null,null,2553,null,null,2542,null,null,7309,null,null,3603,null,null,7462,null,null,6909,null,null,3894,null,null,7476,null,null,289,null,null,3745,null,null,3621,null,null,660,null,null,3739,null,null,2231,null,null,2234,null,null,9097,null,null,2035,null,null,9531,null,null,9711,null,null,4321,null,null,9391,null,null,239,null,null,3482,null,null,3522,null,null,667,null,null,3432,null,null,51
4232545,3010,2098849,2309,1673203,2287,1347458,8473,28854,2628,1318604,9128,1245210,9704,73394,4339,325745,8420,425646,169,89827,4066,87268,4149,2559,625,335819,4071,2133696,2201,1632186,2208,1150131,8356,2995,761,1147136,8267,1097104,8428,50032,3638,482055,8697,501510,285,65880,3304,64017,3269,1863,562,435630,3276,3010,null,null,2309,null,null,2287,null,null,8473,null,null,2628,null,null,9128,null,null,9704,null,null,4339,null,null,8420,null,null,169,null,null,4066,null,null,4149,null,null,625,null,null,4071,null,null,2201,null,null,2208,null,null,8356,null,null,761,null,null,8267,null,null,8428,null,null,3638,null,null,8697,null,null,285,null,null,3304,null,null,3269,null,null,562,null,null,3276,null,null,53
1392525,2641,678647,2081,529859,2082,365324,5001,783,369,364541,4913,330371,5310,34170,3201,164535,5409,148788,171,23050,1782,22128,1842,922,451,125738,1772,713878,2141,534466,2025,332088,6072,49,67,332039,6075,311257,6253,20782,2486,202378,6362,179412,568,22396,1666,21924,1633,472,316,157016,1754,2641,null,null,2081,null,null,2082,null,null,5001,null,null,369,null,null,4913,null,null,5310,null,null,3201,null,null,5409,null,null,171,null,null,1782,null,null,1842,null,null,451,null,null,1772,null,null,2141,null,null,2025,null,null,6072,null,null,67,null,null,6075,null,null,6253,null,null,2486,null,null,6362,null,null,568,null,null,1666,null,null,1633,null,null,316,null,null,1754,null,null,54
3915883,2565,1931281,1898,1538390,1885,1281571,7441,2251,690,1279320,7247,1231333,7949,47987,3215,256819,7239,392891,142,76680,3010,75101,3008,1579,416,316211,2988,1984602,1665,1510218,1632,1180337,5729,694,415,1179643,5740,1143487,6318,36156,2433,329881,5531,474384,166,63443,2602,62171,2618,1272,370,410941,2635,2565,null,null,1898,null,null,1885,null,null,7441,null,null,690,null,null,7247,null,null,7949,null,null,3215,null,null,7239,null,null,142,null,null,3010,null,null,3008,null,null,416,null,null,2988,null,null,1665,null,null,1632,null,null,5729,null,null,415,null,null,5740,null,null,6318,null,null,2433,null,null,5531,null,null,166,null,null,2602,null,null,2618,null,null,370,null,null,2635,null,null,55
397780,1176,201740,935,163135,930,134983,2241,1221,487,133762,2304,124936,2619,8826,1609,28152,2324,38605,45,10572,1041,10061,1002,511,334,28033,1040,196040,1103,153651,1103,112033,2897,208,217,111825,2941,107264,3202,4561,943,41618,2775,42389,5,6243,889,5757,808,486,365,36146,889,1176,null,null,935,null,null,930,null,null,2241,null,null,487,null,null,2304,null,null,2619,null,null,1609,null,null,2324,null,null,45,null,null,1041,null,null,1002,null,null,334,null,null,1040,null,null,1103,null,null,1103,null,null,2897,null,null,217,null,null,2941,null,null,3202,null,null,943,null,null,2775,null,null,5,null,null,889,null,null,808,null,null,365,null,null,889,null,null,56
29761,3596,15287,2365,12828,2347,8270,1734,406,393,7864,1795,7230,1679,634,366,4558,1376,2459,820,475,425,475,425,0,222,1984,692,14474,2100,12351,2064,6639,1500,96,155,6543,1490,5838,1465,705,468,5712,1506,2123,746,101,120,101,120,0,222,2022,732,3596,null,null,2365,null,null,2347,null,null,1734,null,null,393,null,null,1795,null,null,1679,null,null,366,null,null,1376,null,null,820,null,null,425,null,null,425,null,null,222,null,null,692,null,null,2100,null,null,2064,null,null,1500,null,null,155,null,null,1490,null,null,1465,null,null,468,null,null,1506,null,null,746,null,null,120,null,null,120,null,null,222,null,null,732,null,null,72
2642212,2926,1280787,1824,1009697,1815,752957,6817,8545,1241,744412,6982,708273,7114,36139,3173,256740,7030,271090,281,54489,3206,52553,3112,1936,681,216601,3172,1361425,2180,1019327,2161,648486,7974,869,496,647617,7999,615260,7955,32357,3089,370841,8156,342098,310,39863,2445,38988,2428,875,393,302235,2486,2926,null,null,1824,null,null,1815,null,null,6817,null,null,1241,null,null,6982,null,null,7114,null,null,3173,null,null,7030,null,null,281,null,null,3206,null,null,3112,null,null,681,null,null,3172,null,null,2180,null,null,2161,null,null,7974,null,null,496,null,null,7999,null,null,7955,null,null,3089,null,null,8156,null,null,310,null,null,2445,null,null,2428,null,null,393,null,null,2486,null,null,01
370097,1101,198918,1308,169324,1374,142254,2631,9699,1434,132555,2868,125496,3118,7059,1308,27070,2384,29594,122,8805,1188,8426,1176,379,278,20789,1193,171179,1112,143445,1102,107425,2633,1250,438,106175,2689,100198,2882,5977,1189,36020,2402,27734,25,6409,921,6178,877,231,208,21325,925,1101,null,null,1308,null,null,1374,null,null,2631,null,null,1434,null,null,2868,null,null,3118,null,null,1308,null,null,2384,null,null,122,null,null,1188,null,null,1176,null,null,278,null,null,1193,null,null,1112,null,null,1102,null,null,2633,null,null,438,null,null,2689,null,null,2882,null,null,1189,null,null,2402,null,null,25,null,null,921,null,null,877,null,null,208,null,null,925,null,null,02
3267094,4095,1604154,2569,1165145,2486,904622,7251,9298,1192,895324,7478,843828,8557,51496,3671,260523,7588,439009,516,74190,3519,70915,3271,3275,928,364819,3582,1662940,2390,1158879,2357,796757,7774,1208,572,795549,7688,756107,8207,39442,3309,362122,8278,504061,271,61867,3222,59265,3057,2602,748,442194,3252,4095,null,null,2569,null,null,2486,null,null,7251,null,null,1192,null,null,7478,null,null,8557,null,null,3671,null,null,7588,null,null,516,null,null,3519,null,null,3271,null,null,928,null,null,3582,null,null,2390,null,null,2357,null,null,7774,null,null,572,null,null,7688,null,null,8207,null,null,3309,null,null,8278,null,null,271,null,null,3222,null,null,3057,null,null,748,null,null,3252,null,null,04
1777687,2853,865047,2193,676864,2153,499440,5433,2719,712,496721,5478,472440,6016,24281,2469,177424,5946,188183,179,36073,2473,34815,2447,1258,470,152110,2466,912640,1918,680420,1922,448057,7445,333,230,447724,7440,429034,7130,18690,2444,232363,7681,232220,56,29529,2338,28974,2265,555,370,202691,2341,2853,null,null,2193,null,null,2153,null,null,5433,null,null,712,null,null,5478,null,null,6016,null,null,2469,null,null,5946,null,null,179,null,null,2473,null,null,2447,null,null,470,null,null,2466,null,null,1918,null,null,1922,null,null,7445,null,null,230,null,null,7440,null,null,7130,null,null,2444,null,null,7681,null,null,56,null,null,2338,null,null,2265,null,null,370,null,null,2341,null,null,05
12662677,7224,6297031,5011,4891676,4915,3882270,14052,63106,4406,3819164,14672,3598663,15023,220501,7599,1009406,13351,1405355,832,328535,7307,316106,6923,12429,1802,1076820,7275,6365646,4623,4669817,4390,3254261,17300,7615,1374,3246646,17388,3075529,17379,171117,7245,1415556,18055,1695829,946,263168,6437,253341,6475,9827,1335,1432661,6552,7224,null,null,5011,null,null,4915,null,null,14052,null,null,4406,null,null,14672,null,null,15023,null,null,7599,null,null,13351,null,null,832,null,null,7307,null,null,6923,null,null,1802,null,null,7275,null,null,4623,null,null,4390,null,null,17300,null,null,1374,null,null,17388,null,null,17379,null,null,7245,null,null,18055,null,null,946,null,null,6437,null,null,6475,null,null,1335,null,null,6552,null,null,06
3162450,2644,1577237,2128,1292453,2057,1081359,6470,20151,2040,1061208,6877,1012311,6885,48897,3787,211094,6738,284784,232,73716,3112,71398,3061,2318,558,211068,3123,1585213,1838,1248585,1779,930335,7495,3538,706,926797,7552,890347,8130,36450,2926,318250,7627,336628,236,56407,3082,55117,3060,1290,394,280221,3102,2644,null,null,2128,null,null,2057,null,null,6470,null,null,2040,null,null,6877,null,null,6885,null,null,3787,null,null,6738,null,null,232,null,null,3112,null,null,3061,null,null,558,null,null,3123,null,null,1838,null,null,1779,null,null,7495,null,null,706,null,null,7552,null,null,8130,null,null,2926,null,null,7627,null,null,236,null,null,3082,null,null,3060,null,null,394,null,null,3102,null,null,08
2049397,2963,988964,2059,775781,2059,635933,5035,5370,1296,630563,5260,599529,5965,31034,2865,139848,5319,213183,109,56685,2736,54372,2706,2313,635,156498,2731,1060433,1825,784249,1828,598605,5636,546,413,598059,5651,569603,5288,28456,3011,185644,5594,276184,175,49744,2517,48356,2428,1388,484,226440,2579,2963,null,null,2059,null,null,2059,null,null,5035,null,null,1296,null,null,5260,null,null,5965,null,null,2865,null,null,5319,null,null,109,null,null,2736,null,null,2706,null,null,635,null,null,2731,null,null,1825,null,null,1828,null,null,5636,null,null,413,null,null,5651,null,null,5288,null,null,3011,null,null,5594,null,null,175,null,null,2517,null,null,2428,null,null,484,null,null,2579,null,null,09
509051,1209,244725,616,184579,592,143623,2791,1173,401,142450,2802,134710,2948,7740,1389,40956,2921,60146,182,13510,1148,13154,1122,356,245,46636,1158,264326,883,190944,863,137755,3026,667,412,137088,3007,130638,3310,6450,1303,53189,2966,73382,143,10161,1427,10095,1429,66,57,63221,1414,1209,null,null,616,null,null,592,null,null,2791,null,null,401,null,null,2802,null,null,2948,null,null,1389,null,null,2921,null,null,182,null,null,1148,null,null,1122,null,null,245,null,null,1158,null,null,883,null,null,863,null,null,3026,null,null,412,null,null,3007,null,null,3310,null,null,1303,null,null,2966,null,null,143,null,null,1427,null,null,1429,null,null,57,null,null,1414,null,null,10
222250,587,111039,291,98700,291,87272,1453,2044,495,85228,1532,83163,1866,2065,858,11428,1502,12339,203,5004,722,4934,700,70,115,7335,722,111211,528,97543,342,82990,1963,332,288,82658,1982,80538,2200,2120,824,14553,1921,13668,373,4023,699,3840,695,183,156,9645,706,587,null,null,291,null,null,291,null,null,1453,null,null,495,null,null,1532,null,null,1866,null,null,858,null,null,1502,null,null,203,null,null,722,null,null,700,null,null,115,null,null,722,null,null,528,null,null,342,null,null,1963,null,null,288,null,null,1982,null,null,2200,null,null,824,null,null,1921,null,null,373,null,null,699,null,null,695,null,null,156,null,null,706,null,null,11
