C23002G_001E,C23002G_001M,C23002G_002E,C23002G_002M,C23002G_003E,C23002G_003M,C23002G_004E,C23002G_004M,C23002G_005E,C23002G_005M,C23002G_006E,C23002G_006M,C23002G_007E,C23002G_007M,C23002G_008E,C23002G_008M,C23002G_009E,C23002G_009M,C23002G_010E,C23002G_010M,C23002G_011E,C23002G_011M,C23002G_012E,C23002G_012M,C23002G_013E,C23002G_013M,C23002G_014E,C23002G_014M,C23002G_015E,C23002G_015M,C23002G_016E,C23002G_016M,C23002G_017E,C23002G_017M,C23002G_018E,C23002G_018M,C23002G_019E,C23002G_019M,C23002G_020E,C23002G_020M,C23002G_021E,C23002G_021M,C23002G_022E,C23002G_022M,C23002G_023E,C23002G_023M,C23002G_024E,C23002G_024M,C23002G_025E,C23002G_025M,C23002G_026E,C23002G_026M,C23002G_027E,C23002G_027M,C23002G_001M,C23002G_001EA,C23002G_001MA,C23002G_002M,C23002G_002EA,C23002G_002MA,C23002G_003M,C23002G_003EA,C23002G_003MA,C23002G_004M,C23002G_004EA,C23002G_004MA,C23002G_005M,C23002G_005EA,C23002G_005MA,C23002G_006M,C23002G_006EA,C23002G_006MA,C23002G_007M,C23002G_007EA,C23002G_007MA,C23002G_008M,C23002G_008EA,C23002G_008MA,C23002G_009M,C23002G_009EA,C23002G_009MA,C23002G_010M,C23002G_010EA,C23002G_010MA,C23002G_011M,C23002G_011EA,C23002G_011MA,C23002G_012M,C23002G_012EA,C23002G_012MA,C23002G_013M,C23002G_013EA,C23002G_013MA,C23002G_014M,C23002G_014EA,C23002G_014MA,C23002G_015M,C23002G_015EA,C23002G_015MA,C23002G_016M,C23002G_016EA,C23002G_016MA,C23002G_017M,C23002G_017EA,C23002G_017MA,C23002G_018M,C23002G_018EA,C23002G_018MA,C23002G_019M,C23002G_019EA,C23002G_019MA,C23002G_020M,C23002G_020EA,C23002G_020MA,C23002G_021M,C23002G_021EA,C23002G_021MA,C23002G_022M,C23002G_022EA,C23002G_022MA,C23002G_023M,C23002G_023EA,C23002G_023MA,C23002G_024M,C23002G_024EA,C23002G_024MA,C23002G_025M,C23002G_025EA,C23002G_025MA,C23002G_026M,C23002G_026EA,C23002G_026MA,C23002G_027M,C23002G_027EA,C23002G_027MA,state
174350,7539,85893,5051,80109,4837,57637,3795,3077,899,54560,3824,51069,3633,3491,850,22472,2612,5784,1161,1817,827,1643,804,174,172,3967,897,88457,4992,81961,4762,55529,4355,939,555,54590,4247,48921,4046,5669,1644,26432,2526,6496,1147,1013,438,900,408,113,131,5483,1069,7539,null,null,5051,null,null,4837,null,null,3795,null,null,899,null,null,3824,null,null,3633,null,null,850,null,null,2612,null,null,1161,null,null,827,null,null,804,null,null,172,null,null,897,null,null,4992,null,null,4762,null,null,4355,null,null,555,null,null,4247,null,null,4046,null,null,1644,null,null,2526,null,null,1147,null,null,438,null,null,408,null,null,131,null,null,1069,null,null,51
246963,9278,123577,5668,115735,5560,83575,4821,1783,623,81792,4854,74861,4554,6931,1536,32160,3389,7842,1109,1423,567,1302,547,121,147,6419,1135,123386,6103,114580,6007,78854,4611,245,240,78609,4609,72246,4664,6363,1188,35726,3407,8806,1188,1080,421,1080,421,0,198,7726,1178,9278,null,null,5668,null,null,5560,null,null,4821,null,null,623,null,null,4854,null,null,4554,null,null,1536,null,null,3389,null,null,1109,null,null,567,null,null,547,null,null,147,null,null,1135,null,null,6103,null,null,6007,null,null,4611,null,null,240,null,null,4609,null,null,4664,null,null,1188,null,null,3407,null,null,1188,null,null,421,null,null,421,null,null,198,null,null,1178,null,null,53
16138,2364,7492,1605,6725,1391,3756,880,0,193,3756,880,3612,876,144,151,2969,935,767,478,155,177,100,159,55,95,612,441,8646,1460,7274,1303,3997,976,0,193,3997,976,3845,973,152,122,3277,893,1372,543,86,101,86,101,0,193,1286,540,2364,null,null,1605,null,null,1391,null,null,880,null,null,193,null,null,880,null,null,876,null,null,151,null,null,935,null,null,478,null,null,177,null,null,159,null,null,95,null,null,441,null,null,1460,null,null,1303,null,null,976,null,null,193,null,null,976,null,null,973,null,null,122,null,null,893,null,null,543,null,null,101,null,null,101,null,null,193,null,null,540,null,null,54
69976,4497,35191,3146,33428,3113,23835,2848,17,37,23818,2837,22176,2787,1642,668,9593,1438,1763,474,423,233,365,217,58,89,1340,399,34785,2756,32287,2709,22896,2266,1,4,22895,2266,20511,2051,2384,783,9391,1835,2498,751,451,265,405,260,46,77,2047,686,4497,null,null,3146,null,null,3113,null,null,2848,null,null,37,null,null,2837,null,null,2787,null,null,668,null,null,1438,null,null,474,null,null,233,null,null,217,null,null,89,null,null,399,null,null,2756,null,null,2709,null,null,2266,null,null,4,null,null,2266,null,null,2051,null,null,783,null,null,1835,null,null,751,null,null,265,null,null,260,null,null,77,null,null,686,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
118763,7884,60310,4886,49809,4687,27925,3336,0,222,27925,3336,23727,2836,4198,1405,21884,2668,10501,1574,846,452,808,457,38,63,9655,1573,58453,4387,46147,3868,25517,2510,0,222,25517,2510,22918,2486,2599,806,20630,2729,12306,1963,913,533,913,533,0,222,11393,1850,7884,null,null,4886,null,null,4687,null,null,3336,null,null,222,null,null,3336,null,null,2836,null,null,1405,null,null,2668,null,null,1574,null,null,452,null,null,457,null,null,63,null,null,1573,null,null,4387,null,null,3868,null,null,2510,null,null,222,null,null,2510,null,null,2486,null,null,806,null,null,2729,null,null,1963,null,null,533,null,null,533,null,null,222,null,null,1850,null,null,72
47684,4045,23678,2384,20832,2250,14917,1742,802,341,14115,1778,12002,1570,2113,911,5915,1238,2846,711,673,364,607,359,66,74,2173,618,24006,2725,20684,2605,12613,1954,0,195,12613,1954,11702,1879,911,476,8071,1516,3322,689,570,305,453,268,117,152,2752,629,4045,null,null,2384,null,null,2250,null,null,1742,null,null,341,null,null,1778,null,null,1570,null,null,911,null,null,1238,null,null,711,null,null,364,null,null,359,null,null,74,null,null,618,null,null,2725,null,null,2605,null,null,1954,null,null,195,null,null,1954,null,null,1879,null,null,476,null,null,1516,null,null,689,null,null,305,null,null,268,null,null,152,null,null,629,null,null,01
36168,3558,18939,2296,17959,2267,12591,1590,406,276,12185,1574,10542,1426,1643,539,5368,1276,980,368,349,262,349,262,0,155,631,291,17229,1909,15955,1725,11596,1634,252,316,11344,1595,10150,1551,1194,577,4359,987,1274,516,325,387,325,387,0,155,949,368,3558,null,null,2296,null,null,2267,null,null,1590,null,null,276,null,null,1574,null,null,1426,null,null,539,null,null,1276,null,null,368,null,null,262,null,null,262,null,null,155,null,null,291,null,null,1909,null,null,1725,null,null,1634,null,null,316,null,null,1595,null,null,1551,null,null,577,null,null,987,null,null,516,null,null,387,null,null,387,null,null,155,null,null,368,null,null,02
142678,8518,73328,5160,67784,4949,47804,4364,1219,656,46585,4160,41422,4024,5163,1264,19980,2124,5544,1028,1147,511,1063,489,84,120,4397,853,69350,5455,63005,4998,43712,3761,156,160,43556,3799,38965,3370,4591,1268,19293,2714,6345,1389,725,482,725,482,0,204,5620,1350,8518,null,null,5160,null,null,4949,null,null,4364,null,null,656,null,null,4160,null,null,4024,null,null,1264,null,null,2124,null,null,1028,null,null,511,null,null,489,null,null,120,null,null,853,null,null,5455,null,null,4998,null,null,3761,null,null,160,null,null,3799,null,null,3370,null,null,1268,null,null,2714,null,null,1389,null,null,482,null,null,482,null,null,204,null,null,1350,null,null,04
42961,3617,19886,2348,17568,2296,12372,2191,92,104,12280,2195,11104,1880,1176,671,5196,1222,2318,708,323,233,323,233,0,197,1995,651,23075,2425,20131,2466,12725,1860,69,87,12656,1858,11683,1875,973,550,7406,1573,2944,723,319,306,319,306,0,197,2625,686,3617,null,null,2348,null,null,2296,null,null,2191,null,null,104,null,null,2195,null,null,1880,null,null,671,null,null,1222,null,null,708,null,null,233,null,null,233,null,null,197,null,null,651,null,null,2425,null,null,2466,null,null,1860,null,null,87,null,null,1858,null,null,1875,null,null,550,null,null,1573,null,null,723,null,null,306,null,null,306,null,null,197,null,null,686,null,null,05
1144667,19092,559347,12145,515345,12042,379138,10640,4064,1071,375074,10569,339534,9892,35540,3435,136207,5645,44002,2772,9866,1443,9319,1440,547,340,34136,2327,585320,12003,524451,11535,359792,9572,782,417,359010,9559,329541,8689,29469,2572,164659,7147,60869,4087,9668,1355,8809,1261,859,502,51201,3898,19092,null,null,12145,null,null,12042,null,null,10640,null,null,1071,null,null,10569,null,null,9892,null,null,3435,null,null,5645,null,null,2772,null,null,1443,null,null,1440,null,null,340,null,null,2327,null,null,12003,null,null,11535,null,null,9572,null,null,417,null,null,9559,null,null,8689,null,null,2572,null,null,7147,null,null,4087,null,null,1355,null,null,1261,null,null,502,null,null,3898,null,null,06
108967,5953,56613,4422,53089,4307,41258,3588,1067,523,40191,3634,38012,3695,2179,861,11831,1710,3524,849,1075,460,1075,460,0,195,2449,768,52354,3383,47793,3379,32193,3097,133,151,32060,3059,29105,2846,2955,1056,15600,1964,4561,773,831,376,808,372,23,40,3730,666,5953,null,null,4422,null,null,4307,null,null,3588,null,null,523,null,null,3634,null,null,3695,null,null,861,null,null,1710,null,null,849,null,null,460,null,null,460,null,null,195,null,null,768,null,null,3383,null,null,3379,null,null,3097,null,null,151,null,null,3059,null,null,2846,null,null,1056,null,null,1964,null,null,773,null,null,376,null,null,372,null,null,40,null,null,666,null,null,08
63494,5376,32393,3086,31204,3039,22287,2697,540,339,21747,2718,18724,2486,3023,900,8917,1930,1189,456,449,345,449,345,0,200,740,368,31101,3416,29092,3346,21528,2801,56,124,21472,2795,18023,2429,3449,1235,7564,1300,2009,551,480,315,480,315,0,200,1529,477,5376,null,null,3086,null,null,3039,null,null,2697,null,null,339,null,null,2718,null,null,2486,null,null,900,null,null,1930,null,null,456,null,null,345,null,null,345,null,null,200,null,null,368,null,null,3416,null,null,3346,null,null,2801,null,null,124,null,null,2795,null,null,2429,null,null,1235,null,null,1300,null,null,551,null,null,315,null,null,315,null,null,200,null,null,477,null,null,09
14048,1923,4544,883,4087,839,2610,771,19,27,2591,771,2252,760,339,292,1477,557,457,249,108,99,96,98,12,19,349,232,9504,1649,8884,1714,5695,1413,0,193,5695,1413,4853,1241,842,628,3189,1110,620,370,150,141,150,141,0,193,470,364,1923,null,null,883,null,null,839,null,null,771,null,null,27,null,null,771,null,null,760,null,null,292,null,null,557,null,null,249,null,null,99,null,null,98,null,null,19,null,null,232,null,null,1649,null,null,1714,null,null,1413,null,null,193,null,null,1413,null,null,1241,null,null,628,null,null,1110,null,null,370,null,null,141,null,null,141,null,null,193,null,null,364,null,null,10
11471,1954,4937,1101,4592,1116,3877,939,0,203,3877,939,3581,906,296,229,715,409,345,173,125,130,125,130,0,203,220,150,6534,1230,6131,1126,4969,920,118,130,4851,927,4496,895,355,239,1162,523,403,295,23,37,23,37,0,203,380,287,1954,null,null,1101,null,null,1116,null,null,939,null,null,203,null,null,939,null,null,906,null,null,229,null,null,409,null,null,173,null,null,130,null,null,130,null,null,203,null,null,150,null,null,1230,null,null,1126,null,null,920,null,null,130,null,null,927,null,null,895,null,null,239,null,null,523,null,null,295,null,null,37,null,null,37,null,null,203,null,null,287,null,null,11
