B27001B_001E,B27001B_001M,B27001B_002E,B27001B_002M,B27001B_003E,B27001B_003M,B27001B_004E,B27001B_004M,B27001B_005E,B27001B_005M,B27001B_006E,B27001B_006M,B27001B_007E,B27001B_007M,B27001B_008E,B27001B_008M,B27001B_009E,B27001B_009M,B27001B_010E,B27001B_010M,B27001B_011E,B27001B_011M,B27001B_012E,B27001B_012M,B27001B_013E,B27001B_013M,B27001B_014E,B27001B_014M,B27001B_015E,B27001B_015M,B27001B_016E,B27001B_016M,B27001B_017E,B27001B_017M,B27001B_018E,B27001B_018M,B27001B_019E,B27001B_019M,B27001B_020E,B27001B_020M,B27001B_021E,B27001B_021M,B27001B_022E,B27001B_022M,B27001B_023E,B27001B_023M,B27001B_024E,B27001B_024M,B27001B_025E,B27001B_025M,B27001B_026E,B27001B_026M,B27001B_027E,B27001B_027M,B27001B_028E,B27001B_028M,B27001B_001M,B27001B_001EA,B27001B_001MA,B27001B_002M,B27001B_002EA,B27001B_002MA,B27001B_003M,B27001B_003EA,B27001B_003MA,B27001B_004M,B27001B_004EA,B27001B_004MA,B27001B_005M,B27001B_005EA,B27001B_005MA,B27001B_006M,B27001B_006EA,B27001B_006MA,B27001B_007M,B27001B_007EA,B27001B_007MA,B27001B_008M,B27001B_008EA,B27001B_008MA,B27001B_009M,B27001B_009EA,B27001B_009MA,B27001B_010M,B27001B_010EA,B27001B_010MA,B27001B_011M,B27001B_011EA,B27001B_011MA,B27001B_012M,B27001B_012EA,B27001B_012MA,B27001B_013M,B27001B_013EA,B27001B_013MA,B27001B_014M,B27001B_014EA,B27001B_014MA,B27001B_015M,B27001B_015EA,B27001B_015MA,B27001B_016M,B27001B_016EA,B27001B_016MA,B27001B_017M,B27001B_017EA,B27001B_017MA,B27001B_018M,B27001B_018EA,B27001B_018MA,B27001B_019M,B27001B_019EA,B27001B_019MA,B27001B_020M,B27001B_020EA,B27001B_020MA,B27001B_021M,B27001B_021EA,B27001B_021MA,B27001B_022M,B27001B_022EA,B27001B_022MA,B27001B_023M,B27001B_023EA,B27001B_023MA,B27001B_024M,B27001B_024EA,B27001B_024MA,B27001B_025M,B27001B_025EA,B27001B_025MA,B27001B_026M,B27001B_026EA,B27001B_026MA,B27001B_027M,B27001B_027EA,B27001B_027MA,B27001B_028M,B27001B_028EA,B27001B_028MA,state
3243110,17402,288697,7559,274753,7779,13944,3166,590193,10067,550667,10920,39526,4453,363491,6651,280008,7920,83483,5464,496244,7382,371046,9360,125198,7378,440908,5438,357382,6920,83526,6018,415594,6156,358821,6959,56773,5087,353597,4111,312327,4854,41270,3846,191595,3468,188287,3795,3308,1093,102791,2607,102001,2643,790,526,17402,null,null,7559,null,null,7779,null,null,3166,null,null,10067,null,null,10920,null,null,4453,null,null,6651,null,null,7920,null,null,5464,null,null,7382,null,null,9360,null,null,7378,null,null,5438,null,null,6920,null,null,6018,null,null,6156,null,null,6959,null,null,5087,null,null,4111,null,null,4854,null,null,3846,null,null,3468,null,null,3795,null,null,1093,null,null,2607,null,null,2643,null,null,526,null,null,48
31693,3050,4286,1412,4275,1415,11,29,8172,1374,7974,1389,198,214,2789,857,2604,831,185,275,5586,930,4518,808,1068,613,3789,1078,3320,1020,469,399,2960,935,2654,938,306,282,3094,699,2708,695,386,346,775,391,775,391,0,190,242,254,242,254,0,190,3050,null,null,1412,null,null,1415,null,null,29,null,null,1374,null,null,1389,null,null,214,null,null,857,null,null,831,null,null,275,null,null,930,null,null,808,null,null,613,null,null,1078,null,null,1020,null,null,399,null,null,935,null,null,938,null,null,282,null,null,699,null,null,695,null,null,346,null,null,391,null,null,391,null,null,190,null,null,254,null,null,254,null,null,190,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
1541998,11684,113561,5015,108853,4756,4708,1574,258759,5317,248521,5564,10238,1924,165465,4813,137605,5076,27860,3496,209677,5312,174443,6133,35234,3573,198497,4009,169011,3917,29486,3067,214164,4026,190948,5029,23216,2939,198103,2841,178576,3569,19527,2587,115152,2406,113752,2453,1400,629,68620,2223,68077,2104,543,443,11684,null,null,5015,null,null,4756,null,null,1574,null,null,5317,null,null,5564,null,null,1924,null,null,4813,null,null,5076,null,null,3496,null,null,5312,null,null,6133,null,null,3573,null,null,4009,null,null,3917,null,null,3067,null,null,4026,null,null,5029,null,null,2939,null,null,2841,null,null,3569,null,null,2587,null,null,2406,null,null,2453,null,null,629,null,null,2223,null,null,2104,null,null,443,null,null,51
256411,8994,23305,2691,23211,2686,94,115,44513,4074,43950,4127,563,498,26431,2976,23879,2859,2552,1404,43282,2551,38951,2402,4331,1508,37652,2389,33509,2580,4143,1343,32790,2003,30218,2113,2572,863,28341,1394,26435,1494,1906,790,13036,1166,12668,1157,368,346,7061,862,6891,886,170,257,8994,null,null,2691,null,null,2686,null,null,115,null,null,4074,null,null,4127,null,null,498,null,null,2976,null,null,2859,null,null,1404,null,null,2551,null,null,2402,null,null,1508,null,null,2389,null,null,2580,null,null,1343,null,null,2003,null,null,2113,null,null,863,null,null,1394,null,null,1494,null,null,790,null,null,1166,null,null,1157,null,null,346,null,null,862,null,null,886,null,null,257,null,null,53
63787,3219,5117,1143,5117,1143,0,193,9539,1491,9304,1482,235,263,9073,1671,7994,1621,1079,582,9171,1667,7376,1524,1795,918,6962,1659,6400,1595,562,486,7167,1638,6775,1669,392,340,7864,1438,7290,1333,574,426,5915,1358,5858,1346,57,102,2979,898,2979,898,0,193,3219,null,null,1143,null,null,1143,null,null,193,null,null,1491,null,null,1482,null,null,263,null,null,1671,null,null,1621,null,null,582,null,null,1667,null,null,1524,null,null,918,null,null,1659,null,null,1595,null,null,486,null,null,1638,null,null,1669,null,null,340,null,null,1438,null,null,1333,null,null,426,null,null,1358,null,null,1346,null,null,102,null,null,898,null,null,898,null,null,193,null,null,54
346353,4787,31737,2180,31499,2164,238,250,75582,3109,74149,3115,1433,531,42355,1909,36218,1979,6137,1388,52177,2085,43723,2278,8454,1550,41068,1941,36142,2136,4926,1494,40982,1740,38629,1709,2353,744,35332,1066,33129,1071,2203,655,17826,953,17602,877,224,328,9294,810,9211,800,83,146,4787,null,null,2180,null,null,2164,null,null,250,null,null,3109,null,null,3115,null,null,531,null,null,1909,null,null,1979,null,null,1388,null,null,2085,null,null,2278,null,null,1550,null,null,1941,null,null,2136,null,null,1494,null,null,1740,null,null,1709,null,null,744,null,null,1066,null,null,1071,null,null,655,null,null,953,null,null,877,null,null,328,null,null,810,null,null,800,null,null,146,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
392218,12277,18989,2691,18486,2660,503,404,52606,3697,50507,3526,2099,885,41629,3457,38969,3319,2660,952,46218,4248,39056,3611,7162,1510,52904,3777,45756,3698,7148,1466,55421,3155,50378,3066,5043,1370,52082,3394,48099,3241,3983,1018,42350,3233,41212,3145,1138,645,30019,2150,29860,2182,159,166,12277,null,null,2691,null,null,2660,null,null,404,null,null,3697,null,null,3526,null,null,885,null,null,3457,null,null,3319,null,null,952,null,null,4248,null,null,3611,null,null,1510,null,null,3777,null,null,3698,null,null,1466,null,null,3155,null,null,3066,null,null,1370,null,null,3394,null,null,3241,null,null,1018,null,null,3233,null,null,3145,null,null,645,null,null,2150,null,null,2182,null,null,166,null,null,72
1269831,7489,103879,4229,102605,4233,1274,721,222636,5003,218108,4959,4528,1511,144537,4067,114066,3920,30471,3622,178329,4937,135789,4915,42540,4380,158987,4183,136987,4554,22000,3421,159955,3988,139168,4562,20787,2352,160267,2076,143924,2576,16343,2034,88825,2175,88686,2164,139,113,52416,2111,52256,2094,160,163,7489,null,null,4229,null,null,4233,null,null,721,null,null,5003,null,null,4959,null,null,1511,null,null,4067,null,null,3920,null,null,3622,null,null,4937,null,null,4915,null,null,4380,null,null,4183,null,null,4554,null,null,3421,null,null,3988,null,null,4562,null,null,2352,null,null,2076,null,null,2576,null,null,2034,null,null,2175,null,null,2164,null,null,113,null,null,2111,null,null,2094,null,null,163,null,null,01
22186,1988,1025,659,1025,659,0,155,4279,845,4218,844,61,81,2733,788,2266,731,467,674,4180,1269,3278,1215,902,589,3380,1159,3008,1122,372,364,2706,1030,2466,1014,240,252,2105,548,2026,534,79,137,1113,607,1055,601,58,93,665,492,665,492,0,155,1988,null,null,659,null,null,659,null,null,155,null,null,845,null,null,844,null,null,81,null,null,788,null,null,731,null,null,674,null,null,1269,null,null,1215,null,null,589,null,null,1159,null,null,1122,null,null,364,null,null,1030,null,null,1014,null,null,252,null,null,548,null,null,534,null,null,137,null,null,607,null,null,601,null,null,93,null,null,492,null,null,492,null,null,155,null,null,02
288061,6607,26019,2119,24747,2127,1272,839,53322,3628,50546,3579,2776,881,35271,2075,30370,2020,4901,1330,46312,2275,40092,2529,6220,1462,37920,1612,33287,1592,4633,1277,35830,1517,33336,1794,2494,795,27497,1529,25931,1602,1566,638,17338,758,17303,742,35,61,8552,698,8552,698,0,204,6607,null,null,2119,null,null,2127,null,null,839,null,null,3628,null,null,3579,null,null,881,null,null,2075,null,null,2020,null,null,1330,null,null,2275,null,null,2529,null,null,1462,null,null,1612,null,null,1592,null,null,1277,null,null,1517,null,null,1794,null,null,795,null,null,1529,null,null,1602,null,null,638,null,null,758,null,null,742,null,null,61,null,null,698,null,null,698,null,null,204,null,null,04
449341,4893,39221,2826,38858,2800,363,270,85847,3170,84791,3248,1056,659,54664,2840,47669,2893,6995,1670,61916,3433,53797,3765,8119,1729,52584,2683,46588,2791,5996,1557,55556,2767,51029,2736,4527,1383,53889,1730,51122,1883,2767,776,29827,1428,29669,1441,158,238,15837,1288,15808,1288,29,49,4893,null,null,2826,null,null,2800,null,null,270,null,null,3170,null,null,3248,null,null,659,null,null,2840,null,null,2893,null,null,1670,null,null,3433,null,null,3765,null,null,1729,null,null,2683,null,null,2791,null,null,1557,null,null,2767,null,null,2736,null,null,1383,null,null,1730,null,null,1883,null,null,776,null,null,1428,null,null,1441,null,null,238,null,null,1288,null,null,1288,null,null,49,null,null,05
2186120,15695,161762,5735,157830,5931,3932,1721,331998,6666,324291,6551,7707,1669,229940,4675,210579,4764,19361,2868,333456,6196,297256,6863,36200,3648,273580,4248,252790,5015,20790,2837,306302,3782,288078,4106,18224,2494,280698,2863,265374,3589,15324,2143,161841,2171,160611,2225,1230,587,106543,2296,106136,2310,407,255,15695,null,null,5735,null,null,5931,null,null,1721,null,null,6666,null,null,6551,null,null,1669,null,null,4675,null,null,4764,null,null,2868,null,null,6196,null,null,6863,null,null,3648,null,null,4248,null,null,5015,null,null,2837,null,null,3782,null,null,4106,null,null,2494,null,null,2863,null,null,3589,null,null,2143,null,null,2171,null,null,2225,null,null,587,null,null,2296,null,null,2310,null,null,255,null,null,06
222864,5782,20487,2037,20441,2053,46,78,39886,2888,38550,2991,1336,723,25091,1620,23100,1590,1991,700,35135,2337,31312,2337,3823,1254,30775,1386,27610,1854,3165,1441,28377,1356,27149,1426,1228,587,22683,1240,21869,1195,814,508,13762,1005,13671,1026,91,147,6668,621,6668,621,0,195,5782,null,null,2037,null,null,2053,null,null,78,null,null,2888,null,null,2991,null,null,723,null,null,1620,null,null,1590,null,null,700,null,null,2337,null,null,2337,null,null,1254,null,null,1386,null,null,1854,null,null,1441,null,null,1356,null,null,1426,null,null,587,null,null,1240,null,null,1195,null,null,508,null,null,1005,null,null,1026,null,null,147,null,null,621,null,null,621,null,null,195,null,null,08
368742,7817,26940,2336,26492,2393,448,366,63343,3093,60935,3035,2408,1463,45733,2347,41973,2520,3760,1156,53288,2270,47800,2346,5488,1255,47059,1793,43795,1744,3264,1148,51876,2201,48794,2344,3082,912,42709,1454,39588,1574,3121,983,23404,751,23234,794,170,158,14390,687,14255,716,135,210,7817,null,null,2336,null,null,2393,null,null,366,null,null,3093,null,null,3035,null,null,1463,null,null,2347,null,null,2520,null,null,1156,null,null,2270,null,null,2346,null,null,1255,null,null,1793,null,null,1744,null,null,1148,null,null,2201,null,null,2344,null,null,912,null,null,1454,null,null,1574,null,null,983,null,null,751,null,null,794,null,null,158,null,null,687,null,null,716,null,null,210,null,null,09
204442,4223,16026,1724,15677,1729,349,274,38313,2026,36899,2161,1414,845,22011,1316,20491,1413,1520,753,27219,1564,24265,1653,2954,985,24729,833,23122,935,1607,593,28514,630,25892,1269,2622,1087,24746,466,23343,744,1403,654,14797,473,14429,633,368,410,8087,396,7349,822,738,768,4223,null,null,1724,null,null,1729,null,null,274,null,null,2026,null,null,2161,null,null,845,null,null,1316,null,null,1413,null,null,753,null,null,1564,null,null,1653,null,null,985,null,null,833,null,null,935,null,null,593,null,null,630,null,null,1269,null,null,1087,null,null,466,null,null,744,null,null,654,null,null,473,null,null,633,null,null,410,null,null,396,null,null,822,null,null,768,null,null,10
314308,2844,24544,1442,23818,1521,726,549,42550,1451,40691,1528,1859,986,34587,772,32656,1084,1931,738,48839,962,45769,1507,3070,1132,37051,787,34455,1566,2596,1252,40397,711,38376,1089,2021,785,41995,1065,40773,1314,1222,614,25003,403,24967,409,36,61,19342,543,19342,543,0,203,2844,null,null,1442,null,null,1521,null,null,549,null,null,1451,null,null,1528,null,null,986,null,null,772,null,null,1084,null,null,738,null,null,962,null,null,1507,null,null,1132,null,null,787,null,null,1566,null,null,1252,null,null,711,null,null,1089,null,null,785,null,null,1065,null,null,1314,null,null,614,null,null,403,null,null,409,null,null,61,null,null,543,null,null,543,null,null,203,null,null,11
