B27001H_001E,B27001H_001EA,B27001H_001M,B27001H_001MA,B27001H_002E,B27001H_002EA,B27001H_002M,B27001H_002MA,B27001H_003E,B27001H_003EA,B27001H_003M,B27001H_003MA,B27001H_004E,B27001H_004EA,B27001H_004M,B27001H_004MA,B27001H_005E,B27001H_005EA,B27001H_005M,B27001H_005MA,B27001H_006E,B27001H_006EA,B27001H_006M,B27001H_006MA,B27001H_007E,B27001H_007EA,B27001H_007M,B27001H_007MA,B27001H_008E,B27001H_008EA,B27001H_008M,B27001H_008MA,B27001H_009E,B27001H_009EA,B27001H_009M,B27001H_009MA,B27001H_010E,B27001H_010EA,B27001H_010M,B27001H_010MA,B27001H_011E,B27001H_011EA,B27001H_011M,B27001H_011MA,B27001H_012E,B27001H_012EA,B27001H_012M,B27001H_012MA,B27001H_013E,B27001H_013EA,B27001H_013M,B27001H_013MA,B27001H_014E,B27001H_014EA,B27001H_014M,B27001H_014MA,B27001H_015E,B27001H_015EA,B27001H_015M,B27001H_015MA,B27001H_016E,B27001H_016EA,B27001H_016M,B27001H_016MA,B27001H_017E,B27001H_017EA,B27001H_017M,B27001H_017MA,B27001H_018E,B27001H_018EA,B27001H_018M,B27001H_018MA,B27001H_019E,B27001H_019EA,B27001H_019M,B27001H_019MA,B27001H_020E,B27001H_020EA,B27001H_020M,B27001H_020MA,B27001H_021E,B27001H_021EA,B27001H_021M,B27001H_021MA,B27001H_022E,B27001H_022EA,B27001H_022M,B27001H_022MA,B27001H_023E,B27001H_023EA,B27001H_023M,B27001H_023MA,B27001H_024E,B27001H_024EA,B27001H_024M,B27001H_024MA,B27001H_025E,B27001H_025EA,B27001H_025M,B27001H_025MA,B27001H_026E,B27001H_026EA,B27001H_026M,B27001H_026MA,B27001H_027E,B27001H_027EA,B27001H_027M,B27001H_027MA,B27001H_028E,B27001H_028EA,B27001H_028M,B27001H_028MA,GEO_ID,NAME,state
677061,null,2143,null,50952,null,1199,null,48897,null,1365,null,2055,null,767,null,97234,null,2214,null,92624,null,2341,null,4610,null,1207,null,72680,null,1679,null,57717,null,2536,null,14963,null,1859,null,82597,null,1900,null,66412,null,2397,null,16185,null,1961,null,77456,null,1060,null,66880,null,2013,null,10576,null,1782,null,103665,null,716,null,92359,null,1691,null,11306,null,1430,null,88563,null,291,null,81093,null,1316,null,7470,null,1255,null,53076,null,672,null,52764,null,653,null,312,null,327,null,50838,null,737,null,50756,null,730,null,82,null,107,null,0400000US46,South Dakota,46
4742227,null,2781,null,332675,null,4263,null,318096,null,4680,null,14579,null,2397,null,690846,null,4292,null,653939,null,5968,null,36907,null,3811,null,410792,null,2328,null,307855,null,5485,null,102937,null,4971,null,602136,null,2827,null,472129,null,7848,null,130007,null,7596,null,649963,null,1443,null,541936,null,6178,null,108027,null,5860,null,724224,null,1047,null,609622,null,5364,null,114602,null,5189,null,626421,null,720,null,559019,null,4837,null,67402,null,4693,null,399270,null,1278,null,398140,null,1456,null,1130,null,676,null,305900,null,2460,null,305434,null,2457,null,466,null,305,null,0400000US47,Tennessee,47
11328355,null,10655,null,809644,null,6477,null,741303,null,7905,null,68341,null,5102,null,1654392,null,6612,null,1488130,null,12435,null,166262,null,10069,null,1018292,null,6979,null,745920,null,11167,null,272372,null,8342,null,1428689,null,6515,null,1076629,null,11411,null,352060,null,10319,null,1492760,null,4845,null,1229424,null,10326,null,263336,null,9246,null,1793410,null,3252,null,1524343,null,10068,null,269067,null,9257,null,1479681,null,2627,null,1308370,null,7116,null,171311,null,6292,null,903510,null,2898,null,898382,null,3164,null,5128,null,1179,null,747977,null,4836,null,745909,null,4877,null,2068,null,853,null,0400000US48,Texas,48
2234229,null,2001,null,240501,null,2585,null,225218,null,3529,null,15283,null,2369,null,414024,null,2554,null,383614,null,4538,null,30410,null,3871,null,274050,null,1382,null,220097,null,3949,null,53953,null,3956,null,350151,null,933,null,290634,null,4681,null,59517,null,4677,null,258767,null,945,null,223710,null,3139,null,35057,null,2880,null,264891,null,609,null,234023,null,2991,null,30868,null,3051,null,207107,null,512,null,188519,null,2103,null,18588,null,1966,null,123312,null,572,null,122837,null,670,null,475,null,323,null,101426,null,1316,null,101363,null,1312,null,63,null,106,null,0400000US49,Utah,49
583226,null,969,null,34526,null,808,null,33950,null,822,null,576,null,322,null,80982,null,886,null,78300,null,1168,null,2682,null,819,null,63958,null,102,null,51374,null,1999,null,12584,null,1990,null,64099,null,517,null,52572,null,1424,null,11527,null,1474,null,74502,null,726,null,66805,null,1563,null,7697,null,1442,null,98034,null,182,null,89302,null,1254,null,8732,null,1235,null,83293,null,230,null,78436,null,900,null,4857,null,901,null,46004,null,491,null,45919,null,511,null,85,null,104,null,37828,null,567,null,37828,null,567,null,0,null,211,null,0400000US50,Vermont,50
5074878,null,8514,null,349190,null,4188,null,335732,null,4642,null,13458,null,2346,null,730935,null,4165,null,700012,null,5102,null,30923,null,3654,null,488090,null,6322,null,395946,null,7564,null,92144,null,5279,null,617968,null,5738,null,521980,null,6967,null,95988,null,5940,null,688899,null,3636,null,613355,null,5996,null,75544,null,5339,null,800852,null,2396,null,725646,null,4899,null,75206,null,4393,null,672699,null,1420,null,628581,null,3610,null,44118,null,3161,null,407393,null,1568,null,405171,null,1761,null,2222,null,890,null,318852,null,2655,null,318654,null,2667,null,198,null,202,null,0400000US51,Virginia,51
4875928,null,4505,null,315838,null,3579,null,300659,null,4153,null,15179,null,2747,null,682832,null,3811,null,643995,null,5428,null,38837,null,4360,null,432328,null,2533,null,330220,null,5576,null,102108,null,5344,null,635212,null,2787,null,500646,null,7073,null,134566,null,6880,null,650375,null,2100,null,556232,null,5674,null,94143,null,5293,null,790387,null,1477,null,698893,null,5233,null,91494,null,5100,null,680003,null,901,null,623910,null,3898,null,56093,null,3725,null,375648,null,933,null,374473,null,1101,null,1175,null,622,null,313305,null,1882,null,313007,null,1871,null,298,null,240,null,0400000US53,Washington,53
1677982,null,1597,null,113677,null,2172,null,108669,null,2673,null,5008,null,1427,null,233845,null,2182,null,219735,null,3490,null,14110,null,2861,null,154212,null,1932,null,106603,null,3730,null,47609,null,3548,null,202969,null,2671,null,145774,null,4527,null,57195,null,3969,null,220455,null,1617,null,175960,null,3862,null,44495,null,3672,null,253352,null,775,null,213050,null,3490,null,40302,null,3516,null,234352,null,455,null,209439,null,2454,null,24913,null,2442,null,145293,null,688,null,145145,null,706,null,148,null,149,null,119827,null,825,null,119616,null,836,null,211,null,168,null,0400000US54,West Virginia,54
4716796,null,3573,null,315009,null,2900,null,302746,null,3122,null,12263,null,1596,null,671634,null,2816,null,643864,null,4516,null,27770,null,3223,null,472403,null,1570,null,386689,null,4420,null,85714,null,4446,null,557869,null,2611,null,482295,null,5105,null,75574,null,5154,null,620550,null,984,null,565519,null,3789,null,55031,null,3992,null,780144,null,1057,null,714676,null,3367,null,65468,null,3168,null,613806,null,620,null,573683,null,3042,null,40123,null,2864,null,361162,null,809,null,360510,null,906,null,652,null,431,null,324219,null,1233,null,324147,null,1245,null,72,null,83,null,0400000US55,Wisconsin,55
460107,null,1119,null,37970,null,1149,null,35112,null,1504,null,2858,null,955,null,64774,null,1637,null,59956,null,2094,null,4818,null,1478,null,48357,null,972,null,36605,null,2150,null,11752,null,2026,null,60533,null,961,null,47836,null,2057,null,12697,null,1900,null,54850,null,561,null,45371,null,1724,null,9479,null,1555,null,72041,null,213,null,60653,null,1875,null,11388,null,1875,null,61443,null,202,null,53908,null,1273,null,7535,null,1306,null,33569,null,371,null,33446,null,403,null,123,null,155,null,26570,null,1173,null,26570,null,1173,null,0,null,265,null,0400000US56,Wyoming,56
37627,null,3319,null,3120,null,1082,null,3120,null,1082,null,0,null,289,null,6770,null,1276,null,6604,null,1219,null,166,null,280,null,4520,null,1110,null,3693,null,919,null,827,null,515,null,3553,null,1140,null,2860,null,1045,null,693,null,431,null,5370,null,1379,null,4801,null,1350,null,569,null,431,null,6000,null,1128,null,5606,null,1096,null,394,null,350,null,4005,null,961,null,3428,null,887,null,577,null,373,null,2770,null,653,null,2770,null,653,null,0,null,289,null,1519,null,506,null,1519,null,506,null,0,null,289,null,0400000US72,Puerto Rico,72
