B27001I_001E,B27001I_001EA,B27001I_001M,B27001I_001MA,B27001I_002E,B27001I_002EA,B27001I_002M,B27001I_002MA,B27001I_003E,B27001I_003EA,B27001I_003M,B27001I_003MA,B27001I_004E,B27001I_004EA,B27001I_004M,B27001I_004MA,B27001I_005E,B27001I_005EA,B27001I_005M,B27001I_005MA,B27001I_006E,B27001I_006EA,B27001I_006M,B27001I_006MA,B27001I_007E,B27001I_007EA,B27001I_007M,B27001I_007MA,B27001I_008E,B27001I_008EA,B27001I_008M,B27001I_008MA,B27001I_009E,B27001I_009EA,B27001I_009M,B27001I_009MA,B27001I_010E,B27001I_010EA,B27001I_010M,B27001I_010MA,B27001I_011E,B27001I_011EA,B27001I_011M,B27001I_011MA,B27001I_012E,B27001I_012EA,B27001I_012M,B27001I_012MA,B27001I_013E,B27001I_013EA,B27001I_013M,B27001I_013MA,B27001I_014E,B27001I_014EA,B27001I_014M,B27001I_014MA,B27001I_015E,B27001I_015EA,B27001I_015M,B27001I_015MA,B27001I_016E,B27001I_016EA,B27001I_016M,B27001I_016MA,B27001I_017E,B27001I_017EA,B27001I_017M,B27001I_017MA,B27001I_018E,B27001I_018EA,B27001I_018M,B27001I_018MA,B27001I_019E,B27001I_019EA,B27001I_019M,B27001I_019MA,B27001I_020E,B27001I_020EA,B27001I_020M,B27001I_020MA,B27001I_021E,B27001I_021EA,B27001I_021M,B27001I_021MA,B27001I_022E,B27001I_022EA,B27001I_022M,B27001I_022MA,B27001I_023E,B27001I_023EA,B27001I_023M,B27001I_023MA,B27001I_024E,B27001I_024EA,B27001I_024M,B27001I_024MA,B27001I_025E,B27001I_025EA,B27001I_025M,B27001I_025MA,B27001I_026E,B27001I_026EA,B27001I_026M,B27001I_026MA,B27001I_027E,B27001I_027EA,B27001I_027M,B27001I_027MA,B27001I_028E,B27001I_028EA,B27001I_028M,B27001I_028MA,GEO_ID,NAME,state
253830,null,2010,null,50545,null,2498,null,44634,null,2802,null,5911,null,2074,null,55231,null,2342,null,42336,null,3073,null,12895,null,2177,null,28634,null,2030,null,11052,null,1723,null,17582,null,2122,null,46772,null,2992,null,14912,null,2872,null,31860,null,3223,null,37363,null,2685,null,13148,null,1938,null,24215,null,2614,null,19129,null,2288,null,11131,null,1867,null,7998,null,1797,null,9880,null,1695,null,5339,null,1363,null,4541,null,1401,null,4437,null,1394,null,4060,null,1372,null,377,null,465,null,1839,null,736,null,1678,null,718,null,161,null,270,null,0400000US47,Tennessee,47
9004714,null,9114,null,1232170,null,7476,null,1034368,null,9366,null,197802,null,8738,null,2011180,null,7692,null,1470059,null,17554,null,541121,null,16190,null,997977,null,4178,null,431442,null,10312,null,566535,null,10917,null,1478038,null,6911,null,660820,null,14326,null,817218,null,14256,null,1262670,null,5278,null,649228,null,12766,null,613442,null,11022,null,945845,null,4629,null,548745,null,11230,null,397100,null,10819,null,576183,null,3239,null,376167,null,6362,null,200016,null,6611,null,290078,null,3514,null,270655,null,4024,null,19423,null,2538,null,210573,null,4429,null,200809,null,4978,null,9764,null,2032,null,0400000US48,Texas,48
339872,null,670,null,57412,null,1863,null,46098,null,2007,null,11314,null,2032,null,84280,null,1865,null,58980,null,3651,null,25300,null,3280,null,38545,null,1142,null,20141,null,2240,null,18404,null,2134,null,58990,null,1478,null,28516,null,2890,null,30474,null,2689,null,46393,null,1754,null,23854,null,2428,null,22539,null,2289,null,28331,null,1438,null,16860,null,1990,null,11471,null,1950,null,14910,null,1260,null,10238,null,1381,null,4672,null,1218,null,7317,null,1148,null,6790,null,1184,null,527,null,366,null,3694,null,592,null,3275,null,627,null,419,null,400,null,0400000US49,Utah,49
8971,null,563,null,955,null,392,null,859,null,367,null,96,null,126,null,2212,null,479,null,2116,null,463,null,96,null,125,null,1120,null,502,null,474,null,251,null,646,null,456,null,1384,null,525,null,1087,null,457,null,297,null,289,null,1497,null,667,null,1480,null,666,null,17,null,32,null,700,null,335,null,681,null,329,null,19,null,58,null,454,null,252,null,403,null,241,null,51,null,91,null,226,null,211,null,226,null,211,null,0,null,211,null,423,null,362,null,423,null,362,null,0,null,211,null,0400000US50,Vermont,50
549066,null,4788,null,83957,null,2905,null,71694,null,3417,null,12263,null,2537,null,110217,null,2977,null,86852,null,3799,null,23365,null,3501,null,65041,null,2760,null,33459,null,3138,null,31582,null,2923,null,99193,null,3471,null,48341,null,3659,null,50852,null,4036,null,88351,null,2910,null,52265,null,3120,null,36086,null,3533,null,56071,null,2656,null,40954,null,3057,null,15117,null,2307,null,26704,null,1574,null,20268,null,1630,null,6436,null,1367,null,11931,null,1274,null,10642,null,1151,null,1289,null,733,null,7601,null,1334,null,7321,null,1376,null,280,null,396,null,0400000US51,Virginia,51
676481,null,1544,null,111625,null,2452,null,102399,null,3255,null,9226,null,1899,null,164639,null,2445,null,141559,null,4331,null,23080,null,3796,null,80796,null,2006,null,39848,null,2687,null,40948,null,2446,null,113870,null,2579,null,57366,null,3719,null,56504,null,3452,null,94627,null,2425,null,58165,null,3526,null,36462,null,3036,null,60243,null,2471,null,40469,null,2647,null,19774,null,2670,null,30499,null,1572,null,22936,null,1967,null,7563,null,1761,null,12215,null,1386,null,10607,null,1419,null,1608,null,855,null,7967,null,1319,null,7437,null,1352,null,530,null,457,null,0400000US53,Washington,53
20868,null,1982,null,3451,null,1216,null,3045,null,1186,null,406,null,366,null,4406,null,1152,null,4240,null,1156,null,166,null,215,null,3503,null,1040,null,2566,null,852,null,937,null,482,null,1676,null,739,null,708,null,413,null,968,null,631,null,2531,null,1036,null,1811,null,679,null,720,null,719,null,1407,null,594,null,1004,null,527,null,403,null,374,null,2101,null,1033,null,1845,null,922,null,256,null,298,null,1124,null,684,null,1124,null,684,null,0,null,269,null,669,null,381,null,669,null,381,null,0,null,269,null,0400000US54,West Virginia,54
293732,null,1404,null,45388,null,1539,null,43491,null,1646,null,1897,null,669,null,70035,null,1762,null,56101,null,2646,null,13934,null,2913,null,34111,null,1716,null,19294,null,1919,null,14817,null,1758,null,52397,null,2295,null,26671,null,2317,null,25726,null,2342,null,39284,null,2136,null,24672,null,2284,null,14612,null,2065,null,27991,null,1812,null,20408,null,1897,null,7583,null,1512,null,14561,null,1408,null,10658,null,1317,null,3903,null,942,null,6054,null,1033,null,5542,null,1131,null,512,null,466,null,3911,null,1006,null,3566,null,923,null,345,null,336,null,0400000US55,Wisconsin,55
43438,null,264,null,6029,null,1202,null,5215,null,1067,null,814,null,503,null,9171,null,932,null,7053,null,1356,null,2118,null,805,null,4210,null,1273,null,1906,null,835,null,2304,null,881,null,7551,null,1289,null,3513,null,989,null,4038,null,1329,null,6301,null,1450,null,3697,null,1265,null,2604,null,785,null,5093,null,1138,null,4088,null,1049,null,1005,null,478,null,2867,null,768,null,1932,null,573,null,935,null,467,null,1165,null,625,null,1165,null,625,null,0,null,265,null,1051,null,297,null,1051,null,297,null,0,null,265,null,0400000US56,Wyoming,56
3888844,null,4305,null,276306,null,3370,null,266587,null,3519,null,9719,null,1518,null,674493,null,3383,null,641103,null,5044,null,33390,null,3748,null,399101,null,3432,null,349458,null,5081,null,49643,null,3636,null,528049,null,4444,null,444024,null,6372,null,84025,null,4708,null,520283,null,3681,null,462601,null,5204,null,57682,null,4901,null,500148,null,2272,null,449132,null,4320,null,51016,null,4038,null,443579,null,1544,null,409383,null,3182,null,34196,null,2874,null,308851,null,1671,null,306085,null,1744,null,2766,null,842,null,238034,null,2247,null,236479,null,2313,null,1555,null,600,null,0400000US72,Puerto Rico,72
