B16008_034E,B16008_034M,B16008_035E,B16008_035M,B16008_036E,B16008_036M,B16008_037E,B16008_037M,B16008_038E,B16008_038M,B16008_039E,B16008_039M,B16008_040E,B16008_040M,B16008_041E,B16008_041M,GEO_ID,B16008_001E,B16008_001M,B16008_002E,B16008_002M,B16008_003E,B16008_003M,B16008_004E,B16008_004M,B16008_005E,B16008_005M,B16008_006E,B16008_006M,B16008_007E,B16008_007M,B16008_008E,B16008_008M,B16008_009E,B16008_009M,B16008_010E,B16008_010M,B16008_011E,B16008_011M,B16008_012E,B16008_012M,B16008_013E,B16008_013M,B16008_014E,B16008_014M,B16008_015E,B16008_015M,B16008_016E,B16008_016M,B16008_017E,B16008_017M,B16008_018E,B16008_018M,B16008_019E,B16008_019M,B16008_020E,B16008_020M,B16008_021E,B16008_021M,B16008_022E,B16008_022M,B16008_023E,B16008_023M,B16008_024E,B16008_024M,B16008_025E,B16008_025M,B16008_026E,B16008_026M,B16008_027E,B16008_027M,B16008_028E,B16008_028M,B16008_029E,B16008_029M,B16008_030E,B16008_030M,B16008_031E,B16008_031M,B16008_032E,B16008_032M,B16008_033E,B16008_033M,B16008_034EA,B16008_034MA,B16008_035EA,B16008_035MA,B16008_036EA,B16008_036MA,B16008_037MA,B16008_037EA,B16008_038MA,B16008_038EA,B16008_039EA,B16008_039MA,B16008_040EA,B16008_040MA,B16008_041EA,B16008_041MA,NAME,B16008_001EA,B16008_001MA,B16008_002EA,B16008_002MA,B16008_003EA,B16008_003MA,B16008_004EA,B16008_004MA,B16008_005EA,B16008_005MA,B16008_006MA,B16008_006EA,B16008_007MA,B16008_007EA,B16008_008MA,B16008_008EA,B16008_009EA,B16008_009MA,B16008_010EA,B16008_010MA,B16008_011MA,B16008_011EA,B16008_012MA,B16008_012EA,B16008_013MA,B16008_013EA,B16008_014EA,B16008_014MA,B16008_015EA,B16008_015MA,B16008_016MA,B16008_016EA,B16008_017MA,B16008_017EA,B16008_018MA,B16008_018EA,B16008_019EA,B16008_019MA,B16008_020EA,B16008_020MA,B16008_021MA,B16008_021EA,B16008_022MA,B16008_022EA,B16008_023MA,B16008_023EA,B16008_024EA,B16008_024MA,B16008_025EA,B16008_025MA,B16008_026MA,B16008_026EA,B16008_027MA,B16008_027EA,B16008_028MA,B16008_028EA,B16008_029EA,B16008_029MA,B16008_030EA,B16008_030MA,B16008_031EA,B16008_031MA,B16008_032MA,B16008_032EA,B16008_033MA,B16008_033EA,state
1843,840,106,178,229085,9251,20375,2787,159949,7209,14840,2688,31005,3430,2916,1163,0400000US32,2208391,1108,1797873,10466,415272,3866,315454,5589,88584,5374,3244,1227,5940,1166,2050,1025,1382601,9420,1260910,9302,91013,5890,17129,2504,9705,1724,3844,1118,410518,10144,156299,7662,5509,2111,948,500,3281,1834,690,574,483,298,107,176,150790,7122,30248,3023,54416,4043,20720,2884,41221,3629,4185,1470,254219,10513,25134,3385,1821,822,19982,3111,1382,809,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
675,318,1068,632,30946,3790,7112,1401,3644,1345,13403,2586,4950,1656,1837,861,0400000US33,1198995,1145,1127870,4348,222326,1486,212930,2008,3860,895,4390,1086,921,428,225,294,905544,3999,860586,5021,10917,2345,31825,2896,812,434,1404,681,71125,4535,36020,3799,2924,800,1670,725,100,184,940,648,206,228,8,16,33096,3477,11635,1765,3848,1708,10343,1714,6229,1948,1041,598,35105,4175,4159,1090,586,314,478,563,1352,593,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
13913,2701,3226,1203,749545,16764,83221,6432,328293,12124,187883,10861,118290,7530,31858,4564,0400000US34,7940313,1136,6291562,22474,1464682,7132,1169412,11029,179756,7405,69278,6154,35132,3954,11104,2816,4826880,19316,4323058,20558,330917,12147,137085,7237,20923,2616,14897,2776,1648751,22494,821127,19483,30808,3734,12696,2494,6655,1962,7899,1657,2345,764,1213,653,790319,18078,165850,8739,195923,10149,247010,9188,147059,7273,34477,3500,827624,20570,78079,6525,10821,2289,33144,4449,16975,2541,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
905,574,41,69,98963,6573,6640,1392,80659,6375,4556,1125,6388,1628,720,781,0400000US35,1755649,1718,1589973,8882,339888,3516,248180,6061,69630,4583,848,510,720,392,20510,2888,1250085,7521,855245,9486,298643,8285,9906,1613,1195,528,85096,3212,165676,8633,53175,4012,1384,628,808,439,447,320,0,282,129,204,0,282,51791,3898,11168,1835,32143,3360,3331,760,4325,1043,824,508,112501,7828,13538,2801,100,130,11680,2730,812,431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
19890,3062,7755,2089,1767869,31256,377749,15054,696755,16804,379572,16970,248745,8913,65048,5634,0400000US36,17407992,1631,13437430,35902,3037811,11922,2348877,14534,409976,9771,172715,8956,70296,5775,35947,5049,10399619,33098,9118377,31915,838934,15085,345271,12204,62149,5822,34888,3241,3970562,35564,2037190,25348,69174,5427,23209,3863,13732,2113,20340,2659,7244,1787,4649,1437,1968016,23799,592632,16486,414263,12580,569727,17886,316007,10694,75387,6322,1933372,34780,165503,9706,35388,4512,66141,5470,36329,4214,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
3501,939,1541,734,350343,8401,40899,4197,220888,5897,39695,4787,36305,3598,12556,2521,0400000US37,7810389,2904,7256429,11904,1469705,6587,1371860,6494,73741,3962,9649,1522,11560,1859,2895,965,5786724,8911,5626631,10549,106680,6657,38851,4298,9147,1901,5415,1113,553960,12379,150058,6707,8101,1666,4288,1086,2008,897,1172,648,400,344,233,209,141957,6307,39381,3477,39234,3876,28506,3286,28091,3144,6745,1531,403902,12240,53559,6339,5203,1459,34733,3517,8581,4064,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0,203,90,134,5844,1313,1471,557,1017,513,2434,1042,580,343,342,278,0400000US38,573060,642,561336,1819,97663,776,92603,1199,2541,729,1413,463,192,237,914,406,463673,1684,443215,2824,4070,799,13767,1529,547,424,2074,559,11724,1740,5339,1163,474,311,281,221,31,66,162,201,0,203,0,203,4865,1079,2844,866,53,83,1307,494,661,344,0,203,6385,1446,541,325,139,166,35,41,277,315,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
4931,1383,5691,2202,170161,7310,32716,2934,36142,3181,43721,4751,38978,3150,18604,3100,0400000US39,10420402,2054,10038362,10126,1981442,4012,1888099,7535,40710,2830,36996,4620,7628,1623,8009,2425,8056920,9163,7804195,13847,110170,5669,116867,6128,8822,1599,16866,3913,382040,10062,186444,7936,11527,2005,6446,1302,723,420,1633,689,840,416,1885,1308,174917,7416,50386,3185,13200,2256,58516,4150,32661,2861,20154,3771,195596,8820,25435,3198,2232,692,7080,1458,5501,1382,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1180,487,294,301,93720,5232,8164,1426,62298,3748,10948,2662,9945,1597,2365,928,0400000US40,3188478,1471,3033958,6212,587524,2788,550089,3913,27374,2685,2587,687,3951,1211,3523,1390,2446434,5166,2359924,6331,52662,3923,10887,1631,5540,1173,17421,2575,154520,6200,47117,3499,2188,677,1221,486,693,377,0,247,170,140,104,177,44929,3369,11383,1801,12211,1864,5316,1099,14963,1779,1056,503,107403,6477,13683,2122,926,662,9599,1462,1684,1127,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
3809,1366,292,294,195306,7984,18440,2403,118960,5628,27939,3356,28010,3412,1957,769,0400000US41,3334045,1462,2992817,9992,582533,4709,511825,6104,51463,4075,9232,1685,9113,1296,900,548,2410284,8659,2304424,10344,65247,5210,25131,2533,11089,1503,4393,1061,341228,9901,115066,6866,7008,1377,3398,930,1257,671,925,555,1117,622,311,334,108058,6480,30279,2915,23242,3167,20215,2717,31188,3098,3134,1194,226162,10404,30856,4639,1925,1106,19000,3250,5830,1931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
6810,1410,2564,1296,268246,10642,54019,5684,61579,5880,68626,6188,67223,5627,16799,3186,0400000US42,11253570,1604,10658680,17656,2027604,4977,1851499,9054,92579,5003,60271,6400,17973,2265,5282,1582,8631076,15515,8225808,15369,204618,7738,175834,7326,12662,2041,12154,2462,594890,17602,295347,10708,15296,2478,7761,1285,1011,510,4302,1677,1706,774,516,340,280051,9637,80636,4766,30158,3421,95979,6987,58718,4243,14560,2478,299543,12464,31297,3986,6564,1501,8969,2118,6390,1774,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
157,215,0,284,62481,5216,7640,1727,31713,3518,16362,3403,4896,934,1870,888,0400000US44,968612,753,838839,7029,171837,2108,141593,2669,18562,2325,7944,1633,3738,872,0,284,667002,6857,608778,6793,22596,2741,32569,2941,2088,858,971,560,129773,6990,60825,4328,1977,701,459,270,999,612,487,300,32,68,0,284,58848,4331,12860,2325,14102,2056,22685,2955,7640,1135,1561,692,68948,5802,6467,1598,663,391,4261,1412,1386,742,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
1135,588,1113,1010,104692,6890,16494,2896,56401,2875,18148,4475,9733,1504,3916,2940,0400000US45,3835500,1914,3667631,8673,726370,3073,696269,3320,23072,2347,4769,1254,2001,624,259,183,2941261,7387,2878261,7498,41123,3525,17994,2228,2172,538,1711,688,167869,8203,48170,3869,2366,758,1245,492,545,389,324,302,252,209,0,286,45804,3647,16791,2230,7389,1791,9730,1900,10076,1432,1818,809,119699,7973,15007,2161,1819,690,9020,1388,1920,771,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
327,312,712,765,8696,1924,589,300,2616,621,2157,1216,1348,586,1986,899,0400000US46,692220,891,675649,3489,128896,1748,122179,2476,3162,843,2518,823,72,133,965,524,546753,2078,525585,2744,4930,1017,8475,1187,344,221,7419,1060,16571,3545,4963,867,624,345,624,345,0,219,0,219,0,219,0,219,4339,783,1299,408,1293,513,1147,437,446,272,154,171,11608,3345,2912,1616,110,109,162,153,1601,1343,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
1674,679,2984,1764,131606,6185,17644,2920,65524,4708,21196,4045,17859,2051,9383,2157,0400000US47,5422454,2406,5203534,9153,972420,4550,929999,6209,26284,3050,7983,2415,5760,1603,2394,1438,4231114,7629,4149477,9296,52761,4198,23270,2857,3952,1105,1654,720,218920,8513,67986,4731,2922,1025,1435,612,221,237,641,471,378,304,247,278,65064,4504,18289,2358,10777,1636,14535,2732,15946,1999,5517,1637,150934,7572,19328,3060,2177,818,9943,1692,2550,1372,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
18141,2370,6233,1722,2126829,29416,143478,8314,1681590,28300,114302,6906,149252,8222,38207,4433,0400000US48,20403745,3358,16895916,36556,4107813,12301,2914804,19514,1098985,17277,38388,4431,46402,3315,9234,2073,12788103,30377,10342082,24791,2293472,25245,101425,5376,38400,3572,12724,2171,3507829,36743,1090642,23834,35700,3804,7677,1770,17829,3025,4918,1755,4722,1309,554,431,1054942,22558,130722,7784,595464,18201,105376,7614,194470,7933,28910,3685,2417187,36654,290358,11657,18223,2973,233832,10278,13929,2525,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1439,685,242,439,116053,5256,13841,2380,76718,4180,10211,1936,13260,2113,2023,1155,0400000US49,2191308,1072,2000457,6612,483179,3182,441810,4378,29831,3283,4376,1460,4871,1370,2291,654,1517278,4838,1415324,6625,57842,4301,22424,2420,11463,1592,10225,1151,190851,6376,59907,4695,4825,1849,1472,766,1891,1414,1352,777,65,111,45,78,55082,3946,13788,1829,17387,2634,12451,2282,10681,1888,775,481,130944,6792,14891,2555,827,542,11401,2295,982,593,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
79,84,0,211,9239,1566,4016,881,157,137,3120,936,1503,583,443,290,0400000US50,570045,430,548441,2280,98933,749,95622,879,1265,414,1616,555,409,301,21,28,449508,2077,435778,2652,2333,545,10485,1411,617,649,295,210,21604,2295,11913,1571,939,430,716,359,0,211,130,222,66,88,27,49,10974,1403,4741,842,319,194,4126,1037,1434,648,354,294,9691,1626,452,256,128,154,103,163,142,120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
6661,1590,3158,1381,366485,11743,48215,4071,155407,7477,66278,6119,71197,6036,25388,4004,0400000US51,6826604,2798,6109635,14461,1249091,5384,1142959,7757,63777,4950,19008,2677,17617,2565,5730,1944,4860544,12730,4692081,12222,98509,6981,49510,3771,14343,2063,6101,1587,716969,14140,307563,10880,14572,2440,6382,1439,1579,854,3318,1330,1956,742,1337,663,292991,9992,66263,3857,49495,4626,64073,5362,90688,4582,22472,3610,409406,13935,42921,3902,5986,1455,18109,2862,9007,2834,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
7152,1517,1439,973,379013,12362,59001,4495,141107,6641,75059,7410,90638,6028,13208,2372,0400000US53,5751180,1544,5010537,17385,1015803,5736,887881,7653,74572,4738,18952,2527,29282,2834,5116,1812,3994734,14638,3795378,17793,109330,6474,47957,3869,33170,3554,8899,2371,740643,17389,310777,12029,15693,2266,6537,1381,2303,980,3640,1213,2919,1027,294,269,295084,11429,74945,4307,41538,4341,48244,4778,115755,5954,14602,3521,429866,15131,50853,5019,6997,1674,19268,3280,15997,3774,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
269,237,0,266,7892,1520,2548,948,1110,498,2105,768,1489,699,640,694,0400000US54,1672814,935,1653512,2449,280626,1387,272900,2170,5789,1690,1180,539,597,583,160,198,1372886,2423,1355653,2992,7952,1383,7087,1219,1069,405,1125,557,19302,2223,10940,1733,459,321,363,299,0,266,96,123,0,266,0,266,10481,1681,4289,1098,867,487,2997,907,1606,589,722,430,8362,1597,470,288,31,66,0,266,170,160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
3992,1284,341,317,114695,6586,12187,1823,58925,4211,17525,2563,21294,2688,4764,2170,0400000US55,5035768,1640,4811111,7477,926500,2794,850949,4229,41502,3056,19809,2437,12156,1998,2084,869,3884611,6425,3736906,7614,80683,4196,52743,3023,7246,1168,7033,2366,224657,7646,93394,4395,7677,1627,4575,1155,930,576,263,198,1740,935,169,167,85717,4097,24158,2609,15104,2487,22071,2392,22483,2296,1901,820,131263,7952,16568,2249,1957,815,8340,1430,1938,892,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0,258,0,258,6201,1483,1261,684,3631,1163,516,505,383,311,410,514,0400000US56,464197,904,452962,2238,80978,989,77602,1357,2493,851,442,268,143,284,298,368,371984,1957,356065,2891,9634,1884,4439,1090,190,191,1656,604,11235,2044,4312,990,148,155,130,153,0,258,0,258,18,34,0,258,4164,994,1744,571,583,383,965,407,793,519,79,121,6923,1652,722,556,177,229,492,456,53,91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0,280,0,280,64611,5059,2532,892,60090,4830,1571,691,418,410,0,280,0400000US72,3609858,756,3494828,6838,767898,1611,30440,2953,737278,3474,180,184,0,280,0,280,2726930,6121,130010,6359,2595092,8990,1706,618,72,100,50,83,115030,6823,45670,4391,1036,491,60,67,976,476,0,280,0,280,0,280,44634,4191,1856,591,42077,4167,139,142,363,302,199,261,69360,5842,4749,1389,364,268,3847,1148,538,767,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
