B23011_047M,B23011_048E,B23011_048M,B23011_049E,B23011_049M,B23011_050E,B23011_050M,B23011_051E,B23011_051M,B23011_052E,B23011_052M,B23011_053E,B23011_053M,B23011_054E,B23011_054M,B23011_055E,B23011_055M,B23011_056E,B23011_056M,B23011_057E,B23011_057M,B23011_058E,B23011_058M,B23011_059E,B23011_059M,B23011_060E,B23011_060M,B23011_061E,B23011_061M,B23011_062E,B23011_062M,B23011_063E,B23011_063M,B23011_064E,B23011_064M,B23011_065E,B23011_065M,B23011_066E,B23011_066M,B23011_067E,B23011_067M,B23011_068E,B23011_068M,B23011_069E,B23011_069M,B23011_070E,B23011_070M,B23011_071E,B23011_071M,B23011_072E,B23011_072M,B23011_073E,B23011_073M,B23011_074E,B23011_074M,B23011_075E,B23011_075M,B23011_076E,B23011_076M,B23011_077E,B23011_077M,B23011_078E,B23011_078M,B23011_079E,B23011_079M,B23011_080E,B23011_080M,B23011_081E,B23011_081M,B23011_082E,B23011_082M,B23011_083E,B23011_083M,B23011_084E,B23011_084M,B23011_085E,B23011_085M,B23011_086E,B23011_086M,B23011_087E,B23011_087M,B23011_088E,B23011_088M,B23011_089E,B23011_089M,B23011_090E,B23011_090M,B23011_091E,B23011_091M,B23011_092E,B23011_092M,B23011_093E,B23011_093M,B23011_094E,B23011_094M,B23011_095E,B23011_095M,B23011_096E,B23011_096M,B23011_097E,B23011_097M,B23011_098E,B23011_098M,B23011_099E,B23011_099M,GEO_ID,B23011_001E,B23011_001M,B23011_002E,B23011_002M,B23011_003E,B23011_003M,B23011_004E,B23011_004M,B23011_005E,B23011_005M,B23011_006E,B23011_006M,B23011_007E,B23011_007M,B23011_008E,B23011_008M,B23011_009E,B23011_009M,B23011_010E,B23011_010M,B23011_011E,B23011_011M,B23011_012E,B23011_012M,B23011_013E,B23011_013M,B23011_014E,B23011_014M,B23011_015E,B23011_015M,B23011_016E,B23011_016M,B23011_017E,B23011_017M,B23011_018E,B23011_018M,B23011_019E,B23011_019M,B23011_020E,B23011_020M,B23011_021E,B23011_021M,B23011_022E,B23011_022M,B23011_023E,B23011_023M,B23011_024E,B23011_024M,B23011_025E,B23011_025M,B23011_026E,B23011_026M,B23011_027E,B23011_027M,B23011_028E,B23011_028M,B23011_029E,B23011_029M,B23011_030E,B23011_030M,B23011_031E,B23011_031M,B23011_032E,B23011_032M,B23011_033E,B23011_033M,B23011_034E,B23011_034M,B23011_035E,B23011_035M,B23011_036E,B23011_036M,B23011_037E,B23011_037M,B23011_038E,B23011_038M,B23011_039E,B23011_039M,B23011_040E,B23011_040M,B23011_041E,B23011_041M,B23011_042E,B23011_042M,B23011_043E,B23011_043M,B23011_044E,B23011_044M,B23011_045E,B23011_045M,B23011_046E,B23011_046M,B23011_047E,B23011_047MA,B23011_048EA,B23011_048MA,B23011_049MA,B23011_049EA,B23011_050MA,B23011_050EA,B23011_051MA,B23011_051EA,B23011_052EA,B23011_052MA,B23011_053EA,B23011_053MA,B23011_054EA,B23011_054MA,B23011_055MA,B23011_055EA,B23011_056MA,B23011_056EA,B23011_057EA,B23011_057MA,B23011_058EA,B23011_058MA,B23011_059EA,B23011_059MA,B23011_060EA,B23011_060MA,B23011_061MA,B23011_061EA,B23011_062MA,B23011_062EA,B23011_063MA,B23011_063EA,B23011_064EA,B23011_064MA,B23011_065EA,B23011_065MA,B23011_066MA,B23011_066EA,B23011_067MA,B23011_067EA,B23011_068MA,B23011_068EA,B23011_069EA,B23011_069MA,B23011_070EA,B23011_070MA,B23011_071EA,B23011_071MA,B23011_072MA,B23011_072EA,B23011_073MA,B23011_073EA,B23011_074MA,B23011_074EA,B23011_075EA,B23011_075MA,B23011_076EA,B23011_076MA,B23011_077MA,B23011_077EA,B23011_078MA,B23011_078EA,B23011_079MA,B23011_079EA,B23011_080EA,B23011_080MA,B23011_081EA,B23011_081MA,B23011_082EA,B23011_082MA,B23011_083MA,B23011_083EA,B23011_084MA,B23011_084EA,B23011_085MA,B23011_085EA,B23011_086EA,B23011_086MA,B23011_087EA,B23011_087MA,B23011_088MA,B23011_088EA,B23011_089MA,B23011_089EA,B23011_090MA,B23011_090EA,B23011_091EA,B23011_091MA,B23011_092EA,B23011_092MA,B23011_093EA,B23011_093MA,B23011_094MA,B23011_094EA,B23011_095MA,B23011_095EA,B23011_096MA,B23011_096EA,B23011_097EA,B23011_097MA,B23011_098EA,B23011_098MA,B23011_099MA,B23011_099EA,NAME,B23011_001MA,B23011_001EA,B23011_002EA,B23011_002MA,B23011_003EA,B23011_003MA,B23011_004EA,B23011_004MA,B23011_005EA,B23011_005MA,B23011_006MA,B23011_006EA,B23011_007EA,B23011_007MA,B23011_008EA,B23011_008MA,B23011_009EA,B23011_009MA,B23011_010EA,B23011_010MA,B23011_011MA,B23011_011EA,B23011_012MA,B23011_012EA,B23011_013MA,B23011_013EA,B23011_014EA,B23011_014MA,B23011_015EA,B23011_015MA,B23011_016EA,B23011_016MA,B23011_017MA,B23011_017EA,B23011_018MA,B23011_018EA,B23011_019MA,B23011_019EA,B23011_020EA,B23011_020MA,B23011_021EA,B23011_021MA,B23011_022MA,B23011_022EA,B23011_023MA,B23011_023EA,B23011_024MA,B23011_024EA,B23011_025EA,B23011_025MA,B23011_026EA,B23011_026MA,B23011_027EA,B23011_027MA,B23011_028MA,B23011_028EA,B23011_029MA,B23011_029EA,B23011_030MA,B23011_030EA,B23011_031EA,B23011_031MA,B23011_032EA,B23011_032MA,B23011_033MA,B23011_033EA,B23011_034MA,B23011_034EA,B23011_035MA,B23011_035EA,B23011_036EA,B23011_036MA,B23011_037EA,B23011_037MA,B23011_038EA,B23011_038MA,B23011_039MA,B23011_039EA,B23011_040MA,B23011_040EA,B23011_041MA,B23011_041EA,B23011_042EA,B23011_042MA,B23011_043EA,B23011_043MA,B23011_044MA,B23011_044EA,B23011_045MA,B23011_045EA,B23011_046MA,B23011_046EA,B23011_047EA,state
1152,7219,1454,13836,1813,158762,7564,2094170,3138,229012,8634,97215,5640,54551,3663,34811,2930,3335,806,5355,1190,3531,719,3253,776,4266,1122,32867,3013,13670,2027,1319,475,4909,1247,3706,1109,4275,1015,4988,1145,9797,1768,2207,775,367,224,975,366,1547,572,2375,860,2326,1067,131797,6821,1865158,9560,1543652,12806,1029691,12340,782866,13248,44260,3378,75906,4321,46301,3548,40675,3736,39683,3728,423215,9992,217377,7831,21815,2519,48431,3462,43088,3517,44351,4120,48153,3370,90746,4858,25100,3171,3621,895,10392,1566,11276,1305,17463,1956,22894,2409,321506,8605,0400000US25,4106037,4559,2011867,3721,197444,8871,104530,6033,74761,4436,49496,4026,2955,733,6209,1548,4514,1275,5628,1207,5959,1434,22049,3245,7677,1680,1533,1146,1542,540,2425,900,4073,1041,4799,1157,7720,1335,1225,521,187,183,585,543,992,512,888,460,3843,1093,92914,5946,1814423,8937,1655661,10149,1444897,10604,1137361,12741,64034,4344,78659,4889,55911,3949,54318,3771,54614,4281,169764,6673,66539,4698,7160,1462,17775,2943,16592,2523,30025,3623,31673,3285,41000,3325,9818,2193,1509,667,3715,866,4903,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
1737,12633,1830,23609,2182,300916,8311,3269849,4011,428064,9180,184410,5339,112230,5011,67933,4241,5130,951,9592,1673,9192,1596,9195,1284,11188,1870,51566,3075,17125,1707,2456,523,6123,1456,5946,757,9088,1485,10828,1675,20614,2028,5277,1005,636,302,1697,528,2373,750,3750,873,6881,1107,243654,8002,2841785,9685,2259640,13124,1491472,13288,1085499,11894,66419,3464,122422,5007,82653,3749,71579,3947,62900,3701,624566,11089,287120,7811,34208,3064,73552,3813,71659,3933,79008,4626,79019,4106,143602,5536,37151,2719,4742,947,15752,1658,18507,1991,28092,2579,39358,2977,582145,9744,0400000US26,6454486,5447,3184637,3745,407130,8961,201088,6610,150783,5662,92015,4831,7825,1270,10539,1463,13418,1617,13744,1833,13242,1590,37808,3149,11132,1610,1886,677,3212,801,4360,1013,5650,1117,11568,1887,12497,1691,3100,967,348,249,627,430,1573,522,2194,590,4655,938,206042,6333,2777507,10580,2476591,11572,2113203,12875,1601454,13716,99644,4658,137970,6162,108417,4898,90573,4286,75145,4076,291848,8411,107074,6438,12857,1778,31933,3126,36734,3871,47669,3400,55581,3655,71540,4054,17617,2525,2104,583,6077,1103,9500,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
955,8499,1497,10998,1493,100479,4220,1659115,2849,163127,6157,91806,4432,50715,3276,31028,2278,2192,747,5408,1134,4069,953,3500,802,4518,1289,30042,2540,13976,1798,1462,481,3130,719,3086,636,3659,761,4729,1099,11049,1768,3289,963,251,178,1046,395,1256,517,2176,982,3031,841,71321,3851,1495988,6426,1301196,8347,857549,9430,651737,8486,37706,2321,61740,3503,48072,3037,30391,2224,27903,2454,365502,8264,185760,5860,20809,1790,41005,2520,44072,3409,38243,2970,35613,2491,78145,3723,23174,2262,3633,733,8856,1211,8435,1065,14376,1688,19671,1749,194792,5719,0400000US27,3332300,3475,1673185,3168,158088,5660,101337,5042,73447,4333,48392,3393,2650,726,6404,1145,6750,1462,4704,855,4547,859,19827,2051,7856,1129,1013,519,1783,551,2336,691,2963,636,3876,879,8063,1102,2545,645,415,247,1135,492,583,327,1064,429,2321,728,56751,3331,1515097,7234,1414618,8177,1211075,9849,942683,8653,55603,2918,72383,4050,58812,3264,43595,2686,37999,2826,165222,6580,67558,4030,7084,1147,20583,3158,17649,1885,24196,2067,28152,2411,38321,2711,9093,1146,1275,552,4473,988,3983,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
593,2335,822,5339,1210,88242,5251,945661,2870,171338,7075,59842,3872,41137,3193,23741,2574,1649,632,3700,958,3910,931,3834,1058,4303,1025,13967,2053,4757,1345,583,318,1313,504,2102,1086,2275,817,2937,914,4738,1196,1734,864,230,192,447,260,841,562,348,268,1138,544,111496,5390,774323,7708,605375,8573,458703,8353,324805,8455,19619,2216,33172,3361,32718,3071,21059,2639,27330,2921,120789,5578,48850,3745,5655,1249,11278,1807,14583,1976,18073,2569,22350,2788,25883,2812,7056,1453,714,410,2322,702,2814,861,4341,1231,8636,1634,168948,5278,0400000US28,1827627,3696,881966,3785,158998,5975,70680,4224,56435,3714,36153,2859,1671,693,4298,1171,5129,1317,4318,1106,4866,1291,11437,1978,3324,1277,0,288,1114,460,791,387,3333,1104,2875,1056,2808,826,940,497,46,83,81,145,244,168,633,389,864,478,88318,4688,722968,6515,634726,6921,560416,7243,427971,8378,23308,2953,31294,2959,25915,2751,25710,3330,26218,2830,57660,4375,19020,2565,1902,750,5953,1469,6361,1403,10559,1684,13865,1594,16650,2543,5344,1417,398,297,1632,676,1602,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
892,6647,1177,11120,1851,128350,6128,1882977,3681,274554,7145,129775,5463,87340,5067,52529,3653,4691,1341,7524,1418,7344,1330,7982,1612,7270,1307,33604,2794,11118,1469,1152,606,2829,771,5706,1513,5357,1066,7442,1440,8831,1538,2098,593,169,152,512,357,597,355,1173,470,4282,1313,144779,5726,1608423,8012,1324748,11440,961277,10142,719971,10063,39971,3223,73231,4026,51227,3586,39934,3093,36943,2883,297458,8131,138243,5627,13405,1450,32323,2853,31884,2494,38640,3062,42963,3400,66013,3916,17552,2113,2632,751,7273,1242,9156,1222,13377,1784,16023,1733,283675,7740,0400000US29,3696467,4431,1813490,3962,261396,7480,140920,6053,110219,5640,70826,4241,4870,1195,7409,1396,7348,1605,10668,1710,9098,1680,24198,2373,7260,1235,855,433,3393,1000,2557,761,4177,1118,5956,1197,6503,1281,1356,515,344,188,498,282,552,354,964,521,2789,971,120476,5498,1552094,7749,1423744,8310,1227220,9085,986146,9110,55596,3871,71101,4019,40273,2559,37689,2916,36415,2625,165192,6400,61393,4239,7191,1248,18090,2039,16070,1924,27820,2712,34628,3111,31332,3052,7569,1242,862,373,1899,518,3235,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
350,1281,555,2166,600,18284,1728,305278,1571,37538,2841,20095,2209,12380,2032,7642,1487,800,464,812,423,836,388,1011,524,1279,471,6172,1101,2117,650,545,398,588,329,807,377,1054,577,1061,454,1543,590,505,278,0,231,395,418,80,83,147,153,416,234,17443,2130,267740,3577,226757,4170,147378,4740,102815,4131,8390,1375,13521,1819,10845,1360,5445,1034,6362,1185,65360,3680,28417,2185,4047,824,8533,1404,7201,1219,8015,1115,9147,1453,14019,1739,3881,992,501,299,1160,515,1894,601,2602,725,3981,969,40983,2946,0400000US30,611940,1854,306662,1925,43923,2375,29644,2526,23304,2311,14126,1943,1048,513,1271,620,1697,633,2609,814,2553,918,4876,1087,1751,701,272,227,595,365,382,262,652,430,1224,510,1464,557,536,357,82,135,149,132,41,69,210,200,446,350,14279,1580,262739,2572,244455,3276,208954,3790,153177,4025,11444,1579,15228,1899,10066,1481,9626,1642,9413,1181,28766,2641,9809,1499,1184,458,3644,930,4159,990,4144,908,5826,1016,6735,1110,1998,634,211,183,573,339,506,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
399,1443,483,3341,556,28214,2646,552851,2079,59525,3348,31794,2588,20215,2276,13219,1666,1006,440,1704,564,1844,955,1040,465,1402,550,8323,1413,3388,999,390,214,335,277,973,438,1141,400,2096,757,3256,813,1171,462,34,44,210,191,460,342,446,269,935,440,27731,2152,493326,4001,426951,4646,298429,5221,225971,4387,13467,1641,19586,1707,18254,1687,11658,1517,9493,1418,102752,4064,52658,3119,4701,952,10359,1280,10610,1567,11670,1413,12754,1583,25770,2141,7592,1288,1566,471,3850,887,2961,585,3696,708,6105,1006,66375,3681,0400000US31,1109055,2324,556204,2024,61624,3893,40205,3232,30668,2646,20154,2143,1097,376,2183,531,2034,532,1974,639,3226,1016,6824,1271,3056,894,187,148,519,263,525,250,804,383,1733,574,2713,839,238,181,254,230,176,244,257,228,686,331,1102,592,21419,2308,494580,4136,466366,4142,409483,4950,332645,5018,16690,1675,20719,2226,13930,1778,12194,1765,13305,1471,46695,2765,18224,1995,2267,636,5983,994,5291,1135,6865,1053,8065,1132,10188,1240,3408,773,305,157,549,233,1142,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
165,489,298,3160,967,67364,4406,762908,2226,79873,4606,39574,3494,29162,2993,16004,2189,1658,583,2744,1115,2439,908,3154,1008,3163,950,8601,1904,4110,1651,140,143,620,313,894,362,1800,948,1037,499,1811,596,503,354,0,297,59,98,421,310,258,251,570,343,40299,3001,683035,5096,528889,7496,424387,8186,312710,7337,20733,1893,26875,2941,23759,2834,22466,2728,17844,2494,86624,5540,37109,3165,4492,1103,8899,1501,10210,1993,13007,2263,12907,1785,17878,2865,5199,1579,474,350,1536,543,1927,964,3125,910,5617,2233,154146,7319,0400000US32,1557132,2862,794224,2178,67943,3736,36316,2937,30492,2531,18863,2095,1731,608,3014,880,2304,651,2210,683,2370,747,4626,1462,1931,1097,113,130,612,372,389,359,815,400,766,391,1198,597,156,149,0,297,125,125,118,138,180,271,619,480,31627,2410,726281,4137,658917,5248,592304,5725,470072,7258,26824,2826,28357,2654,23763,2670,20526,2907,22762,3114,58086,3687,24307,2422,2760,995,4286,880,6619,1493,10039,1895,10075,1721,8527,1592,3492,976,377,435,741,361,268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
436,1384,482,2268,686,24192,2538,431738,1540,48538,3173,23740,2358,13151,1751,9025,1371,339,237,746,557,693,333,1405,590,943,406,7268,1329,2425,742,332,255,1411,669,631,313,1116,613,1353,584,3321,900,1130,584,0,253,241,218,302,198,601,361,1047,549,24798,2715,383200,3658,329405,4290,218504,5230,165198,4365,11084,1616,16543,2049,9947,1548,9034,1721,6698,1166,89085,4059,43439,3073,4178,841,12106,1660,10369,1317,8855,1817,10138,1537,21816,2122,6241,1346,1247,555,2502,700,2608,796,4082,875,5136,1098,53795,3328,0400000US33,856681,1815,424943,1490,47030,3369,28677,2585,21935,2307,13451,1617,1393,513,2605,964,1925,827,1227,599,1334,647,5399,982,1770,630,249,166,1070,633,362,239,932,430,1016,385,1343,526,176,148,0,253,110,136,219,212,327,247,511,284,18353,2215,377913,3534,353721,3912,310681,3778,249836,5085,13752,1796,17975,2001,11581,1967,9030,1565,8507,1518,34736,2430,14036,1794,2082,609,4343,845,3258,941,5622,899,5395,957,8304,1427,2340,751,129,156,1269,623,914,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
1051,9407,1681,19297,2471,240823,8334,2821305,3586,263041,8562,124875,5830,82034,5167,48905,4079,3664,1056,9557,1634,5466,1286,8038,1999,6404,1316,31737,2415,13164,2041,911,393,3658,779,4126,998,4102,961,5776,1228,11104,1450,2589,718,119,148,1149,413,1654,775,1578,580,4015,1027,138166,6409,2558264,9244,1987594,15942,1442474,15323,1067256,13927,61304,3588,131455,5401,60220,4238,61452,4182,60787,4745,443701,11602,203076,8715,20987,2405,58647,4002,42656,3653,53204,3664,65131,4077,101419,5116,26228,2721,3760,1012,12313,1788,11766,1560,19252,2223,28100,2339,570670,13563,0400000US34,5544813,4399,2723508,3556,238092,6626,129523,6027,101723,5169,67537,4194,3689,898,8808,1622,7301,1636,7730,1533,6658,1332,21396,2647,7129,1668,845,405,1702,586,2216,795,4005,987,5499,1111,6404,1345,987,450,54,90,329,241,1005,546,1265,646,2764,920,108569,5369,2485416,7756,2244593,11382,1978560,12647,1570148,15047,78421,4345,121745,6228,74412,5134,65351,4952,68483,4504,209971,7644,76832,4835,6813,1175,24864,2849,20731,2271,30158,3000,50573,3866,56062,4247,16134,2421,1949,773,4879,1104,4396,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
275,3054,912,4305,1269,57261,4596,629141,2572,88308,5222,44230,3413,27396,2330,13968,1777,1769,634,3090,940,2961,918,2434,860,3174,868,13240,2063,5000,1214,875,551,511,275,1743,638,2628,746,2483,892,3594,1128,1699,733,268,308,191,184,246,224,455,310,735,387,44078,3307,540833,5719,415716,6744,296617,7085,207905,6779,17210,2191,20495,2306,19631,2408,14807,2180,16569,2280,100284,5600,44239,4347,4601,1113,11190,2086,11136,1692,12375,1994,16743,2204,18815,2007,5203,1102,708,462,1520,667,3075,914,2958,851,5351,1162,125117,6355,0400000US35,1233867,3225,604726,2972,91152,5395,46594,4213,36248,3086,21748,2159,3034,949,2726,838,1962,731,3151,952,3627,1162,7275,1688,1822,689,438,418,330,257,1507,641,776,359,2402,1313,3071,1292,436,459,418,522,177,229,371,477,253,246,1416,745,44558,3412,513574,6374,456313,6988,390517,6837,293269,7750,20852,2362,18837,2191,15957,2681,20683,2839,20919,2362,54047,3911,21474,2846,2246,647,5389,1375,6983,1709,8801,1566,9154,1595,11749,1780,2665,867,344,295,1017,465,364,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
