C08011_033M,GEO_ID,C08011_001E,C08011_001M,C08011_002E,C08011_002M,C08011_003E,C08011_003M,C08011_004E,C08011_004M,C08011_005E,C08011_005M,C08011_006E,C08011_006M,C08011_007E,C08011_007M,C08011_008E,C08011_008M,C08011_009E,C08011_009M,C08011_010E,C08011_010M,C08011_011E,C08011_011M,C08011_012E,C08011_012M,C08011_013E,C08011_013M,C08011_014E,C08011_014M,C08011_015E,C08011_015M,C08011_016E,C08011_016M,C08011_017E,C08011_017M,C08011_018E,C08011_018M,C08011_019E,C08011_019M,C08011_020E,C08011_020M,C08011_021E,C08011_021M,C08011_022E,C08011_022M,C08011_023E,C08011_023M,C08011_024E,C08011_024M,C08011_025E,C08011_025M,C08011_026E,C08011_026M,C08011_027E,C08011_027M,C08011_028E,C08011_028M,C08011_029E,C08011_029M,C08011_030E,C08011_030M,C08011_031E,C08011_031M,C08011_032E,C08011_032M,C08011_033E,C08011_033MA,NAME,C08011_001MA,C08011_001EA,C08011_002MA,C08011_002EA,C08011_003EA,C08011_003MA,C08011_004EA,C08011_004MA,C08011_005EA,C08011_005MA,C08011_006EA,C08011_006MA,C08011_007MA,C08011_007EA,C08011_008MA,C08011_008EA,C08011_009EA,C08011_009MA,C08011_010EA,C08011_010MA,C08011_011EA,C08011_011MA,C08011_012MA,C08011_012EA,C08011_013MA,C08011_013EA,C08011_014EA,C08011_014MA,C08011_015EA,C08011_015MA,C08011_016EA,C08011_016MA,C08011_017MA,C08011_017EA,C08011_018MA,C08011_018EA,C08011_019EA,C08011_019MA,C08011_020EA,C08011_020MA,C08011_021EA,C08011_021MA,C08011_022EA,C08011_022MA,C08011_023MA,C08011_023EA,C08011_024MA,C08011_024EA,C08011_025EA,C08011_025MA,C08011_026EA,C08011_026MA,C08011_027EA,C08011_027MA,C08011_028MA,C08011_028EA,C08011_029MA,C08011_029EA,C08011_030EA,C08011_030MA,C08011_031MA,C08011_031EA,C08011_032MA,C08011_032EA,C08011_033EA,state
2874,0400000US38,341292,4589,9848,1573,7438,1093,14882,1895,23640,2077,36452,2379,48481,3019,72723,4016,34428,2315,16872,2075,76528,3647,182909,3136,7101,1384,5121,1003,8874,1379,15476,1505,23805,1943,27804,2067,35573,2634,16564,1690,6133,1190,36458,2344,158383,3188,2747,641,2317,501,6008,1210,8164,1366,12647,1488,20677,1858,37150,2695,17864,1749,10739,1391,40070,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
11934,0400000US39,4890587,20335,178830,6226,157095,6338,226930,7316,400179,9784,516766,10215,678404,10815,660562,12035,501797,12919,265099,7919,1304925,15889,2504592,15775,119735,5160,104793,4973,141399,5427,249565,7828,285254,7968,346832,9745,303213,8128,219601,7966,108591,5313,625609,11178,2385995,15117,59095,3467,52302,3991,85531,4399,150614,5279,231512,6498,331572,8347,357349,7984,282196,8181,156508,6251,679316,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
6981,0400000US40,1585032,12505,64685,3839,49687,4192,81074,4545,131868,5648,167908,5313,238385,7049,250095,6752,162403,6428,78242,4849,360685,9928,847472,8527,48100,3114,34906,3044,54716,3250,88142,4403,100404,3784,126956,4789,110372,5158,78746,4469,30680,2635,174450,7229,737560,9454,16585,2301,14781,2260,26358,2717,43726,3412,67504,3525,111429,4990,139723,5672,83657,3798,47562,3767,186235,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
6551,0400000US41,1557482,13473,68847,4266,55817,4631,71443,4640,122702,6690,152290,7307,213308,7028,225918,7660,167202,7438,95990,5109,383965,10199,810238,10085,44838,3489,37269,3738,44902,3255,75409,4924,85690,5220,110055,4727,107766,5084,75829,4393,43187,3448,185293,7767,747244,9637,24009,2635,18548,2663,26541,2912,47293,3718,66600,4593,103253,5923,118152,5179,91373,5257,52803,3574,198672,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
13319,0400000US42,5510956,25796,228113,6728,188372,6140,282100,6849,496638,10880,588433,11225,791666,12209,697604,14375,600119,11327,312254,8376,1325657,20259,2865067,16668,162190,5418,137297,4966,184049,5842,310246,9181,330247,7735,397564,9991,310485,9250,268525,7367,124694,5119,639770,12042,2645889,16610,65923,3953,51075,3721,98051,4075,186392,6219,258186,8168,394102,8514,387119,9942,331594,7760,187560,6499,685887,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
4146,0400000US44,464080,6655,14588,2747,11815,1951,15508,1946,39030,3393,50397,3862,70824,3919,62872,4123,55054,3793,28774,2958,115218,5938,230318,4934,10292,2364,7893,1324,10214,1572,24897,2803,27605,2603,36279,2931,29991,2641,22341,2037,10297,1711,50509,3530,233762,4684,4296,1047,3922,1259,5294,1237,14133,1842,22792,2502,34545,2572,32881,3234,32713,2845,18477,2066,64709,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
8094,0400000US45,1875723,16148,74973,4675,57454,3894,79485,5071,165276,6816,201290,7563,300898,10983,265967,7977,194270,6801,97248,4925,438862,11395,968151,11363,50946,4066,39640,3480,52539,3736,103887,5594,110528,5104,150350,7946,123939,5739,91840,4671,40533,3490,203949,7205,907572,10160,24027,2771,17814,1909,26946,2964,61389,3659,90762,5277,150548,6942,142028,6106,102430,4758,56715,3725,234913,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
3260,0400000US46,382654,4758,14194,1969,9830,1313,19019,2163,27110,2505,37188,3194,58284,3470,79107,4007,41537,2615,14867,1786,81518,5114,201074,3337,9493,1480,6333,1026,12527,1857,16647,1833,21605,2238,30756,2218,36997,2404,22355,1959,5689,1070,38672,3219,181580,3542,4701,1138,3497,696,6492,1128,10463,1408,15583,1703,27528,2160,42110,2964,19182,1639,9178,1321,42846,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
8072,0400000US47,2585963,18116,111073,6186,95073,5158,131549,6674,250218,7943,287184,8749,412665,10299,345622,10525,241528,7892,110050,5570,601001,12517,1349059,13955,75446,4690,63252,3861,83226,5071,153623,5703,160094,6246,195222,6610,146989,7360,119569,5999,45752,3063,305886,8421,1236904,13096,35627,3628,31821,2982,48323,3695,96595,5175,127090,5640,217443,7157,198633,7118,121959,4700,64298,3960,295115,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
18914,0400000US48,10692222,37115,436356,11734,405997,12228,532163,15274,991539,14438,1101334,19552,1746583,22657,1445596,20945,1125401,19207,523819,12280,2383434,28923,5822609,20806,311959,10033,292621,10433,359686,10893,640453,11100,626560,14585,895973,14524,670570,12421,577013,13338,242033,8527,1205741,19576,4869613,31123,124397,6011,113376,6209,172477,7915,351086,9775,474774,12118,850610,15920,775026,16551,548388,11821,281786,8683,1177693,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
5921,0400000US49,1157006,10751,52302,4127,40369,3175,68334,4723,87564,4772,112016,5907,135042,6485,151777,5539,127089,6420,80303,5600,302210,8048,653322,6671,35308,3260,29413,2895,45481,3801,60914,4046,70619,4152,80415,4783,78809,4082,68614,4913,37916,3408,145833,5751,503684,8538,16994,2161,10956,1713,22853,2306,26650,2455,41397,3101,54627,3923,72968,3827,58475,3543,42387,3618,156377,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
2108,0400000US50,291106,4932,7835,1080,7411,1181,14783,1981,22259,1879,32679,2658,48891,2967,43695,3178,33731,2235,15176,1684,64646,3438,148343,3564,5831,868,5039,944,10153,1590,13389,1230,19295,2038,23390,2006,17264,1866,15779,1798,6549,1209,31654,2532,142763,3038,2004,555,2372,712,4630,918,8870,1290,13384,1476,25501,2140,26431,2334,17952,1489,8627,1276,32992,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
9951,0400000US51,3678591,19558,150364,10064,136941,6128,179901,6432,346241,10913,384507,10298,532941,10848,484562,11726,430843,11576,226631,8006,805660,15345,1928380,12773,104360,6942,101948,5583,124954,5545,216613,7547,215966,8371,269390,7521,215630,7779,193184,6919,104172,6502,382163,10930,1750211,14088,46004,4698,34993,2987,54947,3871,129628,6996,168541,6038,263551,7564,268932,8151,237659,8587,122459,5351,423497,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
10058,0400000US53,2883620,19871,163793,7607,124067,5313,161720,6978,266022,8478,287170,8266,379038,9823,356405,8035,286038,7806,162825,7393,696542,14601,1548963,14459,110596,5679,87125,3867,109836,5350,166214,6314,162258,6059,199239,6555,159234,5474,139921,5442,69535,4443,345005,9941,1334657,13416,53197,4040,36942,3195,51884,3756,99808,5378,124912,4930,179799,6872,197171,6564,146117,6001,93290,5233,351537,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
4504,0400000US54,707152,9378,37297,2930,29667,2757,40947,2929,62343,4167,68671,4151,101871,4865,93338,4791,66197,4491,30647,2769,176174,6453,373552,6597,27755,2178,21817,2302,26658,2374,40758,3308,38584,3282,49918,3148,35113,2925,31434,3051,11517,1662,89998,4525,333600,6014,9542,1684,7850,1146,14289,1720,21585,2253,30087,2683,51953,3752,58225,3483,34763,3013,19130,2064,86176,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
6828,0400000US55,2642623,13400,131617,4907,113275,4879,156402,5657,229906,6827,292389,7561,385090,8361,347703,8995,218943,6715,103597,4695,663701,11043,1359150,9630,90237,4153,78149,3975,98985,4775,138864,5099,159271,5529,178535,5627,148793,5752,96427,4489,40519,2590,329370,8090,1283473,9015,41380,2945,35126,2824,57417,2937,91042,3970,133118,4630,206555,6410,198910,6304,122516,4419,63078,3725,334331,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
2370,0400000US56,265323,4172,14739,1877,12408,1980,14664,2097,21129,2288,31821,3051,38266,3184,47609,3022,21621,2476,10089,1669,52977,3644,147351,3271,11049,1679,9786,1708,10153,1521,14297,1695,21571,2291,20930,2234,18724,1914,11070,1838,3538,990,26233,2619,117972,2774,3690,880,2622,759,4511,1177,6832,1431,10250,1661,17336,2173,28885,2347,10551,1407,6551,1269,26744,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
4630,0400000US72,1051524,11382,63255,4549,52170,3983,59277,4003,130467,5436,131609,5115,186781,7678,113256,5419,84519,4888,32259,2686,197931,7081,566457,7579,44460,3721,36658,3572,34952,3527,77219,4322,65131,3879,87321,4946,48892,3526,45986,3343,14819,1942,111019,5431,485067,8389,18795,2246,15512,2103,24325,2232,53248,3049,66478,3054,99460,5387,64364,3354,38533,3139,17440,2062,86912,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
