B19131_103E,B19131_103M,B19131_104E,B19131_104M,B19131_105E,B19131_105M,B19131_106E,B19131_106M,B19131_107E,B19131_107M,GEO_ID,B19131_001E,B19131_001M,B19131_002E,B19131_002M,B19131_003E,B19131_003M,B19131_004E,B19131_004M,B19131_005E,B19131_005M,B19131_006E,B19131_006M,B19131_007E,B19131_007M,B19131_008E,B19131_008M,B19131_009E,B19131_009M,B19131_010E,B19131_010M,B19131_011E,B19131_011M,B19131_012E,B19131_012M,B19131_013E,B19131_013M,B19131_014E,B19131_014M,B19131_015E,B19131_015M,B19131_016E,B19131_016M,B19131_017E,B19131_017M,B19131_018E,B19131_018M,B19131_019E,B19131_019M,B19131_020E,B19131_020M,B19131_021E,B19131_021M,B19131_022E,B19131_022M,B19131_023E,B19131_023M,B19131_024E,B19131_024M,B19131_025E,B19131_025M,B19131_026E,B19131_026M,B19131_027E,B19131_027M,B19131_028E,B19131_028M,B19131_029E,B19131_029M,B19131_030E,B19131_030M,B19131_031E,B19131_031M,B19131_032E,B19131_032M,B19131_033E,B19131_033M,B19131_034E,B19131_034M,B19131_035E,B19131_035M,B19131_036E,B19131_036M,B19131_037E,B19131_037M,B19131_038E,B19131_038M,B19131_039E,B19131_039M,B19131_040E,B19131_040M,B19131_041E,B19131_041M,B19131_042E,B19131_042M,B19131_043E,B19131_043M,B19131_044E,B19131_044M,B19131_045E,B19131_045M,B19131_046E,B19131_046M,B19131_047E,B19131_047M,B19131_048E,B19131_048M,B19131_049E,B19131_049M,B19131_050E,B19131_050M,B19131_051E,B19131_051M,B19131_052E,B19131_052M,B19131_053E,B19131_053M,B19131_054E,B19131_054M,B19131_055E,B19131_055M,B19131_056E,B19131_056M,B19131_057E,B19131_057M,B19131_058E,B19131_058M,B19131_059E,B19131_059M,B19131_060E,B19131_060M,B19131_061E,B19131_061M,B19131_062E,B19131_062M,B19131_063E,B19131_063M,B19131_064E,B19131_064M,B19131_065E,B19131_065M,B19131_066E,B19131_066M,B19131_067E,B19131_067M,B19131_068E,B19131_068M,B19131_069E,B19131_069M,B19131_070E,B19131_070M,B19131_071E,B19131_071M,B19131_072E,B19131_072M,B19131_073E,B19131_073M,B19131_074E,B19131_074M,B19131_075E,B19131_075M,B19131_076E,B19131_076M,B19131_077E,B19131_077M,B19131_078E,B19131_078M,B19131_079E,B19131_079M,B19131_080E,B19131_080M,B19131_081E,B19131_081M,B19131_082E,B19131_082M,B19131_083E,B19131_083M,B19131_084E,B19131_084M,B19131_085E,B19131_085M,B19131_086E,B19131_086M,B19131_087E,B19131_087M,B19131_088E,B19131_088M,B19131_089E,B19131_089M,B19131_090E,B19131_090M,B19131_091E,B19131_091M,B19131_092E,B19131_092M,B19131_093E,B19131_093M,B19131_094E,B19131_094M,B19131_095E,B19131_095M,B19131_096E,B19131_096M,B19131_097E,B19131_097M,B19131_098E,B19131_098M,B19131_099E,B19131_099M,B19131_100E,B19131_100M,B19131_101E,B19131_101M,B19131_102E,B19131_102M,B19131_103EA,B19131_103MA,B19131_104EA,B19131_104MA,B19131_105MA,B19131_105EA,B19131_106EA,B19131_106MA,B19131_107EA,B19131_107MA,NAME,B19131_001MA,B19131_001EA,B19131_002EA,B19131_002MA,B19131_003EA,B19131_003MA,B19131_004EA,B19131_004MA,B19131_005EA,B19131_005MA,B19131_006EA,B19131_006MA,B19131_007EA,B19131_007MA,B19131_008EA,B19131_008MA,B19131_009EA,B19131_009MA,B19131_010EA,B19131_010MA,B19131_011EA,B19131_011MA,B19131_012EA,B19131_012MA,B19131_013EA,B19131_013MA,B19131_014EA,B19131_014MA,B19131_015MA,B19131_015EA,B19131_016MA,B19131_016EA,B19131_017MA,B19131_017EA,B19131_018MA,B19131_018EA,B19131_019MA,B19131_019EA,B19131_020EA,B19131_020MA,B19131_021EA,B19131_021MA,B19131_022MA,B19131_022EA,B19131_023EA,B19131_023MA,B19131_024MA,B19131_024EA,B19131_025MA,B19131_025EA,B19131_026EA,B19131_026MA,B19131_027MA,B19131_027EA,B19131_028MA,B19131_028EA,B19131_029EA,B19131_029MA,B19131_030MA,B19131_030EA,B19131_031MA,B19131_031EA,B19131_032EA,B19131_032MA,B19131_033EA,B19131_033MA,B19131_034EA,B19131_034MA,B19131_035EA,B19131_035MA,B19131_036MA,B19131_036EA,B19131_037EA,B19131_037MA,B19131_038EA,B19131_038MA,B19131_039MA,B19131_039EA,B19131_040EA,B19131_040MA,B19131_041EA,B19131_041MA,B19131_042EA,B19131_042MA,B19131_043MA,B19131_043EA,B19131_044EA,B19131_044MA,B19131_045EA,B19131_045MA,B19131_046EA,B19131_046MA,B19131_047MA,B19131_047EA,B19131_048MA,B19131_048EA,B19131_049EA,B19131_049MA,B19131_050MA,B19131_050EA,B19131_051MA,B19131_051EA,B19131_052EA,B19131_052MA,B19131_053MA,B19131_053EA,B19131_054MA,B19131_054EA,B19131_055EA,B19131_055MA,B19131_056MA,B19131_056EA,B19131_057MA,B19131_057EA,B19131_058MA,B19131_058EA,B19131_059EA,B19131_059MA,B19131_060MA,B19131_060EA,B19131_061EA,B19131_061MA,B19131_062EA,B19131_062MA,B19131_063MA,B19131_063EA,B19131_064EA,B19131_064MA,B19131_065MA,B19131_065EA,B19131_066EA,B19131_066MA,B19131_067EA,B19131_067MA,B19131_068MA,B19131_068EA,B19131_069EA,B19131_069MA,B19131_070MA,B19131_070EA,B19131_071EA,B19131_071MA,B19131_072EA,B19131_072MA,B19131_073EA,B19131_073MA,B19131_074MA,B19131_074EA,B19131_075EA,B19131_075MA,B19131_076EA,B19131_076MA,B19131_077MA,B19131_077EA,B19131_078EA,B19131_078MA,B19131_079MA,B19131_079EA,B19131_080MA,B19131_080EA,B19131_081EA,B19131_081MA,B19131_082MA,B19131_082EA,B19131_083MA,B19131_083EA,B19131_084EA,B19131_084MA,B19131_085EA,B19131_085MA,B19131_086MA,B19131_086EA,B19131_087MA,B19131_087EA,B19131_088EA,B19131_088MA,B19131_089MA,B19131_089EA,B19131_090EA,B19131_090MA,B19131_091EA,B19131_091MA,B19131_092MA,B19131_092EA,B19131_093EA,B19131_093MA,B19131_094MA,B19131_094EA,B19131_095MA,B19131_095EA,B19131_096EA,B19131_096MA,B19131_097MA,B19131_097EA,B19131_098EA,B19131_098MA,B19131_099MA,B19131_099EA,B19131_100MA,B19131_100EA,B19131_101MA,B19131_101EA,B19131_102MA,B19131_102EA,state
18937,2299,11397,1632,6790,1252,5566,1131,2346,685,0400000US24,1431958,12327,1022613,12943,430441,9198,3837,1183,2473,676,4182,1170,6673,1518,6542,1375,8067,1819,10403,1596,8642,1615,8454,1606,25885,2857,38345,3446,68573,4335,67654,4580,50016,3399,61803,3584,58892,3649,592172,10034,5142,949,5139,1118,8364,1605,12682,1764,16043,1869,13999,1832,17367,2076,18014,1867,18471,2007,37259,2891,60775,3880,97556,4575,79777,4441,57172,3447,69651,3430,74761,3420,409345,9928,104112,5962,46879,3927,2954,969,1776,866,1910,724,3194,1154,3002,1074,4490,1384,3409,1004,3670,1086,2197,849,4058,1143,4599,1135,5843,1066,2672,1134,1571,758,986,492,548,397,57233,4710,2849,1010,1397,746,1976,723,1842,573,2846,1081,2084,718,1421,602,2525,867,3334,1003,5359,1181,6712,1159,10225,1753,6453,1575,2980,949,3459,1210,1771,628,305233,8950,166495,6620,28067,2772,9644,1616,9193,1912,10115,1955,11781,2123,13837,2416,8838,1744,7860,1439,8856,1831,15871,2315,16630,2203,13369,2100,6443,1347,2258,644,2732,939,1001,541,138738,5974,6983,1329,4290,1015,6194,1121,7896,1306,6449,1241,6862,1397,7553,1452,6586,1333,6659,1126,14524,1906,19706,2362,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
19286,2355,9738,1529,5774,1114,4961,1209,3148,961,0400000US25,1590257,14005,1166204,12454,498547,8336,5359,1371,3534,898,5548,1185,5866,1213,7948,1561,11084,1850,10227,1561,10866,1807,12061,2128,26043,2747,47272,3329,81073,4196,78992,4424,55399,4080,66002,4011,71273,3308,667657,9841,7935,1324,9858,1564,14438,1949,17666,1757,18004,1837,21092,2012,23356,2047,23804,2448,22716,2168,49953,3045,73030,3843,108055,5331,86576,3975,59779,3197,64890,3748,66505,3382,424053,10657,100400,5251,45431,3991,4145,1110,3362,880,3113,1177,3328,1067,2953,918,2775,1004,2282,866,2149,860,2414,892,4862,1286,4977,1137,4534,1306,1970,692,711,436,1096,577,760,344,54969,3364,3034,841,1463,608,1196,484,3604,1052,2945,903,3068,934,3107,717,2531,856,2156,763,4196,959,8693,1717,7294,1374,5847,1022,2874,738,1981,729,980,403,323653,8980,181920,6766,34569,3746,20123,2650,17015,2385,14652,2051,11942,2005,9871,1537,9372,1781,8866,1609,7554,1537,13106,2154,13749,2005,10481,1731,5807,1214,2102,705,1708,750,1003,571,141733,6622,9519,1933,6258,1349,8295,1388,7494,1384,8717,1688,6520,1419,8718,1723,7189,1257,6576,1247,14057,2055,15483,1866,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
15726,1227,7627,1224,3178,854,2143,693,1616,559,0400000US26,2508780,17418,1845094,15583,718440,11893,15050,1847,12510,1685,17142,1889,22467,2473,20168,2100,25910,2130,26478,2791,32053,2938,29302,2343,64710,3841,94996,4572,137154,5909,86745,4827,50648,3084,47989,2881,35118,2622,1126654,10223,19821,1965,18988,1655,29450,2263,41015,2811,50437,2987,56028,3016,61693,2590,68147,2985,64912,3934,116152,4852,152517,4334,176757,5504,110876,4483,63989,3734,54239,2794,41633,2768,663686,11930,168337,6639,83509,4677,10329,1756,7266,1377,7089,1133,7986,1720,5714,1089,5603,1223,5723,1335,5922,1168,3061,1001,8937,1550,6215,1181,4927,1184,2631,898,577,393,960,425,569,471,84828,4418,6077,1178,4983,1053,4797,966,6113,1172,6286,1241,6616,1171,4343,930,5564,981,5093,971,8235,1194,8417,1102,8146,1141,4655,901,2143,777,2157,838,1203,561,495349,9077,283740,6549,71236,4296,37595,3840,29879,2734,27672,2758,22879,2342,17506,2210,12231,1866,11006,1828,10315,2053,14887,1949,13112,1777,9597,1428,2945,824,1096,509,795,475,989,559,211609,6033,15873,1825,14520,1531,17768,1930,16314,1594,19440,2203,15739,1686,15571,2186,13705,2018,11795,1623,19544,2299,21050,1924,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
7775,1227,3095,789,886,389,1111,465,618,335,0400000US27,1353758,11075,1069000,10516,447290,7665,4710,1209,5160,1089,4992,1055,8188,1526,8358,1342,12426,1553,11705,1248,14989,1790,13563,1417,33888,2638,57654,2957,94102,3787,68346,3396,40529,2717,37257,2384,31423,2557,621710,8020,6704,885,8689,1107,12360,1447,18745,1680,22737,1688,23575,1843,26111,1770,28329,2077,29337,1799,55228,2967,87057,3589,114163,3745,74615,2912,40753,2805,40450,2671,32857,2223,284758,7731,87757,4090,46694,3262,4997,1192,3366,877,3754,1020,3023,758,3678,821,3629,884,2448,654,4127,1020,2268,607,4716,948,4584,1020,2762,830,1552,572,509,303,502,276,779,401,41063,2674,1628,552,1631,472,1794,580,2202,683,2906,967,2168,790,1810,499,2846,683,2388,673,4842,1016,6023,1208,4732,1080,3242,961,1108,431,1377,502,366,210,197001,5875,129583,4844,21918,2405,13528,1799,16172,1916,12221,1858,10057,1476,10610,1649,8435,1202,5864,1112,5314,1096,7361,1452,8151,1176,5904,1084,1770,521,867,483,885,586,526,307,67418,3684,3050,879,2925,700,3756,907,4943,1009,4260,871,4408,778,4278,963,4225,1068,4005,884,8048,1394,10035,1357,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
4866,1088,1977,686,989,511,469,328,400,337,0400000US28,746115,9375,501571,8828,193319,6936,4167,1121,6094,1506,6668,1430,6549,1435,7024,1798,7579,1206,10239,1964,11398,2058,9492,1964,19809,2561,25306,2861,37834,2451,19736,2092,8614,1439,7179,1029,5631,1140,308252,7298,6554,1348,9562,1670,13737,1575,18487,1822,18840,1962,17613,1894,18296,2080,16997,1948,15712,1938,30643,2806,38680,2770,45950,3457,25272,2206,12350,1628,10608,1728,8951,1338,244544,6618,51400,4060,23677,2820,4103,1138,3053,954,2183,1028,3018,1207,1276,521,2300,868,1178,628,1899,915,342,242,1370,639,1464,727,654,448,729,552,50,96,0,287,58,99,27723,2587,2524,865,2005,686,1820,738,1623,617,2993,814,1716,708,1878,655,1187,594,1899,574,2225,752,3559,1115,2238,722,1218,606,160,202,242,225,436,305,193144,5681,105800,4726,28316,2707,16433,2203,13308,2209,12203,1956,6983,1333,6784,1451,5529,1227,3376,1042,3364,1020,3290,1012,2825,937,2806,1008,347,271,175,207,61,104,0,287,87344,4404,11693,1884,8121,1416,10007,1645,9756,1903,6180,1225,7480,1377,5339,1144,3698,813,3405,912,5688,984,7276,1419,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
10237,1979,4297,1038,1813,682,1174,534,742,445,0400000US29,1524078,14162,1146501,12644,436837,9035,7850,1530,7486,1437,10271,1355,13732,2026,13464,1976,14702,1673,19516,2256,19730,2062,19205,2375,41187,3471,61604,3399,79876,4103,51604,3240,28839,2237,24391,1745,23380,2183,709664,8843,12325,1528,14830,1785,21547,2043,31754,2258,33542,2523,35580,2915,38922,2939,40490,2670,35654,2612,71752,3682,95407,4498,110073,3918,69566,3937,41455,2980,30349,2510,26418,2406,377577,9283,99807,5626,55681,4477,7334,1678,4386,1281,4089,1120,5034,1367,5247,1314,4571,1256,3955,1056,4014,1132,2100,693,5318,1552,3734,1014,3130,847,1337,669,581,387,248,331,603,333,44126,3171,2309,685,1801,612,2779,744,3109,835,3258,807,2327,684,3496,932,2610,906,2200,841,5599,1133,5985,1580,5514,1206,1525,584,884,474,324,326,406,237,277770,7142,164033,6740,38543,3266,18728,2344,16260,2064,16542,1940,16133,2359,12989,2011,9455,1586,6473,1195,4431,1026,8486,1418,8431,1603,4372,1123,1610,553,898,554,217,210,465,329,113737,4562,6117,1306,7067,1304,8693,1213,9423,1328,9123,1453,9718,1284,8661,1186,7667,1491,6190,1141,10277,1524,12538,1541,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
673,331,367,254,184,184,96,119,60,92,0400000US30,255199,5113,203500,4726,72739,3589,1460,505,1702,676,1892,709,2660,749,2124,710,3325,845,3165,866,2915,766,3402,984,6428,1187,10925,1403,17105,1943,7182,1122,3132,743,3052,877,2270,622,130761,3509,3517,914,2729,809,4364,1014,6680,1360,5720,974,7683,1107,8235,1184,7741,1159,6935,1076,13229,1470,15557,1578,20327,2164,12716,1661,6187,975,5051,835,4090,956,51699,3195,16926,1801,9398,1319,1027,526,496,362,1296,664,1240,634,365,289,1112,560,190,120,477,312,263,167,813,352,1041,536,809,435,33,55,175,203,0,237,61,98,7528,1273,353,274,380,235,215,176,285,219,838,407,544,326,671,508,646,408,400,261,490,226,1240,667,834,438,609,297,23,40,0,237,0,237,34773,2849,21114,2496,4673,1244,1890,635,3224,935,3080,975,2250,652,1635,741,740,383,756,498,691,362,713,417,888,504,444,389,130,148,0,237,0,237,0,237,13659,1482,782,407,690,305,1766,754,1363,532,1237,435,1100,362,1279,487,1076,485,752,323,1355,435,879,367,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
2891,885,534,379,509,291,238,191,90,125,0400000US31,468407,6176,368023,5747,148405,4273,1406,592,2107,706,2244,723,4347,1179,3464,791,6303,1133,5502,883,6183,1157,6571,948,13918,1634,21587,2007,29920,2041,19074,1855,11287,1319,8241,1155,6251,1233,219618,4591,2516,615,3724,741,4749,863,8530,1121,9175,1233,9217,978,11092,1277,10897,1262,11146,1459,25703,2255,30670,2358,38808,2604,23808,1748,11826,1359,9446,1253,8311,1294,100384,3815,31177,2458,17059,1834,2323,916,1127,532,1415,632,1136,395,1201,520,2137,953,1085,684,1532,550,787,388,1370,482,909,401,1312,515,309,239,201,189,62,97,153,148,14118,1718,693,369,360,293,573,416,714,339,930,509,1005,452,1766,796,600,372,619,333,1916,723,1568,604,2050,788,795,390,148,204,268,251,113,111,69207,3484,44233,2914,8133,1511,5667,1293,3899,940,5921,1361,4085,902,3327,973,1746,562,2725,894,2032,639,3252,961,1447,559,1113,502,396,244,64,84,36,58,390,318,24974,2084,1367,567,1380,538,1746,631,1592,561,2342,797,1744,529,1882,582,1715,523,1199,448,2442,708,3303,834,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
6806,1524,2115,733,1212,555,889,474,564,297,0400000US32,639686,9203,452361,8383,193732,6826,4196,1170,3919,1265,4818,1088,7860,1695,7349,1624,9306,1805,7980,1551,10023,1696,6076,1358,14945,2066,26013,2868,34547,2526,23456,2731,15558,2305,9556,1598,8130,1365,258629,6190,4865,1083,4234,946,6012,1249,10025,1731,11312,1872,11077,1808,11235,1840,13182,1932,12855,1587,20389,2307,37530,3136,44277,3213,29152,3009,15660,1938,14446,2168,12378,1837,187325,6612,63327,4061,33524,3080,2815,916,2042,864,2150,719,3822,986,2211,958,2872,1086,2721,1034,1103,495,885,524,3301,975,4089,1075,3250,1166,810,457,547,338,263,267,643,433,29803,3002,1045,569,1277,696,1320,568,1632,740,2101,824,2059,697,2534,913,1446,570,1196,562,2724,898,4025,1258,3566,1152,1904,651,713,409,1077,483,1184,628,123998,5497,70572,4650,14900,2251,6449,1481,5163,1339,6244,1426,5047,1245,7349,1946,3642,1201,2167,786,4239,1356,4315,1259,4274,1199,3259,843,1575,720,830,637,397,310,722,436,53426,3553,4011,960,2410,902,3233,1013,3196,1036,3841,1208,3702,1066,3686,932,2479,681,2992,856,6504,1268,5786,1214,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
2790,849,1221,504,681,405,261,185,214,199,0400000US33,344057,6102,274195,5659,103546,3948,894,506,282,224,943,524,1567,605,2994,1137,975,392,1755,594,3234,878,3234,866,5983,969,13704,1871,22603,2175,16053,1599,9354,1192,10781,1348,9190,1306,170649,4797,1478,581,1807,720,3925,968,4412,1090,6449,1205,6919,1216,6711,1186,7808,1374,8556,1320,12957,1821,21149,2486,29584,2574,21505,1946,14324,1785,13461,1404,9604,1244,69862,4149,22205,2587,12549,2134,1072,563,498,383,396,374,901,524,424,252,750,599,1168,614,794,478,853,535,1379,707,1441,662,1016,484,1227,684,282,287,172,194,176,164,9656,1675,240,284,62,111,320,217,202,180,665,583,491,273,208,175,970,416,356,273,816,382,1256,491,2041,662,1036,517,457,325,217,159,319,405,47657,2791,27539,2294,5437,1310,2545,801,1528,702,2543,682,1518,647,1624,610,1343,538,2650,910,926,471,2769,1224,2132,738,1375,528,591,476,198,155,342,260,18,31,20118,1932,343,359,971,513,899,489,1218,512,1269,624,1552,667,1755,612,1278,538,826,371,2956,861,1884,593,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
