B14005_026E,B14005_026M,B14005_027E,B14005_027M,B14005_028E,B14005_028M,B14005_029E,B14005_029M,GEO_ID,B14005_001E,B14005_001M,B14005_002E,B14005_002M,B14005_003E,B14005_003M,B14005_004E,B14005_004M,B14005_005E,B14005_005M,B14005_006E,B14005_006M,B14005_007E,B14005_007M,B14005_008E,B14005_008M,B14005_009E,B14005_009M,B14005_010E,B14005_010M,B14005_011E,B14005_011M,B14005_012E,B14005_012M,B14005_013E,B14005_013M,B14005_014E,B14005_014M,B14005_015E,B14005_015M,B14005_016E,B14005_016M,B14005_017E,B14005_017M,B14005_018E,B14005_018M,B14005_019E,B14005_019M,B14005_020E,B14005_020M,B14005_021E,B14005_021M,B14005_022E,B14005_022M,B14005_023E,B14005_023M,B14005_024E,B14005_024M,B14005_025E,B14005_025M,B14005_026MA,B14005_026EA,B14005_027MA,B14005_027EA,B14005_028EA,B14005_028MA,B14005_029EA,B14005_029MA,NAME,B14005_001MA,B14005_001EA,B14005_002MA,B14005_002EA,B14005_003MA,B14005_003EA,B14005_004EA,B14005_004MA,B14005_005EA,B14005_005MA,B14005_006EA,B14005_006MA,B14005_007EA,B14005_007MA,B14005_008EA,B14005_008MA,B14005_009MA,B14005_009EA,B14005_010EA,B14005_010MA,B14005_011EA,B14005_011MA,B14005_012MA,B14005_012EA,B14005_013EA,B14005_013MA,B14005_014EA,B14005_014MA,B14005_015EA,B14005_015MA,B14005_016EA,B14005_016MA,B14005_017EA,B14005_017MA,B14005_018EA,B14005_018MA,B14005_019EA,B14005_019MA,B14005_020MA,B14005_020EA,B14005_021EA,B14005_021MA,B14005_022EA,B14005_022MA,B14005_023MA,B14005_023EA,B14005_024MA,B14005_024EA,B14005_025EA,B14005_025MA,state
5464,1384,1062,549,1169,588,3233,1039,0400000US47,349326,5473,178534,4951,142403,5034,29138,2899,14258,2137,99007,4125,36131,3693,25233,2899,12665,2090,6607,1521,5961,1655,10898,2203,3529,1128,2405,775,4964,1245,170792,3979,143218,4527,36699,2695,11143,1825,95376,4600,27574,3373,22110,2789,10980,2300,3265,839,7865,1724,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
40051,3705,10547,1923,6104,1341,23400,3111,0400000US48,1521748,12874,788013,9979,639895,10107,124729,4698,54948,4319,460218,9634,148118,7079,89584,5168,51340,4096,15803,2323,22441,2921,58534,4444,24541,3426,9812,1787,24181,2894,733735,9657,611747,10096,146701,6733,45086,3713,419960,10795,121988,6001,81937,4834,39900,3831,11414,1735,30623,3604,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
4023,1026,1123,657,751,380,2149,687,0400000US49,176984,3339,89834,2392,71174,2941,21368,2207,7498,1653,42308,2733,18660,2015,12971,1845,7166,1438,2703,733,3102,971,5689,1226,1753,795,2298,804,1638,722,87150,2270,72655,2717,27182,2143,7640,1418,37833,2539,14495,1744,10472,1435,6336,1095,1285,558,2851,822,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
315,207,168,167,0,211,147,120,0400000US50,37562,1249,19565,861,16703,1000,5527,792,1379,482,9797,1004,2862,589,2529,560,1807,525,423,235,299,209,333,211,131,157,19,26,183,129,17997,902,16079,995,6095,834,1393,511,8591,960,1918,521,1603,464,1241,426,140,122,222,138,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
7060,1608,1690,710,853,485,4517,1293,0400000US51,462512,10586,237906,7619,198096,6297,42878,3560,15443,2025,139775,5612,39810,4266,31678,4255,20417,3483,4281,1146,6980,1467,8132,1353,1608,651,1090,504,5434,1152,224606,7648,195415,7145,52168,3329,17416,2368,125831,6136,29191,3146,22131,2707,11384,1949,4805,1541,5942,1600,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
8588,1445,1929,758,1273,566,5386,1248,0400000US53,368121,6565,188104,4347,156534,4120,28651,2442,15351,2234,112532,4511,31570,2484,20333,2083,11589,1746,4326,940,4418,1100,11237,1651,4056,946,1598,660,5583,1322,180017,4085,153294,3903,40054,3081,12160,1640,101080,4391,26723,2883,18135,2493,10299,1780,3983,1024,3853,1269,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2960,1040,343,307,336,288,2281,1010,0400000US54,100862,3676,50029,2540,39095,2581,6845,1512,3355,810,28895,2282,10934,1686,7795,1301,3210,849,2098,599,2487,814,3139,1010,347,258,436,399,2356,938,50833,2903,41128,2881,10970,1657,2163,856,27995,2623,9705,1655,6745,1469,2391,971,1861,796,2493,848,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
5427,1085,1636,526,575,282,3216,975,0400000US55,324712,4817,166397,3830,140043,3752,46836,2677,12353,1673,80854,4116,26354,2647,18271,2223,11160,1727,3987,897,3124,703,8083,1445,2956,1015,1659,697,3468,803,158315,3029,139801,3499,56122,2381,11556,1602,72123,3604,18514,2180,13087,1991,7909,1507,2136,653,3042,827,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
856,587,59,85,367,456,430,362,0400000US56,32132,2266,17200,1763,14246,1536,5090,1051,754,421,8402,1377,2954,854,1592,712,759,406,160,205,673,489,1362,603,878,442,97,157,387,366,14932,1461,12597,1251,4156,854,829,377,7612,1200,2335,868,1479,705,680,471,549,513,250,139,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
7653,1378,320,296,1035,556,6298,1371,0400000US72,231369,4201,119026,3086,90856,3379,4123,1072,7505,1321,79228,3462,28170,2434,15845,1978,2299,782,4156,1152,9390,1711,12325,1725,1621,691,2758,880,7946,1269,112343,3481,92624,3207,4827,899,5664,1010,82133,3577,19719,2366,12066,2071,2107,764,2395,742,7564,1523,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
