C07401_012E,C07401_012M,C07401_013E,C07401_013M,C07401_014E,C07401_014M,C07401_015E,C07401_015M,C07401_016E,C07401_016M,C07401_017E,C07401_017M,C07401_018E,C07401_018M,C07401_019E,C07401_019M,C07401_020E,C07401_020M,C07401_021E,C07401_021M,C07401_022E,C07401_022M,C07401_023E,C07401_023M,C07401_024E,C07401_024M,C07401_025E,C07401_025M,C07401_026E,C07401_026M,C07401_027E,C07401_027M,C07401_028E,C07401_028M,C07401_029E,C07401_029M,C07401_030E,C07401_030M,C07401_031E,C07401_031M,C07401_032E,C07401_032M,C07401_033E,C07401_033M,C07401_034E,C07401_034M,C07401_035E,C07401_035M,C07401_036E,C07401_036M,C07401_037E,C07401_037M,C07401_038E,C07401_038M,C07401_039E,C07401_039M,C07401_040E,C07401_040M,C07401_041E,C07401_041M,C07401_042E,C07401_042M,C07401_043E,C07401_043M,C07401_044E,C07401_044M,C07401_045E,C07401_045M,C07401_046E,C07401_046M,C07401_047E,C07401_047M,C07401_048E,C07401_048M,C07401_049E,C07401_049M,C07401_050E,C07401_050M,GEO_ID,C07401_001E,C07401_001M,C07401_002E,C07401_002M,C07401_003E,C07401_003M,C07401_004E,C07401_004M,C07401_005E,C07401_005M,C07401_006E,C07401_006M,C07401_007E,C07401_007M,C07401_008E,C07401_008M,C07401_009E,C07401_009M,C07401_010E,C07401_010M,C07401_011E,C07401_011M,C07401_012MA,C07401_012EA,C07401_013MA,C07401_013EA,C07401_014MA,C07401_014EA,C07401_015MA,C07401_015EA,C07401_016EA,C07401_016MA,C07401_017EA,C07401_017MA,C07401_018MA,C07401_018EA,C07401_019EA,C07401_019MA,C07401_020MA,C07401_020EA,C07401_021MA,C07401_021EA,C07401_022EA,C07401_022MA,C07401_023MA,C07401_023EA,C07401_024MA,C07401_024EA,C07401_025EA,C07401_025MA,C07401_026EA,C07401_026MA,C07401_027EA,C07401_027MA,C07401_028MA,C07401_028EA,C07401_029EA,C07401_029MA,C07401_030EA,C07401_030MA,C07401_031EA,C07401_031MA,C07401_032EA,C07401_032MA,C07401_033EA,C07401_033MA,C07401_034MA,C07401_034EA,C07401_035EA,C07401_035MA,C07401_036MA,C07401_036EA,C07401_037MA,C07401_037EA,C07401_038EA,C07401_038MA,C07401_039EA,C07401_039MA,C07401_040EA,C07401_040MA,C07401_041MA,C07401_041EA,C07401_042MA,C07401_042EA,C07401_043MA,C07401_043EA,C07401_044EA,C07401_044MA,C07401_045EA,C07401_045MA,C07401_046EA,C07401_046MA,C07401_047MA,C07401_047EA,C07401_048MA,C07401_048EA,C07401_049MA,C07401_049EA,C07401_050EA,C07401_050MA,NAME,C07401_001MA,C07401_001EA,C07401_002EA,C07401_002MA,C07401_003MA,C07401_003EA,C07401_004MA,C07401_004EA,C07401_005EA,C07401_005MA,C07401_006EA,C07401_006MA,C07401_007MA,C07401_007EA,C07401_008EA,C07401_008MA,C07401_009MA,C07401_009EA,C07401_010MA,C07401_010EA,C07401_011EA,C07401_011MA,state
244612,4126,942985,7600,464877,10069,612788,8180,770370,7090,927380,5296,763229,4722,438510,3146,418899,3029,533140,20309,36241,3792,76656,6683,96899,7046,135762,6897,74221,5246,53014,4635,28887,3665,12147,1916,19313,2451,173484,10700,9300,1672,12136,2490,46680,4527,52056,4370,22420,2517,15163,2896,7507,1340,3819,983,4403,1181,144152,8102,6160,1478,11843,2241,46709,3915,37468,3405,15205,2318,10198,1870,7143,1414,5242,1372,4184,1058,0400000US25,6434426,14952,296313,4128,1043620,4128,655165,7298,838074,5726,882216,5239,1005755,4113,806766,2673,459718,2197,446799,2050,5583650,23686,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
367146,6091,1495966,10931,648796,9458,860576,10123,1102368,8002,1363863,7664,1175366,4499,696479,3438,599538,2944,929960,25830,78336,5171,176101,9624,183934,8587,187992,7753,113927,6904,92753,5360,52370,3548,18705,1903,25842,2432,361941,16024,21125,2614,48606,5373,103800,6314,77089,5182,41848,3658,31922,2935,20832,2159,8467,1490,8252,1368,178207,11238,9010,1803,21805,3277,42307,3822,42657,4545,18243,2529,15913,2176,14845,2388,8892,1717,4535,1281,0400000US26,9780206,16805,475617,4895,1742478,5235,978837,6654,1168314,6713,1276386,5537,1504451,5220,1263413,3482,732543,2898,638167,2356,8310098,29394,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
230896,4342,817747,7229,304430,7350,534882,7052,593593,6439,751933,4763,599034,3753,342096,2024,306019,2654,423142,14301,34964,3538,69291,5630,91981,4997,103603,5202,50028,4137,29171,2671,21438,2381,7673,1254,14993,1959,224804,10092,16001,2054,24966,3278,70092,5005,52611,4058,23329,2799,16797,2203,10789,1619,5203,1080,5016,993,104765,7734,5277,1413,9869,2073,36237,3628,24260,2877,10904,1963,6954,1571,6618,1559,2513,926,2133,860,0400000US27,5233341,11670,287138,3615,921873,4140,502740,5719,715356,5457,677854,4426,804855,3367,637879,2625,357485,1994,328161,1525,4480630,17843,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
137466,4122,467000,6563,219942,5803,293089,7308,329944,6148,372502,5502,326829,3482,206935,2782,157022,2314,234394,14567,20488,2601,50538,6157,43024,5020,44553,4734,31810,3775,22693,3063,11360,1728,4138,1090,5790,1079,105872,7845,7833,1459,15006,3135,28780,2954,23609,2817,13499,2220,8679,1704,4998,1152,2148,711,1320,572,68363,7286,3388,1130,10858,2817,13681,2211,14880,2652,9985,1653,7836,1649,3604,1077,2544,990,1587,688,0400000US28,2919358,9938,169175,3848,543402,3811,305427,5459,376131,6829,385238,5092,411710,4893,346791,2639,215765,2832,165719,2151,2510729,16977,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
240428,7080,877304,9560,374815,9924,569317,6766,636492,5919,803657,6003,674855,4208,430901,3548,361152,3736,541738,20554,46080,4574,100652,8306,106770,6489,111880,5927,66939,4581,51213,3684,27591,2982,12147,2062,18466,2267,244988,9988,15595,2288,34205,3826,70273,4639,53157,4437,24994,2234,22850,2581,13187,2294,4524,1048,6203,1304,148055,11141,10564,2155,24735,4202,33097,2835,31255,3217,17754,2913,13925,1973,8948,1761,4089,1003,3688,982,0400000US29,5903702,13693,312667,6409,1036896,6078,584955,8484,765609,5429,746179,4798,891645,5014,724581,3293,451661,2870,389509,2379,4968921,23164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
38268,1986,138684,2363,54575,3285,85597,2961,97256,2799,136601,2177,131150,1728,77104,1377,62474,1044,85216,6645,6962,1682,12437,1925,19436,2684,21823,2502,9139,1607,5903,1176,5063,1067,2073,632,2380,554,32536,3979,1994,971,3959,1257,11303,1943,5826,1036,3367,1089,2957,956,1698,593,827,518,605,373,35870,4482,2355,1066,4945,1957,9650,1804,6682,1508,4354,1484,3206,979,2566,802,1216,595,896,446,0400000US30,975331,5460,49579,2086,160025,2979,94964,3223,119928,2762,114116,2459,148667,2094,140477,1700,81220,1061,66355,796,821709,7063,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
78520,3048,286043,5176,103924,4418,173624,4615,190432,4173,234297,3208,199365,2218,115810,1774,115123,2329,182504,9061,16803,1959,25614,3696,45479,3890,42674,3805,18874,2304,14096,2000,7891,1208,3128,788,7945,1561,64501,4929,4522,1086,7724,1538,22602,2231,13493,2165,5579,1075,5268,1265,2691,881,1148,451,1474,614,43531,5996,2490,1070,4724,1610,13132,2084,10238,1987,3763,1118,3478,934,2950,1350,1880,835,876,397,0400000US31,1787674,8099,102335,2530,324105,2992,185137,3179,240029,4375,218648,3276,257139,2639,212897,2073,121966,1547,125418,2551,1497138,11336,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
101509,4792,358811,8227,154250,5095,251464,7987,288978,6295,310051,4355,268268,3806,181933,2690,115146,2077,489665,20601,38899,4342,95135,7734,73549,5248,102199,6733,75115,5321,50167,4325,33665,3270,12717,2206,8219,1316,27596,3921,1370,669,4035,1046,6320,1641,4934,1262,4090,1311,3008,739,2643,970,668,382,528,446,109409,10422,6629,2136,17640,3694,15223,2394,23377,3823,16149,2630,12615,1820,9326,1863,5404,1419,3046,980,0400000US32,2657080,14627,148407,3924,475621,5361,249342,4161,381974,6185,384332,4566,375841,2727,313902,2920,200722,2164,126939,1910,2030410,22983,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
44837,2041,194186,3577,80031,3522,102556,3410,156898,3079,202705,3527,167328,2714,93386,1245,76432,1071,109784,8882,7245,1320,17689,3047,20273,2767,24041,2835,14109,2230,13565,2288,7677,1830,2408,862,2777,821,31429,3675,2309,923,1585,698,9620,2133,7517,1546,3212,984,3436,962,2048,770,1188,574,514,313,38399,4262,1095,493,3849,1563,15176,2346,4993,1196,3099,927,4471,1327,2622,748,1359,559,1735,705,0400000US33,1297971,6144,55486,1890,217309,2376,125100,3269,139107,3214,177318,2311,224177,2598,179675,1664,98341,1192,81458,1118,1118359,9822,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
383251,6031,1395316,9014,633428,7687,894050,9100,1107720,7372,1287611,5247,999238,4855,594605,3700,546251,3120,494744,21211,42062,3957,85167,7556,63565,5170,115405,7238,71532,5087,58324,4127,30757,3560,12182,2087,15750,1841,189738,10784,11370,2050,17526,2976,36591,4289,52530,3664,29478,3686,18041,2387,12838,2129,5226,1267,6138,1374,193972,11560,10881,2105,17493,3478,61263,4944,41471,3947,19684,2899,16640,2418,12773,1862,8283,1800,5484,1257,0400000US34,8719924,14852,447564,4874,1515502,5757,794847,6911,1103456,6095,1228414,5263,1380616,3518,1055606,2721,620296,3021,573623,2957,7841470,25935,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
93678,3776,322651,5339,150550,4852,197519,5955,213090,5184,259801,4302,238294,2579,148880,2917,111487,1978,172899,12411,15110,2624,34688,4676,29543,3605,35036,4157,23200,3346,16227,2751,10947,1820,3819,996,4329,1342,47764,4882,3489,1287,5722,1756,10848,2349,12293,2140,5516,1333,5242,1235,2857,1001,941,507,856,426,50438,5032,3854,1010,6489,1457,9754,2017,9455,1535,7111,1850,4478,1066,3575,848,3253,1068,2469,867,0400000US35,2007051,9415,116131,3327,369550,3671,200695,5016,254303,5252,248917,3892,285748,3759,255673,2121,156893,2568,119141,1889,1735950,14043,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
797140,9210,2870000,11866,1530751,14079,2087387,12360,2311202,12442,2673675,8116,2199840,7287,1313308,4388,1192902,4772,1313120,32468,90041,5555,195254,9882,223205,10538,337387,10437,186336,9315,126200,6148,79067,5880,31681,2647,43949,3495,466420,15141,22930,2785,48881,4344,124176,6697,119409,6456,63088,4533,44881,3683,21438,2318,10036,1594,11581,1610,363139,16245,19650,3069,36175,5302,91316,6471,89264,5694,46009,4484,28095,3295,25515,2681,15046,2333,12069,1903,0400000US36,19118884,25896,929761,8287,3150310,7498,1969448,11898,2633447,9758,2606635,7030,2872851,5679,2325860,4700,1370071,4608,1260501,3044,16976205,41292,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
405849,7625,1426199,11310,626235,12022,918880,12291,1148274,11764,1226225,8019,1056807,6406,669114,4583,504434,4507,819683,23187,68173,5449,146592,7300,158761,9529,184063,7323,110093,7607,73089,4757,43533,3631,17221,2211,18158,2467,321318,14118,18119,2921,38688,5197,95915,5761,66149,5119,42433,3926,29664,2848,18427,2207,6986,1369,4937,1260,207025,11068,14361,2113,29277,3793,47967,4344,50155,4240,26575,2982,17185,2570,12747,2034,4858,1196,3900,1163,0400000US37,9330043,20801,506502,7157,1640756,8006,928878,10062,1219247,11693,1327375,8537,1346163,7127,1131514,5699,698179,4035,531429,3836,7982017,29580,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
28654,1660,94132,2425,44292,2773,65829,2329,65857,2079,89319,1397,77348,1450,44446,904,46345,1062,56253,5394,3325,950,6827,1841,15672,1866,12491,1749,6136,1338,4294,1036,2823,888,1302,574,3383,873,19467,2371,1287,442,1313,541,6305,1087,4442,823,1769,659,1625,546,1077,534,695,323,954,379,24450,3757,1826,702,3779,1303,6001,1334,6104,1563,3045,1087,1314,583,1053,584,684,523,644,361,0400000US38,656392,5619,35092,1676,106051,1807,72270,2525,88866,2062,76807,1664,96552,1049,82301,1295,47127,684,51326,665,556222,6833,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
461097,7611,1733320,11304,716234,9792,1060900,9564,1279346,8731,1587752,7614,1367799,5905,814153,4442,724626,3652,1084870,23278,89501,5696,199199,9551,214493,9996,228478,7839,128664,6941,105271,5339,60883,4676,26091,2626,32290,2571,368531,14065,21099,2972,46698,4948,114483,6938,80936,4856,41073,4322,28471,3566,17854,2290,7891,1333,10026,1694,188013,11207,9753,1653,20985,3163,49384,3651,41366,4266,20682,3175,18743,2366,15385,2470,6750,1613,4965,1280,0400000US39,11386641,17095,581450,5247,2000202,5306,1094594,6364,1411680,6971,1469765,5624,1740237,5535,1461921,3999,854885,3638,771907,2881,9745227,23258,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
162717,5210,555726,7299,238725,5787,365463,7991,385951,6692,469199,4723,408499,3382,267815,2897,211402,2887,384955,16135,36477,3434,74651,6514,78817,4346,80010,5793,45169,4516,33435,3407,19801,2128,7355,1497,9240,1356,143869,8790,9991,1852,19210,2653,34966,3215,34182,3329,17268,1980,12385,1795,7465,1486,4159,1021,4243,1081,90616,7414,6544,1571,13939,2536,19120,2510,21486,3329,10119,1832,8595,1773,5357,1200,2567,918,2889,812,0400000US40,3684937,12180,215729,4327,663526,4620,371628,4823,501141,6587,458507,5165,523614,3835,441122,2504,281896,2185,227774,2280,3065497,21363,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
147800,4137,540105,8050,208388,7570,361001,7963,414022,6466,475907,5220,469681,4148,272175,3038,221817,2755,416348,14649,28818,2702,63484,6031,84801,5084,98788,5800,53651,4846,39629,3458,24985,2807,10111,1589,12081,1817,129493,9669,7552,1800,11923,2391,34002,3592,30969,3418,15073,2584,11829,1742,8872,1619,3658,1050,5615,1453,100185,8825,5890,1548,13693,2775,21557,2065,22993,2557,13900,2455,8067,1489,8317,1735,3331,1018,2437,959,0400000US41,3756922,12446,190060,4114,629205,4651,348748,5035,513751,5896,496646,4547,535432,3658,511855,3740,289275,2420,241950,2050,3110896,20156,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
497378,6126,1848969,10320,893500,13271,1171789,9941,1431487,8124,1786171,7600,1549931,5232,947157,3883,926640,3814,913562,26345,65626,4934,141955,8181,184001,8222,201243,8914,115681,6123,91100,5624,53787,4376,23644,2281,36525,2744,325637,13748,15395,2477,34281,5265,113208,6849,68629,4831,34658,3662,28198,3442,14476,1629,5900,1526,10892,1717,209810,10357,10694,2199,21214,3494,59068,4508,49127,4127,22428,2800,17888,2196,15141,2419,7933,1834,6317,1435,0400000US42,12502031,19597,589093,6075,2046419,6215,1249777,9863,1490788,7718,1604254,5791,1923357,5853,1633335,3861,984634,3380,980374,2842,11053022,29699,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
37693,2392,149171,2706,82381,4113,95733,3431,120519,2407,147671,2605,123347,2156,71430,1254,72338,1292,84807,6927,6130,1613,12744,2258,15316,2920,16733,2471,11661,1751,10391,2036,6163,1447,2174,626,3495,792,14796,2438,446,394,1033,499,4541,1512,4324,1361,1311,522,1186,500,871,458,309,291,775,405,24948,3127,750,502,2465,1145,7807,1426,5052,1377,3285,926,2808,1124,1444,597,536,262,801,400,0400000US44,1024834,6208,45019,1891,165413,1861,110045,3051,121842,2858,136776,1886,162056,2001,131825,1592,74449,1106,77409,973,900283,9035,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
190512,5115,672174,8234,313930,8373,441396,8821,515852,6800,593620,6240,544326,4355,353379,3415,245690,2710,386629,18368,33290,3590,66203,6352,78483,5321,80687,6093,49564,4293,37152,3614,22622,2826,10892,1769,7736,1202,151332,10760,9563,1835,16872,3860,46591,4426,32842,4070,18536,2730,12864,2119,7713,1535,3716,1243,2635,767,117569,9315,9401,1984,17686,2985,25282,3308,27813,3620,16710,3061,10419,2033,5760,1183,1810,596,2688,863,0400000US45,4526409,13423,242766,5323,772935,5264,464286,6515,582738,7675,600662,6447,654055,5467,580421,3075,369797,2989,258749,2564,3870879,23788,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
38043,1899,126899,2439,46109,2793,77911,2855,82036,2162,107911,2017,90994,1609,56081,1217,55009,1186,63671,5263,5418,1197,10359,1768,15361,1963,13467,2020,8061,1332,4901,1214,2546,740,1120,467,2438,488,33134,3491,2183,784,4477,971,11022,1704,6962,1398,2984,968,1842,602,2174,743,552,328,938,449,27915,3665,1747,663,3473,1317,7847,1547,4220,1082,2755,982,2204,793,2391,1015,1828,805,1450,633,0400000US46,805713,5115,47391,1883,145208,2153,80339,2882,102560,2535,95836,2391,116858,2099,98105,1670,59581,1372,59835,1138,680993,6027,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
253827,6354,918042,9340,427267,8082,601794,8837,735496,7827,820391,6537,729574,5084,466057,4067,347048,3352,616087,19552,51490,4846,120195,7718,107958,6091,134780,7424,78903,5808,61135,4770,32058,3137,16087,2566,13481,2097,185268,10880,14791,2065,24609,2856,45524,4299,38569,3265,22602,2777,19421,2753,11952,2131,3927,992,3873,1180,143135,9159,8398,1582,20253,3413,30499,3332,31772,3581,20519,3142,14020,2021,10468,1851,4016,1011,3190,1012,0400000US47,6243986,14527,328506,5173,1083099,6349,611248,7441,806915,5942,857520,7205,914967,4873,784052,4455,490087,3416,367592,2483,5299496,24505,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
1199761,14808,4174598,19747,1731032,17008,2591936,16974,2894763,15141,3048400,12101,2410435,9164,1389422,6543,1059809,6501,2702782,44221,252365,10209,539833,17632,483893,15435,625194,16204,349685,12607,239271,8780,122902,5886,45515,3819,44124,3484,1037562,26199,72597,5801,144953,9989,251929,10779,237159,9321,137817,7627,96572,5660,49795,3379,26105,2724,20635,2242,411641,16805,31494,3568,64395,5962,95851,6083,96131,5771,46026,4329,36577,3581,21493,2322,11920,1936,7754,1829,0400000US48,24652141,28676,1556217,10515,4923779,10044,2562705,10895,3550420,15266,3428291,11391,3420820,9218,2604625,6903,1472962,5705,1132322,5153,20500156,52416,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
169243,4343,527872,6079,186687,6125,329737,7199,285518,3742,279218,3599,226933,2638,132338,1706,103090,1624,308108,16766,29593,3137,55072,5546,75438,5214,79057,6620,31678,2799,20415,2474,8760,1742,3877,1026,4218,1099,80302,7150,5683,1295,11975,3083,25385,3127,21451,2692,6425,1451,4738,1497,2093,732,1110,490,1442,526,75541,7183,5787,1447,10299,2175,17755,2669,19622,2852,8816,1757,5854,1241,4893,1325,1822,900,693,369,0400000US49,2704587,10139,210306,3488,605218,3486,305265,4682,449867,4397,332437,3259,310225,2547,242679,1797,139147,1624,109443,1237,2240636,18397,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
