B25106_009M,B25106_010E,B25106_010M,B25106_011E,B25106_011M,B25106_012E,B25106_012M,B25106_013E,B25106_013M,B25106_014E,B25106_014M,B25106_015E,B25106_015M,B25106_016E,B25106_016M,B25106_017E,B25106_017M,B25106_018E,B25106_018M,B25106_019E,B25106_019M,B25106_020E,B25106_020M,B25106_021E,B25106_021M,B25106_022E,B25106_022M,B25106_023E,B25106_023M,B25106_024E,B25106_024M,B25106_025E,B25106_025M,B25106_026E,B25106_026M,B25106_027E,B25106_027M,B25106_028E,B25106_028M,B25106_029E,B25106_029M,B25106_030E,B25106_030M,B25106_031E,B25106_031M,B25106_032E,B25106_032M,B25106_033E,B25106_033M,B25106_034E,B25106_034M,B25106_035E,B25106_035M,B25106_036E,B25106_036M,B25106_037E,B25106_037M,B25106_038E,B25106_038M,B25106_039E,B25106_039M,B25106_040E,B25106_040M,B25106_041E,B25106_041M,B25106_042E,B25106_042M,B25106_043E,B25106_043M,B25106_044E,B25106_044M,B25106_045E,B25106_045M,B25106_046E,B25106_046M,GEO_ID,B25106_001E,B25106_001M,B25106_002E,B25106_002M,B25106_003E,B25106_003M,B25106_004E,B25106_004M,B25106_005E,B25106_005M,B25106_006E,B25106_006M,B25106_007E,B25106_007M,B25106_008E,B25106_008M,B25106_009E,B25106_009MA,B25106_010MA,B25106_010EA,B25106_011MA,B25106_011EA,B25106_012EA,B25106_012MA,B25106_013EA,B25106_013MA,B25106_014EA,B25106_014MA,B25106_015EA,B25106_015MA,B25106_016MA,B25106_016EA,B25106_017MA,B25106_017EA,B25106_018MA,B25106_018EA,B25106_019MA,B25106_019EA,B25106_020EA,B25106_020MA,B25106_021MA,B25106_021EA,B25106_022MA,B25106_022EA,B25106_023EA,B25106_023MA,B25106_024MA,B25106_024EA,B25106_025EA,B25106_025MA,B25106_026EA,B25106_026MA,B25106_027MA,B25106_027EA,B25106_028EA,B25106_028MA,B25106_029EA,B25106_029MA,B25106_030EA,B25106_030MA,B25106_031EA,B25106_031MA,B25106_032MA,B25106_032EA,B25106_033MA,B25106_033EA,B25106_034MA,B25106_034EA,B25106_035MA,B25106_035EA,B25106_036EA,B25106_036MA,B25106_037EA,B25106_037MA,B25106_038MA,B25106_038EA,B25106_039EA,B25106_039MA,B25106_040MA,B25106_040EA,B25106_041EA,B25106_041MA,B25106_042EA,B25106_042MA,B25106_043MA,B25106_043EA,B25106_044EA,B25106_044MA,B25106_045MA,B25106_045EA,B25106_046MA,B25106_046EA,NAME,B25106_001MA,B25106_001EA,B25106_002EA,B25106_002MA,B25106_003EA,B25106_003MA,B25106_004EA,B25106_004MA,B25106_005MA,B25106_005EA,B25106_006MA,B25106_006EA,B25106_007EA,B25106_007MA,B25106_008EA,B25106_008MA,B25106_009EA,state
2396,92875,3867,205212,5711,77259,2778,41966,2767,85987,4026,329808,6131,138275,4671,101471,4017,90062,3519,678406,7827,430573,6660,190248,5540,57585,2589,6080,1161,564220,7849,187859,5744,8147,1483,21808,2394,157904,5751,127055,4981,12081,1766,35721,2637,79253,4029,81398,4329,18872,2079,41422,3162,21104,2020,79581,4401,42907,3386,28696,2530,7978,1432,55372,3975,44556,3542,9155,1645,1661,754,7254,1441,25701,1884,0400000US27,2091548,8178,1527328,10448,125284,4190,12656,1162,19817,1779,92811,3657,182538,4984,53282,2421,36381,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
2751,51338,3225,114816,5275,61150,3961,27182,2776,26484,2502,146475,6231,99322,5691,32169,2791,14984,1843,203504,5754,163321,5112,32059,2624,8124,1302,9614,1781,326625,7460,123147,5037,3312,1026,12051,1996,107784,4736,64879,3766,8227,1325,21022,2433,35630,3194,41586,4425,12198,2353,19915,2933,9473,2038,28597,2737,20284,2410,7624,1706,689,388,18603,2509,17060,2383,1524,761,19,34,8781,1662,41032,3593,0400000US28,1079999,8323,753374,9176,140864,6273,25252,2218,25673,2119,89939,5571,138101,5213,60283,3299,26480,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
2845,105984,5077,251623,7621,114372,4340,63219,3727,74032,3870,346222,9142,189066,7365,108909,4816,48247,3087,560811,8058,425527,6792,110563,4264,24721,2473,9173,1479,729257,11761,253224,8435,6318,1200,24774,2271,222132,8204,167669,7563,17604,2350,60323,4667,89742,4815,106431,5854,38618,2889,49718,3976,18095,2332,85011,4454,58138,3765,23887,2738,2986,966,53636,3992,49614,3931,3320,1178,702,410,14715,2249,48571,2754,0400000US29,2350628,10288,1621371,13182,200672,6133,31841,2137,33007,2319,135824,5220,252870,6939,97263,4001,49623,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1123,17773,1889,44474,2828,22190,1858,8783,1149,13501,1748,59950,3428,31743,2307,16352,1957,11855,1671,89959,3842,69399,3648,15816,1855,4744,949,1582,478,122114,4642,37169,2428,1827,594,5095,913,30247,2179,31563,2631,4220,840,12246,1739,15097,1998,17456,2269,7888,1335,6921,1649,2647,921,12616,1810,9334,1542,2619,891,663,322,7843,1300,7463,1255,301,279,79,128,1415,705,14052,1460,0400000US30,402747,4175,280633,4455,39068,2822,7110,1410,7014,1154,24944,2335,45600,2557,19774,1713,8053,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1421,29170,2749,68262,3428,31836,2575,17540,1632,18886,1940,110132,4866,61461,3434,34303,3067,14368,1727,184971,4763,142219,4660,35209,2151,7543,1099,1994,549,234655,5829,69631,4065,2948,926,7334,1185,59349,3928,56930,3593,8048,1555,18832,1930,30050,2791,36806,2778,14662,1689,17355,2382,4789,970,33248,2740,24952,2283,6574,1289,1722,584,17829,1977,15909,1871,1668,661,252,206,4050,912,16161,1676,0400000US31,719304,4689,484649,6026,49084,2596,6769,924,10353,1212,31962,2267,70206,3509,25571,1817,15465,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1430,45974,4056,75095,4782,20715,1918,12511,1770,41869,3078,121097,5678,36293,3018,36199,2784,48605,3821,239075,6214,132857,4977,70783,4772,35435,3132,6081,1248,423942,8805,94126,5526,1738,719,3950,1280,88438,5463,96366,5549,3031,896,13995,2359,79340,6052,68618,4165,6286,1315,31172,2800,31160,3088,72659,5042,25887,3230,34869,3508,11903,1882,69643,4525,52261,4041,15173,2300,2209,979,8536,2004,13994,1812,0400000US32,989811,6963,565869,9281,51535,3662,4563,934,5750,1150,41222,3359,72986,4738,17586,1860,9426,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1165,24522,2582,46492,2934,12509,1518,11084,1492,22899,2095,74285,3925,23765,2188,17585,2269,32935,2756,182425,5244,98667,3954,58938,3135,24820,2322,2479,816,145983,5144,33883,2829,1380,516,4369,811,28134,2909,31741,2995,1590,571,4871,1289,25280,2527,25319,2609,1933,771,12205,1997,11181,1833,24511,2817,8490,1595,11472,1826,4549,1083,21871,2680,17706,2642,3625,1239,540,422,2468,874,6190,1242,0400000US33,515431,4523,369448,5293,26313,2574,1360,628,1827,593,23126,2338,37454,2995,5179,877,7753,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
2204,160254,5849,195036,7085,26136,2194,43321,2947,125579,5580,348736,7816,81819,3676,79182,4268,187735,5939,1221173,13030,572740,10207,375261,9378,273172,7357,10698,1694,1065693,11891,260080,7575,7625,1115,23947,2347,228508,7191,190488,6391,7502,1328,16995,2234,165991,5955,152566,6889,11125,1941,47651,3188,93790,6184,187769,6845,46378,3181,91189,5352,50202,4340,218662,7889,153943,7030,54801,3836,9918,1690,21906,2793,34222,2419,0400000US34,3172421,11815,2106728,14618,135996,5553,1998,632,4892,965,129106,5475,195089,6625,11194,1687,23641,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1607,36129,2562,77960,4325,36255,3138,16775,2205,24930,2499,100861,4760,57502,3394,25998,2300,17361,2057,170832,5605,128982,5033,32284,3032,9566,1387,3632,1051,245319,7043,77938,4733,3353,1086,7452,1462,67133,4230,52502,4344,5337,1236,18291,2627,28874,3086,32364,3135,11157,1931,15075,1910,6132,1470,29325,2658,16792,2124,10616,1998,1917,715,23308,2347,20680,2393,2556,868,72,121,8070,1592,21812,2117,0400000US35,765183,5603,519864,7374,79095,4009,18780,2057,12690,1690,47625,3280,87484,4471,39622,3269,11733,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
3423,260560,6385,453611,10154,138255,5254,106752,4828,208604,7153,717514,12931,277561,6578,179689,5127,260264,9139,1959071,17050,1122459,14706,479152,9099,357460,8800,24174,2677,3292304,17577,902334,14261,24765,2524,82501,3984,795068,13932,602823,13043,45009,3725,106338,4896,451476,10800,448583,12004,73514,4988,149803,6137,225266,7273,496724,10190,168978,7343,194912,7654,132834,6414,656074,11342,438723,8613,169903,6845,47448,3543,76368,4383,109398,5013,0400000US36,7196427,16507,3904123,16568,313471,8086,22552,1875,32160,1939,258759,7518,436282,8564,92741,4373,82981,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
4515,182026,6385,379500,9088,153767,6300,92586,4476,133147,5803,515602,10210,246877,7321,169819,5604,98906,5368,832768,12707,595948,10682,187205,6687,49615,2999,19220,2159,1205308,14092,389875,10134,9964,1644,28363,2643,351548,9745,272863,9009,20397,2137,89217,5378,163249,6402,183738,7434,50472,4342,91924,6021,41342,3642,149348,6002,96472,5574,42047,3384,10829,1943,92537,5653,80383,5342,10485,2112,1669,632,25707,2813,91240,4673,0400000US37,3670859,14413,2465551,18417,327945,8794,47700,3509,55823,3666,224422,7870,390516,10793,136146,5907,72344,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
876,8449,1153,26141,2251,16286,1667,5667,1029,4188,846,43027,2435,28929,2062,10229,1287,3869,909,72572,2861,59716,2731,11590,1627,1266,551,690,318,92739,3625,30466,2537,1363,404,3741,840,25362,2310,21003,2385,4235,868,10444,1757,6324,1265,13123,1766,7194,1264,4328,1075,1601,741,11585,1576,9325,1530,2000,740,260,186,7386,1398,7128,1425,242,321,16,26,1072,454,8104,1087,0400000US38,280412,3191,187673,3460,19123,1378,3347,559,5151,834,10625,1115,26120,1876,12385,1492,5286,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
4112,217961,6576,476347,9746,193923,6075,121217,4822,161207,5777,676678,10927,324303,7469,227908,6911,124467,5336,1103413,11278,791071,9479,255348,6555,56994,3240,16573,1773,1429869,17019,525100,11064,17768,1840,46785,3117,460547,11580,319981,7095,29058,2386,110412,5268,180511,5144,205125,8714,73720,4809,98167,5141,33238,2792,166316,5597,118345,4835,39593,2960,8378,1474,101710,4792,90848,4547,8929,1597,1933,637,35106,3166,76531,4360,0400000US39,4525066,15956,3095197,18587,339867,7958,37456,2658,54514,3238,247897,7363,482319,9838,158038,5488,106320,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
2549,57874,3280,153795,5368,79724,3818,39040,2990,35031,2508,214002,5917,131226,5085,58213,3476,24563,2660,303289,6105,243989,5354,47884,2776,11416,1556,7364,1387,461581,7782,146037,6284,3327,898,13692,1900,129018,5918,107142,5704,14755,1750,40436,3483,51951,3942,67588,4436,27232,2659,30503,2709,9853,1795,54130,3473,39331,2988,13046,1851,1753,600,32042,2722,29597,2663,2155,779,290,202,9434,1666,45208,2837,0400000US40,1432959,7544,971378,9238,132102,5186,25140,2115,24091,2017,82871,3958,160826,5378,69955,3415,32997,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
2201,69646,4764,139407,5760,48850,2910,23528,2109,67029,3703,203762,6228,74562,3956,57621,3170,71579,4471,364555,7694,213869,5627,107715,5050,42971,3032,5685,1163,564463,10492,174983,7139,4288,1115,12181,1494,158514,7008,131777,5684,5849,1324,31689,3115,94239,4555,91710,4842,18534,2265,45541,4173,27635,2771,78308,5585,39280,3892,31928,3225,7100,1322,54717,3563,43918,3010,9425,1746,1374,587,9218,1498,23750,2518,0400000US41,1507137,8164,942674,8824,94081,4353,12157,1730,11453,1674,70471,3740,135184,4979,41253,2489,24285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
4678,221017,7688,482847,9824,207857,5646,115263,5263,159727,6783,719749,12331,360714,7947,202483,6637,156552,5894,1354663,14042,924076,12912,322362,6134,108225,4498,24290,2887,1474352,16039,479185,10223,15008,1894,56452,3063,407725,9613,324684,9517,29564,3218,97703,5528,197417,7410,198736,6353,54230,3520,89295,4881,55211,3632,197106,7270,114417,5294,65450,4675,17239,2279,147362,5924,123984,5689,18450,2200,4928,1230,32943,3742,94336,4460,0400000US42,4936030,14212,3461678,15683,380207,8390,36290,2560,62560,3752,281357,7599,499922,10679,161956,5444,116949,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
786,18827,2074,28932,2653,5860,1068,5734,1294,17338,1910,51336,3216,13970,1577,13200,1795,24166,1917,118311,3985,64166,3517,38057,3080,16088,1774,1850,704,157779,5612,52723,3508,2611,814,10522,1571,39590,3098,33690,3050,2430,939,5357,1247,25903,2852,20824,2359,2870,876,10644,1791,7310,1335,20820,2536,8829,1638,9793,1862,2198,692,18579,2229,13701,1807,3917,990,961,501,4297,1049,6846,1456,0400000US44,402295,4265,244516,5053,17939,1773,288,229,1293,413,16358,1715,26148,2356,1953,594,5368,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
2576,84495,4834,183601,6159,84080,4157,45476,3455,54045,3539,251642,6618,139006,4779,71062,4839,41574,2983,382660,8427,285145,8141,74783,4164,22732,2518,11133,1656,551233,10628,179207,7165,4003,912,12546,1584,162658,6792,120953,5711,10707,1760,34879,3651,75367,4374,76451,5145,23551,2884,36289,3446,16611,2371,64853,4370,39814,3410,20189,2579,4850,1272,42507,3601,36664,3502,5230,1126,613,329,10660,2101,56602,3830,0400000US45,1761393,10691,1210160,11085,181531,6605,31975,2933,32852,2789,116704,5555,199593,5809,80707,3974,34391,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1227,12907,1709,31087,2404,16941,1586,6888,1237,7258,1218,51673,2722,29177,1982,16459,1648,6037,1019,76311,3100,58682,3035,13990,1752,3639,793,1199,449,102134,3829,35127,2490,2093,587,5143,1137,27891,2361,23856,2458,5380,1157,10728,1707,7748,1325,15414,2103,7850,1516,5689,1237,1875,793,10512,1549,7850,1319,2150,818,512,368,6375,1176,6049,1157,326,296,0,223,1226,470,9624,1250,0400000US46,318955,3470,216821,3676,21888,1760,3680,646,4883,872,13325,1486,34663,2537,13198,1496,8558,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
2906,122296,5675,262854,7510,117502,4767,70252,3978,75100,4572,347404,8865,188513,6189,110951,6019,47940,3648,523644,9719,393571,7798,104764,4569,25309,2439,14233,1776,777895,11156,273950,7934,8639,1393,27993,2970,237318,8325,168120,6763,15452,2018,54122,4115,98546,5593,107535,5654,33147,2644,53685,4222,20703,2432,88602,4692,55145,3613,28004,3230,5453,1329,51408,4192,45519,4016,4690,1334,1199,605,19196,2612,69084,4248,0400000US47,2440663,12796,1662768,15433,233569,7253,42371,2821,43848,2616,147350,6504,281064,7084,114009,4331,44759,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
5931,350802,9049,739146,12428,315919,7751,160966,5600,262261,8618,1099085,14830,537358,10188,332328,8336,229399,8393,2278710,23098,1630016,20270,507175,9629,141519,5809,42899,3452,3182761,25433,884910,16179,20163,2684,52186,3767,812561,16212,694662,13301,38794,3466,189356,6308,466512,11239,493963,11824,108388,6650,242980,9581,142595,6266,467296,12907,246512,8334,176634,7901,44150,4011,388672,12110,326626,10412,54076,4825,7970,1519,63579,4465,189679,7298,0400000US48,8738664,20291,5555903,27420,628497,9626,91648,3932,108877,5356,427972,9318,767566,12477,264027,8993,152737,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1412,37405,2683,87443,3947,28798,2257,17165,1937,41480,2727,149999,4882,51336,3115,54382,3132,44281,3188,260194,5423,171578,4596,68399,3893,20217,2178,3049,860,264883,6277,71195,4381,2023,844,4813,967,64359,4302,61992,4012,5458,1367,16511,1982,40023,3421,45236,3584,10885,1847,22851,2942,11500,1936,42322,3339,21504,2697,15994,2202,4824,1256,27641,2705,23262,2404,3774,992,605,401,3676,1073,12821,1481,0400000US49,880025,4985,615142,6267,44166,2844,6240,1235,7152,1161,30774,2482,70291,3986,23361,1934,9525,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
959,13821,1558,25516,1832,6588,909,6788,834,12140,1435,41671,2277,15092,1328,15606,1666,10973,1427,68028,2947,42211,2391,19657,1654,6160,896,1761,623,76075,3506,24944,1829,1458,626,2944,672,20542,1834,17724,1730,440,202,4722,1004,12562,1542,11341,1690,1823,687,6068,1347,3450,918,8576,1383,4494,1071,2781,785,1301,549,7411,1432,5687,1269,1646,634,78,93,1471,639,4608,870,0400000US50,256922,2727,180847,3870,18622,1650,873,308,1276,331,16473,1568,25249,2075,4978,793,6450,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
2786,106731,5346,233710,7508,90171,4766,47591,3413,95948,4555,365296,8932,150816,6071,93702,4547,120778,5341,1010737,12088,585322,10059,289008,8608,136407,5983,12237,1673,967492,13869,211908,6750,6601,1298,16845,2325,188462,6669,175731,7556,11464,1794,32922,3658,131345,7053,153332,6612,23163,2641,55404,4223,74765,4972,158565,6935,45416,3100,71012,5283,42137,4028,193567,6814,121232,5074,58507,4502,13828,1932,16768,2491,57621,3715,0400000US51,2992732,14604,2025240,16608,180106,5629,31190,2762,29244,2541,119672,4317,223154,6959,76785,3633,39638,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
3103,96289,4573,208528,6880,72432,4093,36298,2720,99798,5079,344306,7664,119426,5043,88815,4000,136065,5540,773379,10881,422819,7654,233518,6749,117042,4969,10633,2048,961924,12195,245279,7838,6421,1328,20947,2410,217911,7370,207839,7771,9975,1626,39710,3627,158154,6633,148178,6086,24106,2630,66622,4226,57450,3949,159931,7258,64095,4341,68443,4856,27393,3079,149535,6854,112933,6300,31593,3049,5009,1218,13789,1989,37373,3439,0400000US53,2606863,9745,1644939,11518,129223,4608,15146,1868,15757,1944,98320,3943,178870,6481,48984,3470,33597,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2089,26517,2188,91155,3937,61244,3459,18499,2284,11412,1637,110424,5324,82963,4938,20001,2186,7460,1592,139387,5075,120885,4957,15133,1936,3369,822,4322,973,188511,6311,70364,3672,3714,1234,8746,1538,57904,3305,34624,3065,6443,1208,12772,1793,15409,2236,19745,2222,11944,1833,5841,1288,1960,780,17114,2515,14602,2347,2063,806,449,324,11861,1942,11380,1893,370,303,111,146,5050,1342,29753,2885,0400000US54,741940,5724,553429,5834,100387,4202,32381,2276,22701,2386,45305,3022,107754,4464,63487,3496,17750,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
