B08126_092M,B08126_093E,B08126_093M,B08126_094E,B08126_094M,B08126_095E,B08126_095M,B08126_096E,B08126_096M,B08126_097E,B08126_097M,B08126_098E,B08126_098M,B08126_099E,B08126_099M,B08126_100E,B08126_100M,B08126_101E,B08126_101M,B08126_102E,B08126_102M,B08126_103E,B08126_103M,B08126_104E,B08126_104M,B08126_105E,B08126_105M,GEO_ID,B08126_001E,B08126_001M,B08126_002E,B08126_002M,B08126_003E,B08126_003M,B08126_004E,B08126_004M,B08126_005E,B08126_005M,B08126_006E,B08126_006M,B08126_007E,B08126_007M,B08126_008E,B08126_008M,B08126_009E,B08126_009M,B08126_010E,B08126_010M,B08126_011E,B08126_011M,B08126_012E,B08126_012M,B08126_013E,B08126_013M,B08126_014E,B08126_014M,B08126_015E,B08126_015M,B08126_016E,B08126_016M,B08126_017E,B08126_017M,B08126_018E,B08126_018M,B08126_019E,B08126_019M,B08126_020E,B08126_020M,B08126_021E,B08126_021M,B08126_022E,B08126_022M,B08126_023E,B08126_023M,B08126_024E,B08126_024M,B08126_025E,B08126_025M,B08126_026E,B08126_026M,B08126_027E,B08126_027M,B08126_028E,B08126_028M,B08126_029E,B08126_029M,B08126_030E,B08126_030M,B08126_031E,B08126_031M,B08126_032E,B08126_032M,B08126_033E,B08126_033M,B08126_034E,B08126_034M,B08126_035E,B08126_035M,B08126_036E,B08126_036M,B08126_037E,B08126_037M,B08126_038E,B08126_038M,B08126_039E,B08126_039M,B08126_040E,B08126_040M,B08126_041E,B08126_041M,B08126_042E,B08126_042M,B08126_043E,B08126_043M,B08126_044E,B08126_044M,B08126_045E,B08126_045M,B08126_046E,B08126_046M,B08126_047E,B08126_047M,B08126_048E,B08126_048M,B08126_049E,B08126_049M,B08126_050E,B08126_050M,B08126_051E,B08126_051M,B08126_052E,B08126_052M,B08126_053E,B08126_053M,B08126_054E,B08126_054M,B08126_055E,B08126_055M,B08126_056E,B08126_056M,B08126_057E,B08126_057M,B08126_058E,B08126_058M,B08126_059E,B08126_059M,B08126_060E,B08126_060M,B08126_061E,B08126_061M,B08126_062E,B08126_062M,B08126_063E,B08126_063M,B08126_064E,B08126_064M,B08126_065E,B08126_065M,B08126_066E,B08126_066M,B08126_067E,B08126_067M,B08126_068E,B08126_068M,B08126_069E,B08126_069M,B08126_070E,B08126_070M,B08126_071E,B08126_071M,B08126_072E,B08126_072M,B08126_073E,B08126_073M,B08126_074E,B08126_074M,B08126_075E,B08126_075M,B08126_076E,B08126_076M,B08126_077E,B08126_077M,B08126_078E,B08126_078M,B08126_079E,B08126_079M,B08126_080E,B08126_080M,B08126_081E,B08126_081M,B08126_082E,B08126_082M,B08126_083E,B08126_083M,B08126_084E,B08126_084M,B08126_085E,B08126_085M,B08126_086E,B08126_086M,B08126_087E,B08126_087M,B08126_088E,B08126_088M,B08126_089E,B08126_089M,B08126_090E,B08126_090M,B08126_091E,B08126_091M,B08126_092E,B08126_092MA,B08126_093EA,B08126_093MA,B08126_094EA,B08126_094MA,B08126_095EA,B08126_095MA,B08126_096MA,B08126_096EA,B08126_097MA,B08126_097EA,B08126_098EA,B08126_098MA,B08126_099EA,B08126_099MA,B08126_100EA,B08126_100MA,B08126_101MA,B08126_101EA,B08126_102EA,B08126_102MA,B08126_103EA,B08126_103MA,B08126_104MA,B08126_104EA,B08126_105EA,B08126_105MA,NAME,B08126_001MA,B08126_001EA,B08126_002EA,B08126_002MA,B08126_003MA,B08126_003EA,B08126_004MA,B08126_004EA,B08126_005EA,B08126_005MA,B08126_006EA,B08126_006MA,B08126_007MA,B08126_007EA,B08126_008EA,B08126_008MA,B08126_009MA,B08126_009EA,B08126_010MA,B08126_010EA,B08126_011EA,B08126_011MA,B08126_012EA,B08126_012MA,B08126_013MA,B08126_013EA,B08126_014MA,B08126_014EA,B08126_015EA,B08126_015MA,B08126_016MA,B08126_016EA,B08126_017EA,B08126_017MA,B08126_018EA,B08126_018MA,B08126_019MA,B08126_019EA,B08126_020MA,B08126_020EA,B08126_021MA,B08126_021EA,B08126_022EA,B08126_022MA,B08126_023EA,B08126_023MA,B08126_024MA,B08126_024EA,B08126_025EA,B08126_025MA,B08126_026EA,B08126_026MA,B08126_027EA,B08126_027MA,B08126_028EA,B08126_028MA,B08126_029EA,B08126_029MA,B08126_030MA,B08126_030EA,B08126_031EA,B08126_031MA,B08126_032EA,B08126_032MA,B08126_033EA,B08126_033MA,B08126_034EA,B08126_034MA,B08126_035MA,B08126_035EA,B08126_036MA,B08126_036EA,B08126_037EA,B08126_037MA,B08126_038EA,B08126_038MA,B08126_039EA,B08126_039MA,B08126_040EA,B08126_040MA,B08126_041MA,B08126_041EA,B08126_042MA,B08126_042EA,B08126_043EA,B08126_043MA,B08126_044EA,B08126_044MA,B08126_045EA,B08126_045MA,B08126_046MA,B08126_046EA,B08126_047MA,B08126_047EA,B08126_048EA,B08126_048MA,B08126_049MA,B08126_049EA,B08126_050MA,B08126_050EA,B08126_051EA,B08126_051MA,B08126_052MA,B08126_052EA,B08126_053MA,B08126_053EA,B08126_054EA,B08126_054MA,B08126_055EA,B08126_055MA,B08126_056EA,B08126_056MA,B08126_057EA,B08126_057MA,B08126_058MA,B08126_058EA,B08126_059MA,B08126_059EA,B08126_060EA,B08126_060MA,B08126_061EA,B08126_061MA,B08126_062EA,B08126_062MA,B08126_063EA,B08126_063MA,B08126_064MA,B08126_064EA,B08126_065MA,B08126_065EA,B08126_066EA,B08126_066MA,B08126_067EA,B08126_067MA,B08126_068MA,B08126_068EA,B08126_069MA,B08126_069EA,B08126_070EA,B08126_070MA,B08126_071MA,B08126_071EA,B08126_072EA,B08126_072MA,B08126_073EA,B08126_073MA,B08126_074MA,B08126_074EA,B08126_075MA,B08126_075EA,B08126_076EA,B08126_076MA,B08126_077EA,B08126_077MA,B08126_078EA,B08126_078MA,B08126_079MA,B08126_079EA,B08126_080MA,B08126_080EA,B08126_081EA,B08126_081MA,B08126_082EA,B08126_082MA,B08126_083EA,B08126_083MA,B08126_084EA,B08126_084MA,B08126_085MA,B08126_085EA,B08126_086EA,B08126_086MA,B08126_087EA,B08126_087MA,B08126_088EA,B08126_088MA,B08126_089EA,B08126_089MA,B08126_090MA,B08126_090EA,B08126_091MA,B08126_091EA,B08126_092EA,state
1131,4881,1185,5109,1096,3149,1147,4559,1115,2008,867,1569,555,6151,1514,14642,2174,10098,1747,3347,1128,5367,1206,913,540,8161,1570,0400000US45,1948160,15838,21007,3033,131675,6510,251806,7410,53791,4370,237302,7938,88890,5223,32634,3285,113026,5785,178853,8244,423733,11054,188270,7632,91300,5381,102538,5062,33335,2481,1614604,15913,13743,2129,95877,5595,220184,7254,44591,3549,208610,7441,78019,5148,28068,3155,98165,5534,136800,6815,359194,9427,145855,7322,75134,4660,93799,4883,16565,2517,181845,7235,2965,1101,26238,3301,22243,2949,4299,1867,16008,2464,5754,1548,1920,621,6056,1356,20697,2846,37554,3332,22224,2422,7207,1447,6321,1304,2359,1016,9729,1964,0,296,0,296,741,531,510,496,1289,539,294,298,227,303,281,288,1274,524,1748,598,3069,1302,182,170,66,106,48,83,36916,3799,701,562,1305,542,1358,746,279,232,3000,1097,328,228,709,708,1771,754,2138,917,9532,2134,7227,1349,2758,911,520,288,5290,1214,32629,3114,1115,1276,3374,1325,2171,713,963,643,3836,1151,2487,746,141,135,602,507,3302,1138,5607,1277,6548,1640,652,391,919,557,912,456,72437,4651,2483,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
974,343,198,581,316,349,268,1166,434,1047,544,147,139,1340,517,1910,560,3235,667,842,393,1045,332,414,252,0,223,0400000US46,403672,4694,28629,2065,23653,2169,38485,2542,10631,1567,45238,2984,17019,1934,6295,1232,31157,2817,24693,2299,98636,4817,37641,3403,16666,1327,21404,2148,3525,664,315608,5043,13224,1282,18871,2051,31119,2288,9460,1505,37883,2736,13530,1639,5303,1152,26237,2609,19533,2162,78111,4248,27927,2685,13629,1366,17833,1971,2948,692,40386,3282,3105,741,3457,766,4714,1035,463,278,3388,749,1229,566,596,309,3153,780,1758,572,9911,1607,5002,1654,883,324,2503,734,224,116,2124,915,98,103,47,75,889,671,0,223,291,342,236,219,0,223,82,145,36,60,230,220,165,174,13,22,37,72,0,223,17697,1934,2913,779,403,207,545,347,92,85,1874,625,573,367,168,145,345,222,1211,625,5529,1121,2490,906,976,343,333,241,245,196,6839,1407,690,362,532,495,637,332,267,230,636,446,404,234,81,147,0,223,245,217,1620,620,1215,679,120,151,284,315,108,130,21018,1708,8599,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
858,6803,1535,6031,1080,5216,1208,9009,1458,3131,1216,2902,925,7188,1171,23331,2504,12315,1747,4215,1212,5565,1271,1757,633,212,261,0400000US47,2676457,17962,28309,2985,176709,7555,333546,8737,76585,5335,329998,10781,162073,5728,52820,4161,154027,5280,245711,8917,610808,12834,235497,9533,130283,6726,127620,5717,12471,1928,2238380,21573,18994,2403,134248,6496,291357,8236,62394,4866,287142,9669,139692,5025,45176,3763,133591,4904,188599,6942,518990,11150,187125,8298,108959,6344,111320,5042,10793,1707,267833,10909,4437,1078,30820,3458,29458,2969,7195,1534,26162,3236,13057,2627,3667,1012,9878,2040,26867,3219,60033,4426,33153,3799,10718,1592,11774,2065,614,344,18928,2583,290,526,395,240,1545,635,381,315,2810,999,840,370,310,240,443,403,1505,692,3829,1037,4080,1151,942,497,1558,864,0,287,33441,3523,1190,791,1817,770,2528,832,697,322,2816,904,931,473,326,238,2003,895,3403,984,10217,2086,3906,1149,2663,763,446,215,498,316,27381,2800,579,391,2626,1111,2627,722,702,520,2059,788,4422,1097,439,241,924,388,2006,750,5424,1432,3018,827,1436,735,765,466,354,252,90494,4679,2819,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
2560,30173,3442,30588,2622,19245,2491,35849,3361,17632,2649,15237,1984,42496,3326,104928,5691,62354,3629,21356,2720,34175,3249,7798,1487,9758,2699,0400000US48,11145480,37226,320831,11440,880164,16641,1035260,19219,324290,10737,1277466,22536,600124,14347,209047,8348,738282,14877,1190842,19406,2388683,30331,956146,17337,592559,14296,531278,14280,100508,4691,8895756,34649,246020,9807,624762,14388,852654,17538,267247,9621,1054480,19448,501524,12137,171807,7503,618863,13793,901429,16449,1967824,23803,717040,16689,452993,10572,454882,12485,64231,5042,1236597,21345,37333,3788,181729,8173,114142,7739,29891,3202,123044,7679,50345,4408,14306,2404,49014,3872,125504,8210,250425,8648,130539,6512,73837,5809,50109,4453,6379,1779,168791,7495,2978,994,7045,1463,12168,2469,2730,1103,18277,2994,8370,1360,2646,941,6821,1265,20551,2912,39540,3409,28924,3274,9359,1821,8060,1258,1322,1263,185610,9232,5666,1436,8104,1757,9027,1814,1322,556,22952,2527,3778,1360,1835,675,15270,2568,15352,2597,41330,3219,31831,3691,10409,1826,3689,1229,15045,4088,205468,10503,7165,1323,28351,3513,16681,2813,3855,1367,22864,3161,18475,2772,3216,1107,5818,1345,23078,3024,27210,3262,26456,3750,11786,2401,6740,1537,3773,2007,453258,12790,21669,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
451,2668,678,3112,773,1221,395,5661,1196,2588,884,1397,508,6764,1417,12110,1618,8615,1428,2628,939,4185,920,711,365,86,145,0400000US49,1210020,11200,24678,2820,77602,4724,131281,5791,36333,3007,153721,6014,54319,4035,25971,2680,78487,4160,131824,5503,263722,7917,102045,5632,54979,3760,71307,4061,3751,1078,938550,11025,16614,2348,57012,4059,105814,4896,29336,2857,123660,5065,43226,3690,19843,2145,62648,3662,97036,4713,205320,6379,75215,4556,40390,3229,59074,3919,3362,972,135917,6077,4462,1168,15194,2292,18186,2254,4220,1082,14846,1952,5328,1133,2412,959,5585,1170,15288,2267,23238,2100,13327,1886,6218,1531,7310,1138,303,310,25757,2540,306,234,336,252,1662,641,699,509,2921,836,713,358,487,512,1514,617,2050,529,8292,1494,3234,1189,1684,577,1859,564,0,267,35286,2832,1633,731,1442,692,548,369,199,165,4929,1216,849,573,1194,500,1257,545,2752,805,12498,2040,5515,1355,1514,658,956,581,0,267,21496,2828,395,263,950,485,1959,785,658,430,1704,815,1615,530,638,316,719,438,2588,801,5759,1315,2126,848,988,432,1397,604,0,267,53014,3478,1268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
895,1496,579,1841,558,674,387,1085,466,220,176,646,307,1030,413,4988,798,4395,848,2143,697,2200,796,747,429,0,211,0400000US50,314463,4437,8426,1260,21218,2144,32835,2842,6865,970,38558,2704,9668,1308,5108,1093,15089,1710,28460,2496,86322,3670,31204,2257,14395,1827,15873,1825,442,280,235473,5129,4654,797,15735,1743,25980,2419,5091,888,30913,2489,8351,1174,3695,883,12457,1674,19639,2336,65233,3270,20969,1712,9814,1422,12570,1598,372,272,29787,2459,487,250,2650,731,3669,934,840,394,3202,781,509,290,539,368,1032,400,2379,735,8416,1317,3147,738,1335,492,1582,603,0,211,4172,1003,0,211,257,228,281,250,95,146,631,410,53,42,0,211,135,130,284,186,1152,546,667,392,119,132,498,474,0,211,17349,1833,1198,443,886,563,764,367,63,72,2312,763,246,149,208,169,365,237,822,382,5977,989,3405,835,701,319,384,223,18,29,4325,1045,195,142,194,155,300,232,102,145,415,233,289,219,20,33,70,82,348,212,1149,551,873,519,226,172,92,129,52,87,23357,2393,1892,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
1910,12470,2213,6773,1276,4606,1066,10011,2029,5191,1346,5621,1008,13142,1682,46816,3503,26617,2748,8517,1453,10942,1787,4982,1304,4152,2877,0400000US51,3845626,18587,42173,4073,244255,8891,287123,10031,76955,4846,404778,11029,145074,7128,83079,4791,242783,8854,544416,11417,781027,13476,317168,10390,195155,6479,367388,9743,114252,5143,2966482,22661,25325,2480,173401,7870,241849,8344,63195,4217,332650,10252,121446,6713,64476,4193,199562,7273,399730,10069,645192,12852,218241,9103,144965,6479,273266,8513,63184,4611,383909,13035,5648,1417,46813,4243,28514,3215,7207,1534,36366,3486,10014,1712,6817,1626,17311,2487,50244,3991,64469,4207,40672,4094,21616,2582,38318,3546,9900,2668,168554,9037,478,386,4668,1716,3219,972,578,453,11885,2310,2283,759,3475,1097,7170,1473,30323,2816,20615,2950,22641,3362,10366,1405,42588,3375,8265,4739,103982,8638,2920,930,2517,874,2831,1207,794,516,8802,1730,1203,491,2122,742,3554,1148,9523,1841,16530,2711,18106,3166,4819,1204,3101,1021,27160,6418,55664,4561,607,291,4386,1616,3937,1140,575,405,5064,1385,4937,1273,568,326,2044,964,7780,1763,7604,1188,8991,1810,2447,1123,5133,1266,1591,589,167035,7799,7195,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
1024,8203,1487,12663,2028,7747,1487,11502,1546,3469,1055,4976,1069,16181,2649,37632,2732,27634,2560,8986,1757,10586,1838,4707,990,3697,4085,0400000US53,3046571,18697,78811,4451,181713,6604,321000,10135,93448,4795,354250,9348,147325,6673,67117,4215,170664,6826,359037,10014,644809,11010,257730,8892,147681,6553,174907,6512,48079,3062,2225031,18013,48593,3847,139618,5064,245321,8708,72001,4270,270126,8527,115506,5705,47972,3614,119445,6012,226776,8026,480846,9355,182551,7348,110404,5990,133709,5530,32163,2915,319376,10507,17083,3320,25882,2774,40653,3630,8914,1753,30443,3135,13976,1950,6062,1502,14796,1865,38983,3679,61424,4053,27379,2875,12873,2006,17512,1632,3396,1231,167329,7156,905,575,3707,1188,10973,1592,1296,540,22096,2799,6381,1297,4614,1089,11450,1697,34940,3044,36057,3059,15467,1931,5898,1138,12427,1863,1118,632,105947,6239,4244,1702,1847,709,4932,1086,1892,713,13987,2192,2486,744,1820,639,6301,1595,11888,1840,24389,2383,16723,2182,6075,1135,2975,962,6388,3196,65937,4696,3018,996,2456,817,6458,1322,1598,728,6096,1365,5507,1357,1673,668,2491,866,8818,1774,14459,2135,6624,1324,1845,723,3577,974,1317,453,162951,8621,4968,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
301,1485,621,762,360,323,231,1884,646,859,514,388,253,1511,555,3832,1192,5331,1154,919,547,1843,631,677,409,0,269,0400000US54,727598,9131,38244,2851,47616,3106,55794,4077,13968,1572,90471,4296,39772,2984,13150,1902,29778,2714,55491,3959,197952,6671,64978,4115,32993,2274,45113,3406,2278,786,603452,9727,30107,2492,38217,2933,48249,3810,12790,1627,77318,3643,34192,2791,11059,1646,26025,2387,41478,3783,168206,6587,49812,3839,25329,2194,38996,2924,1674,573,68388,5294,5821,1188,6464,1304,4906,1241,582,286,6917,1323,3410,954,930,522,1784,670,6789,1434,14909,2038,7836,1723,3634,1096,4337,1211,69,125,5179,1240,0,269,67,101,474,360,0,269,154,185,52,87,44,54,41,77,967,517,1226,585,1208,579,477,363,401,271,68,115,22536,2551,1053,642,375,251,1104,525,108,134,3466,1188,607,471,303,286,265,218,2025,688,6784,1556,4193,1257,1623,634,558,337,72,152,7597,1530,631,536,1008,513,299,259,165,195,732,452,652,478,426,383,152,157,400,337,1496,691,1010,452,87,112,144,145,395,381,20446,2369,632,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
1745,6755,1135,8061,1195,4325,963,7376,1088,4077,1018,3087,788,8971,1761,19172,1932,20459,1823,5842,1017,6414,987,2097,664,122,130,0400000US55,2757982,13344,69267,3839,147175,5036,494419,9312,79645,3864,317956,7772,122445,4756,46984,3142,168004,5482,219995,6174,629432,12853,248867,7369,110179,4958,100264,4710,3350,872,2220560,13490,35197,2307,117745,4800,419109,7981,66092,3530,263606,7500,103047,4351,37366,2818,141882,5183,166205,6043,505731,10016,187502,6757,88334,4489,86010,4421,2734,819,242836,7951,5777,1449,18598,1868,50312,3719,6886,1439,27161,2536,7544,1375,2793,685,10812,1551,20273,2256,52177,3640,25955,2379,7546,1283,6862,1095,140,117,46031,3119,115,143,245,180,2486,943,278,218,5871,1287,1458,522,904,454,2488,836,5099,1265,15977,2023,6955,1623,1555,527,2600,609,0,218,86733,4906,8662,997,1782,476,6517,1154,909,397,9956,1574,2357,686,2104,568,2883,756,5509,1113,23435,2659,16400,2139,4687,954,1395,445,137,122,46463,3385,915,307,2050,577,7934,1235,1155,514,3986,992,3962,794,730,373,968,357,3737,773,11653,1630,6213,1262,1643,493,1300,563,217,177,115359,4395,18601,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
