B18130_039E,B18130_039M,B18130_040E,B18130_040M,B18130_041E,B18130_041M,B18130_042E,B18130_042M,B18130_043E,B18130_043M,GEO_ID,B18130_001E,B18130_001M,B18130_002E,B18130_002M,B18130_003E,B18130_003M,B18130_004E,B18130_004M,B18130_005E,B18130_005M,B18130_006E,B18130_006M,B18130_007E,B18130_007M,B18130_008E,B18130_008M,B18130_009E,B18130_009M,B18130_010E,B18130_010M,B18130_011E,B18130_011M,B18130_012E,B18130_012M,B18130_013E,B18130_013M,B18130_014E,B18130_014M,B18130_015E,B18130_015M,B18130_016E,B18130_016M,B18130_017E,B18130_017M,B18130_018E,B18130_018M,B18130_019E,B18130_019M,B18130_020E,B18130_020M,B18130_021E,B18130_021M,B18130_022E,B18130_022M,B18130_023E,B18130_023M,B18130_024E,B18130_024M,B18130_025E,B18130_025M,B18130_026E,B18130_026M,B18130_027E,B18130_027M,B18130_028E,B18130_028M,B18130_029E,B18130_029M,B18130_030E,B18130_030M,B18130_031E,B18130_031M,B18130_032E,B18130_032M,B18130_033E,B18130_033M,B18130_034E,B18130_034M,B18130_035E,B18130_035M,B18130_036E,B18130_036M,B18130_037E,B18130_037M,B18130_038E,B18130_038M,B18130_039EA,B18130_039MA,B18130_040EA,B18130_040MA,B18130_041MA,B18130_041EA,B18130_042EA,B18130_042MA,B18130_043MA,B18130_043EA,NAME,B18130_001MA,B18130_001EA,B18130_002EA,B18130_002MA,B18130_003EA,B18130_003MA,B18130_004EA,B18130_004MA,B18130_005MA,B18130_005EA,B18130_006EA,B18130_006MA,B18130_007EA,B18130_007MA,B18130_008EA,B18130_008MA,B18130_009EA,B18130_009MA,B18130_010MA,B18130_010EA,B18130_011EA,B18130_011MA,B18130_012EA,B18130_012MA,B18130_013MA,B18130_013EA,B18130_014EA,B18130_014MA,B18130_015MA,B18130_015EA,B18130_016MA,B18130_016EA,B18130_017EA,B18130_017MA,B18130_018EA,B18130_018MA,B18130_019EA,B18130_019MA,B18130_020EA,B18130_020MA,B18130_021MA,B18130_021EA,B18130_022EA,B18130_022MA,B18130_023MA,B18130_023EA,B18130_024MA,B18130_024EA,B18130_025MA,B18130_025EA,B18130_026MA,B18130_026EA,B18130_027EA,B18130_027MA,B18130_028MA,B18130_028EA,B18130_029EA,B18130_029MA,B18130_030EA,B18130_030MA,B18130_031EA,B18130_031MA,B18130_032EA,B18130_032MA,B18130_033MA,B18130_033EA,B18130_034EA,B18130_034MA,B18130_035EA,B18130_035MA,B18130_036EA,B18130_036MA,B18130_037EA,B18130_037MA,B18130_038MA,B18130_038EA,state
23830,2023,163666,4383,169796,4708,14908,2009,154888,4598,0400000US29,5804976,3562,378183,3237,2907,952,1384,656,1523,793,375276,3215,100272,5492,275004,6517,1013312,3693,58940,4360,18071,2709,40869,3603,954372,5860,171232,9744,783140,10605,1276114,6713,77816,5112,27294,3226,50522,3926,1198298,8037,237970,8511,960328,10605,2333744,5279,360333,8307,99816,5389,260517,7852,1973411,8716,158181,7190,1815230,10784,446331,2473,123692,5451,16389,1792,107303,5101,322639,5567,18070,1996,304569,5659,357292,2252,187496,4684,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
3885,843,27454,1653,31172,1689,2778,700,28394,1777,0400000US30,962276,2516,60975,1275,333,244,158,194,175,167,60642,1309,15169,2074,45473,2470,157486,1867,8440,1531,2704,809,5736,1176,149046,2207,25787,3413,123259,3795,200790,3546,10328,1557,4994,1223,5334,1070,190462,3646,37930,3766,152532,4025,400369,2282,53306,3521,14004,1894,39302,3038,347063,3677,30180,3242,316883,4417,80145,823,21063,1921,1367,508,19696,1746,59082,2074,2013,625,57069,2154,62511,648,31339,1730,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
7499,1139,49061,2580,57239,2807,4526,754,52713,2866,0400000US31,1771862,2044,129172,1837,840,442,348,328,492,307,128332,1849,27696,2989,100636,2938,321583,2139,15324,1982,4639,1423,10685,1508,306259,2841,49269,4809,256990,5048,397843,2669,22706,2331,7443,1471,15263,1926,375137,3489,67661,4580,307476,4913,688363,3023,80150,4059,20003,2284,60147,3530,608213,4961,35161,3468,573052,5799,121102,1232,28602,2475,2367,603,26235,2321,92500,2563,3206,652,89294,2463,113799,1964,56560,2768,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
6015,1288,52854,2415,65012,2605,4914,1293,60098,2656,0400000US32,2657899,2511,183716,1392,1259,768,345,449,914,543,182457,1620,47704,4076,134753,4245,472239,1964,18709,2632,5870,1623,12839,2043,453530,3434,90285,8217,363245,8451,615373,2723,28750,3255,7863,1838,20887,2851,586623,3874,101961,6250,484662,6984,1063358,2589,123660,5968,27472,3145,96188,5448,939698,6176,92031,7243,847667,8576,199332,1433,51598,2901,4363,1276,47235,3008,147734,2691,9111,1755,138623,3113,123881,1342,58869,2507,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
3173,1202,31032,2083,40955,2126,3164,909,37791,2056,0400000US33,1275655,1202,67891,966,359,264,79,133,280,225,67532,1057,9652,1809,57880,2067,213859,1679,13540,2166,2670,1228,10870,2042,200319,2812,15914,2665,184405,3469,240501,2072,13709,1870,3251,1020,10458,1654,226792,2751,26319,3187,200473,3882,581046,2161,63080,4022,12540,1844,50540,3531,517966,4641,24862,2752,493104,4892,97198,1014,20288,1590,941,387,19347,1579,76910,1839,3221,758,73689,1989,75160,724,34205,1988,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
23818,2286,225007,5424,292771,5510,19295,2427,273476,5858,0400000US34,8620514,3214,532561,1656,3430,1090,477,398,2953,1026,529131,1992,91026,5960,438105,6009,1506503,3850,68022,4415,14758,2793,53264,4083,1438481,5965,189085,8942,1249396,10538,1790858,3915,74129,5457,16290,2738,57839,4367,1716729,7085,212606,9051,1504123,10579,3638472,3829,321215,9871,66724,5111,254491,8789,3317257,10111,210405,8352,3106852,12203,610524,2538,126010,4808,13707,2024,112303,4426,484514,5329,26598,2759,457916,5111,541596,2863,248825,5708,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
11000,2268,52930,2791,50400,3125,4618,1097,45782,2972,0400000US35,2018538,2053,141694,2008,1110,663,428,318,682,541,140584,2069,46262,4028,94322,3895,370281,2501,15993,2214,6762,1782,9231,1633,354288,2912,100106,7385,254182,8314,446667,3363,26731,2552,8737,1500,17994,2330,419936,4189,104604,6827,315332,7366,790147,3382,113576,5766,30357,3257,83219,4811,676571,6233,84114,5629,592457,8762,155419,2271,47666,2930,7876,1569,39790,2992,107753,3331,8892,1360,98861,3235,114330,1756,63930,3142,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
79235,4965,482675,7747,615710,8394,62464,4693,553246,7353,0400000US36,18861071,6547,1131960,3767,7315,1591,2942,887,4373,1128,1124645,4095,267975,9212,856670,9172,3110502,5783,139314,6325,43366,3358,95948,5518,2971188,8457,586343,15892,2384845,16308,4362965,6256,194490,7785,61262,4602,133228,6492,4168475,8662,724646,17836,3443829,18325,7730958,5917,809436,14192,225463,9422,583973,12810,6921522,16025,633941,15833,6287581,22513,1347066,3632,296090,7517,50388,3797,245702,6702,1050976,7693,82986,5084,967990,7637,1177620,3724,561910,8132,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
40077,3450,230574,6277,232902,6546,18886,2224,214016,6728,0400000US37,9243278,5565,624867,4141,6478,1800,2920,1089,3558,1378,618389,4480,178662,7258,439727,7685,1626781,4627,93078,5294,34098,3514,58980,4372,1533703,6633,344195,12886,1189508,13483,2004688,8515,111996,5728,39210,3268,72786,5255,1892692,10074,432915,12300,1459777,12491,3788071,9101,557575,12802,148283,7600,409292,10436,3230496,14657,327419,10649,2903077,17183,695318,3673,189782,6456,26696,2790,163086,6300,505536,7420,33132,2717,472404,7200,503553,3789,270651,6992,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
4196,745,17220,1466,24302,1450,3042,687,21260,1390,0400000US38,648582,905,44086,1090,147,160,27,51,120,151,43939,1113,8346,1479,35593,1559,104533,1209,4329,1169,955,515,3374,929,100204,1528,14788,2006,85416,2516,154233,1672,6487,1385,2285,761,4202,1123,147746,1932,28331,2733,119415,2644,253769,1420,25369,2019,5398,1019,19971,1767,228400,2439,13596,1616,214804,3016,46243,478,10886,1059,1206,422,9680,1126,35357,1129,2725,642,32632,1311,45718,781,21416,1551,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
36134,3084,319967,5666,362911,6342,26399,1849,336512,6373,0400000US39,11216907,4088,704866,2830,5013,1358,1969,818,3044,998,699853,3080,199833,7271,500020,7309,1970140,4973,124112,6278,44991,4418,79121,4222,1846028,7347,377059,12661,1468969,15066,2357308,5641,153963,7147,59760,4379,94203,5628,2203345,9455,467171,12668,1736174,15278,4623909,5352,645491,12671,185301,7111,460190,10591,3978418,13235,322183,10654,3656235,15118,841672,3299,212902,5988,26772,2441,186130,5796,628770,6882,31328,2807,597442,7361,719012,5238,356101,5957,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
14745,1518,105404,2930,92761,2895,8389,1140,84372,2781,0400000US40,3633967,3024,259968,2402,1998,724,1091,524,907,472,257970,2429,71440,4478,186530,4456,656249,3462,38291,3283,12739,1893,25552,2832,617958,3847,141409,7068,476549,8181,822667,4654,62352,4069,22270,2514,40082,3194,760315,6016,157398,6956,602917,7420,1404038,4036,260031,7024,62964,4251,197067,6166,1144007,8057,101643,4199,1042364,8771,278135,2161,91988,4582,11489,1622,80499,4182,186147,4502,10885,1491,175262,4526,212910,2361,120149,3161,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
11508,1889,110862,3685,114071,3951,7346,1233,106725,3719,0400000US41,3762681,2710,232657,2153,3707,1498,1313,693,2394,1207,228950,2562,56172,3728,172778,4196,619785,2807,35496,3819,10893,1794,24603,3521,584289,4608,115481,6115,468808,7105,844909,3785,58751,4047,23174,2678,35577,2812,786158,4917,165776,6741,620382,8119,1540337,3633,226736,7215,63072,3999,163664,6495,1313601,7425,119017,6234,1194584,8721,288552,1684,75634,3459,11114,2003,64520,3581,212918,3270,11435,1625,201483,3457,236441,1888,122370,3734,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
47238,3750,396034,7469,469824,6256,35013,2845,434811,6544,0400000US42,12292437,4104,716720,3398,4913,1210,2038,821,2875,913,711807,3473,153819,7141,557988,7091,2023764,4468,129172,5645,45445,4396,83727,4533,1894592,7253,320887,11632,1573705,13122,2548340,5170,153093,6698,51584,4244,101509,5089,2395247,8541,433679,11149,1961568,11782,5116995,5302,666681,11014,183881,6950,482800,10112,4450314,12066,307584,9331,4142730,14631,973522,2473,233635,6514,26174,2649,207461,6067,739887,7102,40750,3092,699137,7375,913096,3066,443272,7119,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
3999,954,31659,2023,35131,1981,2417,778,32714,2006,0400000US44,1009545,1240,56259,971,867,489,319,273,548,472,55392,1098,12818,2161,42574,2340,165435,1031,11664,1792,3336,1056,8328,1518,153771,2085,25748,3320,128023,3572,216163,1617,14306,1948,5238,1495,9068,1761,201857,2482,38928,3846,162929,4178,427344,1908,59656,4352,18154,2544,41502,3649,367688,4270,25864,2720,341824,5288,73555,1101,17104,1812,2093,734,15011,1837,56451,2021,3274,961,53177,1853,70789,1056,35658,1985,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
18884,1953,112364,3825,113756,4199,9438,1435,104318,4143,0400000US45,4477641,4047,297289,2498,2262,912,1080,675,1182,629,295027,2666,95002,5607,200025,5373,768001,3784,36355,3323,13178,2365,23177,2944,731646,5012,168462,10012,563184,10289,970876,5013,60717,4663,21668,2962,39049,3727,910159,6949,209142,7537,701017,9671,1824612,5170,289425,9236,80974,5043,208451,8315,1535187,9113,164943,7226,1370244,11303,371859,2408,105625,4001,14710,1995,90915,3544,266234,3697,17619,2265,248615,4311,245004,2420,131248,4264,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
4484,811,22505,1633,26677,1632,3791,844,22886,1551,0400000US46,785298,1129,56762,1321,179,162,138,153,41,47,56583,1323,12026,1691,44557,1851,141237,1691,5711,1093,1879,896,3832,850,135526,1915,21917,3157,113609,3536,169687,2516,9308,1647,4383,1169,4925,1083,160379,2774,32152,3261,128227,3467,306207,2322,33732,2814,9222,1578,24510,2443,272475,3327,19510,2236,252965,3777,57739,1054,13456,1447,1531,510,11925,1330,44283,1830,2570,666,41713,1922,53666,1130,26989,1652,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
27350,2702,167234,4411,151674,4051,11595,1369,140079,4095,0400000US47,6183684,3842,400156,3056,3538,961,1937,744,1601,664,396618,3162,116487,7238,280131,7402,1069407,5142,64546,4694,25246,3283,39300,3679,1004861,7202,233396,11340,771465,11541,1343349,5810,95910,5738,35981,3826,59929,4438,1247439,7233,268861,9151,978578,10963,2537354,6528,431167,8727,123772,5988,307395,7725,2106187,10382,208652,8350,1897535,12979,487160,3093,153502,4828,21284,2370,132218,4978,333658,5503,20483,2325,313175,5919,346258,2839,194584,4453,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
81832,4219,510436,8881,480283,8807,47257,3655,433026,8325,0400000US48,24585915,9086,1904291,5298,11845,1987,4206,1150,7639,1723,1892446,5574,545349,15015,1347097,15116,4896553,7706,268026,11360,93103,6591,174923,8350,4628527,12821,1108531,22464,3519996,24065,5882165,9518,315944,11042,98214,6620,217730,8595,5566221,15294,1162347,23595,4403874,23163,9366179,10290,1230050,18521,311039,7769,919011,18659,8136129,19420,818312,17498,7317817,27638,1464176,4866,437107,9221,65632,4476,371475,7761,1027069,7925,77098,4884,949971,8308,1072551,5525,592268,9061,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
4024,869,49006,2187,54732,1938,3413,1227,51319,1932,0400000US49,2726222,2210,260339,1495,2708,877,654,455,2054,728,257631,1561,43510,3706,214121,3965,601918,1656,21926,2113,5316,1278,16610,1936,579992,2647,86085,6101,493907,6726,742230,3585,34731,2672,9811,1717,24920,2321,707499,4232,121238,7075,586261,6653,875273,3610,88562,3944,19003,2417,69559,3782,786711,5344,58709,4126,728002,7020,138700,1480,31780,2042,2975,648,28805,1919,106920,2128,4450,1327,102470,2367,107762,1457,53030,2154,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1822,492,17874,1183,18889,1192,1065,502,17824,1288,0400000US50,600347,1223,31789,845,221,306,15,27,206,305,31568,924,7137,1461,24431,1284,95096,1238,6839,1086,1696,567,5143,1014,88257,1578,12295,2156,75962,2629,117015,1388,10379,1519,4324,1107,6055,1116,106636,2072,20306,2590,86330,3042,268738,1293,34164,2299,8272,1241,25892,1912,234574,2851,16348,2002,218226,3260,49124,399,9942,1264,1250,493,8692,1083,39182,1307,1822,531,37360,1311,38585,498,19696,1247,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
20287,2196,181835,4649,204589,5480,14690,1734,189899,5512,0400000US51,7702402,5812,499910,3090,2540,766,504,382,2036,690,497370,3131,87791,5845,409579,6019,1328099,4543,57796,4285,13434,2259,44362,3664,1270303,6439,162872,8171,1107431,9635,1694753,8670,81430,5226,24720,2571,56710,4576,1613323,9740,243713,9372,1369610,11608,3224791,7602,363648,10387,84440,4958,279208,8663,2861143,13891,172528,8110,2688615,14795,548138,3112,133461,5169,16792,2241,116669,4309,414677,5530,19094,2306,395583,6039,406711,3563,202122,4935,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
15273,2116,172221,4922,167526,4914,10318,1713,157208,4844,0400000US53,6579736,4155,430637,2237,3262,1163,682,546,2580,940,427375,2767,93180,5898,334195,6597,1129353,3854,54976,4422,13743,2037,41233,3895,1074377,5018,176440,9303,897937,8992,1501177,5011,91587,4977,30552,2984,61035,4291,1409590,6921,263318,10976,1146272,12268,2708494,5295,332008,8936,80231,5777,251777,7688,2376486,10020,174606,9023,2201880,13024,455055,1895,119676,3973,12909,1724,106767,4214,335379,3932,17058,1743,318321,4346,355020,2104,187494,4883,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
7721,1118,63220,2431,56169,2515,6260,1065,49909,2456,0400000US54,1797682,1955,99994,2147,460,327,274,283,186,159,99534,2154,29903,3537,69631,3421,276079,3176,20088,2240,7429,1354,12659,2210,255991,3618,58138,5025,197853,5804,364227,3207,31370,2800,13393,1873,17977,2318,332857,4054,81136,4872,251721,5550,767533,3118,164910,6252,48242,3812,116668,5657,602623,6367,59382,4362,543241,6837,162739,1052,54982,3015,7871,1175,47111,2838,107757,2929,6758,1100,100999,3039,127110,1368,70941,2530,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
17818,2210,146112,3969,187194,4143,14156,1465,173038,4348,0400000US55,5532453,3490,348562,2446,2832,847,1097,538,1735,632,345730,2646,79716,4670,266014,5476,961324,3849,49565,3873,17580,2544,31985,2741,911759,5007,151433,7413,760326,7444,1192107,3609,65993,3805,22656,2385,43337,3403,1126114,4934,214412,7575,911702,8083,2281325,4540,237389,7601,54850,3802,182539,6396,2043936,9383,136177,6942,1907759,11071,398011,1704,82231,3737,7483,1337,74748,3479,315780,3948,14019,1587,301761,4103,351124,2087,163930,4240,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
926,395,13142,1271,14077,1123,1263,512,12814,1155,0400000US56,548874,1234,40731,1316,145,141,0,269,145,141,40586,1320,7539,2120,33047,2231,93805,1623,4537,1450,893,580,3644,1266,89268,2059,10821,2155,78447,2757,125140,2024,7968,1811,2275,656,5693,1648,117172,2613,20239,2643,96933,3376,221402,2001,27635,2274,5188,1423,22447,2228,193767,2735,9987,1828,183780,3287,39651,894,11087,1278,640,360,10447,1215,28564,1507,1806,737,26758,1493,28145,842,14068,1192,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
66583,3268,84679,3328,75417,3170,27167,2320,48250,2817,0400000US72,3683969,2035,220282,1072,2406,851,1592,715,814,517,217876,1443,132168,4497,85708,4523,668175,1432,64445,4438,42110,3856,22335,2339,603730,4723,324564,8703,279166,8829,848989,2316,63784,3929,38342,3030,25442,2511,785205,4083,368278,8317,416927,8232,1407924,2463,314680,7631,153666,6048,161014,5834,1093244,8217,385850,8661,707394,10386,311920,1549,128973,4066,59952,3171,69021,3133,182947,4298,59374,3027,123573,4107,226679,1790,151262,3324,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
