B19131_099E,B19131_099M,B19131_100E,B19131_100M,B19131_101E,B19131_101M,B19131_102E,B19131_102M,B19131_103E,B19131_103M,B19131_104E,B19131_104M,B19131_105E,B19131_105M,B19131_106E,B19131_106M,B19131_107E,B19131_107M,GEO_ID,B19131_001E,B19131_001M,B19131_002E,B19131_002M,B19131_003E,B19131_003M,B19131_004E,B19131_004M,B19131_005E,B19131_005M,B19131_006E,B19131_006M,B19131_007E,B19131_007M,B19131_008E,B19131_008M,B19131_009E,B19131_009M,B19131_010E,B19131_010M,B19131_011E,B19131_011M,B19131_012E,B19131_012M,B19131_013E,B19131_013M,B19131_014E,B19131_014M,B19131_015E,B19131_015M,B19131_016E,B19131_016M,B19131_017E,B19131_017M,B19131_018E,B19131_018M,B19131_019E,B19131_019M,B19131_020E,B19131_020M,B19131_021E,B19131_021M,B19131_022E,B19131_022M,B19131_023E,B19131_023M,B19131_024E,B19131_024M,B19131_025E,B19131_025M,B19131_026E,B19131_026M,B19131_027E,B19131_027M,B19131_028E,B19131_028M,B19131_029E,B19131_029M,B19131_030E,B19131_030M,B19131_031E,B19131_031M,B19131_032E,B19131_032M,B19131_033E,B19131_033M,B19131_034E,B19131_034M,B19131_035E,B19131_035M,B19131_036E,B19131_036M,B19131_037E,B19131_037M,B19131_038E,B19131_038M,B19131_039E,B19131_039M,B19131_040E,B19131_040M,B19131_041E,B19131_041M,B19131_042E,B19131_042M,B19131_043E,B19131_043M,B19131_044E,B19131_044M,B19131_045E,B19131_045M,B19131_046E,B19131_046M,B19131_047E,B19131_047M,B19131_048E,B19131_048M,B19131_049E,B19131_049M,B19131_050E,B19131_050M,B19131_051E,B19131_051M,B19131_052E,B19131_052M,B19131_053E,B19131_053M,B19131_054E,B19131_054M,B19131_055E,B19131_055M,B19131_056E,B19131_056M,B19131_057E,B19131_057M,B19131_058E,B19131_058M,B19131_059E,B19131_059M,B19131_060E,B19131_060M,B19131_061E,B19131_061M,B19131_062E,B19131_062M,B19131_063E,B19131_063M,B19131_064E,B19131_064M,B19131_065E,B19131_065M,B19131_066E,B19131_066M,B19131_067E,B19131_067M,B19131_068E,B19131_068M,B19131_069E,B19131_069M,B19131_070E,B19131_070M,B19131_071E,B19131_071M,B19131_072E,B19131_072M,B19131_073E,B19131_073M,B19131_074E,B19131_074M,B19131_075E,B19131_075M,B19131_076E,B19131_076M,B19131_077E,B19131_077M,B19131_078E,B19131_078M,B19131_079E,B19131_079M,B19131_080E,B19131_080M,B19131_081E,B19131_081M,B19131_082E,B19131_082M,B19131_083E,B19131_083M,B19131_084E,B19131_084M,B19131_085E,B19131_085M,B19131_086E,B19131_086M,B19131_087E,B19131_087M,B19131_088E,B19131_088M,B19131_089E,B19131_089M,B19131_090E,B19131_090M,B19131_091E,B19131_091M,B19131_092E,B19131_092M,B19131_093E,B19131_093M,B19131_094E,B19131_094M,B19131_095E,B19131_095M,B19131_096E,B19131_096M,B19131_097E,B19131_097M,B19131_098E,B19131_098M,B19131_099EA,B19131_099MA,B19131_100EA,B19131_100MA,B19131_101MA,B19131_101EA,B19131_102EA,B19131_102MA,B19131_103MA,B19131_103EA,B19131_104EA,B19131_104MA,B19131_105EA,B19131_105MA,B19131_106MA,B19131_106EA,B19131_107EA,B19131_107MA,NAME,B19131_001MA,B19131_001EA,B19131_002MA,B19131_002EA,B19131_003MA,B19131_003EA,B19131_004MA,B19131_004EA,B19131_005EA,B19131_005MA,B19131_006MA,B19131_006EA,B19131_007MA,B19131_007EA,B19131_008MA,B19131_008EA,B19131_009MA,B19131_009EA,B19131_010EA,B19131_010MA,B19131_011EA,B19131_011MA,B19131_012MA,B19131_012EA,B19131_013MA,B19131_013EA,B19131_014MA,B19131_014EA,B19131_015MA,B19131_015EA,B19131_016EA,B19131_016MA,B19131_017MA,B19131_017EA,B19131_018MA,B19131_018EA,B19131_019MA,B19131_019EA,B19131_020MA,B19131_020EA,B19131_021EA,B19131_021MA,B19131_022EA,B19131_022MA,B19131_023EA,B19131_023MA,B19131_024MA,B19131_024EA,B19131_025MA,B19131_025EA,B19131_026EA,B19131_026MA,B19131_027EA,B19131_027MA,B19131_028EA,B19131_028MA,B19131_029MA,B19131_029EA,B19131_030MA,B19131_030EA,B19131_031MA,B19131_031EA,B19131_032EA,B19131_032MA,B19131_033EA,B19131_033MA,B19131_034MA,B19131_034EA,B19131_035MA,B19131_035EA,B19131_036EA,B19131_036MA,B19131_037MA,B19131_037EA,B19131_038EA,B19131_038MA,B19131_039EA,B19131_039MA,B19131_040EA,B19131_040MA,B19131_041EA,B19131_041MA,B19131_042EA,B19131_042MA,B19131_043EA,B19131_043MA,B19131_044EA,B19131_044MA,B19131_045EA,B19131_045MA,B19131_046MA,B19131_046EA,B19131_047EA,B19131_047MA,B19131_048MA,B19131_048EA,B19131_049EA,B19131_049MA,B19131_050EA,B19131_050MA,B19131_051MA,B19131_051EA,B19131_052EA,B19131_052MA,B19131_053MA,B19131_053EA,B19131_054EA,B19131_054MA,B19131_055EA,B19131_055MA,B19131_056MA,B19131_056EA,B19131_057MA,B19131_057EA,B19131_058MA,B19131_058EA,B19131_059MA,B19131_059EA,B19131_060EA,B19131_060MA,B19131_061MA,B19131_061EA,B19131_062MA,B19131_062EA,B19131_063MA,B19131_063EA,B19131_064MA,B19131_064EA,B19131_065EA,B19131_065MA,B19131_066EA,B19131_066MA,B19131_067MA,B19131_067EA,B19131_068MA,B19131_068EA,B19131_069MA,B19131_069EA,B19131_070MA,B19131_070EA,B19131_071EA,B19131_071MA,B19131_072MA,B19131_072EA,B19131_073MA,B19131_073EA,B19131_074MA,B19131_074EA,B19131_075MA,B19131_075EA,B19131_076EA,B19131_076MA,B19131_077EA,B19131_077MA,B19131_078EA,B19131_078MA,B19131_079MA,B19131_079EA,B19131_080MA,B19131_080EA,B19131_081EA,B19131_081MA,B19131_082EA,B19131_082MA,B19131_083MA,B19131_083EA,B19131_084MA,B19131_084EA,B19131_085EA,B19131_085MA,B19131_086EA,B19131_086MA,B19131_087MA,B19131_087EA,B19131_088EA,B19131_088MA,B19131_089EA,B19131_089MA,B19131_090EA,B19131_090MA,B19131_091EA,B19131_091MA,B19131_092MA,B19131_092EA,B19131_093EA,B19131_093MA,B19131_094EA,B19131_094MA,B19131_095EA,B19131_095MA,B19131_096EA,B19131_096MA,B19131_097EA,B19131_097MA,B19131_098EA,B19131_098MA,state
8217,1325,5063,991,7674,1480,7253,1147,5051,1119,2650,733,754,384,367,249,120,144,0400000US45,1122724,10881,798196,9387,312487,7392,4666,1307,4851,1245,7710,1493,9013,1814,11031,1782,14606,2347,13316,2010,14773,2208,17942,2323,35875,3530,48641,3009,60971,4019,29631,2917,15924,2201,11855,1616,11682,1503,485709,7981,9209,1465,13615,1632,18134,1975,22467,2067,26389,2351,24977,2359,27452,2297,26901,2789,27109,2180,48987,3084,68630,3738,76147,3726,39974,3099,20840,1836,16843,1679,18035,1784,324528,8545,71526,4846,32557,3924,2558,898,2216,955,1925,906,3720,1060,3987,1307,3360,1311,3162,960,2340,779,1743,758,3034,1244,2391,798,1193,580,276,210,163,187,137,154,352,311,38969,3059,2248,883,2432,729,3107,888,2211,748,3219,974,2873,759,2064,759,3322,1055,2726,804,4034,1042,5022,1059,3726,1081,1146,406,544,392,243,265,52,86,253002,7328,149854,6106,38535,3142,18747,2242,19574,3013,15335,1760,13776,2012,9450,1802,7351,1687,8121,1773,3974,1203,6187,1293,4283,983,2697,1055,1070,512,159,194,316,317,279,207,103148,4453,10360,1460,10133,1455,12592,1706,8425,1393,9645,1495,8182,1191,6662,1040,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
713,326,409,247,1139,350,1474,462,91,111,114,113,0,216,13,21,134,174,0400000US46,205964,3745,166211,3883,66467,2917,1006,459,302,174,864,420,1607,640,1758,613,2676,631,2782,725,3180,665,4875,1072,8820,1153,11854,1370,14745,1502,4414,739,3115,802,1902,542,2567,722,99744,2587,2253,538,2814,615,3534,596,4469,779,5399,974,5454,898,5907,1031,5921,1048,5627,873,12983,1550,14536,1318,14418,1238,8181,1356,3567,791,2400,615,2281,652,39753,2618,11965,1411,6076,928,1050,506,425,260,307,182,720,396,852,371,870,385,526,257,187,157,165,144,392,269,165,151,249,170,151,148,17,30,0,216,0,216,5889,1104,432,408,642,430,212,118,536,336,537,385,276,223,460,402,530,393,342,218,770,399,455,208,274,169,258,231,41,52,15,27,109,177,27788,2284,17448,1996,2902,755,2409,793,2476,773,2347,563,1848,729,1373,433,1236,527,452,262,456,291,916,449,620,538,373,310,40,69,0,216,0,216,0,216,10340,1214,799,395,800,270,1177,497,1276,504,888,356,885,456,428,240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
7370,1083,7900,1393,10445,1505,8650,1442,10091,1508,2009,611,1211,538,603,313,235,236,0400000US47,1597016,14242,1178105,14745,476625,9417,10279,1594,9700,1874,11014,1680,20041,2386,20361,2649,23070,2804,22377,2279,25752,2408,24751,2516,51859,3787,71988,4834,81065,3701,44130,3548,19322,2168,19206,2035,21710,1783,701480,9605,16562,2075,22874,2174,29736,2592,35753,2572,39798,2950,37304,2646,37935,3429,40630,2948,38126,2855,71773,3809,92301,4441,98955,4184,56665,3708,31122,2150,27279,2455,24667,2131,418911,8299,107287,5577,52250,3849,5546,1351,4398,1239,5953,1434,6770,1417,4311,1270,5399,1407,2431,879,2809,776,2513,738,4041,1172,3353,928,2179,792,713,380,340,339,327,360,1167,571,55037,4009,4304,1205,3203,927,3511,890,3115,1023,4097,1108,5059,1098,4474,1266,3833,1034,4183,1198,5145,1138,4962,1336,5176,1359,2074,708,659,400,653,362,589,493,311624,7693,190169,6098,56907,3866,24701,2766,19801,2615,19241,2540,16118,2021,11383,1930,8915,1524,9515,1641,4877,1091,6571,1123,5726,1249,3333,907,1953,761,192,167,481,263,455,334,121455,5017,12369,1575,10824,1825,10664,1599,9629,1481,9980,1445,10691,1407,8784,1527,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
25161,2593,23053,2361,37329,2904,38841,3334,36022,2753,11823,1638,6665,1191,2958,830,2704,726,0400000US48,5686517,26097,4173567,25312,2005164,20024,48559,3944,56353,4317,74419,4136,92025,4544,99901,4915,105266,5411,97077,5163,95231,4995,90099,5358,177537,7046,240617,7586,310548,9088,206967,6922,107569,5738,99054,4250,103942,4818,2168403,17334,50882,3381,66366,3997,84661,4805,96088,4189,103243,4901,104419,4145,102650,4877,105937,5034,98205,4690,197492,6791,259158,6982,332240,8703,214268,6629,120189,4694,117646,4679,114959,4533,1512950,17093,399135,9986,195278,8116,17469,2187,15999,2221,18894,2895,17125,2588,18911,2599,14621,1922,12099,2053,12516,1979,9632,1564,13790,2092,15130,2266,12782,2071,6607,1530,2808,1017,3127,897,3768,994,203857,6725,10073,1612,9970,1475,13827,2079,15696,2218,13151,1865,13904,1781,15817,2108,13549,1884,12228,2131,21775,2489,24201,2153,18408,2264,11580,1931,3228,702,3222,813,3228,884,1113815,14418,687034,12907,173541,7802,84980,5026,71872,4656,69149,4227,52195,4646,48283,3921,34560,3522,30633,2930,24192,2616,32910,3210,31656,3517,19225,2254,6824,1641,2879,803,2611,829,1524,624,426781,9694,43861,3673,34590,2881,35346,3043,33487,2965,34599,3132,35278,2959,25064,2400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1721,463,2206,678,3142,779,3423,938,3081,807,1287,463,735,408,318,267,182,179,0400000US49,614705,7570,503636,7874,262538,6939,3142,900,3849,894,5371,1114,8863,1354,10281,1502,12172,1781,13784,1750,13877,1895,15042,1726,29934,2254,42975,2760,48094,3013,24205,2019,11042,1284,10135,1332,9772,1165,241098,5081,4706,1256,4726,1216,8432,1350,10893,1382,11105,1306,11065,1488,12484,1606,13593,1555,13384,1895,25611,2293,33480,2249,39276,3158,22046,1770,13044,1352,10625,1480,6628,973,111069,4495,33953,2459,17284,2128,457,387,1017,474,1391,665,1775,775,1723,768,1440,614,1680,758,638,305,1291,569,1428,473,1976,636,1197,584,614,378,461,360,196,170,0,255,16669,1891,603,467,329,282,765,457,942,544,791,380,1043,558,1460,626,1267,675,939,506,1042,437,3002,855,2328,736,1299,447,377,239,195,247,287,184,77116,3632,46734,3220,10518,1735,4831,1149,4025,1056,3822,1039,3883,995,3815,1005,3526,981,2846,1001,1841,664,2868,766,2457,649,1500,554,385,291,286,213,29,51,102,120,30382,2346,1179,531,1581,601,2137,649,2282,786,1623,545,2628,705,2857,715,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
459,187,511,262,1109,453,957,385,1092,403,224,182,244,214,29,38,15,24,0400000US50,162721,4031,127054,4118,51220,2371,395,266,407,268,744,341,980,453,1481,541,1890,563,1677,449,3116,788,2992,708,5824,1078,7895,843,10545,1132,5753,992,2984,582,2517,770,2020,561,75834,3038,821,342,1793,652,2563,615,2595,511,3752,621,3516,698,3873,741,3932,671,3660,651,9160,1091,9701,1213,13381,1326,8489,1037,4110,774,2393,611,2095,530,35667,2015,10031,1342,5424,1003,378,292,236,156,334,249,701,462,472,290,606,309,549,293,786,382,292,244,293,178,340,205,152,187,103,109,51,70,64,107,67,108,4607,876,109,130,233,260,494,407,198,146,247,187,324,238,276,221,210,143,409,304,535,335,765,367,343,196,206,172,153,157,105,130,0,205,25636,1841,17376,1729,3348,914,1889,686,2247,668,1397,542,1575,434,1394,523,914,391,947,515,706,299,1459,635,831,344,265,192,192,168,155,141,0,205,57,91,8260,1001,92,108,493,251,639,272,582,337,388,210,609,278,817,357,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
8499,1494,10362,1645,15345,2002,16683,2033,15824,1802,8430,1485,3536,1025,3346,1033,1436,701,0400000US51,1939891,13414,1466223,13607,637004,7815,5519,1144,5581,1274,8597,1599,11931,1742,13143,1886,22300,2951,19157,2301,22925,2194,26881,2721,56583,3308,84198,4603,117268,5600,82409,3570,51763,3553,55658,2931,53091,3253,829219,11135,10956,1274,15169,2092,21054,2018,23527,2288,33178,2445,29462,2262,34593,2541,35804,2941,33604,2667,71666,3811,101641,3920,129995,3892,88415,4628,61034,3408,69542,3463,69579,3520,473668,9013,119589,5394,59416,4226,4068,1053,1954,921,4110,1300,4384,1218,4896,1185,5044,1300,5004,1177,5399,1516,3405,1197,4499,1172,5274,1155,4803,1147,3357,856,1291,528,1043,478,885,539,60173,3539,1529,570,2724,871,3071,835,3852,988,2684,724,2714,813,3348,987,3556,898,3374,951,6029,1365,8438,1479,7886,1393,4272,960,2252,772,2406,677,2038,794,354079,8436,207204,6276,33708,3336,21533,2410,18585,2058,21965,2678,17556,1939,16974,2227,13169,2104,12589,2240,9033,1470,14328,1910,10217,1575,9035,1473,4385,1188,1554,607,1908,741,665,390,146875,5664,8929,1501,8123,1571,8962,1091,9375,1721,9835,1517,10418,1570,7772,1368,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
4454,942,5697,1106,8730,1248,10516,1522,9898,1538,3943,970,1360,537,759,378,397,189,0400000US53,1595147,11686,1235060,12196,533876,8763,6429,1566,6669,1238,9539,1899,15936,2166,15521,1862,16849,1950,21485,2471,24331,2555,21811,2248,47644,3352,70552,3995,106395,4892,69682,3645,38589,3009,31297,2467,31147,2452,701184,10823,11721,1640,12143,1532,14242,1755,20619,1804,25784,2398,29034,2250,31098,2813,33986,2455,33204,2492,67515,3188,99573,4493,119933,4917,78206,3674,47604,3034,42369,2777,34153,2706,360087,8701,109671,4835,61346,3782,4570,1174,3947,1410,3604,968,5889,1279,4521,1378,4345,1253,3296,888,4420,1231,2790,967,5218,1236,7133,1295,7158,1381,2573,930,416,262,685,376,781,418,48325,3332,1771,640,2072,815,2772,970,1907,631,2590,889,2740,842,3727,1110,2497,701,2027,594,4519,989,7007,1310,6681,1351,3401,1059,2013,845,1220,614,1381,750,250416,6988,163346,6173,31431,3135,17646,2537,17630,2147,16015,2049,12624,1769,12972,2096,10720,1685,9001,1498,5185,1097,10819,1686,9961,1652,5083,1076,2013,702,928,619,761,405,557,299,87070,4227,4876,1132,4260,932,6342,1264,6897,1303,6281,1110,6007,1053,6653,1344,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
1514,516,1905,565,2051,599,2600,924,1399,422,742,377,6,12,99,144,127,145,0400000US54,502381,8278,390066,7032,141234,5058,4168,1059,4832,1154,6005,1166,7648,1307,6635,1225,7248,1337,7454,1202,8032,1455,7124,1377,15375,1998,20880,1868,24325,2508,10774,1564,5005,1010,2546,787,3183,768,248832,5572,5844,1020,9959,1356,15850,1766,15651,1799,17197,1841,17022,1835,17956,1845,16825,1673,15717,1836,24649,2175,31680,2657,30412,2401,13900,1746,7157,1002,5108,983,3905,1048,112315,5541,31332,2911,16013,2228,2616,996,1087,543,2493,768,848,461,972,469,1716,716,1132,634,700,341,535,390,932,517,1210,655,1143,585,339,259,0,261,85,145,205,215,15319,1815,521,262,919,432,1011,473,1911,762,1307,451,1411,594,895,457,1122,504,679,318,1705,655,1492,674,1589,597,411,281,266,261,80,103,0,261,80983,4266,43826,3081,16364,2161,6029,1322,4384,1237,3558,1050,2490,813,2969,762,2356,891,1257,526,673,374,1594,620,1007,498,667,379,372,304,58,97,48,84,0,261,37157,2986,4496,937,3669,918,5874,1286,3172,873,3794,967,2844,787,2865,776,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
5988,951,4414,938,8037,1136,7795,1225,6796,1184,1958,625,486,251,173,155,541,262,0400000US55,1456314,10842,1147656,11584,478000,9767,4908,1115,5436,1199,6716,1346,8923,1108,12194,1489,14479,1867,16135,1718,19959,1743,20969,1556,53183,3621,86093,3622,105742,4355,57961,2522,25669,2079,20392,1830,19241,1598,669656,7663,7890,1135,9864,1157,19057,1578,26372,1944,29294,1880,32731,1709,36079,2392,35705,1745,32796,1816,72748,3360,100640,3496,120105,4081,67739,3291,32729,2455,23831,1532,22076,1875,308658,7901,92534,4753,52390,3565,3437,826,2188,704,3678,1000,3355,912,3652,938,5749,1280,4897,1102,5073,1097,3182,732,6204,1216,5451,840,3138,895,934,371,562,376,515,429,375,228,40144,2730,1669,614,1241,462,1455,560,2322,696,2786,782,2205,530,2530,664,2940,742,3452,906,5005,866,4920,1211,5829,1293,2145,487,624,423,579,275,442,253,216124,5824,147028,5631,30834,3419,17531,2350,19194,2157,13027,1763,12630,1896,13003,1852,7053,1054,7259,1087,5143,1008,8458,1391,6596,1159,4072,1108,1476,539,234,168,178,157,340,236,69096,3382,3659,977,3731,798,4830,953,4341,737,4409,798,6557,1235,5381,1028,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
