B18101_014M,B18101_015E,B18101_015M,B18101_016E,B18101_016M,B18101_017E,B18101_017M,B18101_018E,B18101_018M,B18101_019E,B18101_019M,B18101_020E,B18101_020M,B18101_021E,B18101_021M,B18101_022E,B18101_022M,B18101_023E,B18101_023M,B18101_024E,B18101_024M,B18101_025E,B18101_025M,B18101_026E,B18101_026M,B18101_027E,B18101_027M,B18101_028E,B18101_028M,B18101_029E,B18101_029M,B18101_030E,B18101_030M,B18101_031E,B18101_031M,B18101_032E,B18101_032M,B18101_033E,B18101_033M,B18101_034E,B18101_034M,B18101_035E,B18101_035M,B18101_036E,B18101_036M,B18101_037E,B18101_037M,B18101_038E,B18101_038M,B18101_039E,B18101_039M,GEO_ID,B18101_001E,B18101_001M,B18101_002E,B18101_002M,B18101_003E,B18101_003M,B18101_004E,B18101_004M,B18101_005E,B18101_005M,B18101_006E,B18101_006M,B18101_007E,B18101_007M,B18101_008E,B18101_008M,B18101_009E,B18101_009M,B18101_010E,B18101_010M,B18101_011E,B18101_011M,B18101_012E,B18101_012M,B18101_013E,B18101_013M,B18101_014E,B18101_014MA,B18101_015MA,B18101_015EA,B18101_016MA,B18101_016EA,B18101_017EA,B18101_017MA,B18101_018EA,B18101_018MA,B18101_019EA,B18101_019MA,B18101_020MA,B18101_020EA,B18101_021MA,B18101_021EA,B18101_022EA,B18101_022MA,B18101_023EA,B18101_023MA,B18101_024EA,B18101_024MA,B18101_025EA,B18101_025MA,B18101_026MA,B18101_026EA,B18101_027MA,B18101_027EA,B18101_028EA,B18101_028MA,B18101_029EA,B18101_029MA,B18101_030EA,B18101_030MA,B18101_031MA,B18101_031EA,B18101_032MA,B18101_032EA,B18101_033EA,B18101_033MA,B18101_034EA,B18101_034MA,B18101_035EA,B18101_035MA,B18101_036EA,B18101_036MA,B18101_037MA,B18101_037EA,B18101_038MA,B18101_038EA,B18101_039EA,B18101_039MA,NAME,B18101_001MA,B18101_001EA,B18101_002EA,B18101_002MA,B18101_003EA,B18101_003MA,B18101_004MA,B18101_004EA,B18101_005MA,B18101_005EA,B18101_006EA,B18101_006MA,B18101_007EA,B18101_007MA,B18101_008EA,B18101_008MA,B18101_009MA,B18101_009EA,B18101_010MA,B18101_010EA,B18101_011EA,B18101_011MA,B18101_012EA,B18101_012MA,B18101_013EA,B18101_013MA,B18101_014EA,state
4653,120351,740,35108,2228,85243,2219,66977,681,31840,2205,35137,2026,1405750,2245,86055,1432,1437,653,84618,1474,236560,1313,9681,1576,226879,2095,321589,1306,21012,2538,300577,2584,552859,1681,79931,4268,472928,4733,128215,794,36155,2246,92060,2386,80472,875,42386,1925,38086,1892,0400000US32,2805532,1104,1399782,2529,89680,951,934,533,88746,850,249339,1518,16063,1856,233276,2147,325879,1984,23113,2366,302766,2642,547556,2251,77661,4400,469895,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
2889,58808,482,14396,1285,44412,1326,32693,619,15934,1227,16759,1259,666713,1844,32369,869,288,270,32081,924,98615,921,4537,1346,94078,1601,139176,1131,7886,1413,131290,1735,286510,1265,31723,2643,254787,2730,62965,694,11549,1489,51416,1619,47078,770,23670,1636,23408,1573,0400000US33,1311921,451,645208,1790,32713,723,442,494,32271,893,103136,1153,8088,1389,95048,1644,140073,1131,9660,1366,130413,1798,277785,1504,32216,2654,245569,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
5744,328942,1607,69305,2989,259637,3311,215626,1669,96684,3552,118942,3388,4539656,3088,260859,1718,1164,562,259695,1771,722459,1650,27782,2697,694677,2879,953389,1618,37480,3375,915909,3449,1875408,1967,183023,5670,1692385,5978,391939,1778,85027,4039,306912,3673,335602,1961,169956,4200,165646,4022,0400000US34,8830969,1326,4291313,3274,271309,1316,1154,683,270155,1431,752735,2219,44037,3153,708698,3905,961750,2709,50392,4085,911358,4776,1760951,2847,163473,5883,1597478,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
4537,87791,1061,29257,2034,58534,2246,54252,1309,29658,1926,24594,2017,1044968,2969,65816,1316,148,148,65668,1318,178909,2083,5219,1269,173690,2205,232071,2508,15872,2416,216199,3292,397052,2480,62227,4032,334825,4289,96550,1769,27076,1946,69474,2173,74570,1484,41457,1990,33113,2000,0400000US35,2050369,1333,1005401,3267,69600,1541,263,275,69337,1580,184355,2564,9621,1707,174734,3222,238199,3058,18689,2242,219510,4061,371204,2541,62028,3641,309176,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
10132,719498,2101,167698,5264,551800,5077,474149,2243,216889,5078,257260,5152,10083124,4395,580199,2264,3482,1046,576717,2525,1486861,3281,58115,4021,1428746,4621,2405259,2977,110886,6063,2294373,6802,4007652,3121,463081,10529,3544571,10859,862946,1906,199913,6294,663033,5903,740207,2561,386127,5641,354080,5668,0400000US36,19499548,2102,9416424,4507,602093,1968,4023,1117,598070,2366,1547925,2626,93707,4381,1454218,5075,2352685,3852,127077,5741,2225608,6784,3720074,3948,405463,9346,3314611,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
8632,398464,2156,116158,4288,282306,4558,221782,2408,109854,3548,111928,3414,5056777,6442,292649,3667,3110,900,289539,3846,824911,4526,35578,3337,789333,4881,1118954,3882,65598,5640,1053356,6622,2020234,3877,295620,7891,1724614,8641,461815,2215,119618,4386,342197,4740,338214,2170,181281,4479,156933,4697,0400000US37,9752148,3509,4695371,7004,308893,3789,3967,1117,304926,3768,860212,5100,59495,3742,800717,6219,1058944,5876,75364,4503,983580,6896,1847076,4797,278926,7642,1568150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
2322,26982,563,7578,823,19404,962,18491,693,8684,867,9807,1026,357435,2171,24665,964,92,99,24573,967,58228,1300,1309,536,56919,1347,91555,1390,4435,1078,87120,1525,129568,1179,13120,1337,116448,1572,26693,255,4831,625,21862,647,26726,432,12589,1196,14137,1217,0400000US38,724451,1000,367016,2377,25312,828,267,292,25045,874,58986,1317,3559,945,55427,1473,103635,1802,4282,979,99353,1999,133610,1526,16200,1608,117410,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
8334,461145,1661,122214,3884,338931,4113,297113,1796,138438,3162,158675,3074,5850677,5119,333811,2326,2199,819,331612,2371,949442,3036,46308,3418,903134,4564,1269813,3459,82185,4330,1187628,5163,2327678,4045,345684,8216,1981994,8635,528717,1808,130768,4809,397949,4647,441216,2593,219782,4542,221434,4853,0400000US39,11420809,1495,5570132,5355,355624,2277,3550,1161,352074,2401,992604,3224,81112,3950,911492,4784,1253042,3909,90627,5141,1162415,5730,2210604,4174,322054,6956,1888550,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
5077,148291,1247,54058,2342,94233,2229,92491,1315,51187,2004,41304,1883,1936184,3039,128293,1745,1495,463,126798,1774,332830,1884,19788,1788,313042,2316,450325,2287,35013,2791,415312,3543,722719,2409,130358,4289,592361,5029,169407,1142,51438,2155,117969,2468,132610,1503,73331,2204,59279,2086,0400000US40,3797966,1457,1861782,3156,135505,1753,1271,483,134234,1852,353495,2044,26602,2232,326893,3035,442993,2626,35933,2706,407060,3514,689007,2727,129724,4176,559283,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
6127,177363,1502,52641,2446,124722,2627,106665,1081,56198,2173,50467,2060,1995330,3943,111221,1787,777,531,110444,1821,307975,2624,17209,2611,290766,3597,446361,2708,34276,2997,412085,3688,789206,2887,120851,5801,668355,6286,195400,1579,48052,3170,147348,3001,145167,1184,80302,2878,64865,2713,0400000US41,3931306,976,1935976,4048,115247,1529,1170,618,114077,1549,322641,2657,24122,2815,298519,3612,446224,3255,40914,4047,405310,5125,767836,3221,120181,5481,647655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
7587,529618,2016,133298,4104,396320,4002,362276,1884,167589,3988,194687,3967,6466269,4310,348591,2233,2253,733,346338,2437,969679,3069,52631,2838,917048,4050,1411304,2923,91164,4815,1320140,5173,2572707,3258,345003,8414,2227704,8408,608662,2173,134942,4528,473720,4415,555326,2403,276302,4723,279024,5803,0400000US42,12582815,841,6116546,4383,362678,1817,2340,821,360338,1686,1012126,3107,87303,4205,924823,5254,1396517,3121,105163,5919,1291354,6275,2453331,3693,335524,7760,2117807,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
3029,40937,642,10859,1132,30078,1230,26846,758,12781,1239,14065,1207,538199,1619,26640,832,0,203,26640,832,76546,936,3635,1120,72911,1406,126890,1065,9496,1672,117394,2034,215943,1026,31730,2865,184213,2754,47876,648,11073,1467,36803,1420,44304,763,23366,1609,20938,1461,0400000US44,1039789,677,501590,1721,28216,976,0,203,28216,976,80869,1046,5734,1294,75135,1600,124517,1288,10764,1786,113753,2115,200205,1432,26449,2465,173756,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
6648,216429,1722,66695,2881,149734,3121,114866,1556,55979,2372,58887,2455,2458018,5175,139238,2833,978,483,138260,2851,390385,3299,16436,2219,373949,3890,540655,3493,31656,3624,508999,4591,974708,3491,157795,4910,816913,5381,248145,1719,64330,3279,183815,3481,164887,1636,90298,2996,74589,3078,0400000US45,4733742,2463,2275724,5845,147690,2322,1705,870,145985,2545,403466,3494,29129,2955,374337,3963,515007,4559,38339,3092,476668,5511,878266,4969,147753,5142,730513,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
2240,34025,511,9750,968,24275,1035,22481,555,10603,937,11878,948,418862,2625,28876,1327,369,355,28507,1406,73596,1194,1717,505,71879,1228,95272,1470,6279,1394,88993,1721,154969,1496,17237,1695,137732,2218,34218,630,6507,875,27711,1087,31931,725,15438,1135,16493,1158,0400000US46,835403,736,416541,2789,31479,989,362,292,31117,972,75635,1171,4462,1038,71173,1484,96748,1727,7336,1369,89412,2033,156173,1387,21155,2064,135018,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
8066,271807,1619,84619,3674,187188,3814,152138,1508,79398,2480,72740,2433,3328568,5438,195336,2837,1958,1022,193378,3182,533665,3363,26127,3110,507538,4447,743367,3529,53705,3457,689662,4722,1322065,3702,234480,6681,1087585,7284,310774,1936,89586,3726,221188,3467,223361,2028,123586,3362,99775,3233,0400000US47,6448737,1852,3120169,5388,202860,2562,1387,609,201473,2615,557759,3673,41974,2938,515785,4271,708922,3827,57450,3971,651472,4839,1226683,3902,218228,7528,1008455,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
13711,844627,3074,261451,7307,583176,7670,494033,3447,260808,4936,233225,5242,13470267,9186,946449,4651,6876,1811,939573,4911,2531226,6018,110834,6364,2420392,8665,3227621,6032,171228,7990,3056393,10029,5091514,5920,649521,12129,4441993,13646,965937,3523,275720,7441,690217,7154,707520,3355,389098,6692,318422,6118,0400000US48,26485838,3842,13015571,10251,999415,5216,10099,2160,989316,5905,2629637,7234,169930,8226,2459707,11135,3230288,6713,192838,9146,3037450,9805,4817571,7264,602636,12610,4214935,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
3753,81865,942,21417,1769,60448,1820,52486,764,25355,1443,27131,1381,1456961,2518,120612,980,567,354,120045,1062,317330,1591,10659,1719,306671,2165,379456,1943,18909,1954,360547,2580,482737,2006,54085,3581,428652,3763,88977,1006,19247,1567,69730,1830,67849,963,33649,1929,34200,1946,0400000US49,2916303,1341,1459342,2682,129197,1584,1039,585,128158,1596,335172,1733,19565,2440,315607,2735,378619,1971,20386,2366,358233,2917,482003,1975,54658,3233,427345,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1706,30355,453,8195,956,22160,1009,17414,548,8542,922,8872,768,315434,1217,14271,524,12,22,14259,519,44281,728,2803,602,41478,928,69018,1020,5778,1016,63240,1349,132502,992,19676,1925,112826,2140,31481,392,6853,959,24628,1019,23881,360,11962,958,11919,968,0400000US50,620453,264,305019,1193,16610,680,180,239,16430,728,46310,857,4356,993,41954,1350,69446,790,6191,942,63255,1099,124884,939,17211,1708,107673,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
7823,313032,2394,77129,3255,235903,3620,180782,2450,88260,3113,92522,3311,4189168,5708,247883,2813,922,485,246961,2739,666546,4249,22973,2171,643573,4806,965542,4607,46923,4111,918619,5713,1682513,4128,193337,7101,1489176,8542,360512,2414,84064,3684,276448,4282,266172,2390,132870,3518,133302,3723,0400000US51,8114884,4560,3925716,6350,259667,3077,2434,1169,257233,3389,690642,4324,42854,3003,647788,4865,928202,5332,53150,3577,875052,6085,1553391,5520,189383,6160,1364008,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
6820,279878,1598,77884,3498,201994,3512,162703,1431,82415,2907,80288,2858,3505617,3843,217540,1923,1603,646,215937,1916,564647,2367,21870,2131,542777,2577,805144,2803,52363,3917,752781,4658,1389553,2976,184312,6827,1205241,7369,306783,1727,77218,3400,229565,3372,221950,1467,117565,2542,104385,2912,0400000US53,6954806,3294,3449189,4407,226666,2158,2336,796,224330,2413,592176,3078,37906,3547,554270,4309,827354,4294,65629,4163,761725,6159,1360412,3509,186316,6092,1174096,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
4015,90594,818,34072,2159,56522,2173,54152,639,29985,1726,24167,1685,924799,2865,51113,1353,77,128,51036,1340,134910,1963,6958,1399,127952,2457,188775,1677,17276,2160,171499,2555,374814,1598,80969,3152,293845,3582,98316,725,34349,2015,63967,2013,76871,990,43401,2010,33470,1825,0400000US54,1820836,500,896037,2810,51324,1389,294,222,51030,1450,144878,2071,13604,1904,131274,2805,192428,1892,18457,2017,173971,2347,362661,1821,83005,4115,279656,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
5452,229908,1182,56229,2751,173679,3005,150810,1197,66622,2691,84188,2732,2875626,3189,165685,1984,663,229,165022,1967,469741,2371,19742,1745,449999,2975,632126,2405,38402,2859,593724,3620,1142331,2512,134768,4923,1007563,5435,249831,1279,45653,2281,204178,2329,215912,1378,98764,2475,117148,2405,0400000US55,5684725,564,2809099,3166,173403,1756,1677,629,171726,1899,488963,2117,35190,2465,453773,3034,640030,2534,42050,3266,597980,4351,1125985,2611,137811,4737,988174,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
2383,24088,776,7309,808,16779,996,12716,557,6421,874,6295,842,283832,2423,19232,948,0,190,19232,948,47926,1196,2058,823,45868,1249,65724,1942,3087,863,62637,2137,109714,1511,12888,1811,96826,2218,24356,887,5569,949,18787,1220,16880,724,8025,1000,8855,894,0400000US56,574798,643,290966,2508,18697,985,737,573,17960,1181,51441,1648,2461,796,48980,1871,71163,1693,5471,1402,65692,2132,112861,1966,17229,2268,95632,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
6579,158493,1035,58641,2929,99852,3069,105650,1233,63287,2680,42363,2448,1838041,3476,86067,2345,834,643,85233,2375,283348,2078,20139,2381,263209,3174,405456,1979,31037,2580,374419,2982,716928,2168,161025,5581,555903,5884,193986,643,77191,2982,116795,2891,152256,1254,104286,2936,47970,2762,0400000US72,3521353,565,1683312,3518,98195,2357,1263,640,96932,2368,304474,2281,39408,3224,265066,4037,389721,2306,38082,3846,351639,4558,626779,2444,156111,6124,470668,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
