B25128_001M,B25128_002E,B25128_002M,B25128_003E,B25128_003M,B25128_004E,B25128_004M,B25128_005E,B25128_005M,B25128_006E,B25128_006M,B25128_007E,B25128_007M,B25128_008E,B25128_008M,B25128_009E,B25128_009M,B25128_010E,B25128_010M,B25128_011E,B25128_011M,B25128_012E,B25128_012M,B25128_013E,B25128_013M,B25128_014E,B25128_014M,B25128_015E,B25128_015M,B25128_016E,B25128_016M,B25128_017E,B25128_017M,B25128_018E,B25128_018M,B25128_019E,B25128_019M,B25128_020E,B25128_020M,B25128_021E,B25128_021M,B25128_022E,B25128_022M,B25128_023E,B25128_023M,B25128_024E,B25128_024M,B25128_025E,B25128_025M,B25128_026E,B25128_026M,B25128_027E,B25128_027M,B25128_028E,B25128_028M,B25128_029E,B25128_029M,B25128_030E,B25128_030M,B25128_031E,B25128_031M,B25128_032E,B25128_032M,B25128_033E,B25128_033M,B25128_034E,B25128_034M,B25128_035E,B25128_035M,B25128_036E,B25128_036M,B25128_037E,B25128_037M,B25128_038E,B25128_038M,B25128_039E,B25128_039M,B25128_040E,B25128_040M,B25128_041E,B25128_041M,B25128_042E,B25128_042M,B25128_043E,B25128_043M,B25128_044E,B25128_044M,B25128_045E,B25128_045M,GEO_ID,B25128_001E,B25128_001MA,B25128_002EA,B25128_002MA,B25128_003MA,B25128_003EA,B25128_004EA,B25128_004MA,B25128_005EA,B25128_005MA,B25128_006EA,B25128_006MA,B25128_007EA,B25128_007MA,B25128_008MA,B25128_008EA,B25128_009MA,B25128_009EA,B25128_010MA,B25128_010EA,B25128_011EA,B25128_011MA,B25128_012EA,B25128_012MA,B25128_013EA,B25128_013MA,B25128_014EA,B25128_014MA,B25128_015MA,B25128_015EA,B25128_016EA,B25128_016MA,B25128_017EA,B25128_017MA,B25128_018EA,B25128_018MA,B25128_019MA,B25128_019EA,B25128_020MA,B25128_020EA,B25128_021MA,B25128_021EA,B25128_022EA,B25128_022MA,B25128_023EA,B25128_023MA,B25128_024EA,B25128_024MA,B25128_025MA,B25128_025EA,B25128_026MA,B25128_026EA,B25128_027EA,B25128_027MA,B25128_028EA,B25128_028MA,B25128_029MA,B25128_029EA,B25128_030MA,B25128_030EA,B25128_031MA,B25128_031EA,B25128_032MA,B25128_032EA,B25128_033EA,B25128_033MA,B25128_034EA,B25128_034MA,B25128_035MA,B25128_035EA,B25128_036MA,B25128_036EA,B25128_037MA,B25128_037EA,B25128_038EA,B25128_038MA,B25128_039MA,B25128_039EA,B25128_040MA,B25128_040EA,B25128_041MA,B25128_041EA,B25128_042MA,B25128_042EA,B25128_043MA,B25128_043EA,B25128_044EA,B25128_044MA,B25128_045EA,B25128_045MA,NAME,B25128_001EA,state
12290,1575626,12914,182235,5063,104707,4865,74266,3850,1875,704,1387,540,0,181,0,181,921022,10361,164360,5835,409360,8890,226483,6132,85928,3648,27524,2296,7367,1138,472369,4770,41978,2307,114762,3429,96814,3683,67978,3126,80512,3780,70325,3087,779183,12183,294199,6739,270294,6654,21557,2712,1421,546,891,500,36,60,0,181,372374,9757,252764,8281,95808,4441,17479,1762,3790,889,1902,644,631,306,112610,4510,55695,4071,36014,2970,9970,1241,3893,868,3682,813,3356,800,0400000US29,2354809,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,29
3391,272856,4625,25626,2025,14986,1587,9909,1494,412,299,262,165,57,74,0,161,160720,3928,31172,2290,71509,3220,36132,2676,16029,1672,4576,804,1302,311,86510,2375,8858,1333,23141,1777,17216,1720,14011,1711,13285,1393,9999,1110,138106,4933,54799,2743,49536,2599,5037,1138,104,74,122,152,0,161,0,161,63163,3745,41544,3469,16567,1810,3750,886,869,393,260,140,173,141,20144,1937,9459,1369,6567,1084,1535,437,1226,556,738,371,619,258,0400000US30,410962,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,30
3795,488438,4861,64910,2759,40550,2429,23309,1731,620,267,431,222,0,153,0,153,287231,3744,55712,2821,120263,3847,69551,3005,27671,1742,11055,1295,2979,493,136297,2373,10854,1287,27956,1934,25212,1680,19784,1359,27373,1659,25118,1470,252327,4588,108000,3577,97735,3285,8969,1458,1256,716,28,37,12,22,0,153,106638,3935,70611,3614,26982,2007,6105,897,1716,521,1018,469,206,164,37689,2003,19369,1673,12092,1376,3156,788,1386,415,752,281,934,319,0400000US31,740765,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,31
6553,547905,6648,55639,3371,36855,2840,17416,1963,1020,618,348,303,0,203,0,203,320276,5888,94957,4322,144427,5678,66348,2939,11379,1337,2254,652,911,392,171990,3373,28005,2216,68686,3233,44224,2349,15859,1583,10617,1327,4599,772,473614,7285,146263,4471,133829,4760,11263,1492,1158,554,13,24,0,203,0,203,264206,6302,206125,5715,51277,3544,5439,1230,993,525,372,277,0,203,63145,3007,38965,2524,18395,1941,3971,784,961,326,411,275,442,256,0400000US32,1021519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,32
4605,364996,4581,29874,2007,19248,1680,9861,1290,322,210,443,306,0,182,0,182,237829,4036,40108,2660,96195,4414,60946,3250,31346,2431,7130,1175,2104,662,97293,2429,8785,1239,23831,1988,17790,1710,15493,1387,17781,1566,13613,1637,154760,5127,51387,3000,46403,2995,4751,1109,136,140,97,105,0,182,0,182,77151,4006,48541,3313,22694,2665,3913,976,1433,652,570,453,0,182,26222,2355,12027,1653,8734,1323,2520,761,1449,750,666,378,826,427,0400000US33,519756,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,33
10719,2021062,12667,135194,5046,80635,4385,48442,3135,3569,1021,2491,772,57,70,0,195,1300327,10005,193129,5996,569554,8823,341667,7574,137949,5014,37838,2644,20190,1785,585541,6636,38311,3207,122943,4963,101128,3547,98209,3946,111886,4177,113064,3799,1173782,10436,314883,7382,264372,6730,44837,3586,3785,1026,1889,718,0,195,0,195,661241,9843,373643,9335,217343,7997,48998,3699,13762,1896,4831,1112,2664,774,197658,5653,72779,3729,71547,4494,28172,2848,12764,1461,7867,1246,4529,886,0400000US34,3194844,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,34
6897,509151,6597,48882,3340,25914,2411,21474,2679,1047,498,434,254,13,21,0,190,295558,5721,51804,3195,127204,4973,71561,4157,28638,2505,11813,1495,4538,872,164711,3210,12511,1704,44263,2244,35044,2672,23071,1979,27471,2274,22351,1749,251765,6079,94142,3619,83190,3484,9839,1810,922,406,191,197,0,190,0,190,123229,5203,84623,3854,29123,2860,6535,1161,1392,449,838,580,718,491,34394,2837,16222,1927,11149,1824,3298,833,1956,714,903,312,866,383,0400000US35,760916,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,35
15877,3857906,20082,295587,7744,178291,5991,101185,4817,9959,1334,6055,1173,97,99,0,189,2415808,16303,365460,8066,981761,14621,635663,10257,296233,6811,91951,3974,44740,3245,1146511,8303,62168,3320,188948,5397,185678,5016,199773,6279,254328,6489,255616,4810,3424492,21300,984896,12627,790403,11962,161872,6279,20769,2603,11547,1968,305,248,0,189,1809989,16953,788687,13643,637932,10551,239994,7580,87124,5455,45062,3271,11190,1601,629607,9530,152145,5915,181857,6687,102108,4639,68544,3877,75281,4435,49672,3093,0400000US36,7282398,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,36
14716,2435384,18248,225317,7268,132119,5624,85694,4303,3997,1014,3441,1165,66,111,0,198,1476052,15195,261499,8923,666508,11301,358845,7856,125444,4217,48887,2841,14869,1996,734015,7370,59366,3334,189865,4617,141824,5249,108345,3714,119283,4758,115332,4089,1355236,14632,500736,9247,448050,8639,47875,4283,3310,945,1501,673,0,198,0,198,680419,11916,461766,10513,175198,6277,30238,2927,7470,1205,2945,763,2802,766,174081,5415,81228,4161,58144,3428,16078,1730,7431,1336,4345,812,6855,1207,0400000US37,3790620,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,37
3533,195002,4098,32914,2537,21778,2405,10163,1495,658,382,315,207,0,147,0,147,112382,2646,26541,2003,41848,2221,24371,1544,13520,1105,4645,688,1457,347,49706,1520,5114,824,9771,951,9010,1084,6726,916,10130,955,8955,813,110429,4045,54294,3427,49626,3453,3768,1048,870,694,30,39,0,147,0,147,38749,2315,24278,2020,10875,1465,2425,733,881,404,191,106,99,94,17386,1513,7235,897,6242,911,2346,1059,954,349,205,108,404,159,0400000US38,305431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,38
13994,3000748,17269,299148,6791,173755,5711,118657,5143,3356,871,3280,979,100,129,0,185,1793471,12665,291336,7654,725871,11060,474959,8810,205431,5973,73204,3298,22670,1872,908129,7772,59327,3197,177414,5134,165163,4578,125874,4730,190327,5972,190024,4800,1592424,15334,569689,10245,505549,9729,57740,4553,3751,1259,2414,735,235,250,0,185,787906,12959,510691,11763,216838,6926,41489,3248,11488,1527,4790,1086,2610,786,234829,6064,110832,4881,75074,3123,25794,1983,10966,1398,5039,988,7124,976,0400000US39,4593172,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,39
5575,950817,7331,120295,2769,73864,2543,43610,2180,1722,476,1099,439,0,153,0,153,541368,6867,118339,4065,234926,5289,120419,3468,47273,2378,16061,1224,4350,701,289154,3534,26815,1709,77796,2984,57571,2580,42181,2213,50685,2239,34106,1821,508942,7734,202819,4920,183940,4397,15711,1768,2030,804,1138,443,0,153,0,153,244272,5973,172687,5166,57580,3293,8888,1013,3416,871,786,305,915,393,61851,2519,32257,1705,19734,1699,4367,738,2546,584,1538,459,1409,342,0400000US40,1459759,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,40
6674,932392,9092,76750,3591,51127,3280,24189,2584,751,359,683,517,0,197,0,197,556858,7188,120855,5296,248627,7287,124727,4408,45759,2704,13472,1682,3418,830,298784,4749,38261,2777,86053,3749,65266,3173,40868,2648,43835,2825,24501,1859,603119,8658,222586,7079,201545,6855,20156,2072,691,432,194,261,0,197,0,197,286553,6632,188814,7373,81006,4166,12778,1699,2606,661,1053,491,296,315,93980,4268,51024,3360,28860,2673,8595,1250,3279,949,1441,547,781,323,0400000US41,1535511,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,41
12878,3404164,14323,316395,6853,182499,5246,122522,5418,5379,1057,5773,1178,222,181,0,168,2065813,11718,288056,7774,814707,10951,540996,8777,274273,7431,101777,3613,46004,2551,1021956,7352,56668,2895,176704,5205,153078,4724,145921,4773,217427,5006,272158,5204,1541808,15732,506407,10361,439977,10317,59517,4063,4407,1252,2330,683,176,238,0,168,735416,11931,431058,10830,227352,6443,50465,3470,15301,1840,7244,1201,3996,994,299985,6979,119794,4809,103223,4286,37388,2719,14768,1526,10549,1346,14263,1460,0400000US42,4945972,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,42
3327,240878,4850,20067,2040,11507,1638,7284,1119,775,523,501,396,0,203,0,203,149563,3881,21760,2281,58742,3073,39403,2559,17849,1762,8251,1077,3558,980,71248,2130,4523,846,11572,1399,10577,1505,11574,1404,15836,1828,17166,1385,168776,4882,52789,2791,44785,2781,7820,1649,122,140,62,100,0,203,0,203,84998,4570,52233,3402,24782,2806,5171,1126,2147,722,519,368,146,126,30989,2763,11617,1664,11063,1773,5001,1319,1316,420,1113,438,879,338,0400000US44,409654,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,44
10151,1243177,11898,115917,5058,65741,3958,45043,3515,3523,955,1610,686,0,200,0,200,723385,9073,135312,5250,314508,8138,173325,5151,63510,3392,25747,2187,10983,1607,403875,5253,44136,3219,109898,3651,74392,3506,53741,3448,63371,3128,58337,2689,583737,11489,215422,6961,189100,6283,23224,2561,2076,776,1022,507,0,200,0,200,296885,9157,196695,7192,78143,4681,12937,2024,4762,919,2112,768,2236,898,71430,3682,33249,2867,21988,2013,7638,1403,3808,1075,2723,762,2024,395,0400000US45,1826914,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,45
2656,228010,3569,30639,2036,19979,1767,10157,1163,227,165,38,51,238,292,0,151,134781,2941,26974,2116,56222,2465,31786,2049,13708,1293,4813,657,1278,373,62590,1587,6935,1122,15347,1475,13386,1545,8213,967,10145,1204,8564,968,106465,3187,43597,2814,39128,2764,4294,1018,131,92,44,54,0,151,0,151,43272,2708,27434,2435,11102,1460,3359,655,821,286,306,171,250,201,19596,1686,9269,1406,6853,996,2035,498,459,309,314,146,666,274,0400000US46,334475,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,46
11315,1659797,14297,162228,5650,95928,4576,60955,3402,3064,905,2157,805,124,171,0,198,990710,10719,183070,6580,438437,8114,239535,7038,89658,4348,28215,2431,11795,1596,506859,5634,41970,2912,125669,4653,99931,3519,75726,3870,88148,3944,75415,3280,849868,12205,312806,7745,281366,7498,27183,2965,2772,861,1485,639,0,198,0,198,430485,8766,292175,8676,109251,5041,18891,2063,5805,1311,2711,811,1652,589,106577,4506,49973,3473,33128,2655,12164,1657,4652,900,2989,808,3671,887,0400000US47,2509665,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,47
22719,5674241,28289,632739,11731,382469,10594,230518,6615,12708,1883,6795,1303,249,233,0,211,3570910,21136,764245,13202,1669643,17960,752425,13040,267462,8165,85402,4370,31733,2452,1470592,12274,149069,5550,381853,9052,298878,7472,221999,6067,245328,6182,173465,5313,3602956,26207,1444683,17299,1322191,17484,112423,5852,7308,1448,2761,863,0,211,0,211,1785268,21654,1271108,18561,420593,11178,65139,4306,16392,2088,6535,1325,5501,1243,373005,9862,197819,7583,114624,5030,33207,2931,15021,1736,5453,1095,6881,989,0400000US48,9277197,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,48
4666,635163,6737,101531,3742,61997,3337,37693,2826,1622,638,219,163,0,184,0,184,385902,5915,79032,4111,179805,6231,85128,3863,27826,2067,11757,1440,2354,585,147730,2783,13897,1402,39227,2314,27562,1645,17256,1456,27773,1921,22015,1574,283207,6106,134929,4886,124607,4868,9521,1449,324,227,477,320,0,184,0,184,120263,5057,82990,4335,30207,3041,4805,1066,1427,472,527,441,307,342,28015,2307,14296,1658,9267,1315,2612,771,907,672,432,266,501,271,0400000US49,918370,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,49
3177,180184,3423,14751,1312,9040,1090,5255,815,354,230,91,101,11,20,0,147,112753,2547,16467,1417,45100,2003,28954,2064,16185,1362,4434,659,1613,486,52680,1735,4365,906,12035,903,8964,990,8555,940,9975,920,8786,1035,77045,2927,28421,1737,25232,1741,2968,706,177,199,44,56,0,147,0,147,34044,2275,19982,1963,10535,1263,2352,586,1003,433,96,86,76,107,14580,1341,6844,993,4956,788,1776,396,600,300,174,135,230,130,0400000US50,257229,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,50
12955,2014812,16640,198052,6260,124389,5139,68392,3942,3742,1097,1444,512,85,131,0,195,1245927,13232,240401,7043,566043,9700,286785,6975,109947,3945,31545,2298,11206,1712,570833,6390,37079,2801,124300,4159,112694,4181,99320,3785,107593,4369,89847,3585,1069008,14859,397508,8208,358312,7775,35586,3159,2293,708,962,456,355,426,0,195,540025,10810,365788,8746,136851,7105,26370,2612,6585,1077,2253,678,2178,864,131475,5096,61339,3972,41208,3046,13727,1669,7344,1331,3806,902,4051,922,0400000US51,3083820,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,51
9916,1654620,12782,159342,5872,103790,4954,51821,3334,2378,746,1309,593,44,74,0,193,1027146,10227,212587,6511,458882,9322,240568,5718,86941,3613,22351,2031,5817,1176,468132,6260,49343,3152,130343,4890,98876,4067,68981,3768,69706,3570,50883,3227,1024981,13561,394553,9001,363280,8840,28306,3218,2167,877,732,463,68,131,0,193,492732,10332,334150,8991,129155,6295,22799,2471,4555,1054,1624,805,449,266,137696,4978,71493,4384,44644,3202,13155,1529,5398,1072,1625,529,1381,496,0400000US53,2679601,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,53
6298,530755,7300,46746,3214,28099,2840,16219,1792,1225,549,1053,495,150,221,0,187,302509,4884,46661,3297,115435,5006,78520,3835,39568,2957,15594,1778,6731,1109,181500,3693,11176,1732,35326,2980,30944,2324,29718,2188,38315,2691,36021,2612,204620,5954,71435,4221,62113,4382,8295,1342,541,299,486,328,0,187,0,187,102897,4690,62586,3950,29486,2214,6800,1136,2497,779,781,366,747,335,30288,2758,13153,1873,9090,1273,3749,836,1469,514,1174,481,1653,542,0400000US54,735375,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,54
7753,1536893,11259,169225,4891,99277,3971,66241,3327,2205,713,1375,541,127,137,0,145,942083,8322,146928,4602,401440,7159,243738,5625,101762,3383,36959,2181,11256,1258,425585,5089,26873,1937,91647,3610,83598,3084,61067,2432,86779,3367,75621,2887,770792,9773,294802,6601,266318,6331,26166,2435,1706,669,535,366,77,113,0,145,348744,7805,222316,6688,96524,4760,21220,2149,5079,845,2260,751,1345,443,127246,4637,59991,3558,42978,2809,12342,1485,5214,895,2644,451,4077,569,0400000US55,2307685,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,55
2987,155617,3486,21358,1961,13609,1656,7260,1302,271,317,218,320,0,190,0,190,91549,2926,19294,2169,40644,2597,19086,1932,9437,1516,2326,597,762,356,42710,1791,3694,783,11199,1187,9432,1203,6446,1168,6764,995,5175,777,76977,3496,35244,2758,31659,2762,3210,1011,323,301,52,90,0,190,0,190,32912,2979,23160,2413,7128,1564,1797,587,415,224,243,181,169,194,8821,1274,4622,958,2835,842,703,423,381,261,58,71,222,177,0400000US56,232594,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,56
9061,837840,10343,53344,3691,21994,2248,24105,2704,3872,1095,3373,999,0,220,0,220,471065,8557,44578,3862,165076,6118,127302,5104,75866,4437,41864,3097,16379,1838,313431,5086,12450,1363,41939,2649,47806,3033,58516,3392,84442,3863,68278,3547,395650,8325,112363,4498,79229,4197,24462,2507,4798,1134,3706,1064,168,199,0,220,213729,6694,95550,4990,63078,3960,24587,2271,11900,1831,9678,1294,8936,1446,69558,3429,17749,2120,19528,2283,7834,1129,7193,1214,8151,1408,9103,1235,0400000US72,1233490,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,72
