B17023_020M,B17023_021E,B17023_021M,B17023_022E,B17023_022M,B17023_023E,B17023_023M,B17023_024E,B17023_024M,B17023_025E,B17023_025M,B17023_026E,B17023_026M,B17023_027E,B17023_027M,B17023_028E,B17023_028M,B17023_029E,B17023_029M,B17023_030E,B17023_030M,B17023_031E,B17023_031M,B17023_032E,B17023_032M,B17023_033E,B17023_033M,B17023_034E,B17023_034M,B17023_035E,B17023_035M,GEO_ID,B17023_001E,B17023_001M,B17023_002E,B17023_002M,B17023_003E,B17023_003M,B17023_004E,B17023_004M,B17023_005E,B17023_005M,B17023_006E,B17023_006M,B17023_007E,B17023_007M,B17023_008E,B17023_008M,B17023_009E,B17023_009M,B17023_010E,B17023_010M,B17023_011E,B17023_011M,B17023_012E,B17023_012M,B17023_013E,B17023_013M,B17023_014E,B17023_014M,B17023_015E,B17023_015M,B17023_016E,B17023_016M,B17023_017E,B17023_017M,B17023_018E,B17023_018M,B17023_019E,B17023_019M,B17023_020E,B17023_020MA,B17023_021MA,B17023_021EA,B17023_022MA,B17023_022EA,B17023_023EA,B17023_023MA,B17023_024EA,B17023_024MA,B17023_025EA,B17023_025MA,B17023_026MA,B17023_026EA,B17023_027MA,B17023_027EA,B17023_028EA,B17023_028MA,B17023_029MA,B17023_029EA,B17023_030MA,B17023_030EA,B17023_031EA,B17023_031MA,B17023_032MA,B17023_032EA,B17023_033EA,B17023_033MA,B17023_034EA,B17023_034MA,B17023_035EA,B17023_035MA,NAME,B17023_001MA,B17023_001EA,B17023_002EA,B17023_002MA,B17023_003MA,B17023_003EA,B17023_004MA,B17023_004EA,B17023_005MA,B17023_005EA,B17023_006EA,B17023_006MA,B17023_007EA,B17023_007MA,B17023_008MA,B17023_008EA,B17023_009EA,B17023_009MA,B17023_010MA,B17023_010EA,B17023_011MA,B17023_011EA,B17023_012MA,B17023_012EA,B17023_013MA,B17023_013EA,B17023_014EA,B17023_014MA,B17023_015MA,B17023_015EA,B17023_016MA,B17023_016EA,B17023_017EA,B17023_017MA,B17023_018MA,B17023_018EA,B17023_019MA,B17023_019EA,B17023_020EA,state
15251,1066905,11332,515052,10878,106751,5101,4252,900,479790,9799,136193,5617,71895,4182,58055,4160,6085,1016,158,179,343597,8299,186647,6523,141245,5780,15150,2403,555,423,0400000US37,2492048,17217,319298,9025,110914,4969,51451,3218,33892,3426,22296,2624,3275,809,208384,7320,35252,3394,11967,1974,17428,2301,5641,1203,216,223,173132,6761,47078,2656,91785,4903,31142,2879,3127,1073,2172750,16961,1692960,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
3601,88370,2498,41688,2327,14119,1731,1476,638,28324,2611,12050,1837,5594,1145,5691,1156,657,389,108,147,16274,1976,6444,1030,8039,1676,1741,729,50,47,0400000US38,187800,4204,13823,1808,3363,686,1588,476,984,352,548,249,243,173,10460,1832,2058,808,411,232,1071,603,356,278,220,320,8402,1580,613,292,5759,1352,1787,814,243,199,173977,3963,145653,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
14811,1292045,10624,569572,10742,137854,5010,10242,1607,574040,11437,179446,6417,96524,5072,74542,4042,8131,1370,249,230,394594,9997,211728,6819,162373,7402,19688,2270,805,465,0400000US39,2923523,16690,339770,8301,95006,4616,45067,2769,27685,2390,16882,2025,5372,1375,244764,6828,34895,3125,11739,1605,17504,2359,5168,1212,484,425,209869,6289,46299,3251,115226,4280,42989,3597,5355,1519,2583753,14984,2009713,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
5697,415490,5377,193892,4350,54563,2678,3906,867,181076,5470,60716,3100,31551,2644,25223,1892,3588,935,354,271,120360,4231,62606,2564,51206,3079,6258,1136,290,215,0400000US40,966516,7153,117589,3673,42922,2332,19927,1701,13121,1410,8548,1110,1326,480,74667,3049,12432,1537,4131,912,6248,1048,1803,509,250,209,62235,2690,13710,1509,34773,2237,12586,1479,1166,466,848927,6916,667851,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
9311,443459,7448,196819,5917,43690,3996,3066,1016,173093,6796,58765,3925,31223,2835,24370,2124,2986,1030,186,283,114328,5221,61008,3269,46660,3385,6057,1328,603,486,0400000US41,966250,10337,106123,5403,43581,3649,18359,2447,13712,2272,9921,1884,1589,690,62542,4449,12701,2082,3522,961,7065,1694,1837,752,277,265,49841,3865,8747,1184,30827,3226,8938,1586,1329,573,860127,10332,687034,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
15442,1471227,10858,641670,9286,144566,4974,10618,1186,616571,11002,190746,6442,110707,4876,70431,3995,8895,1774,713,444,425825,8870,244836,7351,161542,4908,18424,1900,1023,608,0400000US42,3185054,17847,300402,8489,96361,5022,48814,3144,29312,2453,14994,1985,3241,680,204041,6916,34134,2891,10782,1477,18229,2195,4907,1099,216,223,169907,6227,39239,2794,95408,4811,30931,3327,4329,1020,2884652,16930,2268081,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
4965,110369,4108,52664,2928,9714,1410,495,359,58248,3097,17141,2075,10001,1592,6433,1272,707,409,0,203,41107,2985,21957,1893,17216,1888,1911,775,23,39,0400000US44,257165,5063,25675,2493,5973,1034,2491,694,2189,770,1151,600,142,135,19702,2221,3112,951,811,602,1981,619,320,383,0,203,16590,2130,2857,955,10827,1765,2497,791,409,350,231490,5299,173242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
10280,539193,7665,215522,6215,44843,3558,2046,621,241432,6458,66984,4771,39423,3284,25398,2972,2163,1019,0,200,174448,6760,100923,3913,65367,4564,7323,1661,835,625,0400000US45,1201616,11426,158580,7692,45725,3231,22909,2632,13106,1803,8775,1612,935,590,112855,6548,16396,2076,7273,1414,7032,1504,2091,843,0,200,96459,6284,27426,2811,48278,4612,18751,2472,2004,821,1043036,10411,801604,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
3804,102653,2999,40347,2559,14731,1565,1320,491,32386,2730,11829,1496,5844,940,4969,943,876,529,140,205,20557,2128,8059,1007,11124,1781,1299,495,75,128,0400000US46,211235,4208,19798,1720,6678,959,3311,597,1503,495,1574,556,290,205,13120,1555,2421,761,760,412,1393,644,229,135,39,50,10699,1330,2212,523,6343,1157,1870,528,274,174,191437,4014,159051,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
14156,719663,11001,332007,7694,68065,4088,4168,1198,308542,9220,92630,5127,53938,3753,35658,3252,2628,740,406,345,215912,7188,126364,5963,79519,5042,9963,1714,66,91,0400000US47,1660344,15866,227899,7321,79135,4494,35284,2777,26642,2524,14402,1967,2807,871,148764,5981,22305,2644,8746,1555,10738,1667,2403,963,418,433,126459,5580,31363,2889,67590,4690,24638,2847,2868,949,1432445,15401,1123903,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
24795,2424679,20005,1435991,18909,374279,11184,23615,2459,1289255,20012,399689,11257,225171,8693,149906,7188,23770,2590,842,496,889566,15935,462933,11393,368271,9363,56286,3857,2076,968,0400000US48,6407165,29321,859346,14678,344670,9882,123042,5859,119304,6218,90190,4435,12134,1856,514676,12339,77515,4922,29469,3712,33278,3099,14079,2028,689,359,437161,10906,99398,4682,224786,8298,100168,5165,12809,1935,5547819,27507,4258564,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
5905,272830,4984,160679,4774,89899,3773,13925,1419,95654,5013,32766,3346,17086,2138,12456,1937,3073,868,151,138,62888,4165,31541,2665,26324,2523,4862,1202,161,141,0400000US49,691495,6211,58508,4123,29548,2587,11565,1501,8049,1479,8197,1605,1737,688,28960,3375,5037,1248,1639,574,2309,836,971,566,118,142,23923,3098,3842,941,12857,2230,6591,1567,633,403,632987,6369,537333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
3166,80717,2419,34521,1950,6265,908,152,115,26341,1916,10229,1440,4436,852,5059,1007,702,412,32,51,16112,1493,6802,867,8702,1357,608,311,0,147,0400000US50,162017,3119,14021,1467,4086,802,2227,595,1214,410,563,284,82,78,9935,1418,1240,412,291,177,910,359,39,50,0,147,8695,1429,1795,659,5801,1203,1057,527,42,70,147996,3267,121655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
14077,882376,10992,491858,9023,108440,4350,6892,1286,397772,9767,117624,6118,65412,4625,47048,3877,5026,1115,138,198,280148,8380,155836,4930,109913,6145,14399,2180,0,195,0400000US51,2058820,15546,171482,6806,54873,3872,24777,2490,18148,2189,10662,1850,1286,706,116609,5653,15723,2125,5677,1271,7962,1578,1922,832,162,189,100886,5238,21860,2459,57074,4209,19304,2492,2648,949,1887338,15435,1489566,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
12894,780465,10107,393934,8970,90138,4264,6856,1317,302411,7810,103183,5309,51632,3543,46053,3830,5457,1078,41,51,199228,6758,106055,4667,84361,4349,8533,1573,279,246,0400000US53,1725099,12755,151295,6377,57883,4147,25242,2597,17696,2115,12189,1836,2756,908,93412,5248,17344,2151,4382,889,9064,1556,3495,1186,403,458,76068,5095,15921,2084,41702,3675,16098,2345,2347,844,1573804,13718,1271393,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
6868,233797,5701,82654,4171,14843,1992,1496,567,78322,4115,24834,2136,12235,1538,11536,1678,1063,455,0,187,53488,3427,34954,2783,17084,2069,1450,588,0,187,0400000US54,472869,8027,61757,3777,22900,2463,12819,1842,7078,1198,2586,755,417,359,38857,3006,8446,1384,3701,1023,3750,857,995,525,0,187,30411,2728,7620,1124,16729,2120,5792,1267,270,271,411112,6988,332790,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
10127,698896,7181,304547,6864,84016,3592,6548,1132,258426,6980,95710,4492,43364,2960,47429,3086,4781,950,136,150,162716,5173,78269,3498,74108,4347,10022,1513,317,237,0400000US55,1485877,10597,133444,4841,39186,2373,16922,1344,10877,1332,8813,1235,2574,752,94258,4332,18250,2039,4185,942,11000,1572,2402,699,663,520,76008,3791,9830,1310,49021,3275,15273,1674,1884,581,1352433,10596,1094007,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
3878,69091,2867,32368,2990,10127,1480,1258,650,25209,2448,11072,1538,5378,1141,4931,1222,702,471,61,108,14137,1768,7799,1374,5477,1043,852,388,9,15,0400000US56,149032,3982,10979,1437,4196,872,2451,681,1368,606,365,230,12,22,6783,1239,1075,520,308,262,655,410,112,123,0,190,5708,1092,572,320,4017,966,1105,459,14,28,138053,3888,112844,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
7720,242141,6406,89141,4601,8384,1593,96,154,160669,6178,40864,3626,26614,2898,13561,2034,689,463,0,220,119805,4712,79600,4251,38392,3078,1813,720,0,220,0400000US72,867505,10682,367074,8773,149998,5399,100917,4212,40409,3574,8367,1482,305,283,217076,7292,42143,3688,21438,2020,17477,2156,3037,936,191,229,174933,5904,71666,3880,84290,4053,18023,2331,954,452,500431,9420,339762,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
