C19131_066M,C19131_067E,C19131_067M,C19131_068E,C19131_068M,C19131_069E,C19131_069M,C19131_070E,C19131_070M,C19131_071E,C19131_071M,GEO_ID,C19131_001E,C19131_001M,C19131_002E,C19131_002M,C19131_003E,C19131_003M,C19131_004E,C19131_004M,C19131_005E,C19131_005M,C19131_006E,C19131_006M,C19131_007E,C19131_007M,C19131_008E,C19131_008M,C19131_009E,C19131_009M,C19131_010E,C19131_010M,C19131_011E,C19131_011M,C19131_012E,C19131_012M,C19131_013E,C19131_013M,C19131_014E,C19131_014M,C19131_015E,C19131_015M,C19131_016E,C19131_016M,C19131_017E,C19131_017M,C19131_018E,C19131_018M,C19131_019E,C19131_019M,C19131_020E,C19131_020M,C19131_021E,C19131_021M,C19131_022E,C19131_022M,C19131_023E,C19131_023M,C19131_024E,C19131_024M,C19131_025E,C19131_025M,C19131_026E,C19131_026M,C19131_027E,C19131_027M,C19131_028E,C19131_028M,C19131_029E,C19131_029M,C19131_030E,C19131_030M,C19131_031E,C19131_031M,C19131_032E,C19131_032M,C19131_033E,C19131_033M,C19131_034E,C19131_034M,C19131_035E,C19131_035M,C19131_036E,C19131_036M,C19131_037E,C19131_037M,C19131_038E,C19131_038M,C19131_039E,C19131_039M,C19131_040E,C19131_040M,C19131_041E,C19131_041M,C19131_042E,C19131_042M,C19131_043E,C19131_043M,C19131_044E,C19131_044M,C19131_045E,C19131_045M,C19131_046E,C19131_046M,C19131_047E,C19131_047M,C19131_048E,C19131_048M,C19131_049E,C19131_049M,C19131_050E,C19131_050M,C19131_051E,C19131_051M,C19131_052E,C19131_052M,C19131_053E,C19131_053M,C19131_054E,C19131_054M,C19131_055E,C19131_055M,C19131_056E,C19131_056M,C19131_057E,C19131_057M,C19131_058E,C19131_058M,C19131_059E,C19131_059M,C19131_060E,C19131_060M,C19131_061E,C19131_061M,C19131_062E,C19131_062M,C19131_063E,C19131_063M,C19131_064E,C19131_064M,C19131_065E,C19131_065M,C19131_066E,C19131_066MA,C19131_067EA,C19131_067MA,C19131_068EA,C19131_068MA,C19131_069MA,C19131_069EA,C19131_070MA,C19131_070EA,C19131_071EA,C19131_071MA,NAME,C19131_001EA,C19131_001MA,C19131_002MA,C19131_002EA,C19131_003MA,C19131_003EA,C19131_004MA,C19131_004EA,C19131_005MA,C19131_005EA,C19131_006EA,C19131_006MA,C19131_007EA,C19131_007MA,C19131_008EA,C19131_008MA,C19131_009MA,C19131_009EA,C19131_010MA,C19131_010EA,C19131_011MA,C19131_011EA,C19131_012EA,C19131_012MA,C19131_013EA,C19131_013MA,C19131_014MA,C19131_014EA,C19131_015MA,C19131_015EA,C19131_016EA,C19131_016MA,C19131_017EA,C19131_017MA,C19131_018EA,C19131_018MA,C19131_019EA,C19131_019MA,C19131_020MA,C19131_020EA,C19131_021MA,C19131_021EA,C19131_022EA,C19131_022MA,C19131_023EA,C19131_023MA,C19131_024EA,C19131_024MA,C19131_025MA,C19131_025EA,C19131_026MA,C19131_026EA,C19131_027MA,C19131_027EA,C19131_028EA,C19131_028MA,C19131_029EA,C19131_029MA,C19131_030EA,C19131_030MA,C19131_031MA,C19131_031EA,C19131_032MA,C19131_032EA,C19131_033EA,C19131_033MA,C19131_034EA,C19131_034MA,C19131_035EA,C19131_035MA,C19131_036EA,C19131_036MA,C19131_037MA,C19131_037EA,C19131_038MA,C19131_038EA,C19131_039EA,C19131_039MA,C19131_040EA,C19131_040MA,C19131_041MA,C19131_041EA,C19131_042MA,C19131_042EA,C19131_043MA,C19131_043EA,C19131_044EA,C19131_044MA,C19131_045EA,C19131_045MA,C19131_046MA,C19131_046EA,C19131_047MA,C19131_047EA,C19131_048MA,C19131_048EA,C19131_049MA,C19131_049EA,C19131_050EA,C19131_050MA,C19131_051MA,C19131_051EA,C19131_052MA,C19131_052EA,C19131_053MA,C19131_053EA,C19131_054MA,C19131_054EA,C19131_055EA,C19131_055MA,C19131_056EA,C19131_056MA,C19131_057EA,C19131_057MA,C19131_058MA,C19131_058EA,C19131_059MA,C19131_059EA,C19131_060MA,C19131_060EA,C19131_061MA,C19131_061EA,C19131_062EA,C19131_062MA,C19131_063EA,C19131_063MA,C19131_064MA,C19131_064EA,C19131_065MA,C19131_065EA,C19131_066EA,state
1094,7030,1058,2548,545,2058,571,472,291,66,74,0400000US31,480317,5426,371696,5522,150776,3797,1623,520,986,417,4778,1062,9013,1414,15637,1410,32877,2261,30481,2023,34865,2189,11505,1257,9011,1108,220920,4169,2968,629,2676,624,10740,1180,16688,1626,29463,2008,51523,2432,40122,2275,42486,2426,12961,1470,11293,1191,108621,4088,30590,2212,16895,1669,819,418,763,334,1719,550,2539,769,4444,1043,4166,1120,1429,523,720,387,113,91,183,269,13695,1612,412,268,734,391,947,398,1533,533,2948,734,3213,735,1820,645,1459,528,372,286,257,188,78031,3372,49702,2540,9429,1462,4594,926,10635,1557,8794,1451,7842,1112,5357,941,1846,559,812,387,167,144,226,197,28329,2413,1351,505,1237,524,3711,736,3917,952,5939,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1386,12861,1723,6895,1217,4494,989,1896,578,1171,498,0400000US32,642461,7985,447162,6558,176119,4653,3639,891,2516,821,9320,1506,14669,2078,23360,2896,38796,2845,30505,2842,33224,2563,11151,1689,8939,1260,271043,5317,5633,1230,4227,1119,13749,1472,22462,2282,37725,2715,61599,3591,44785,3125,48227,3051,17503,2158,15133,1841,195299,6572,67405,3690,32928,2822,1969,697,2120,821,4356,1301,5014,1147,7046,1478,5614,1407,3148,1018,2519,810,524,423,618,295,34477,2818,2152,736,760,435,3159,906,3514,833,5870,1210,8934,1548,4713,1125,4017,995,1065,571,293,192,127894,5624,69792,4318,13403,1753,6444,1303,11032,1691,10113,1618,13055,1597,9108,1661,4597,1139,1822,621,42,70,176,203,58102,3036,3517,916,2706,839,6500,1170,7281,1149,10781,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
880,5952,1265,1969,566,1893,522,409,285,251,179,0400000US33,345901,5099,270978,4490,94941,3627,485,288,628,322,2138,842,2913,886,5152,1097,16290,1889,17807,2199,25367,2098,12392,1538,11769,1629,176037,3885,1589,518,1169,401,4545,855,11219,1377,19539,2101,33010,2549,30343,2431,41507,2705,17390,1673,15726,1868,74923,4248,24221,2510,13308,1822,665,381,396,278,1600,807,1898,609,3139,1024,1927,698,1465,691,1461,657,214,178,543,402,10913,1568,130,128,87,104,1127,705,1238,533,1501,678,3092,1035,1419,656,1255,628,803,528,261,186,50702,3596,30044,2956,4055,1183,3366,1202,5081,1136,4476,1316,5334,1205,4947,1263,1841,621,670,512,261,201,13,21,20658,2017,914,470,399,241,2104,758,2667,842,4100,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
2814,45000,3026,32861,2836,31004,2310,10854,1556,6983,1353,0400000US34,2203675,15024,1607880,11979,691135,10212,7158,1282,5974,1206,21937,2486,26899,2900,46058,3366,85267,3935,81788,4462,174369,6053,103467,4746,138218,5343,916745,9666,13799,1939,10895,1433,28219,2578,45848,2981,77512,4068,144548,6026,135479,5512,207468,5737,115012,5036,137965,5259,595795,10279,154428,6346,62975,3701,4949,1296,2122,615,8532,1619,6892,1453,10315,1872,13132,1900,5892,1123,6192,1298,2132,884,2817,951,91453,5040,2949,834,2678,1059,6483,1563,7444,1370,13326,2069,19512,2371,14250,1903,14518,1864,5710,1223,4583,1090,441367,8776,219158,6709,35386,3534,19204,2179,34818,2972,30964,3356,32331,2993,32081,2858,16668,2177,11454,1597,3735,1088,2517,562,222209,6234,11177,1529,8751,1371,19677,1831,22930,2128,32972,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1481,8311,1248,5336,981,2345,653,764,512,257,177,0400000US35,489532,7201,340733,6214,124017,4736,3900,1250,2362,677,10845,1959,10845,1768,15804,1978,25207,2584,19790,2401,21273,2235,7509,1213,6482,1396,216716,5222,6429,1386,6402,1147,15027,1548,18351,2096,29581,2653,43015,2661,35706,2191,34954,2747,14469,1954,12782,1708,148799,4495,42076,2999,22067,2623,3121,969,1056,589,3243,978,2428,739,3665,1067,4377,1269,2480,981,1142,664,319,413,236,237,20009,1998,1184,493,1270,493,3568,1014,2165,735,3164,752,3522,911,2131,787,2132,924,709,471,164,170,106723,4079,59400,3646,15917,2403,7337,1553,11599,2057,7592,1460,7504,1209,5613,1314,2954,1012,777,330,48,81,59,69,47323,2941,4293,1010,3376,947,7877,1211,6116,946,8648,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
5042,108573,4517,67937,3724,59085,3356,18794,1725,12789,1305,0400000US36,4621954,18878,3176379,16778,1276180,13145,23118,2521,21628,2487,67265,3780,73333,4182,112621,5141,191475,6541,179227,7220,274602,7820,141717,5683,191194,6641,1900199,14501,34844,2606,36784,2949,91651,3880,118311,4658,203357,5059,333157,7274,283206,7427,384315,8237,188012,5959,226562,6536,1445575,15513,366755,8559,147675,6043,13919,2102,9171,1904,20983,2850,19325,2062,26108,2480,25878,2785,14734,2050,10545,1689,2787,759,4225,1172,219080,6787,9576,1471,7145,1414,20982,2153,23578,2953,31445,2859,46510,3905,30376,3068,30185,2905,11901,1849,7382,1108,1078820,12339,521588,11115,110766,5380,51827,3546,90109,4937,66151,3737,70392,4058,68519,4599,32848,2850,20497,2267,5480,1426,4999,1139,557232,9465,43924,3327,30529,2660,68200,3913,61116,3878,86285,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
3557,44690,3313,16945,1865,11935,1881,1595,507,1473,632,0400000US37,2492048,17217,1803874,15234,685518,11815,12219,1857,10879,1850,34954,3368,53500,3790,84895,4287,136396,6339,114671,5957,130794,5078,52284,3385,54926,3420,1118356,11446,20452,2000,21810,2116,70525,3863,104499,5354,162375,5447,244683,6393,182755,5455,186020,6589,66203,3836,59034,3152,688174,12288,171445,6601,87583,5225,9881,1627,6586,1130,16144,2454,16712,2212,14592,2296,11317,1802,6817,1292,3077,822,953,545,1504,715,83862,4633,4310,998,4970,1161,12010,1800,12563,1820,16500,2063,17937,2135,7932,1428,5238,1179,1583,553,819,501,516729,10248,283004,8195,62038,4274,31545,3108,56805,4624,43524,3420,42106,3230,31057,2973,8819,1747,5107,1135,972,480,1031,455,233725,6763,18597,2019,17805,2006,38216,3457,37028,2995,45441,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
611,1748,573,748,261,525,286,57,48,131,135,0400000US38,187800,4204,149016,3686,59058,2963,616,298,294,220,711,279,2166,554,4779,986,13004,1623,10830,1292,15901,1902,4832,1006,5925,1176,89958,2443,981,397,534,203,2984,550,5799,918,10366,1406,18953,1451,19213,1662,17080,1393,6737,1067,7311,1202,38784,3001,14108,1969,8103,1486,607,534,483,354,1130,653,1187,591,1648,591,1475,504,739,317,650,437,47,57,137,119,6005,1163,148,99,244,225,207,158,386,229,1530,667,1116,522,956,441,778,291,181,152,459,275,24676,2390,17619,2170,4430,1090,2255,898,2896,1043,2141,748,3061,1112,1830,582,265,181,580,385,93,107,68,91,7057,1058,263,184,168,109,611,317,1174,419,1632,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
3399,53082,3116,24854,2662,14448,1689,4554,916,1958,757,0400000US39,2923523,16690,2104719,15671,767607,11797,11044,1787,8561,1366,28806,2871,37180,2783,72681,3769,156629,6555,142810,4937,181019,5005,68236,3221,60641,3513,1337112,10877,20892,2020,17834,1779,65242,3485,104393,4263,193886,5493,309808,6461,229035,6243,241863,6956,81281,3806,72878,3636,818804,12837,214341,7082,106078,5295,12131,1884,5776,1440,14719,1999,15800,2014,19404,2339,21959,2650,7808,1418,5313,1095,1806,581,1362,531,108263,5318,5303,1086,3430,908,11583,1712,12467,1548,20245,2114,25776,2593,15039,1864,10705,1696,2220,625,1495,522,604463,10668,346436,7957,85140,3871,41849,3166,68253,4083,50053,4257,46278,3622,36121,3240,11198,1686,5798,1263,763,290,983,445,258027,7288,20889,2191,15366,1981,37461,2729,37172,2690,48243,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1395,14843,1417,7841,1328,4231,775,628,261,666,278,0400000US40,966516,7153,710773,6030,275356,3984,3946,640,4766,749,12498,1459,22125,1956,34894,2535,64914,3188,47314,2571,52320,3036,16690,1460,15889,1607,435417,5532,7739,894,8063,1100,31108,1749,37384,2419,59964,3202,100154,3101,69784,2973,71009,3148,25632,1740,24580,1832,255743,6158,73148,3591,37466,2321,3957,737,2279,713,4839,827,6556,1106,7265,1156,6932,1053,3099,828,1463,535,756,492,320,217,35682,2954,1889,611,1823,557,4986,1007,3393,709,5653,875,7881,1181,4888,885,3131,792,1162,560,876,404,182595,4759,106279,3863,23992,1801,11242,1397,24441,2160,16179,1446,14033,1412,11280,1377,2606,561,1837,601,201,153,468,278,76316,2580,5373,893,5097,929,11280,1121,11330,1167,15027,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
2245,14170,1664,7133,1337,6171,1270,1018,555,757,308,0400000US41,966250,10337,730615,9955,268797,6405,3718,1254,3119,1054,15042,1863,18847,2574,35009,3246,52983,3733,45358,3191,52122,3320,20760,1955,21839,2305,461818,7719,8767,1508,7368,1441,25003,1889,35803,2248,62533,3857,101122,4615,78515,4092,84320,3665,31599,2313,26788,2077,235635,7515,71466,4154,36721,2814,3831,1053,3184,1153,5943,1540,4841,1350,7024,1058,6123,1464,3114,818,1807,657,184,168,670,446,34745,2976,1718,676,1084,407,3047,1029,4074,1297,7584,1325,9186,1500,3479,735,3350,895,392,255,831,422,164169,6403,94414,4853,22431,2613,10549,1865,17667,2320,12905,1965,13835,1663,9519,1632,4484,1200,2453,731,419,240,152,160,69755,3552,3826,834,2955,779,10384,1809,9204,1360,14137,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
3452,62567,3513,33081,2547,22181,2114,4702,945,2549,658,0400000US42,3185054,17847,2364442,15878,844401,11084,11766,1597,8786,1462,25289,2623,37837,2576,71941,3781,157976,5722,153528,5906,204756,6366,86592,3376,85930,3774,1520041,10969,21089,2005,21804,1901,71840,3365,116540,4046,205276,5998,325592,7084,254633,6757,285773,6362,113667,4254,103827,4186,820612,12775,224880,6520,103391,4429,11352,1817,6723,1358,12794,1940,16183,2098,17535,2383,21511,2011,8058,1496,5894,1004,1406,568,1935,625,121489,4810,5432,1081,2776,678,13565,1867,12837,1449,21545,2250,28987,2506,17397,1790,13062,1415,2875,671,3013,762,595732,10598,311657,7581,64701,4378,36540,3246,56156,3850,47092,3371,46875,3020,35270,2939,13069,1690,8579,1541,1999,672,1376,580,284075,8519,17349,2135,13902,1908,36631,2462,37732,2930,53381,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1012,5563,1095,3306,877,1972,455,807,357,484,286,0400000US44,257165,5063,179215,4972,66355,3016,896,493,565,378,1902,678,3547,834,5821,1407,10676,1408,11636,1349,15996,1773,7060,1210,8256,1292,112860,4157,1223,484,1030,432,4152,949,6994,1195,13175,1992,21907,2302,19382,1872,25239,1991,9564,1395,10194,1231,77950,3455,20253,2238,9441,1548,1037,510,411,339,1513,673,1204,609,1891,862,2095,754,685,362,365,353,38,62,202,228,10812,1676,118,134,115,141,1351,583,1444,653,1583,746,2444,872,1365,706,1313,621,965,537,114,129,57697,3615,32883,2676,7416,1462,3042,859,5364,1378,4973,1325,4900,1305,4498,1076,1515,612,893,449,145,150,137,148,24814,2019,1618,710,983,531,2931,851,3408,932,3742,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
2484,24846,2887,8227,1245,5936,1165,455,305,711,544,0400000US45,1201616,11426,847329,10524,285227,6836,3739,992,3519,1183,15923,2203,19760,2318,33564,2719,60676,3627,53810,3506,59119,4180,19545,2213,15572,1988,562102,7475,10066,1630,9939,1740,34545,3136,51208,3428,87428,4069,123422,4218,90835,3461,92948,4231,31410,2211,30301,2410,354287,8720,83380,5166,36684,3651,3580,1190,2434,958,6137,1358,5112,1221,7513,1639,6837,1598,2766,953,1629,755,498,334,178,171,46696,3572,2713,883,2628,853,6635,1244,6029,1075,10016,1645,8713,1604,5651,1181,3250,1022,329,242,732,395,270907,8346,142558,6624,36687,3680,18204,2845,27275,2913,21718,2495,17336,2694,14413,1990,4626,1297,1934,687,204,212,161,185,128349,4289,10463,1739,11469,1691,21255,2366,21130,2352,23857,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
443,1964,414,1198,579,522,267,86,140,83,122,0400000US46,211235,4208,165729,4179,59765,2722,414,245,585,308,1692,557,2836,821,5846,924,13699,1337,15426,1675,13262,1267,2858,736,3147,712,105964,3160,1787,479,1263,391,4707,793,7300,939,15344,1374,26052,1939,19280,1634,19434,1785,5222,1065,5575,988,45506,2725,14250,1447,7646,1247,797,383,369,277,905,406,1400,632,1515,500,1500,516,479,360,408,269,211,185,62,82,6604,1008,429,361,310,185,427,268,935,532,1152,472,1576,562,819,503,677,353,144,149,135,150,31256,2378,20985,2103,3698,741,2585,937,4124,1019,4736,1131,2639,758,2386,701,422,278,227,195,0,151,168,222,10271,1108,706,349,1043,441,1001,344,2183,666,1485,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
3260,28284,2311,13090,1792,6927,1194,1991,759,718,349,0400000US47,1660344,15866,1203038,14862,448091,9265,8322,1620,7703,1427,28807,3164,31400,3111,55492,4096,98333,4846,75240,4004,81677,4009,30595,3052,30522,2587,754947,11360,15713,2140,14962,1662,56195,3265,71396,3709,109939,4639,169844,5372,119698,5385,118467,4752,38880,2898,39853,2665,457306,10457,114935,5547,52251,3487,5559,1100,4319,1192,10584,1953,8043,1536,9579,1722,8364,1635,3009,909,1573,607,512,284,709,397,62684,3994,4480,1320,2793,877,7720,1470,9123,1486,13670,2063,12830,1805,6451,1279,3988,985,957,390,672,334,342371,8081,184644,6750,48413,3876,21713,2458,40520,3176,27026,2984,23612,2115,14587,2084,4624,1173,3072,767,493,395,584,336,157727,5850,12949,1397,11937,2034,26710,2859,24536,2395,30585,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
5191,109798,5664,60781,3845,40858,3197,10692,1662,6689,1244,0400000US48,6407165,29321,4603234,27270,2055513,19326,36700,3677,39449,3650,122469,6534,157067,7010,230741,9136,375297,10295,308426,9425,417797,10247,173136,6354,194431,7123,2547721,20120,49169,3662,50782,3844,149611,5996,191824,5902,312003,8565,485672,11015,396218,8328,483701,10939,202996,6312,225745,6654,1803931,25171,477204,12008,222564,8298,17813,2150,12735,1919,35861,3536,31778,3657,39702,3326,41255,3716,18425,2554,15644,2285,4763,1272,4588,1100,254640,9606,12755,2108,10124,1727,26651,3339,32434,3108,43879,3219,55521,4333,31073,3314,26668,3057,9400,1726,6135,1288,1326727,19053,764396,14261,165018,7617,83240,5120,146524,7426,108420,5427,106910,5932,94724,5508,32907,2783,19435,2585,4210,1129,3008,810,562331,11402,40574,3163,31892,2735,83790,4481,77967,4529,99290,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
