C08006_027E,C08006_027M,C08006_028E,C08006_028M,C08006_029E,C08006_029M,C08006_030E,C08006_030M,C08006_031E,C08006_031M,C08006_032E,C08006_032M,C08006_033E,C08006_033M,C08006_034E,C08006_034M,C08006_035E,C08006_035M,C08006_036E,C08006_036M,GEO_ID,C08006_001E,C08006_001M,C08006_002E,C08006_002M,C08006_003E,C08006_003M,C08006_004E,C08006_004M,C08006_005E,C08006_005M,C08006_006E,C08006_006M,C08006_007E,C08006_007M,C08006_008E,C08006_008M,C08006_009E,C08006_009M,C08006_010E,C08006_010M,C08006_011E,C08006_011M,C08006_012E,C08006_012M,C08006_013E,C08006_013M,C08006_014E,C08006_014M,C08006_015E,C08006_015M,C08006_016E,C08006_016M,C08006_017E,C08006_017M,C08006_018E,C08006_018M,C08006_019E,C08006_019M,C08006_020E,C08006_020M,C08006_021E,C08006_021M,C08006_022E,C08006_022M,C08006_023E,C08006_023M,C08006_024E,C08006_024M,C08006_025E,C08006_025M,C08006_026E,C08006_026M,C08006_027EA,C08006_027MA,C08006_028MA,C08006_028EA,C08006_029MA,C08006_029EA,C08006_030EA,C08006_030MA,C08006_031EA,C08006_031MA,C08006_032EA,C08006_032MA,C08006_033MA,C08006_033EA,C08006_034MA,C08006_034EA,C08006_035EA,C08006_035MA,C08006_036EA,C08006_036MA,NAME,C08006_001MA,C08006_001EA,C08006_002MA,C08006_002EA,C08006_003MA,C08006_003EA,C08006_004EA,C08006_004MA,C08006_005EA,C08006_005MA,C08006_006MA,C08006_006EA,C08006_007MA,C08006_007EA,C08006_008MA,C08006_008EA,C08006_009EA,C08006_009MA,C08006_010EA,C08006_010MA,C08006_011MA,C08006_011EA,C08006_012MA,C08006_012EA,C08006_013MA,C08006_013EA,C08006_014EA,C08006_014MA,C08006_015EA,C08006_015MA,C08006_016EA,C08006_016MA,C08006_017MA,C08006_017EA,C08006_018MA,C08006_018EA,C08006_019EA,C08006_019MA,C08006_020EA,C08006_020MA,C08006_021EA,C08006_021MA,C08006_022MA,C08006_022EA,C08006_023MA,C08006_023EA,C08006_024EA,C08006_024MA,C08006_025EA,C08006_025MA,C08006_026EA,C08006_026MA,state
331881,7267,36664,2676,28793,2607,4316,1078,3555,996,4732,1292,2597,1069,7909,1362,3662,1211,21344,2147,0400000US35,872554,9902,783856,9743,700770,9978,83086,4749,63625,4537,10587,1969,8874,1447,10934,2065,7368,1530,17945,1992,10884,1740,41567,3446,463765,8159,415311,7810,368889,7001,46422,3711,34832,3400,6271,1380,5319,1239,6202,1288,4771,977,10036,1662,7222,1216,20223,2211,408789,7000,368545,7280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
2283371,16922,283020,7297,224212,5956,31951,2382,26857,2969,1322674,14006,16516,2224,288390,8324,52961,4320,176129,6647,0400000US36,9169233,25906,5468807,28070,4869602,27024,599205,13672,463701,11411,71540,4298,63964,5173,2593733,20861,58198,3956,576752,14583,110575,6941,361168,10446,4746172,17918,2902416,19685,2586231,18425,316185,8662,239489,8020,39589,3148,37107,3793,1271059,15317,41682,3412,288362,10279,57614,4528,185039,7174,4423061,20663,2566391,16924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
1736833,16790,189393,7184,151492,6922,23641,2762,14260,2062,28373,2884,2973,886,32014,2911,17059,2193,102681,5242,0400000US37,4431005,19374,4034342,20783,3605043,22261,429299,10729,330196,9500,56715,4518,42388,3942,50467,3630,11121,1702,79919,4858,46071,3688,209085,8535,2321679,13095,2108116,13083,1868210,14165,239906,7683,178704,5915,33074,3245,28128,3224,22094,2609,8148,1434,47905,3669,29012,2678,106404,5538,2109326,14879,1926226,15889,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
144353,3516,14628,1540,10992,1282,2528,660,1108,459,1049,437,286,190,5429,810,1184,564,9558,1202,0400000US38,388595,5049,348194,4659,315753,4716,32441,2574,23468,2218,4809,939,4164,1013,2588,837,1112,372,13553,1376,2690,737,20458,1557,212108,3331,189213,3376,171400,3469,17813,1999,12476,1563,2281,660,3056,912,1539,564,826,306,8124,1008,1506,517,10900,1354,176487,3579,158981,3364,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
2147939,14941,193903,6277,158107,6121,21038,2142,14758,1798,45611,3399,5211,1082,51339,3338,16630,2136,100118,4774,0400000US39,5330410,21237,4871237,22082,4454047,21935,417190,10510,332561,10829,45476,3701,39153,3359,90734,4518,16864,2012,116550,4904,41103,3261,193922,5919,2769659,13023,2529395,13298,2306108,13192,223287,7486,174454,6992,24438,2426,24395,2437,45123,3108,11653,1658,65211,3418,24473,2291,93804,4264,2560751,13600,2341842,15259,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
660250,7530,82068,3765,66539,3593,11004,1544,4525,939,3840,720,1779,674,12201,1683,7015,1145,30286,2774,0400000US40,1723902,9202,1599616,9692,1419280,9514,180336,5406,141096,4814,24841,2587,14399,2171,7405,1157,5064,1167,29971,2612,19919,1987,61927,4350,926463,6704,857298,7158,759030,7533,98268,3622,74557,3062,13837,1841,9874,1787,3565,894,3285,799,17770,1811,12904,1592,31641,2919,797439,7697,742318,8388,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
597764,8554,87039,5533,71413,4931,10187,1260,5439,1209,39290,2928,16019,1782,32470,3374,5922,1227,59871,4164,0400000US41,1779891,13638,1446460,13676,1254586,12908,191874,8619,152873,7888,22626,3135,16375,2450,82817,4392,45745,3670,70615,4820,21186,2157,113068,5768,941516,8490,761657,10046,656822,9263,104835,5170,81460,4878,12439,2820,10936,2007,43527,2912,29726,3307,38145,3416,15264,1879,53197,3383,838375,9887,684803,8871,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
2178377,16025,228678,7119,181890,5741,28398,3028,18390,1821,186428,7444,10439,1678,112979,6016,18708,2333,125520,5381,0400000US42,5930486,23224,5036657,24558,4530736,27625,505921,13606,390968,10096,64647,5198,50306,5130,340499,11144,28664,3026,229204,9583,52009,3903,243453,7418,3069357,14741,2629602,16260,2352359,17783,277243,9203,209078,6702,36249,3494,31916,4419,154071,5985,18225,2226,116225,6327,33301,2691,117933,4557,2861129,14330,2407055,14486,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
200210,5101,16202,2025,12586,1738,1789,710,1827,647,7988,1524,934,391,9773,1585,1956,647,9171,1338,0400000US44,505224,6803,443185,7322,405692,7911,37493,3542,28316,3034,4525,1130,4652,1485,15219,1967,2625,778,19942,2000,4951,1202,19302,2118,258990,4427,226773,4799,205482,5002,21291,2422,15730,2185,2736,773,2825,1160,7231,1340,1691,669,10169,1138,2995,1002,10131,1559,246234,4829,216412,4884,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
848635,10679,88817,4588,70221,4162,12375,2026,6221,1386,6304,1441,1939,671,17889,2216,11102,1909,37831,3127,0400000US45,2117951,15116,1948412,15833,1751491,16620,196921,7615,152405,7220,27641,3820,16875,2612,15263,2474,6741,1361,46514,3079,28297,2458,72724,4496,1105434,9623,1010960,9547,902856,11164,108104,5843,82184,5300,15266,3256,10654,1927,8959,1686,4802,1176,28625,2522,17195,1840,34893,3160,1012517,11000,937452,11300,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
164340,3399,17751,1976,13874,1808,2653,758,1224,521,1169,535,455,241,7943,1661,1451,446,10146,1186,0400000US46,435818,4863,384898,4997,344991,5692,39907,3556,30261,3316,5689,1219,3957,1183,2377,986,1929,697,18453,2240,4042,852,24119,2133,232563,3077,202807,3727,180651,4215,22156,2261,16387,2006,3036,1051,2733,991,1208,679,1474,594,10510,1715,2591,740,13973,1731,203255,3585,182091,3406,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
1133804,12979,129589,5946,100646,5333,18704,2580,10239,1548,12301,1780,1067,521,19835,2772,12344,2163,51781,3460,0400000US47,2865341,17158,2654755,18699,2389964,19858,264791,9698,206759,9493,36843,3689,21189,2515,24552,2744,4196,1101,42735,3978,33241,3611,105862,4500,1504620,12544,1391362,12460,1256160,12202,135202,6430,106113,6361,18139,2505,10950,1777,12251,2154,3129,929,22900,2590,20897,2700,54081,3470,1360721,12559,1263393,12678,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
4469081,28089,572876,14545,449396,13092,77858,4235,45622,3510,97725,5914,6372,1358,82541,4833,64377,4386,232232,7781,0400000US48,12275962,34820,11170087,37163,9869007,39911,1301080,24028,975288,22012,197040,9294,128752,6522,197216,8970,33738,3579,192370,6462,188214,7400,494337,12488,6750758,19749,6128130,24330,5399926,25914,728204,16644,525892,13600,119182,7841,83130,5340,99491,6363,27366,3332,109829,5493,123837,6129,262105,9026,5525204,27719,5041957,27944,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
450597,7668,65681,4543,50605,3856,9470,1797,5606,1490,13318,1777,3041,732,15491,2251,3155,762,39245,2393,0400000US49,1345675,8238,1182618,9900,1023289,11048,159329,7211,117911,6411,23898,2853,17520,2548,33991,3112,10071,1617,31770,2964,13479,1741,73746,3681,755147,5872,666340,7090,572692,7478,93648,4852,67306,4311,14428,2145,11914,1848,20673,2199,7030,1303,16279,2246,10324,1572,34501,2745,590528,6096,516278,7042,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
117064,3080,14457,1583,11822,1419,1698,560,937,393,1567,535,580,273,7905,1114,908,399,11004,1232,0400000US50,317172,4692,269800,4898,242073,4479,27727,2399,23046,2142,3112,868,1569,505,3585,789,1921,631,17236,2090,1963,561,22667,2115,163687,2609,138279,2623,125009,2585,13270,1549,11224,1366,1414,595,632,235,2018,564,1341,565,9331,1376,1055,338,11663,1546,153485,3469,131521,3362,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
1507822,15232,166693,6929,126823,6105,27914,2505,11956,1521,90420,4342,4318,1034,38654,3945,18940,2284,92820,4616,0400000US51,4063553,17597,3536746,18240,3158348,20246,378398,11148,283006,9070,64672,4463,30720,3424,191066,7067,17677,2240,91217,6140,49576,4128,177271,5789,2143886,12082,1862231,12977,1650526,12932,211705,7420,156183,5908,36758,3391,18764,2837,100646,5011,13359,1953,52563,4061,30636,3259,84451,3605,1919667,12699,1674515,13201,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
1101873,12606,154106,5544,121127,4762,16951,1931,16028,2132,98376,4961,7492,1331,50139,3724,10853,1438,91076,4482,0400000US53,3309730,16792,2730291,17233,2394643,16522,335648,9301,258730,8095,38692,3415,38226,3898,209906,7428,32712,3105,115552,6603,40443,3406,180826,7468,1795815,11279,1474312,12923,1292770,12208,181542,6727,137603,6098,21741,2798,22198,2643,111530,4882,25220,2624,65413,4579,29590,2957,89750,5038,1513915,11397,1255979,11803,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
288746,6717,30914,2310,26281,2367,3737,990,896,402,1994,654,220,236,9406,1453,2766,683,10261,1630,0400000US54,732360,9105,678883,10138,607615,9203,71268,4294,58156,4193,9496,1594,3616,760,5410,1198,1936,880,21210,2234,6365,1150,18556,2186,388053,6104,359223,6155,318869,6115,40354,3058,31875,2946,5759,1004,2720,741,3416,927,1716,829,11804,1477,3599,792,8295,1257,344307,6627,319660,7377,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
1122455,9438,110691,4013,86508,3991,15794,1610,8389,1138,28619,3180,5944,1226,41976,2796,11201,1586,59995,3125,0400000US55,2869683,11821,2555296,13754,2320974,15285,234322,7070,186071,6683,31279,2157,16972,1679,54465,3803,22750,2547,92497,4033,27729,2115,116946,4397,1488802,7332,1322150,9428,1198519,10277,123631,5107,99563,4803,15485,1379,8583,1255,25846,2487,16806,2244,50521,3037,16528,1748,56951,3078,1380881,9848,1233146,9685,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
106163,3529,12081,1816,8890,1623,2407,842,784,401,1408,693,1095,549,4339,1175,508,375,7983,1462,0400000US56,296201,4351,260160,4993,227488,5284,32672,3007,21926,2544,6309,1369,4437,1146,4783,1321,2785,790,10568,1930,3689,1062,14216,2105,162624,3202,141916,3597,121325,3863,20591,2023,13036,1594,3902,910,3653,1056,3375,1006,1690,592,6229,1324,3181,908,6233,1187,133577,3369,118244,3692,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
372201,8350,49540,3767,36967,3484,9511,1394,3062,806,15867,1920,246,185,14135,2147,8599,1580,7118,1369,0400000US72,1010328,12072,905793,12092,813825,11936,91968,5563,70506,5140,14235,1713,7227,1456,27409,2527,2238,701,36960,3229,19196,2351,18732,2159,542622,9140,484052,9172,441624,9157,42428,3233,33539,3070,4724,1010,4165,1203,11542,1642,1992,684,22825,2720,10597,1919,11614,1598,467706,8325,421741,8114,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
