B27021_031M,B27021_032E,B27021_032M,B27021_033E,B27021_033M,B27021_034E,B27021_034M,B27021_035E,B27021_035M,B27021_036E,B27021_036M,B27021_037E,B27021_037M,B27021_038E,B27021_038M,B27021_039E,B27021_039M,B27021_040E,B27021_040M,B27021_041E,B27021_041M,B27021_042E,B27021_042M,B27021_043E,B27021_043M,B27021_044E,B27021_044M,B27021_045E,B27021_045M,B27021_046E,B27021_046M,B27021_047E,B27021_047M,B27021_048E,B27021_048M,B27021_049E,B27021_049M,B27021_050E,B27021_050M,B27021_051E,B27021_051M,B27021_052E,B27021_052M,B27021_053E,B27021_053M,GEO_ID,B27021_001E,B27021_001M,B27021_002E,B27021_002M,B27021_003E,B27021_003M,B27021_004E,B27021_004M,B27021_005E,B27021_005M,B27021_006E,B27021_006M,B27021_007E,B27021_007M,B27021_008E,B27021_008M,B27021_009E,B27021_009M,B27021_010E,B27021_010M,B27021_011E,B27021_011M,B27021_012E,B27021_012M,B27021_013E,B27021_013M,B27021_014E,B27021_014M,B27021_015E,B27021_015M,B27021_016E,B27021_016M,B27021_017E,B27021_017M,B27021_018E,B27021_018M,B27021_019E,B27021_019M,B27021_020E,B27021_020M,B27021_021E,B27021_021M,B27021_022E,B27021_022M,B27021_023E,B27021_023M,B27021_024E,B27021_024M,B27021_025E,B27021_025M,B27021_026E,B27021_026M,B27021_027E,B27021_027M,B27021_028E,B27021_028M,B27021_029E,B27021_029M,B27021_030E,B27021_030M,B27021_031E,B27021_031MA,B27021_032MA,B27021_032EA,B27021_033MA,B27021_033EA,B27021_034EA,B27021_034MA,B27021_035EA,B27021_035MA,B27021_036EA,B27021_036MA,B27021_037MA,B27021_037EA,B27021_038MA,B27021_038EA,B27021_039MA,B27021_039EA,B27021_040EA,B27021_040MA,B27021_041EA,B27021_041MA,B27021_042MA,B27021_042EA,B27021_043MA,B27021_043EA,B27021_044MA,B27021_044EA,B27021_045EA,B27021_045MA,B27021_046EA,B27021_046MA,B27021_047EA,B27021_047MA,B27021_048MA,B27021_048EA,B27021_049MA,B27021_049EA,B27021_050MA,B27021_050EA,B27021_051MA,B27021_051EA,B27021_052MA,B27021_052EA,B27021_053MA,B27021_053EA,NAME,B27021_001MA,B27021_001EA,B27021_002EA,B27021_002MA,B27021_003MA,B27021_003EA,B27021_004EA,B27021_004MA,B27021_005MA,B27021_005EA,B27021_006MA,B27021_006EA,B27021_007EA,B27021_007MA,B27021_008EA,B27021_008MA,B27021_009EA,B27021_009MA,B27021_010MA,B27021_010EA,B27021_011MA,B27021_011EA,B27021_012EA,B27021_012MA,B27021_013EA,B27021_013MA,B27021_014EA,B27021_014MA,B27021_015MA,B27021_015EA,B27021_016MA,B27021_016EA,B27021_017MA,B27021_017EA,B27021_018EA,B27021_018MA,B27021_019EA,B27021_019MA,B27021_020MA,B27021_020EA,B27021_021MA,B27021_021EA,B27021_022MA,B27021_022EA,B27021_023EA,B27021_023MA,B27021_024EA,B27021_024MA,B27021_025EA,B27021_025MA,B27021_026MA,B27021_026EA,B27021_027MA,B27021_027EA,B27021_028MA,B27021_028EA,B27021_029EA,B27021_029MA,B27021_030EA,B27021_030MA,B27021_031EA,state
10227,209324,9193,162526,7804,97006,5098,74638,5859,46798,5085,3795744,33654,2669077,19206,2172895,17309,2041123,16256,1404564,15837,1142068,14682,131772,6843,496182,11323,445087,9585,361331,9198,121732,5137,51095,4353,1126667,20998,996567,17608,733248,14715,313157,8676,130100,8030,0400000US36,19556452,1993,15760708,33868,10777015,65927,10647959,63973,10087215,59259,7933183,53344,3389533,37901,560744,18777,129056,7765,97204,6623,57649,4454,46643,4441,31852,4245,4983693,55944,1276890,36738,1129202,32293,981365,26848,582589,19508,477379,19220,147837,10280,147688,8856,115670,7436,67526,5057,53272,4750,32018,3981,3706803,53232,3497479,51298,3249147,49623,1648607,37563,1894595,32364,248332,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
11337,101646,6247,63508,4915,45089,4086,21853,2818,38138,3747,1801786,24919,1329343,16339,1100459,15346,994177,13993,737108,13141,528620,10488,106282,5920,228884,8034,187830,7384,162385,6675,40542,3339,41054,3464,472443,13498,378415,11582,314048,10050,81851,5556,94028,6315,0400000US37,9855612,3797,8053826,24580,5714370,43789,5672807,43702,5217553,42590,4301181,43492,1649542,22394,455254,16977,41563,4043,31868,3410,16267,2599,18248,2845,9695,1985,2339456,41730,579488,26123,507000,22502,403502,18741,251480,12638,187293,12155,103498,10128,72488,6344,46386,4640,28900,3432,18717,2930,26102,3679,1759968,38665,1658322,36172,1429586,31980,724080,22639,827895,26292,228736,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
2535,4973,1226,3822,1103,3428,1012,525,417,1151,573,175460,6032,124560,3873,95202,3746,88761,3564,70233,3232,43797,2524,6441,1345,29358,2733,25589,2499,23796,2330,3247,810,3769,1007,50900,3437,44005,2909,37735,2511,7492,1522,6895,1541,0400000US38,740547,930,565087,6196,450661,9396,447026,9694,425122,8796,394610,9051,86597,3978,21904,4341,3635,1216,3168,1076,2218,749,1051,502,467,356,114426,9412,41871,5283,36256,4634,30031,4153,23968,3726,8531,1912,6225,2090,5615,1325,4517,1268,3443,1081,1129,505,1098,600,72555,8179,67582,7654,58081,6353,37426,5028,26412,3675,9501,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
7504,122559,7339,96080,6804,52958,4413,48294,5083,26479,2890,2235233,24669,1683528,16194,1393088,15069,1300440,15985,899213,13779,752907,11144,92648,4749,290440,8201,257540,7028,207015,6770,70619,3846,32900,3079,551705,12550,489814,11570,368594,8741,146526,7337,61891,4518,0400000US39,11442029,985,9206796,24427,6649176,41759,6613737,42096,6290026,42779,5296444,36274,1847519,27268,323711,13817,35439,3442,30551,3041,14102,2105,18729,2548,4888,1002,2557620,43289,673804,22835,588874,20188,518656,18383,332703,13201,233548,11345,70218,6210,84930,4966,71213,4615,36553,3641,37180,3086,13717,2295,1883816,34323,1761257,30722,1641433,28664,762307,17394,1036902,23126,119824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
5940,38947,3002,24680,2604,19648,2263,6339,1120,14267,2068,667875,10795,494567,6553,409618,6330,361433,6494,259426,6110,207319,4190,48185,2848,84949,3825,66161,3255,55688,3093,16301,1604,18788,1843,173308,7442,130978,6404,102664,5511,35471,3031,42330,3189,0400000US40,3830329,1616,3162454,11075,2280894,17850,2262079,17585,2026425,16394,1659953,17178,659131,13310,235654,8943,18815,2036,14047,1812,5592,1106,9283,1479,4768,1317,881560,15679,268007,11337,236042,9985,184232,8019,117090,6174,81700,5416,51810,4855,31965,2825,20618,2270,14091,2052,7627,1220,11347,1689,613553,16103,574606,14918,469246,12190,243098,8685,266695,9024,105360,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
5485,50101,4460,38081,4368,21915,3091,18028,2804,12020,2026,847351,14526,574386,8938,433351,8825,411150,8569,284642,6197,246792,7622,22201,2540,141035,6126,127393,5871,97864,4576,41830,3088,13642,2009,272965,9824,242709,8974,165171,7493,93982,5314,30256,4243,0400000US41,3991133,495,3143782,14597,2371380,25629,2337133,25578,2205101,24931,1741871,25560,810377,18656,132032,9374,34247,3707,29105,2951,14138,1846,17509,2725,5142,1322,772402,23227,231211,16296,194851,13366,172547,12422,110286,8841,78890,7139,22304,3550,36360,4720,30844,4458,17295,3507,15082,2392,5516,1627,541191,19863,491090,17869,453940,16253,219520,10908,284878,13612,37150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
8291,126315,6523,98442,6043,65153,4799,37011,4041,27873,2883,2421202,23257,1751158,14709,1446271,14400,1361548,14729,1015815,12656,783816,11061,84723,4867,304887,8526,276640,8039,237648,6948,65844,3512,28247,2394,670044,13814,606468,12291,491206,10450,146763,6164,63576,4305,0400000US42,12599417,801,10178215,23245,7377914,44506,7328240,44969,6978026,43660,6046692,41392,2013972,25368,350214,12750,49674,4167,41984,3841,26037,2760,18523,2587,7690,1435,2800301,40586,752999,27060,662687,23061,586198,20358,400582,15181,243787,12548,76489,6652,90312,6536,77385,6250,46045,4015,34442,4327,12927,2024,2047302,38007,1920987,36715,1770799,33742,932366,20970,1024216,26479,150188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
2539,10975,1799,8178,1500,5170,1238,3222,825,2797,1113,227307,8129,157013,5293,129417,4883,122677,4741,80812,3603,73269,4301,6740,1403,27596,2691,25988,2581,21193,2255,6668,1363,1608,708,70294,4316,63835,3903,52231,3391,14350,2325,6459,2078,0400000US44,1041268,531,813961,8152,559961,16413,554199,16070,532894,15438,445603,14892,164067,8590,21305,4222,5762,1397,4703,1259,3298,1035,1721,787,1059,566,254000,14341,60486,7496,54780,6688,48271,6261,35026,5727,18137,2774,6509,2133,5706,1341,5244,1239,3842,1115,1574,671,462,339,193514,13689,182539,13208,170068,13072,86595,9472,99736,8750,12471,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
8047,46394,5200,32653,4649,21034,3270,12750,3174,13741,2455,856509,15929,634706,10246,535378,9610,478532,8974,346356,8915,267959,6535,56846,3736,99328,4971,79921,4563,66770,4474,20884,2217,19407,2458,221803,8552,172838,7193,139849,6973,41525,4179,48965,4157,0400000US45,4801301,2216,3944792,15769,2693585,33179,2676519,33083,2477450,31956,2041981,29687,830251,20215,199069,10262,17066,2468,14241,2352,8590,1774,6661,1899,2825,835,1251207,30557,284619,18157,252090,15335,204482,13012,130915,10688,95876,7610,47608,5589,32529,4578,21252,3373,12628,2656,9190,2278,11277,2253,966588,29242,920194,27633,796704,26473,398819,20104,465394,16502,123490,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
2435,9125,1737,5594,1114,4117,842,1751,627,3531,1031,170212,5691,122132,3744,100104,3773,90753,3527,68108,3079,48559,2674,9351,1383,22028,1969,18678,1836,16754,1855,3797,960,3350,847,48080,3388,38823,3442,30216,2729,10468,2425,9257,1884,0400000US46,841363,603,671151,5713,514400,10847,511974,10846,482655,10113,425343,9978,126003,5260,29319,4285,2426,1037,1943,965,521,329,1482,884,483,390,156751,9098,49472,5575,41212,4541,31715,4035,21080,3055,13178,2721,9497,2013,8260,1521,5413,1169,3998,994,1623,507,2847,933,107279,6629,98154,6325,79874,6253,41256,4563,48108,4396,18280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
8128,63149,4370,38467,3246,23681,2212,16847,2612,24682,2751,1140906,17144,852043,11213,706691,11599,634570,11866,441497,11098,358611,9009,72121,4589,145352,6146,117653,5181,99084,5166,29222,2244,27699,2921,288863,10638,227644,8936,180342,7442,60160,4935,61219,5014,0400000US47,6496300,2363,5355394,17409,3787573,37930,3762394,37827,3493013,37459,2836543,35183,1131678,21891,269381,14939,25179,3414,19190,2859,11279,2236,9904,1786,5989,1566,1567821,32812,399696,18729,355090,17148,291403,14271,177768,11014,140292,9746,63687,7331,44606,3599,34713,3310,17587,2393,19389,2727,9893,1775,1168125,29248,1104976,28356,972230,26911,489778,17969,568463,20410,132746,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
30342,283294,11244,163834,9733,124726,8924,47593,5097,119460,7100,3884532,38893,2886494,23546,2368574,20914,2075817,20486,1574276,17799,958492,14376,292757,10760,517920,12887,410683,11587,359730,9941,77554,4461,107237,5970,998038,22644,747620,19094,620259,18136,159637,6983,250418,11349,0400000US48,26990435,4141,23105903,38582,16427581,90470,16302813,89849,13968565,89431,11298484,81597,4083241,44279,2334248,40515,124768,8429,87244,6900,53906,5135,39267,4483,37524,4366,6678322,87198,1764390,50973,1572446,44049,1156011,33717,747097,24250,483434,20437,416435,19420,191944,10468,109474,7216,81915,6019,30596,3393,82470,6306,4913932,74437,4630638,71096,3655962,54504,1947463,39417,1943289,36425,974676,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
6524,20609,2760,12971,2376,10610,2244,3322,895,7638,1525,363270,11259,237458,6362,183893,5716,168222,5069,132039,4839,83713,3906,15671,2193,53565,3091,44612,2979,40825,3022,6285,1101,8953,1629,125812,6625,106542,5907,96813,5507,14232,2094,19270,2886,0400000US49,2971003,686,2607733,11351,2124430,27147,2101807,26697,1934469,26250,1733578,25638,379343,10862,167338,11624,22623,4208,19033,4183,14207,3300,5233,1517,3590,1010,483303,24497,149806,13188,127806,11369,101909,9407,80456,8223,28859,4185,25897,4213,22000,3485,16264,2969,13373,2749,3660,1054,5736,1558,333497,19636,312888,18833,255640,15636,173256,12047,107054,9472,57248,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
752,6325,1525,5491,1380,3056,937,2533,1082,834,519,156207,5993,102456,3402,77300,2718,74333,2607,45732,2258,48540,2358,2967,678,25156,2614,23735,2638,17549,1944,8082,1565,1421,575,53751,3454,48841,3303,37518,2811,13180,1636,4910,1053,0400000US50,620107,172,463900,5984,370454,8371,365845,8271,356857,8261,277203,7508,136675,6785,8988,1741,4609,1071,3982,928,1860,638,2335,717,627,390,93446,8522,27647,4043,24146,3509,22949,3310,13011,2221,11579,2566,1197,446,3501,994,3146,1004,1779,765,1418,530,355,341,65799,7557,59474,6719,57097,6633,26672,4066,36986,5562,2377,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
8653,82649,6155,58464,5270,45858,4856,15691,2208,24185,3465,1473338,19342,1036642,11670,832606,11090,774609,10870,621960,11494,382085,6705,57997,4380,204036,6695,176780,5528,159479,5154,32773,2775,27256,3024,436696,11935,371827,10048,325513,9110,67773,5104,64869,6441,0400000US51,8162517,4887,6689179,19410,4965066,40682,4919393,39667,4603603,38568,4122528,36443,1096079,20415,315790,15246,45673,4913,33982,3801,24423,3263,11266,2148,11691,2459,1724113,34641,464649,23373,410280,20532,334972,18165,244256,14755,122910,8803,75308,8099,54369,5804,38090,4369,26887,3296,12599,2369,16279,3264,1259464,30465,1176815,27690,1023897,24988,636760,21085,481224,17972,152918,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
6685,85733,6401,67038,5449,43056,4451,28499,3164,18695,2719,1384354,20006,962530,11594,732286,12009,692087,11699,507568,10803,370048,8702,40199,3065,230244,7259,207782,6530,168258,6107,58510,3949,22462,3218,421824,13593,371054,12510,275077,11688,120100,5542,50770,4823,0400000US53,7066812,2751,5682458,20355,4332569,37489,4284182,37337,4083128,34369,3358683,33515,1295419,23274,201054,9148,48387,5650,42329,5066,24495,3278,21458,3413,6058,1874,1349889,35375,420579,19770,360946,17902,310229,16009,202625,11599,132627,9959,50717,5765,59633,4229,45363,3680,26130,2576,21915,2581,14270,2775,929310,27959,843577,25300,779835,23241,420049,16446,435193,16847,63742,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2718,18630,2338,14669,2179,6226,1261,9056,1907,3961,1110,345377,8864,262501,6574,222589,6678,209304,6243,135502,5515,138674,4825,13285,1984,39912,2713,34714,2376,24755,2367,12796,1605,5198,1073,82876,5041,75422,5024,52515,3690,26644,2899,7454,1423,0400000US54,1815505,361,1470128,8933,1061934,18460,1053485,18506,1005372,17970,767391,17362,411860,11426,48113,4818,8449,1768,7530,1585,2609,856,5302,1524,919,641,408194,17273,119194,10848,105357,9735,95078,9087,47573,5956,54907,6685,10279,2277,13837,2500,12133,2415,4600,1252,7856,1981,1704,677,289000,13374,270370,12391,253201,12423,109769,7420,170995,11368,17169,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
3802,54387,4062,43642,3647,28397,2614,16691,2187,10745,1711,1174378,14576,849285,9618,673631,9654,632786,9614,469847,8503,346312,6591,40845,2968,175654,5554,159423,5714,137855,5390,33496,2433,16231,1807,325093,8007,294892,7536,238026,6733,69955,3742,30201,2849,0400000US55,5698995,715,4524617,14737,3459610,23684,3440593,23562,3306321,23576,2866137,26453,893906,16352,134272,6967,19017,2529,15953,2202,8818,1728,7808,1438,3064,827,1065007,22305,324177,15379,278941,12810,250773,12341,173800,9139,101196,7988,28168,3281,45236,4321,39093,4053,22565,2594,18405,2430,6143,1588,740830,19238,686443,18029,633496,17498,330183,12969,363360,12454,52947,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
1861,2845,925,1858,789,1617,736,322,246,987,514,111939,5488,83127,4120,68235,4035,61276,3828,47973,3741,30858,2346,6959,1387,14892,1764,12403,1475,11459,1421,2052,653,2489,890,28812,3030,22407,2320,19308,2327,5094,1212,6405,1840,0400000US56,576557,733,464618,5407,365570,7713,362856,7629,332085,8532,293470,8107,80100,5019,30771,3912,2714,927,1344,669,1027,550,355,243,1370,751,99048,7653,44458,7109,35964,5389,29680,4843,22722,3947,9242,2505,6284,1921,8494,2327,5614,1979,4059,1550,2025,1262,2880,1113,54590,5695,51745,5478,43396,5167,25339,4108,22092,3965,8349,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
4009,41352,3544,35539,3344,12113,1926,23958,2564,5813,1062,449302,9100,377178,6977,330244,6680,307278,6222,109418,4523,236799,6562,22966,2359,46934,3152,42049,3105,19808,2094,25212,2603,4885,1050,72124,4415,63391,4054,27315,3197,40052,3210,8733,2037,0400000US72,3447794,522,2998492,9224,1619187,28627,1614123,28417,1538241,26813,779588,20166,881780,22761,75882,7095,5064,1409,4617,1349,969,523,3943,1203,447,318,1379305,27793,302386,15664,267240,14054,244365,13398,86577,7685,170540,10495,22875,3206,35146,3348,32427,2986,10203,1719,22839,2564,2719,959,1076919,25942,1035567,24461,983181,23720,286448,14112,740444,20935,52386,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
