B25087_020M,B25087_021E,B25087_021M,B25087_022E,B25087_022M,B25087_023E,B25087_023M,B25087_024E,B25087_024M,B25087_025E,B25087_025M,B25087_026E,B25087_026M,B25087_027E,B25087_027M,B25087_028E,B25087_028M,B25087_029E,B25087_029M,B25087_030E,B25087_030M,B25087_031E,B25087_031M,B25087_032E,B25087_032M,B25087_033E,B25087_033M,B25087_034E,B25087_034M,B25087_035E,B25087_035M,B25087_036E,B25087_036M,B25087_037E,B25087_037M,B25087_038E,B25087_038M,B25087_039E,B25087_039M,GEO_ID,B25087_001E,B25087_001M,B25087_002E,B25087_002M,B25087_003E,B25087_003M,B25087_004E,B25087_004M,B25087_005E,B25087_005M,B25087_006E,B25087_006M,B25087_007E,B25087_007M,B25087_008E,B25087_008M,B25087_009E,B25087_009M,B25087_010E,B25087_010M,B25087_011E,B25087_011M,B25087_012E,B25087_012M,B25087_013E,B25087_013M,B25087_014E,B25087_014M,B25087_015E,B25087_015M,B25087_016E,B25087_016M,B25087_017E,B25087_017M,B25087_018E,B25087_018M,B25087_019E,B25087_019M,B25087_020E,B25087_020MA,B25087_021EA,B25087_021MA,B25087_022MA,B25087_022EA,B25087_023MA,B25087_023EA,B25087_024MA,B25087_024EA,B25087_025MA,B25087_025EA,B25087_026MA,B25087_026EA,B25087_027MA,B25087_027EA,B25087_028MA,B25087_028EA,B25087_029MA,B25087_029EA,B25087_030MA,B25087_030EA,B25087_031MA,B25087_031EA,B25087_032MA,B25087_032EA,B25087_033MA,B25087_033EA,B25087_034MA,B25087_034EA,B25087_035MA,B25087_035EA,B25087_036MA,B25087_036EA,B25087_037MA,B25087_037EA,B25087_038MA,B25087_038EA,B25087_039MA,B25087_039EA,NAME,B25087_001MA,B25087_001EA,B25087_002EA,B25087_002MA,B25087_003EA,B25087_003MA,B25087_004EA,B25087_004MA,B25087_005MA,B25087_005EA,B25087_006MA,B25087_006EA,B25087_007EA,B25087_007MA,B25087_008MA,B25087_008EA,B25087_009MA,B25087_009EA,B25087_010MA,B25087_010EA,B25087_011EA,B25087_011MA,B25087_012MA,B25087_012EA,B25087_013MA,B25087_013EA,B25087_014MA,B25087_014EA,B25087_015MA,B25087_015EA,B25087_016EA,B25087_016MA,B25087_017MA,B25087_017EA,B25087_018MA,B25087_018EA,B25087_019MA,B25087_019EA,B25087_020EA,state
10595,2926,834,1547,544,1832,652,3579,919,5057,1177,6111,1078,7110,1179,21604,1942,32882,2320,45843,2903,65341,3650,71790,4057,69209,3101,62074,3191,54136,2941,41034,2984,36728,2750,24502,2196,100034,4020,0400000US34,2009034,12864,1355695,14353,95,115,415,258,260,177,807,338,2289,613,3267,745,7275,1225,10562,1554,14874,1805,62798,3063,105214,4570,275393,8003,278786,7751,216701,6660,149856,5929,87445,4210,139658,4631,653339,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
5639,8466,1120,14865,1814,19109,2074,21746,2175,28763,2021,25972,2291,26098,2472,36390,2647,19895,1789,10348,1866,6331,1219,3091,716,1933,568,1078,374,807,353,324,197,551,316,217,178,407,265,0400000US35,513843,6398,287452,6864,77,59,222,146,1671,528,5027,1169,9749,1357,10736,1658,19290,1979,20358,2270,24587,2451,60751,3736,45478,3225,51488,3491,19712,1976,8987,1462,4025,1037,2398,843,2896,798,226391,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
14635,38113,2926,21266,2656,25476,2236,33052,2493,45829,2868,59354,3373,64623,3214,149591,4792,143006,5812,129629,3797,114958,4880,101410,3555,89185,4913,73223,3626,62309,2827,53122,3463,44410,2910,35514,2596,170384,4916,0400000US36,3838902,20752,2384448,17648,981,546,1171,429,5880,1327,15461,1591,29495,1958,45359,3252,62297,3191,79767,3249,90774,4307,240516,5686,228325,7353,385916,9128,334372,8249,299041,8462,210255,5531,132771,5219,222067,6282,1454454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
11647,8962,1450,24955,2727,49183,3352,79898,4332,102270,4439,105831,4852,109993,4996,164699,6036,98427,4170,55524,3349,33299,2505,18627,1939,11170,1340,8872,1295,4800,840,3414,740,1873,583,2068,687,5317,984,0400000US37,2455141,15671,1565959,13794,639,332,2501,786,8357,1162,23835,2374,43043,3332,67310,4045,96701,4759,120696,5494,135586,6256,303988,7368,242464,7349,278752,8546,118745,4668,58167,2922,26524,2461,15434,1735,23217,2030,889182,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
3017,770,290,1978,467,4099,790,6126,841,7375,822,8047,841,11569,1054,19629,1481,14853,1541,7494,1033,4678,897,1968,426,1196,353,682,254,702,343,326,241,64,83,78,63,530,377,0400000US38,193342,4346,101178,3650,14,25,64,70,419,279,1095,317,2535,501,4006,709,5166,936,6202,972,7009,1194,21052,1740,16086,1809,21759,1968,8966,1477,3879,962,1499,569,379,217,1048,436,92164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
13506,6111,995,14019,1524,30731,2444,57608,3336,88889,4746,107797,3495,117884,4614,223516,6312,167505,6074,105945,4821,66148,2897,36980,2641,20160,2047,14518,1613,9632,1145,6431,904,4552,834,4088,911,11777,1291,0400000US39,3013093,17798,1918802,15327,466,307,2205,596,10598,1162,27197,2110,55346,2866,88525,3984,130854,5240,143126,5277,154851,5289,379249,8383,299633,7649,351088,8615,141252,5351,66233,3691,30394,2703,15402,1804,22383,2003,1094291,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
5844,5251,615,14831,1514,27206,1862,40759,2121,45721,2310,49788,2255,48849,2780,79110,3335,48366,2379,26724,1896,15027,1670,7830,1004,5159,859,3117,731,2079,471,1546,503,945,358,615,268,2539,552,0400000US40,957858,7425,532396,7763,284,202,1004,339,3106,514,10927,1430,19587,1464,28803,1962,43185,2096,44206,2518,48661,2648,104624,3749,79681,4025,86574,3406,33260,2263,14063,1546,6627,1077,2907,612,4897,795,425462,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
6793,4595,1005,4813,911,9993,1570,15216,1913,19124,1781,27086,2227,30593,2435,58892,2714,54455,3105,37897,2368,24006,2149,11843,1447,7784,1243,5852,1043,2674,703,1337,470,1822,517,1075,436,3263,621,0400000US41,948891,9420,626571,9643,168,175,434,264,2399,710,4793,1019,7328,1299,13609,1647,16482,1728,21748,2024,32108,2591,95450,4321,105888,4359,164439,5327,86120,4368,39375,3013,17477,1868,7449,1067,11304,1086,322320,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
13317,7734,1020,11527,1441,28870,2033,51302,2466,78758,4136,103401,3597,119361,3889,243955,6031,213842,6298,156937,5712,104976,3498,67866,3112,48523,2693,29235,2226,20591,1861,13317,1481,9410,1107,7264,1094,25549,1894,0400000US42,3405756,16407,2063338,16418,417,196,1300,367,6982,1081,22615,1713,43832,2523,74893,3395,97960,3598,114209,4867,127532,4529,338633,7427,309581,7595,428845,9097,238224,6320,122659,5604,58764,3397,30130,2153,46762,3010,1342418,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
3017,334,220,74,85,423,330,503,309,770,418,1034,447,2378,695,8918,1416,10054,1400,11587,1423,11213,1491,7979,1247,4413,865,3775,751,2489,607,1755,523,1127,369,751,335,4344,993,0400000US44,240618,5236,166697,5017,35,58,167,137,74,94,318,188,851,568,1476,462,2077,649,3082,798,4520,967,18139,1968,25196,2377,53918,3642,28011,2396,13774,1715,7057,1095,3035,717,4967,897,73921,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
8551,7120,1157,18252,2138,36692,2890,55445,3332,61729,3782,69657,3582,58578,3714,91279,4661,49845,3401,29723,2110,15054,1789,8618,1347,6642,1211,3997,953,2744,708,1473,461,1195,488,946,424,3786,839,0400000US45,1265627,11974,742852,11611,173,171,2042,724,4122,878,12000,1791,24231,2473,40746,3100,51523,3011,64978,4325,67764,3602,154828,5827,106757,4504,117908,5041,49051,3027,22201,2483,9195,1404,5953,1107,9380,1536,522775,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
3141,872,317,1567,521,2921,520,5543,833,7853,1139,9969,1243,12365,1303,22769,1689,17278,1854,8377,1202,4851,778,3945,746,2798,698,1060,404,766,365,549,296,78,71,287,255,506,220,0400000US46,231452,4098,127098,3504,0,151,356,228,660,414,1639,521,3251,744,5262,921,7025,1087,9495,1639,10436,1400,28246,2130,21313,1930,20869,1765,9914,1357,4566,918,1761,512,1515,544,790,319,104354,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
10596,7405,1283,19464,1858,42604,3210,64496,3126,88239,4413,91494,3600,77558,4169,120441,5227,67149,3328,34754,2939,19446,2072,13431,1751,7599,1105,5408,1109,3481,856,2232,712,1437,499,1151,433,5256,917,0400000US47,1665498,14709,992453,12575,325,228,1139,512,5465,1031,18701,2077,35288,3081,52909,3645,72613,3761,86276,4356,95351,4931,191357,5721,142473,4886,158000,6435,68921,3828,29722,2300,14558,2021,7392,1190,11963,1537,673045,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
19674,22572,1773,46511,3114,97129,4965,147807,5752,181056,6591,203991,7105,205122,6982,380611,8431,312041,7635,231365,6048,162284,6184,114668,5225,78511,4152,56804,3994,38612,3277,27974,2552,21843,2918,15614,1799,73911,4064,0400000US48,5752826,28478,3334400,24861,1797,757,1502,462,8714,1586,21111,2688,45888,3275,85774,4351,123086,5939,160196,5454,204185,7440,561545,11915,558304,12639,749477,15134,358348,9587,200346,7079,99301,4844,56849,3460,97977,4761,2418426,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
5125,2413,829,2989,796,7147,1025,13242,1591,21938,1479,26204,2125,25965,2211,38745,2665,21852,2004,10415,1464,7697,1241,4329,993,2290,522,1263,442,927,414,473,257,407,237,443,293,1045,348,0400000US49,641215,6863,451431,6601,213,155,913,678,2634,616,3820,850,5868,1091,10197,1680,14566,1560,20440,2039,26893,2095,84165,3940,88732,4264,114074,4982,44811,2708,17980,1711,6743,1151,4021,842,5361,925,189784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
2541,317,266,347,226,949,443,1280,359,1482,384,2269,517,2930,634,8636,1081,9860,1107,10193,1111,7610,906,5520,1014,3917,657,3335,869,1479,357,1655,407,1498,502,773,291,2893,598,0400000US50,180212,3547,113269,3236,0,149,11,17,64,68,700,272,1204,410,2684,741,2811,568,4706,800,5111,838,17216,1832,19953,1701,30910,2127,14755,1382,7115,1093,2506,572,1245,385,2278,554,66943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
9323,5883,1167,12295,1505,27171,2592,38768,2883,52377,3029,58028,3149,55855,3048,105853,4445,79971,3883,56578,3329,37824,2778,28163,2178,18630,1631,11668,1638,9215,1192,4729,939,3931,777,3057,635,11634,1412,0400000US51,2019869,15507,1398239,12901,349,289,1866,535,5709,1179,12253,1498,22322,2258,30440,2669,42997,2891,48824,3772,60415,3337,170268,6096,182579,5238,295501,7916,202239,6210,134822,5304,74346,3561,44410,2816,68899,3426,621630,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
8797,6444,1145,10698,1511,16953,1687,21386,2310,30261,2364,37184,2518,38425,2873,91817,4563,82107,3505,65783,3351,42512,2865,28766,2325,20011,2306,12202,1359,8691,1276,4930,911,3390,772,2958,688,8560,1147,0400000US53,1703269,13837,1170191,12556,655,332,826,323,2616,639,5786,1065,9040,1059,16943,1800,25636,2234,33774,2581,45807,3117,141772,5402,169696,6028,304579,7152,188375,5836,104672,4260,54140,3505,27698,2710,38176,2347,533078,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
5808,6257,1166,18135,2121,33564,2484,40966,2776,43272,2891,38869,2634,29986,2766,37790,2679,17482,1913,8504,1279,5364,1077,2161,695,1225,457,199,155,174,150,81,99,0,189,50,64,311,244,0400000US54,531151,6909,246761,6744,325,322,550,296,4417,814,11061,1709,17673,2248,22514,2220,26688,2433,24175,2289,22304,2041,49008,3398,26642,2504,25400,2300,9721,1320,2613,668,1783,526,939,383,948,320,284390,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
6442,2438,570,4534,808,7366,809,11898,1346,22283,1429,33670,1812,46564,2372,112712,3753,105878,3883,74066,3387,45883,2382,27707,1877,17565,1377,11076,1273,6027,798,4032,627,3595,711,2043,509,5807,1023,0400000US55,1549143,11056,1003999,9828,233,134,398,189,2515,657,6908,798,16142,1448,29643,1943,45587,2256,58425,2962,73317,3745,193801,4395,172774,4737,230438,5405,94958,3705,40016,2561,18758,1586,8305,1098,11781,1438,545144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
3077,1476,583,1027,477,2543,656,4516,1010,6676,1135,8903,1230,7947,1382,13334,1489,8103,1386,4413,958,1949,528,2045,637,566,422,384,288,325,198,26,45,210,165,0,192,406,267,0400000US56,155575,3816,90726,3567,0,192,661,448,397,268,384,226,2148,669,2720,777,3600,911,4881,1015,4884,1125,17711,2114,17510,1885,22083,2405,8280,1535,2671,850,1489,643,367,260,940,338,64849,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
7906,131904,5068,123856,4703,94980,4760,60449,3389,35283,2811,20200,2360,12408,1738,12586,1645,4943,806,3565,885,2106,747,1304,545,525,288,256,189,127,166,213,160,170,147,269,236,415,242,0400000US72,836820,8764,331261,7797,1065,487,3657,805,8377,1528,21265,2667,30515,2604,37467,3061,39112,3040,37539,3123,31192,2485,48314,3509,26154,2999,26386,2226,9966,1566,3693,978,2022,953,2115,758,2422,750,505559,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
