B12006_035M,B12006_036E,B12006_036M,B12006_037E,B12006_037M,B12006_038E,B12006_038M,B12006_039E,B12006_039M,B12006_040E,B12006_040M,B12006_041E,B12006_041M,B12006_042E,B12006_042M,B12006_043E,B12006_043M,B12006_044E,B12006_044M,B12006_045E,B12006_045M,B12006_046E,B12006_046M,B12006_047E,B12006_047M,B12006_048E,B12006_048M,B12006_049E,B12006_049M,B12006_050E,B12006_050M,B12006_051E,B12006_051M,B12006_052E,B12006_052M,B12006_053E,B12006_053M,B12006_054E,B12006_054M,B12006_055E,B12006_055M,B12006_056E,B12006_056M,GEO_ID,B12006_001E,B12006_001M,B12006_002E,B12006_002M,B12006_003E,B12006_003M,B12006_004E,B12006_004M,B12006_005E,B12006_005M,B12006_006E,B12006_006M,B12006_007E,B12006_007M,B12006_008E,B12006_008M,B12006_009E,B12006_009M,B12006_010E,B12006_010M,B12006_011E,B12006_011M,B12006_012E,B12006_012M,B12006_013E,B12006_013M,B12006_014E,B12006_014M,B12006_015E,B12006_015M,B12006_016E,B12006_016M,B12006_017E,B12006_017M,B12006_018E,B12006_018M,B12006_019E,B12006_019M,B12006_020E,B12006_020M,B12006_021E,B12006_021M,B12006_022E,B12006_022M,B12006_023E,B12006_023M,B12006_024E,B12006_024M,B12006_025E,B12006_025M,B12006_026E,B12006_026M,B12006_027E,B12006_027M,B12006_028E,B12006_028M,B12006_029E,B12006_029M,B12006_030E,B12006_030M,B12006_031E,B12006_031M,B12006_032E,B12006_032M,B12006_033E,B12006_033M,B12006_034E,B12006_034M,B12006_035E,B12006_035MA,B12006_036MA,B12006_036EA,B12006_037MA,B12006_037EA,B12006_038EA,B12006_038MA,B12006_039MA,B12006_039EA,B12006_040EA,B12006_040MA,B12006_041MA,B12006_041EA,B12006_042EA,B12006_042MA,B12006_043MA,B12006_043EA,B12006_044EA,B12006_044MA,B12006_045MA,B12006_045EA,B12006_046EA,B12006_046MA,B12006_047EA,B12006_047MA,B12006_048MA,B12006_048EA,B12006_049EA,B12006_049MA,B12006_050MA,B12006_050EA,B12006_051EA,B12006_051MA,B12006_052MA,B12006_052EA,B12006_053EA,B12006_053MA,B12006_054MA,B12006_054EA,B12006_055EA,B12006_055MA,B12006_056MA,B12006_056EA,NAME,B12006_001MA,B12006_001EA,B12006_002EA,B12006_002MA,B12006_003EA,B12006_003MA,B12006_004MA,B12006_004EA,B12006_005MA,B12006_005EA,B12006_006MA,B12006_006EA,B12006_007EA,B12006_007MA,B12006_008MA,B12006_008EA,B12006_009MA,B12006_009EA,B12006_010MA,B12006_010EA,B12006_011EA,B12006_011MA,B12006_012MA,B12006_012EA,B12006_013EA,B12006_013MA,B12006_014MA,B12006_014EA,B12006_015EA,B12006_015MA,B12006_016MA,B12006_016EA,B12006_017MA,B12006_017EA,B12006_018EA,B12006_018MA,B12006_019MA,B12006_019EA,B12006_020MA,B12006_020EA,B12006_021MA,B12006_021EA,B12006_022EA,B12006_022MA,B12006_023MA,B12006_023EA,B12006_024EA,B12006_024MA,B12006_025MA,B12006_025EA,B12006_026EA,B12006_026MA,B12006_027EA,B12006_027MA,B12006_028MA,B12006_028EA,B12006_029EA,B12006_029MA,B12006_030MA,B12006_030EA,B12006_031MA,B12006_031EA,B12006_032MA,B12006_032EA,B12006_033EA,B12006_033MA,B12006_034MA,B12006_034EA,B12006_035EA,state
4645,24393,2325,4453,1003,4119,996,334,230,19940,2152,76092,3684,13997,1886,13094,1809,903,703,62095,3285,218681,6608,97468,4874,58274,4131,54245,4106,4029,1015,39194,3088,121213,4202,70538,3467,67278,3293,3260,961,50675,3402,0400000US35,1642487,3706,543181,10511,295330,7826,184261,7279,158634,6854,25627,2819,111069,5508,247851,5821,153065,5339,136694,5329,16371,2291,94786,4541,750819,13147,380312,8064,259411,6460,248352,6434,11059,1602,120901,4179,370507,7088,198376,5953,191175,5849,7201,1292,172131,5980,29321,3264,11973,1944,6948,1716,6452,1727,496,255,5025,1245,17348,2374,10614,1741,9389,1682,1225,599,6734,1357,100485,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
14043,196775,7205,46412,3431,44030,3488,2382,907,150363,5749,743746,10762,129690,4562,123180,4435,6510,935,614056,9352,1451517,21236,570678,11324,365457,10000,343716,9747,21741,2572,205221,6303,880839,14559,538132,12332,511884,11625,26248,2603,342707,9703,0400000US36,16066508,7092,6098653,33545,3136847,21440,2067426,21087,1831927,21647,235499,8192,1069421,13860,2961806,18681,1917392,17972,1753821,17552,163571,6564,1044414,15262,7165025,37744,3641056,21244,2669533,21009,2580585,21645,88948,5502,971523,11873,3523969,21615,2150265,17650,2059727,17309,90538,4382,1373704,15169,410792,11165,159351,7494,102635,6685,94667,6308,7968,1645,56716,4217,251441,7892,164377,6478,152897,6678,11480,1895,87064,5071,940521,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
9050,105561,4500,25090,2670,23483,2679,1607,650,80471,3860,397198,7423,71356,3995,66671,3790,4685,1147,325842,6635,904204,16835,380662,9141,235628,7517,216296,6830,19332,2440,145034,6508,523542,11760,325211,9179,301867,8707,23344,2838,198331,7860,0400000US37,8011388,6201,2451434,21268,1293254,13239,851372,11958,749993,12361,101379,6339,441882,9975,1158180,13814,754127,11312,671145,11483,82982,5855,404053,11462,3920649,32030,1975908,18596,1424013,15657,1385131,15480,38882,3371,551895,9334,1944741,18388,1121228,15272,1070824,15182,50404,4013,823513,12407,232342,8071,99407,5950,66023,4750,60758,4482,5265,1318,33384,3309,132935,5704,87750,5122,79843,4668,7907,1846,45185,3758,502759,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
2178,6171,998,2353,574,2294,565,59,61,3818,763,27301,1777,5321,1006,5167,997,154,145,21980,1679,58748,3619,28373,1954,19934,1850,19057,1804,877,353,8439,1138,30375,2359,21667,2143,21276,2063,391,290,8708,1187,0400000US38,603014,1809,189799,5921,111670,3539,82533,3197,79268,3208,3265,685,29137,2280,78129,3585,57139,3594,54812,3391,2327,798,20990,1852,315256,7069,161316,3825,125766,3490,123783,3548,1983,987,35550,1504,153940,4283,102921,4140,101120,4088,1801,586,51019,2857,5739,1286,2833,1021,2308,896,2297,894,11,15,525,299,2906,809,2113,781,2095,780,18,30,793,344,33472,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
10633,130747,5592,27540,2865,26065,2805,1475,567,103207,5043,473942,7502,81629,3635,77006,3567,4623,1200,392313,7470,1149836,17949,514311,10149,323898,9318,299798,9315,24100,2557,190413,5915,635525,11420,389116,9217,367481,8408,21635,2643,246409,6534,0400000US39,9295255,5227,2881518,22752,1533449,14408,1034704,13971,908251,12774,126453,5721,498745,9811,1348069,14914,939651,13613,842385,14143,97266,5701,408418,9011,4491912,32663,2246588,18178,1610014,15612,1567598,15553,42416,3045,636574,9801,2245324,18352,1357360,15487,1312822,15001,44538,2841,887964,13828,167300,6910,73456,4756,48030,3850,43000,3503,5030,1163,25426,2553,93844,4565,58556,4115,52195,3916,6361,1114,35288,2845,604689,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
4701,50961,2580,12304,1332,11664,1314,640,370,38657,2152,157073,3513,30708,2156,28825,2073,1883,663,126365,3373,412908,7820,183564,4492,113671,3731,106636,3623,7035,1226,69893,3406,229344,5365,141209,5017,133432,5045,7777,1355,88135,3502,0400000US40,3053371,2846,830880,9938,462123,6010,300807,5903,270515,5842,30292,2652,161316,4541,368757,6574,236127,5841,215355,5620,20772,2121,132630,5164,1539865,13898,772572,7909,559597,7398,546277,7374,13320,1435,212975,3832,767293,8425,438907,7126,424050,6703,14857,1466,328386,6700,61684,3113,28077,1935,19435,1807,17182,1658,2253,729,8642,1175,33607,2486,20401,1869,18142,1817,2259,641,13206,1643,208034,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
5263,38929,2730,8453,1334,7679,1266,774,393,30476,2639,136674,4687,21708,2014,20366,1924,1342,624,114966,4270,438965,9857,188132,6753,112522,5363,100871,4948,11651,1910,75610,3936,250833,6837,149882,5918,139004,5905,10878,1544,100951,4880,0400000US41,3268296,3475,980442,12684,541523,8904,365676,7508,324038,6993,41638,3839,175847,7465,438919,8080,299014,7534,269344,7581,29670,3153,139905,5779,1613120,17558,809593,10406,558786,10085,539753,9810,19033,1974,250807,6140,803527,9916,462549,7802,445293,8167,17256,2257,340978,6426,60166,4251,26824,2819,19000,2754,16868,2631,2132,793,7824,1302,33342,3337,23371,2743,20006,2437,3365,1333,9971,1568,175603,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
11719,152908,4977,33824,2623,31761,2519,2063,639,119084,4501,564590,9656,97614,4456,92942,4145,4672,981,466976,8939,1030430,13550,449708,9100,288776,7933,268943,7601,19833,2219,160932,4954,580722,9697,362698,7538,345044,7238,17654,2108,218024,6045,0400000US42,10429005,5456,3415745,23973,1809418,15026,1187941,12937,1044304,12496,143637,6122,621477,10103,1606327,14105,1062795,13691,960967,13560,101828,5157,543532,10224,5032156,33278,2532075,17788,1817886,15250,1764446,14747,53440,3448,714189,9124,2500081,19427,1511432,15886,1460576,15910,50856,3345,988649,12505,233176,7609,100178,4920,68603,3905,62256,3723,6347,1353,31575,2895,132998,5403,89973,4535,81761,4134,8212,1872,43025,3241,717498,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
2792,10582,1630,2438,707,2404,705,34,58,8144,1443,44061,2475,7550,1445,7194,1405,356,256,36511,2291,101198,5592,40177,2775,24730,2237,22807,2209,1923,697,15447,1960,61021,4150,38561,3236,36752,3052,1809,584,22460,2270,0400000US44,870136,1701,314040,7175,164113,4749,109893,4300,97779,3990,12114,2138,54220,3248,149927,4594,102303,4779,93166,4515,9137,1708,47624,3339,384751,10508,196454,6106,146256,5934,140954,5845,5302,1458,50198,2753,188297,5736,121303,4911,118041,4762,3262,986,66994,3481,15504,2202,5682,1199,3051,872,2833,884,218,216,2631,946,9822,1979,6116,1532,5513,1435,603,428,3706,1163,54643,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
7181,56048,3795,12747,2173,12113,2035,634,408,43301,2746,210491,5527,39152,3326,37633,3200,1519,666,171339,5024,440062,14192,193988,8315,121287,6109,111099,5721,10188,2057,72701,4174,246074,8647,150304,6954,141523,6773,8781,1659,95770,4860,0400000US45,3931185,4079,1240502,14723,652080,10168,421817,8516,362297,8540,59520,4195,230263,7880,588422,8265,384004,8713,342091,7709,41913,3531,204418,6931,1857882,21411,937555,11649,644159,10474,625325,10200,18834,2155,293396,6600,920327,12758,512603,9739,491543,9428,21060,2416,407724,10873,126200,6213,50951,3606,30860,2898,27364,2801,3496,1003,20091,2385,75249,4920,47362,3825,42718,3793,4644,1068,27887,3153,266539,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
2479,9552,1237,1962,509,1890,513,72,96,7590,1143,31552,1916,6849,1054,6629,1048,220,158,24703,1706,70783,4108,33291,2385,24180,2131,23125,2057,1055,455,9111,1444,37492,3041,25095,2387,24320,2380,775,454,12397,1656,0400000US46,671301,1892,196158,6086,110703,3988,80025,3358,72129,3141,7896,1547,30678,2720,85455,3714,58413,3192,55048,3056,3365,807,27042,3198,355279,8152,177715,4463,136854,4083,134589,4110,2265,741,40861,2319,177564,4677,118781,4316,116819,4198,1962,600,58783,2380,7977,1457,3687,981,1889,629,1804,634,85,101,1798,709,4290,993,3311,888,2862,848,449,411,979,431,41104,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
7948,73161,4553,17161,2376,15304,2169,1857,944,56000,3415,272770,5779,47990,3294,45066,3135,2924,1037,224780,5299,684383,13520,304764,8652,180758,7401,166875,6469,13883,2339,124006,5920,379619,9934,224410,7462,210495,7346,13915,2031,155209,6456,0400000US47,5277935,4114,1530879,14102,810616,8834,527850,9438,468756,9041,59094,4073,282766,8484,720263,10382,478458,9717,431303,8791,47155,3417,241805,8384,2600518,23941,1307357,13499,929686,12631,905035,12338,24651,2960,377671,7036,1293161,13569,739035,12591,711934,12591,27101,2771,554126,10855,116224,6223,46289,3980,27330,3460,23577,3162,3753,1412,18959,2233,69935,4324,44786,2978,39648,2911,5138,1253,25149,2847,345931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
14884,236387,7257,66528,3996,63380,4081,3148,861,169859,6039,862008,12931,180964,6948,171465,6754,9499,1692,681044,10554,2320992,31100,987364,17467,668247,15942,628996,15649,39251,3453,319117,8405,1333628,20125,902035,17238,854426,16079,47609,4675,431593,9498,0400000US48,21043248,10946,6623567,36456,3600304,24201,2402376,24834,2172979,23353,229397,10537,1197928,18404,3023263,23534,1938620,23239,1779307,21785,159313,9144,1084643,18181,10454975,54796,5310858,28914,4094965,25995,3981492,25971,113473,6551,1215893,16643,5144117,34043,2906335,28260,2793171,28537,113164,5931,2237782,23692,545319,14158,217078,9885,151540,8675,141375,8054,10165,2186,65538,4140,328241,9786,221945,8397,203732,7935,18213,2554,106296,5722,1098395,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
3876,19153,2085,5514,1213,5283,1178,231,195,13639,1664,65430,3251,12065,1505,11906,1496,159,158,53365,2664,209244,8725,89290,5029,64983,4359,60486,4365,4497,1394,24307,2380,119954,5880,81529,4728,78714,4486,2815,777,38425,3026,0400000US49,2180281,3049,619081,10343,345015,7337,248818,7191,231022,6787,17796,2259,96197,4650,274066,6424,193622,6347,179564,6350,14058,2009,80444,4405,1232129,15967,618699,8200,497791,8062,487794,8130,9997,1500,120908,4101,613430,9759,345884,8264,338585,8104,7299,1351,267546,6703,35244,3717,15990,2379,11694,2383,11527,2385,167,194,4296,1046,19254,2731,13613,2145,12434,2062,1179,547,5641,1360,84583,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
2241,6366,914,821,364,821,364,0,149,5545,877,23025,2011,3904,886,3867,885,37,38,19121,1659,67774,3624,30040,2272,18739,1945,17402,1903,1337,701,11301,1535,37734,2615,23702,2021,23063,2013,639,315,14032,1650,0400000US50,521616,1142,160316,4012,86195,2863,58680,2396,53995,2627,4685,1028,27515,2113,74121,2490,50646,2196,47687,2340,2959,920,23475,1913,258612,5579,129059,3178,94160,2728,92472,2778,1688,511,34899,1758,129553,3292,86702,2780,85405,2707,1297,386,42851,2130,5523,945,2263,609,1513,505,1493,512,20,31,750,311,3260,874,2078,639,1892,628,186,249,1182,563,29391,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
9096,83053,5241,20060,2422,18995,2227,1065,529,62993,4433,293827,6201,57153,3506,54973,3527,2180,699,236674,5034,713937,15697,293300,8845,198325,6987,187729,6594,10596,1510,94975,4801,420637,11604,278604,9414,266224,9047,12380,1826,142033,6178,0400000US51,6721590,5245,2106567,20837,1123164,13468,756453,12536,682501,12543,73952,5160,366711,8406,983403,11895,683572,11707,625833,11249,57739,4598,299831,8345,3354789,28007,1706213,15565,1298972,14722,1266269,14658,32703,2710,407241,7476,1648576,15734,1021134,13753,985840,13320,35294,2925,627442,10595,169417,6998,71746,5144,52835,4590,49383,4622,3452,1001,18911,2222,97671,4431,70032,3579,63095,3485,6937,1499,27639,2887,376880,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
6977,63673,3721,13607,1831,13109,1851,498,275,50066,3224,217838,5750,38633,3481,35712,3259,2921,1160,179205,5460,704913,14435,310470,8260,195614,6705,180147,6158,15467,2223,114856,5066,394443,10125,243065,7845,227923,7277,15142,2160,151378,6092,0400000US53,5741873,4340,1734283,18552,967428,11458,662628,11889,592460,11279,70168,4627,304800,10062,766855,11052,516422,10185,471356,10222,45066,3822,250433,8024,2932041,25635,1478181,14130,1087662,12868,1059675,13158,27987,2551,390519,7496,1453860,14648,841550,12795,808360,12457,33190,2791,612310,10391,89125,4869,36519,3567,26465,3098,24991,3038,1474,648,10054,1607,52606,3626,33287,2529,29747,2554,3540,1001,19319,2830,281511,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
4668,27682,2376,4785,1275,4354,1221,431,401,22897,1861,92435,3740,14646,1450,13911,1433,735,437,77789,3780,213923,8017,105144,4804,55777,3339,49960,3234,5817,1158,49367,3328,108779,4736,59996,3189,55605,3021,4391,1058,48783,3286,0400000US54,1508224,2259,403001,9177,223091,5707,129796,5003,110931,4865,18865,2101,93295,4522,179910,5891,99204,4494,88613,3983,10591,1887,80706,4166,746667,13623,372606,7742,229985,6443,221182,6558,8803,1592,142621,4330,374061,7471,190119,5129,183743,5291,6376,1191,183942,5364,24516,2703,10516,1654,6332,1552,5145,1288,1187,649,4184,1011,14000,2164,6886,1541,5812,1327,1074,658,7114,1403,120117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
6197,58080,2638,13240,1576,12415,1545,825,356,44840,2314,208145,4760,33282,2311,32330,2295,952,385,174863,4265,501650,10073,226599,6250,151290,5232,143259,5020,8031,1313,75309,3587,275051,7492,185899,6078,178541,5952,7358,1200,89152,4400,0400000US55,4627790,3538,1435721,12065,783142,7525,564455,7906,519417,7803,45038,3220,218687,5133,652579,7156,477839,6860,446798,7004,31041,2500,174740,5719,2373779,17451,1193803,9239,867657,8482,847871,8169,19786,1927,326146,4910,1179976,10487,766907,8936,750291,8833,16616,1922,413069,7391,50415,3162,20769,1991,14045,1611,12780,1485,1265,522,6724,1181,29646,2327,19457,1885,18603,1794,854,479,10189,1512,266225,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
2301,5974,1075,1897,653,1759,652,138,130,4077,839,19937,1844,4533,1082,4080,1014,453,427,15404,1497,56447,3705,28101,2136,19751,1981,18691,1869,1060,503,8350,976,28346,2569,20722,2377,19680,2270,1042,538,7624,1385,0400000US56,460730,2967,123865,5712,68932,3255,49685,2969,45856,2975,3829,1368,19247,2176,54933,3964,38105,3742,35647,3533,2458,840,16828,2383,248102,6272,125686,3628,95574,3385,92877,3441,2697,1018,30112,1924,122416,3811,76878,3685,74392,3605,2486,826,45538,2930,6405,1617,2601,1182,1979,1075,1917,1072,62,103,622,354,3804,1078,3417,1084,2601,896,816,662,387,240,25911,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
6586,41173,3365,4475,1105,3946,1020,529,296,36698,2875,163281,4674,15054,1999,13501,1830,1553,608,148227,4229,404159,10570,162310,6874,83550,5116,72009,4680,11541,2046,78760,4738,241849,6720,115533,4611,97964,3919,17569,2271,126316,5586,0400000US72,2833603,2799,1097932,13447,567154,8431,292336,7432,206428,7910,85908,5346,274818,7273,530778,9787,239034,8452,176855,7462,62179,4258,291744,7495,1045681,17239,523411,9274,266696,6895,240525,6894,26171,2525,256715,7378,522270,10047,210722,7113,186132,6769,24590,2745,311548,7974,81377,5122,33197,3149,16010,2235,12658,1920,3352,1002,17187,2264,48180,3558,22936,2551,17703,2283,5233,1236,25244,2354,204454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
